SAL_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
SAL51430,114,107,220,29,13,40,13,15,26,0,5,3,3,5,12,43,37,87,51,51,99,13,18.9,15.7,41.4,33.6,37.6,36,27.3,31.7,0,0,3,0,0,0,0,4,5,5,0,5,19,10,30,0,3,6,0,0,0,23,13,34,104,112,214,14,10,28,81,87,167,24,27,52
SAL51431,57,51,115,13,8,18,0,7,10,0,0,5,8,0,12,24,17,39,31,28,60,33.3,17.6,26.8,40,30.9,35.7,26.7,25.5,26.1,0,0,0,0,0,0,0,7,6,0,0,0,10,3,11,0,5,4,0,0,0,15,6,20,56,50,106,3,3,4,41,36,71,14,13,37
SAL51432,14,8,19,14,7,15,0,0,0,0,0,0,0,0,0,14,8,19,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,11,5,16,3,3,4,7,5,10,0,3,8
SAL51433,271,202,471,54,47,94,17,14,24,12,6,19,50,31,80,128,95,222,103,100,203,39.5,32.3,36.5,48.1,46.3,47.3,29.1,31.3,30.1,5,6,16,0,3,3,14,12,32,10,7,16,27,7,36,3,3,10,3,3,11,37,19,61,268,208,481,32,29,66,203,168,375,70,61,129
SAL51434,8,5,17,10,0,4,0,0,0,0,0,0,0,0,0,10,4,11,0,3,3,0,0,0,70,50,62.5,70,50,62.5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,6,5,10,4,0,5
SAL51435,3349,3616,6962,1938,1077,3017,490,1231,1720,127,120,245,97,110,208,2653,2537,5191,620,998,1618,3.8,4.3,4,79.3,70.1,74.5,76.3,67.1,71.5,92,131,222,46,91,142,394,639,1030,339,467,812,983,537,1524,46,81,126,48,86,140,1083,706,1785,3910,4099,8007,457,518,980,2804,2947,5746,1290,1421,2713
SAL51436,535,539,1075,292,157,452,70,168,236,15,19,38,19,13,31,391,361,752,116,157,272,4.6,3.9,4.2,73.7,66.8,70.2,70.4,64.2,67.3,13,22,36,8,25,34,72,94,167,44,65,106,141,76,216,4,18,27,11,9,19,153,107,264,516,549,1069,99,80,184,369,384,757,216,226,440
SAL51437,10,8,11,5,0,3,0,0,5,0,0,0,3,0,0,9,5,6,0,4,0,33.3,33.3,33.3,85.7,60,75,57.1,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,0,0,0,7,3,9,7,5,12
SAL51438,8,6,21,6,0,13,0,3,6,0,0,0,0,0,0,8,7,17,0,0,0,0,0,0,100,88.9,95,100,88.9,95,0,0,0,0,0,0,0,3,5,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,14,12,26,0,0,0,14,14,24,0,0,0
SAL51439,44,40,85,19,10,27,0,8,10,7,4,7,0,0,4,26,18,46,11,14,25,10.7,5,8.3,63.6,50,57.1,56.8,47.5,52.4,0,3,0,0,3,3,7,3,11,4,3,9,12,8,16,0,0,0,0,0,0,12,7,21,48,34,77,3,0,3,43,25,70,6,6,15
SAL51440,1030,219,1253,472,87,563,56,19,81,105,16,122,11,0,13,649,133,779,63,53,111,1.7,2.3,1.8,62.7,59,62.1,61.7,57.7,60.9,19,7,30,6,0,6,74,22,95,42,13,56,282,21,300,22,5,24,15,9,21,315,34,343,577,157,735,175,51,230,351,101,449,383,104,487
SAL51441,22,24,48,15,0,21,5,11,12,0,0,0,0,0,0,23,10,32,7,7,8,0,7.1,3,79.2,66.7,73.3,79.2,61.9,71.1,0,0,0,0,0,0,0,5,4,5,0,4,6,4,5,0,0,0,0,0,0,6,4,5,26,24,55,5,6,10,27,26,52,4,6,9
SAL51442,93,96,184,30,17,48,8,26,32,6,4,12,0,0,4,52,49,95,33,34,69,2.1,4.2,3.1,52.2,50,51.1,51.1,47.9,49.5,0,0,0,0,0,0,4,3,12,3,11,16,24,10,33,5,0,3,0,0,0,29,12,35,95,92,190,9,7,18,71,65,137,19,32,50
SAL51443,12,11,20,3,3,6,0,0,8,3,0,6,0,0,0,6,6,18,4,5,3,0,0,0,80,70,75,80,70,75,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,12,11,20,0,0,0,7,9,17,6,0,3
SAL51444,23,26,41,15,5,21,0,11,17,0,0,0,0,0,0,19,15,30,0,5,3,0,0,0,85.7,72.7,79.1,85.7,72.7,79.1,0,0,0,0,0,0,6,0,4,0,0,0,5,6,6,0,0,0,0,0,0,5,5,6,19,24,43,0,0,3,19,25,46,0,0,6
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,2144,2239,4378,1191,694,1882,275,710,982,96,73,167,63,57,115,1619,1528,3148,469,668,1131,3.8,3.7,3.7,75.6,68.3,71.9,72.7,65.8,69.2,81,78,159,28,63,95,238,353,589,244,278,527,640,326,970,27,43,75,33,41,76,702,417,1117,2339,2383,4730,370,384,755,1524,1619,3143,1028,1024,2049
SAL51447,27,32,66,20,4,28,0,9,9,0,0,0,0,0,4,22,21,45,5,14,22,4.3,15.8,9.5,74.2,55.9,64.6,71,47.1,58.5,0,0,3,0,0,0,0,5,12,4,7,6,14,3,18,0,0,0,0,0,0,12,3,16,29,40,70,4,3,12,25,22,44,12,19,29
SAL51448,9111,9562,18667,4096,2267,6360,1334,2494,3833,297,266,562,431,404,832,6158,5431,11584,2606,3769,6373,6.9,7.4,7.2,67.6,56.8,62.1,62.9,52.6,57.6,364,356,722,92,203,288,1055,1429,2486,825,969,1793,2272,1177,3444,118,196,314,135,232,368,2521,1605,4128,9718,9995,19707,1192,1270,2459,6901,7140,14039,3378,3553,6931
SAL51449,172,155,328,56,34,93,7,20,30,5,3,8,4,3,10,75,61,142,55,57,119,3.8,4.9,4.3,45.3,39.4,42.5,43.6,37.4,40.7,5,0,6,0,0,5,10,13,19,12,17,31,31,14,50,0,0,0,3,3,6,39,20,58,125,116,248,28,29,60,90,86,179,57,55,109
SAL51450,33,28,62,16,9,23,4,11,16,5,4,3,0,0,0,29,20,43,9,3,10,0,0,0,82.4,66.7,75.4,82.4,66.7,75.4,0,0,0,0,0,0,4,6,6,4,0,3,4,4,15,0,0,0,0,0,0,4,4,15,34,27,59,6,5,13,30,23,51,10,10,21
SAL51451,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,100,50,66.7,100,50,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0
SAL51452,21,14,34,9,3,16,0,3,5,0,0,0,0,0,0,14,8,20,3,0,3,8.3,0,5,57.1,57.1,57.1,52.4,57.1,54.3,0,0,0,0,0,0,0,0,5,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,13,14,24,0,0,0,14,9,22,3,5,3
SAL51453,30,20,46,13,4,18,10,7,13,0,0,0,0,0,0,25,11,35,6,7,13,4.5,0,2.9,71,63.2,68,67.7,63.2,66,0,0,0,0,0,0,4,7,10,0,5,7,7,5,8,0,0,5,0,0,0,11,3,16,34,25,61,0,0,0,23,22,41,8,3,15
SAL51454,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0
SAL51455,16,17,35,0,0,0,0,0,4,0,6,6,0,0,0,0,5,10,14,15,26,0,0,0,13.3,40,28.6,13.3,40,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,39,0,0,0,16,20,37,0,0,0
SAL51456,1439,1174,2613,808,384,1186,98,250,345,115,88,207,12,14,27,1029,738,1768,157,269,419,1,2,1.4,71.6,63,67.7,70.9,61.7,66.8,40,40,80,9,28,39,109,193,301,92,123,211,543,192,735,19,24,43,11,26,34,575,243,819,1214,1055,2270,356,303,662,535,449,978,922,799,1718
SAL51457,5,7,14,7,0,4,0,0,0,0,0,0,0,0,0,7,3,9,0,0,4,0,0,0,87.5,80,84.6,87.5,80,84.6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,12,3,14,0,0,0,13,3,15,0,0,0
SAL51458,564,562,1134,160,105,259,51,116,174,16,22,42,21,18,42,252,260,511,248,260,508,8.7,7.4,8,44.5,45.7,45.1,40.6,42.3,41.5,10,14,28,8,21,25,31,51,85,44,56,101,154,68,217,4,13,20,9,11,23,168,93,262,498,492,983,80,101,179,344,344,691,216,223,438
SAL51459,7,7,18,0,3,10,0,0,3,0,0,0,0,0,4,8,9,17,0,0,3,14.3,12.5,13.3,77.8,80,78.9,66.7,70,68.4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,8,7,17,0,0,0,3,0,7,3,5,9
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,11,7,18,7,0,8,3,0,3,0,0,0,0,0,0,11,6,13,0,0,0,0,0,0,100,71.4,88.2,100,71.4,88.2,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,3,0,3,14,9,23,0,0,0,5,3,7,8,8,5
SAL51462,186,141,331,56,19,82,29,42,67,6,6,13,3,6,7,99,77,175,34,39,74,3.2,3.9,3.5,50,54.2,51.8,48.4,52.1,50,0,7,13,3,6,4,12,16,30,11,19,32,37,14,54,0,3,7,0,5,5,38,23,63,144,125,262,13,19,29,110,86,194,40,44,88
SAL51463,357,28,384,10,4,14,9,9,16,0,0,0,0,0,0,17,16,34,338,8,347,5.6,0,2.9,5.1,58.6,9.1,4.8,58.6,8.8,0,0,4,0,0,0,10,0,12,3,3,8,31,3,30,0,0,0,0,4,4,32,9,38,29,28,58,0,3,4,21,17,41,13,9,23
SAL51464,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,80,33.3,54.5,80,33.3,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,12,0,0,3,0,4,8,4,3,3
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,44,51,99,13,10,20,4,10,13,0,3,3,0,0,0,20,15,38,22,22,47,4.8,0,2.6,44.7,35.4,40,42.6,35.4,38.9,0,0,0,0,0,0,0,0,0,0,4,3,10,4,15,0,0,0,0,0,0,10,8,16,41,37,78,4,8,13,28,27,58,16,12,33
SAL51467,1543,1703,3246,1017,611,1628,168,480,644,49,81,124,27,45,75,1255,1211,2470,249,450,703,2.1,3.7,2.9,81.2,71.3,76,79.5,68.7,73.8,162,130,289,29,66,101,397,518,912,148,185,333,325,175,498,15,23,40,23,34,54,365,232,595,1433,1491,2925,426,517,945,365,365,728,1313,1461,2778
SAL51468,51,53,101,28,18,45,12,14,25,4,0,3,0,0,5,35,39,75,13,13,23,2.8,5.1,4,69.2,75,72.1,67.3,71.2,69.2,0,3,4,0,3,3,3,13,14,3,3,10,15,4,23,0,0,0,0,0,0,15,11,25,62,53,112,4,3,15,37,31,71,31,25,52
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,1061,1167,2231,495,257,750,193,406,604,40,38,72,30,20,53,759,723,1481,264,414,678,4.2,3,3.6,71.6,61.8,66.5,68.6,59.9,64.1,92,99,189,31,63,93,292,334,625,110,136,244,172,66,239,4,14,18,15,32,51,191,111,304,1083,1210,2286,182,186,367,785,876,1661,406,458,867
SAL51471,12,6,25,11,3,15,0,3,5,0,0,0,0,0,0,14,8,19,0,0,0,0,0,0,73.3,88.9,79.2,73.3,88.9,79.2,0,0,0,0,0,0,0,3,3,0,0,0,4,5,8,0,0,0,0,0,0,4,4,6,13,7,19,0,6,0,12,3,13,5,3,9
SAL51472,2984,3380,6363,1522,1202,2723,510,902,1407,87,121,211,113,88,200,2230,2311,4542,598,917,1517,5,3.9,4.5,74.7,68.3,71.3,71,65.6,68.1,286,317,607,62,123,188,659,876,1537,316,359,667,556,335,889,28,53,84,34,56,90,613,445,1062,2637,2886,5521,623,748,1376,1339,1565,2910,1724,1890,3610
SAL51473,6,0,13,4,0,4,0,0,0,0,0,0,0,0,0,8,3,7,0,0,3,0,0,0,83.3,66.7,77.8,83.3,66.7,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,6,0,13,0,0,0
SAL51474,23,31,50,19,12,27,0,11,9,0,0,0,0,0,0,18,17,39,0,10,13,4.5,0,2.6,91.7,53.3,70.4,87.5,53.3,68.5,0,0,0,0,0,0,3,4,3,0,6,4,7,8,21,0,0,0,0,0,0,7,12,18,23,26,59,3,7,13,18,21,47,11,11,22
SAL51475,1360,1393,2752,549,279,828,156,369,528,65,53,121,57,60,120,830,768,1595,430,534,966,7.2,7.8,7.5,61.3,55,58.1,56.8,50.7,53.7,12,18,26,11,30,39,54,162,211,91,169,265,473,226,693,24,35,57,20,29,49,513,290,802,1412,1408,2826,269,276,541,856,826,1679,709,766,1477
SAL51476,22,21,45,17,6,21,0,5,10,0,0,0,0,0,0,20,11,34,7,7,14,0,0,0,72,54.5,63.8,72,54.5,63.8,0,0,0,0,0,0,0,6,6,3,0,9,3,0,3,0,0,6,0,0,0,11,0,8,33,28,60,3,5,6,29,27,52,0,3,6
SAL51477,14,13,19,10,0,9,0,7,7,0,0,3,0,0,0,7,8,18,0,3,7,9.1,0,5.6,84.6,77.8,81.8,76.9,77.8,77.3,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,30,4,0,3,14,15,31,5,0,3
SAL51478,153,127,274,76,35,113,32,37,69,3,6,15,4,0,9,116,83,200,26,36,65,1.7,3.6,2.5,77.5,66.7,72.6,76.2,64.3,70.8,0,0,0,0,0,4,8,21,29,4,4,9,52,27,79,0,5,0,0,3,5,52,33,87,175,145,319,12,9,23,119,102,218,54,45,100
SAL51479,178,44,217,53,16,70,3,6,3,8,0,8,0,0,0,62,16,80,0,0,0,1.6,0,1.3,35.6,41.5,36.7,35,41.5,36.2,0,0,0,0,0,0,15,4,18,4,0,4,19,0,25,0,0,3,0,0,0,21,4,28,55,11,63,8,3,18,42,8,44,24,15,40
SAL51480,63,67,134,38,11,51,3,23,29,4,0,6,0,0,0,50,35,84,19,29,45,4.2,0,2.3,73.8,56.7,65.2,70.8,56.7,63.6,0,0,0,0,0,5,9,16,30,4,12,13,18,11,26,0,0,0,0,3,3,18,19,35,73,74,149,6,4,7,54,51,107,22,23,44
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,66.7,100,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,225,241,461,87,50,143,33,67,101,5,11,14,8,13,20,133,138,274,82,92,177,4.4,8,6.3,60.3,57.3,58.7,57.6,52.7,55.1,7,8,11,0,8,8,17,21,34,14,19,38,68,32,99,0,0,3,0,4,9,67,40,105,229,235,461,17,29,47,190,179,375,46,66,122
SAL51483,22,30,56,8,4,8,5,17,17,4,4,8,0,0,0,20,20,35,0,10,13,0,0,0,81.8,63.3,71.2,81.8,63.3,71.2,0,0,3,0,0,0,0,8,16,3,3,3,5,3,7,0,0,0,0,0,0,10,3,13,26,36,57,0,3,0,20,25,40,9,4,12
SAL51484,80,58,137,51,12,68,10,14,28,14,5,19,0,0,0,73,38,113,3,18,19,0,2.6,0.9,93.8,66.7,82.5,93.8,64.9,81.8,6,6,11,0,0,0,8,7,16,0,4,9,32,8,43,0,0,0,0,0,0,32,8,43,80,50,132,18,18,41,47,25,80,42,39,79
SAL51485,823,871,1690,387,168,555,93,241,335,29,29,56,35,39,69,544,473,1019,229,343,573,6.2,8.2,7.1,66.5,54.5,60.3,62.3,50.1,56,4,11,18,3,10,17,32,67,99,30,59,88,259,170,429,23,28,50,10,22,39,295,221,516,818,860,1683,148,130,278,583,606,1186,329,346,670
SAL51486,541,545,1087,186,100,284,64,140,207,22,22,37,46,24,71,320,280,599,157,196,355,15,8.5,12,59.1,51.6,55.3,50.3,47.2,48.7,4,6,10,0,5,8,9,16,26,20,45,62,145,93,241,13,26,33,4,13,15,165,126,292,547,515,1060,77,86,168,378,351,734,203,212,419
SAL51487,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,50,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0
SAL51488,22,13,40,14,5,19,3,6,5,0,4,5,0,0,0,18,14,26,3,3,3,0,0,0,70.8,73.3,71.8,70.8,73.3,71.8,0,0,0,0,0,0,0,4,4,5,7,9,0,0,0,0,0,0,0,0,0,6,0,9,23,12,40,4,0,3,18,8,29,0,6,4
SAL51489,900,1049,1953,445,232,676,147,411,562,49,36,87,24,31,51,662,713,1376,224,313,533,3.3,4.1,3.7,73.5,67.9,70.5,71.1,65.1,67.9,9,22,33,12,37,53,50,144,196,60,125,181,317,187,508,19,24,45,23,33,53,356,252,608,1039,1100,2146,194,226,422,638,680,1313,524,580,1108
SAL51490,4010,3786,7803,2080,1290,3363,718,1108,1822,111,144,259,134,129,263,3036,2665,5707,726,949,1678,4.4,4.9,4.6,75.8,70.5,73.2,72.5,67,69.8,461,471,934,108,143,253,970,1082,2047,387,418,798,598,327,930,62,58,122,31,55,90,696,446,1138,3293,3181,6471,1046,989,2031,1662,1587,3253,2496,2388,4880
SAL51491,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
SAL51492,325,273,597,194,103,302,30,67,97,14,9,26,7,4,15,249,184,432,49,59,108,3.2,3.2,3.2,77.1,68.9,73.4,74.6,66.7,71,4,3,7,3,5,10,14,19,33,12,18,29,93,56,153,6,10,17,6,9,18,114,80,188,305,277,583,60,46,104,206,170,379,146,127,274
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,472,573,1043,223,182,407,63,151,220,14,20,42,20,16,32,329,374,695,122,174,300,6.4,3.2,4.7,69.4,64.8,66.9,65,62.7,63.7,21,25,48,7,27,33,52,84,144,31,74,111,114,67,184,6,9,15,11,19,27,134,95,231,471,534,1005,70,98,171,256,294,544,262,312,577
SAL51495,38,30,75,27,14,41,5,5,11,0,0,0,0,0,0,30,22,55,0,7,12,0,0,0,73.8,64.5,69.9,73.8,64.5,69.9,0,0,0,0,0,0,5,7,7,0,7,7,7,4,17,0,0,0,0,0,0,13,4,13,35,34,68,8,0,11,28,26,53,12,9,23
SAL51496,8,13,26,12,4,17,5,6,11,0,0,0,0,0,0,11,10,22,0,0,0,0,0,0,91.7,84.6,88,91.7,84.6,88,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,4,0,4,0,0,3,13,15,26,4,0,4,10,11,15,3,3,4
SAL51497,16,8,22,11,9,14,0,0,4,0,0,0,0,0,0,12,10,18,0,3,6,0,0,0,85.7,63.6,76,85.7,63.6,76,0,0,0,0,0,0,0,0,3,0,0,4,4,0,4,0,0,0,0,0,0,4,0,4,12,12,21,8,5,9,11,6,17,6,5,8
SAL51498,21,18,40,18,7,20,0,4,4,0,3,4,0,0,0,17,15,33,0,6,6,5.3,0,3.1,95,72.2,84.2,90,72.2,81.6,0,0,0,0,0,0,4,7,7,0,0,0,7,4,14,0,0,0,0,0,0,7,4,14,23,18,40,0,0,3,19,12,28,6,3,9
SAL51499,25,17,49,16,5,14,4,7,9,0,0,3,4,0,6,19,14,29,6,5,9,10.5,15.4,12.5,73.1,68.4,71.1,65.4,57.9,62.2,0,0,0,0,0,0,5,3,9,0,0,6,8,0,12,0,0,0,0,0,0,6,0,8,22,15,41,3,0,3,12,8,20,15,12,26
SAL51500,989,1041,2029,406,234,644,95,266,362,54,52,104,44,30,74,602,586,1187,289,343,632,6.8,5.5,6.2,60.8,56,58.3,56.7,52.9,54.7,6,11,18,3,15,20,31,83,118,56,96,154,289,168,456,22,47,69,15,28,42,333,242,568,1016,1012,2035,150,161,319,710,649,1364,395,452,858
SAL51501,556,589,1146,186,102,280,56,143,198,20,22,44,19,15,33,277,276,558,216,252,469,7.5,4.7,6.1,50.4,47.1,48.7,46.7,44.9,45.8,10,3,6,6,11,9,32,57,90,19,30,44,122,64,186,6,11,16,3,14,18,136,84,221,492,500,997,91,102,199,361,379,736,188,198,394
SAL51502,4543,4940,9486,2090,1094,3182,526,1327,1849,190,168,361,242,199,439,3040,2791,5829,1275,1911,3192,7.9,7.1,7.5,66.9,56.4,61.4,61.6,52.4,56.8,69,83,154,44,101,143,278,526,802,380,504,891,1465,845,2309,85,127,212,76,126,198,1626,1092,2722,4864,5176,10047,594,662,1257,3497,3656,7147,1661,1870,3528
SAL51503,17,11,28,7,8,15,0,4,3,0,0,0,0,0,0,15,13,23,0,3,3,0,0,0,85.7,83.3,84.6,85.7,83.3,84.6,0,0,0,0,0,0,6,4,5,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,15,13,26,0,0,0,11,10,21,0,5,7
SAL51504,22,24,42,18,10,19,0,9,9,0,0,3,0,0,0,17,13,30,0,3,8,0,0,0,81,71.4,76.2,81,71.4,76.2,0,0,0,0,0,0,3,9,9,0,0,0,7,4,10,0,4,4,0,0,0,7,7,13,27,27,54,0,0,5,17,20,38,4,9,14
SAL51505,75,93,172,38,24,65,12,27,31,9,6,13,4,0,0,58,52,116,16,32,52,5.2,1.8,3.5,73.4,60.2,66.3,69.6,59.1,64,0,0,0,0,0,6,4,10,17,0,9,7,16,8,25,7,9,11,3,3,4,25,14,37,87,97,181,13,15,20,64,69,134,28,33,58
SAL51506,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50,100,75,50,100,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,6,0,10,5,0,9,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,8,0,8,4,0,3,5,0,5,3,0,4
SAL51508,368,385,752,175,105,281,52,130,182,8,11,21,8,3,10,243,258,494,112,124,236,3.3,2,2.6,66.1,65.8,66,63.9,64.5,64.2,8,18,26,4,15,16,42,60,101,37,39,73,122,71,191,4,5,9,0,11,12,125,84,216,389,421,809,58,59,121,279,288,569,150,169,319
SAL51509,16,22,40,6,5,11,4,6,14,0,0,0,0,0,0,9,18,25,5,9,8,0,7.1,4,68.8,66.7,67.6,68.8,61.9,64.9,0,0,0,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,15,25,36,6,0,3,11,13,25,4,9,16
SAL51510,219,185,407,53,30,80,30,49,75,15,13,26,5,0,5,97,90,194,98,80,182,6.1,1.1,3.7,45.2,49.5,47.2,42.5,48.9,45.4,5,10,10,3,5,8,17,30,44,18,22,39,65,24,85,4,4,8,0,3,4,65,35,102,186,152,342,33,35,71,126,110,234,86,78,157
SAL51511,29,29,62,12,0,14,8,9,16,0,0,0,0,0,0,15,16,29,7,11,18,0,0,0,54.8,44.8,50,54.8,44.8,50,0,0,0,0,0,0,0,0,0,0,4,4,7,5,6,0,0,0,0,0,0,6,5,8,30,25,50,0,0,5,24,17,40,5,13,18
