SAL_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
SAL51349,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,40,0,25,40,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4
SAL51350,35,38,69,6,4,13,8,13,23,0,0,0,0,0,0,16,21,39,15,14,24,0,0,0,50,57.1,53.6,50,57.1,53.6,0,0,0,0,5,5,4,11,11,6,4,5,9,6,6,0,0,0,0,0,0,11,7,13,24,31,60,4,3,10,21,21,37,13,15,29
SAL51351,554,598,1148,207,106,320,79,163,240,16,18,34,17,19,39,321,309,630,207,270,474,5.6,6.5,6,58.3,51.5,54.8,55.1,48.2,51.5,10,15,28,7,26,29,48,87,133,50,68,119,188,97,284,3,3,7,8,8,19,195,108,306,527,558,1084,110,111,217,342,354,690,262,286,549
SAL51352,1057,1146,2210,663,373,1032,119,363,478,53,52,112,26,42,71,864,832,1691,180,296,487,3.2,5,4.1,81.3,72.4,76.7,78.7,68.8,73.5,33,40,71,16,43,52,95,196,297,105,163,269,358,205,565,22,31,48,17,23,45,397,254,653,1203,1312,2518,199,220,418,719,800,1526,563,605,1166
SAL51353,287,307,601,138,77,212,34,76,105,11,12,28,14,6,17,196,173,369,74,120,197,7.1,3.5,5.4,67.6,55.5,61.3,62.8,53.5,58,0,0,0,0,3,3,9,22,34,15,26,40,95,43,142,3,11,16,0,3,7,102,59,161,293,292,587,62,72,133,177,195,372,159,151,312
SAL51354,1356,1483,2844,714,401,1110,187,494,688,78,68,136,50,62,106,1026,1022,2046,292,429,726,5,5.8,5.4,75.5,68.8,72,71.7,64.8,68.1,27,32,59,13,55,71,104,230,339,136,184,315,471,293,760,24,30,59,25,28,56,519,352,877,1532,1619,3152,242,267,512,1051,1096,2149,598,685,1283
SAL51355,79,6,80,41,6,40,0,0,0,5,0,5,0,0,0,43,6,41,0,0,0,0,0,0,52.5,100,53.7,52.5,100,53.7,0,0,0,0,0,0,8,6,7,3,0,3,19,0,19,0,0,0,0,0,0,23,0,23,35,0,35,10,0,11,14,0,14,25,6,30
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,31,26,55,16,8,27,9,5,12,0,0,4,0,0,0,25,18,40,5,3,8,0,5.9,2.5,82.1,65.4,74.1,82.1,61.5,72.2,0,0,0,0,3,4,5,3,11,0,6,3,8,4,11,0,0,0,0,0,0,8,8,13,27,22,47,3,4,5,8,12,23,19,9,23
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,1824,1541,3364,1148,606,1756,132,349,488,71,59,132,26,31,57,1381,1054,2429,179,321,497,1.9,3,2.4,75.7,68.3,72.3,74.3,66.2,70.6,67,75,142,19,48,65,170,231,397,113,134,244,583,217,797,19,37,58,18,36,54,618,289,909,1640,1426,3064,387,362,750,1009,854,1860,862,813,1673
SAL51360,2965,3183,6147,1384,693,2073,501,1041,1535,70,118,194,83,71,147,2040,1916,3956,874,1198,2075,4,3.5,3.8,68.8,60.3,64.4,66,58.1,61.9,262,187,447,82,136,215,694,784,1476,349,376,724,581,263,843,20,39,59,33,96,133,632,400,1035,3160,3370,6522,395,407,797,2271,2409,4684,1144,1221,2362
SAL51361,7,5,15,3,4,8,0,6,6,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,83.3,75,78.6,83.3,75,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,10,0,3,4,3,9,11,0,3,3
SAL51362,834,501,1330,268,135,404,40,94,130,20,12,37,20,20,37,347,257,605,315,144,461,5.7,6.6,6.1,41.9,51.6,45.6,39.5,48.2,42.8,6,0,5,0,5,3,9,19,30,16,21,37,147,71,215,12,13,19,3,0,4,165,82,243,451,390,840,90,77,170,289,227,517,231,198,429
SAL51363,3248,3754,6998,1508,903,2419,406,1029,1437,115,108,221,89,90,174,2116,2133,4247,960,1443,2408,4.2,4.2,4.2,65.2,56.8,60.7,62.5,54.4,58.2,102,120,227,70,112,182,368,634,996,248,382,625,948,589,1541,58,86,139,46,98,145,1052,773,1822,3193,3501,6696,608,690,1294,2113,2344,4458,1470,1684,3155
SAL51364,10,5,15,3,0,3,0,5,5,0,0,0,0,0,0,8,5,10,3,3,5,0,0,0,55.6,57.1,56.3,55.6,57.1,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,22,0,0,0,6,15,16,0,0,0
SAL51365,420,388,805,139,117,255,41,61,103,33,20,41,15,11,20,214,209,424,122,101,226,5.5,3.9,4.7,51.7,53.6,52.6,48.8,51.6,50.1,5,13,15,5,3,6,30,41,74,22,23,44,108,53,159,5,8,10,5,4,10,114,64,183,337,293,633,53,58,116,239,201,438,136,132,275
SAL51366,6,4,12,3,0,7,0,3,3,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,100,80,91.7,100,80,91.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,4,4,6,6,17,0,0,0,10,8,15,0,0,3
SAL51367,25,21,40,15,5,15,0,6,10,0,3,8,0,0,0,19,12,31,5,8,11,0,0,0,66.7,63.2,65.1,66.7,63.2,65.1,0,0,0,0,0,0,0,0,3,7,0,4,0,3,5,0,0,0,0,0,3,3,10,9,21,15,33,0,0,8,13,13,33,7,0,5
SAL51368,1440,1477,2910,573,376,954,230,426,657,48,49,92,63,31,97,916,887,1800,448,533,981,6.9,3.9,5.4,63.9,59.9,61.9,59.5,57.6,58.5,181,181,360,43,85,130,350,467,816,130,161,293,211,81,290,14,13,23,22,31,53,244,119,371,1303,1301,2608,250,280,526,840,837,1678,649,695,1347
SAL51369,3,3,9,3,3,9,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,10,3,7,0,0,0,3,0,7,0,0,0
SAL51370,60,42,107,16,6,25,7,9,19,6,0,0,0,4,9,31,22,46,27,22,45,3.4,20,10.2,49.2,43.5,46.7,47.5,34.8,41.9,0,0,0,0,3,0,3,0,6,3,0,4,20,6,26,0,0,0,0,0,0,20,9,29,52,42,91,10,11,22,41,33,72,17,18,39
SAL51371,1376,1493,2864,774,464,1237,190,444,636,57,65,120,30,36,74,1055,1012,2062,289,458,747,3.2,3.7,3.4,76.8,67.7,72,74.3,65.2,69.6,72,74,139,31,56,81,212,336,546,127,161,290,368,207,579,13,24,32,13,42,59,398,276,668,1521,1532,3058,251,261,504,980,1007,1990,660,674,1336
SAL51372,5936,4149,10082,2901,1466,4369,360,711,1071,275,201,472,141,106,248,3673,2485,6164,590,924,1513,3.9,4.2,4,61.9,59.9,61.1,59.5,57.4,58.6,84,63,145,39,70,114,267,466,734,309,340,647,1711,556,2269,63,129,193,50,61,110,1824,750,2577,4143,3308,7450,1274,1192,2467,1863,1346,3213,3108,2794,5901
SAL51373,1753,1613,3370,1039,574,1607,137,365,498,63,53,116,55,38,96,1289,1030,2315,311,469,772,4.4,3.7,4.1,73.5,63.8,68.8,70.3,61.4,66,26,29,59,11,19,28,95,154,246,87,112,204,537,236,775,38,52,87,18,28,49,592,315,908,1638,1569,3211,396,368,764,1051,966,2017,830,832,1660
SAL51374,9,6,21,6,0,10,0,0,0,0,0,0,0,0,0,12,6,15,0,0,0,0,0,0,75,66.7,72.2,75,66.7,72.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,9,8,14,0,0,0,3,0,10,3,0,5
SAL51375,35,29,65,28,11,35,0,10,10,0,0,5,0,0,0,28,22,49,5,7,12,0,0,0,77.8,67.7,73.1,77.8,67.7,73.1,0,4,4,0,0,0,4,11,9,0,0,0,4,3,8,0,0,0,0,6,6,4,9,10,44,38,82,0,0,0,35,29,62,6,6,10
SAL51376,10,9,16,5,0,5,0,4,5,0,0,0,0,0,0,3,5,6,3,0,0,0,0,0,42.9,45.5,44.4,42.9,45.5,44.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,4,9,13,0,0,0,4,4,10,0,0,4
SAL51377,2335,2320,4653,1164,630,1797,307,633,948,75,100,171,108,81,192,1654,1449,3107,585,774,1354,6.5,5.8,6.2,70.8,62.4,66.7,66.3,58.8,62.6,72,79,152,28,55,86,245,370,612,150,218,366,595,293,889,35,60,91,39,45,75,660,395,1055,2350,2332,4685,330,339,672,1690,1645,3332,842,849,1696
SAL51378,13,12,23,13,10,18,0,7,0,0,0,0,0,0,0,15,11,22,0,0,0,0,0,0,84.6,76.9,80.8,84.6,76.9,80.8,0,0,0,0,0,0,5,3,4,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,13,6,20,0,0,0,13,8,17,0,4,4
SAL51379,31,26,56,16,3,22,0,4,4,4,0,3,0,0,0,18,12,28,9,9,16,0,7.1,3.2,54.8,56,55.4,54.8,52,53.6,0,0,3,0,0,0,6,3,7,5,3,4,5,6,12,0,0,0,0,4,4,5,10,13,30,28,57,9,3,8,22,17,39,13,11,30
SAL51380,15,14,30,11,7,16,0,7,4,0,0,0,0,0,0,18,14,25,0,5,4,0,0,0,93.8,76.9,86.2,93.8,76.9,86.2,0,0,0,0,0,0,0,6,5,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,19,14,32,0,0,3,15,14,27,0,5,9
SAL51381,5368,5517,10878,2510,1700,4209,910,1461,2369,146,152,296,183,144,327,3749,3455,7201,1367,1781,3149,4.9,4.2,4.6,69.9,62.6,66.2,66.5,60,63.2,749,647,1397,154,260,412,1531,1591,3113,494,597,1090,615,360,973,34,65,100,64,101,166,716,526,1238,4790,4702,9492,1138,1147,2285,2671,2686,5356,2979,2946,5931
SAL51382,75,54,130,44,27,72,8,14,28,0,0,6,3,0,3,59,43,102,9,8,12,3.3,0,1.9,78.2,79.6,78.8,75.6,79.6,77.3,0,0,5,0,0,0,0,4,10,5,6,3,10,4,19,0,0,0,0,0,0,10,4,19,86,68,155,4,0,5,62,44,102,23,21,45
SAL51383,23,20,42,15,4,22,3,5,11,0,0,0,0,0,0,17,12,34,0,3,7,0,0,0,82.6,65,74.4,82.6,65,74.4,0,0,0,0,0,0,4,4,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,20,17,38,0,3,10,15,14,30,0,9,10
SAL51384,9,10,15,4,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,66.7,0,40,66.7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,8,4,6,0,0,4
SAL51385,46,41,85,32,7,41,11,17,19,0,0,3,0,0,0,35,23,64,6,4,13,0,0,0,76,73,74.7,76,73,74.7,0,0,0,0,0,0,6,10,15,5,4,4,6,9,11,0,0,0,0,0,0,6,8,15,58,34,99,5,0,4,46,25,73,12,10,17
SAL51386,20,14,25,7,0,11,4,3,11,0,0,0,0,0,0,16,9,19,0,6,4,0,16.7,5.3,81.3,60,73.1,81.3,50,69.2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,15,6,24,0,0,0,9,10,20,3,0,8
SAL51387,8,13,21,6,8,12,3,0,5,0,0,0,0,0,0,9,8,11,0,0,4,0,0,0,90,60,75,90,60,75,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,10,10,17,0,0,0,10,10,18,0,4,4
SAL51388,12,3,11,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,0,60,75,64.3,60,75,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,6,0,9,0,0,0
SAL51389,7,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,57.1,25,45.5,57.1,25,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,6,0,0,4,0,0,6,0,0,4
SAL51390,1373,1531,2902,559,297,859,130,384,514,55,54,113,43,47,94,795,779,1570,512,688,1200,5.7,6.2,5.9,57.9,50.8,54.2,54.6,47.7,50.9,17,24,38,9,34,40,77,129,206,110,161,268,472,245,720,24,42,64,24,38,61,517,325,848,1319,1427,2744,287,318,607,799,865,1662,706,795,1508
SAL51391,41,40,83,18,14,28,11,7,20,3,0,3,0,0,0,27,24,51,13,13,24,0,0,0,66.7,57.9,62.7,66.7,57.9,62.7,6,0,5,0,3,3,8,6,12,9,7,10,10,7,20,0,0,0,0,0,0,12,9,20,45,38,81,5,4,5,37,27,64,13,9,21
SAL51392,32,32,66,22,4,25,4,9,9,6,3,8,0,0,0,28,14,42,0,13,17,0,5.6,2.3,81.3,56.3,68.8,81.3,53.1,67.2,0,0,0,0,0,0,3,4,11,0,4,4,8,3,9,0,0,3,0,0,0,12,8,18,33,41,80,4,0,3,31,30,60,9,10,13
SAL51393,321,241,565,161,70,234,28,42,67,12,14,31,14,6,23,211,138,347,76,83,158,5.2,6.5,5.7,64.8,58.4,62.1,61.4,54.6,58.5,5,6,5,4,0,5,19,27,45,13,16,27,79,20,96,0,6,9,4,3,8,81,35,121,265,203,469,72,50,124,196,130,324,114,118,231
SAL51394,4456,4935,9390,2547,1473,4019,695,1514,2203,140,171,313,173,186,363,3555,3348,6901,780,1445,2229,5,5.6,5.3,79.8,67.8,73.5,75.8,64,69.6,352,333,684,67,133,204,774,1121,1889,443,526,967,924,547,1477,58,83,144,40,83,124,1027,720,1743,5209,5517,10727,718,747,1461,3356,3542,6895,2162,2327,4493
SAL51395,762,810,1571,232,135,366,84,157,243,23,18,42,43,31,81,391,344,729,257,336,594,11.9,9.3,10.7,50.9,42.3,46.5,44.9,38.4,41.5,0,0,4,5,6,13,16,33,44,16,57,76,197,118,320,15,27,41,4,12,8,218,151,368,694,725,1421,96,117,213,480,506,988,263,284,548
SAL51396,4289,4730,9017,1971,1173,3145,554,1217,1770,143,159,300,160,129,286,2823,2684,5502,1279,1870,3151,5.6,4.9,5.2,65.8,56.7,61,62.1,53.9,57.8,94,138,234,58,120,170,452,727,1173,317,482,797,1237,642,1886,55,87,145,62,98,160,1354,832,2184,4190,4511,8696,700,795,1497,2703,2892,5593,1910,2137,4049
SAL51397,1248,1605,2847,430,295,717,186,379,570,38,46,83,44,31,73,694,749,1443,495,778,1276,6.2,4.1,5.1,55.7,46.8,50.7,52.3,44.9,48.1,30,36,63,13,31,44,113,194,308,89,152,244,307,247,551,33,46,77,16,23,41,356,315,671,1205,1429,2630,237,283,525,745,899,1640,609,732,1339
SAL51398,28,40,63,10,9,25,0,7,9,0,0,0,0,0,0,12,21,35,9,24,30,0,0,0,52,51.2,51.5,52,51.2,51.5,0,3,0,0,0,0,0,3,4,0,4,4,5,6,15,0,0,0,0,0,5,7,12,20,24,43,65,6,3,9,15,33,52,7,11,21
SAL51399,107,100,203,39,18,58,18,23,39,5,0,13,0,0,3,63,43,105,32,40,73,3.1,2.2,2.8,61,44.6,52.9,59,43.6,51.5,0,5,4,0,0,0,3,8,14,3,11,16,50,15,63,0,4,4,0,0,0,45,19,66,99,99,201,14,18,31,86,78,165,26,37,59
SAL51400,0,6,12,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,75,50,62.5,75,50,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0
SAL51401,383,406,789,52,54,107,24,34,63,8,10,13,23,8,31,108,109,220,269,290,558,18.2,10.2,14.2,28.8,26.7,27.7,23.6,24,23.8,0,3,3,5,4,6,7,21,20,7,9,15,43,25,74,6,8,13,7,18,24,59,53,114,492,477,973,49,57,110,370,371,740,116,130,252
SAL51402,2075,1981,4052,962,638,1601,424,570,996,70,66,138,93,65,156,1548,1337,2889,414,547,959,5.9,4.9,5.4,74.7,67.8,71.3,70.3,64.4,67.4,185,190,374,40,77,116,437,544,979,195,202,397,356,192,548,21,28,50,24,32,46,401,243,645,1830,1797,3629,462,419,877,1003,1007,2011,1169,1084,2247
SAL51403,26,28,57,7,9,16,9,5,12,0,5,3,0,0,0,15,16,30,5,12,16,0,0,0,64,53.3,58.2,64,53.3,58.2,0,3,3,0,0,0,0,6,11,0,5,6,7,0,8,0,0,0,0,0,0,7,0,7,25,29,58,0,3,0,15,18,28,12,12,30
SAL51404,182,191,378,99,60,162,25,57,82,7,8,14,4,6,10,135,132,271,44,60,103,2.9,3,3,74.9,68,71.4,72.7,66,69.2,0,0,0,0,0,0,10,26,34,17,17,36,77,47,124,0,4,4,0,10,15,83,58,143,188,216,398,24,24,41,149,163,314,54,61,121
SAL51405,4015,4340,8363,1981,1172,3153,614,1240,1853,90,144,236,120,108,221,2808,2664,5466,1116,1581,2694,4.2,4,4.1,69.9,61.3,65.4,66.9,58.9,62.8,331,293,626,96,118,221,857,978,1832,383,420,797,724,353,1077,31,47,82,41,88,126,800,487,1285,4231,4545,8775,496,528,1024,3099,3374,6467,1397,1485,2884
SAL51406,68,78,149,24,14,41,10,26,32,0,0,4,0,0,0,41,40,79,19,30,52,2.5,0,1.3,58.8,50.6,54.4,57.4,50.6,53.7,4,3,8,0,4,4,13,11,24,8,3,7,18,12,30,0,0,0,0,0,0,18,14,29,61,65,119,14,14,31,40,48,91,29,29,51
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,946,1003,1942,454,273,724,126,280,403,49,29,80,22,19,42,652,599,1251,263,369,639,3.7,3,3.4,69,60.2,64.5,66.4,58.4,62.3,24,36,62,20,31,43,102,185,287,78,129,209,324,144,469,12,13,29,14,24,41,351,181,527,1021,1077,2102,103,92,198,771,785,1552,303,328,630
SAL51409,66,30,98,41,11,48,4,0,3,3,3,7,0,0,0,44,14,59,8,4,15,0,0,0,66.2,50,60.8,66.2,50,60.8,3,0,5,0,0,0,9,9,20,15,5,18,19,3,16,0,0,0,0,4,5,14,9,20,45,16,62,9,8,14,32,15,39,21,14,34
SAL51410,438,459,898,236,144,374,63,134,197,31,21,45,13,6,19,336,302,637,90,141,232,3.3,2,2.7,76,65.6,70.7,73.5,64.3,68.8,5,8,11,3,9,8,13,58,73,32,55,83,155,76,232,13,11,28,3,9,8,174,91,266,471,478,950,51,66,116,349,347,703,139,176,312
SAL51411,292,303,593,153,84,241,26,101,125,19,14,26,4,9,7,203,204,400,86,101,182,1,3,2,68.7,65.7,67.2,68,63.7,65.8,10,9,16,5,15,20,33,59,91,31,38,63,100,39,147,0,0,4,4,13,16,107,57,162,309,335,646,49,41,88,226,242,471,133,112,245
SAL51412,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,0,50,66.7,57.1,50,66.7,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,0,5,6,3,0,0,0
SAL51413,1173,1276,2452,574,302,876,149,335,484,44,39,75,53,84,134,815,755,1570,303,458,763,6.6,10.6,8.5,69.6,59.2,64.2,65,52.9,58.7,13,21,32,10,18,28,67,68,137,69,112,176,307,233,542,25,32,55,13,31,38,343,292,632,1318,1342,2661,181,172,354,929,927,1861,462,505,963
SAL51414,12,12,29,0,0,3,0,0,0,0,0,0,0,3,3,7,4,7,7,10,18,0,66.7,28.6,28.6,25,26.9,28.6,8.3,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,5,4,9,11,10,20,6,14,19,10,8,15,6,15,17
SAL51415,137,133,264,20,17,38,10,17,25,0,0,3,29,18,43,58,52,109,49,65,114,48.3,26.9,38.2,43.6,39.4,41.5,22.6,28.8,25.7,0,7,4,5,3,10,3,10,12,0,0,3,11,4,19,8,0,8,0,4,5,19,6,26,123,139,260,29,28,56,78,95,172,49,45,100
SAL51416,4140,4595,8737,2043,1483,3526,609,1147,1750,103,150,256,110,110,224,2863,2886,5753,985,1408,2394,3.9,3.8,3.9,69.2,62.8,65.8,66.5,60.4,63.3,750,685,1436,148,238,377,1329,1609,2935,316,407,723,350,210,554,28,36,67,40,87,128,414,337,751,3560,3905,7461,925,1083,2007,1982,2238,4220,2294,2535,4830
SAL51417,4100,4466,8565,2402,1486,3889,587,1345,1929,163,174,340,151,172,318,3294,3171,6470,682,1153,1839,4.5,5.4,4.9,80.4,71.1,75.6,76.8,67.3,71.8,268,281,552,71,141,219,685,986,1677,357,523,882,952,625,1574,65,83,151,53,99,152,1071,813,1879,4371,4668,9035,798,818,1621,2677,2844,5521,2152,2325,4474
SAL51418,33,35,72,18,17,31,7,15,25,0,0,4,0,0,0,25,29,60,4,4,11,3.6,0,1.8,77.8,80.6,79.2,75,80.6,77.8,0,0,0,0,0,0,9,6,11,4,4,0,10,8,14,0,0,0,0,0,5,10,8,19,44,44,86,0,0,0,30,32,62,10,9,21
SAL51419,613,678,1288,263,170,433,66,182,250,36,31,67,18,4,17,382,390,766,185,250,438,4,1,2.5,61.9,57.5,59.6,59.5,56.9,58.1,12,15,34,3,27,29,40,98,139,56,67,119,181,111,289,10,16,31,5,7,21,204,135,337,594,652,1247,113,130,247,347,394,741,311,338,655
SAL51420,3071,3359,6430,1373,839,2216,345,803,1147,107,113,225,140,107,247,1962,1869,3828,960,1336,2296,7.1,5.8,6.5,63.9,55.6,59.6,59.4,52.4,55.7,51,77,130,31,79,108,215,356,572,200,347,545,898,489,1387,58,83,145,48,85,131,1006,661,1668,3099,3305,6397,389,459,854,2285,2423,4706,1034,1176,2210
SAL51421,1694,1731,3425,821,458,1281,284,544,830,48,54,104,49,45,94,1210,1105,2312,447,584,1035,4.2,3.9,4.1,71.4,63.8,67.5,68.4,61.3,64.8,282,216,504,53,101,155,545,644,1190,123,157,277,116,67,183,8,15,17,13,32,44,133,111,250,1813,1737,3550,362,361,723,1047,1031,2072,1024,961,1987
SAL51422,57,47,104,45,16,52,0,19,23,0,0,5,0,0,0,45,33,78,10,5,15,0,0,0,76.8,75.6,76.2,76.8,75.6,76.2,0,0,0,0,0,0,4,10,16,0,5,10,15,9,21,0,0,6,3,0,9,20,7,24,58,52,114,0,0,4,38,32,76,20,21,40
SAL51423,309,100,411,198,24,227,18,6,22,19,6,33,6,0,5,242,40,285,35,29,64,1.7,2.4,1.8,78.3,40.6,69,77,39.6,67.8,16,0,16,0,0,0,26,7,30,45,13,50,108,9,119,9,4,13,3,0,3,124,13,138,234,58,294,47,16,60,169,48,215,113,31,140
SAL51424,58,48,105,23,11,41,5,9,16,0,4,10,0,0,0,34,25,66,19,11,31,2.9,0,1.6,59.3,58,58.7,57.6,58,57.8,0,0,5,0,3,3,7,7,22,3,4,10,16,3,21,0,0,0,0,0,3,18,11,24,49,45,98,5,7,16,45,36,79,11,13,30
SAL51425,10,14,22,0,0,4,0,8,5,0,0,0,0,0,0,6,7,11,0,0,5,25,0,10,40,50,45.5,30,50,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,9,15,0,0,0,5,7,13,0,0,0
SAL51426,11,12,25,5,5,7,3,0,0,0,4,5,0,0,0,8,10,21,0,0,0,0,11.1,5.9,80,75,77.3,80,66.7,72.7,0,0,0,0,0,0,0,5,5,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,11,10,18,0,0,0,7,9,18,0,3,5
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
