SAL_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,0,0,11,0,0
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3,5,0,0,0,19,4,3,3,4,5,4,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,12,0,0
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,12,0,0
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,15,0,0
SAL50031,0,18,20,21,20,9,8,0,91,0,0,8,11,6,3,0,0,28,13,60,54,50,30,19,5,4,233,8,20,22,20,29,26,10,0,140,27,62,42,57,68,41,16,5,319,6,3,3,3,4,0,0,0,23,0,0,6,3,4,0,0,0,16,39,69,49,61,70,45,16,6,361,0,5,0,0,4,0,0,0,8,10,33,21,29,23,8,21,18,161,69,203,177,184,192,112,68,30,1028,5,27,22,16,13,6,0,0,87,5,10,15,11,7,8,0,0,54,21,71,51,51,47,19,4,0,266,6,16,22,29,39,17,5,0,139,23,23,21,19,27,12,0,0,130,0,0,5,0,3,7,0,0,24,3,3,4,7,4,3,4,0,32,34,28,30,29,36,22,6,0,184,4,0,0,4,0,4,5,3,13,14,22,12,17,18,20,32,59,200,76,174,156,161,157,98,53,68,939,5,40
SAL50032,0,10,13,3,0,0,0,0,34,0,0,3,4,0,3,0,0,7,5,17,33,18,9,8,0,0,99,4,12,17,17,11,8,4,0,76,19,55,49,50,36,41,28,10,283,3,4,0,0,0,0,0,0,13,0,3,0,3,4,0,0,0,13,28,62,49,62,35,41,26,8,308,0,0,0,3,0,0,0,0,6,10,8,6,5,0,5,6,7,52,43,116,116,110,67,63,46,20,572,0,12,16,0,5,6,0,0,42,0,8,7,3,3,0,0,0,22,15,56,60,29,17,9,8,3,194,4,22,26,23,16,11,9,5,116,21,43,33,24,17,10,7,0,156,3,3,3,3,0,0,0,0,17,0,3,8,7,4,4,3,0,27,22,48,39,35,27,17,16,5,208,0,0,3,0,3,0,5,0,7,12,8,6,11,3,14,22,9,82,57,149,161,106,75,58,56,21,671,0,23
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,0,3,3,0,0,0,0,0,16,0,0,0,5,0,0,0,0,16,3,36,21,12,5,0,0,0,72,0,7,9,17,8,0,4,0,46,10,15,21,22,21,17,12,0,120,6,5,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,11,17,22,29,21,20,18,5,3,143,0,3,0,0,0,0,0,0,6,3,21,6,12,11,3,3,0,54,25,91,69,70,41,33,19,4,352,0,7,12,8,3,0,0,0,34,0,9,0,0,4,0,4,0,13,5,26,36,21,14,12,5,0,120,5,8,11,14,3,4,0,0,44,14,13,9,13,0,4,5,0,59,3,0,5,0,0,0,0,0,8,0,0,7,7,0,0,0,0,18,16,18,21,20,4,4,5,0,81,0,0,0,0,0,3,0,0,3,3,14,10,10,5,7,6,3,57,32,75,97,72,34,27,19,10,366,0,11
SAL50035,5,17,48,56,46,38,24,6,235,0,10,14,20,14,9,9,0,75,32,77,126,159,124,75,24,15,637,11,18,31,70,34,34,32,12,249,32,57,57,83,82,58,31,13,413,13,3,7,0,0,0,0,0,27,0,0,5,5,10,9,9,0,35,50,58,60,87,104,64,35,16,471,0,0,3,7,4,0,4,0,25,3,10,13,9,17,13,10,6,89,101,188,306,411,344,231,135,57,1776,3,37,63,54,31,13,6,4,219,4,18,24,30,27,12,8,0,119,48,125,185,179,112,55,38,12,760,10,22,49,73,62,42,28,10,302,38,21,26,48,32,22,13,0,199,10,0,10,4,11,0,0,0,38,0,5,3,19,20,21,10,9,84,48,24,43,75,61,42,24,6,325,0,0,3,0,3,0,4,0,16,9,9,11,19,20,17,22,22,124,126,241,373,431,323,186,131,52,1861,9,52
SAL50036,0,23,77,53,28,14,0,0,200,0,5,19,26,6,0,0,0,52,31,105,142,140,54,32,5,0,515,21,38,82,97,34,23,10,0,303,80,139,167,219,127,49,27,9,821,41,16,4,8,0,0,0,0,68,7,0,10,10,13,7,4,0,44,127,157,181,237,142,52,28,9,927,5,6,4,4,8,0,0,0,21,19,17,24,16,10,13,6,0,110,213,352,520,569,290,132,51,5,2130,0,41,71,44,13,7,0,0,178,4,26,45,43,13,4,0,0,139,50,157,248,172,66,27,3,3,730,32,70,94,121,63,29,5,0,422,89,88,114,119,57,6,0,0,475,32,4,10,19,7,0,4,0,79,11,13,13,20,14,11,5,0,85,132,100,131,164,76,26,8,0,637,0,7,7,4,0,0,0,0,19,20,15,28,21,17,17,9,0,119,244,415,622,570,249,107,30,9,2252,7,71
SAL50037,3,22,69,40,11,5,0,0,147,0,5,26,8,3,4,0,0,49,11,89,171,91,27,12,0,0,405,11,44,91,58,23,14,5,3,248,39,109,156,98,50,34,10,3,496,16,4,0,5,0,3,0,0,22,4,0,8,3,0,4,0,0,24,57,111,168,106,49,48,16,3,547,0,4,7,4,4,0,0,0,17,11,13,17,14,0,5,10,7,85,96,281,559,315,112,87,36,16,1501,0,43,75,28,8,0,0,0,155,4,21,27,16,4,0,0,0,69,30,163,268,98,33,17,0,0,606,18,47,102,70,25,22,8,4,297,41,80,102,65,26,13,0,0,330,17,13,12,6,0,0,0,0,50,6,5,16,9,11,7,0,0,51,66,99,136,78,33,16,3,6,428,0,3,10,3,0,0,0,0,15,7,16,19,14,6,11,10,31,123,126,394,632,306,109,61,21,39,1693,4,68
SAL50038,0,5,0,3,0,13,0,0,20,0,0,0,3,0,5,0,0,10,0,8,10,4,8,24,9,0,58,0,0,5,3,14,21,13,0,53,5,17,17,16,43,44,23,7,166,9,3,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,10,11,17,18,24,42,49,22,7,188,0,0,0,0,0,4,3,0,7,6,4,6,7,9,12,11,8,55,11,34,32,44,76,112,63,19,398,0,0,0,3,4,4,0,0,17,0,0,0,0,7,5,0,0,17,0,7,12,10,14,19,10,5,72,0,3,4,22,16,30,7,4,87,7,11,11,20,24,12,3,0,81,0,0,0,4,0,0,0,0,5,0,0,0,6,8,3,0,0,20,8,15,17,24,29,17,9,0,112,0,0,0,0,0,0,6,4,13,0,0,6,11,9,20,17,11,72,8,34,46,67,75,100,47,14,383,0,3
SAL50039,0,14,22,16,14,16,4,0,91,0,9,14,8,13,6,5,0,44,8,84,102,80,75,56,26,5,429,15,38,85,92,78,57,13,0,373,136,417,427,328,282,189,83,15,1878,76,19,9,6,3,8,0,0,116,9,11,16,18,22,13,3,0,89,215,446,455,353,306,204,88,17,2084,0,3,3,4,7,0,5,0,27,44,40,50,35,54,38,23,6,292,282,628,733,590,534,379,165,32,3339,0,18,33,26,18,11,0,0,108,4,23,49,27,16,18,5,0,140,29,172,221,145,97,63,28,8,760,15,112,144,121,120,69,33,3,619,183,277,297,218,156,67,18,4,1225,55,46,33,18,14,6,0,0,172,3,18,30,44,34,25,8,0,158,240,342,363,281,204,97,29,4,1566,0,6,6,9,3,12,6,3,44,28,54,47,35,45,52,52,17,334,325,728,854,648,509,323,153,30,3567,4,26
SAL50040,0,29,59,30,10,9,0,0,144,0,11,20,10,9,0,0,0,53,24,116,213,100,49,14,5,0,520,23,111,177,95,57,17,9,0,479,117,437,334,206,125,97,34,3,1356,46,26,7,6,3,0,0,0,86,12,14,19,17,11,5,0,0,77,175,476,358,222,144,106,41,3,1519,3,3,8,7,0,0,0,0,30,30,38,46,29,12,15,12,0,186,249,783,889,493,273,163,69,8,2930,8,73,86,28,14,0,0,0,211,9,45,54,21,8,9,0,0,146,56,334,298,132,48,25,3,0,900,35,174,194,153,75,24,5,0,663,150,316,221,132,73,28,13,0,937,32,26,12,14,10,8,0,0,104,16,30,32,31,9,9,8,0,133,198,379,259,184,93,41,13,0,1170,0,5,12,6,9,4,4,0,32,32,57,50,35,18,24,13,0,226,335,1054,958,557,266,123,48,9,3346,8,102
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,3,0,5,4,0,0,0,19,0,0
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,13,0,0
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,4,0,0,0,12,5,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,4,11,6,10,7,5,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,15,0,0,0,0,0,4,0,0,10,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,9,4,10,9,7,8,10,6,0,53,0,0
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,3,0,0
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,3,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,10,0,0
SAL50051,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,8,0,4,4,7,0,12,0,0,30,0,21,28,34,25,31,7,0,147,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,30,28,33,26,29,7,0,163,0,0,0,0,0,0,0,0,0,3,4,15,3,7,15,3,0,53,11,34,44,54,43,57,16,0,267,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,11,16,11,3,3,3,0,47,4,5,9,13,8,6,3,0,48,9,15,13,18,14,5,4,0,76,5,0,6,5,0,0,0,0,17,0,0,3,0,3,4,0,0,11,11,22,23,18,17,9,4,0,103,0,0,0,0,3,0,0,0,3,8,5,22,8,3,19,5,0,63,23,40,66,52,33,50,8,0,279,0,5
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,6,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,11,5,7,8,3,8,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,9,4,5,0,0,30,0,0
