SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL50758,15,30,0,43,221,8,0,271,4,36,0,35,126,8,0,172,0,9,0,9,69,3,0,87,0,0,0,0,19,0,0,22,246,100,15,362,1029,44,4,1436
SAL50759,0,0,0,0,40,16,0,56,0,0,0,0,3,3,0,12,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,32,6,0,42,197,122,5,362
SAL50760,5,11,0,9,121,17,0,151,0,7,0,7,76,19,0,99,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,109,38,4,152,457,122,3,740
SAL50761,3,10,0,14,28,0,0,47,0,4,0,4,36,11,0,51,0,0,0,0,16,0,0,19,0,0,0,0,3,0,0,3,29,21,5,53,152,23,0,227
SAL50762,0,0,0,0,7,6,0,15,0,4,0,0,4,0,0,12,0,0,0,0,6,4,0,8,0,0,0,0,0,0,0,0,0,4,0,6,32,12,0,45
SAL50763,0,18,0,18,109,7,0,133,0,8,0,13,274,17,0,300,0,0,0,0,102,0,0,104,0,0,0,0,15,0,0,15,37,30,3,71,589,49,3,709
SAL50764,82,341,4,433,1220,35,4,1694,15,450,4,473,1230,32,3,1736,7,53,0,60,665,34,4,754,0,7,0,7,541,22,0,569,2240,1046,122,3404,6879,215,18,10519
SAL50765,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,10
SAL50766,27,172,0,204,681,19,0,906,8,105,0,111,374,12,0,499,0,19,0,20,177,8,0,201,0,0,0,0,77,4,0,83,1289,432,58,1776,3459,148,4,5387
SAL50767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,12
SAL50768,0,0,0,4,18,5,0,26,0,0,0,0,23,0,0,23,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,21,9,0,30,82,7,0,122
SAL50769,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,3,0,0,12
SAL50770,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,21
SAL50771,3,19,0,25,161,14,0,194,0,20,0,16,104,5,0,120,0,0,0,0,75,16,0,97,0,0,0,0,43,9,0,47,157,56,12,226,623,81,0,930
SAL50772,0,4,0,4,19,3,0,28,0,0,0,0,15,0,0,18,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,10,9,0,15,53,6,0,80
SAL50773,0,13,0,13,54,5,0,70,0,0,0,0,48,0,0,52,0,0,0,0,16,4,0,21,0,0,0,0,9,3,0,9,39,20,0,62,199,21,0,282
SAL50774,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,8,16,7,0,33
SAL50775,0,0,0,0,9,3,0,12,0,4,0,4,4,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,4,0,16,31,15,0,57
SAL50776,0,0,0,0,10,0,0,10,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,21,0,0,33
SAL50777,0,0,0,0,16,0,0,18,0,0,0,0,9,6,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,4,0,30,116,36,0,184
SAL50778,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,0,14
SAL50779,5,0,0,5,31,26,0,58,0,0,0,0,7,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,31,144,149,0,319
SAL50780,0,4,0,4,7,3,0,14,0,5,0,5,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,8,0,19,24,4,0,46
SAL50781,26,37,0,62,315,13,6,392,7,42,0,46,300,21,0,369,0,14,0,15,167,5,0,193,0,0,0,0,45,0,0,39,531,195,13,742,2136,201,7,3082
SAL50782,0,16,0,19,87,4,0,110,0,10,0,10,75,4,0,92,0,4,0,4,47,5,0,51,0,0,0,0,8,0,0,8,152,58,0,210,501,69,0,781
SAL50783,0,7,0,7,22,0,0,28,0,5,0,5,46,0,0,50,0,0,0,0,14,0,0,14,0,0,0,0,3,0,0,3,23,16,0,39,131,5,0,184
SAL50784,0,0,0,0,3,3,0,12,0,0,0,0,7,3,0,15,0,0,0,0,7,0,0,7,0,0,0,0,6,0,0,6,7,0,0,5,32,5,0,51
SAL50785,4,4,0,3,15,3,0,25,0,3,0,3,23,3,0,32,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,17,10,0,27,75,10,0,115
SAL50786,0,3,0,3,7,0,0,14,0,0,0,0,6,3,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,6,0,14,27,3,0,43
SAL50787,0,4,0,9,54,9,0,71,0,0,0,0,27,3,0,35,0,0,0,0,8,0,0,9,0,0,0,0,3,0,0,3,34,14,5,58,155,29,0,240
SAL50788,0,3,0,3,26,0,0,27,0,0,0,0,13,0,0,13,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,20,0,0,21,61,4,0,85
SAL50789,0,0,0,0,5,0,0,5,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,27,4,0,36
SAL50790,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,11,19,11,0,45
SAL50791,0,4,0,0,17,0,0,26,0,6,0,6,13,5,0,17,0,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,21,7,0,31,66,17,0,106
SAL50792,0,3,0,4,35,8,0,44,0,14,0,13,29,0,0,46,0,3,0,3,19,0,0,25,0,0,0,0,6,0,0,9,49,24,4,77,137,35,0,252
SAL50793,0,8,0,8,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,18,7,0,23,23,3,0,53
SAL50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,12
SAL50795,0,0,0,3,24,8,0,31,0,0,0,0,11,6,0,15,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,42,8,0,54,128,75,4,258
SAL50796,0,0,0,5,3,0,0,9,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,16,60,33,5,0,101
SAL50797,0,0,0,0,10,0,0,10,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,12,22,0,4,36
SAL50798,0,0,0,0,12,0,0,10,0,0,0,0,14,3,0,19,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,38,7,0,53
SAL50799,25,72,3,103,812,119,3,1041,4,59,0,64,692,71,4,826,0,5,0,5,129,27,0,164,0,0,0,0,17,11,0,26,842,307,85,1234,3455,866,93,5646
SAL50800,0,0,0,5,45,4,0,53,0,0,0,0,40,6,0,48,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,13,10,0,26,119,24,0,172
SAL50801,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,8,13,0,27
SAL50802,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,10,3,0,10,13,3,0,22
SAL50803,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50805,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16
SAL50806,0,0,0,5,31,0,0,34,0,6,0,8,24,0,0,28,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,114,17,4,139,262,15,3,419
SAL50807,0,0,0,0,4,0,0,7,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,16
SAL50808,3,12,0,17,69,7,0,91,0,8,0,8,69,4,0,79,0,3,0,3,7,0,0,13,0,0,0,0,0,0,0,4,130,61,0,195,384,36,0,611
SAL50809,0,0,0,4,126,10,0,141,0,6,0,6,93,5,0,100,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,121,20,13,148,511,77,9,749
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0
SAL50811,0,6,0,9,8,0,0,17,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,16,22,5,0,43
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,14
SAL50813,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,17,0,0,19
SAL50814,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,9,0,0,10
SAL50815,3,17,0,21,82,11,0,113,0,4,0,3,64,3,0,73,0,0,0,0,27,5,0,34,0,0,0,0,4,0,0,4,108,35,7,150,385,46,0,576
SAL50816,29,102,3,131,425,16,0,566,5,67,0,68,290,3,0,369,0,19,0,24,154,15,0,189,0,0,0,0,63,0,0,59,882,286,43,1213,2327,145,8,3695
SAL50817,0,0,0,5,10,66,0,76,0,0,0,0,5,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,35,83,549,4,670
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,3,7,0,6,54,5,0,69,0,8,0,8,42,0,0,48,0,0,0,0,29,0,0,33,0,0,0,0,8,0,0,9,103,26,3,124,262,27,3,424
SAL50820,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,7,4,7,0,20
SAL50821,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,25
SAL50822,0,0,0,0,17,0,0,19,0,4,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,20,51,7,0,80
SAL50823,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,12
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7
SAL50825,0,0,0,0,9,0,0,9,0,0,0,0,8,0,0,8,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,23,0,0,24
SAL50826,4,3,0,3,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,22,29,3,0,50
SAL50827,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
SAL50828,30,79,0,101,275,12,0,390,0,78,0,83,324,7,0,413,0,13,0,13,272,12,0,293,0,0,0,0,34,5,0,39,1293,323,83,1702,2463,141,3,4312
SAL50829,10,31,0,49,173,14,0,234,0,13,0,13,73,3,0,86,0,8,0,8,35,0,0,46,0,0,0,0,15,0,0,17,381,90,16,483,924,85,0,1496
SAL50830,0,6,0,9,102,15,0,132,0,18,0,15,96,11,3,133,0,0,0,0,69,5,0,74,0,0,0,0,15,5,0,18,68,43,0,115,500,58,25,705
SAL50831,74,268,0,347,1040,36,4,1425,14,172,0,191,503,19,6,719,0,26,0,26,240,10,0,274,0,6,0,6,69,0,0,72,3452,807,99,4361,6640,263,26,11285
SAL50832,3,3,0,7,28,0,0,40,5,3,0,6,48,0,0,57,0,0,0,0,53,3,0,56,0,0,0,0,17,0,0,17,48,16,3,65,239,15,0,315
SAL50833,39,61,0,101,408,25,0,533,3,66,0,74,389,26,5,497,3,16,0,24,192,11,0,228,0,0,0,0,50,0,0,52,848,266,27,1140,2888,301,16,4344
SAL50834,0,0,0,0,4,4,0,10,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,0,44
SAL50835,22,65,0,86,344,18,0,446,0,50,0,59,185,13,0,249,0,9,0,9,100,3,0,109,0,0,0,4,51,0,0,55,638,206,24,870,2010,109,3,2991
SAL50836,18,16,0,30,245,229,0,502,0,8,0,8,69,39,0,115,0,0,0,0,16,0,0,18,0,0,0,0,5,0,0,0,298,58,7,364,1021,1243,16,2647
SAL50837,0,0,0,0,3,8,0,10,0,0,0,0,10,3,0,18,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,5,0,0,5,34,11,0,55
SAL50838,13,39,0,50,259,12,0,322,9,23,0,26,148,10,0,179,0,6,0,7,60,4,0,70,0,0,0,0,15,0,0,15,558,162,27,748,1417,160,4,2329
SAL50839,0,8,0,8,38,3,0,55,0,5,0,3,52,4,0,63,0,0,0,0,26,3,0,28,0,0,0,0,3,0,0,3,11,20,0,33,163,13,0,213
SAL50840,22,25,0,49,233,8,0,294,8,45,0,50,192,8,0,250,0,15,0,15,114,3,0,137,0,0,0,0,125,6,0,133,491,154,10,659,2300,177,11,3144
SAL50841,0,8,0,8,53,10,0,74,0,10,0,10,59,7,0,75,0,0,0,0,13,3,0,16,0,0,0,0,3,3,0,5,35,24,0,52,182,43,0,279
SAL50842,80,262,0,344,1141,19,0,1506,18,426,7,446,1049,17,4,1517,4,66,0,65,414,17,0,495,0,4,0,4,136,4,0,144,1918,934,86,2931,5619,116,15,8680
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL50844,3,12,0,14,120,66,3,202,0,3,0,3,37,7,0,50,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,4,283,45,10,333,661,542,8,1541
SAL50845,0,7,0,8,24,0,0,35,0,4,0,4,12,0,0,14,0,0,0,4,15,0,0,17,0,0,0,0,0,0,0,0,33,21,0,49,100,9,0,165
SAL50846,5,11,0,16,120,72,0,209,0,9,0,5,93,33,0,133,0,0,0,0,22,5,0,29,0,0,0,0,5,0,0,5,127,40,14,174,536,468,10,1188
SAL50847,22,78,4,109,363,12,0,484,0,68,0,65,286,7,0,366,0,8,0,8,108,5,0,117,0,0,0,0,21,0,0,18,515,200,30,740,1473,64,0,2279
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,61,174,0,240,744,22,0,1004,9,249,0,256,664,21,0,936,3,55,0,65,541,28,0,630,0,3,0,3,191,34,0,222,1385,644,69,2097,4278,178,5,6548
SAL50850,0,0,0,0,0,0,0,6,0,4,0,4,4,0,0,7,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,22,0,0,26
SAL50851,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,4,0,0,13
SAL50852,0,0,0,0,10,0,0,10,0,0,0,0,7,0,0,9,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,6,0,0,6,42,0,0,46
SAL50853,11,32,0,49,169,8,0,225,0,22,0,22,173,12,0,202,0,3,0,4,103,4,0,107,0,0,0,0,28,3,0,30,234,85,22,335,800,39,0,1170
SAL50854,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,15
SAL50855,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,12
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL50857,13,34,0,54,315,20,5,387,4,34,0,38,252,17,0,308,0,4,0,5,142,15,0,157,0,0,0,0,26,0,0,26,476,158,28,656,1795,193,9,2650
SAL50858,3,18,0,23,116,14,0,156,0,9,0,16,105,13,0,127,0,0,0,0,88,3,0,89,0,0,0,0,43,5,0,49,167,63,11,240,718,84,0,1044
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,12
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,10,0,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,13,34,0,0,45
SAL50862,0,4,0,4,32,0,0,39,0,6,0,6,30,5,0,33,0,0,0,0,17,6,0,22,0,0,0,0,0,0,0,0,11,18,0,33,107,10,0,145
SAL50863,11,56,0,69,256,22,0,350,5,35,0,39,123,12,0,173,0,3,0,3,72,10,0,81,0,0,0,0,14,0,0,16,396,153,20,569,1094,109,5,1774
SAL50864,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,3,8,0,0,12
SAL50865,6,35,5,47,216,9,0,275,0,22,0,31,211,13,0,248,0,0,0,0,116,10,0,123,0,0,0,0,37,5,0,40,276,93,19,393,1013,72,0,1479
SAL50866,3,4,0,8,28,5,0,43,0,3,0,3,33,0,0,34,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,17,11,0,30,98,5,0,134
SAL50867,0,0,0,0,10,0,0,10,0,4,0,4,9,0,0,15,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,26,4,0,28,49,5,0,94
SAL50868,0,3,0,3,12,0,0,13,0,0,0,0,6,4,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,6,0,14,50,9,0,69
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12
SAL50870,0,4,0,4,52,3,0,57,0,3,0,3,65,0,0,74,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,22,16,0,39,170,8,0,208
SAL50871,15,57,0,67,288,7,0,367,4,53,0,60,187,3,0,248,0,14,0,16,169,0,0,189,0,0,0,0,59,3,0,62,617,180,26,820,1872,107,15,2803
SAL50872,0,3,0,3,32,12,0,46,0,0,0,0,39,27,0,64,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,22,0,0,25,129,63,0,223
SAL50873,67,140,3,212,833,76,10,1131,7,136,4,148,762,43,5,953,3,33,0,36,454,39,0,533,0,0,0,5,160,34,0,204,2013,550,53,2617,6286,707,26,9639
SAL50874,32,106,0,140,437,8,0,585,4,152,0,153,371,13,6,547,0,31,0,30,315,7,0,357,0,0,0,0,183,10,0,189,1393,397,37,1831,3255,124,15,5224
SAL50875,10,91,0,102,332,9,3,446,3,53,0,53,238,10,0,304,0,11,0,11,91,0,0,98,0,0,0,0,31,0,0,31,695,277,36,1011,1690,77,6,2783
SAL50876,0,0,0,0,0,4,0,3,0,0,0,0,4,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,18,0,22
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,5,0,0,14
SAL50878,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,21
SAL50879,8,25,0,30,92,0,0,132,0,31,0,31,64,0,0,95,4,0,0,6,36,0,0,43,0,0,0,0,14,0,0,14,117,84,7,205,439,18,0,662
SAL50880,5,17,0,18,88,5,0,118,0,4,0,4,69,5,0,81,0,3,0,0,28,4,4,42,0,0,0,0,17,0,0,20,116,35,13,161,482,59,3,705
SAL50881,25,128,0,152,455,15,7,627,0,112,0,116,364,11,0,493,0,16,0,16,201,5,0,222,0,0,0,0,70,7,0,79,727,339,32,1098,2323,115,3,3542
SAL50882,0,0,0,0,10,0,0,14,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,37,0,0,37
SAL50883,0,0,0,0,9,7,0,11,0,0,0,0,4,0,0,5,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,4,0,5,22,7,0,40
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,22
SAL50885,0,0,0,0,7,0,0,7,0,3,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,24,0,0,33
SAL50886,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,11,0,0,21
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10
SAL50889,0,0,0,0,11,0,0,15,0,0,0,0,10,0,0,13,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,24,6,4,30,66,8,0,106
SAL50890,39,133,0,165,983,100,0,1249,6,120,0,130,1087,93,0,1310,0,38,0,38,619,124,0,783,0,0,0,0,255,102,0,357,822,459,34,1314,5345,919,3,7579
SAL50891,30,58,0,87,458,18,0,565,0,44,0,43,400,24,0,463,0,12,0,12,266,16,0,297,0,0,0,0,108,7,0,114,587,192,41,816,2354,198,17,3377
SAL50892,0,0,0,0,3,0,0,5,0,3,0,3,10,0,0,11,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,3,0,8,24,3,0,35
SAL50893,34,62,3,93,347,15,0,456,9,109,0,119,278,13,0,407,3,10,0,12,161,0,0,178,0,0,0,0,74,0,0,79,735,264,38,1038,2188,93,3,3318
SAL50894,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,9,51,33,9,0,93
SAL50895,0,4,0,4,15,0,0,16,0,0,0,0,13,0,0,17,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,18,3,0,23,79,13,0,116
SAL50896,60,192,0,251,999,47,3,1297,9,186,5,200,755,48,10,1013,0,33,0,38,432,89,0,564,0,0,0,0,128,122,0,248,1553,672,64,2287,5586,540,17,8425
SAL50897,0,0,0,5,13,0,0,13,0,3,0,3,9,0,0,13,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,7,0,16,32,3,0,51
SAL50898,0,9,0,9,47,6,0,60,0,6,0,6,24,3,0,40,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,3,83,33,0,113,203,22,0,341
SAL50899,5,18,0,27,236,120,0,375,0,14,0,14,118,23,0,158,0,0,0,0,29,4,0,32,0,0,0,0,6,0,0,6,172,106,37,312,1072,778,13,2178
SAL50900,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,7,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,3,0,0,6,19,10,0,41
SAL50901,0,12,0,12,47,0,0,63,0,4,0,4,32,0,0,43,0,3,0,3,13,0,0,13,0,0,0,0,7,0,0,7,73,38,0,107,233,12,0,360
SAL50902,3,5,0,14,132,231,0,376,0,4,0,4,46,30,0,79,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,181,30,4,206,750,1345,26,2328
SAL50903,57,116,3,175,804,87,0,1063,10,132,0,152,620,53,0,818,7,17,0,24,268,12,0,304,0,0,0,0,111,16,0,124,1678,417,105,2201,4109,539,63,6904
SAL50904,4,21,0,30,96,4,3,135,0,26,0,24,96,3,0,126,0,3,0,3,37,0,0,42,0,0,0,0,5,0,0,5,108,70,4,178,482,31,4,699
SAL50905,14,57,0,68,243,8,0,319,5,88,0,97,212,6,0,314,0,23,0,23,112,4,0,139,0,0,0,0,33,0,0,38,438,190,22,644,1137,42,4,1829
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,13
SAL50908,0,0,0,5,7,0,0,8,0,0,0,0,9,0,0,9,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,4,18,3,0,20,25,0,0,50
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3
