SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL50299,0,0,0,0,38,0,0,43,0,0,0,0,54,3,0,53,0,0,0,0,24,4,0,27,0,0,0,0,0,0,0,0,10,0,0,10,122,10,0,142
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,36,85,0,128,646,48,4,825,9,95,4,108,453,34,4,597,0,15,0,20,307,17,3,349,0,0,0,0,172,14,0,187,1324,384,35,1740,4864,498,17,7116
SAL50302,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,10,0,0,11,23,0,0,35
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,6,7,0,15,96,11,0,117,0,7,0,10,65,7,0,81,0,0,0,0,27,0,0,29,0,0,0,0,6,0,0,6,164,56,7,224,1016,79,17,1339
SAL50305,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,14,21,3,37
SAL50306,0,0,0,3,8,0,0,14,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,5,0,3,31,0,0,37
SAL50307,0,0,0,0,12,0,0,13,0,6,0,6,14,4,0,18,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,11,6,0,23,52,4,0,77
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,11
SAL50309,4,32,0,32,121,42,0,194,0,21,0,23,107,39,0,169,0,8,0,8,64,11,0,80,0,0,0,0,26,12,0,38,237,93,0,334,696,637,0,1663
SAL50310,24,187,0,204,761,60,0,1027,4,117,0,122,795,53,0,973,0,20,0,20,426,55,0,506,0,0,0,0,112,52,0,167,1006,506,68,1576,3906,538,3,6020
SAL50311,0,0,0,0,3,0,0,6,0,4,0,7,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,17,25,0,0,48
SAL50312,0,7,0,14,57,4,0,79,0,3,0,3,47,0,0,52,0,7,0,7,41,0,0,42,0,0,0,0,18,0,0,18,121,31,7,163,350,17,0,524
SAL50313,0,5,0,5,26,7,0,35,0,9,0,5,31,4,0,39,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,24,14,0,38,127,12,0,177
SAL50314,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,9,14,4,0,33
SAL50315,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,12
SAL50316,71,192,3,269,1171,62,7,1500,22,340,3,367,1059,67,10,1505,0,68,0,71,726,102,0,902,0,7,0,7,498,130,0,629,2004,855,70,2929,9057,682,34,12703
SAL50317,6,0,0,6,22,4,0,34,0,7,0,7,28,7,0,35,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,38,3,3,47,116,23,0,183
SAL50318,20,121,4,148,498,33,0,676,8,120,0,130,296,3,0,434,0,20,0,25,150,4,0,181,4,0,0,4,43,7,0,53,543,336,18,898,2003,116,13,3022
SAL50319,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,14,0,0,15
SAL50320,16,75,0,89,421,29,0,536,6,61,0,65,537,36,0,640,0,15,0,11,385,37,0,432,0,0,0,0,144,20,0,162,510,234,26,770,2436,243,0,3455
SAL50321,38,126,0,168,583,32,0,780,7,182,0,186,469,50,3,706,0,25,0,26,303,41,0,368,0,0,0,0,84,14,0,104,814,415,38,1266,2878,223,8,4371
SAL50322,3,13,0,15,87,6,0,106,0,9,0,9,49,5,0,66,0,0,0,0,23,3,0,28,0,0,0,0,9,0,0,12,98,32,0,127,331,33,0,490
SAL50323,0,0,0,0,18,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,33,82,76,0,192
SAL50324,38,60,0,98,412,17,0,526,3,59,3,66,373,31,0,466,3,15,0,19,309,36,0,368,0,0,0,0,68,22,0,94,862,276,52,1191,3201,283,7,4676
SAL50325,15,40,0,51,159,3,0,215,0,52,0,57,90,0,0,146,0,14,0,14,42,0,0,60,0,0,0,0,30,0,0,30,339,135,18,493,845,25,3,1366
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,4,8,0,13
SAL50327,7,14,0,20,114,36,0,173,0,5,0,5,114,21,0,139,0,0,0,0,27,5,0,28,0,0,0,0,4,0,0,4,94,40,6,139,493,196,0,829
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,13
SAL50329,31,169,4,203,688,43,0,933,5,80,0,83,652,46,0,782,5,17,0,20,364,54,3,438,0,0,0,3,119,46,0,165,874,456,40,1368,3608,451,13,5444
SAL50330,0,9,0,13,39,5,0,52,0,4,0,5,40,5,0,49,0,0,0,0,21,0,0,21,0,0,0,0,7,0,0,7,62,31,4,93,209,14,0,319
SAL50331,0,3,0,3,5,4,0,11,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,32,43,10,0,91
SAL50332,0,4,0,4,7,0,0,11,0,0,0,0,9,0,0,12,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,8,5,0,10,28,3,0,46
SAL50333,0,6,0,6,20,0,0,31,0,0,0,0,14,3,0,23,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,13,6,0,26,77,3,0,106
SAL50334,5,15,0,16,99,28,0,142,0,10,0,10,100,22,0,128,0,0,0,0,42,11,0,50,0,0,0,0,5,0,0,6,49,34,0,90,370,105,0,562
SAL50335,0,4,0,4,30,11,0,42,0,8,0,8,22,0,0,33,0,0,0,0,16,3,0,14,0,0,0,0,0,0,0,0,22,8,0,33,112,24,0,167
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50337,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,15,31,5,0,52
SAL50338,0,19,0,23,152,6,0,183,6,33,0,36,183,11,0,229,0,5,0,5,56,8,0,71,0,0,0,0,0,0,0,5,144,67,0,204,678,49,21,958
SAL50339,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11
SAL50340,0,14,0,14,68,0,0,86,0,9,0,8,97,14,0,115,0,0,0,0,54,6,0,60,0,0,0,0,32,5,0,35,78,33,0,112,416,44,0,576
SAL50341,0,5,0,8,32,0,0,45,0,0,0,0,7,4,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,68,19,3,93,187,15,0,288
SAL50342,0,0,0,0,9,5,5,17,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,21,18,5,39
SAL50343,101,118,3,218,758,27,7,1012,12,287,0,298,534,22,4,855,3,94,0,95,383,37,0,521,0,0,0,0,163,41,0,205,1225,636,47,1913,4058,242,40,6247
SAL50344,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,24,10,0,41
SAL50345,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19
SAL50346,0,0,0,0,11,0,0,10,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,10,28,4,0,47
SAL50347,18,30,0,45,205,24,0,271,0,31,0,30,121,13,0,166,0,6,0,6,55,9,0,68,0,0,0,0,21,0,0,23,530,93,38,657,887,164,9,1723
SAL50348,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,14
SAL50349,0,0,0,0,9,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,6,26,3,0,36
SAL50350,22,78,0,103,484,11,0,607,7,95,0,105,418,10,0,529,0,21,0,21,221,18,0,263,0,0,0,0,52,12,0,62,1212,316,68,1600,3223,169,7,4995
SAL50351,0,0,0,0,6,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,5,0,13,15,0,0,31
SAL50352,0,9,0,7,58,8,0,78,3,9,0,11,47,8,0,57,0,0,0,0,33,0,0,38,0,0,0,0,3,3,0,4,62,27,4,86,232,42,0,366
SAL50353,4,8,0,14,128,4,0,153,9,55,0,62,172,14,0,251,0,19,0,21,148,13,0,182,0,0,0,0,50,0,0,55,292,167,5,467,3117,196,33,3816
SAL50354,0,4,0,4,27,4,0,38,0,8,0,8,19,10,0,43,0,0,0,0,12,0,0,17,0,0,0,0,3,0,0,3,29,20,5,50,139,20,0,207
SAL50355,0,0,0,0,29,0,0,31,0,0,0,0,18,4,0,17,0,0,0,0,13,4,0,10,0,0,0,0,0,0,0,0,19,4,0,24,89,6,0,122
SAL50356,0,0,0,0,19,0,0,22,0,0,0,0,14,0,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,13,66,10,0,79
SAL50357,6,7,0,11,72,9,0,92,0,11,0,11,69,4,0,81,0,0,0,3,21,5,0,27,0,0,0,0,7,0,0,7,57,26,0,84,256,24,3,369
SAL50358,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,14
SAL50359,0,8,0,3,59,9,0,70,0,0,0,0,75,6,0,80,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,9,5,0,14,215,37,0,276
SAL50360,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,25
SAL50361,0,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,50,3,0,65
SAL50362,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16
SAL50363,0,0,0,0,25,25,0,50,0,0,0,0,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,10,4,83,215,243,5,544
SAL50364,4,14,0,22,65,0,0,87,0,9,0,9,57,4,0,74,0,3,0,3,39,0,0,43,0,0,0,0,20,0,0,23,126,55,3,188,479,49,0,717
SAL50365,0,0,0,0,5,0,0,11,0,5,0,5,5,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,7,0,15,25,8,0,50
SAL50366,0,5,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,11
SAL50367,31,169,0,199,759,19,0,982,4,113,0,114,397,17,0,528,0,24,0,27,234,7,0,264,0,4,0,4,62,0,0,63,1142,436,32,1613,3697,135,4,5448
SAL50368,0,4,0,4,24,0,0,29,0,0,0,0,16,0,0,20,0,0,0,0,8,3,0,7,0,0,0,0,0,0,0,0,19,10,0,26,84,13,0,130
SAL50369,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,3,4,0,10,10,3,0,21
SAL50370,0,0,0,0,21,10,0,33,0,0,0,0,10,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,29,96,47,0,170
SAL50371,14,17,0,27,136,0,0,170,5,34,0,34,104,0,0,137,0,13,0,13,74,0,0,87,0,0,0,0,15,0,0,17,280,87,6,370,832,26,0,1233
SAL50372,0,4,0,4,31,13,0,52,0,5,0,5,26,6,0,37,0,0,0,0,14,3,0,15,0,0,0,0,3,0,0,3,15,6,0,20,119,35,0,178
SAL50373,0,0,0,0,14,0,0,14,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,0,6,39,0,0,49
SAL50374,70,45,0,114,431,8,3,559,13,178,0,189,323,9,9,530,6,54,0,60,241,7,0,310,0,0,0,0,90,0,0,93,823,326,35,1184,2212,70,17,3484
SAL50375,6,19,0,23,69,16,0,111,0,10,0,10,52,11,0,73,0,8,0,8,29,13,0,52,0,0,0,0,23,5,0,25,125,59,4,191,358,118,0,665
SAL50376,39,127,0,169,693,26,4,891,11,81,0,94,445,20,0,563,4,8,0,17,253,15,0,275,0,0,0,0,39,0,0,42,1986,437,98,2528,4234,267,8,7035
SAL50377,0,4,0,3,20,0,0,26,0,0,0,0,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,30,8,0,32,70,18,0,117
SAL50378,8,18,0,24,130,17,0,174,0,17,0,17,51,13,0,78,0,0,0,0,20,5,0,30,0,0,0,0,0,0,0,0,287,60,10,358,519,115,5,995
SAL50379,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SAL50380,6,19,0,24,201,20,0,248,0,11,0,14,164,15,0,197,0,3,0,4,27,6,0,39,0,0,0,0,6,3,0,11,226,127,37,387,849,160,11,1405
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,0,0,12,9,0,0,15
SAL50382,0,12,0,12,39,8,0,53,0,0,0,0,31,0,0,34,0,0,0,0,21,0,0,26,0,0,0,0,0,0,0,0,36,15,0,56,179,15,0,251
SAL50383,0,0,0,0,0,4,0,5,0,5,0,5,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,4,6,4,0,6,10,13,0,34
SAL50384,47,115,4,168,485,17,0,670,11,87,0,91,275,9,0,381,0,23,0,23,180,6,4,219,0,0,0,7,46,5,0,52,1478,394,66,1933,3522,145,8,5605
SAL50385,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8
SAL50386,6,3,0,13,56,0,0,66,0,6,0,8,44,5,0,56,0,3,0,3,38,0,0,43,0,0,0,0,10,0,0,10,100,36,7,144,292,13,0,443
SAL50387,0,17,0,18,102,5,0,128,0,14,0,14,57,4,0,71,0,0,0,0,22,3,0,26,0,0,0,0,7,0,0,10,83,42,9,130,383,34,0,547
SAL50388,0,4,0,7,55,5,0,68,0,10,0,10,33,0,0,42,0,0,0,0,26,0,0,26,0,0,0,0,11,3,0,12,44,14,4,59,197,34,0,287
SAL50389,9,51,0,54,167,9,0,230,0,42,0,42,105,4,0,152,0,9,0,10,50,0,0,58,0,0,0,0,13,0,0,13,263,136,20,417,768,33,0,1219
SAL50390,43,70,0,116,373,18,0,504,3,111,0,114,295,13,0,426,0,26,0,26,207,6,0,237,0,0,0,0,55,3,0,51,705,266,47,1021,1745,77,0,2844
SAL50391,0,4,0,4,5,0,0,9,0,5,0,5,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,20,7,0,32
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,11
SAL50393,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,27
SAL50394,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,16
SAL50395,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11
SAL50396,32,131,4,166,609,23,0,793,8,127,0,139,815,20,0,974,6,15,0,17,435,13,0,467,0,0,0,0,50,7,0,56,1113,436,40,1586,3427,184,5,5201
SAL50397,12,46,0,65,174,3,5,248,8,34,0,36,102,0,3,144,3,0,0,5,22,0,0,25,0,0,0,0,10,0,0,10,1303,202,32,1533,2289,92,11,3929
SAL50398,0,0,0,0,5,0,0,6,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,13,27,10,0,44
SAL50399,4,7,0,13,48,0,0,64,0,0,0,0,20,0,0,26,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,43,15,3,56,159,33,3,250
SAL50400,3,39,0,42,72,6,0,117,0,3,0,3,49,0,0,58,0,0,0,0,15,0,0,12,0,0,0,0,6,0,0,6,163,49,9,231,422,31,0,675
SAL50401,0,0,0,0,8,0,0,6,0,0,0,0,17,0,0,21,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,12,0,0,8,37,6,0,54
SAL50402,0,0,0,4,7,0,0,15,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,27,41,0,0,65
SAL50403,14,46,0,58,347,90,0,499,7,44,0,49,426,106,0,583,0,4,0,4,155,44,0,199,0,0,0,0,13,6,0,18,228,113,12,352,1399,407,15,2173
SAL50404,18,40,0,54,288,33,0,375,4,32,0,36,337,29,4,406,0,6,0,6,236,23,0,263,0,0,0,0,106,7,0,116,363,130,30,524,1529,242,0,2298
SAL50405,10,38,0,52,402,120,0,576,0,30,0,30,378,80,0,483,0,3,0,3,104,21,0,127,0,0,0,0,23,4,0,26,335,187,44,565,1717,904,12,3200
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,0,0,8
SAL50407,0,3,0,0,10,4,0,12,0,4,0,4,11,0,0,16,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,12,10,0,16,43,8,0,70
SAL50408,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,9,5,0,22
SAL50409,138,358,4,504,2407,92,11,3014,35,488,0,532,1867,78,8,2483,11,150,0,157,1571,96,0,1827,0,9,0,9,751,33,0,793,3614,1379,109,5096,14249,729,40,20107
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,6
SAL50411,0,0,0,0,33,5,0,33,0,6,0,6,13,5,0,23,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,38,7,0,44,81,17,0,148
SAL50412,0,0,0,0,22,4,0,26,0,7,0,7,11,0,0,19,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,25,10,6,39,69,9,0,123
SAL50413,0,0,0,0,4,0,0,4,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,27,0,0,33
SAL50414,0,0,0,0,15,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,56,0,0,68
SAL50415,9,42,0,54,248,47,4,349,3,32,0,36,113,20,3,172,0,3,0,8,37,10,0,48,0,0,0,0,7,0,0,7,624,163,31,822,1356,342,29,2541
SAL50416,14,25,3,42,197,36,0,274,0,23,0,23,203,32,0,266,0,4,0,4,118,12,0,133,0,0,0,0,22,0,0,20,202,73,17,286,828,141,4,1265
SAL50417,0,5,0,5,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,16,18,6,0,40
SAL50418,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SAL50419,13,47,0,57,321,19,0,398,4,45,0,48,309,28,0,382,0,6,0,6,225,20,0,250,0,0,0,0,91,6,0,99,427,151,29,603,1626,142,26,2395
SAL50420,0,0,0,4,3,4,0,13,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,16,11,0,36
SAL50421,0,0,0,3,10,5,0,18,0,0,0,0,13,0,0,15,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,8,0,0,9,49,19,0,79
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,54,124,0,184,791,19,5,996,9,159,0,169,455,18,4,638,3,35,0,39,272,23,3,332,0,3,0,3,141,10,0,148,1727,492,51,2269,4708,251,13,7243
SAL50424,0,6,0,8,35,0,0,46,0,13,0,13,66,3,0,82,0,4,0,4,25,4,0,34,0,0,0,0,4,0,0,10,59,37,6,97,231,22,0,350
SAL50425,0,0,0,0,7,0,0,7,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,15,15,5,0,42
SAL50426,7,18,0,24,115,5,0,144,0,31,0,31,86,7,0,121,0,0,0,0,35,0,0,40,0,0,0,0,8,0,0,7,318,106,22,439,645,44,0,1130
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5
SAL50428,0,0,0,0,35,0,0,34,0,0,0,0,29,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,26,111,13,0,150
SAL50429,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,13,0,0,29
SAL50430,0,3,0,3,6,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,16,20,3,0,44
SAL50431,33,141,0,176,766,22,0,966,10,119,0,129,909,46,0,1078,6,25,0,24,695,38,0,762,0,0,0,4,290,34,0,328,759,442,44,1246,4217,250,5,5719
SAL50432,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,5,0,0,7,10,0,0,17
SAL50433,0,0,0,0,3,10,0,11,0,0,0,0,0,5,0,8,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,9,15,25,0,45
SAL50434,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16
SAL50435,0,6,0,9,34,8,0,55,0,3,0,3,27,0,0,36,0,0,0,0,15,5,0,20,0,0,0,0,4,0,0,4,29,15,0,45,138,38,0,223
SAL50436,0,8,0,10,26,0,0,35,0,0,0,6,14,0,0,18,0,0,0,0,5,0,0,4,0,0,0,0,5,0,0,3,25,20,0,46,159,8,0,216
SAL50437,0,3,0,3,42,3,0,49,0,5,0,0,22,13,0,43,0,3,0,3,17,4,0,26,0,0,0,0,6,0,0,6,34,16,5,54,141,50,0,243
SAL50438,92,291,9,391,1277,27,9,1702,31,573,7,609,1218,30,5,1857,0,119,0,121,815,41,0,983,0,0,0,0,293,20,0,318,3254,1209,153,4615,7277,244,23,12160
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SAL50441,21,97,0,119,467,39,5,633,3,162,0,171,530,37,0,740,0,24,0,24,309,37,6,372,0,3,0,3,84,4,0,93,1180,370,53,1600,2778,323,9,4712
SAL50442,0,8,0,12,98,12,0,122,0,4,0,7,50,21,0,74,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,78,42,7,132,362,36,3,534
SAL50443,0,0,0,0,3,4,0,5,0,3,0,3,4,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,8,34,5,0,48
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50445,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,11,4,0,24
SAL50446,0,16,0,14,67,4,0,80,0,7,0,7,64,11,0,79,0,0,0,0,28,6,0,36,0,0,0,0,12,0,0,16,77,30,3,107,286,32,0,422
SAL50447,0,6,0,6,14,0,0,16,0,10,0,10,23,0,0,31,0,0,0,0,4,4,0,12,0,0,0,0,3,0,0,3,10,18,0,26,63,11,0,95
SAL50448,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,5,0,0,6,23,6,0,32
SAL50449,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,11,0,0,18
SAL50450,0,0,0,0,6,4,0,11,0,0,0,0,7,3,0,7,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,18,3,0,21,37,6,0,71
SAL50451,0,0,0,0,9,0,0,3,0,5,0,5,5,0,0,9,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,9,7,0,10,18,4,0,34
