SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,0,6,7,15,26,0,0,0,0,0,0,7,15,26,8,13,21,0,0,0,0,0,0,8,13,21,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,15,31,46,33,60,101
SAL51431,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,10,3,8,0,0,0,0,0,0,6,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,10,22,22,20,36
SAL51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51433,5,0,5,0,0,0,39,30,67,0,0,0,39,30,67,0,0,0,10,9,15,0,0,0,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,5,0,0,0,0,0,0,0,0,5,18,18,35,74,57,131
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL51435,102,83,181,420,423,844,62,82,146,75,77,150,559,583,1143,256,282,536,79,64,150,119,92,208,457,437,895,26,24,56,8,14,24,28,23,54,33,43,74,0,0,0,95,110,208,98,120,218,24,43,66,13,25,37,31,72,99,0,0,0,164,256,423,263,371,636,4,15,21,27,41,65,0,0,0,36,52,88,192,127,322,1606,1652,3259
SAL51436,15,12,25,21,31,54,14,14,29,10,13,18,52,56,112,13,13,28,13,20,30,13,7,18,42,43,80,3,7,5,7,0,12,8,4,12,12,14,22,0,0,0,26,24,48,0,4,4,5,0,3,0,6,7,3,12,14,0,0,0,9,19,29,37,39,77,0,0,3,5,0,13,0,0,0,10,6,16,37,36,75,188,197,387
SAL51437,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9
SAL51438,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
SAL51439,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,4,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,17,12,26
SAL51440,4,0,3,0,0,0,0,0,0,19,8,24,19,8,24,0,0,0,0,0,0,17,12,27,17,12,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,8,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,4,12,3,14,0,8,7,0,0,0,0,0,0,0,6,6,129,12,143,169,46,214
SAL51441,0,0,0,0,0,0,5,5,4,0,0,0,5,7,8,0,5,5,0,0,5,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18
SAL51442,0,0,3,7,10,17,0,0,0,0,0,0,7,10,22,3,6,12,0,0,0,0,0,3,4,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,0,6,6,0,0,0,0,4,4,0,0,0,0,4,4,6,17,26,27,39,62
SAL51443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51444,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,14,16
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,49,60,105,196,183,376,52,54,104,74,60,133,323,299,618,133,120,254,43,58,105,94,91,189,272,276,546,13,8,22,6,9,16,22,13,35,20,30,51,0,0,0,60,61,118,53,58,110,11,25,33,8,12,18,19,32,56,0,0,0,86,134,222,150,194,342,9,10,14,12,23,31,0,0,0,17,24,44,124,70,199,933,917,1849
SAL51447,0,0,0,3,3,4,0,0,3,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,17
SAL51448,207,195,401,668,694,1361,140,138,276,209,205,409,1017,1035,2054,513,511,1021,127,102,231,150,176,325,791,797,1583,81,67,153,63,108,169,95,47,141,82,156,237,0,0,0,316,385,697,218,287,502,86,113,202,44,48,92,67,116,181,0,0,4,414,560,982,732,950,1680,46,46,90,78,95,171,0,0,4,127,141,263,577,493,1070,3443,3608,7055
SAL51449,0,6,5,10,11,26,0,0,0,0,0,0,13,11,28,8,3,13,0,0,0,0,0,0,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,37,78,63,63,123
SAL51450,0,0,0,0,0,4,5,3,6,0,0,0,10,6,9,0,0,8,4,0,5,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,11,22
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51452,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,8,8,19
SAL51453,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,17
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51455,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL51456,36,38,80,216,185,399,0,0,0,3,0,5,223,186,406,75,74,146,0,0,6,3,0,7,81,77,156,3,0,3,3,3,8,4,0,10,6,14,21,0,0,0,15,26,42,0,0,5,0,3,4,0,0,0,8,19,31,0,0,0,15,34,42,26,55,82,0,0,3,5,10,12,0,0,0,8,6,18,205,175,384,584,544,1128
SAL51457,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL51458,11,7,15,30,26,59,5,13,14,6,0,6,35,40,78,28,17,45,3,5,6,3,5,6,34,19,56,0,0,0,0,3,0,5,4,7,6,14,14,0,0,0,9,22,29,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,3,11,16,12,35,43,9,3,12,0,3,3,0,0,0,9,8,12,82,64,146,177,169,349
SAL51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51462,0,3,8,7,5,17,0,0,4,4,3,8,15,11,25,7,4,9,0,0,0,6,0,3,9,7,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,5,4,10,8,11,16,0,0,0,0,0,0,0,0,0,0,0,0,45,19,59,80,48,129
SAL51463,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,329,331,9,336
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,12,15
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,5,0,7,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,11,15,29
SAL51467,55,54,106,101,99,192,24,16,37,13,24,30,134,139,269,52,52,104,26,16,45,20,16,35,103,84,181,8,3,5,11,8,14,9,3,12,25,27,53,0,0,0,40,38,85,33,56,88,10,28,33,4,16,17,31,40,71,0,0,0,81,128,212,123,174,302,10,10,13,8,18,28,0,0,0,20,27,43,77,60,134,511,531,1043
SAL51468,0,0,0,11,0,18,4,3,5,0,0,0,18,3,20,4,6,8,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,27,21,49
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,31,20,52,67,68,132,33,32,68,21,40,60,121,139,257,33,38,75,28,32,57,38,56,98,102,128,228,8,0,12,0,4,9,11,4,14,3,10,12,0,0,0,21,18,39,39,64,109,5,8,10,8,12,18,10,19,27,0,0,0,62,102,162,87,120,204,0,4,0,3,14,22,0,0,0,11,17,21,59,51,110,406,471,875
SAL51471,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,5,8
SAL51472,61,47,104,107,102,210,43,64,104,18,22,39,170,190,354,45,49,98,48,42,89,10,12,18,105,100,205,19,22,37,31,43,75,6,17,26,60,55,117,0,0,0,117,136,257,64,81,146,51,75,132,11,11,20,58,71,129,0,0,0,190,241,426,307,379,687,18,18,37,22,44,68,0,0,0,41,69,110,213,196,411,893,976,1873
SAL51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51474,0,0,0,0,0,4,0,0,0,4,0,4,6,3,5,0,0,0,0,6,6,0,0,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,7,18
SAL51475,41,43,80,123,124,255,14,14,27,63,62,130,206,206,405,76,53,123,25,15,34,42,38,80,136,107,241,5,7,12,4,19,21,8,10,23,7,18,30,0,0,0,26,53,79,9,8,16,5,13,19,7,3,6,9,23,30,0,0,0,26,50,73,53,102,154,6,13,16,11,23,32,0,0,0,17,34,47,180,131,311,632,614,1250
SAL51476,5,0,4,10,7,15,0,0,0,0,0,0,10,7,15,3,4,9,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,23,15,37
SAL51477,0,0,0,4,6,5,0,4,8,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11
SAL51478,0,0,6,12,0,12,9,3,15,0,6,10,17,18,28,8,11,16,0,0,0,4,5,8,13,18,32,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,6,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,6,6,12,4,0,4,0,0,0,0,0,0,5,0,5,15,7,19,47,53,99
SAL51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,33,28,11,33
SAL51480,3,0,6,6,0,10,0,0,3,0,3,5,11,9,13,4,4,7,0,0,4,3,4,3,6,3,13,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,23,18,40
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,0,3,4,13,11,23,0,0,3,0,0,0,15,12,25,10,11,26,3,0,5,4,4,7,19,22,35,0,3,4,0,0,0,0,0,3,0,6,6,0,0,0,0,8,10,3,0,0,0,3,3,0,0,0,0,0,4,0,0,0,5,5,9,9,16,21,0,0,0,0,0,0,0,0,0,0,0,0,18,7,23,49,59,111
SAL51483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,17
SAL51484,4,0,8,8,6,19,0,0,0,0,0,0,8,6,19,0,5,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,28,19,43
SAL51485,17,16,34,74,58,135,10,16,34,6,3,12,92,82,175,55,58,108,13,9,23,8,7,13,73,72,149,0,4,5,6,6,9,7,7,15,3,6,12,0,0,0,17,26,48,0,4,4,4,3,9,0,5,5,3,4,6,0,0,0,3,17,27,22,48,72,3,4,6,5,0,10,0,0,0,8,5,18,52,68,120,275,287,561
SAL51486,17,5,26,44,47,92,21,16,37,8,7,7,71,70,139,54,39,89,11,14,21,3,0,4,70,48,118,3,10,7,0,5,11,0,7,10,5,12,16,0,0,0,10,24,40,0,3,3,0,9,9,0,3,3,0,4,5,0,0,0,0,19,15,8,43,57,0,0,0,0,3,3,0,0,0,0,3,4,107,83,190,279,258,531
SAL51487,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51488,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,5,10
SAL51489,21,37,57,154,113,271,14,13,25,25,28,52,194,156,348,93,94,195,13,15,30,19,14,33,130,124,256,10,5,11,5,6,8,13,6,22,9,11,22,0,0,0,34,28,66,3,7,9,0,7,10,0,0,3,5,16,22,0,0,0,6,33,44,45,63,108,6,9,10,10,11,14,0,0,0,17,14,29,77,54,131,482,448,930
SAL51490,64,67,134,213,178,394,33,33,71,33,38,69,282,252,533,74,76,150,47,48,90,18,24,43,138,145,288,31,25,55,50,58,105,23,18,42,44,74,113,4,0,4,147,178,326,159,221,384,113,124,239,22,27,47,68,125,193,0,0,0,366,501,861,509,678,1184,17,15,32,40,58,90,0,0,0,50,73,127,322,212,536,1372,1424,2794
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,0,6,15,34,26,57,3,9,12,6,7,11,39,36,77,16,6,23,13,7,16,0,3,5,28,18,44,0,0,0,0,0,4,4,8,9,0,6,9,0,0,0,5,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,13,25,5,3,3,0,4,9,0,0,0,5,7,8,37,34,74,123,123,244
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,15,8,23,19,19,39,20,8,27,10,5,12,45,35,77,4,13,18,19,22,42,11,17,26,39,56,93,0,0,0,0,9,13,11,0,11,3,8,10,0,0,0,13,18,33,12,16,24,5,6,8,0,0,4,3,13,19,0,0,0,22,36,61,36,53,89,0,0,5,0,3,3,0,0,0,0,9,4,30,30,65,160,190,354
SAL51495,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,4,0,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,14,20,10,23
SAL51496,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9
SAL51497,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SAL51498,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,12
