SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,18,13,30
SAL51489,0,0,0,12,5,19,0,0,0,0,0,0,3,0,3,436,475,904,41,35,74,10,0,10,0,0,0,7,0,11,21,0,21,14,16,33,545,535,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,30,69,96,122,99,220,3,0,3,701,702,1400
SAL51490,37,42,81,418,367,787,0,0,0,0,0,0,18,26,39,1587,1222,2811,85,160,243,9,0,9,15,0,18,57,22,84,61,27,84,62,54,110,2345,1917,4264,33,39,74,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,41,43,87,0,0,0,0,0,0,20,5,32,7,11,17,20,10,29,52,24,76,22,12,34,118,79,197,12,28,38,0,6,8,3,0,9,20,31,48,220,203,425,301,340,638,12,5,16,3016,2574,5591
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,164,139,300,21,10,28,4,0,4,4,0,3,0,3,3,7,0,7,3,0,3,214,153,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,26,11,37,0,0,0,243,179,414
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,12,12,24,7,6,10,0,0,0,0,0,0,0,0,0,203,227,437,9,20,31,0,0,0,3,0,3,0,0,5,3,0,8,0,7,7,244,276,516,0,6,6,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,5,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,3,0,5,0,0,0,0,0,0,3,0,5,18,26,49,36,51,86,0,6,4,309,367,677
SAL51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,7,24,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,4,4,0,0,0,35,22,56
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,11,10,18
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,12,10,21
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,3,0,0,0,19,15,28
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,4,0,0,0,18,8,24
SAL51500,0,0,0,9,3,12,0,0,0,0,0,0,0,5,5,394,405,795,41,33,77,18,3,17,12,0,8,0,0,0,15,0,15,3,4,9,488,454,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,3,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,34,43,83,76,159,4,4,7,590,562,1150
SAL51501,0,0,0,12,3,10,0,0,0,0,0,0,0,0,0,184,180,366,9,23,28,3,0,3,0,0,0,0,0,0,8,0,8,13,12,29,229,218,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,20,31,32,47,80,4,4,9,280,287,567
SAL51502,78,61,135,72,28,100,0,0,0,0,0,0,6,4,8,1859,1642,3499,130,122,252,34,0,35,17,0,17,14,5,18,94,23,115,23,19,40,2320,1902,4230,26,34,62,0,0,0,0,0,0,30,30,55,3,6,9,0,3,5,64,67,135,0,0,0,0,0,0,8,3,3,6,7,16,0,0,3,16,16,22,28,15,42,111,90,200,20,24,46,7,4,7,0,0,0,26,31,56,100,168,265,405,412,822,14,17,27,2979,2624,5598
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,3,0,0,0,13,10,26
SAL51504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,16,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,17,17,31
SAL51505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,41,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20,8,4,13,0,0,3,58,59,118
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,170,167,344,7,8,17,9,0,9,0,0,0,0,0,0,0,0,0,10,8,20,212,191,402,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,28,42,17,33,52,0,0,0,247,253,499
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,23
SAL51510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,79,3,3,6,0,0,0,0,0,0,0,0,5,0,0,0,4,12,19,55,59,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,16,20,30,0,0,0,81,86,162
SAL51511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,16,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,15,16,29
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,19
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,12,10,21
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,9,4,10
SAL51516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5
SAL51518,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,49,36,78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,57,43,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,30,6,32,0,0,0,92,58,147
SAL51519,32,36,68,17,8,20,0,0,0,0,0,0,0,0,0,811,743,1556,44,54,99,9,0,9,3,0,3,3,0,3,32,0,33,8,10,13,959,854,1810,30,25,53,0,0,0,0,0,0,25,16,40,4,0,3,0,0,0,53,45,99,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,6,12,5,16,68,56,117,3,5,14,0,0,0,0,0,0,7,4,16,78,124,194,129,186,313,0,3,3,1232,1222,2452
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,15,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,3,20,10,32
SAL51521,0,0,0,23,5,25,0,0,0,0,0,0,0,0,3,800,784,1589,54,80,132,12,0,12,11,0,13,3,4,8,19,0,25,7,11,21,939,878,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,12,4,13,0,0,0,0,0,0,0,0,0,4,0,4,17,64,85,113,154,263,4,0,6,1092,1102,2192
SAL51522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20,10,6,9,0,0,0,32,29,62
SAL51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,14,6,20
SAL51524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,29,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,7,11,28,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,21,4,4,3,0,0,0,45,28,78
SAL51525,9,16,26,36,7,44,0,0,0,0,0,0,0,0,0,520,543,1061,43,31,77,14,0,12,4,0,4,5,0,5,29,12,41,5,8,17,664,623,1282,0,0,8,0,0,0,0,0,0,12,4,11,0,0,0,0,0,0,13,3,15,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,4,5,16,4,16,29,13,45,4,0,9,0,0,0,0,0,0,4,6,4,54,85,137,155,114,271,8,0,8,913,831,1745
SAL51526,38,47,83,67,25,88,0,0,0,0,0,0,6,5,10,1935,1723,3665,127,126,252,69,5,70,12,0,11,8,3,6,72,10,81,49,34,81,2379,1979,4356,24,27,55,0,0,0,0,0,0,36,36,70,0,4,8,0,0,0,61,67,130,0,0,0,0,0,0,0,0,0,0,4,7,3,0,5,9,5,11,35,14,42,106,87,185,7,15,24,0,0,9,0,0,0,15,13,30,161,252,412,298,357,657,16,7,24,2968,2701,5666
SAL51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,20,0,5,9,0,0,0,29,17,44
SAL51528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,16,17,10,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,30,37
SAL51529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,52,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,30,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,3,10,0,0,0,39,32,75
SAL51530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,33,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,42,33,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,82
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,15,15,29
SAL51533,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,13,12,33,9,16,20,0,0,0,0,0,0,0,0,0,0,0,0,13,19,32,39,46,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,54,49,104
SAL51534,43,57,90,62,23,90,0,0,0,0,0,0,5,3,10,1584,1409,2995,135,123,256,15,0,15,10,0,10,8,0,13,82,15,92,29,22,49,1976,1656,3632,40,38,80,0,0,0,0,0,0,16,13,29,4,9,7,4,0,5,61,61,118,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,7,5,9,30,9,33,88,71,159,11,15,25,5,0,7,0,0,0,16,16,28,96,151,245,304,318,627,14,8,23,2495,2219,4720
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,4,6,0,0,0,23,11,30
SAL51536,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,404,354,755,32,17,54,12,3,11,3,0,3,0,0,0,9,8,21,13,23,39,498,407,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,3,12,0,0,0,0,0,0,0,0,0,0,0,4,35,38,70,92,69,161,11,5,16,641,523,1161
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7
SAL51538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,18,8,28
SAL51539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7
SAL51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,135,293,15,5,24,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,188,144,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,22,31,24,32,54,0,0,0,221,199,415
SAL51541,55,50,101,8,8,19,0,0,0,0,0,0,4,0,5,612,566,1178,33,31,63,5,0,5,0,0,0,10,0,11,24,6,26,3,12,21,766,677,1438,27,20,48,0,0,0,0,0,0,7,10,15,0,0,0,0,0,0,33,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,47,35,78,7,0,10,0,0,0,0,0,0,9,6,10,70,91,167,83,148,229,0,0,4,966,956,1924
