SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,8,20
SAL51433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,19,3,3,5,0,0,0,0,0,0,0,0,0,3,0,3,17,26,41,30,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,34,43,79
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,10,4,11
SAL51435,59,64,120,48,14,64,0,0,0,0,0,0,5,3,5,1744,1603,3354,129,96,229,24,0,27,14,0,14,3,3,5,74,5,71,20,14,30,2121,1801,3923,26,19,41,0,0,0,0,0,0,47,36,84,3,8,8,0,0,4,78,61,142,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,9,23,13,38,111,79,185,18,3,25,3,0,3,0,0,0,21,7,29,120,239,356,274,328,601,12,5,15,2659,2459,5120
SAL51436,0,0,0,8,8,15,0,0,0,0,0,0,0,3,3,268,243,512,23,18,45,0,0,4,0,0,4,8,3,13,7,0,7,0,4,8,324,282,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,9,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,11,25,35,37,49,87,0,0,0,374,358,732
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,5
SAL51438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,10,0,0,0,15,9,25
SAL51439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,11,0,0,0,25,14,44
SAL51440,0,0,0,73,13,89,0,0,0,0,0,0,0,0,0,43,3,50,20,13,34,4,0,4,0,0,0,0,0,0,56,8,65,25,24,48,221,64,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,12,3,15,13,3,18,0,0,0,3,0,3,0,0,0,7,0,7,0,0,0,6,0,6,4,0,10,250,69,320
SAL51441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,23,14,33
SAL51442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,53,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,32,32,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,3,4,9,0,3,4,53,47,99
SAL51443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,6,6,17
SAL51444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,14,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,4,18,15,30
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,5,9,16,29,10,39,0,0,0,0,0,0,0,0,3,1098,968,2061,60,61,125,14,0,14,6,0,6,7,0,7,49,8,56,22,7,30,1281,1067,2353,4,3,9,0,0,0,0,0,0,20,14,38,0,0,5,0,0,0,28,15,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,6,7,13,34,24,60,0,0,9,0,0,0,0,0,0,4,0,8,104,180,281,198,214,411,4,0,5,1629,1491,3118
SAL51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,17,3,0,0,0,0,0,23,20,44
SAL51448,116,126,239,116,94,206,5,0,6,0,0,0,29,19,47,4112,3224,7333,245,298,544,62,0,62,20,0,22,19,0,22,112,27,139,33,37,75,4861,3827,8693,76,86,162,0,0,0,0,0,0,44,47,89,10,7,13,0,0,0,130,142,277,0,0,0,0,0,0,3,11,13,4,12,12,6,3,9,18,28,41,57,25,82,200,195,393,26,32,57,6,5,7,3,0,4,30,33,66,206,294,504,558,687,1245,30,12,43,5891,5053,10944
SAL51449,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,45,37,86,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,56,50,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,10,0,0,4,63,54,122
SAL51450,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,12,11,24,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,18,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,17,0,0,0,0,0,0,31,19,52
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL51452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,12,11,21
SAL51453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,15,11,29
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
SAL51456,0,0,0,200,59,259,0,0,0,0,0,0,0,0,0,351,342,697,45,37,83,10,0,9,8,0,7,6,10,14,11,8,17,37,52,87,651,517,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,3,0,3,8,6,12,3,4,10,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,3,25,34,159,92,248,9,8,13,832,656,1487
SAL51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,3,12
SAL51458,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,149,151,304,12,10,24,3,0,4,0,0,0,0,0,0,13,0,14,5,9,14,194,171,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,49,33,49,80,5,0,3,250,254,498
SAL51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,11,6,13
SAL51462,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,49,48,94,7,0,7,4,0,4,0,0,0,0,0,0,0,0,3,7,3,12,70,52,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,28,9,15,22,0,0,3,104,80,179
SAL51463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,12,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,16,19,38
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,9,0,0,0,25,17,38
SAL51467,85,53,136,15,4,24,0,0,0,0,0,0,7,4,6,819,724,1537,46,53,99,8,0,8,0,0,0,0,0,6,24,8,31,9,13,18,1006,862,1868,13,23,36,0,0,0,0,0,0,35,14,51,5,5,11,0,0,0,54,37,95,0,0,0,0,0,0,3,0,5,0,0,0,4,0,4,3,0,6,13,8,19,67,48,119,11,9,22,0,0,3,0,0,0,18,14,28,74,100,176,92,158,250,3,5,10,1265,1185,2447
SAL51468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,30,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,0,4,5,0,0,0,43,36,76
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,7,4,13,3,4,7,0,0,0,0,0,0,0,3,3,488,436,920,20,26,53,3,0,3,3,0,6,9,5,12,14,8,14,6,11,14,558,494,1053,16,7,17,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,25,10,32,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,4,0,4,29,14,37,3,4,3,0,0,0,0,0,0,3,4,7,103,104,208,69,98,168,0,4,4,760,718,1477
SAL51471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,11,12,22
SAL51472,24,32,53,131,152,285,0,0,0,0,0,0,14,15,31,1474,1352,2821,56,146,198,10,0,10,11,0,12,19,6,31,36,20,54,18,18,38,1794,1733,3525,28,49,78,0,0,0,0,0,0,11,13,24,0,3,3,0,0,0,47,64,111,0,0,0,0,0,0,8,8,22,0,4,10,0,0,6,17,22,34,13,14,27,77,94,173,13,9,27,3,0,8,0,0,0,20,12,32,116,159,280,156,251,407,13,8,24,2175,2265,4436
SAL51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,9
SAL51474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,20,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,3,0,0,0,28,20,46
SAL51475,7,13,12,25,6,31,0,0,0,0,0,0,0,0,0,480,452,933,42,32,67,22,0,22,0,0,0,0,0,5,44,10,55,6,10,17,624,527,1153,4,10,10,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,13,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,38,25,58,4,0,3,0,0,0,3,0,4,4,4,9,34,75,111,149,114,263,4,5,8,860,739,1596
SAL51476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,3,0,0,0,19,14,32
SAL51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,0,0,0,6,11,18
SAL51478,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,62,46,104,3,5,11,0,0,0,3,0,3,0,0,0,0,0,3,14,4,23,91,57,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,35,12,10,21,0,0,0,123,84,210
SAL51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14
SAL51480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,42,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,41,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,17,0,6,4,0,0,6,53,37,91
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,88,90,175,3,0,6,13,0,13,0,0,0,0,0,0,0,0,0,8,5,9,117,92,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,14,27,13,18,27,0,0,0,137,128,264
SAL51483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,17,17,34
SAL51484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,25,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,27,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,17,4,0,4,46,24,73
SAL51485,0,0,0,15,3,19,0,0,0,0,0,0,0,0,0,356,329,687,41,34,69,0,0,0,0,0,0,8,0,8,6,4,9,6,0,6,432,373,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,9,3,11,11,0,14,15,4,19,0,0,0,0,0,0,4,0,4,3,0,3,4,10,17,49,52,105,0,0,0,516,440,953
SAL51486,0,0,0,5,0,9,0,0,0,0,0,0,0,4,3,193,193,382,20,21,40,0,0,3,5,0,5,6,0,6,0,0,0,0,0,6,233,219,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,14,10,17,32,34,63,0,0,0,283,259,551
