SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL50001,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,7,0,5,8,17,12,4,0,0,48
SAL50002,4,3,4,6,3,3,0,0,0,20,0,0,0,9,8,4,3,0,0,21,56,40,84,150,158,106,36,0,0,625
SAL50003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,8,14,5,0,0,46
SAL50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,8,0,0,28
SAL50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,14
SAL50006,5,0,7,4,4,5,0,0,0,20,0,0,5,3,6,3,4,0,0,19,32,33,100,87,138,188,87,6,0,665
SAL50007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,5,0,0,0,25
SAL50008,3,15,41,37,41,35,7,0,0,188,5,35,52,34,36,46,9,0,0,218,199,400,743,763,830,800,169,15,3,3922
SAL50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50010,0,7,10,13,10,8,4,3,0,49,0,8,6,17,20,9,0,4,0,64,94,127,240,343,354,249,56,11,0,1471
SAL50011,15,22,98,63,39,23,0,0,0,258,11,24,58,63,31,20,3,0,0,217,252,470,1622,1414,1026,478,85,4,0,5356
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4,0,0,15
SAL50013,3,0,0,4,8,5,0,0,0,20,0,0,0,0,4,0,0,0,0,8,33,22,34,60,75,65,13,0,0,303
SAL50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,11,13,3,0,0,54
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9
SAL50016,0,0,3,4,3,4,0,0,0,16,0,0,0,0,5,3,0,0,0,18,26,18,33,69,80,69,21,0,0,315
SAL50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,3,9,0,0,44
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50019,0,0,0,4,0,4,0,0,0,7,0,0,5,0,3,0,0,0,0,10,8,12,26,26,26,24,17,0,0,133
SAL50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,0,0,0,29
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,3,15,20,22,20,22,12,3,0,118,8,12,43,43,35,23,13,9,0,173,184,342,614,736,735,638,289,59,3,3594
SAL50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,0,9,8,0,0,0,31
SAL50024,0,8,8,16,14,10,7,0,0,55,3,3,15,21,21,14,9,0,0,95,143,224,350,546,521,376,138,24,0,2325
SAL50025,0,0,4,6,6,5,0,0,0,16,4,0,0,6,3,5,0,0,0,15,20,15,33,54,77,74,19,0,0,297
SAL50026,3,24,54,43,35,25,13,0,0,198,23,39,70,70,65,35,13,3,0,314,228,513,1019,961,902,805,228,24,5,4686
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,25
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,3,9,0,0,0,36
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,11,13,0,0,0,39
SAL50031,6,9,11,12,9,15,0,0,0,62,0,4,13,12,21,12,9,0,0,75,62,130,314,306,349,331,100,27,0,1612
SAL50032,3,4,13,11,12,10,0,0,0,53,0,4,25,16,7,12,0,0,0,65,50,114,308,315,306,177,43,9,0,1332
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,0,3,12,6,6,3,0,0,0,19,0,3,9,8,0,8,6,0,0,29,26,58,171,150,144,74,28,3,0,664
SAL50035,5,5,13,16,14,14,10,0,0,83,11,11,16,32,29,22,6,0,0,131,243,308,436,663,870,601,182,32,6,3343
SAL50036,21,27,35,38,53,19,8,0,0,198,24,28,43,48,64,31,12,0,0,245,455,512,866,1221,1418,678,125,7,0,5282
SAL50037,6,9,42,47,20,0,0,0,0,121,9,14,38,62,41,15,3,0,0,177,192,265,705,1283,741,278,79,0,0,3537
SAL50038,0,0,5,0,0,3,0,0,0,12,0,0,0,5,10,6,0,0,0,21,18,18,54,76,118,136,56,11,3,506
SAL50039,22,32,82,57,47,36,12,0,0,292,25,30,75,63,35,33,8,0,0,278,555,561,1544,1872,1586,1163,252,19,5,7549
SAL50040,20,32,131,74,54,21,9,0,0,341,14,38,92,85,53,27,7,0,0,315,417,662,2155,2108,1365,715,140,12,0,7580
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,13,3,3,0,0,25
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,13
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,0,0,0,25
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,17
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50048,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,6,0,25,19,21,21,11,3,0,102
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,5,0,0,0,21
SAL50051,5,5,6,14,15,0,3,0,0,40,3,5,6,5,3,0,0,0,0,30,31,32,77,108,143,89,47,3,3,539
SAL50052,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,10,14,9,12,12,25,22,6,7,0,97
SAL50053,8,21,78,56,32,38,6,3,0,249,7,28,61,66,39,31,7,4,0,242,222,428,1479,1373,977,710,229,26,0,5446
SAL50054,49,75,205,175,128,68,15,0,0,712,43,68,225,211,160,93,18,3,0,822,1193,1621,4960,4805,3576,1956,351,20,0,18478
SAL50055,8,42,121,71,36,23,6,0,0,312,13,52,166,112,76,36,9,0,0,473,174,660,2147,1529,937,578,156,13,0,6202
SAL50056,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,14,10,30,39,43,64,35,6,0,230
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,10
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,12,12,6,0,0,42
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,23,50,109,114,103,79,14,0,0,494,31,63,109,121,118,107,26,0,0,564,539,966,1698,1700,1929,1919,386,22,4,9154
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,4,0,16
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,5,0,0,24
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,0,19
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,12,0,0,0,37
SAL50066,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,6,11,5,30,47,48,38,6,0,0,182
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,26,25,14,0,0,0,106
SAL50068,0,8,6,6,16,5,0,0,0,52,6,5,9,9,10,4,3,0,0,45,58,88,131,123,159,140,40,3,0,742
SAL50069,18,33,111,70,42,17,4,0,0,293,20,33,94,101,50,27,0,0,0,331,333,540,1815,1646,1003,497,84,3,0,5924
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,12,7,3,4,0,39
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,3,4,0,20
SAL50075,0,3,5,0,6,9,0,0,0,21,5,5,0,0,4,0,0,0,0,7,50,46,46,73,123,90,23,3,0,448
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
SAL50077,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,17,9,15,31,43,37,9,11,0,164
SAL50078,6,20,49,42,31,25,8,0,0,187,7,20,49,63,52,48,11,0,0,254,239,443,1169,1327,1236,953,250,24,0,5641
SAL50079,4,3,13,16,16,4,7,0,0,68,4,12,18,16,9,8,0,5,0,62,121,181,288,436,454,298,92,12,0,1877
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,7,6,25,32,15,13,0,0,0,92,10,9,23,41,23,12,3,0,0,127,169,126,585,736,500,199,31,0,0,2347
SAL50082,3,3,10,15,17,11,3,0,0,60,5,3,8,11,13,6,0,0,0,57,118,111,267,300,337,276,72,10,0,1496
SAL50083,4,22,76,64,49,45,18,0,0,285,14,26,85,81,52,47,13,3,0,323,347,649,1971,2068,1730,1238,347,26,0,8368
SAL50084,6,0,4,3,0,4,0,0,0,18,0,0,0,0,7,4,0,0,0,18,42,37,162,129,148,114,23,0,0,655
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,17,21,6,0,0,67
SAL50086,12,8,19,21,27,16,5,3,0,108,0,12,29,24,22,16,9,0,0,121,138,208,486,603,637,469,146,5,3,2693
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,4,0,0,30
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,13,0,0,0,0,40
SAL50090,8,38,67,49,36,21,5,0,0,216,5,35,73,69,38,29,9,0,0,262,194,515,1271,1187,764,467,120,9,0,4524
SAL50091,9,6,20,25,33,27,8,0,0,118,7,10,32,31,16,19,3,4,0,118,130,241,609,756,648,475,122,9,3,2999
SAL50092,6,10,10,9,20,19,5,0,0,64,3,5,20,9,27,13,0,0,0,86,136,155,164,311,455,323,77,13,0,1630
SAL50093,11,18,51,59,38,36,5,0,0,229,9,31,62,60,52,42,10,0,0,269,219,414,825,880,830,737,222,10,0,4142
SAL50094,3,0,0,3,0,0,0,0,0,9,0,0,0,6,3,0,0,0,0,10,15,7,6,16,21,14,5,0,0,70
SAL50095,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,17,4,3,0,0,0,0,41
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,0,12
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,10,16,0,0,58
SAL50098,20,21,83,49,36,31,3,0,0,243,9,23,53,49,40,21,0,0,0,209,294,406,1115,1232,993,607,115,4,0,4767
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,12
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,12,10,11,0,0,64
SAL50101,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,0,4,0,5,6,11,21,11,11,6,0,69
SAL50102,5,11,27,23,7,13,3,0,0,89,8,3,26,22,25,6,4,0,0,98,116,148,521,543,402,353,100,7,0,2182
SAL50103,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,14,11,5,11,33,43,13,0,0,133
SAL50104,0,4,8,7,12,5,3,0,0,36,0,4,7,12,3,7,0,0,0,40,32,75,148,169,143,137,39,7,0,740
SAL50105,4,13,44,37,25,13,7,0,0,149,7,29,55,34,48,22,6,0,0,186,125,394,1089,829,619,430,123,11,0,3607
SAL50106,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,13,16,19,19,25,7,3,0,101
SAL50107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,12,8,15,31,23,5,4,0,103
SAL50108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,3,0,0,14
SAL50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,15,19,14,8,11,0,79
SAL50110,6,12,34,38,30,14,3,0,0,148,13,17,61,53,32,26,4,0,0,207,185,291,657,736,612,397,90,0,0,2964
SAL50111,10,37,32,28,13,7,0,0,0,125,13,51,109,49,14,21,0,3,3,265,218,931,1549,736,349,259,75,16,3,4131
SAL50112,0,0,0,7,9,3,0,0,0,30,0,4,0,5,5,5,0,0,0,31,47,61,123,135,161,142,58,10,0,736
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,4,0,0,31
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,3,18,37,41,19,8,0,0,0,119,7,16,57,51,34,16,0,0,0,184,179,284,749,951,619,243,45,0,0,3070
SAL50116,0,0,0,6,0,0,3,0,0,10,0,0,5,3,0,8,0,0,0,19,15,16,37,70,74,89,55,9,0,370
SAL50117,8,10,15,23,32,26,7,0,0,124,8,11,17,27,32,23,6,0,0,127,198,263,491,552,676,632,139,14,0,2970
SAL50118,0,0,0,5,0,4,0,0,0,11,0,0,3,0,4,0,0,0,0,13,25,38,43,56,95,89,28,0,0,373
SAL50119,3,7,23,25,22,13,9,0,0,105,12,11,22,35,42,37,8,4,0,163,238,313,548,693,802,700,229,25,0,3553
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50121,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,3,5,15,22,22,13,0,0,80
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,10
SAL50123,0,6,3,10,8,3,0,0,0,28,3,6,10,18,8,7,0,3,0,42,38,57,233,242,141,91,22,4,0,828
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,8,5,0,0,0,38
SAL50126,0,0,5,4,0,0,0,0,0,14,0,0,3,9,4,5,0,0,0,17,20,18,59,85,126,126,44,9,0,491
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50129,4,0,0,5,3,3,5,0,0,18,0,0,7,5,4,0,3,0,0,20,41,46,103,131,153,128,37,0,0,643
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,10,3,0,0,39
SAL50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,12,3,3,0,0,38
SAL50132,0,3,4,4,3,3,0,0,0,16,0,6,9,6,6,0,3,0,0,26,39,48,87,113,157,132,61,5,3,639
SAL50133,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,8,0,0,36
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,3,0,0,23
SAL50135,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,8,3,0,0,28
SAL50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,21
SAL50137,0,0,5,6,0,5,0,0,0,18,0,0,3,0,3,4,0,3,0,15,14,31,82,114,108,133,31,7,0,521
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,0,0,20
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,10,0,0,25
SAL50140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,10,14,23,13,6,0,75
SAL50141,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,7,0,0,25
SAL50142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,5,3,12,34,17,8,0,0,86
SAL50143,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,15,14,27,12,0,0,0,81
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,16,13,15,3,0,0,68
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,15
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,25
SAL50148,8,12,19,11,18,14,9,0,0,84,4,11,26,21,18,20,4,0,0,113,190,277,411,589,659,473,130,10,0,2743
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,0,0,12
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,11,4,3,0,58
SAL50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,3,0,0,0,21
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,4,4,0,22
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,17
SAL50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,15
SAL50157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,8,18,5,5,0,59
SAL50158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,10,6,5,0,0,42
SAL50159,9,22,36,12,15,11,0,0,0,109,10,6,31,28,31,17,8,0,0,141,118,217,461,453,454,414,109,8,0,2234
SAL50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,6,0,0,27
SAL50161,5,0,0,5,0,3,0,0,0,13,0,0,3,4,11,3,0,0,0,15,16,22,43,71,84,95,29,3,0,366
SAL50162,0,0,0,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,4,24,17,12,52,64,53,16,0,0,237
SAL50163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,18,5,5,0,0,39
SAL50164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,4,0,0,0,40
SAL50165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,11,10,12,4,0,52
SAL50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,22
SAL50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,15,7,3,0,0,41
SAL50168,0,4,0,0,8,8,4,0,0,19,0,0,7,4,0,4,0,0,0,13,24,27,72,72,83,60,27,3,0,366
SAL50169,0,3,0,5,5,5,0,0,0,17,0,3,0,9,10,9,0,0,0,34,38,35,73,139,138,158,36,5,0,617
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,11,0,0,0,0,22
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,15
SAL50172,0,0,0,4,4,4,0,0,0,17,0,0,9,5,4,0,7,0,0,20,14,34,48,70,81,88,28,16,0,368
SAL50173,3,22,92,39,21,9,0,0,0,199,12,16,91,87,30,12,0,0,0,251,182,394,1998,1422,576,245,33,0,0,4852
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,8,7,13,15,3,0,0,58
SAL50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,19
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,0,0,0,15
SAL50177,0,0,0,0,5,3,0,0,0,7,0,0,0,3,0,4,0,0,0,3,3,13,35,41,37,50,26,0,0,204
SAL50178,0,8,8,3,3,7,5,0,0,37,3,9,8,7,3,6,0,0,0,41,64,111,221,213,238,149,45,7,0,1040
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,4,0,10,0,8,4,8,0,0,39,0,3,3,3,3,9,0,0,0,35,67,64,175,224,325,307,116,14,0,1289
SAL50181,0,5,3,6,4,0,0,0,0,17,5,0,3,8,12,10,4,0,0,42,41,50,63,113,150,118,32,4,0,573
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13
SAL50183,6,8,8,13,13,10,3,0,0,60,0,5,7,15,19,8,3,0,0,53,124,94,263,363,396,289,131,13,0,1670
SAL50184,3,0,0,6,7,4,0,0,0,21,0,0,5,9,10,0,0,0,0,24,40,32,58,119,113,71,9,0,0,453
SAL50185,0,0,0,0,7,4,0,0,0,10,0,0,6,8,6,4,3,0,0,21,14,21,80,58,82,69,21,3,0,354
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50187,0,6,18,11,8,0,0,0,0,54,0,10,18,16,14,4,0,0,0,62,74,127,273,282,223,155,25,0,0,1154
SAL50188,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,7,16,12,37,28,16,6,0,126
SAL50189,0,0,0,4,0,0,3,0,0,8,0,0,8,0,0,0,0,0,0,14,8,12,46,49,63,66,35,9,0,288
SAL50190,4,4,16,14,17,13,6,0,0,79,5,8,33,33,26,16,0,0,0,118,92,98,374,364,331,260,103,9,0,1637
SAL50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,15,11,20,13,4,0,0,68
SAL50192,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,13,14,14,20,8,3,0,76
SAL50193,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,5,14,32,17,14,10,0,0,89
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,15,13,7,0,0,58
SAL50196,0,0,0,5,0,7,0,0,0,9,0,0,3,6,0,0,0,0,0,8,9,21,45,73,60,59,29,10,0,298
SAL50197,0,3,6,5,6,0,0,0,0,26,3,0,3,3,5,6,9,0,0,22,37,45,72,87,122,103,35,6,3,505
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,4,0,16
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,4,0,25
SAL50200,0,9,17,16,10,3,0,0,0,61,9,7,30,25,17,11,0,0,0,94,77,153,417,421,299,217,41,0,0,1624
SAL50201,11,6,10,25,22,14,10,0,0,101,3,13,26,41,34,19,14,0,0,155,185,295,484,877,816,539,237,30,0,3477
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,12,11,4,0,0,54
SAL50204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,18,13,20,3,0,0,78
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,0,0,0,12
