SAL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SAL51225,16,138,203,98,68,520,4,523
SAL51226,0,54,102,25,10,194,3,188
SAL51227,4,30,28,9,10,77,6,88
SAL51228,0,6,12,0,3,18,0,17
SAL51229,0,9,5,0,0,13,0,13
SAL51230,1383,3348,988,146,51,5919,83,5999
SAL51231,0,0,0,0,0,0,0,0
SAL51232,0,8,20,9,16,53,0,52
SAL51233,0,0,0,3,0,7,0,7
SAL51234,31,1053,2627,641,219,4565,31,4598
SAL51235,0,5,6,3,5,21,0,15
SAL51236,46,314,337,111,54,872,21,890
SAL51237,9,28,61,54,43,203,6,203
SAL51238,0,3,6,0,5,16,0,17
SAL51239,0,35,18,5,10,68,8,71
SAL51240,0,7,15,22,17,66,0,67
SAL51241,0,0,9,0,0,15,0,15
SAL51242,0,0,0,3,0,4,0,4
SAL51243,0,0,3,3,6,18,0,20
SAL51244,21,122,109,36,22,311,7,315
SAL51245,0,9,16,16,24,75,6,80
SAL51246,0,4,7,7,8,27,0,27
SAL51247,70,670,637,249,155,1778,42,1824
SAL51248,3,64,114,82,62,328,10,340
SAL51249,0,0,3,4,0,7,0,7
SAL51250,0,4,9,6,10,29,0,29
SAL51251,5,0,5,4,4,14,3,13
SAL51252,0,8,10,3,13,32,0,32
SAL51253,7,8,0,0,0,15,0,20
SAL51254,0,23,44,9,7,85,4,95
SAL51255,0,26,29,12,21,85,0,87
SAL51256,3,20,52,28,27,135,3,135
SAL51257,6,23,20,3,5,55,0,55
SAL51258,30,240,214,70,24,582,16,599
SAL51259,35,399,592,200,95,1320,23,1344
SAL51260,114,1349,1888,713,352,4414,73,4488
SAL51261,0,0,0,0,0,0,0,0
SAL51262,3,47,43,12,3,111,0,111
SAL51263,0,9,21,11,10,54,0,54
SAL51264,0,20,35,6,8,67,5,69
SAL51265,0,0,0,0,0,0,0,0
SAL51266,0,0,5,3,0,7,0,8
SAL51267,0,0,0,0,0,0,0,0
SAL51268,7,83,75,30,18,212,3,215
SAL51269,0,3,10,3,4,27,0,27
SAL51270,0,19,58,47,18,148,0,148
SAL51271,160,936,907,287,142,2436,48,2486
SAL51272,0,6,9,7,3,30,0,30
SAL51273,0,0,0,6,0,8,0,8
SAL51274,0,0,3,4,0,7,0,10
SAL51275,5,134,237,83,54,517,10,531
SAL51276,0,4,7,0,0,16,0,16
SAL51277,0,25,23,6,0,60,0,63
SAL51278,87,807,1284,530,286,2986,35,3026
SAL51279,3,18,28,14,8,69,0,70
SAL51280,62,280,181,66,28,616,20,632
SAL51281,7,60,73,29,28,203,3,211
SAL51282,30,376,324,146,76,950,13,963
SAL51283,0,0,0,0,3,3,0,3
SAL51284,0,0,3,6,5,11,0,11
SAL51285,0,3,10,7,6,24,0,24
SAL51286,0,0,6,0,0,12,0,12
SAL51287,164,709,681,202,79,1830,26,1863
SAL51288,0,3,21,11,0,39,0,39
SAL51289,0,8,25,16,16,63,0,66
SAL51290,0,0,4,3,3,16,0,15
SAL51291,0,0,0,0,0,0,0,4
SAL51292,0,4,0,0,3,8,0,8
SAL51293,0,10,30,25,21,86,0,86
SAL51294,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0
SAL51296,69,598,609,184,111,1580,25,1604
SAL51297,0,0,14,12,7,33,0,33
SAL51298,61,666,946,268,124,2073,14,2086
SAL51299,426,2347,1550,332,148,4808,64,4873
SAL51300,0,35,86,64,47,236,3,241
SAL51301,619,3228,2054,576,300,6785,128,6905
SAL51302,7,12,5,4,0,31,0,33
SAL51303,0,0,0,0,0,0,0,0
SAL51304,3,6,13,7,9,40,0,39
SAL51305,50,63,67,23,13,220,5,227
SAL51306,4,44,55,30,22,155,6,167
SAL51307,0,38,120,64,65,290,8,296
SAL51308,32,484,1023,509,391,2433,19,2449
SAL51309,0,16,32,11,8,74,4,74
SAL51310,0,14,25,10,15,67,0,67
SAL51311,0,0,4,0,5,9,0,9
SAL51312,54,362,495,188,104,1207,13,1218
SAL51313,0,0,0,0,0,0,0,0
SAL51314,46,3,5,0,0,52,3,61
SAL51315,0,0,10,5,7,25,0,25
SAL51316,0,4,31,13,22,75,0,75
SAL51317,0,0,3,9,7,17,0,17
SAL51318,0,3,3,6,7,18,0,21
SAL51319,117,1065,1174,468,192,3012,46,3055
SAL51320,4,5,17,13,6,50,0,55
SAL51321,27,254,386,163,87,917,0,918
SAL51322,30,225,307,86,69,718,11,730
SAL51323,6,102,171,62,36,369,4,369
SAL51324,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0
SAL51326,0,13,21,4,9,40,0,43
SAL51327,0,7,14,6,8,31,0,28
SAL51328,8,71,128,83,70,354,0,354
SAL51329,0,8,10,4,8,29,0,33
SAL51330,291,3334,2984,662,268,7541,100,7639
SAL51331,0,0,0,0,0,0,0,0
SAL51332,0,33,65,38,26,168,8,168
SAL51333,0,6,7,0,0,18,0,22
SAL51334,0,3,6,9,3,15,0,18
SAL51335,0,0,11,13,3,24,0,24
SAL51336,0,17,12,6,0,39,0,42
SAL51337,40,902,1764,737,400,3843,34,3872
SAL51338,0,20,23,10,10,60,5,64
SAL51339,13,179,286,175,182,837,17,854
SAL51340,104,989,1599,536,311,3545,43,3589
SAL51341,0,3,14,5,3,25,0,25
SAL51342,0,62,117,44,18,241,0,240
SAL51343,0,0,3,0,0,9,0,9
SAL51344,0,0,0,0,0,0,0,0
SAL51345,50,500,771,239,131,1694,7,1701
SAL51346,140,837,607,142,44,1763,17,1776
SAL51347,0,0,0,0,0,0,0,0
SAL51348,136,780,637,171,88,1811,27,1836
SAL51349,0,3,0,0,0,0,0,0
SAL51350,0,3,7,7,4,23,0,23
SAL51351,17,195,223,68,42,549,6,558
SAL51352,11,307,489,165,75,1049,4,1053
SAL51353,11,102,113,31,19,281,7,283
SAL51354,18,333,608,241,125,1323,12,1336
SAL51355,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0
SAL51357,0,0,10,8,5,19,0,19
SAL51358,0,0,0,0,0,0,0,0
SAL51359,39,347,545,225,155,1312,33,1345
SAL51360,65,599,1250,490,287,2685,55,2740
SAL51361,0,0,0,0,0,6,0,6
SAL51362,17,141,148,62,41,413,12,421
SAL51363,215,1492,1374,362,172,3617,51,3669
SAL51364,0,5,4,0,0,9,0,9
SAL51365,22,123,115,26,14,307,12,321
SAL51366,0,0,0,6,3,8,0,8
SAL51367,0,5,9,7,0,20,0,20
SAL51368,102,645,480,140,64,1423,13,1438
SAL51369,0,0,0,6,4,3,0,3
SAL51370,0,14,17,10,6,44,0,48
SAL51371,27,402,648,204,91,1380,11,1391
SAL51372,208,1005,1367,505,206,3301,83,3377
SAL51373,74,501,578,229,119,1505,34,1541
SAL51374,0,0,4,0,0,4,0,4
SAL51375,0,4,10,3,7,30,0,30
SAL51376,0,0,5,0,0,8,0,8
SAL51377,85,677,858,325,164,2108,25,2129
SAL51378,0,0,8,0,3,7,0,7
SAL51379,3,7,0,0,0,19,0,17
SAL51380,0,0,9,0,5,13,0,13
SAL51381,328,2654,1934,451,190,5558,70,5625
SAL51382,0,16,23,6,9,54,0,52
SAL51383,0,0,9,3,8,18,0,18
SAL51384,0,3,0,0,0,9,0,9
SAL51385,0,6,15,4,9,38,0,38
SAL51386,0,0,10,3,0,17,0,17
SAL51387,0,0,5,0,0,9,0,9
SAL51388,0,0,0,3,0,6,0,6
SAL51389,0,0,0,0,0,0,0,3
SAL51390,19,475,605,219,117,1436,16,1453
SAL51391,0,10,15,6,6,41,0,41
SAL51392,0,6,4,3,9,28,0,28
SAL51393,16,93,92,27,20,245,11,257
SAL51394,46,844,1874,694,373,3822,36,3866
SAL51395,49,274,224,92,43,688,29,711
SAL51396,253,1737,1626,497,290,4403,58,4471
SAL51397,117,625,467,134,54,1401,24,1426
SAL51398,3,23,8,8,3,45,0,42
SAL51399,0,17,31,29,15,86,0,91
SAL51400,0,0,0,0,0,0,0,0
SAL51401,174,56,26,13,7,274,3,278
SAL51402,166,740,711,198,104,1915,26,1937
SAL51403,0,3,10,8,7,24,0,24
SAL51404,0,16,42,34,50,151,0,150
SAL51405,132,938,1661,573,300,3595,29,3618
SAL51406,0,6,21,18,4,55,5,61
SAL51407,0,0,0,0,0,0,0,0
SAL51408,13,161,343,204,149,870,3,872
SAL51409,0,0,0,0,0,0,0,0
SAL51410,3,61,178,74,76,384,0,387
SAL51411,3,31,107,60,62,259,5,261
SAL51412,0,0,3,0,0,4,0,4
SAL51413,53,471,445,176,60,1207,18,1228
SAL51414,4,4,3,0,0,15,0,15
SAL51415,51,25,5,0,0,88,3,86
SAL51416,460,2304,1321,264,88,4440,31,4482
SAL51417,151,1318,1750,529,229,3979,51,4026
SAL51418,0,0,17,6,5,28,0,28
SAL51419,14,202,268,59,31,574,5,584
SAL51420,197,1036,1147,460,278,3119,38,3158
SAL51421,26,405,764,214,105,1504,13,1519
SAL51422,0,8,20,9,13,46,0,46
SAL51423,0,0,6,0,0,9,0,12
SAL51424,0,3,15,9,10,43,0,47
SAL51425,0,0,5,0,0,4,0,4
SAL51426,0,3,3,0,3,10,0,10
SAL51427,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0
SAL51430,6,41,23,20,3,93,9,104
SAL51431,0,31,15,7,0,53,5,58
SAL51432,0,0,3,0,0,6,0,6
SAL51433,61,28,4,0,0,100,0,100
SAL51434,0,0,0,3,6,5,0,5
SAL51435,61,786,1395,506,292,3036,23,3066
SAL51436,13,164,222,93,14,512,4,516
SAL51437,0,0,0,5,0,3,0,3
SAL51438,0,0,0,9,3,11,0,11
SAL51439,0,7,8,11,3,29,0,29
SAL51440,24,21,6,0,0,54,0,52
SAL51441,0,3,7,3,5,15,0,15
SAL51442,0,20,33,23,16,82,0,85
SAL51443,0,0,0,3,0,8,0,8
SAL51444,0,5,5,4,7,22,0,22
SAL51445,0,0,0,0,0,0,0,0
SAL51446,12,361,838,378,253,1839,19,1852
SAL51447,0,5,10,9,8,34,0,34
SAL51448,328,2718,3336,1233,687,8300,104,8401
SAL51449,6,54,43,9,8,122,4,122
SAL51450,0,4,6,3,10,31,0,31
SAL51451,0,0,0,0,0,0,0,0
SAL51452,0,0,11,0,0,8,0,8
SAL51453,0,5,10,10,3,22,0,28
SAL51454,0,0,0,0,0,0,0,0
SAL51455,11,4,0,0,0,17,4,16
SAL51456,15,298,327,126,49,808,13,816
SAL51457,0,0,0,3,0,9,0,9
SAL51458,28,204,186,61,66,539,42,581
SAL51459,0,3,4,0,3,8,0,8
SAL51460,0,0,0,0,0,0,0,0
SAL51461,0,0,3,0,4,11,0,11
SAL51462,4,11,51,17,24,111,0,116
SAL51463,0,9,12,7,4,30,0,30
SAL51464,0,3,0,0,0,3,0,3
SAL51465,0,0,0,0,0,0,0,0
SAL51466,4,24,13,11,3,55,0,55
SAL51467,12,434,801,154,71,1474,10,1483
SAL51468,0,7,21,8,10,45,4,49
SAL51469,0,0,0,0,0,0,0,0
SAL51470,23,253,456,163,99,992,6,1001
SAL51471,0,0,4,4,5,12,0,12
SAL51472,270,1890,1106,214,78,3556,44,3599
SAL51473,0,0,0,0,3,5,0,5
SAL51474,0,3,9,9,7,24,0,25
SAL51475,35,443,539,191,116,1330,23,1350
SAL51476,0,7,13,0,0,24,0,24
SAL51477,0,0,4,0,0,12,0,12
SAL51478,0,13,46,30,27,113,0,116
SAL51479,0,0,0,0,0,0,0,0
SAL51480,0,9,24,21,7,61,0,61
SAL51481,0,0,0,0,0,0,0,0
SAL51482,4,36,73,44,45,209,0,206
SAL51483,0,4,5,9,0,17,0,23
SAL51484,0,16,15,0,0,34,4,45
SAL51485,38,276,316,96,52,779,54,827
SAL51486,20,186,187,63,24,484,7,495
SAL51487,0,0,0,0,0,0,0,0
SAL51488,0,0,7,0,0,16,0,17
SAL51489,3,232,436,134,111,919,9,922
SAL51490,416,2094,1253,256,104,4122,60,4185
SAL51491,0,0,0,0,0,0,0,0
SAL51492,8,76,110,38,22,265,6,268
SAL51493,0,0,0,0,0,0,0,0
SAL51494,24,173,205,62,39,498,3,505
SAL51495,0,0,12,8,4,31,0,27
SAL51496,0,0,3,0,4,8,0,9
SAL51497,0,0,9,0,0,13,0,13
SAL51498,0,0,6,5,4,19,0,19
SAL51499,0,5,8,4,9,21,0,21
SAL51500,14,243,359,124,104,853,16,871
SAL51501,40,199,208,81,44,567,11,580
SAL51502,186,1480,1814,651,322,4451,64,4516
SAL51503,0,0,4,3,4,14,0,14
SAL51504,0,4,11,3,0,21,0,21
SAL51505,0,22,26,20,20,83,0,86
SAL51506,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0
SAL51508,4,93,127,74,51,344,3,348
SAL51509,0,0,10,0,7,15,0,15
SAL51510,6,91,73,19,6,196,5,199
SAL51511,0,7,6,6,4,20,0,20
SAL51512,0,0,4,3,0,13,0,13
SAL51513,0,0,0,0,0,0,0,0
SAL51514,0,0,8,0,4,11,0,11
SAL51515,0,0,5,4,0,6,0,6
SAL51516,18,4,4,0,0,25,10,33
SAL51517,0,0,0,0,3,3,0,3
SAL51518,7,23,48,28,22,125,0,127
SAL51519,19,414,740,200,107,1479,14,1485
SAL51520,0,0,9,4,3,23,0,23
SAL51521,19,371,670,232,80,1381,11,1394
SAL51522,0,11,14,7,7,48,0,49
SAL51523,0,4,7,7,3,20,0,20
SAL51524,0,3,18,4,12,39,0,43
SAL51525,20,508,684,211,105,1533,38,1573
SAL51526,240,1492,1663,679,423,4495,75,4560
SAL51527,0,0,3,9,6,22,0,22
SAL51528,16,13,3,0,0,37,0,41
SAL51529,0,7,22,10,15,50,5,53
SAL51530,84,28,10,4,0,129,5,129
SAL51531,0,0,0,3,0,13,0,13
SAL51532,0,4,8,0,5,22,0,22
SAL51533,33,29,11,9,6,76,14,94
SAL51534,194,1322,1550,536,284,3897,46,3941
SAL51535,0,7,13,0,9,19,0,19
SAL51536,49,332,410,177,115,1082,28,1108
SAL51537,0,0,0,0,3,6,0,6
SAL51538,0,3,3,0,6,18,0,18
SAL51539,0,4,0,0,0,9,0,9
SAL51540,0,35,107,59,50,261,0,261
SAL51541,55,518,645,185,96,1498,9,1513
SAL51542,0,13,15,6,3,31,9,41
SAL51543,0,0,3,5,5,10,0,10
SAL51544,18,203,385,139,74,825,7,831
SAL51545,0,12,26,10,10,55,3,61
SAL51546,13,154,250,74,40,536,10,543
SAL51547,5,7,21,7,9,45,0,53
SAL51548,0,0,4,8,4,18,4,19
SAL51549,20,406,928,330,206,1888,18,1907
SAL51550,0,37,56,34,38,167,0,162
SAL51551,0,4,4,0,0,10,0,10
SAL51552,7,24,17,11,0,50,0,50
SAL51553,0,0,8,0,0,12,0,7
SAL51554,0,7,9,4,11,25,0,31
SAL51555,4,3,12,6,9,31,3,34
SAL51556,0,3,0,4,4,12,0,12
SAL51557,0,0,0,0,0,0,0,0
SAL51558,162,1431,2102,589,271,4556,54,4609
SAL51559,0,4,4,0,0,14,0,16
SAL51560,0,0,0,0,0,0,0,0
SAL51561,0,9,23,11,9,54,0,54
SAL51562,0,5,9,4,9,24,0,24
SAL51563,3,0,0,0,0,4,0,6
SAL51564,327,2115,1752,364,183,4742,42,4790
SAL51565,51,663,1122,324,154,2323,20,2342
SAL51566,0,0,3,5,8,15,0,15
SAL51567,3,135,272,83,34,528,4,536
SAL51568,0,0,3,3,0,9,0,9
SAL51569,185,1497,1253,459,196,3591,53,3643
SAL51570,0,0,0,0,0,0,0,0
SAL51571,0,0,0,0,6,9,0,9
SAL51572,0,10,24,13,14,59,0,62
SAL51573,20,171,72,10,4,277,8,282
SAL51574,0,0,3,0,3,8,0,8
SAL51575,0,0,3,0,0,7,0,7
SAL51576,0,10,5,0,0,9,0,9
SAL51577,19,139,190,66,43,460,11,472
SAL51578,160,906,597,126,51,1838,16,1853
SAL51579,0,0,0,0,0,0,0,4
SAL51580,477,1715,610,63,42,2907,41,2949
SAL51581,0,8,16,4,8,35,0,35
SAL51582,0,15,62,30,25,132,3,133
SAL51583,0,3,5,3,9,17,3,19
SAL51584,0,6,4,5,13,27,0,27
SAL51585,5,46,72,36,50,198,7,212
SAL51586,0,34,72,34,41,184,8,190
SAL51587,0,6,10,5,10,34,0,34
SAL51588,200,1214,1042,236,95,2785,50,2837
SAL51589,4,14,19,8,10,53,0,54
SAL51590,0,4,3,3,0,10,0,10
SAL51591,0,0,0,0,0,4,0,4
SAL51592,0,65,156,60,34,317,4,320
SAL51593,84,491,502,146,53,1284,15,1297
SAL51594,0,21,76,45,20,163,5,168
SAL51595,0,0,0,0,0,0,0,0
SAL51596,0,0,0,0,0,6,0,6
SAL51597,0,5,0,0,0,14,0,14
SAL51598,0,0,3,0,0,3,0,3
SAL51599,0,0,0,0,0,0,0,0
SAL51600,6,27,65,12,15,127,0,127
SAL51601,16,120,238,87,43,506,10,512
SAL51602,0,4,3,0,0,7,0,7
SAL51603,4,3,0,0,0,6,0,6
SAL51604,0,3,3,3,3,15,0,15
SAL51605,0,0,0,0,0,3,0,3
SAL51606,0,12,10,6,5,26,0,26
SAL51607,0,0,5,0,0,5,0,5
SAL51608,0,0,6,0,0,9,0,9
SAL51609,0,0,5,6,10,14,0,14
SAL51610,201,772,813,210,102,2091,39,2125
SAL51611,14,15,4,0,5,44,0,44
SAL51612,136,1703,2848,971,457,6112,40,6159
SAL51613,0,10,22,7,6,53,0,53
SAL51614,9,88,131,85,43,348,8,354
SAL51615,11,13,21,15,0,55,0,57
SAL51616,0,38,78,45,38,201,0,207
SAL51617,163,849,924,325,181,2439,27,2470
SAL51618,9,38,15,4,7,77,5,84
SAL51619,0,16,22,14,10,66,5,69
SAL51620,0,8,5,13,15,35,3,36
SAL51621,0,3,8,0,0,8,0,15
SAL51622,0,4,30,17,13,60,0,59
SAL51623,29,395,948,379,212,1957,9,1966
SAL51624,0,25,96,21,10,157,3,160
SAL51625,119,545,389,115,52,1222,31,1257
SAL51626,0,0,0,0,0,0,0,0
SAL51627,0,0,3,0,3,3,0,3
SAL51628,0,0,0,3,0,8,0,9
SAL51629,0,13,18,16,15,63,4,66
SAL51630,0,7,6,0,4,14,0,14
SAL51631,0,0,6,5,3,17,0,17
SAL51632,11,120,152,67,13,362,3,369
SAL51633,0,0,0,4,4,9,0,9
SAL51634,0,15,23,15,9,67,3,69
SAL51635,56,328,229,74,36,716,17,734
SAL51636,0,24,35,16,10,82,0,81
SAL51637,36,199,176,53,31,489,6,498
SAL51638,92,566,658,206,110,1641,22,1657
SAL51639,0,0,0,0,0,0,0,0
SAL51640,0,48,76,41,37,200,6,207
SAL51641,76,856,1529,533,366,3359,24,3386
SAL51642,0,7,16,3,11,40,0,45
SAL51643,0,0,0,0,0,0,0,0
SAL51644,0,0,3,0,7,7,0,7
SAL51645,0,4,8,0,3,13,0,13
SAL51646,3,51,111,51,55,274,3,277
SAL51647,0,71,169,104,98,452,8,452
SAL51648,0,5,6,9,10,21,0,22
SAL51649,0,0,8,4,0,13,0,16
SAL51650,0,8,9,4,3,26,0,28
SAL51651,7,149,170,87,73,492,14,509
SAL51652,0,13,28,32,27,101,4,106
SAL51653,0,0,0,0,0,0,0,0
SAL51654,13,69,59,20,6,164,5,167
SAL51655,0,0,0,3,4,4,0,4
SAL51656,60,105,72,18,11,264,20,279
SAL51657,0,0,0,3,0,3,0,3
SAL51658,0,0,0,0,0,8,0,8
SAL51659,0,8,28,14,9,54,0,54
SAL51660,110,456,384,142,66,1162,31,1196
SAL51661,0,0,0,0,0,0,0,0
SAL51662,6,10,13,4,4,38,3,39
SAL51663,0,0,18,3,8,26,0,26
SAL51664,7,88,170,95,41,398,4,403
SAL51665,0,16,48,20,21,96,0,101
SAL51666,3,318,470,156,71,1028,9,1036
SAL51667,95,1363,1544,458,232,3697,42,3740
SAL51668,0,0,4,0,4,12,0,12
SAL51669,0,0,0,0,0,3,0,3
SAL51670,80,841,1191,432,222,2762,25,2787
SAL51671,0,14,21,13,10,53,0,54
SAL51672,0,5,0,0,0,3,0,3
SAL51673,0,0,0,3,0,6,0,6
SAL51674,0,3,9,3,4,22,0,22
SAL51675,3,47,95,32,20,204,8,206
SAL51676,0,0,0,3,0,8,0,8
SAL51677,0,4,8,3,7,25,4,30
SAL51678,0,4,11,8,7,31,0,32
SAL51679,0,0,0,0,0,0,0,0
SAL51680,0,12,19,8,7,35,0,33
SAL51681,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0
SAL51683,0,3,10,11,0,24,0,24
SAL51684,0,3,14,11,0,27,0,27
SAL51685,0,4,3,3,0,12,0,12
SAL51686,0,0,3,3,10,14,0,14
SAL51687,0,0,0,0,4,0,0,0
SAL51688,381,2500,1913,457,213,5461,52,5519
SAL51689,0,3,8,5,11,32,0,32
SAL51690,40,383,357,134,78,989,19,1004
SAL51691,0,4,3,4,6,23,0,23
SAL51692,0,7,10,3,11,34,0,31
SAL51693,0,0,0,0,0,5,0,5
SAL51694,0,4,3,0,4,10,0,10
SAL51695,3,17,56,22,14,112,0,120
SAL51696,0,0,0,4,0,4,0,4
SAL51697,0,5,0,3,0,5,0,5
SAL51698,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0
SAL59494,0,0,0,0,0,0,0,0
SAL59797,0,0,0,0,0,3,0,3
