SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL50414,0,0,0,8,4,5,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,36,0,0,0,0,0,0,26,8,36,5,0,9,45,18,68
SAL50415,13,30,42,91,111,200,0,0,0,13,12,29,0,0,0,256,314,575,0,4,4,3,6,6,10,14,18,0,0,0,0,10,7,0,0,0,9,8,16,10,0,12,4,12,18,0,0,0,9,4,14,18,20,39,14,32,48,0,0,4,433,562,990,8,5,10,8,6,13,0,0,0,3,5,10,3,0,4,8,4,11,13,12,25,848,810,1661,6,3,7,0,0,0,857,809,1668,269,268,542,1603,1692,3291
SAL50416,0,10,9,114,152,265,0,0,0,7,5,14,0,0,0,82,108,192,0,0,0,0,5,4,0,0,0,0,0,0,0,5,6,0,0,0,3,3,8,6,5,9,11,10,25,0,0,0,4,7,4,15,33,51,11,13,21,0,0,0,257,340,598,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,327,297,621,0,0,6,6,0,7,335,297,633,77,64,142,674,717,1393
SAL50417,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,26,0,0,0,0,0,0,13,8,26,7,3,11,29,24,53
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50419,0,10,14,176,252,430,0,0,0,15,12,27,0,0,0,204,268,472,0,0,0,0,0,5,21,21,42,0,0,0,4,0,0,0,0,0,12,18,33,3,0,7,12,20,31,4,0,3,10,18,23,26,26,54,45,56,102,0,0,0,534,711,1243,4,3,6,11,12,24,0,0,0,0,0,0,0,0,5,4,13,17,3,12,19,767,720,1493,0,0,5,0,0,4,773,721,1498,129,103,231,1456,1577,3035
SAL50420,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,0,0,0,0,0,0,12,10,24,7,8,19,27,21,51
SAL50421,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,32,0,0,0,0,0,0,18,11,32,14,10,22,44,38,81
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,53,84,134,342,540,886,0,0,0,44,30,79,0,0,0,885,1116,2005,12,12,20,73,70,144,27,25,52,6,10,17,5,10,18,0,0,6,21,30,47,28,34,64,37,45,81,3,6,8,5,4,11,67,93,157,85,112,194,0,5,5,1643,2140,3785,65,64,125,53,60,114,12,9,19,3,0,3,5,10,8,16,20,39,22,21,48,2263,2137,4402,17,20,32,5,7,8,2284,2160,4443,288,243,530,4418,4786,9205
SAL50424,0,0,0,46,45,89,0,0,0,3,0,4,0,0,0,19,24,50,0,0,0,0,0,0,12,4,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,10,14,17,3,9,12,0,0,0,87,97,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,92,197,0,0,0,0,0,0,110,92,200,30,18,46,229,207,436
SAL50425,0,0,0,5,5,12,0,0,0,5,5,8,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,0,0,0,0,0,0,8,5,17,4,4,4,23,27,52
SAL50426,0,0,0,85,85,170,0,0,0,6,10,15,0,0,0,159,195,356,0,0,0,0,3,3,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,10,14,21,3,10,15,0,0,0,3,7,6,8,14,18,21,19,44,0,0,0,291,364,649,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,397,817,4,4,10,0,0,0,431,399,827,71,39,110,799,809,1605
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,7
SAL50428,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,0,0,0,0,0,0,8,7,19,7,3,6,19,22,38
SAL50429,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,22,0,0,0,0,0,0,15,6,22,0,0,0,21,12,34
SAL50430,0,0,0,5,8,9,0,0,0,0,0,0,0,0,0,6,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,28,0,0,0,0,0,0,14,12,28,3,3,5,30,31,59
SAL50431,19,57,80,543,699,1239,0,0,0,63,84,145,0,0,0,567,709,1279,0,5,7,15,9,20,27,28,55,17,19,33,8,13,16,0,0,0,14,26,42,19,39,56,60,77,137,7,7,16,4,9,12,46,76,115,103,113,216,0,0,0,1496,1902,3392,12,23,29,7,17,21,0,0,0,0,0,0,17,6,23,19,14,34,31,25,58,1426,1377,2806,11,7,15,3,9,16,1438,1395,2838,273,262,530,3285,3675,6957
SAL50432,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,7,4,9,0,0,0,19,12,33
SAL50433,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,3,9,10,18,16,35,25,27,52
SAL50434,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,8,0,5,0,4,8,12,12,27
SAL50435,3,3,9,11,12,24,0,0,0,0,0,3,0,0,0,16,17,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,37,37,71,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,62,124,0,0,0,0,0,3,65,60,129,27,29,54,124,140,266
SAL50436,0,0,0,19,5,26,0,0,0,9,8,13,0,0,0,21,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,5,3,6,0,0,0,53,45,101,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,86,0,0,0,0,0,0,49,37,86,4,0,6,113,84,193
SAL50437,0,0,0,12,19,29,0,0,0,0,0,0,0,0,0,11,10,25,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,4,6,0,0,0,0,0,0,4,3,10,0,0,5,0,0,0,34,48,82,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,76,153,0,0,0,0,0,0,74,81,150,32,33,64,145,157,299
SAL50438,41,86,126,930,1129,2062,0,0,0,118,140,260,0,0,3,1504,1698,3201,42,30,73,122,126,250,19,22,34,21,28,54,35,36,73,6,9,10,46,57,108,46,59,102,101,148,249,3,0,3,0,8,3,189,297,486,185,242,427,4,13,16,3378,4032,7411,93,87,177,60,59,120,4,14,21,0,0,0,7,4,14,17,15,35,23,30,51,3955,3467,7418,22,24,47,11,11,17,3982,3499,7480,330,273,604,7904,8079,15982
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,4,4,6,0,0,0,9,6,11
SAL50441,33,35,71,350,453,802,0,0,0,20,25,45,0,0,0,440,535,979,4,4,11,14,9,24,14,13,23,6,3,9,9,4,11,0,0,0,13,13,19,14,15,32,26,30,50,0,0,3,0,4,3,54,86,139,43,59,104,5,0,4,1009,1262,2269,15,9,23,3,4,3,4,0,7,0,0,0,7,0,13,3,14,16,12,13,23,1718,1668,3386,6,5,16,3,9,18,1729,1688,3415,326,269,596,3134,3284,6413
SAL50442,0,0,0,0,3,5,0,0,0,0,3,6,0,0,0,9,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,8,0,0,0,23,29,50,0,0,0,0,0,0,0,0,0,14,13,32,0,0,0,0,0,0,14,13,32,23,32,61,0,0,0,0,0,0,23,32,61,14,15,25,76,90,169
SAL50443,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,33,0,0,0,0,0,0,18,9,33,4,0,11,33,19,53
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,3,5,6
SAL50445,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,6,3,9,3,0,6,12,13,30
SAL50446,7,0,5,37,38,77,0,0,0,8,13,16,0,0,0,31,48,77,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,5,0,0,0,0,7,8,0,0,3,6,6,14,0,0,0,94,115,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,131,260,0,0,0,0,0,0,129,131,260,24,20,47,256,271,524
SAL50447,3,0,4,11,10,18,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,32,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,40,0,0,0,0,0,0,20,26,40,10,8,18,57,59,120
SAL50448,0,4,6,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,21,0,0,0,0,0,0,14,7,24,4,0,5,26,14,41
SAL50449,0,0,5,0,3,9,0,0,0,3,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16,0,0,0,0,0,0,6,3,16,0,0,0,18,15,35
SAL50450,0,0,0,15,12,32,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,44,0,0,0,0,0,0,30,20,44,4,3,10,54,39,96
SAL50451,0,0,0,5,8,12,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,4,7,12,5,9,10,17,33,46
SAL50452,12,28,35,236,316,546,0,0,0,26,32,54,0,0,0,365,440,804,0,3,8,15,25,38,12,11,24,15,18,35,7,10,18,0,0,0,3,3,10,9,9,16,23,24,49,3,3,10,4,3,7,41,65,99,42,50,91,4,0,4,803,1010,1812,18,19,33,3,10,16,0,0,0,0,0,0,12,12,24,4,12,16,18,23,43,910,857,1770,5,0,6,0,5,6,923,864,1789,164,130,292,1943,2074,4019
SAL50453,162,162,322,119,142,259,0,0,0,64,67,129,0,0,0,591,654,1244,10,9,22,14,10,26,6,17,27,4,7,18,0,3,5,18,15,25,20,20,39,11,22,33,29,23,53,0,0,0,13,14,24,24,21,49,80,101,179,5,0,8,1013,1126,2138,290,272,559,477,445,922,0,0,0,0,0,0,256,241,500,0,9,15,261,255,514,850,757,1612,11,4,12,4,5,9,864,769,1634,238,178,413,3305,3217,6512
SAL50454,3,0,3,45,41,82,0,0,0,3,9,6,0,0,0,104,100,208,17,13,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,4,12,0,0,0,0,0,0,0,10,14,9,7,13,0,0,0,195,181,377,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,149,315,0,0,0,0,0,0,172,149,320,49,41,88,423,377,798
SAL50455,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,6,0,11,9,7,17,23,18,43
SAL50456,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,7,8,9
SAL50457,16,49,65,353,471,825,0,0,0,32,42,70,0,0,0,841,1044,1886,3,7,6,21,21,38,15,12,25,0,0,0,7,8,15,0,0,0,10,19,31,5,13,26,40,52,91,0,0,0,0,0,0,57,74,134,46,73,121,3,0,3,1437,1829,3270,8,8,22,10,5,17,0,4,5,0,0,0,0,0,6,19,30,51,23,27,50,1937,1893,3834,21,13,36,0,14,9,1963,1915,3878,254,252,509,3721,4102,7819
SAL50458,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,7,3,7,0,0,0,10,7,13
SAL50459,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,0,0,0,0,0,0,11,8,11,4,6,9,23,16,39
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7
SAL50462,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,19,0,0,0,0,5,5,5,8,21,7,6,7,22,20,43
SAL50463,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,0,0,4,7,6,0,0,0,11,5,17
SAL50464,250,336,581,379,339,721,0,0,0,56,55,112,0,0,0,980,972,1951,9,6,11,61,84,149,9,10,18,6,0,10,12,6,25,7,0,8,40,47,87,47,48,88,65,55,118,0,0,7,8,7,14,54,55,108,157,209,361,0,3,4,1884,1894,3779,258,274,537,239,232,477,22,16,39,0,0,0,15,17,27,32,40,76,47,58,105,2674,2199,4875,31,17,50,10,16,26,2723,2231,4951,710,500,1213,6139,5540,11681
SAL50465,0,0,0,21,13,40,0,0,0,12,12,17,0,0,0,10,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,5,14,3,0,3,0,0,0,51,44,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,51,110,0,0,0,0,0,0,56,52,112,0,3,3,103,103,211
SAL50466,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,6,0,12,0,5,8,8,12,18
SAL50467,0,0,3,34,34,64,0,0,0,5,0,6,0,0,0,17,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,6,3,10,0,0,5,0,0,0,3,4,3,5,4,9,0,0,0,63,68,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,41,102,0,0,0,0,0,0,59,41,102,39,26,70,167,141,311
SAL50468,158,185,342,289,354,642,0,0,0,47,53,102,0,0,0,925,1074,2004,22,18,41,31,35,65,16,14,21,5,5,12,13,14,32,13,18,26,25,17,41,26,30,57,47,57,105,3,3,8,8,7,17,67,77,140,134,155,286,5,5,3,1667,1932,3598,147,110,263,185,184,372,5,4,11,0,0,0,28,16,39,20,25,45,47,38,82,2604,2406,5007,37,26,60,7,17,18,2645,2446,5089,445,377,820,5290,5278,10569
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,3,3,7,7,0,9,12,12,19
SAL50470,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,0,0,0,9,3,10,5,7,13,22,22,38
SAL50471,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,25,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,33,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,42,0,0,0,0,0,0,23,17,42,15,17,30,68,70,140
