SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50857,44,72,123,108,144,252,0,0,0,32,26,63,0,0,0,290,290,577,4,10,12,37,31,63,3,10,11,6,8,12,0,3,5,0,0,0,16,9,16,12,15,33,14,18,34,0,9,9,0,0,0,13,14,33,72,78,154,0,0,0,619,656,1280,24,26,51,80,70,149,0,0,0,0,0,0,13,4,21,10,10,20,24,16,38,745,637,1377,12,0,12,0,3,5,755,646,1397,156,135,293,1699,1627,3322
SAL50858,3,6,6,48,68,116,0,0,0,51,33,85,0,0,0,61,97,161,0,0,0,0,0,0,5,0,3,4,4,8,0,0,4,0,0,0,8,3,11,4,3,12,0,6,12,4,5,14,0,4,3,3,14,18,27,39,63,5,0,6,222,293,516,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,9,11,16,9,11,16,316,319,636,0,3,6,0,0,0,320,322,648,56,56,114,611,685,1298
SAL50859,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,19
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,35,0,0,0,0,0,0,18,20,35,4,0,6,33,27,60
SAL50862,0,0,0,8,8,14,0,0,0,0,0,0,0,0,0,12,8,22,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,8,9,0,0,3,0,0,6,0,0,0,26,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,85,0,5,5,0,0,0,43,42,90,9,9,12,78,85,165
SAL50863,0,4,8,169,208,372,0,0,0,6,12,20,0,0,0,188,226,408,0,0,7,14,10,21,0,3,6,0,0,0,0,0,0,0,0,0,3,5,11,12,9,13,8,10,24,3,0,5,4,4,11,9,11,28,33,46,78,3,6,11,454,555,1009,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,620,541,1158,0,3,6,0,0,0,624,546,1165,131,83,212,1214,1196,2408
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,6,7,0,3,0,3,3,13
SAL50865,3,7,7,116,142,259,0,0,0,15,23,36,0,0,0,74,85,163,10,8,15,0,0,0,6,7,13,0,0,0,3,0,3,0,0,0,7,9,11,0,0,5,14,17,33,0,0,0,9,3,7,25,33,59,35,42,75,0,0,0,314,371,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,5,526,507,1037,6,4,14,0,0,3,535,511,1050,72,66,138,935,963,1890
SAL50866,0,3,5,3,5,9,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,7,9,0,0,0,22,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,46,91,0,0,0,0,0,4,44,46,93,6,6,14,77,76,149
SAL50867,3,3,4,14,13,23,0,0,0,3,0,3,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,26,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,61,0,0,0,0,0,0,35,25,61,8,12,14,66,62,132
SAL50868,0,0,0,15,15,22,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,14,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,36,0,0,0,0,0,0,21,15,39,9,5,13,49,38,86
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,0,9,0,0,0,7,4,17
SAL50870,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,6,3,7,0,0,0,17,10,31
SAL50871,121,127,240,102,143,241,0,0,0,36,38,72,0,0,0,248,303,554,4,3,8,7,0,9,8,11,15,4,6,11,9,6,17,5,3,8,10,21,30,17,26,42,30,23,49,0,0,0,6,5,11,29,39,69,57,63,118,0,0,0,561,691,1253,106,87,195,105,114,222,0,0,0,0,0,0,49,28,75,8,15,24,56,42,103,682,633,1317,0,0,3,3,0,3,688,639,1330,113,85,195,1763,1776,3541
SAL50872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,3,0,3,14,3,19
SAL50873,131,165,294,376,461,834,0,0,0,176,194,372,0,0,0,1136,1190,2330,18,16,31,25,30,53,18,26,47,17,11,33,8,6,19,28,18,49,28,41,67,69,93,164,69,72,141,5,13,17,37,26,63,38,52,91,230,279,507,9,16,24,2286,2545,4832,279,263,546,951,877,1830,0,0,3,0,0,0,172,147,316,19,37,56,184,184,370,1848,1644,3489,16,10,26,3,7,11,1862,1664,3529,546,460,1009,6249,6169,12419
SAL50874,62,94,162,247,346,595,0,0,0,57,54,113,0,0,0,705,844,1549,17,26,45,118,144,260,21,35,56,14,8,20,8,10,14,17,25,41,42,37,81,72,73,142,48,51,104,4,3,6,3,9,9,36,65,94,172,186,357,3,5,8,1592,1913,3507,188,169,360,103,99,203,7,6,7,0,0,0,12,16,30,18,20,34,28,33,64,1150,1025,2178,10,4,10,7,0,8,1166,1034,2197,181,130,311,3326,3486,6805
SAL50875,3,16,22,271,300,573,0,0,0,49,49,96,0,0,0,277,338,617,4,12,16,6,4,13,13,22,29,6,3,10,7,6,9,0,0,0,9,11,23,25,35,59,15,30,48,0,7,7,3,4,3,21,30,46,67,73,140,4,4,12,788,917,1706,5,5,18,7,3,8,0,0,0,0,0,0,0,0,0,3,10,18,3,12,19,962,857,1822,0,3,0,0,10,11,964,870,1826,135,99,238,1905,1927,3830
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,9,6,16,0,0,0,12,11,22
SAL50878,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,9,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,9,5,20
SAL50879,0,6,5,41,57,95,0,0,0,14,17,28,4,7,8,54,48,102,0,0,0,4,0,4,4,5,11,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,5,3,15,0,0,0,0,0,0,4,11,11,24,15,40,0,0,0,153,169,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,227,210,435,0,0,4,0,0,0,227,210,437,36,22,58,424,407,829
SAL50880,0,4,7,41,51,86,0,0,0,9,5,11,0,0,0,100,94,196,0,0,0,0,0,0,0,0,3,0,0,5,0,5,9,0,0,0,7,0,7,0,4,0,0,0,6,0,0,0,0,0,0,13,17,31,18,15,30,0,0,0,195,189,383,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,6,3,0,6,3,183,152,333,0,0,0,0,0,0,183,152,334,38,34,63,420,388,806
SAL50881,11,18,35,256,320,573,0,0,0,25,27,51,21,18,35,436,498,932,0,0,3,11,14,30,7,4,11,4,4,5,0,3,3,5,7,10,7,18,23,20,19,35,35,38,77,0,3,3,14,14,30,33,35,69,88,79,165,7,5,12,961,1114,2072,13,12,17,17,7,22,0,3,3,0,0,0,7,3,10,3,4,10,8,11,15,1100,966,2070,8,3,9,4,4,8,1106,976,2079,138,104,243,2251,2243,4499
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,4,4,6,11,4,12
SAL50883,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,4,9,14,6,5,5,20,29,51
SAL50884,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,11,0,11,5,0,8,17,8,25
SAL50885,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,0,0,0,0,0,7,6,15,0,3,3,19,15,39
SAL50886,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,8,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,0,0,0,0,3,5,13,0,0,0,16,17,30
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,0,0,0,0,0,8,6,11,0,0,3,15,11,20
SAL50889,0,0,0,9,7,12,0,0,0,0,0,0,0,0,0,20,15,34,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,3,4,0,0,0,27,33,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,58,0,0,0,0,0,0,35,29,58,3,3,9,64,65,128
SAL50890,46,70,115,533,737,1270,0,0,0,63,81,138,0,0,0,527,642,1170,9,10,23,17,4,22,20,29,48,15,18,44,9,15,24,0,3,3,14,36,49,37,51,85,53,69,117,10,15,26,3,5,13,73,101,171,102,138,239,0,3,3,1484,1957,3442,48,50,106,39,43,82,4,0,6,0,0,0,34,28,59,18,39,57,43,69,114,1848,1854,3699,9,9,21,7,18,23,1861,1881,3743,596,605,1198,4128,4683,8804
SAL50891,3,15,18,229,274,503,0,0,0,35,38,78,0,0,0,297,362,656,0,0,3,23,21,39,9,14,28,6,4,4,3,3,12,0,0,0,11,6,12,12,19,32,25,24,40,0,3,3,21,24,38,51,59,109,37,43,73,4,5,8,757,888,1646,8,4,9,42,24,62,0,0,0,0,0,0,0,0,3,3,17,20,4,19,22,1135,1040,2182,6,0,7,0,3,3,1141,1050,2194,176,156,328,2126,2149,4279
SAL50892,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,9,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,3,8,12,4,5,5,23,22,42
SAL50893,39,53,91,183,244,421,0,0,0,22,39,65,0,0,0,483,542,1020,9,8,19,12,9,28,0,5,7,6,9,15,0,3,6,0,0,3,11,15,24,19,19,40,34,41,74,0,0,0,6,4,4,46,73,119,34,58,92,6,4,6,861,1078,1942,24,20,42,84,106,191,0,0,4,7,0,10,4,0,3,12,11,23,22,16,31,876,824,1702,5,3,6,0,0,4,886,830,1710,115,86,199,2032,2187,4219
SAL50894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,38,83,0,0,0,50,42,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,26,0,0,0,0,0,0,8,14,26,6,0,11,57,62,124
SAL50895,0,0,0,5,11,18,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,6,0,7,3,3,8,0,0,0,27,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,90,0,0,0,0,0,0,50,45,90,3,4,9,78,67,149
SAL50896,374,436,806,282,379,656,0,0,0,111,124,240,0,0,0,1077,1187,2263,16,10,25,226,239,466,32,33,60,3,11,11,8,8,17,20,23,39,44,60,105,78,99,180,23,50,73,4,7,17,16,17,37,33,50,77,250,265,516,7,3,8,2220,2564,4782,44,39,89,298,303,599,0,3,9,0,0,0,10,7,16,26,30,57,32,44,76,1813,1575,3388,13,12,26,5,7,11,1823,1598,3423,366,334,700,5165,5322,10483
SAL50897,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,11,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,24,0,0,0,0,0,0,14,12,24,0,0,6,29,24,60
SAL50898,0,6,6,20,25,45,0,0,0,7,7,13,0,0,0,23,21,42,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,21,40,3,0,3,0,0,0,4,9,8,11,18,27,0,0,0,92,98,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,114,247,0,0,0,0,0,0,137,114,247,25,22,45,255,234,487
SAL50899,4,4,9,20,6,23,0,0,0,22,21,43,0,0,0,64,17,84,0,4,6,8,0,8,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,5,3,12,4,0,3,14,13,21,0,0,0,153,60,211,6,0,0,3,0,3,0,0,0,19,12,24,0,0,0,0,3,8,16,11,31,233,116,348,0,0,3,0,0,0,230,123,354,246,70,313,670,264,927
SAL50900,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,0,0,0,0,0,0,8,10,14,7,4,12,25,21,45
SAL50901,0,0,0,32,42,73,0,0,0,5,9,18,0,0,0,22,12,40,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,29,0,0,0,0,0,0,9,7,11,3,11,15,0,0,0,93,102,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,98,117,219,0,0,0,0,0,0,103,121,216,19,12,32,211,235,446
SAL50902,6,0,3,6,3,13,0,0,0,0,0,0,0,0,0,40,3,50,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,0,9,0,0,0,69,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,26,149,0,0,0,0,0,0,124,26,150,308,67,379,505,101,609
SAL50903,65,65,122,305,378,683,0,0,0,36,39,76,0,0,0,447,512,966,3,8,10,14,10,20,32,34,69,0,0,3,10,13,15,0,0,0,6,10,16,14,12,17,26,31,58,0,0,0,0,0,0,33,71,109,64,76,138,0,0,3,985,1203,2186,12,10,24,12,15,25,0,3,4,0,6,4,8,0,13,15,19,31,23,26,46,2823,2732,5554,16,13,31,8,18,26,2848,2761,5609,500,395,892,4445,4468,8918
SAL50904,8,12,16,41,63,98,0,0,0,18,16,29,0,0,0,109,101,208,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,7,15,10,3,18,0,0,0,0,0,0,7,12,22,19,18,42,0,0,0,221,228,451,0,0,0,5,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,196,134,328,0,0,0,0,0,3,196,139,333,31,30,59,459,414,876
SAL50905,7,3,16,159,178,340,0,0,0,13,24,33,0,0,0,249,292,544,0,0,0,15,14,33,0,0,3,0,0,3,0,3,7,0,0,0,4,10,11,11,14,21,9,15,26,0,0,0,0,0,0,33,34,66,34,23,57,0,4,5,546,616,1162,3,4,9,3,3,7,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,547,536,1081,3,0,3,0,0,0,550,538,1089,60,46,108,1176,1221,2390
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,3,7,4,0,0,0,8,10,10
SAL50907,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,8,4,5,0,0,0,11,12,17
SAL50908,0,0,0,13,5,13,0,0,0,0,4,5,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,23,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,13,5,17,0,0,0,31,29,58
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50911,19,25,42,77,98,168,0,0,0,14,15,31,0,0,0,186,192,373,0,0,6,0,0,4,0,0,6,0,6,3,0,3,5,3,4,7,3,7,13,20,22,42,23,35,56,5,3,6,5,8,13,12,16,31,34,37,70,0,0,0,382,442,827,21,17,38,40,41,86,0,0,0,0,0,0,6,3,10,0,5,4,8,8,18,360,299,661,3,4,9,0,0,4,366,303,668,84,89,174,917,934,1854
SAL50912,0,0,0,10,6,11,0,0,0,0,0,0,0,0,0,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,37,0,0,0,0,0,0,28,4,35,31,6,44,91,30,120
SAL50913,0,0,0,18,21,37,0,0,0,0,0,3,0,0,0,13,13,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,5,5,0,0,0,44,46,89,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,4,8,6,3,9,57,44,94,0,0,0,0,0,3,54,40,98,12,10,24,122,102,229
