SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL50833,2250,2160,4409,873,443,1313,363,498,863,79,59,143,103,105,207,1422,1104,2522,673,919,1594,7.5,9.2,8.2,63.2,51,57.3,58.5,46.4,52.5,106,108,216,17,33,52,283,340,622,185,183,371,387,238,622,24,34,62,30,51,81,438,327,768,2263,2218,4484,339,287,628,1514,1490,3006,931,874,1803
SAL50834,25,22,45,13,5,11,0,7,13,0,0,0,0,0,0,11,11,21,3,9,9,0,0,0,54.2,44,49,54.2,44,49,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,17,18,29,0,3,9,11,12,25,0,4,3
SAL50835,1540,1539,3077,795,513,1305,255,477,731,43,70,113,47,33,87,1140,1094,2234,319,399,718,4.4,3.2,3.8,74.3,71.2,72.7,71,68.9,70,115,128,245,38,70,113,355,416,764,148,176,321,272,173,443,16,24,43,21,23,48,304,218,523,1424,1491,2913,300,296,594,892,912,1805,746,775,1521
SAL50836,525,269,797,173,70,238,24,28,49,29,14,39,11,5,11,227,112,341,85,83,168,4.4,3.5,4.1,43.6,41.5,42.9,41.7,40.1,41.2,4,0,3,0,6,6,20,17,47,15,10,30,74,25,100,5,3,8,5,3,5,81,37,114,288,171,455,77,64,136,190,98,285,150,127,277
SAL50837,11,6,20,9,0,11,0,0,0,0,5,5,0,0,0,9,5,13,0,0,0,0,0,0,57.1,50,54.5,57.1,50,54.5,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,3,0,3,3,0,0,9,6,16
SAL50838,1197,1191,2385,557,276,831,132,307,444,58,44,101,79,65,148,829,701,1529,273,424,702,9.6,9.9,9.8,69.6,58.5,64,62.9,52.7,57.8,18,24,50,3,14,17,63,110,178,74,102,178,308,222,531,27,31,56,14,28,38,344,284,630,1314,1316,2633,164,144,308,938,917,1855,444,451,896
SAL50839,119,101,221,32,17,49,8,18,30,9,5,14,4,0,4,56,41,96,51,55,106,10.7,0,6.2,46.7,40.6,43.9,41.7,40.6,41.2,7,0,3,0,0,0,4,13,13,9,3,14,44,6,53,0,0,3,4,0,6,47,10,57,91,92,179,16,7,30,72,72,141,39,27,65
SAL50840,1533,1734,3266,895,678,1574,190,404,595,37,69,105,47,35,81,1171,1183,2357,255,457,714,3.8,3.2,3.5,76.4,68.4,72.1,73.5,66.2,69.6,218,237,451,63,102,161,474,576,1053,129,137,272,191,104,298,14,21,34,19,29,50,222,157,376,1235,1346,2578,387,456,841,589,649,1241,972,1072,2038
SAL50841,170,136,306,42,19,66,12,20,35,10,6,20,10,3,11,77,53,133,68,63,126,11.5,7.5,9.9,46.2,39.3,43.1,40.8,36.3,38.8,0,0,0,0,4,4,0,3,4,9,11,16,51,23,75,5,5,9,9,3,7,60,29,91,148,120,264,25,17,43,107,89,199,49,42,93
SAL50842,4378,4550,8923,2120,1228,3352,694,1419,2114,135,138,270,123,118,248,3079,2905,5981,1192,1581,2768,4.1,4.1,4.1,70.3,63.8,67,67.4,61.2,64.3,396,301,696,122,214,337,973,1152,2117,433,538,967,853,355,1207,42,72,111,66,115,182,957,544,1499,4750,4882,9629,449,488,942,3501,3651,7153,1473,1488,2963
SAL50843,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0
SAL50844,347,208,556,184,84,260,21,33,53,19,9,27,0,4,4,222,128,352,6,31,36,0.4,4,1.7,64.7,60.6,63.1,64.4,58.2,62.1,7,9,8,0,4,4,12,14,25,14,17,36,91,32,126,10,3,9,0,3,3,103,35,138,213,147,366,91,63,157,89,61,151,186,129,315
SAL50845,90,83,175,47,21,64,11,28,31,5,4,11,0,3,3,59,55,115,22,28,51,0,3.8,1.8,67.8,61.2,64.6,67.8,58.8,63.4,0,0,3,0,0,0,5,8,18,6,8,16,22,9,29,0,6,3,3,3,5,24,18,39,92,78,168,11,14,24,64,58,120,32,29,62
SAL50846,315,243,565,123,80,206,11,29,38,11,9,26,4,5,7,155,124,279,63,78,142,3.2,3.3,3.2,49.2,49.8,49.5,47.6,48.2,47.9,8,4,10,0,5,4,16,17,30,16,23,38,67,24,87,0,8,10,4,0,4,71,29,98,206,190,395,52,46,97,130,123,252,106,101,202
SAL50847,1271,1230,2497,582,267,850,148,373,523,48,49,104,35,32,64,813,723,1533,382,463,847,3.8,4.4,4.1,63.9,59,61.5,61.4,56.4,58.9,23,29,53,18,37,54,86,201,292,88,132,221,473,207,677,15,32,51,17,35,54,505,278,781,1327,1234,2566,177,170,347,1011,944,1957,434,414,846
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,3292,3516,6803,1493,812,2299,484,1050,1539,111,120,233,90,66,156,2178,2047,4229,993,1359,2349,4,3.4,3.7,66.1,58.4,62.1,63.5,56.4,59.8,141,134,273,82,159,241,492,679,1168,337,409,749,889,418,1308,46,65,104,52,73,131,985,559,1545,3581,3690,7269,373,440,813,2814,2823,5637,973,1129,2106
SAL50850,17,13,24,7,4,7,0,0,3,0,0,0,0,0,0,5,3,9,10,7,15,28.6,0,18.2,46.7,33.3,40.7,33.3,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,3,0,5,14,13,24,0,0,0,12,13,22,0,4,7
SAL50851,7,4,13,0,4,4,0,0,4,0,0,0,0,0,0,0,5,8,3,0,5,0,0,0,66.7,60,63.6,66.7,60,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,0,0,0,7,4,16,0,0,0
SAL50852,26,27,52,13,8,17,3,8,9,3,0,5,0,0,0,15,15,31,9,15,21,5.9,0,3.3,63,50,56.6,59.3,50,54.7,0,0,0,0,0,0,0,7,4,0,0,6,8,5,19,0,0,0,0,0,0,8,5,19,25,25,57,3,5,5,24,23,47,4,10,9
SAL50853,633,616,1248,262,126,389,94,198,290,44,21,65,12,9,23,411,359,769,203,238,437,2.9,2.5,2.7,64.5,58,61.3,62.6,56.6,59.6,12,21,35,11,21,30,62,106,169,54,73,124,204,78,280,9,17,23,14,24,34,231,118,347,653,617,1269,85,89,176,490,462,957,206,227,433
SAL50854,14,9,24,5,4,12,0,3,5,4,0,4,0,0,0,11,6,16,0,4,4,0,0,0,75,58.3,66.7,75,58.3,66.7,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,0,0,0,9,8,19,0,0,0
SAL50855,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
SAL50856,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SAL50857,1352,1325,2679,530,282,809,195,279,469,44,45,91,76,69,148,842,681,1523,402,555,957,9.2,10.3,9.7,62.4,51,56.8,56.7,45.7,51.2,27,29,56,12,24,36,109,136,250,78,117,200,298,184,482,27,30,54,17,26,46,345,236,586,1363,1317,2678,188,173,359,966,940,1909,507,475,986
SAL50858,489,563,1050,127,86,212,78,141,219,16,19,37,21,13,30,238,261,499,207,261,473,7.6,5,6.2,48.7,46.4,47.4,45,44,44.5,3,3,10,0,12,8,20,44,62,26,42,67,108,81,188,14,20,32,4,16,27,125,117,248,467,535,1002,77,86,167,325,372,698,176,228,408
SAL50859,9,6,13,9,4,15,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,16.7,7.1,88.9,100,93.3,88.9,83.3,86.7,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,9,5,14,0,6,6,4,3,5,3,5,5
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,28,23,47,20,4,26,3,6,12,3,0,7,3,3,0,28,20,43,0,4,4,7.4,11.1,8.9,96.4,90,93.8,89.3,80,85.4,0,0,0,0,0,0,0,5,5,0,0,0,8,5,11,0,0,0,0,0,0,8,5,11,25,21,51,6,4,6,20,17,38,6,3,12
SAL50862,74,72,148,36,14,46,15,24,41,3,0,6,0,0,0,48,42,92,21,28,49,0,0,0,65.8,55.3,60.4,65.8,55.3,60.4,3,3,5,0,0,0,9,16,22,7,10,18,20,5,23,0,7,7,4,0,4,20,10,33,68,71,142,9,8,16,53,52,104,17,26,40
SAL50863,970,940,1905,511,259,765,87,291,382,59,43,101,17,25,39,678,610,1293,196,277,478,3,3.6,3.3,69.9,65.4,67.7,67.8,63,65.5,9,21,26,3,23,29,57,111,167,78,111,188,376,165,542,18,26,42,13,31,42,402,223,629,971,981,1953,130,138,267,705,717,1423,344,349,691
SAL50864,3,3,13,0,6,7,0,0,0,0,0,0,0,0,0,0,6,7,0,0,4,0,0,0,60,50,54.5,60,50,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,4,5,11,0,0,0,4,7,11,0,0,0
SAL50865,770,809,1577,305,155,466,108,259,369,33,30,66,17,16,31,462,469,926,257,305,561,3.5,3.9,3.7,60.2,57.5,58.8,58.1,55.3,56.6,16,28,46,5,25,32,66,131,195,66,101,164,224,105,329,16,23,44,10,22,29,259,151,405,769,805,1575,101,110,214,576,564,1134,262,312,571
SAL50866,65,72,135,19,24,39,9,11,30,0,6,6,3,0,4,38,43,80,23,25,45,8.3,6.8,7.5,54.5,62.9,58.8,50,58.6,54.4,7,6,10,0,3,7,11,9,26,9,16,21,10,10,24,0,0,0,0,3,3,10,14,30,63,58,123,9,8,16,53,42,102,17,19,42
SAL50867,50,48,99,31,5,32,4,18,24,4,0,8,0,4,4,39,30,66,10,11,23,0,6.5,2.9,79.2,63.3,71.1,79.2,59.2,69.1,0,0,0,0,0,4,9,3,9,3,10,9,16,7,25,0,0,0,0,0,0,16,7,26,53,51,104,9,13,23,32,33,65,24,27,52
SAL50868,38,34,72,20,13,34,3,9,10,3,0,3,0,0,0,29,26,51,4,7,11,0,0,0,75.7,67.6,71.8,75.7,67.6,71.8,3,0,4,0,0,0,0,12,17,0,3,12,4,0,7,0,0,3,0,0,0,4,3,12,36,29,62,0,6,7,29,18,49,9,12,21
SAL50869,7,4,17,5,0,4,0,0,0,0,0,0,0,0,0,5,7,7,3,3,7,0,0,0,50,57.1,53.3,50,57.1,53.3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,3,0,3,7,4,17,0,0,0,7,4,10,0,3,4
SAL50870,16,9,25,10,3,10,0,0,0,0,0,0,0,0,0,6,9,13,5,5,13,0,0,0,53.3,50,52,53.3,50,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,8,12,8,17,9,0,10,3,3,3,7,7,18
SAL50871,1426,1416,2842,645,348,995,229,405,636,39,47,90,67,66,133,986,869,1857,372,497,871,6.6,7.8,7.2,69.2,61.6,65.4,64.7,56.8,60.8,97,79,178,21,43,68,241,269,511,145,163,307,276,195,473,26,20,48,16,24,40,313,245,560,1416,1475,2893,250,230,473,878,891,1770,693,705,1401
SAL50872,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,50,0,25,28.6,50,36.4,14.3,50,27.3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,5,0,4,6,0,6
SAL50873,4914,4867,9779,2132,954,3091,669,1139,1809,177,157,334,258,207,466,3235,2459,5694,1296,2082,3382,8,8.5,8.2,65.9,50.5,58.2,60.7,46.2,53.5,142,196,334,35,57,88,447,589,1033,345,406,754,1103,626,1732,89,131,222,64,96,160,1258,850,2114,4969,5000,9962,734,695,1423,3245,3182,6427,2096,2127,4227
SAL50874,2566,2787,5351,1368,761,2124,353,870,1225,66,92,155,60,60,122,1849,1781,3627,622,936,1560,3.4,3.5,3.4,72.1,63.8,67.8,69.6,61.6,65.4,121,112,228,40,66,105,455,585,1038,277,343,617,590,266,860,20,47,69,36,83,123,648,401,1050,2831,3021,5851,333,362,698,1870,2030,3902,1096,1174,2270
SAL50875,1451,1524,2974,793,436,1229,152,478,633,72,67,142,42,29,78,1063,1017,2075,302,442,752,4,3.2,3.7,73.1,66.8,69.9,70.2,64.6,67.3,39,30,78,22,42,61,126,266,394,138,185,330,481,268,745,19,36,60,13,35,46,508,337,849,1457,1495,2957,324,337,660,820,841,1661,843,891,1741
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,8,8,14,8,5,11,0,3,3,0,0,0,0,0,0,8,8,14,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,6,5,8,7,17,0,0,0,8,3,16,0,0,5
SAL50878,8,8,19,8,6,12,0,5,5,0,0,0,0,0,0,8,5,13,0,4,4,0,0,0,100,75,88.2,100,75,88.2,0,0,0,0,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,0,0,0,7,4,11,6,3,8
SAL50879,353,347,695,182,90,274,45,94,140,12,16,24,7,14,23,243,216,457,81,118,203,2.9,7.4,5,69.1,62.4,65.7,67,57.8,62.4,12,14,29,6,11,19,24,57,88,37,38,75,114,56,178,4,7,11,0,12,14,126,75,201,356,355,706,44,37,79,271,279,546,102,104,209
SAL50880,342,314,659,156,78,234,38,93,128,14,10,27,11,7,20,220,192,414,95,103,198,5.4,3.7,4.6,64.2,60.1,62.3,60.8,57.9,59.4,0,11,9,0,14,14,22,38,61,21,28,47,113,53,165,3,11,9,9,0,14,121,67,189,325,293,619,60,59,128,222,197,419,147,135,288
SAL50881,1818,1876,3691,917,491,1404,218,531,752,66,87,155,52,47,98,1253,1148,2408,477,650,1127,4.2,3.9,4,68.9,61.5,65.2,66.1,59.1,62.5,58,51,107,26,49,78,170,258,430,129,208,340,589,242,833,25,36,58,20,58,78,634,340,972,1860,1897,3755,274,252,527,1410,1440,2855,615,621,1236
SAL50882,11,4,12,5,4,9,0,0,0,0,0,0,0,0,0,9,0,9,3,0,6,0,25,11.1,50,80,60,50,60,53.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,4,6,4,3,4,3,4,12,4,6,11
SAL50883,17,25,41,5,6,19,0,3,3,0,0,4,0,0,0,14,13,22,7,9,9,0,0,0,55,50,52.4,55,50,52.4,0,0,3,0,0,0,0,0,0,0,6,6,3,4,3,0,0,0,0,0,0,3,0,10,13,25,36,0,4,3,15,16,33,0,5,9
SAL50884,17,4,21,11,0,9,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,64.7,100,71.4,64.7,100,71.4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10,11,0,13,4,0,3,4,0,4,11,4,13
SAL50885,21,18,33,11,3,13,3,6,8,3,3,7,0,0,0,16,14,27,0,0,10,0,0,0,80,85.7,82.4,80,85.7,82.4,0,0,0,0,0,0,0,3,5,0,4,3,7,0,3,0,0,0,0,0,0,7,5,9,20,17,36,0,0,3,13,12,31,3,0,9
SAL50886,10,12,21,9,5,13,0,0,6,0,0,0,0,0,0,10,6,18,0,3,3,0,0,0,100,66.7,85,100,66.7,85,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,17,31,0,0,0,13,11,21,7,3,5
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,7,6,16,3,0,3,0,5,8,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,71.4,57.1,64.3,71.4,57.1,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,8,17,0,0,0,7,8,15,0,0,6
SAL50889,57,51,107,38,18,55,4,15,22,4,3,4,0,0,0,46,37,80,12,11,22,0,0,0,75,69.8,72.5,75,69.8,72.5,0,0,0,0,7,9,8,16,20,3,6,9,14,7,21,0,0,0,0,0,0,10,7,21,19,22,36,44,39,80,19,17,31,37,35,73
SAL50890,3642,4141,7782,963,605,1564,424,779,1206,129,101,231,204,187,394,1719,1670,3396,1465,2000,3465,12,11.1,11.6,47.2,40.4,43.6,41.5,35.9,38.5,49,75,128,19,59,83,236,329,562,260,325,582,862,563,1428,57,97,155,54,91,147,969,758,1730,2846,3245,6086,741,907,1644,1563,1706,3267,1891,2259,4149
SAL50891,1710,1779,3488,770,367,1138,174,462,633,73,77,145,48,48,94,1069,944,2012,534,728,1260,4.6,4.9,4.7,62.5,53.1,57.7,59.6,50.6,55,15,14,32,3,29,36,84,147,235,73,128,202,434,264,699,37,62,103,27,38,68,499,363,861,1696,1719,3415,265,291,555,1177,1164,2341,675,744,1418
SAL50892,23,21,41,15,6,17,0,8,7,0,0,0,0,0,3,14,17,27,3,7,12,6.7,7.1,6.9,65.2,70,67.4,60.9,65,62.8,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,18,20,40,0,0,0,14,16,36,5,0,9
SAL50893,1629,1775,3408,806,462,1274,262,535,797,30,47,81,52,45,101,1152,1098,2251,406,618,1031,4.6,4.5,4.5,70.7,61.8,66.1,67.4,59.1,63.1,163,155,319,69,88,154,421,472,893,142,163,309,251,125,372,13,18,28,14,39,52,277,180,459,1655,1803,3459,278,277,552,1120,1176,2300,728,799,1529
SAL50894,42,40,83,5,0,4,0,3,4,0,0,0,11,6,17,13,14,27,26,27,48,71.4,53.8,63,34.1,31.7,32.9,9.8,14.6,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,58,48,102,5,6,13,47,47,92,8,7,14
SAL50895,69,57,120,29,16,46,4,18,26,4,0,4,0,5,8,38,38,80,22,16,33,4.8,8.3,6.4,62.7,65.5,63.9,59.7,60,59.8,0,0,0,0,5,5,3,7,14,4,5,11,21,12,30,0,0,0,0,0,0,19,14,34,68,51,119,9,12,23,45,34,77,23,23,54
SAL50896,4184,4387,8574,1795,966,2758,653,1149,1798,129,147,275,209,172,374,2787,2421,5206,1130,1646,2780,7.5,7,7.2,66.5,55.2,60.8,61.6,51.4,56.4,83,96,174,46,77,121,344,517,865,269,393,659,998,494,1495,71,88,162,54,102,156,1124,687,1812,4394,4586,8978,448,431,881,3304,3438,6740,1273,1281,2555
SAL50897,24,23,48,13,0,13,7,8,16,0,0,3,0,0,0,16,12,26,5,11,15,0,0,0,61.5,45.5,54.2,61.5,45.5,54.2,0,0,0,0,0,0,3,4,10,6,3,3,7,0,12,0,0,0,0,4,4,7,4,10,21,19,41,6,6,10,15,13,28,13,9,18
SAL50898,194,176,368,106,54,159,18,51,72,9,13,19,0,0,4,135,119,256,39,48,90,1.5,1.7,1.6,71,67,69.1,69.9,65.9,68,3,14,14,0,3,3,18,23,37,16,18,35,66,38,103,3,3,5,0,7,9,75,43,120,186,179,364,40,36,82,116,109,223,105,96,203
SAL50899,630,230,853,248,69,318,19,15,34,25,11,38,14,16,36,311,112,425,79,60,139,5.4,14.8,8,49.6,50.7,49.9,46.9,43.2,45.9,10,0,14,0,5,0,29,15,41,26,7,36,117,18,142,12,0,12,4,0,4,134,20,150,335,166,501,101,47,149,224,112,340,190,87,274
SAL50900,24,17,43,11,4,17,0,11,9,0,0,0,0,0,0,10,12,26,0,0,3,0,0,0,59.1,68.4,63.4,59.1,68.4,63.4,0,0,0,0,0,0,0,3,3,3,0,4,0,0,5,0,0,0,0,0,0,0,0,5,16,12,28,0,0,3,16,7,25,3,8,7
SAL50901,181,192,370,109,66,175,15,64,76,6,8,16,7,0,7,137,134,274,32,50,84,5.8,0.7,3.3,77.1,70.2,73.5,72.6,69.6,71.1,4,8,14,3,5,11,14,29,45,15,20,34,51,32,82,0,6,4,0,4,5,53,44,95,185,205,389,20,22,44,145,160,304,51,61,112
SAL50902,500,94,596,164,23,184,10,3,15,19,7,32,0,0,0,202,31,227,5,9,10,0.5,0,0.4,40.3,29.6,38.5,40.1,29.6,38.4,11,0,11,0,0,0,38,3,37,16,3,15,77,10,89,7,0,7,4,0,6,82,8,95,160,25,181,42,13,58,102,14,120,95,22,119
SAL50903,3444,3541,6988,1480,778,2265,634,1239,1877,211,191,403,67,71,143,2399,2282,4677,745,1053,1797,3,3.1,3,69.6,64.4,67,67.6,62.4,65,123,148,276,55,135,187,496,750,1249,291,461,753,922,470,1389,52,54,104,65,82,148,1035,606,1643,3250,3383,6631,773,763,1544,1972,2027,3991,1811,1902,3713
SAL50904,384,344,726,173,80,252,58,113,169,14,16,30,14,7,22,259,213,470,98,113,208,4.6,4.2,4.4,68.8,61.6,65.4,65.6,59,62.5,12,15,20,0,9,14,41,47,85,24,28,53,121,41,161,4,9,10,8,8,14,129,53,186,387,333,718,44,48,92,295,265,556,119,105,221
SAL50905,941,981,1922,440,215,651,154,339,492,31,31,61,28,14,45,648,604,1250,262,351,612,4.2,3,3.6,68.7,61.7,65.1,65.9,59.9,62.8,72,56,126,30,50,77,224,268,497,89,105,190,199,77,277,16,14,27,14,33,48,227,125,351,1020,1063,2088,98,115,219,760,808,1571,314,323,640
SAL50906,4,0,4,3,0,7,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,75,100,85.7,75,100,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,7,9,0,0,0,8,4,9,0,0,0
SAL50907,10,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,5,4,0,0,0,50,40,45.5,50,40,45.5,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,8,8,13,0,0,0,3,8,10,0,0,3
SAL50908,19,20,46,13,3,22,0,8,8,0,0,0,0,0,0,21,11,26,6,7,15,5.6,0,3.4,81.8,52.4,67.4,77.3,52.4,65.1,0,0,0,0,0,0,0,5,6,0,0,0,8,3,9,0,0,0,0,0,0,8,4,13,27,26,51,5,5,4,20,18,43,8,5,12
SAL50909,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0
SAL50910,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0
SAL50911,748,746,1492,369,192,564,92,196,284,21,26,45,16,24,42,500,435,938,182,238,416,3.8,5.3,4.5,66.7,58.5,62.6,64.1,55.4,59.8,24,18,43,5,13,21,72,116,186,73,79,148,210,109,318,7,12,18,8,16,28,228,136,361,778,768,1546,63,72,137,531,494,1027,264,291,555
SAL50912,91,30,120,43,15,56,4,4,7,3,0,3,0,0,0,51,16,62,5,7,13,2.1,0,1.5,54.5,56.7,55.1,53.4,56.7,54.2,0,0,0,0,0,0,0,3,4,4,0,8,13,3,20,3,0,3,0,0,0,21,3,20,42,21,63,15,3,21,32,16,48,24,12,29
SAL50913,105,86,192,46,10,55,11,34,46,4,0,3,3,0,3,65,44,109,34,33,71,3.2,0,1.8,59.4,55.3,57.6,57.5,55.3,56.5,0,0,5,3,4,0,11,8,20,9,9,21,22,13,35,0,5,5,5,3,6,27,17,45,83,73,160,23,23,53,56,52,106,47,45,90
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
