SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL51245,33,0,0,0,0,0,0,32
SAL51246,4,0,0,0,0,0,0,7
SAL51247,321,95,27,11,0,0,12,471
SAL51248,90,20,8,5,0,0,0,115
SAL51249,0,0,0,0,0,0,0,0
SAL51250,9,3,0,0,0,0,0,13
SAL51251,4,0,0,0,0,0,0,5
SAL51252,10,0,0,0,0,0,0,11
SAL51253,6,0,0,0,0,0,0,6
SAL51254,19,3,0,0,0,0,0,21
SAL51255,14,4,0,0,0,0,0,17
SAL51256,27,5,0,0,0,0,0,34
SAL51257,5,0,0,0,0,0,0,10
SAL51258,76,12,9,0,0,0,0,100
SAL51259,396,72,24,8,0,0,3,498
SAL51260,1220,353,102,17,13,7,24,1731
SAL51261,0,0,0,0,0,0,0,0
SAL51262,8,0,0,0,0,0,6,12
SAL51263,6,0,0,0,0,0,0,9
SAL51264,8,3,0,0,0,0,0,12
SAL51265,0,0,0,0,0,0,0,0
SAL51266,0,0,0,0,0,0,0,0
SAL51267,0,0,0,0,0,0,0,0
SAL51268,16,7,0,0,0,0,0,25
SAL51269,11,0,0,0,0,0,0,8
SAL51270,51,12,0,0,0,0,0,59
SAL51271,798,71,15,15,0,0,4,900
SAL51272,5,3,0,0,0,0,0,5
SAL51273,0,0,0,0,0,0,0,5
SAL51274,6,0,0,0,0,0,0,6
SAL51275,128,33,10,0,0,0,0,163
SAL51276,6,3,0,0,0,0,0,8
SAL51277,10,0,0,0,0,0,0,10
SAL51278,963,202,54,4,0,0,9,1230
SAL51279,15,5,0,0,0,0,0,17
SAL51280,73,24,9,6,0,0,3,108
SAL51281,48,6,5,0,0,0,0,62
SAL51282,168,55,26,6,0,0,5,257
SAL51283,0,0,0,0,0,0,0,0
SAL51284,5,0,0,0,0,0,0,5
SAL51285,6,0,0,0,0,0,0,11
SAL51286,4,0,0,0,0,0,0,4
SAL51287,425,61,19,0,4,0,0,510
SAL51288,5,0,0,0,0,0,0,4
SAL51289,23,6,4,0,0,0,0,26
SAL51290,7,4,0,0,0,0,0,8
SAL51291,0,0,0,0,0,0,0,0
SAL51292,4,0,0,0,0,0,0,4
SAL51293,24,10,3,0,0,0,0,38
SAL51294,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0
SAL51296,415,100,40,7,0,3,3,566
SAL51297,10,0,0,0,0,0,0,14
SAL51298,873,56,10,10,0,0,0,955
SAL51299,763,92,22,8,0,0,6,889
SAL51300,63,15,6,0,0,0,0,87
SAL51301,891,223,78,11,5,0,16,1226
SAL51302,3,3,0,0,0,0,0,8
SAL51303,0,0,0,0,0,0,0,0
SAL51304,4,0,0,0,0,0,0,8
SAL51305,33,9,3,4,0,0,3,49
SAL51306,39,12,0,0,0,0,0,48
SAL51307,97,26,6,0,0,0,0,132
SAL51308,749,127,41,0,3,0,4,929
SAL51309,14,5,4,0,0,0,0,24
SAL51310,13,3,0,0,0,0,0,13
SAL51311,0,0,0,0,0,0,0,0
SAL51312,458,38,11,0,0,0,3,516
SAL51313,0,0,0,0,0,0,0,0
SAL51314,5,0,0,0,0,0,0,3
SAL51315,8,0,0,0,0,0,0,12
SAL51316,24,3,0,0,0,0,0,35
SAL51317,13,3,0,0,0,0,0,13
SAL51318,9,3,0,0,0,0,0,12
SAL51319,667,152,40,0,0,0,10,876
SAL51320,15,0,0,0,0,0,0,21
SAL51321,315,41,7,0,0,0,0,358
SAL51322,208,30,7,3,0,0,0,250
SAL51323,81,22,8,0,0,0,3,119
SAL51324,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0
SAL51326,0,0,0,0,0,0,0,0
SAL51327,10,0,0,0,0,0,0,12
SAL51328,95,30,3,3,0,0,0,133
SAL51329,9,0,0,0,0,0,0,13
SAL51330,1332,236,35,0,0,0,5,1610
SAL51331,0,0,0,0,0,0,0,0
SAL51332,37,3,3,0,0,0,0,47
SAL51333,5,0,0,0,0,0,0,5
SAL51334,9,0,0,0,0,0,0,7
SAL51335,11,0,0,0,0,0,0,12
SAL51336,0,0,0,0,0,0,0,0
SAL51337,1445,380,116,12,6,0,12,1968
SAL51338,9,6,0,0,0,0,0,19
SAL51339,222,58,15,5,3,0,0,309
SAL51340,1199,221,85,18,0,3,17,1545
SAL51341,11,0,0,0,0,0,0,6
SAL51342,60,9,7,0,0,0,0,74
SAL51343,0,0,0,0,0,0,0,3
SAL51344,0,0,0,0,0,0,0,0
SAL51345,620,60,9,7,0,0,0,701
SAL51346,526,40,7,3,0,0,0,580
SAL51347,0,0,0,0,0,0,0,0
SAL51348,286,70,18,4,0,0,0,379
SAL51349,0,0,0,0,0,0,0,0
SAL51350,3,0,0,0,0,0,0,3
SAL51351,97,30,6,4,0,0,0,134
SAL51352,363,63,23,4,0,0,0,456
SAL51353,60,7,8,0,0,0,0,75
SAL51354,411,101,33,5,0,0,4,560
SAL51355,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0
SAL51357,3,0,0,0,0,0,0,6
SAL51358,0,0,0,0,0,0,0,0
SAL51359,481,65,14,7,0,0,8,575
SAL51360,984,117,24,8,3,0,4,1131
SAL51361,0,0,0,0,0,0,0,0
SAL51362,70,13,14,0,0,0,0,102
SAL51363,661,129,30,5,0,0,3,821
SAL51364,4,0,0,0,0,0,0,4
SAL51365,27,13,3,0,0,0,0,48
SAL51366,5,0,0,0,0,0,0,5
SAL51367,3,0,0,0,0,0,0,3
SAL51368,280,28,8,0,0,0,0,312
SAL51369,3,0,0,0,0,0,0,3
SAL51370,7,0,0,0,0,0,0,6
SAL51371,426,85,9,6,0,0,6,531
SAL51372,896,167,94,20,10,3,11,1196
SAL51373,360,86,32,11,5,0,0,490
SAL51374,0,0,0,0,0,0,0,0
SAL51375,10,3,0,0,0,0,0,6
SAL51376,0,0,0,0,0,0,0,0
SAL51377,553,89,31,5,0,0,0,686
SAL51378,3,0,0,0,0,0,0,3
SAL51379,3,0,0,0,0,0,0,9
SAL51380,7,0,0,0,0,0,0,7
SAL51381,999,115,25,4,0,0,5,1148
SAL51382,20,0,0,0,0,0,0,22
SAL51383,11,0,0,0,0,0,0,11
SAL51384,0,0,0,0,0,0,0,0
SAL51385,15,0,0,0,0,0,0,18
SAL51386,0,0,0,0,0,0,0,0
SAL51387,4,0,0,0,0,0,0,4
SAL51388,0,0,0,0,0,0,0,0
SAL51389,0,0,0,0,0,0,0,0
SAL51390,247,92,22,0,0,0,6,372
SAL51391,3,0,0,0,0,0,0,3
SAL51392,18,0,0,0,0,0,0,16
SAL51393,28,3,3,0,0,0,0,37
SAL51394,1874,256,51,25,0,0,9,2217
SAL51395,109,20,8,10,0,0,3,151
SAL51396,949,148,24,9,0,0,11,1144
SAL51397,192,35,16,0,0,0,0,251
SAL51398,5,0,0,0,0,0,0,5
SAL51399,25,8,0,0,0,0,0,31
SAL51400,0,0,0,0,0,0,0,0
SAL51401,83,3,3,8,5,0,10,119
SAL51402,381,53,18,8,0,0,0,464
SAL51403,5,0,0,0,0,0,0,4
SAL51404,63,5,4,0,0,0,0,70
SAL51405,1332,127,27,7,4,0,0,1488
SAL51406,18,3,0,0,0,0,0,22
SAL51407,0,0,0,0,0,0,0,0
SAL51408,285,65,9,5,0,0,0,360
SAL51409,0,0,0,0,0,0,0,0
SAL51410,126,28,8,0,0,0,0,164
SAL51411,92,17,0,0,0,0,0,111
SAL51412,0,0,0,0,0,0,0,0
SAL51413,249,64,32,6,0,0,6,359
SAL51414,7,0,0,0,0,0,0,10
SAL51415,34,3,0,0,0,0,0,42
SAL51416,830,83,12,0,0,0,0,932
SAL51417,1376,200,52,8,0,0,11,1648
SAL51418,12,5,0,3,0,0,0,11
SAL51419,124,18,7,3,0,0,0,154
SAL51420,560,136,38,18,3,0,12,772
SAL51421,565,74,9,0,0,0,0,655
SAL51422,12,3,0,0,0,0,0,13
SAL51423,0,0,0,0,0,0,0,0
SAL51424,9,0,0,0,0,0,0,8
SAL51425,0,0,0,0,0,0,0,0
SAL51426,0,0,0,0,0,0,0,0
SAL51427,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0
SAL51430,14,3,3,0,0,0,0,18
SAL51431,0,0,0,0,0,0,0,0
SAL51432,0,0,0,0,0,0,0,5
SAL51433,37,8,5,10,0,0,0,56
SAL51434,0,0,0,0,0,0,0,0
SAL51435,1268,216,74,12,0,0,4,1574
SAL51436,122,17,9,0,0,0,0,155
SAL51437,0,0,0,0,0,0,0,0
SAL51438,10,0,0,0,0,0,0,10
SAL51439,5,0,0,0,0,0,0,11
SAL51440,10,0,0,4,0,0,9,22
SAL51441,12,0,0,0,0,0,0,12
SAL51442,25,0,0,0,0,0,0,27
SAL51443,0,0,0,0,0,0,0,0
SAL51444,7,0,0,0,0,0,0,7
SAL51445,0,0,0,0,0,0,0,0
SAL51446,716,138,33,8,5,0,7,902
SAL51447,5,0,0,0,0,0,0,12
SAL51448,2460,355,119,34,10,4,23,2999
SAL51449,19,7,0,0,0,0,0,22
SAL51450,10,0,0,0,0,0,0,10
SAL51451,0,0,0,0,0,0,0,0
SAL51452,7,0,0,0,0,0,0,7
SAL51453,4,0,0,0,0,0,0,3
SAL51454,0,0,0,0,0,0,0,0
SAL51455,3,0,0,0,0,0,0,9
SAL51456,311,45,28,3,0,0,0,390
SAL51457,0,0,0,0,0,0,0,0
SAL51458,59,18,6,0,0,0,6,83
SAL51459,4,0,0,0,0,0,0,4
SAL51460,0,0,0,0,0,0,0,0
SAL51461,5,0,0,0,0,0,0,4
SAL51462,21,4,0,0,0,0,0,31
SAL51463,6,0,0,0,0,0,0,6
SAL51464,0,0,0,0,0,0,0,0
SAL51465,0,0,0,0,0,0,0,0
SAL51466,4,0,0,0,0,0,0,0
SAL51467,532,59,19,4,0,0,0,615
SAL51468,11,0,0,0,0,0,0,12
SAL51469,0,0,0,0,0,0,0,0
SAL51470,378,37,3,0,0,0,0,417
SAL51471,0,0,0,0,0,0,0,0
SAL51472,561,70,13,3,3,0,5,652
SAL51473,0,0,0,0,0,0,0,0
SAL51474,5,5,0,0,0,0,0,10
SAL51475,316,125,33,4,0,0,0,479
SAL51476,11,3,0,0,0,0,0,15
SAL51477,4,0,0,0,0,0,0,4
SAL51478,38,3,0,0,0,0,0,46
SAL51479,0,0,0,0,0,0,0,0
SAL51480,26,0,0,0,0,0,0,31
SAL51481,0,0,0,0,0,0,0,0
SAL51482,44,9,3,0,4,0,0,51
SAL51483,9,0,0,0,0,0,0,4
SAL51484,23,3,0,0,0,0,0,22
SAL51485,150,35,14,0,0,0,0,198
SAL51486,73,21,14,4,0,0,0,117
SAL51487,0,0,0,0,0,0,0,0
SAL51488,4,0,0,0,0,0,0,4
SAL51489,289,63,27,6,0,0,0,389
SAL51490,683,102,11,0,0,0,5,806
SAL51491,0,0,0,0,0,0,0,0
SAL51492,72,16,0,0,0,0,0,88
SAL51493,0,0,0,0,0,0,0,0
SAL51494,113,16,7,0,0,0,0,138
SAL51495,14,0,0,0,0,0,0,11
SAL51496,5,0,0,0,0,0,0,6
SAL51497,4,0,0,0,0,0,0,4
SAL51498,9,3,0,0,0,0,0,8
SAL51499,0,0,0,0,0,0,0,3
SAL51500,208,50,18,6,0,5,9,287
SAL51501,72,9,12,0,0,0,0,89
SAL51502,1066,279,80,22,6,0,11,1462
SAL51503,3,0,0,0,0,0,0,3
SAL51504,9,0,0,0,0,0,0,9
SAL51505,19,6,0,0,0,0,0,25
SAL51506,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0
SAL51508,103,22,8,0,0,0,0,133
SAL51509,9,0,0,0,0,0,0,9
SAL51510,16,6,0,0,0,0,0,21
SAL51511,8,0,0,0,0,0,0,8
SAL51512,4,0,0,0,0,0,0,4
SAL51513,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0
SAL51515,4,0,0,0,0,0,0,0
SAL51516,8,0,0,0,0,0,0,10
SAL51517,0,0,0,0,0,0,0,0
SAL51518,23,3,5,0,0,0,0,30
SAL51519,567,95,21,6,0,0,5,690
SAL51520,6,0,0,0,0,0,0,6
SAL51521,473,92,34,0,0,0,0,604
SAL51522,3,0,0,0,0,0,0,8
SAL51523,0,0,0,0,0,0,0,5
SAL51524,17,0,0,0,0,0,0,18
SAL51525,311,96,19,0,0,0,0,430
SAL51526,1111,237,67,12,0,0,14,1432
SAL51527,6,0,0,0,0,0,0,8
SAL51528,14,0,0,0,0,0,0,14
SAL51529,15,3,0,0,0,0,0,19
SAL51530,37,0,0,4,0,3,5,46
SAL51531,0,0,0,0,0,0,0,4
SAL51532,7,0,0,0,0,0,0,10
SAL51533,31,0,0,6,0,0,4,38
SAL51534,852,226,77,17,6,0,10,1191
SAL51535,3,4,0,0,0,0,0,7
SAL51536,211,61,11,4,0,0,5,293
SAL51537,4,0,0,0,0,0,0,4
SAL51538,5,0,0,0,0,0,0,6
SAL51539,0,0,0,0,0,0,0,0
SAL51540,99,14,4,0,0,0,0,115
SAL51541,389,56,15,3,0,0,6,475
SAL51542,8,0,0,0,0,0,0,5
SAL51543,3,0,0,0,0,0,0,8
SAL51544,279,25,0,3,0,0,0,309
SAL51545,11,0,0,0,0,0,0,13
SAL51546,149,11,6,0,0,0,0,166
SAL51547,11,0,3,0,0,0,0,13
SAL51548,10,0,3,0,0,0,0,5
SAL51549,920,105,32,11,3,0,6,1076
SAL51550,37,5,0,0,0,0,0,45
SAL51551,0,0,0,0,0,0,0,0
SAL51552,15,5,0,0,0,0,0,20
SAL51553,0,0,0,0,0,0,0,0
SAL51554,8,5,0,0,0,0,0,13
SAL51555,7,3,0,0,0,0,0,8
SAL51556,5,0,0,0,0,0,0,5
SAL51557,0,0,0,0,0,0,0,0
SAL51558,1691,305,101,32,0,0,9,2143
SAL51559,4,0,0,0,0,0,0,3
SAL51560,0,0,0,0,0,0,0,0
SAL51561,9,5,0,0,0,0,0,15
SAL51562,4,0,0,0,0,0,0,4
SAL51563,0,0,0,0,0,0,0,0
SAL51564,1392,115,17,3,0,0,3,1530
SAL51565,869,95,23,4,0,0,0,992
SAL51566,5,4,0,0,0,0,0,9
SAL51567,157,19,0,0,0,0,0,179
SAL51568,0,0,0,0,0,0,0,0
SAL51569,608,170,49,5,4,0,6,839
SAL51570,0,0,0,0,0,0,0,0
SAL51571,3,0,0,0,0,0,0,3
SAL51572,15,5,0,0,0,0,0,22
SAL51573,18,7,0,0,0,0,0,21
SAL51574,0,0,0,0,0,0,0,0
SAL51575,0,0,0,0,0,0,0,0
SAL51576,0,0,0,0,0,0,0,0
SAL51577,137,29,10,0,0,0,4,183
SAL51578,382,51,3,0,0,0,0,438
SAL51579,0,0,0,0,0,0,0,0
SAL51580,257,36,4,0,0,0,0,297
SAL51581,15,0,0,0,0,0,0,12
SAL51582,41,17,0,0,0,0,0,60
SAL51583,3,0,0,0,0,0,0,3
SAL51584,11,0,0,0,0,0,0,11
SAL51585,50,8,0,0,0,0,0,59
SAL51586,35,14,4,0,0,0,0,45
SAL51587,12,5,0,0,0,0,0,16
SAL51588,630,67,12,10,0,0,0,732
SAL51589,5,0,0,0,0,0,0,5
SAL51590,6,0,0,0,0,0,0,6
SAL51591,0,0,0,0,0,0,0,0
SAL51592,94,28,17,0,0,0,0,144
SAL51593,332,40,6,0,0,0,0,383
SAL51594,70,9,0,0,0,0,0,89
SAL51595,0,0,0,0,0,0,0,0
SAL51596,3,0,0,0,0,0,0,3
SAL51597,4,0,0,0,0,0,0,4
SAL51598,0,0,0,0,0,0,0,0
SAL51599,0,0,0,0,0,0,0,0
SAL51600,29,3,0,0,0,0,0,34
SAL51601,211,26,16,6,0,0,6,259
SAL51602,0,0,0,0,0,0,0,0
SAL51603,5,0,0,0,0,0,0,5
SAL51604,0,0,0,0,0,0,0,0
SAL51605,0,0,0,0,0,0,0,0
SAL51606,4,0,0,0,0,0,0,6
SAL51607,0,0,0,0,0,0,0,0
SAL51608,0,0,0,0,0,0,0,0
SAL51609,8,0,0,0,0,0,0,8
SAL51610,448,78,21,3,0,0,3,553
SAL51611,8,4,0,0,0,0,0,7
SAL51612,2792,297,58,18,7,0,11,3180
SAL51613,16,4,0,0,0,0,0,20
SAL51614,88,7,8,0,0,0,0,104
SAL51615,5,0,0,0,0,0,0,7
SAL51616,68,12,3,0,0,0,0,79
SAL51617,583,52,26,0,0,0,6,669
SAL51618,3,0,0,0,0,0,0,6
SAL51619,19,0,0,0,0,0,0,19
SAL51620,8,0,0,0,0,0,0,10
SAL51621,0,0,0,0,0,0,0,0
SAL51622,19,3,0,0,0,0,0,21
SAL51623,806,89,20,8,0,0,0,922
SAL51624,53,7,0,0,0,0,0,64
SAL51625,161,39,15,4,0,0,5,229
SAL51626,0,0,0,0,0,0,0,0
SAL51627,0,0,0,0,0,0,0,3
SAL51628,0,0,0,0,0,0,0,0
SAL51629,16,9,0,0,0,0,0,23
SAL51630,5,0,0,0,0,0,0,5
SAL51631,0,0,0,0,0,0,0,8
SAL51632,60,6,6,0,0,0,0,69
SAL51633,6,0,0,0,0,0,0,6
SAL51634,9,6,0,0,0,0,0,19
SAL51635,89,27,16,3,0,0,0,127
SAL51636,10,0,0,0,0,0,0,15
SAL51637,78,27,3,0,0,0,0,113
SAL51638,547,56,12,3,0,0,0,624
SAL51639,0,0,0,0,0,0,0,0
SAL51640,44,14,3,0,0,0,0,65
SAL51641,1243,163,30,4,0,0,8,1446
SAL51642,15,0,0,0,0,0,0,18
SAL51643,0,0,0,0,0,0,0,0
SAL51644,4,0,0,0,0,0,0,4
SAL51645,0,0,0,0,0,0,0,0
SAL51646,67,16,3,4,0,0,0,88
SAL51647,121,24,10,0,0,0,3,163
SAL51648,8,0,0,0,0,0,0,9
SAL51649,0,0,0,0,0,0,0,0
SAL51650,11,0,0,0,0,0,0,9
SAL51651,100,19,6,4,0,0,6,136
SAL51652,41,0,4,0,0,0,0,48
SAL51653,0,0,0,0,0,0,0,0
SAL51654,14,0,0,0,0,0,0,18
SAL51655,3,0,0,0,0,0,0,3
SAL51656,46,7,8,6,0,0,0,66
SAL51657,0,0,0,0,0,0,0,0
SAL51658,0,0,0,0,0,0,0,0
SAL51659,9,5,0,0,0,0,0,16
SAL51660,238,42,8,0,0,0,0,291
SAL51661,0,0,0,0,0,0,0,0
SAL51662,3,0,0,0,0,0,0,7
SAL51663,7,0,0,0,0,0,0,7
SAL51664,117,19,6,0,0,0,0,140
SAL51665,30,9,0,0,0,0,0,39
SAL51666,285,78,22,0,0,0,0,388
SAL51667,1005,288,99,11,3,0,7,1406
SAL51668,7,0,0,0,0,0,0,7
SAL51669,0,0,0,0,0,0,0,0
SAL51670,821,139,38,4,3,0,10,1014
SAL51671,14,0,0,0,0,0,0,13
SAL51672,0,0,0,0,0,0,0,0
SAL51673,4,0,0,0,0,0,0,4
SAL51674,3,0,0,0,0,0,0,4
SAL51675,33,7,8,0,0,0,0,49
SAL51676,4,0,0,0,0,0,0,4
SAL51677,7,0,0,0,0,0,0,8
SAL51678,13,0,0,0,0,0,0,13
SAL51679,0,0,0,0,0,0,0,0
SAL51680,4,0,0,0,0,0,0,4
SAL51681,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0
SAL51683,3,0,0,0,0,0,0,6
SAL51684,8,0,0,0,0,0,0,8
SAL51685,0,0,0,0,0,0,0,0
SAL51686,3,0,0,0,0,0,0,3
SAL51687,3,0,0,0,0,0,0,3
SAL51688,1128,120,31,8,0,0,4,1287
SAL51689,5,3,0,0,0,0,0,10
SAL51690,122,31,9,5,0,0,3,171
SAL51691,0,0,0,0,0,0,0,0
SAL51692,9,4,0,0,0,0,0,7
SAL51693,0,0,0,0,0,0,0,0
SAL51694,3,0,0,0,0,0,0,3
SAL51695,27,5,0,0,0,0,0,35
SAL51696,3,0,0,0,0,0,0,3
SAL51697,0,0,0,0,0,0,0,0
SAL51698,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0
SAL59494,0,0,0,0,0,0,0,0
SAL59797,0,0,0,0,0,0,0,0
