SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,11,12,15,18,15,3,7,6,0,88,28,27,27,76,38,18,5,14,4,235,70,49,311,150,83,42,102,71,6,882,9,0,12,10,10,9,8,12,0,68,6,3,0,11,11,3,9,5,0,49,0,4,0,0,0,0,3,0,0,19,4,0,6,9,5,5,0,8,3,40,198,376,414,331,197,97,153,123,18,1912
SAL50829,9,4,0,3,12,0,0,0,0,28,15,9,12,9,12,4,5,5,0,66,30,16,160,17,24,14,45,14,4,328,0,0,6,0,6,0,4,0,0,21,0,0,4,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,4,4,0,0,3,9,0,0,6,3,22,100,217,199,57,68,28,67,31,10,763
SAL50830,9,3,0,5,0,0,0,0,0,17,3,4,4,8,0,0,4,0,0,19,11,5,24,0,7,3,8,12,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,4,0,10,0,0,0,0,0,0,0,3,0,4,5,3,0,0,0,0,0,10,0,23,24,27,32,15,14,9,15,55,8,202
SAL50831,38,62,41,46,64,27,21,20,7,314,103,88,98,139,112,63,34,40,4,695,156,72,647,217,198,89,131,128,14,1660,9,4,16,20,26,24,14,24,0,142,11,11,22,34,35,21,9,22,0,166,9,13,19,6,4,9,8,3,4,69,7,14,20,21,17,14,10,4,9,118,697,1500,997,688,732,375,291,312,72,5667
SAL50832,0,3,0,0,0,0,0,0,0,10,0,4,0,0,3,0,0,0,0,9,0,0,13,4,8,3,0,3,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,20,16,11,5,0,11,0,101
SAL50833,8,18,14,16,8,4,8,9,0,84,13,12,46,31,21,9,29,15,0,172,29,10,148,76,36,17,43,44,5,417,5,0,7,4,4,8,6,5,0,35,0,3,3,18,6,0,6,7,0,47,0,6,5,4,0,0,0,6,0,21,0,3,11,8,0,5,3,13,9,58,104,310,281,240,161,69,143,154,29,1490
SAL50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL50835,16,20,13,6,9,3,0,3,0,76,26,27,24,39,27,9,4,4,0,153,32,20,107,69,47,25,30,18,3,347,0,0,5,7,4,4,3,3,0,30,5,5,7,7,9,0,0,0,0,28,0,7,4,0,0,0,0,0,0,15,5,3,6,3,4,7,0,3,8,29,241,582,207,200,191,77,49,59,26,1634
SAL50836,0,3,3,0,0,0,0,0,0,6,4,0,4,0,4,0,9,0,0,15,3,0,36,6,3,0,24,4,0,79,0,0,0,6,0,0,5,0,0,8,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,8,6,0,19,16,38,47,16,10,3,44,13,0,188
SAL50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10
SAL50838,9,12,9,6,0,0,3,0,0,40,14,13,10,25,16,7,3,5,0,85,21,21,123,78,33,29,49,45,6,397,0,0,5,6,5,8,0,9,0,31,3,5,5,5,4,0,4,8,0,32,4,0,0,0,4,0,4,0,0,9,0,0,0,4,7,3,4,4,3,28,57,136,166,146,93,50,77,75,17,816
SAL50839,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,3,3,14,0,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,4,9,0,8,14,0,58
SAL50840,19,27,9,5,9,6,0,4,0,80,27,16,12,15,24,10,3,9,0,113,24,28,77,38,18,19,11,11,4,221,0,0,0,6,0,12,0,4,0,19,4,3,5,3,6,0,0,0,0,28,0,11,4,0,0,0,0,3,0,23,0,8,0,3,0,3,0,0,3,19,295,1021,145,136,170,73,24,47,19,1929
SAL50841,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,3,6,0,7,5,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,11,8,3,5,7,10,0,67
SAL50842,44,95,32,21,54,19,5,7,6,287,59,64,33,55,86,27,12,16,0,347,123,58,296,100,112,47,49,52,15,855,3,0,13,16,10,17,4,10,0,81,11,15,9,19,34,8,6,6,0,97,10,13,3,5,4,3,4,6,0,44,17,22,4,11,12,3,3,8,12,89,609,1728,495,366,566,181,113,140,55,4257
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,4,3,0,24,3,0,59,3,8,4,25,9,0,117,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,16,17,62,11,20,4,48,21,5,208
SAL50845,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,7,0,3,0,3,3,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,14,10,9,6,7,3,7,6,0,58
SAL50846,0,0,0,3,0,0,0,3,0,12,4,0,0,6,4,0,3,0,0,19,9,0,24,4,3,0,7,9,3,65,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,24,25,30,25,12,5,19,14,8,153
SAL50847,11,8,4,3,13,5,4,4,0,56,17,17,12,21,19,0,0,3,0,91,27,27,226,52,47,23,54,36,3,496,0,0,0,11,13,0,0,0,3,30,0,3,4,3,4,5,7,0,0,25,0,0,0,0,0,0,0,0,0,8,4,0,0,4,5,0,3,0,7,28,104,245,257,114,120,36,76,54,16,1016
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,35,68,26,29,35,13,7,9,0,218,52,49,31,42,55,12,9,15,0,267,111,64,374,110,103,37,67,43,19,934,11,5,9,13,11,8,3,16,0,69,4,3,11,12,16,8,4,10,0,69,10,5,3,4,3,0,3,0,0,31,7,11,7,0,16,0,4,0,9,64,442,924,511,300,352,95,111,117,41,2892
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,4,0,18
SAL50853,5,5,0,6,7,4,0,4,0,29,11,6,10,11,4,3,0,5,0,48,16,11,90,33,16,14,11,16,0,221,0,0,6,6,5,8,0,5,0,17,0,0,0,6,7,4,0,0,0,18,0,4,0,0,0,0,0,0,0,6,0,0,9,4,0,4,0,0,5,18,65,142,116,68,46,33,22,33,7,528
SAL50854,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,12
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50857,3,8,8,17,4,7,9,4,0,54,8,11,9,25,16,4,10,10,0,90,14,21,109,59,37,16,26,27,7,315,3,0,5,3,3,9,3,7,0,34,0,0,3,6,3,0,7,6,0,24,0,4,3,0,0,0,0,4,0,14,0,0,4,4,0,5,0,3,3,18,46,162,168,148,92,53,66,92,13,844
SAL50858,0,4,0,3,3,0,0,0,0,11,4,4,5,8,0,5,0,7,0,23,4,9,37,35,8,8,7,23,9,129,0,0,0,4,5,4,3,0,0,12,0,0,0,0,3,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,14,15,39,50,56,20,18,10,44,3,264
SAL50859,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,6,0,21
SAL50862,0,0,5,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,12,11,4,7,0,0,0,0,56
SAL50863,4,7,13,10,12,0,4,0,0,57,12,12,8,18,18,0,3,4,3,86,50,21,177,43,51,15,36,25,7,420,5,0,4,7,13,0,0,11,0,34,5,0,3,0,7,0,0,7,0,26,0,0,5,0,5,0,0,0,0,7,3,4,0,0,6,5,5,0,3,27,110,134,225,99,114,31,59,49,11,827
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL50865,5,9,4,0,7,4,0,0,0,36,6,10,7,11,12,6,0,6,0,64,17,4,89,41,21,14,18,22,4,226,0,4,6,6,8,0,0,4,0,33,3,0,0,9,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,12,53,182,114,81,60,32,28,35,6,592
SAL50866,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,5,9,5,0,0,5,0,50
SAL50867,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,0,4,0,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,13,7,8,0,6,3,0,45
SAL50868,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,35
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SAL50870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
SAL50871,7,11,12,15,6,8,0,7,0,66,7,6,35,26,15,12,11,15,0,131,17,19,123,59,34,22,33,19,3,329,0,0,9,9,0,3,6,8,0,30,0,4,0,7,8,0,3,5,0,31,0,0,0,3,6,0,0,0,0,16,7,0,7,5,0,0,4,0,5,33,90,328,236,184,133,70,87,94,24,1249
SAL50872,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50873,8,25,32,27,22,9,14,18,3,155,20,33,67,94,47,19,42,31,5,353,57,35,435,201,92,53,147,140,21,1184,6,0,13,21,20,26,18,36,0,138,4,4,13,17,7,3,16,14,0,84,4,10,15,6,9,4,9,8,0,55,8,4,17,15,7,3,18,25,10,110,186,525,705,540,339,172,326,353,57,3214
SAL50874,27,46,22,21,33,3,9,12,0,166,63,56,30,71,48,24,12,13,0,310,66,24,233,92,86,33,46,59,10,642,5,3,0,10,11,9,0,5,0,47,4,8,9,6,24,7,4,8,0,67,5,10,0,4,6,0,0,0,0,33,8,4,0,6,5,3,3,5,7,57,386,761,353,291,327,129,93,120,27,2482
SAL50875,10,26,7,11,10,4,0,4,3,83,32,28,23,45,27,6,0,4,3,176,41,18,253,87,50,27,59,26,11,572,0,6,6,9,6,8,4,0,0,35,0,0,0,6,5,3,6,0,0,22,0,3,0,5,0,0,0,0,0,14,3,0,3,5,6,0,0,5,0,24,172,344,314,207,140,68,68,51,20,1389
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
SAL50879,5,10,0,0,8,0,0,0,0,22,4,5,6,4,6,0,0,3,0,32,8,4,60,8,21,3,10,13,3,134,0,0,0,3,3,0,0,0,0,9,0,0,0,0,5,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,74,67,29,51,7,14,18,7,309
SAL50880,0,6,0,0,0,0,0,0,0,9,0,7,0,11,3,0,0,6,0,24,14,7,47,13,9,3,16,18,4,122,0,0,0,3,0,0,0,3,0,11,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,10,19,71,57,30,26,10,16,24,6,262
SAL50881,10,27,14,14,25,4,6,0,0,98,34,23,19,28,37,7,8,5,4,163,75,36,233,69,65,30,57,37,8,610,3,0,6,9,10,10,5,7,0,42,3,4,8,3,10,4,0,0,0,37,3,3,3,0,0,0,0,0,0,10,0,0,4,5,5,4,4,0,3,27,210,369,303,149,207,67,88,63,25,1480
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,3,0,0,6,0,0,0,9
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
SAL50885,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,0,0,0,0,3,14
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL50889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,10,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,13,9,5,0,0,0,0,51
SAL50890,18,26,18,23,13,3,10,10,0,113,25,21,38,51,16,15,10,17,0,201,54,34,260,113,71,60,90,94,14,786,6,3,11,18,3,10,11,17,0,75,4,3,6,20,8,11,5,13,0,74,5,0,5,0,0,0,3,0,0,25,7,3,3,13,8,10,7,17,12,79,180,313,371,286,166,147,158,207,32,1870
SAL50891,9,8,12,10,3,5,0,5,0,59,16,6,6,31,17,3,0,8,0,89,62,15,181,81,41,26,44,49,12,515,0,0,8,4,16,11,5,11,0,65,0,5,4,10,4,7,3,6,0,46,0,0,0,0,0,0,0,0,0,6,5,4,0,7,3,0,3,11,5,34,130,190,227,175,92,61,61,108,16,1050
SAL50892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9
SAL50893,17,27,8,13,11,6,4,3,0,88,28,28,16,18,20,0,0,4,0,121,25,21,87,32,41,20,24,21,3,278,0,0,0,9,5,0,0,0,0,16,0,4,6,4,9,0,0,0,0,26,8,0,0,0,7,0,0,0,0,15,0,9,4,0,0,0,0,4,3,26,269,733,164,129,186,63,43,47,26,1664
SAL50894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,7
SAL50895,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,8,3,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,7,13,9,4,6,0,5,0,47
SAL50896,15,42,23,26,19,7,8,20,4,167,37,52,51,78,44,20,13,26,7,320,58,34,389,177,124,60,108,114,22,1085,7,3,11,22,7,18,12,24,0,103,10,9,8,18,20,9,7,22,0,98,5,4,4,15,10,4,6,9,0,44,3,9,15,17,7,9,7,17,21,107,215,582,562,447,341,166,180,267,59,2821
SAL50897,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,0,0,0,0,18
SAL50898,3,0,0,0,3,0,0,0,0,7,0,0,4,5,0,0,0,0,0,12,17,3,22,14,7,0,9,3,0,81,5,0,0,0,0,4,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,34,41,29,27,18,6,15,12,0,180
SAL50899,0,5,0,0,0,0,4,0,0,13,0,3,10,0,4,0,4,0,0,20,0,0,65,8,3,0,17,26,0,126,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,17,15,28,88,14,8,4,38,38,7,237
SAL50900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,14
SAL50901,0,0,0,0,4,0,0,0,0,12,0,8,4,4,0,0,0,0,0,16,5,0,26,6,8,0,8,10,0,73,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,29,40,34,17,22,4,8,21,0,176
SAL50902,0,9,5,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,7,0,3,50,0,0,0,20,10,0,89,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,8,40,73,3,4,0,21,18,0,169
