SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,20,24,6,7,10,12,0,0,0,85,15,22,8,8,10,6,4,0,0,76,32,15,76,17,14,6,7,9,3,183,0,0,6,0,5,0,0,0,0,12,9,4,0,4,0,5,0,3,0,28,4,8,0,0,0,0,0,0,0,16,3,0,0,0,4,0,0,0,3,17,225,501,108,68,113,54,12,19,13,1113
SAL51471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,18
SAL51472,23,31,16,31,36,16,15,10,0,179,42,48,59,68,60,32,13,25,5,347,43,48,250,101,84,32,53,55,11,680,3,0,3,6,10,11,3,5,0,46,6,13,10,14,14,3,7,3,6,60,3,13,5,5,3,0,3,5,0,35,5,9,12,6,4,0,9,13,7,66,338,1178,476,434,385,199,156,265,55,3486
SAL51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51474,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,3,3,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,3,5,0,5,0,0,28
SAL51475,14,16,9,16,14,7,4,4,0,80,15,9,16,29,22,6,7,3,0,109,32,19,222,59,31,22,65,60,3,521,0,4,8,5,9,6,4,5,0,42,5,5,4,6,5,4,3,4,0,31,0,0,5,3,0,0,0,0,0,13,6,0,3,3,5,0,4,0,0,29,100,189,275,142,99,59,91,89,12,1049
SAL51476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,21
SAL51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13
SAL51478,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,7,4,30,7,3,0,6,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,21,40,7,8,0,11,11,4,113
SAL51479,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,8
SAL51480,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,6,0,11,4,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,13,4,0,0,0,4,0,58
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,0,5,6,0,0,0,0,0,0,12,4,8,0,0,3,0,0,0,0,13,6,0,32,11,4,0,6,7,0,69,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,21,39,45,18,17,6,6,7,0,154
SAL51483,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,0,0,0,4,0,20
SAL51484,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,20,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,19,7,0,0,4,0,3,40
SAL51485,0,3,0,0,3,3,0,0,0,20,3,6,0,14,6,0,0,8,0,42,19,10,120,38,25,22,31,40,0,304,0,0,4,4,0,8,7,3,0,31,0,0,0,3,3,0,6,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,11,32,90,136,80,46,38,50,71,9,538
SAL51486,3,3,0,0,0,0,0,0,0,5,3,0,0,7,3,0,0,10,0,35,13,9,74,26,15,13,14,15,9,186,0,0,0,0,0,3,0,8,0,20,0,0,0,5,0,0,3,3,0,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,16,23,33,79,47,30,23,18,46,15,317
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51488,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,4,3,0,16
SAL51489,5,10,5,3,5,5,7,8,0,53,15,14,15,24,6,4,0,5,0,84,41,15,174,54,40,14,44,36,6,425,3,0,3,12,7,11,0,8,0,43,5,7,5,8,9,4,3,8,0,41,3,3,0,3,0,0,3,0,0,11,0,0,0,0,3,8,3,0,3,24,107,176,208,125,100,48,60,78,7,914
SAL51490,28,65,30,33,22,11,8,6,8,205,47,67,75,79,72,22,20,32,7,420,70,63,252,100,77,62,59,57,10,749,5,4,10,17,13,16,8,13,0,88,3,11,5,10,11,5,5,11,3,58,4,16,3,5,6,0,5,3,0,53,11,15,9,16,9,4,9,8,14,91,529,1759,525,464,449,216,166,237,70,4417
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,0,7,0,0,4,0,0,0,0,7,0,0,4,4,4,0,0,4,0,16,11,6,54,14,10,4,15,16,5,130,0,0,3,3,4,0,0,3,0,14,3,0,0,0,0,7,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,22,33,70,20,27,6,18,24,6,228
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,0,8,4,5,9,4,3,0,0,35,8,9,0,21,4,0,0,4,0,48,16,5,51,25,23,9,8,5,4,139,3,0,0,3,6,0,0,0,0,12,0,0,0,3,7,0,3,3,0,19,0,5,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,4,3,9,54,131,56,79,63,14,20,17,13,450
SAL51495,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,0,3,0,0,5,0,31
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,12
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,8
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,4,0,0,0,0,17
SAL51499,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,12
SAL51500,7,0,7,5,3,5,0,4,4,29,5,6,6,23,9,5,6,0,0,63,39,15,145,48,43,16,30,21,3,360,4,0,6,9,14,8,7,10,0,50,0,0,3,7,5,0,0,5,0,22,0,5,0,0,0,0,0,0,0,10,0,4,0,7,0,4,3,0,11,28,70,120,172,102,97,29,46,42,17,689
SAL51501,0,0,0,0,3,0,0,0,0,10,0,4,3,9,5,3,4,0,0,22,20,7,51,13,13,6,16,21,5,144,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11,31,46,64,33,29,12,20,38,5,283
SAL51502,27,46,42,29,34,11,8,12,9,215,49,64,63,111,70,29,20,19,0,414,134,77,692,274,145,88,146,136,24,1716,3,3,16,27,24,20,20,26,0,138,7,7,17,25,19,10,10,15,0,115,0,8,5,3,3,0,5,3,0,30,7,12,11,23,13,6,17,19,16,116,343,688,887,576,391,187,242,257,63,3628
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,3,0,15
SAL51504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,0,0,0,0,0,20
SAL51505,0,3,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,7,4,0,10,0,0,0,4,4,0,21,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,10,3,6,4,5,6,0,60
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,0,8,6,4,8,0,0,0,0,25,8,5,9,4,8,0,0,0,0,33,14,3,62,14,19,7,8,5,3,143,0,0,0,4,5,0,0,0,0,9,0,0,0,4,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,91,79,34,50,8,17,9,3,336
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,11
SAL51510,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,5,0,0,0,11,6,6,16,10,3,0,3,5,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,21,21,8,11,11,4,8,0,106
SAL51511,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,11
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,10
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51516,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,11
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51518,8,0,0,0,0,0,0,0,0,9,4,0,0,0,4,0,0,3,0,14,3,0,14,4,3,3,11,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,14,3,10,3,15,11,3,82
SAL51519,12,13,15,10,20,4,0,3,0,85,29,37,25,55,46,8,9,16,3,224,56,42,257,67,72,29,37,41,8,615,3,7,3,7,16,8,3,6,0,47,7,0,3,10,11,5,3,0,0,44,4,6,0,3,0,0,4,0,0,14,0,7,3,4,0,5,0,0,3,22,224,547,342,219,265,73,71,76,29,1849
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,3,0,3,0,0,22
SAL51521,8,21,10,13,13,3,4,4,0,77,24,24,15,70,21,3,5,0,3,171,54,28,187,107,67,30,47,52,11,584,7,0,7,10,8,7,6,3,0,57,3,0,0,12,10,5,5,5,0,32,3,4,3,0,3,0,0,3,0,15,4,4,5,3,0,5,0,0,0,19,180,441,238,247,165,57,79,75,15,1504
SAL51522,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,3,0,3,10,0,33
SAL51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,12
SAL51524,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,11,6,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,16,0,0,4,0,0,5,11,0,39
SAL51525,16,14,4,20,14,5,0,5,0,75,20,14,18,32,12,5,10,4,0,118,49,23,206,64,42,22,51,45,14,517,0,0,8,6,3,4,0,7,0,34,5,0,3,10,8,6,4,3,0,40,4,0,6,3,0,0,0,0,0,12,8,9,3,4,0,5,0,4,6,41,150,243,258,145,113,55,73,75,26,1135
SAL51526,33,47,34,28,46,14,9,13,0,222,66,68,58,100,62,34,22,22,4,440,134,78,642,189,154,71,111,141,23,1530,6,4,11,19,20,15,8,14,0,103,11,11,14,21,29,11,7,10,0,110,3,3,3,3,5,3,3,4,0,33,9,15,13,19,9,14,10,17,18,123,426,798,828,493,438,197,188,243,58,3667
SAL51527,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,17
SAL51528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,18
SAL51529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5,0,6,3,0,24,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,9,0,9,9,0,38
SAL51530,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,6,5,0,0,3,0,46
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,4,0,17
SAL51533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,0,0,5,3,0,24,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,15,4,0,4,9,3,55
SAL51534,25,31,21,25,22,3,9,12,3,154,36,32,39,87,55,29,17,18,4,318,94,72,646,247,113,72,131,139,26,1535,15,0,4,17,21,27,14,19,0,118,10,0,10,21,15,11,11,15,0,97,4,5,7,6,4,6,4,3,0,31,4,3,7,18,12,11,8,14,5,88,247,510,768,475,298,166,216,248,42,2980
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,17
SAL51536,9,6,6,8,4,0,0,5,0,40,13,8,7,12,7,4,7,4,0,54,32,8,177,42,24,10,43,27,9,367,4,0,8,0,8,0,3,5,0,31,4,0,3,5,7,0,3,0,0,25,3,0,0,0,0,0,0,0,0,6,9,0,4,0,5,0,10,4,3,37,80,84,209,84,57,16,71,52,13,668
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL51538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,14
SAL51539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
SAL51540,0,3,0,0,0,0,0,0,0,8,7,5,3,10,3,4,0,0,0,26,13,8,49,18,16,3,9,8,0,126,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,65,56,36,28,18,11,13,6,269
SAL51541,13,22,11,13,15,0,0,4,0,81,22,30,13,23,22,14,3,3,0,126,36,21,150,53,48,29,30,28,10,404,0,0,0,4,9,3,4,0,0,30,0,0,0,6,13,0,3,3,0,28,0,3,4,0,3,0,0,0,0,14,5,0,4,0,3,0,0,5,3,22,169,458,218,139,174,65,56,56,16,1360
SAL51542,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,4,9,8,0,0,0,35
SAL51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,14
SAL51544,5,13,4,10,11,7,0,4,0,52,8,11,6,14,16,0,9,3,0,67,14,9,45,20,10,8,5,8,0,123,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,4,0,0,0,16,6,0,0,0,4,0,3,0,0,15,4,0,0,0,0,0,0,0,0,19,132,428,87,77,111,53,30,39,25,986
