SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL50518,1230,90,0,88,0,1409,2221,90,0,3,0,2317,555,70,0,0,0,618,63,45,0,0,0,114,6,15,0,0,0,22,301,31,0,0,0,332,22,9,0,9,0,37,6,0,0,0,0,9,954,170,0,6,0,1131,46,99,3,6,0,153,63,14,0,4,0,84,4511,462,9,111,5,5096
SAL50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,6,6,0,0,6,0,11
SAL50520,62,0,0,0,0,62,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,6,0,0,0,0,14,0,0,0,0,0,0,30,0,0,0,0,32,30,0,0,0,5,33,0,0,0,0,0,0,136,0,0,3,4,144
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50522,657,321,164,7,0,1153,577,305,225,3,3,1111,188,344,408,0,0,946,8,148,114,0,0,272,0,23,30,0,0,53,132,128,122,0,0,382,5,10,27,0,0,41,0,0,6,0,0,6,344,648,698,0,3,1689,28,17,9,0,0,59,15,20,19,0,3,51,1622,1306,1116,12,10,4068
SAL50523,194,4,0,50,0,249,97,0,0,4,0,100,38,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,3,0,47,3,0,0,9,0,13,0,0,0,0,0,3,83,0,0,11,0,99,7,0,0,0,0,12,12,0,0,3,0,7,396,0,3,66,0,465
SAL50524,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50525,117,0,0,0,0,117,126,0,0,0,0,126,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,4,7,0,0,0,0,9,270,0,0,0,0,271
SAL50526,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SAL50527,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,39,0,0,0,0,39
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50530,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,0,4,8,0,0,0,0,0,0,16,0,0,9,6,26
SAL50531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,19,6,0,0,0,0,8,0,0,0,0,0,0,17,3,0,0,4,20
SAL50532,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL50533,338,0,0,0,0,338,335,0,0,0,0,335,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,38,5,0,0,0,4,11,0,0,0,0,0,0,714,0,0,0,4,723
SAL50534,514,34,0,0,0,551,401,10,0,0,0,411,190,29,0,0,0,215,67,27,0,0,0,96,0,0,0,0,0,0,79,7,0,0,0,89,11,0,0,0,0,9,0,0,0,0,0,0,348,60,0,0,0,406,11,0,0,0,0,11,18,5,0,0,0,26,1296,106,6,3,0,1406
SAL50535,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SAL50536,298,95,6,0,0,394,238,31,3,0,0,276,118,116,42,0,0,283,44,53,0,0,0,106,10,14,0,0,0,23,81,27,0,0,0,110,8,24,0,0,0,36,0,4,0,0,0,7,265,243,44,0,0,555,20,14,0,0,0,32,9,8,0,0,0,19,828,391,55,9,5,1284
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,22
SAL50539,48,0,0,0,0,48,33,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,22,17,0,0,0,0,17,0,0,0,0,0,0,118,0,0,0,3,119
SAL50540,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,9,0,0,0,0,9,0,0,0,0,0,0,44,0,0,0,0,51
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,340,0,0,0,0,343,480,0,0,0,0,480,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,31,6,0,0,0,0,10,0,0,0,0,0,0,58,0,3,0,0,60,17,0,0,0,0,17,7,0,0,0,0,9,900,0,7,5,3,916
SAL50543,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SAL50544,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL50545,8,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,99,0,0,0,0,102,123,0,0,0,0,123,27,0,0,0,0,27,0,3,0,0,0,6,0,0,0,0,0,3,27,0,0,0,0,27,12,0,0,0,0,12,0,0,0,0,0,0,68,6,0,0,0,74,5,0,0,0,0,5,8,0,0,0,0,8,304,8,0,0,0,319
SAL50549,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,12
SAL50550,699,103,0,0,0,802,976,266,0,0,0,1240,331,127,7,0,0,461,70,120,0,0,0,189,6,9,0,0,0,24,281,70,5,0,0,355,62,12,3,0,0,74,5,4,0,0,0,9,755,345,15,0,0,1115,30,4,0,0,0,38,50,13,0,0,0,66,2510,733,16,0,3,3269
SAL50551,142,0,0,0,0,139,162,0,0,0,3,169,20,0,0,0,0,20,6,0,0,0,0,6,7,0,0,0,0,7,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58,9,0,0,0,0,9,7,0,0,0,0,7,372,8,0,0,3,378
SAL50552,413,0,0,0,0,415,493,4,0,0,0,492,26,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,60,7,0,0,4,70,6,0,3,0,0,5,7,0,0,0,0,7,980,12,3,0,4,995
SAL50553,254,7,0,0,0,261,490,11,3,0,0,505,152,8,6,0,0,166,39,6,0,0,0,40,5,0,0,0,0,5,88,10,0,0,0,101,15,0,0,0,0,15,0,0,0,0,0,0,293,21,8,0,0,328,7,0,0,0,0,7,12,0,0,0,0,12,1057,41,15,0,0,1109
SAL50554,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL50555,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL50556,35,55,57,0,0,148,25,95,119,0,0,241,16,130,275,0,0,419,5,57,47,0,0,107,0,4,13,0,0,22,5,42,93,0,0,142,0,7,27,0,0,31,0,0,0,0,0,0,27,245,453,0,0,720,0,3,11,0,0,17,0,0,10,0,0,14,87,405,646,0,0,1141
SAL50557,100,0,0,0,0,104,123,0,0,0,0,123,78,0,0,0,0,80,8,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,117,7,0,0,0,121,3,0,0,0,0,5,0,0,0,0,0,0,345,8,0,0,0,350
SAL50558,16,0,0,0,0,18,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,40
SAL50559,23,0,0,0,0,23,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,0,0,40
SAL50560,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL50561,196,85,0,0,0,289,133,8,6,0,0,147,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,20,3,6,0,0,0,9,0,0,0,0,0,0,21,16,0,0,0,42,0,9,0,0,0,4,3,3,0,0,0,8,365,125,6,0,0,491
SAL50562,45,0,3,0,0,50,65,0,4,0,0,69,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,31,0,7,0,0,38,0,0,0,0,0,0,4,0,0,0,0,3,149,0,17,0,0,167
SAL50563,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50564,75,0,0,0,0,75,60,0,0,0,0,60,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,27,0,0,0,0,27,5,0,0,0,0,7,0,0,0,0,0,0,51,0,0,0,0,53,12,0,0,0,0,12,3,0,0,0,0,3,201,0,0,0,0,197
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9
SAL50566,280,7,0,0,0,289,1113,14,0,0,22,1150,312,7,0,0,0,315,30,8,0,0,0,35,0,0,0,0,0,0,113,0,0,0,0,117,13,0,0,0,0,13,0,0,0,0,0,0,471,15,0,0,0,481,9,0,0,0,0,11,17,0,0,0,4,22,1891,39,0,0,21,1953
SAL50567,71,0,0,0,0,71,28,0,0,0,0,28,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,118,0,0,0,0,118
SAL50568,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14
SAL50569,84,4,0,4,0,96,58,0,0,0,0,58,9,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,10,17,0,0,0,0,17,8,0,0,0,0,9,0,0,0,0,0,0,35,12,0,0,0,50,4,0,0,0,0,11,9,0,0,0,0,11,193,19,0,4,0,225
SAL50570,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3
SAL50571,611,21,3,0,0,642,492,0,0,0,0,494,32,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,75,11,0,0,0,88,13,0,0,0,0,12,12,0,0,0,0,13,1207,33,7,0,0,1248
SAL50572,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,1799,213,17,3,0,2034,2775,210,44,0,0,3037,829,329,72,0,0,1238,146,111,32,0,0,287,27,107,39,0,0,175,531,82,16,0,0,628,81,23,12,0,0,119,7,16,4,0,0,26,1627,675,169,3,4,2470,82,115,4,5,0,209,93,32,6,0,3,134,6378,1240,239,16,12,7885
SAL50575,27,0,0,0,0,32,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,66,0,0,5,0,74
SAL50576,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,6,0,11
SAL50577,23,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,44,0,0,0,0,48
SAL50578,22,0,0,0,0,29,27,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,64
SAL50579,88,4,0,0,0,94,23,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,22,5,0,0,0,0,5,0,0,0,0,0,0,138,9,0,5,0,145
SAL50580,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,23,0,0,0,0,23
SAL50581,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL50582,69,0,0,0,0,69,47,0,0,0,0,47,13,0,0,0,0,13,8,0,0,0,0,8,3,0,0,0,0,3,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,158
SAL50583,1012,226,0,0,0,1240,1283,65,5,0,0,1357,396,38,11,0,0,437,53,77,0,0,0,130,10,20,0,0,0,27,283,31,0,0,0,315,12,17,0,0,0,25,3,4,0,0,0,11,758,182,9,0,0,945,44,379,3,0,0,428,44,38,0,0,0,77,3144,887,26,0,4,4053
SAL50584,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL50585,361,26,5,0,0,397,425,0,0,0,0,428,46,3,0,0,0,44,4,9,0,0,0,11,0,0,0,0,0,0,38,3,0,0,0,37,4,0,0,0,0,4,0,0,0,0,0,0,90,16,0,0,0,107,13,0,0,0,0,17,6,0,0,0,0,9,907,51,5,0,0,959
SAL50586,45,0,0,0,0,45,54,0,0,0,0,54,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,113,0,0,0,0,114
SAL50587,1263,80,0,0,0,1346,1648,104,0,0,0,1750,256,41,0,0,0,299,23,3,0,0,0,29,0,0,0,0,0,3,139,31,0,0,0,172,8,0,0,0,0,14,0,0,0,0,0,0,435,78,0,0,0,514,26,0,0,0,0,28,14,4,0,0,0,21,3385,269,6,0,0,3656
SAL50588,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SAL50589,9,0,0,4,0,12,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,25
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SAL50591,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,9,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,36,9,0,0,0,44
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,27,0,0,0,0,27,15,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,62
SAL50594,213,19,0,3,0,236,283,20,6,0,0,310,42,19,8,0,0,70,4,10,6,0,0,20,0,4,0,0,0,8,23,18,5,0,0,43,3,0,0,0,0,8,0,0,0,0,0,0,75,48,17,6,0,139,11,0,0,0,0,14,3,0,0,0,0,4,574,97,27,9,0,706
SAL50595,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50596,5,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10
SAL50597,11,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16
SAL50598,18,0,0,0,0,22,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,33
SAL50599,615,63,8,37,0,720,751,34,0,8,0,786,76,20,0,0,0,95,0,0,0,0,0,0,0,3,0,0,0,5,24,12,0,0,0,38,21,0,0,3,0,24,0,0,0,0,0,0,129,32,0,10,0,165,41,27,38,3,0,111,13,3,3,0,0,24,1542,161,55,52,0,1807
SAL50600,9,0,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,16
SAL50601,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17
