SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL50838,174,4,0,0,0,178,565,4,0,0,0,567,138,8,0,0,0,141,36,4,0,0,0,40,3,0,0,0,0,3,72,7,0,0,0,76,3,0,0,0,0,3,0,0,0,0,0,0,254,19,0,0,0,267,3,0,0,0,0,3,17,0,0,0,0,17,1012,21,0,0,0,1034
SAL50839,49,3,0,4,0,56,33,0,0,0,0,35,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,16,0,0,0,0,0,6,0,0,0,0,0,3,95,3,5,13,0,115
SAL50840,216,89,43,0,0,353,218,174,95,5,0,493,115,180,185,7,0,487,0,10,5,0,0,13,0,0,0,0,0,5,71,58,44,4,0,179,0,0,0,0,0,0,0,0,0,0,0,0,185,249,236,14,0,687,11,49,3,0,0,65,0,0,3,0,0,6,628,566,379,15,3,1600
SAL50841,56,0,0,0,0,55,34,0,0,0,0,32,8,0,0,0,0,8,0,6,0,0,0,5,0,0,0,0,0,0,9,4,0,0,0,14,3,0,0,0,0,5,0,0,0,0,0,0,28,3,0,0,0,31,5,0,0,0,0,7,0,0,0,0,0,0,115,10,0,0,0,123
SAL50842,1666,99,3,0,0,1765,1475,66,4,0,0,1545,263,38,0,0,0,301,0,3,0,0,0,5,0,0,0,0,0,0,107,26,0,0,0,135,12,0,0,0,0,12,0,0,0,0,0,0,387,62,5,0,0,455,28,12,0,0,0,35,15,3,0,0,0,23,3570,237,12,0,0,3817
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,55,0,0,0,0,64,0,0,0,0,0,0,62,0,0,0,0,69,46,6,0,0,0,49,0,0,0,0,0,0,109,7,0,0,0,121
SAL50845,27,0,0,0,0,27,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,73,0,0,0,0,73
SAL50846,35,0,0,15,4,59,25,0,3,5,0,27,0,0,0,0,0,0,20,3,5,0,0,23,3,0,0,0,0,3,16,0,4,5,0,20,21,0,0,0,0,24,0,0,0,0,0,0,56,5,4,4,0,73,12,0,0,0,0,12,7,5,0,3,5,19,138,12,7,23,10,195
SAL50847,404,0,0,33,0,435,492,0,0,5,0,490,35,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,18,4,0,0,6,0,3,0,0,0,0,0,0,58,0,0,3,0,64,3,0,0,0,0,4,8,0,0,0,0,6,957,0,0,46,3,1002
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,1173,16,0,4,0,1191,1270,10,0,0,0,1282,106,7,0,0,0,113,5,7,0,0,0,13,0,33,3,0,0,31,98,13,0,0,0,114,3,0,0,0,0,3,3,4,0,0,0,3,213,57,3,0,0,280,35,15,3,0,0,56,24,3,3,0,0,39,2718,101,9,8,7,2845
SAL50850,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL50851,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50852,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,21
SAL50853,277,0,0,0,0,277,196,0,0,0,0,196,20,31,0,0,0,55,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,49,32,0,0,0,84,11,0,0,0,0,14,3,0,0,0,0,3,540,32,0,0,0,576
SAL50854,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50857,276,34,6,0,0,321,440,83,7,0,0,531,122,35,11,0,0,168,36,61,4,0,0,103,9,8,0,0,0,15,75,18,4,0,0,102,0,5,0,0,0,7,0,0,0,0,0,0,246,132,23,0,0,398,11,5,0,0,0,16,18,9,0,0,0,28,989,255,40,0,0,1286
SAL50858,91,0,0,0,0,93,164,0,0,0,0,164,50,4,0,0,0,54,84,23,0,0,0,110,7,15,0,0,0,22,37,0,0,0,0,37,4,0,0,0,0,10,3,0,0,0,0,6,184,52,0,0,0,234,7,0,0,0,0,7,14,4,0,0,0,19,460,53,0,0,0,516
SAL50859,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,16
SAL50862,28,0,0,0,0,28,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,64,0,0,0,0,64
SAL50863,154,0,0,0,0,154,504,0,0,0,0,508,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,4,0,0,0,0,4,713,0,0,0,0,708
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50865,313,4,0,0,0,317,278,0,0,0,0,283,34,0,0,0,0,30,13,0,0,0,0,13,0,0,0,0,0,0,37,0,0,0,0,38,5,0,0,0,0,5,0,0,0,0,0,0,81,3,0,0,0,82,5,0,0,0,0,10,7,0,0,0,0,7,686,4,3,0,0,693
SAL50866,39,0,0,0,0,40,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,3,65
SAL50867,13,0,0,0,0,13,18,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,46,0,0,0,0,46
SAL50868,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,26
SAL50869,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL50870,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,11
SAL50871,374,25,0,0,0,400,474,41,0,0,0,515,213,29,3,0,0,244,14,0,0,0,0,18,3,0,0,0,0,7,112,13,0,0,0,130,12,0,0,0,0,15,0,0,0,0,0,0,356,43,10,0,0,410,17,0,0,0,0,11,10,0,0,0,0,13,1229,116,14,0,0,1350
SAL50872,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3
SAL50873,817,144,29,3,0,990,1800,71,34,5,5,1905,413,109,48,9,0,574,94,26,22,0,0,141,13,0,16,0,0,26,327,28,26,8,0,384,56,8,0,3,0,69,10,0,0,0,0,10,908,169,104,17,0,1200,30,77,0,0,0,119,52,17,0,0,0,69,3604,474,165,27,9,4282
SAL50874,589,43,0,30,0,669,1081,74,0,0,0,1153,211,71,0,0,0,289,5,16,0,0,0,17,0,4,0,0,0,7,62,8,0,0,0,66,8,7,0,7,0,14,0,0,0,0,0,4,286,101,0,7,0,392,118,4,0,0,0,119,23,0,0,0,0,23,2093,224,0,40,5,2359
SAL50875,314,5,0,0,0,316,759,0,0,0,0,763,126,3,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,69,5,0,0,0,0,5,3,0,0,0,0,3,199,3,0,0,0,201,6,0,0,0,0,6,6,0,0,0,0,6,1281,8,0,0,0,1296
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SAL50878,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50879,122,0,0,0,0,120,156,0,0,0,0,161,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,293,3,0,0,0,295
SAL50880,86,15,0,0,0,101,91,18,0,0,0,112,29,44,0,0,0,75,4,0,0,0,0,4,0,0,0,0,0,3,22,20,0,0,0,38,6,3,0,0,0,8,0,0,0,0,0,0,63,68,0,0,0,132,3,4,0,0,0,5,0,3,0,0,0,0,242,111,0,0,0,347
SAL50881,607,6,0,8,0,617,774,7,3,0,0,783,110,6,6,0,0,122,4,0,0,0,0,4,0,0,0,0,0,0,65,7,0,0,0,69,7,0,0,0,0,8,0,0,0,0,0,0,187,12,6,0,0,202,10,0,0,0,0,15,17,0,0,0,0,17,1593,21,11,10,0,1632
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3
SAL50883,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
SAL50885,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL50886,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50889,11,0,0,0,0,11,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,51
SAL50890,526,357,180,53,0,1120,399,163,99,0,0,662,544,479,214,4,0,1244,63,191,4,0,4,261,9,51,22,0,9,90,258,163,40,0,0,459,23,31,4,14,3,72,11,7,0,0,0,14,907,920,290,22,12,2148,22,48,10,0,0,78,45,48,4,6,6,106,1893,1532,581,86,20,4110
SAL50891,532,15,0,0,0,548,524,8,0,0,4,538,188,74,5,0,0,265,81,50,7,0,0,136,6,29,3,0,0,32,109,10,0,0,0,114,24,6,0,0,6,33,4,0,0,0,0,3,403,161,12,0,13,585,11,0,0,0,0,14,26,6,0,0,0,34,1502,189,18,3,18,1722
SAL50892,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22
SAL50893,429,39,0,0,0,466,513,47,3,0,0,567,150,18,7,0,0,173,138,42,4,0,0,189,3,0,0,0,0,9,94,5,0,0,0,103,0,0,0,0,0,3,3,0,0,0,0,3,401,68,15,0,0,479,25,6,0,0,0,27,7,0,0,0,0,15,1368,159,25,0,4,1550
SAL50894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SAL50895,26,0,0,0,0,26,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,55,0,0,0,0,55
SAL50896,1097,78,3,0,0,1177,1489,82,10,0,0,1583,245,26,0,0,0,274,57,75,0,0,0,126,7,15,0,0,0,27,199,23,0,0,0,223,29,9,0,0,0,33,9,0,0,0,0,9,543,144,5,0,0,688,38,3,0,0,0,42,42,7,0,0,0,44,3205,319,14,0,0,3543
SAL50897,11,0,0,4,0,12,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,4,0,25
SAL50898,36,10,0,0,0,51,72,18,0,0,0,86,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,124,27,0,0,0,152
SAL50899,10,0,0,7,7,26,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,24,32,0,3,0,0,32,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,59,0,3,0,7,68,14,0,0,0,0,19,4,0,0,0,0,8,88,3,3,9,15,121
SAL50900,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL50901,50,0,0,0,0,48,71,0,0,0,4,70,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,8,0,0,0,0,8,3,0,0,0,0,3,142,0,0,0,4,149
SAL50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
SAL50903,840,37,0,0,6,884,1221,44,0,0,3,1272,314,44,0,0,5,356,50,23,0,0,0,73,5,4,0,0,0,7,297,32,0,0,0,332,20,0,0,14,0,38,3,0,0,0,0,3,685,101,9,14,8,817,30,20,0,0,6,53,46,8,0,0,3,56,2823,207,9,16,19,3076
SAL50904,109,0,3,0,0,113,114,0,0,0,0,117,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23,4,0,0,0,0,4,4,0,0,0,0,4,251,0,3,0,0,258
SAL50905,342,62,3,0,0,405,300,34,0,0,0,336,34,8,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,15,19,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,53,29,13,0,0,89,0,3,0,0,0,5,5,3,0,0,0,4,696,131,10,0,0,838
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL50908,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50911,172,8,0,0,0,179,317,12,0,0,6,331,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,30,4,3,0,0,0,5,0,0,0,0,0,3,56,3,0,0,0,62,12,16,0,0,0,27,9,0,0,0,0,9,562,35,0,0,0,607
SAL50912,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,19
SAL50913,30,0,0,11,0,43,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,20,0,28,0,0,0,0,0,0,16,0,0,18,0,36,0,0,0,0,0,4,0,0,0,0,0,0,62,5,0,33,0,101
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50916,45,0,0,0,0,45,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,0,0,0,0,0,0,65,0,0,0,0,65
SAL50917,652,270,232,0,0,1156,814,648,479,0,0,1939,285,714,1018,0,0,2017,6,152,125,0,0,282,0,17,17,0,0,38,159,231,308,0,0,702,8,33,34,0,3,79,0,4,8,0,0,11,458,1152,1512,0,5,3123,21,17,24,0,0,61,23,21,29,0,0,70,1967,2110,2268,3,6,6351
SAL50918,10,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SAL50919,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
SAL50920,335,4,0,0,0,342,641,0,0,0,0,645,158,5,0,0,0,159,52,4,0,0,0,60,9,3,0,0,0,18,82,5,0,0,0,88,10,0,0,0,0,10,0,0,0,0,0,0,321,13,0,0,0,338,9,0,0,0,0,10,18,0,0,0,0,21,1329,22,3,0,0,1356
