SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL51310,50,61,108,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,3,7,3,0,0,0,25,27,48,11,9,24,81,93,178
SAL51311,9,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,14,13,23
SAL51312,942,1078,2019,117,136,258,3,9,12,7,7,14,8,8,20,6,5,7,391,434,824,0,0,0,5,8,16,0,0,0,0,0,0,425,473,895,85,119,207,16,20,33,643,751,1395,54,67,120,1637,1893,3531
SAL51313,34,7,39,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,37,12,48,0,0,0,0,0,0,0,0,0,0,0,0,46,12,59,3,0,3,0,0,0,47,12,65,75,16,92,155,38,197
SAL51314,23,16,38,0,4,4,3,6,3,7,3,13,0,0,0,0,0,0,22,24,44,0,0,0,4,0,4,0,0,0,0,0,0,33,32,69,16,14,29,0,0,0,49,49,97,15,13,23,89,68,158
SAL51315,22,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,23,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,0,0,0,0,0,0,13,15,27,0,0,5,36,37,76
SAL51316,71,62,132,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,26,33,59,0,0,0,0,0,0,0,0,0,0,0,0,26,33,59,0,0,0,0,0,0,35,34,71,12,9,14,113,104,213
SAL51317,19,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,0,0,0,0,0,0,3,8,13,0,0,6,23,28,47
SAL51318,25,21,46,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,13,21,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20,0,0,0,0,0,0,12,17,27,3,7,8,38,37,78
SAL51319,2199,2218,4418,174,179,354,43,45,82,27,24,47,24,21,50,3,3,8,785,852,1632,4,5,9,5,10,17,3,8,13,0,0,0,896,960,1859,93,88,186,28,28,53,1188,1256,2444,228,168,399,3621,3644,7261
SAL51320,50,46,98,6,12,19,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,11,20,27,0,3,9,70,74,138
SAL51321,783,801,1579,111,97,205,4,7,8,9,8,17,0,4,3,4,5,9,436,268,698,0,0,0,0,0,0,0,0,0,0,0,0,446,283,732,41,40,77,27,38,63,620,459,1081,72,91,164,1475,1346,2826
SAL51322,615,629,1244,19,30,49,4,8,4,5,8,11,3,3,8,0,0,0,167,170,340,0,0,6,0,5,4,0,0,0,0,0,0,181,192,374,19,22,41,6,3,12,231,242,472,34,33,59,884,897,1780
SAL51323,278,281,552,41,43,85,6,0,5,3,3,4,3,5,3,0,0,5,107,111,221,0,0,0,0,0,0,0,3,6,0,0,0,122,125,245,16,20,36,6,0,0,181,185,364,23,19,42,481,483,964
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL51326,30,17,43,4,3,8,0,0,0,0,0,4,0,6,3,0,3,3,8,0,11,0,0,0,0,4,4,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,16,13,27,27,9,37,70,37,109
SAL51327,40,30,66,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,0,6,0,0,0,14,11,19,8,8,20,54,45,101
SAL51328,346,327,671,23,30,48,8,4,7,5,0,3,0,0,0,0,0,0,74,78,160,0,0,0,4,5,5,0,0,0,0,0,0,89,89,181,8,7,11,0,3,6,123,125,243,23,16,36,490,468,959
SAL51329,32,24,55,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,4,0,4,0,0,0,12,9,22,5,3,7,47,35,89
SAL51330,3368,3505,6880,581,585,1163,138,155,295,118,132,252,124,119,242,13,26,35,2280,2598,4875,5,14,24,15,21,35,24,29,49,0,4,5,2721,3087,5810,654,788,1442,104,105,209,4066,4566,8631,612,478,1090,8042,8555,16592
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL51332,135,131,262,13,16,37,0,0,0,3,6,11,0,0,0,0,0,4,49,52,100,0,0,0,3,0,0,0,0,0,0,0,0,53,56,112,4,4,6,0,0,0,77,79,153,38,37,71,249,243,494
SAL51333,11,10,21,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,4,9,0,0,0,7,7,14,4,0,6,24,16,43
SAL51334,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,7,6,18,5,4,9,0,0,0,9,14,22,3,0,5,34,26,59
SAL51335,42,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,5,9,6,0,0,8,48,31,83
SAL51336,26,23,45,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,12,25,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,0,0,0,0,0,3,24,15,41,17,5,27,65,45,105
SAL51337,3355,3258,6606,627,708,1338,103,101,212,54,81,143,80,93,172,18,15,35,1059,1151,2211,10,19,32,14,13,29,13,11,16,0,4,3,1364,1490,2852,167,173,334,47,32,80,2197,2407,4604,300,156,461,5856,5813,11670
SAL51338,48,51,102,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,17,16,31,0,0,0,0,0,0,0,0,0,0,0,0,17,22,29,0,0,5,0,0,3,25,31,58,4,8,9,79,91,169
SAL51339,735,723,1458,36,45,79,7,9,16,8,8,16,4,0,5,0,0,0,277,295,573,3,0,3,0,6,3,0,0,0,0,0,0,304,314,619,9,3,14,9,5,15,351,370,718,460,85,550,1549,1181,2729
SAL51340,3075,3061,6144,226,254,478,20,30,51,22,28,50,22,29,49,12,7,15,1286,1296,2584,7,3,5,3,6,14,0,0,0,0,0,0,1366,1405,2767,120,179,294,47,40,90,1759,1878,3636,361,290,653,5197,5232,10430
SAL51341,18,16,39,0,5,8,0,0,0,0,0,0,4,0,0,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,0,0,0,0,0,0,13,13,20,20,21,47,52,54,109
SAL51342,179,172,355,32,34,72,0,0,0,0,0,0,3,0,4,0,0,0,81,84,162,0,0,0,0,0,6,0,0,0,0,0,0,83,93,174,0,6,11,3,8,7,123,139,261,31,34,69,335,341,677
SAL51343,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,5,3,4,0,0,0,9,12,14
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,1243,1353,2598,188,202,390,15,25,38,17,6,23,20,18,37,0,0,6,481,501,979,7,4,13,3,3,13,0,0,0,0,0,0,542,561,1108,180,188,368,6,0,11,920,957,1874,66,57,116,2221,2364,4585
SAL51346,1118,1251,2365,179,170,352,26,39,65,32,29,57,21,23,49,3,4,3,436,515,954,0,0,0,4,7,15,3,4,7,0,0,0,527,623,1154,139,180,323,9,14,22,860,989,1842,98,86,177,2068,2319,4391
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,1076,1099,2173,131,142,271,27,33,57,17,23,44,24,23,52,3,3,13,492,538,1027,6,0,6,3,0,9,0,4,9,0,0,0,580,629,1211,52,53,108,33,65,102,801,888,1691,173,154,334,2052,2139,4191
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,5,3,0,9
SAL51350,14,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,12,12,23,0,6,6,26,35,58
SAL51351,361,360,717,29,25,54,13,3,13,3,8,20,4,9,14,0,0,0,215,218,431,0,0,0,0,0,0,0,0,0,0,0,0,231,244,478,21,19,40,3,4,6,278,292,574,40,38,77,674,687,1366
SAL51352,742,807,1546,71,61,134,7,9,13,6,11,19,7,8,14,0,0,0,417,461,878,0,0,4,4,0,3,0,0,0,4,0,4,448,491,939,39,47,88,16,9,27,573,611,1180,40,22,63,1346,1445,2795
SAL51353,170,190,357,86,81,161,3,0,8,0,5,6,7,0,5,0,0,5,52,55,104,0,0,0,0,0,0,0,0,0,0,0,0,66,62,127,5,5,8,4,0,4,157,146,303,33,21,58,359,357,717
SAL51354,1107,1139,2244,182,203,388,17,13,31,12,12,28,13,17,26,0,4,7,327,371,698,0,3,6,10,6,19,4,9,9,0,0,0,387,438,825,39,41,77,24,18,36,630,701,1330,100,59,162,1834,1904,3738
SAL51355,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,5,0,0,0,6,0,6,14,0,14,35,0,35
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,12,9,26,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,10,0,10,0,0,0,19,9,23,3,5,7,27,27,59
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,950,840,1785,194,183,380,25,29,52,25,24,46,42,29,64,9,14,25,410,409,819,3,8,14,4,10,10,0,0,0,0,0,0,517,514,1032,117,99,221,16,14,26,846,807,1646,213,162,377,2009,1810,3815
SAL51360,2375,2490,4862,157,190,349,31,50,81,32,28,61,21,19,39,8,4,8,771,807,1571,0,0,0,6,5,9,3,3,3,0,0,0,869,908,1776,114,120,234,8,14,23,1147,1225,2378,130,104,236,3657,3823,7473
SAL51361,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,6,5,15
SAL51362,274,241,512,49,41,95,0,0,0,8,9,19,16,16,30,8,9,11,109,103,211,0,0,0,0,0,4,0,0,0,0,0,0,138,136,275,16,11,27,6,6,14,211,200,409,356,131,490,844,572,1415
SAL51363,2220,2418,4643,346,344,692,25,24,49,18,15,30,22,24,43,10,14,23,944,1109,2052,4,10,13,29,23,54,0,3,8,0,0,0,1048,1218,2268,87,119,212,25,29,54,1501,1721,3221,262,232,490,3985,4374,8360
SAL51364,5,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,12,13,28
SAL51365,226,191,419,39,50,93,4,0,7,3,3,4,12,3,16,0,0,0,62,48,113,0,0,0,0,0,0,0,0,0,0,0,0,80,63,142,13,10,26,4,0,8,134,128,261,97,84,180,456,403,865
SAL51366,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,20
SAL51367,14,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,10,6,0,6,24,20,50
SAL51368,834,840,1678,82,84,173,30,40,63,23,29,52,16,14,35,9,3,11,374,412,788,0,0,4,0,4,4,3,4,4,0,0,0,455,510,961,108,108,222,10,7,22,656,720,1373,103,86,188,1595,1646,3241
SAL51369,3,4,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10
SAL51370,45,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,20,0,0,0,0,0,0,0,0,0,0,0,0,12,12,19,0,0,0,0,0,0,16,15,29,4,7,10,67,45,108
SAL51371,996,1003,1997,43,56,103,21,25,48,9,12,19,15,15,28,4,8,9,501,518,1016,0,0,4,7,6,10,0,0,0,0,0,0,563,576,1139,55,59,104,20,9,22,680,690,1368,69,51,121,1746,1745,3491
SAL51372,1471,1266,2731,1024,1019,2041,110,122,235,82,77,159,189,155,343,37,32,66,1040,1018,2054,18,19,38,32,28,63,0,0,5,0,3,5,1521,1461,2977,218,225,442,62,70,128,2824,2770,5593,980,731,1710,5273,4769,10042
SAL51373,1048,981,2033,227,208,435,17,18,31,17,27,48,33,42,77,13,10,23,372,362,734,10,14,25,5,11,17,0,0,0,0,0,0,475,478,957,102,117,219,29,24,50,831,829,1659,210,169,377,2096,1975,4070
SAL51374,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,3,0,4,0,0,3,10,7,16
SAL51375,33,27,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,5,6,14,0,4,8,46,35,85
SAL51376,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,5,6,17
SAL51377,1726,1674,3402,102,91,192,17,13,29,16,19,30,7,8,14,3,9,12,606,583,1186,0,0,6,4,4,13,0,3,0,0,0,0,659,635,1293,83,112,194,20,24,47,863,861,1726,171,155,329,2764,2695,5460
SAL51378,12,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,19,12,23
SAL51379,22,14,34,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,13,14,21,0,0,0,0,0,0,9,14,20,3,6,10,33,30,62
SAL51380,15,14,30,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,5,6,0,0,0,16,20,37
SAL51381,2630,2687,5322,471,432,903,74,103,177,80,75,150,63,61,125,20,22,38,1703,1669,3363,7,14,18,10,11,21,7,7,14,0,0,5,1963,1956,3918,583,576,1161,42,32,70,3052,2998,6049,339,340,683,6022,6028,12057
SAL51382,64,44,104,15,11,24,0,0,0,0,0,5,0,0,0,0,0,0,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,0,3,3,0,0,0,23,21,46,6,6,20,99,72,170
SAL51383,15,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,9,10,5,5,10,24,28,51
SAL51384,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,3,5,14,6,18
SAL51385,44,32,76,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,0,0,0,0,0,13,10,26,3,9,12,67,46,111
SAL51386,15,10,22,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,11,29
SAL51387,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,6,13,14,25
SAL51388,7,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,9,8,15
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,12,4,12
SAL51390,880,898,1777,126,140,261,12,11,22,3,10,16,15,12,28,0,0,3,556,587,1142,0,0,3,0,4,4,0,4,6,0,0,0,591,632,1225,21,25,50,19,26,53,761,819,1580,174,119,295,1817,1838,3654
SAL51391,30,27,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,9,15,20,0,0,0,0,0,0,9,15,20,6,7,7,44,40,84
SAL51392,36,30,67,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,3,0,0,0,9,10,13,0,0,4,42,42,85
SAL51393,152,126,283,31,32,62,6,5,10,4,0,4,0,3,4,5,0,5,49,57,112,0,0,0,0,0,0,0,0,0,0,0,0,64,64,128,3,13,17,0,0,4,102,110,210,32,21,55,285,258,541
SAL51394,3426,3564,6992,371,346,715,55,59,114,25,21,52,11,8,24,7,13,17,1385,1482,2865,5,11,15,14,7,26,4,7,11,4,3,5,1512,1620,3133,274,354,627,33,22,50,2189,2338,4530,197,175,368,5812,6075,11887
SAL51395,491,510,1002,62,69,126,0,0,0,6,5,13,4,10,10,4,6,7,168,170,335,0,0,5,6,6,15,0,0,0,0,0,0,185,196,383,9,9,15,8,9,17,269,279,545,158,165,324,917,952,1867
SAL51396,2749,2906,5659,226,241,465,25,33,63,36,29,70,35,42,80,14,16,35,1390,1533,2920,8,8,20,4,6,10,3,5,11,0,0,0,1526,1681,3207,164,228,391,40,35,70,1957,2184,4141,280,243,523,4988,5333,10321
SAL51397,769,913,1684,194,241,430,8,6,14,0,9,6,9,8,17,3,4,5,346,410,758,0,8,4,0,4,7,0,0,0,0,0,0,371,448,822,37,33,70,9,3,14,608,726,1336,115,145,259,1498,1788,3280
SAL51398,22,32,51,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,0,0,0,0,0,0,7,11,17,5,0,5,36,48,80
SAL51399,98,80,172,12,21,30,0,0,0,0,0,0,0,0,0,0,0,0,12,12,25,0,0,0,0,0,0,0,0,0,0,0,0,17,18,32,0,4,4,0,5,5,26,41,67,12,17,29,135,130,270
SAL51400,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
SAL51401,373,374,743,61,76,138,0,0,5,0,0,0,3,0,3,0,0,0,54,46,94,0,0,0,5,8,10,0,0,0,0,0,0,56,55,116,4,4,6,0,0,0,124,137,262,18,16,36,510,529,1040
SAL51402,997,1004,2007,140,112,252,14,12,28,13,12,32,8,16,26,4,6,11,697,675,1377,0,0,0,0,0,0,5,3,13,0,0,0,746,731,1482,299,247,550,25,18,41,1215,1107,2323,153,118,275,2369,2237,4603
SAL51403,18,18,34,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,12,10,27,6,5,6,35,29,63
SAL51404,162,168,328,9,17,23,0,0,0,0,0,0,0,0,4,0,0,0,40,41,81,0,0,0,0,0,0,0,0,0,0,0,0,42,42,85,0,0,4,0,0,0,57,62,118,11,7,7,220,235,455
SAL51405,3124,3379,6499,141,132,273,9,12,19,16,20,36,14,21,33,9,12,19,1021,1049,2072,0,0,0,3,7,12,3,0,4,0,0,0,1074,1126,2195,184,193,373,12,16,29,1405,1470,2870,155,121,275,4678,4970,9648
SAL51406,42,51,92,0,5,12,0,0,0,0,0,0,0,3,9,0,0,0,15,16,29,0,0,4,0,0,0,0,0,0,0,0,0,17,22,39,0,0,0,0,0,0,21,27,50,3,11,18,66,86,154
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,792,791,1588,51,58,115,6,4,7,4,3,7,3,6,13,0,0,0,234,244,471,0,4,3,0,0,0,0,0,0,0,0,0,240,258,499,13,10,25,4,3,14,310,337,650,69,41,102,1173,1172,2341
SAL51409,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
SAL51410,374,353,724,18,22,41,0,0,0,0,0,7,0,0,0,3,0,0,108,135,242,0,4,5,0,0,0,0,0,0,0,0,0,109,146,256,6,4,6,8,3,7,143,173,319,29,24,57,544,548,1098
SAL51411,246,252,497,4,4,6,0,4,0,0,0,0,3,3,4,0,0,0,112,91,199,0,0,0,0,3,3,0,0,0,0,0,0,119,95,215,13,8,26,0,3,3,139,117,251,15,3,22,395,374,767
SAL51412,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,9
SAL51413,946,941,1889,52,59,108,14,7,23,9,12,12,3,10,15,0,0,4,334,375,711,0,0,3,0,0,0,0,0,0,0,0,0,360,413,770,19,29,47,17,16,36,451,510,965,90,85,172,1492,1542,3031
SAL51414,10,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,0,0,0,0,0,0,5,11,12,0,5,5,19,23,34
SAL51415,73,87,155,22,22,44,0,0,0,0,0,0,3,3,14,0,0,0,11,8,22,0,3,3,10,0,14,0,0,0,0,0,0,21,25,47,0,0,3,0,0,0,50,48,96,25,18,42,137,157,292
SAL51416,1926,2163,4086,406,431,844,85,90,174,69,107,178,50,47,99,14,16,32,1175,1252,2427,6,10,13,10,9,20,12,15,25,3,3,5,1424,1550,2972,435,536,968,38,17,51,2303,2535,4836,302,266,569,4529,4958,9490
SAL51417,2731,2870,5607,323,340,665,42,38,78,33,30,60,36,35,67,12,8,22,1404,1471,2873,0,3,7,14,9,18,8,4,17,0,0,0,1544,1601,3144,293,355,649,47,47,89,2208,2339,4550,187,152,338,5128,5358,10489
SAL51418,36,34,69,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,5,12,17,4,6,9,53,50,95
SAL51419,318,354,676,61,66,125,4,6,9,5,5,11,3,0,8,6,5,12,201,214,410,0,5,6,4,6,6,0,0,0,0,0,0,221,232,452,16,24,39,8,7,13,306,326,628,71,62,131,694,742,1440
SAL51420,2350,2427,4777,132,176,306,13,18,37,15,15,27,10,12,26,6,8,14,796,846,1640,0,4,4,0,5,4,0,0,0,0,0,0,850,909,1756,45,75,117,27,24,56,1055,1184,2235,260,219,477,3655,3830,7485
SAL51421,1078,1061,2138,135,123,256,41,40,85,29,28,52,53,78,134,10,6,17,641,566,1206,0,4,4,10,6,12,13,7,16,0,0,0,792,732,1522,120,120,244,20,14,25,1053,993,2048,76,77,151,2213,2126,4337
SAL51422,40,32,69,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,17,15,29,0,0,0,0,0,0,0,0,0,0,0,0,17,16,29,0,0,0,0,0,0,21,18,34,9,9,14,64,53,121
SAL51423,30,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,27,0,0,0,0,0,0,0,0,0,0,0,0,16,8,30,0,0,0,0,0,0,21,8,29,8,3,12,57,24,82
