SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL51033,0,0,0,75,73,21,13,328,265,780
SAL51034,0,0,0,6,4,3,5,4,0,23
SAL51035,0,0,0,4,0,3,0,0,0,11
SAL51036,25,0,52,524,729,286,236,622,185,2589
SAL51037,0,0,0,13,8,4,14,3,12,58
SAL51038,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0
SAL51040,10,0,13,132,225,95,86,187,46,775
SAL51041,0,0,0,31,30,18,17,71,16,190
SAL51042,0,0,0,28,49,25,38,62,63,273
SAL51043,0,0,0,3,0,4,4,0,0,8
SAL51044,3,4,11,52,67,26,31,62,36,271
SAL51045,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,3,4,5,0,3,4,21
SAL51047,24,4,72,1120,1536,714,436,987,175,4966
SAL51048,0,0,0,19,30,20,21,37,7,130
SAL51049,7,0,3,49,42,26,21,72,77,284
SAL51050,0,0,0,45,70,31,11,60,25,244
SAL51051,0,0,0,43,40,20,25,43,9,172
SAL51052,0,0,0,9,30,13,12,11,12,84
SAL51053,0,0,0,9,15,9,5,9,0,39
SAL51054,0,0,0,0,0,0,0,9,4,9
SAL51055,62,12,140,504,763,412,351,536,132,2699
SAL51056,6,0,14,156,259,118,136,252,74,994
SAL51057,0,0,0,3,0,0,0,8,6,11
SAL51058,0,0,0,8,11,7,6,5,0,50
SAL51059,0,0,0,13,39,7,15,27,13,111
SAL51060,4,0,4,30,40,23,16,45,21,167
SAL51061,0,0,0,9,10,0,4,7,0,30
SAL51062,0,0,0,13,16,11,15,19,4,79
SAL51063,0,0,0,5,7,5,0,3,0,26
SAL51064,96,87,286,652,679,316,209,839,356,3051
SAL51065,0,0,0,8,0,4,4,0,0,24
SAL51066,0,0,0,4,4,0,0,0,0,12
SAL51067,0,0,0,54,117,34,32,41,24,304
SAL51068,0,0,0,0,0,0,0,0,0,0
SAL51069,136,13,201,351,485,194,128,492,63,1713
SAL51070,4,0,7,69,103,59,44,67,86,433
SAL51071,0,0,0,21,33,12,15,16,0,99
SAL51072,0,0,0,0,6,0,0,3,4,11
SAL51073,0,0,0,3,0,0,0,0,0,4
SAL51074,0,0,0,6,8,5,3,3,0,24
SAL51075,0,0,0,7,6,6,3,9,5,30
SAL51076,0,0,0,57,60,28,36,56,37,278
SAL51077,0,0,0,4,6,3,3,11,0,25
SAL51078,0,0,4,3,14,4,5,3,7,34
SAL51079,0,0,0,0,0,0,0,0,0,5
SAL51080,0,0,0,0,0,0,0,0,0,0
SAL51081,0,0,0,11,10,7,5,7,19,59
SAL51082,0,0,0,4,7,6,0,5,3,16
SAL51083,10,0,21,130,218,132,121,147,102,849
SAL51084,0,0,0,6,14,11,12,19,18,78
SAL51085,0,0,0,6,7,0,0,13,6,31
SAL51086,0,0,6,45,55,32,33,31,14,212
SAL51087,0,0,0,0,0,0,0,6,0,13
SAL51088,12,14,36,48,93,29,34,85,60,357
SAL51089,0,0,0,9,15,5,6,4,3,37
SAL51090,0,0,0,8,13,8,8,9,20,71
SAL51091,0,0,0,9,7,4,0,3,0,22
SAL51092,0,0,8,75,131,57,53,72,53,441
SAL51093,46,51,148,642,837,364,253,738,411,3247
SAL51094,0,0,3,24,27,18,7,12,3,86
SAL51095,0,0,0,17,13,6,14,21,10,82
SAL51096,0,0,0,0,3,3,0,11,4,20
SAL51097,0,0,0,0,0,0,0,0,0,0
SAL51098,169,28,351,2075,2711,1286,756,1476,340,8638
SAL51099,0,0,0,20,16,16,11,4,4,69
SAL51100,0,0,0,0,3,4,4,0,0,14
SAL51101,0,0,0,24,22,13,13,13,17,93
SAL51102,0,0,0,58,43,32,17,67,22,236
SAL51103,0,0,0,0,3,0,0,0,0,12
SAL51104,0,0,0,26,19,11,4,8,3,69
SAL51105,0,0,0,0,0,0,0,0,0,6
SAL51106,0,0,0,0,0,0,0,0,0,0
SAL51107,0,0,0,0,18,0,0,11,12,51
SAL51108,0,0,0,0,3,0,3,7,0,20
SAL51109,0,0,0,18,42,12,14,27,17,127
SAL51110,0,0,0,13,22,26,16,22,4,96
SAL51111,3,0,6,826,1023,320,295,1451,1300,5209
SAL51112,0,0,0,5,0,0,0,13,26,40
SAL51113,0,0,3,673,991,369,303,596,512,3451
SAL51114,0,0,11,35,33,36,31,71,17,224
SAL51115,0,0,0,11,5,12,9,12,3,51
SAL51116,0,0,0,0,6,0,0,0,0,9
SAL51117,0,0,0,0,3,7,4,0,0,15
SAL51118,0,0,0,16,25,6,8,17,0,68
SAL51119,0,0,0,5,15,10,19,13,17,77
SAL51120,0,0,0,11,6,5,0,5,0,34
SAL51121,0,0,0,0,4,0,5,0,0,12
SAL51122,71,21,201,2208,2549,838,701,3471,841,10598
SAL51123,0,0,0,4,7,5,0,7,7,45
SAL51124,107,8,216,1394,1783,832,622,1891,233,6746
SAL51125,0,0,0,15,24,10,12,12,4,83
SAL51126,0,0,0,4,0,0,3,6,0,17
SAL51127,5,0,3,71,105,51,40,138,95,499
SAL51128,0,0,0,8,6,0,0,6,18,44
SAL51129,0,0,0,0,0,0,0,0,0,0
SAL51130,33,9,66,741,946,401,228,624,143,3083
SAL51131,0,0,0,0,3,0,0,0,4,15
SAL51132,3,0,5,53,87,34,38,43,22,280
SAL51133,0,0,0,3,3,3,0,3,0,20
SAL51134,0,0,0,3,0,0,5,0,3,10
SAL51135,70,3,84,805,995,337,211,786,149,3275
SAL51136,4,0,7,108,178,94,93,129,75,672
SAL51137,0,0,0,0,0,0,0,0,0,6
SAL51138,83,4,114,883,1152,388,243,631,176,3481
SAL51139,0,0,0,28,26,17,21,35,24,154
SAL51140,0,0,0,12,16,6,6,9,6,59
SAL51141,0,0,0,11,3,7,5,5,0,24
SAL51142,0,0,0,10,20,5,3,3,22,65
SAL51143,0,0,0,0,6,0,3,0,6,22
SAL51144,8,4,13,246,343,155,104,205,29,1085
SAL51145,0,0,0,5,11,0,4,0,0,17
SAL51146,0,0,0,6,11,4,0,0,7,23
SAL51147,134,31,250,2062,2657,870,521,1610,415,8130
SAL51148,0,0,0,62,68,16,14,107,60,329
SAL51149,0,0,0,3,10,0,0,4,0,18
SAL51150,0,0,5,32,17,10,15,18,19,110
SAL51151,0,0,0,5,5,0,0,0,3,15
SAL51152,0,0,4,14,39,17,16,14,4,96
SAL51153,0,0,0,36,36,11,9,27,29,142
SAL51154,0,0,0,4,6,0,0,0,0,9
SAL51155,0,0,0,9,3,0,0,0,0,17
SAL51156,6,3,22,117,184,93,96,187,45,726
SAL51157,90,31,182,883,1265,598,529,1496,619,5392
SAL51158,22,8,45,84,131,88,122,170,100,704
SAL51159,0,0,0,294,296,64,43,452,193,1342
SAL51160,3,0,7,27,58,25,29,51,53,241
SAL51161,0,0,0,4,0,0,0,3,0,6
SAL51162,0,0,0,32,45,22,19,27,15,167
SAL51163,0,0,0,0,4,0,0,0,0,13
SAL51164,0,0,0,12,6,5,0,5,5,33
SAL51165,0,3,4,109,132,30,32,337,483,1130
SAL51166,0,0,0,7,8,6,4,0,3,27
SAL51167,11,7,20,154,181,72,70,224,141,837
SAL51168,0,0,4,22,20,17,17,25,32,130
SAL51169,0,0,0,0,4,4,0,0,7,20
SAL51170,0,0,0,19,34,25,21,34,18,148
SAL51171,0,0,0,32,57,28,15,52,14,195
SAL51172,7,0,11,92,110,45,26,107,18,393
SAL51173,0,0,0,0,0,0,0,0,0,0
SAL51174,7,0,16,441,647,292,262,525,100,2258
SAL51175,4,0,19,171,265,152,90,93,67,835
SAL51176,58,3,118,1584,1910,925,595,1399,286,6704
SAL51177,0,0,0,7,20,0,7,0,5,42
SAL51178,0,0,0,7,13,0,0,10,6,39
SAL51179,3,7,9,45,55,38,33,59,23,262
SAL51180,0,0,0,17,30,10,10,20,14,96
SAL51181,4,0,6,133,155,77,49,80,132,624
SAL51182,0,0,0,3,0,0,0,0,14,21
SAL51183,0,0,0,3,5,0,0,0,0,9
SAL51184,20,5,49,298,431,163,150,491,120,1647
SAL51185,4,0,8,125,162,75,54,165,60,644
SAL51186,0,0,0,6,5,3,7,11,0,30
SAL51187,0,0,0,7,10,3,0,4,6,27
SAL51188,0,0,0,29,16,4,4,34,26,122
SAL51189,33,6,50,701,853,367,344,1097,308,3667
SAL51190,41,3,67,890,1004,291,196,1276,310,3969
SAL51191,0,0,0,22,36,17,23,19,11,132
SAL51192,47,9,104,1519,2044,943,602,1435,248,6792
SAL51193,0,0,0,14,32,13,15,42,13,130
SAL51194,0,0,0,17,17,6,14,7,5,66
SAL51195,0,0,0,4,3,0,4,3,0,15
SAL51196,0,0,0,9,9,7,4,4,3,48
SAL51197,82,8,181,1480,2026,727,465,1214,292,6199
SAL51198,0,0,0,88,130,63,46,94,28,446
SAL51199,0,0,0,4,0,3,0,3,3,21
SAL51200,0,0,0,16,41,30,7,3,21,124
SAL51201,0,0,0,182,246,85,76,183,233,1018
SAL51202,0,0,0,20,36,23,14,24,6,119
SAL51203,0,0,0,11,6,3,0,14,10,38
SAL51204,0,0,0,0,0,0,0,0,0,0
SAL51205,9,0,18,449,586,296,208,353,58,1955
SAL51206,0,0,0,0,0,0,0,0,0,5
SAL51207,0,0,0,10,12,11,3,10,0,46
SAL51208,3,0,6,92,124,64,44,143,24,495
SAL51209,28,8,88,1051,1367,631,498,1288,181,5021
SAL51210,34,5,78,841,1187,485,469,1596,378,4956
SAL51211,0,0,0,20,18,4,4,10,6,59
SAL51212,0,0,0,12,3,0,0,4,7,29
SAL51213,0,0,0,14,19,15,15,5,6,75
SAL51214,0,0,0,4,17,6,11,8,0,47
SAL51215,0,0,0,6,6,0,4,5,4,23
SAL51216,0,0,0,0,0,0,0,0,0,0
SAL51217,0,0,0,8,15,15,7,13,6,65
SAL51218,0,0,0,22,6,3,3,18,59,118
SAL51219,5,4,19,774,941,381,265,811,146,3318
SAL51220,0,0,0,0,0,3,4,5,0,11
SAL51221,0,0,0,0,7,0,5,5,3,19
SAL51222,0,0,7,302,411,119,100,388,307,1641
SAL51223,3,0,7,156,232,129,90,154,34,795
SAL51224,15,4,32,127,208,100,56,169,77,734
SAL51225,15,5,41,332,343,176,132,279,64,1326
SAL51226,0,0,4,80,141,65,64,50,29,425
SAL51227,3,4,5,40,45,15,16,39,54,211
SAL51228,0,0,0,0,11,8,3,4,4,41
SAL51229,0,0,0,0,3,0,0,10,0,14
SAL51230,34,21,77,2970,3264,681,471,3691,1649,12724
SAL51231,0,0,0,0,0,0,0,0,24,24
SAL51232,0,0,4,22,32,20,24,25,15,138
SAL51233,0,0,0,0,0,0,3,0,3,14
SAL51234,9,0,19,2124,2952,1207,1026,2777,366,10450
SAL51235,0,0,0,5,3,3,9,14,8,45
SAL51236,3,3,8,384,484,152,146,479,167,1811
SAL51237,10,0,23,105,130,58,50,97,34,474
SAL51238,0,0,0,5,8,8,4,7,4,31
SAL51239,3,3,4,27,31,11,5,39,19,140
SAL51240,0,0,0,33,51,35,15,30,8,165
SAL51241,0,0,0,8,7,13,4,3,0,30
SAL51242,0,0,0,5,0,3,0,3,0,13
SAL51243,0,0,0,12,5,6,10,4,10,52
SAL51244,11,7,23,92,133,68,85,186,55,611
SAL51245,0,0,0,33,47,19,19,23,37,174
SAL51246,0,0,0,12,12,12,5,10,4,56
SAL51247,40,49,140,640,942,498,482,1017,403,3986
SAL51248,0,0,10,167,261,86,79,122,104,822
SAL51249,0,0,0,3,0,5,6,3,0,13
SAL51250,4,0,4,9,19,18,12,7,5,72
SAL51251,0,0,0,12,7,3,3,9,9,39
SAL51252,0,0,0,23,16,4,9,20,27,98
SAL51253,0,0,0,30,45,7,5,79,90,259
SAL51254,0,0,0,31,52,27,23,39,29,206
SAL51255,4,0,7,41,43,20,20,39,20,179
SAL51256,0,0,3,46,87,56,41,43,18,285
SAL51257,0,0,3,24,45,18,8,21,0,114
SAL51258,18,6,46,196,302,171,133,272,186,1260
SAL51259,0,0,3,672,855,257,237,623,461,3098
SAL51260,108,31,216,2089,2834,1153,968,2775,680,10504
SAL51261,0,0,0,0,0,0,0,0,0,0
SAL51262,3,0,8,40,46,40,26,65,47,254
SAL51263,0,0,0,10,20,13,21,28,16,107
SAL51264,0,0,0,32,56,22,26,15,18,165
SAL51265,0,0,0,0,0,0,0,0,4,4
SAL51266,0,0,0,3,6,4,4,0,0,17
SAL51267,0,0,0,0,0,4,0,0,5,8
SAL51268,15,7,34,68,92,49,52,142,135,540
SAL51269,0,0,0,18,6,16,12,9,10,63
SAL51270,0,0,3,64,111,68,51,31,8,336
SAL51271,42,0,65,1006,1300,474,433,2172,415,5804
SAL51272,0,0,0,10,22,9,11,5,12,71
SAL51273,0,0,0,4,4,3,3,0,0,17
SAL51274,0,0,0,4,5,3,0,0,6,23
SAL51275,5,0,9,263,349,192,133,219,81,1234
SAL51276,0,0,0,7,13,0,3,8,5,41
SAL51277,0,0,3,25,32,21,20,31,19,151
SAL51278,35,11,85,1657,2020,862,557,1587,423,7098
SAL51279,0,0,0,33,40,20,10,49,19,158
SAL51280,5,0,13,223,295,131,114,415,274,1451
SAL51281,8,0,8,78,119,59,57,104,44,457
SAL51282,47,9,96,332,497,245,220,545,136,1980
SAL51283,0,0,0,13,4,0,3,4,6,29
SAL51284,0,0,0,7,12,0,0,3,0,30
SAL51285,0,0,0,11,11,15,12,18,7,74
SAL51286,0,0,0,3,5,0,0,5,17,37
SAL51287,152,17,191,738,991,372,314,1341,377,4131
SAL51288,0,0,0,20,30,16,9,12,13,88
SAL51289,0,3,5,23,44,17,20,29,30,157
SAL51290,0,0,0,10,9,8,6,7,8,48
SAL51291,0,0,0,0,0,0,0,0,0,4
SAL51292,0,0,0,4,3,0,7,9,0,20
SAL51293,3,0,0,38,79,35,29,35,8,226
SAL51294,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0
SAL51296,30,0,68,773,933,385,310,1013,261,3673
SAL51297,0,0,0,19,19,16,23,10,11,91
SAL51298,26,4,100,1034,1318,622,471,1221,152,4821
SAL51299,54,14,136,2192,2486,791,539,2774,649,9419
SAL51300,0,3,11,127,169,73,76,89,39,571
SAL51301,295,116,620,2456,3401,1371,1152,3905,1078,13358
SAL51302,0,0,0,18,15,21,5,35,44,127
SAL51303,0,0,0,0,0,0,0,0,0,4
SAL51304,0,0,0,17,15,16,13,14,7,79
SAL51305,0,0,0,102,177,97,81,101,256,820
SAL51306,0,0,5,78,101,53,34,102,102,477
SAL51307,0,3,3,128,234,117,74,136,46,735
SAL51308,30,3,70,1204,1724,828,670,986,215,5632
SAL51309,0,0,0,26,48,22,28,28,15,172
SAL51310,0,0,5,32,34,18,15,39,14,155
SAL51311,0,0,0,0,4,4,6,6,0,20
SAL51312,147,20,260,618,791,434,315,742,106,3007
SAL51313,0,0,0,7,20,8,6,56,93,197
SAL51314,0,0,0,42,32,0,7,42,21,149
SAL51315,0,0,0,19,27,13,9,5,4,68
SAL51316,3,0,3,40,43,41,17,21,12,176
SAL51317,0,0,0,4,6,6,4,0,6,29
SAL51318,0,0,0,11,14,6,10,23,12,63
SAL51319,98,23,216,1227,1710,840,685,1497,361,6313
SAL51320,0,0,0,31,21,15,19,12,7,110
SAL51321,75,67,190,615,648,296,191,547,166,2461
SAL51322,24,4,54,322,473,198,152,372,59,1574
SAL51323,6,0,14,172,233,118,78,191,50,848
SAL51324,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,3,0,0,0,0,0,3
SAL51326,0,0,0,19,21,10,6,22,38,113
SAL51327,0,0,0,14,17,13,14,9,14,77
SAL51328,0,0,17,175,259,105,105,152,38,832
SAL51329,0,0,0,20,18,8,11,10,4,74
SAL51330,146,15,270,3894,4612,1466,864,3181,1049,15069
SAL51331,0,0,0,0,0,0,0,0,0,0
SAL51332,5,4,13,68,116,83,49,51,62,427
SAL51333,0,0,0,9,17,0,4,3,3,38
SAL51334,0,0,0,10,7,7,10,10,9,44
SAL51335,0,0,0,7,19,8,3,10,8,59
SAL51336,0,0,4,11,22,8,12,24,24,100
SAL51337,26,3,46,2022,2554,1094,889,2320,456,9331
SAL51338,0,0,4,34,48,16,8,33,6,142
SAL51339,22,7,37,395,537,276,244,455,528,2433
SAL51340,36,8,68,1600,2070,863,755,2491,561,8336
SAL51341,0,0,0,10,16,9,0,11,40,94
SAL51342,0,3,7,75,182,126,76,66,48,563
SAL51343,0,0,0,0,5,0,4,0,0,7
SAL51344,0,0,0,0,0,0,0,0,0,0
SAL51345,22,0,66,915,1123,529,373,852,122,3913
SAL51346,36,44,125,884,1223,547,258,559,231,3705
SAL51347,0,0,0,0,0,0,0,0,0,0
SAL51348,56,98,223,700,967,441,344,901,390,3744
SAL51349,0,0,0,0,0,0,0,3,6,4
SAL51350,0,0,0,15,24,10,0,3,6,53
SAL51351,25,4,36,223,312,161,147,309,69,1220
SAL51352,0,0,5,498,672,270,187,564,72,2265
SAL51353,5,0,4,128,186,55,53,145,57,621
SAL51354,23,7,35,644,880,410,297,672,139,3042
SAL51355,0,0,0,0,3,0,0,13,18,35
SAL51356,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,10,14,10,4,10,9,51
SAL51358,0,0,0,0,0,0,0,0,0,0
SAL51359,3,0,4,618,841,329,239,787,349,3163
SAL51360,56,21,164,1527,1964,959,622,1131,239,6438
SAL51361,0,0,0,0,0,3,3,0,0,15
SAL51362,5,0,6,170,198,80,78,270,455,1249
SAL51363,157,61,368,1458,2087,976,658,1664,483,7316
SAL51364,0,0,0,5,3,5,3,6,8,20
SAL51365,3,0,6,124,194,69,69,161,149,758
SAL51366,0,0,0,0,0,4,0,0,0,11
SAL51367,0,0,0,11,6,3,10,13,3,50
SAL51368,25,0,64,731,988,385,207,503,168,2981
SAL51369,0,0,0,0,0,0,0,5,0,11
SAL51370,0,0,0,18,23,14,17,21,9,102
SAL51371,21,0,38,635,953,356,274,631,115,2961
SAL51372,13,7,18,1449,1865,652,535,2314,1450,8270
SAL51373,38,0,46,604,819,361,263,1020,322,3395
SAL51374,0,0,0,3,0,0,3,0,4,16
SAL51375,0,0,0,20,13,9,11,3,10,64
SAL51376,0,0,0,0,3,0,0,0,7,14
SAL51377,34,3,63,977,1236,512,413,1392,261,4787
SAL51378,0,0,0,4,10,6,0,3,5,26
SAL51379,0,0,0,4,9,9,4,6,4,45
SAL51380,0,0,0,11,14,9,3,0,0,34
SAL51381,81,40,225,2735,3368,1258,702,2367,653,11081
SAL51382,0,0,0,43,32,15,7,28,15,140
SAL51383,0,0,0,13,10,7,6,0,4,42
SAL51384,0,0,0,3,0,6,5,3,5,17
SAL51385,0,0,5,20,36,8,13,17,9,91
SAL51386,0,0,0,6,4,0,8,13,0,29
SAL51387,0,0,0,0,4,4,0,6,0,19
SAL51388,0,0,0,3,3,0,0,7,7,15
SAL51389,0,0,0,3,0,0,0,0,5,13
SAL51390,20,5,58,525,843,469,378,736,238,3183
SAL51391,0,0,0,13,19,14,15,9,7,74
SAL51392,0,0,0,13,26,4,14,14,8,72
SAL51393,8,0,16,77,117,58,48,139,41,488
SAL51394,23,6,40,2034,2457,1050,839,2810,416,9605
SAL51395,11,4,29,221,363,170,124,442,263,1580
SAL51396,112,114,349,1881,2471,1003,770,2553,591,9264
SAL51397,117,23,213,542,779,362,277,776,164,2900
SAL51398,0,0,0,14,24,8,11,21,3,75
SAL51399,6,0,4,32,53,35,19,62,22,224
SAL51400,0,0,0,0,0,4,0,0,0,12
SAL51401,0,0,0,414,143,29,4,185,28,808
SAL51402,23,5,61,1021,1112,381,240,1134,277,4171
SAL51403,0,0,0,6,13,15,9,11,6,58
SAL51404,0,0,6,69,128,64,48,71,13,394
SAL51405,90,10,207,1901,2343,1042,787,2087,269,8419
SAL51406,0,0,0,29,33,22,18,26,6,133
SAL51407,0,0,0,0,0,0,0,0,0,0
SAL51408,10,6,34,409,635,313,214,363,94,2035
SAL51409,0,0,0,4,0,0,0,0,0,6
SAL51410,4,0,10,188,287,139,99,187,55,950
SAL51411,4,4,8,122,195,98,78,119,26,641
SAL51412,0,0,0,0,6,3,0,0,0,8
SAL51413,22,11,40,501,638,245,205,751,160,2497
SAL51414,0,0,0,5,3,9,8,0,5,25
SAL51415,0,0,0,60,62,34,31,27,27,237
SAL51416,83,27,188,2213,2836,958,495,1495,520,8528
SAL51417,50,29,125,1963,2483,909,730,2364,377,8821
SAL51418,0,0,0,16,24,6,7,15,9,76
SAL51419,11,4,26,232,365,150,100,267,117,1228
SAL51420,98,28,207,1298,1784,756,623,1749,414,6621
SAL51421,26,9,108,907,1130,517,311,589,131,3589
SAL51422,0,0,0,27,26,18,15,9,11,102
SAL51423,0,0,0,5,12,5,3,33,10,77
SAL51424,0,0,0,22,18,14,18,16,10,96
SAL51425,0,0,0,4,5,8,3,0,9,24
SAL51426,0,0,0,9,4,4,0,3,3,23
SAL51427,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0
SAL51430,8,0,8,36,36,21,31,58,44,228
SAL51431,0,0,4,22,16,5,10,42,16,108
SAL51432,0,0,0,4,5,9,0,0,0,20
SAL51433,0,0,3,66,98,109,32,43,29,368
SAL51434,0,0,0,4,7,0,0,3,4,17
SAL51435,39,6,75,1617,2131,774,559,1827,302,7210
SAL51436,10,9,23,228,347,131,129,196,74,1107
SAL51437,0,0,0,3,0,0,0,11,0,14
SAL51438,0,0,0,4,12,9,4,3,0,28
SAL51439,0,0,0,16,23,7,15,11,8,75
SAL51440,0,0,0,73,94,60,39,166,159,589
SAL51441,0,0,0,12,10,0,7,3,0,37
SAL51442,0,0,7,28,47,35,36,22,27,198
SAL51443,0,0,0,7,4,7,5,4,0,20
SAL51444,0,0,0,15,12,5,3,5,8,44
SAL51445,0,0,0,0,0,0,0,0,0,0
SAL51446,13,0,33,1000,1288,588,451,1050,186,4557
SAL51447,0,0,0,19,20,13,12,16,3,73
SAL51448,139,27,329,3754,4787,2111,1787,5698,929,19062
SAL51449,4,0,6,30,70,27,26,75,58,286
SAL51450,0,0,4,10,13,12,11,8,4,63
SAL51451,0,0,0,0,0,0,0,0,0,3
SAL51452,0,0,0,7,9,9,0,10,14,40
SAL51453,0,0,0,5,18,3,7,5,0,48
SAL51454,0,0,0,0,4,0,0,0,0,4
SAL51455,0,0,0,5,13,0,0,15,4,32
SAL51456,0,0,0,400,537,241,182,355,284,1993
SAL51457,0,0,0,3,5,5,0,0,0,15
SAL51458,7,3,39,165,321,166,145,250,124,1174
SAL51459,0,0,0,9,0,3,0,5,0,17
SAL51460,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,10,0,4,4,0,0,17
SAL51462,0,0,4,42,72,52,44,48,64,316
SAL51463,0,0,0,4,18,7,12,12,329,383
SAL51464,0,0,0,6,0,0,0,0,0,11
SAL51465,0,0,0,0,0,0,0,0,0,0
SAL51466,0,0,0,9,29,8,9,28,18,99
SAL51467,22,26,49,736,940,353,284,846,204,3358
SAL51468,0,0,3,17,33,14,18,22,11,117
SAL51469,0,0,0,0,0,0,0,0,0,0
SAL51470,29,6,73,562,724,352,195,391,110,2330
SAL51471,0,0,0,0,11,6,0,11,4,26
SAL51472,68,17,173,1461,1932,580,376,1795,435,6574
SAL51473,0,0,0,0,0,0,0,4,0,9
SAL51474,0,0,0,18,24,3,10,14,0,60
SAL51475,16,8,35,502,738,380,334,719,271,2953
SAL51476,0,0,0,16,13,5,12,7,3,49
SAL51477,0,0,0,8,7,0,8,0,0,23
SAL51478,0,0,0,50,84,38,37,66,21,294
SAL51479,0,0,0,4,3,0,0,5,31,51
SAL51480,0,0,0,38,30,23,22,26,5,139
SAL51481,0,0,0,0,0,0,0,0,0,0
SAL51482,5,0,6,96,132,67,56,105,23,477
SAL51483,0,0,0,8,19,7,6,3,0,47
SAL51484,0,0,0,18,25,9,13,13,5,95
SAL51485,11,4,19,311,427,192,163,507,120,1720
SAL51486,0,0,0,168,267,114,89,334,150,1118
SAL51487,0,0,0,0,0,0,0,0,0,6
SAL51488,0,0,0,11,13,6,5,8,5,42
SAL51489,11,0,17,450,594,303,250,430,114,2145
SAL51490,49,8,99,2025,2345,745,449,1975,567,8102
SAL51491,0,0,0,0,0,0,0,0,0,0
SAL51492,0,0,0,120,146,46,42,179,56,589
SAL51493,0,0,0,0,0,0,0,0,0,0
SAL51494,9,5,31,250,310,121,104,233,66,1066
SAL51495,0,0,3,20,23,9,5,13,13,82
SAL51496,0,0,0,9,8,0,0,5,3,26
SAL51497,0,0,4,0,9,4,0,0,3,22
SAL51498,0,0,0,8,18,0,6,6,5,36
SAL51499,0,0,0,8,12,4,11,7,3,43
SAL51500,13,5,26,327,542,252,219,446,262,2048
SAL51501,25,5,47,230,287,150,129,294,148,1230
SAL51502,70,42,180,1855,2544,1175,964,2686,690,9922
SAL51503,0,0,0,13,6,7,0,4,0,35
SAL51504,0,0,0,7,13,9,7,9,3,44
SAL51505,0,0,3,34,49,31,26,31,8,178
SAL51506,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0
SAL51508,11,7,28,166,224,125,88,152,47,797
SAL51509,0,0,0,17,5,3,0,3,3,40
SAL51510,4,0,7,58,96,59,62,90,25,388
SAL51511,0,0,0,14,18,8,3,4,13,65
SAL51512,0,0,0,10,3,5,9,5,0,30
SAL51513,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,11,4,5,0,3,0,24
SAL51515,0,0,0,0,0,3,4,0,0,14
SAL51516,0,0,0,6,19,27,0,21,27,100
SAL51517,0,0,0,3,6,0,0,4,3,16
SAL51518,0,0,4,47,68,40,46,56,82,335
SAL51519,8,0,10,691,968,392,330,761,100,3243
SAL51520,0,0,5,11,11,4,8,4,3,45
SAL51521,9,9,44,652,959,405,356,653,210,3229
SAL51522,0,0,4,12,31,13,7,31,22,123
SAL51523,0,0,0,6,6,6,7,10,3,34
SAL51524,0,0,0,19,35,7,20,14,10,106
SAL51525,21,4,54,646,872,445,422,875,181,3443
SAL51526,172,83,368,1897,2623,1214,884,2676,604,9901
SAL51527,0,0,0,12,8,4,7,13,4,52
SAL51528,0,0,0,32,47,25,5,15,31,143
SAL51529,0,0,0,19,31,16,22,23,7,120
SAL51530,0,0,0,104,140,83,0,37,38,406
SAL51531,0,0,0,0,6,5,0,0,5,21
SAL51532,0,0,0,8,12,4,5,7,0,36
SAL51533,0,0,0,90,123,35,8,60,31,344
SAL51534,68,15,142,1621,2252,1067,884,2256,525,8599
SAL51535,0,0,0,8,13,9,7,15,5,53
SAL51536,27,30,97,393,581,308,329,557,211,2374
SAL51537,0,0,0,3,0,0,0,0,0,12
SAL51538,0,5,6,7,6,4,3,6,21,59
SAL51539,0,0,0,0,4,0,3,0,5,21
SAL51540,3,0,8,143,185,102,72,109,24,637
SAL51541,33,0,77,689,1008,412,291,700,107,3203
SAL51542,0,0,0,18,22,8,11,24,21,102
SAL51543,0,0,0,7,7,3,5,0,0,25
SAL51544,15,0,32,432,570,254,189,557,103,2106
SAL51545,0,0,3,25,23,12,13,22,20,119
SAL51546,17,0,29,277,360,186,93,192,57,1156
SAL51547,0,0,0,27,32,13,15,16,12,111
SAL51548,0,0,0,13,9,3,10,3,5,45
SAL51549,21,3,30,1002,1201,573,497,1204,283,4752
SAL51550,8,0,11,73,93,35,31,136,23,390
SAL51551,0,0,0,3,5,3,3,4,8,21
SAL51552,0,0,0,12,28,13,22,37,9,122
SAL51553,0,0,0,0,10,0,4,5,4,18
