SAL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SAL50700,39,20,9,21,19,6,149,0,10,9,3,6,15,5,4,60,29,94,45,56,42,56,30,13,366,5,8,17,16,16,31,32,14,149,18,17,17,16,12,12,15,7,114,7,0,0,0,0,0,0,0,8,4,4,3,3,0,5,9,3,21,20,18,18,20,15,12,24,20,152,0,0,0,0,0,0,4,0,11,3,4,3,5,3,18,19,13,71,60,171,143,124,90,152,136,75,961
SAL50701,114,65,44,34,9,0,428,7,31,40,43,34,16,0,0,189,120,394,285,216,153,97,29,0,1300,101,144,138,168,184,106,40,8,891,214,272,199,214,297,175,51,7,1424,66,19,8,15,5,7,7,0,132,19,13,29,24,40,25,4,4,160,297,307,239,250,344,205,63,8,1720,9,12,10,6,8,8,8,3,67,84,96,76,89,83,94,106,134,758,619,1148,908,843,856,570,246,155,5347
SAL50702,155,58,39,17,0,0,456,0,46,51,46,21,14,3,4,177,72,423,336,149,86,63,17,16,1158,25,99,114,102,53,55,22,8,483,57,134,102,92,82,39,25,19,553,18,11,12,10,8,5,0,0,56,0,6,16,24,15,6,3,6,74,79,149,128,122,101,53,30,22,680,0,14,5,0,4,0,9,3,34,34,65,55,46,40,12,22,25,298,215,985,840,517,342,215,99,73,3288
SAL50703,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,22,0,0,3,5,3,10,0,0,27,5,5,4,14,29,16,0,0,80,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,5,5,10,17,29,16,9,0,82,0,0,0,0,3,0,0,0,3,4,4,9,10,21,7,6,0,60,10,12,18,40,65,40,21,0,212
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50705,0,3,0,9,0,0,20,0,0,10,3,0,5,0,0,20,0,30,26,25,30,14,4,0,132,3,14,20,22,34,34,7,0,140,13,55,52,66,85,79,28,0,370,9,8,0,0,4,3,0,0,24,0,0,9,6,12,9,3,0,35,13,64,62,77,101,85,33,4,429,0,0,0,6,0,4,3,0,13,19,17,32,33,28,49,17,12,201,44,132,140,163,195,200,64,13,950
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7,4,0,0,0,18
SAL50707,65,84,52,41,28,4,299,0,17,31,40,40,30,20,0,174,49,122,206,250,183,184,94,25,1107,27,49,114,145,147,152,102,27,747,82,130,164,180,197,157,100,29,1047,37,6,11,11,8,14,4,0,94,0,5,8,21,23,24,21,13,116,128,145,183,211,232,199,123,40,1258,3,4,0,4,7,12,10,5,48,33,32,40,54,59,57,83,52,405,234,388,640,773,722,679,450,164,4049
SAL50708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,18,0,0,0,0,6,0,3,0,11,0,0,6,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,0,0,0,22,0,0,3,0,0,0,0,0,3,4,3,4,7,4,0,0,0,26,4,8,23,19,13,4,3,0,73
SAL50709,0,0,8,7,0,0,20,0,0,4,3,4,0,0,0,13,4,15,15,19,17,11,4,4,82,0,4,8,16,15,20,8,0,83,16,30,37,47,61,69,14,8,289,0,0,10,6,4,3,0,0,25,0,0,0,4,4,5,3,0,17,20,34,44,57,73,73,19,8,325,0,0,0,0,0,0,0,0,9,15,17,28,35,49,53,17,4,221,45,80,98,131,169,167,53,11,743
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,0,9,8,6,5,0,26,0,0,0,7,3,8,3,0,18,4,14,35,28,30,19,3,0,124,0,3,17,19,15,14,9,0,74,8,18,12,25,19,13,5,0,99,10,0,0,0,0,4,0,0,13,0,0,0,0,0,7,0,0,12,20,18,14,26,20,20,7,0,126,0,0,0,0,0,0,0,0,8,7,8,0,3,4,9,7,0,46,28,43,69,95,80,72,28,0,418
SAL50712,25,19,14,6,0,0,116,0,16,7,14,0,0,0,0,42,39,161,85,44,35,13,5,0,378,15,39,55,37,38,11,6,0,193,67,181,108,115,97,35,12,0,617,32,13,5,7,3,0,0,0,57,8,5,12,14,0,5,4,0,45,99,201,128,128,105,36,15,5,720,3,5,4,7,3,0,0,0,36,48,79,57,66,52,37,32,34,397,210,549,364,302,245,102,62,37,1877
SAL50713,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,4,0,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,8,3,8,5,5,0,0,49
SAL50714,64,75,61,31,6,0,275,0,15,30,29,33,27,4,0,136,79,134,189,201,147,118,46,5,912,15,43,78,119,126,98,44,12,524,68,109,109,114,133,106,59,6,706,12,8,8,4,10,11,5,0,49,0,6,8,30,12,16,23,3,96,78,119,128,139,160,134,84,14,856,0,3,8,7,5,11,3,6,43,22,27,22,41,40,36,23,25,228,201,359,522,615,571,439,214,56,2981
SAL50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,8,0,0,0,0,0,4,0,0,8,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,10,0,0,0,0,0,0,0,0,3,5,0,3,4,0,5,0,0,17,5,11,14,4,5,9,3,0,49
SAL50716,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,4,4,4,0,0,0,12,4,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,5,4,3,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,5,6,8,7,3,0,27,7,0,9,19,23,7,3,0,61
SAL50717,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,5,7,3,0,0,0,17,11,28,14,17,21,13,3,0,111,6,0,0,3,0,0,0,0,13,0,0,5,0,0,0,0,0,8,21,32,22,16,18,17,3,0,133,0,0,0,0,0,0,0,0,0,40,53,42,42,32,16,4,0,232,58,92,75,66,57,37,11,4,396
SAL50718,3,3,5,0,0,0,13,0,0,8,0,0,0,0,0,9,7,15,11,10,10,0,0,0,58,0,14,16,12,13,4,0,0,49,28,68,49,58,54,17,6,0,275,3,5,7,3,0,0,0,0,29,0,0,5,3,3,4,0,0,19,35,67,63,68,59,16,6,0,320,0,0,4,3,0,0,0,0,10,46,37,50,47,32,21,12,6,257,84,142,146,147,113,47,22,6,704
SAL50719,0,0,4,4,4,0,16,0,0,0,0,5,0,0,0,9,0,4,13,5,8,12,5,0,54,0,0,8,9,10,10,5,0,45,4,8,17,20,23,14,7,0,103,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,6,7,15,26,21,16,11,0,110,0,0,0,0,0,0,0,0,3,0,0,5,0,12,11,9,0,39,14,23,42,44,59,64,27,0,272
SAL50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,12
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,18,0,0,5,0,4,11,3,0,18,7,0,7,9,17,20,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,9,11,17,23,4,0,63,0,0,0,0,0,0,0,0,4,0,0,3,3,4,8,8,0,28,3,7,15,24,34,44,13,4,134
SAL50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,4,7,3,5,0,0,0,27
SAL50724,37,26,16,10,0,0,149,0,7,6,13,3,9,0,0,41,43,92,59,51,49,20,8,4,321,35,25,24,21,31,14,7,0,148,34,42,17,16,25,17,5,0,153,22,5,0,0,0,3,3,0,31,3,6,4,3,11,3,0,0,20,57,49,21,21,32,19,3,0,210,3,0,3,0,0,0,0,0,9,42,29,11,23,17,18,9,0,149,185,245,171,156,145,83,35,4,1027
SAL50725,158,110,90,53,13,7,573,0,65,64,39,49,35,8,0,253,152,427,365,297,226,141,72,4,1690,48,112,111,157,168,117,63,18,788,110,209,129,167,240,162,69,19,1103,43,18,9,7,14,13,3,6,108,9,3,18,30,41,29,17,0,159,164,234,157,203,296,203,91,22,1378,8,3,19,5,16,19,11,0,88,49,67,57,46,83,61,42,23,429,437,1042,921,857,932,628,304,77,5191
SAL50726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,14,3,0,3,0,0,0,30
SAL50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,4,8,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,4,0,18,8,8,9,7,5,4,4,0,44
SAL50728,0,7,0,0,0,0,10,0,0,0,0,4,0,0,0,8,5,18,13,11,5,0,0,0,47,0,10,8,8,4,0,0,0,20,0,14,14,4,3,0,0,0,39,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,17,4,3,0,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,36,40,33,15,0,0,0,136
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11
SAL50730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,7,0,0,4,0,0,3,0,0,10,5,20,13,5,11,7,0,0,57,5,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,7,7,22,16,9,9,9,0,0,76,0,0,0,0,0,0,0,0,3,23,25,12,17,19,10,3,0,105,32,50,34,26,39,26,4,0,203
SAL50731,6,9,3,4,0,0,33,0,10,5,9,4,3,0,0,27,6,26,33,25,10,13,0,6,116,11,56,34,27,28,17,7,0,168,43,164,84,60,51,20,7,5,434,9,11,3,0,0,0,0,0,20,4,10,3,8,3,4,0,0,37,57,181,91,70,58,28,7,5,488,4,5,3,5,0,0,4,0,13,21,18,26,20,10,22,6,3,117,95,297,193,154,114,83,15,12,958
SAL50732,0,4,4,9,3,0,16,0,0,3,5,0,0,0,0,8,0,11,10,8,3,7,5,0,52,0,7,4,11,4,8,0,0,30,0,17,17,16,11,9,4,0,69,9,0,0,0,0,0,0,0,10,0,0,0,0,3,5,0,0,8,9,12,16,17,15,14,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,6,33,31,38,29,32,15,0,192
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,18,0,13,0,0,0,0,0,0,19
SAL50734,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,5,0,7,0,0,15,0,0,0,5,5,0,0,0,19,5,6,10,6,7,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,6,3,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,10,11,19,16,17,4,0,76
SAL50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,13,0,8,7,0,4,0,0,0,21
SAL50736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,4,0,4,0,9,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,15,0,3,0,0,33
SAL50737,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,17,0,3,5,0,0,0,0,0,6,11,4,7,3,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,7,3,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,15,12,27,15,6,11,0,0,0,70
SAL50738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,15,0,3,4,3,5,0,0,0,14,6,6,3,10,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,10,6,0,0,0,36,0,0,0,0,0,0,0,0,0,6,17,13,6,3,0,0,0,48,15,33,27,20,15,0,0,0,113
SAL50739,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,10,6,4,3,0,0,42,0,0,3,9,3,8,0,0,28,5,5,14,11,13,11,0,0,56,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,9,5,15,19,12,11,0,0,68,0,0,0,0,0,0,0,0,0,3,0,5,0,7,9,3,0,27,18,17,31,34,36,24,6,0,166
SAL50740,194,146,96,48,20,0,609,3,31,78,89,73,39,10,4,333,116,315,575,466,261,184,107,29,2059,28,70,156,191,122,132,91,17,807,92,151,158,170,145,106,91,22,934,17,12,12,15,3,10,3,3,76,10,11,20,21,31,20,23,0,143,117,168,190,203,184,142,116,26,1148,4,5,14,10,3,15,11,10,72,20,56,51,57,52,47,70,40,391,303,731,1255,1177,793,610,422,127,5422
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,10,3,3,0,0,0,25,0,3,9,6,3,0,0,0,33,6,40,43,28,29,19,7,0,183,6,20,18,28,27,18,12,0,122,78,110,82,67,69,37,23,3,464,28,13,10,5,11,4,3,0,68,6,14,10,13,3,3,0,0,51,113,133,99,85,82,45,21,4,581,0,5,0,0,0,0,6,0,17,66,61,65,48,57,51,39,23,404,195,278,239,197,204,140,85,33,1365
SAL50743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,4,0,0,4,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,6,4,8,3,0,30
SAL50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,10,7,0,8,0,7,4,6,0,29
SAL50745,3,0,0,0,0,0,9,0,3,7,5,0,0,0,0,10,3,32,30,15,12,7,6,0,99,9,18,16,14,7,11,5,0,76,29,90,60,29,17,5,10,0,237,9,8,3,0,3,0,0,0,24,0,6,0,0,3,5,0,0,10,36,105,63,31,24,13,10,0,275,0,5,0,0,0,0,0,0,3,0,14,12,5,0,8,0,0,40,49,175,127,58,37,35,15,4,506
SAL50746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,3,0,0,24
SAL50747,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,15,4,9,3,3,0,0,38,0,5,4,5,9,9,0,0,30,12,19,20,18,33,12,10,0,111,0,0,0,0,0,0,0,0,7,0,0,0,3,3,5,0,0,6,12,18,20,22,31,21,10,0,130,0,0,0,0,0,0,5,0,3,13,6,10,19,15,12,21,9,112,30,51,34,50,72,43,35,15,331
SAL50748,61,46,33,14,10,5,200,4,31,42,26,32,20,6,0,151,42,203,195,163,134,83,23,13,853,38,139,133,130,143,105,43,7,746,225,385,343,307,298,244,79,20,1899,73,31,22,23,17,12,4,0,180,11,22,32,27,21,22,16,6,163,312,438,396,358,335,281,99,25,2237,8,7,13,10,14,10,10,0,71,97,125,120,131,128,97,113,80,893,504,980,960,871,812,607,297,126,5151
SAL50749,0,0,3,9,0,0,13,0,0,0,0,8,9,0,0,17,4,5,13,13,8,18,11,0,61,0,3,9,16,23,14,3,0,72,6,18,18,44,39,30,17,0,169,7,3,0,0,5,4,0,0,20,0,0,0,3,3,6,3,0,12,11,22,17,48,47,41,17,0,206,0,0,0,0,3,4,0,0,5,5,5,15,20,17,22,12,0,99,25,32,59,94,118,106,37,0,473
SAL50750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,5,0,5,0,0,14
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50752,100,104,60,33,10,0,375,0,27,38,49,33,27,0,0,171,69,230,275,281,137,86,11,5,1101,17,36,50,86,68,46,17,0,315,54,67,69,66,51,43,15,3,368,16,6,3,4,4,4,0,0,30,3,7,10,5,14,11,0,0,57,72,77,77,75,71,54,16,3,446,5,5,6,3,0,7,6,0,27,26,36,25,33,28,24,21,19,219,193,477,576,633,395,267,83,32,2665
SAL50753,5,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,4,5,4,0,0,0,9,0,0,0,5,0,3,0,0,5,0,0,3,3,12,0,0,0,15,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,19,3,6,14,6,23,8,6,5,68
SAL50754,68,16,22,4,3,0,175,3,3,21,12,14,4,0,0,55,31,148,143,72,56,22,4,0,475,27,99,107,72,42,26,11,4,388,111,159,157,142,127,77,33,8,815,34,17,9,8,6,0,0,0,77,7,11,23,18,15,8,7,0,83,150,181,185,172,147,84,41,8,976,0,11,5,8,3,5,7,0,31,60,72,69,56,47,33,28,7,362,275,579,588,399,323,182,92,21,2453
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,177,51,16,16,9,0,416,7,25,32,20,15,3,0,0,100,59,362,324,149,81,51,16,8,1047,44,141,138,109,69,45,27,7,575,86,208,170,151,144,102,56,9,924,34,16,14,3,4,5,5,0,85,0,13,16,16,18,17,7,0,95,123,242,200,173,170,122,62,16,1106,5,9,12,15,6,8,11,0,51,60,106,71,63,58,46,39,19,470,304,1021,954,580,419,289,160,44,3763
SAL50757,0,0,4,0,0,0,6,0,0,4,0,0,0,0,0,4,0,5,8,6,5,3,3,0,29,0,4,4,3,11,3,3,0,30,8,9,8,10,10,12,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,9,7,8,14,11,0,0,57,0,0,0,0,0,0,4,0,7,5,0,5,5,7,7,0,0,26,13,13,32,20,33,28,9,0,150
SAL50758,10,4,3,4,0,0,33,0,3,4,7,5,0,0,0,19,19,65,42,37,37,10,3,0,216,4,22,29,22,29,7,0,0,112,21,67,49,46,56,31,5,0,283,3,9,0,4,0,0,0,0,19,0,0,0,3,12,5,0,0,30,30,75,52,53,70,37,8,0,334,0,0,0,0,8,0,0,0,6,10,13,7,11,11,10,15,3,82,69,191,142,133,161,73,31,7,815
SAL50759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,3,3,0,3,0,0,20,3,9,9,10,3,3,0,0,36
SAL50760,8,0,0,0,0,0,7,0,0,6,0,0,0,0,0,3,6,18,3,5,0,0,0,0,25,0,0,3,0,0,0,0,0,7,4,12,8,9,4,0,0,0,33,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,12,8,11,4,0,0,0,37,0,0,0,0,0,0,0,0,0,27,12,12,4,7,8,0,0,67,44,38,29,20,14,10,0,0,150
SAL50761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,4,3,0,18,0,0,4,4,3,3,0,0,20,10,6,7,7,8,6,0,0,52,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,7,6,7,12,17,10,0,0,61,0,0,0,0,0,0,0,0,0,0,3,5,6,3,11,3,0,24,6,10,23,25,23,34,6,0,135
