POW_LGA_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
LGA55600,0,4,10,19,32,17,11,94,11,21,24,21,22,6,5,108,0,0,0,9,11,6,5,31,0,0,0,0,0,0,3,3,0,0,4,10,29,12,3,60,0,0,6,0,12,12,10,33,0,0,0,3,3,0,0,9,0,0,0,0,6,5,0,12,7,23,18,27,13,3,0,105,0,0,0,0,0,4,0,10,3,9,12,8,17,7,0,57,80,93,126,158,143,55,9,667,3,9,4,7,7,10,5,44,109,144,190,244,250,111,31,1083,83,97,128,165,147,58,9,697,22,33,46,51,59,24,19,263,0,9,7,12,24,14,9,67,0,0,0,5,10,3,0,17,25,44,52,67,92,46,19,339,3,9,4,7,7,10,5,44,109,144,190,244,250,111,31,1083
LGA55670,0,5,0,3,3,3,0,18,6,7,3,9,4,0,0,29,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,10,3,0,28,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,6,0,0,0,25,0,0,0,0,0,0,0,3,0,4,0,9,3,0,0,25,19,42,41,45,45,19,3,208,0,7,0,7,5,0,0,21,33,53,54,83,76,30,9,333,24,44,41,48,48,19,3,220,5,7,10,23,20,11,0,79,0,0,3,0,3,6,0,11,0,0,0,3,0,0,0,5,8,7,10,29,26,13,0,98,0,7,0,7,5,0,0,21,33,53,54,83,76,30,9,333
LGA55740,0,8,13,27,58,29,6,142,40,54,32,50,37,16,0,224,0,0,4,13,29,17,3,69,0,0,0,0,0,0,0,0,0,3,10,16,20,8,0,64,0,3,0,9,10,15,9,45,0,0,0,0,5,0,0,8,0,3,0,3,3,5,4,17,42,60,41,57,31,4,3,240,0,0,0,0,0,3,0,5,29,31,35,36,46,18,3,197,348,394,399,397,253,88,13,1894,12,18,12,21,22,5,0,88,455,539,518,588,444,175,31,2755,363,414,424,424,281,99,18,2016,64,91,71,116,113,61,10,516,7,21,19,25,24,12,4,114,0,0,0,4,10,7,4,18,77,115,82,139,143,76,14,645,12,18,12,21,22,5,0,88,455,539,518,588,444,175,31,2755
LGA55810,0,0,0,3,11,6,0,20,3,8,15,11,6,0,0,53,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,30,0,0,0,3,15,4,0,23,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,6,3,15,11,10,6,5,0,43,0,0,0,0,0,0,0,0,0,3,13,4,5,0,0,30,40,136,100,97,77,18,0,466,4,7,12,0,6,0,0,34,56,161,144,137,131,31,0,661,42,136,107,96,79,16,0,483,4,13,15,33,41,3,0,114,3,10,4,0,3,6,0,30,0,0,0,0,0,0,0,0,7,20,25,36,41,10,0,147,4,7,12,0,6,0,0,34,56,161,144,137,131,31,0,661
LGA55880,0,0,4,7,9,0,0,25,0,9,5,14,6,0,0,27,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,9,25,26,36,39,13,4,147,0,4,0,0,0,0,0,7,14,38,41,63,59,24,8,237,9,25,27,42,37,18,4,152,0,14,3,15,15,4,0,57,0,0,3,6,7,0,0,17,0,0,0,0,0,0,0,0,0,14,7,19,18,5,0,73,0,4,0,0,0,0,0,7,14,38,41,63,59,24,8,237
LGA55950,3,0,0,4,0,4,4,19,0,8,5,3,0,6,0,25,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,16,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,3,0,25,0,0,0,0,0,0,0,0,3,0,8,3,7,4,0,21,12,32,30,27,28,18,4,153,3,0,0,0,5,0,0,7,19,39,45,40,48,31,13,242,14,32,28,27,32,18,3,163,5,3,6,14,13,3,3,52,0,0,4,3,0,0,0,14,0,0,0,0,0,3,0,3,4,7,10,10,17,11,6,71,3,0,0,0,5,0,0,7,19,39,45,40,48,31,13,242
LGA56090,15,35,50,131,259,106,18,604,152,150,142,180,154,44,5,819,0,11,26,45,75,45,14,219,0,0,0,0,0,3,0,5,7,16,36,81,136,54,8,335,3,0,13,41,84,51,19,215,0,4,10,16,14,10,4,52,0,0,9,15,26,12,5,69,186,181,189,185,139,27,5,917,0,0,0,5,12,3,3,25,81,104,115,135,149,64,9,654,1039,1065,1254,1349,1057,302,48,6110,63,46,47,85,67,20,4,331,1464,1498,1757,2042,1858,607,96,9324,1091,1121,1324,1420,1130,333,47,6471,263,275,300,416,468,182,25,1938,41,53,66,90,152,56,17,466,4,4,9,31,37,17,5,120,310,329,380,542,659,257,45,2526,63,46,47,85,67,20,4,331,1464,1498,1757,2042,1858,607,96,9324
LGA56160,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,11,12,8,6,0,42,0,0,0,0,0,0,0,0,6,13,11,17,11,8,0,65,0,8,11,12,9,6,0,47,3,0,0,6,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,18,0,0,0,0,0,0,0,0,6,13,11,17,11,8,0,65
LGA56230,4,15,39,98,167,72,10,401,78,85,114,110,90,13,5,492,3,8,21,30,48,33,5,140,0,0,0,0,3,0,0,4,3,15,16,56,85,33,7,214,0,5,13,19,64,31,8,141,0,0,7,4,18,0,0,24,0,5,5,11,15,13,5,50,94,123,148,109,90,15,0,577,0,0,0,8,9,7,0,17,37,57,66,99,99,24,5,393,701,770,902,947,687,153,21,4184,42,36,42,71,48,6,4,247,919,1055,1278,1418,1218,323,54,6257,723,805,943,1000,750,171,19,4407,127,186,240,275,296,87,14,1230,23,27,40,55,88,38,9,295,0,3,10,13,32,11,7,73,154,215,294,348,421,143,23,1602,42,36,42,71,48,6,4,247,919,1055,1278,1418,1218,323,54,6257
LGA56300,0,0,0,10,18,22,7,58,3,0,9,8,7,11,0,33,0,0,0,0,12,7,0,25,0,0,0,0,0,0,0,0,0,0,0,6,15,4,7,33,0,0,0,4,3,7,0,21,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,7,0,0,17,13,12,5,0,48,0,0,0,0,3,0,0,0,0,0,6,11,7,8,0,29,19,39,60,68,74,36,5,308,0,3,5,5,5,0,0,17,26,44,87,112,132,82,15,500,19,39,60,77,83,36,5,318,3,5,20,27,33,24,4,125,0,0,0,6,7,7,4,27,0,0,0,3,6,4,0,17,3,4,20,34,53,38,9,168,0,3,5,5,5,0,0,17,26,44,87,112,132,82,15,500
LGA56370,0,4,0,3,15,9,6,36,3,9,10,5,3,0,0,35,0,0,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,12,0,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,7,0,0,0,22,0,0,0,4,0,0,0,0,0,4,7,0,4,3,5,21,26,62,41,60,51,18,7,260,0,3,3,0,0,0,0,10,31,87,64,77,89,32,14,399,26,64,46,60,53,18,3,273,3,11,14,17,24,7,6,88,0,0,5,4,8,3,3,21,0,0,0,0,0,0,0,4,3,17,20,22,32,10,8,117,0,3,3,0,0,0,0,10,31,87,64,77,89,32,14,399
LGA56460,0,4,16,48,76,40,9,186,35,41,35,39,46,9,0,200,0,3,3,10,21,10,4,54,0,0,0,0,0,0,0,0,0,3,10,23,42,15,0,93,0,3,5,5,33,19,5,65,0,0,0,0,3,0,0,8,0,0,0,8,12,3,0,24,38,50,51,55,51,8,0,251,0,0,0,0,3,5,0,9,22,23,32,35,46,9,6,166,224,271,286,318,285,94,9,1486,13,21,10,12,26,6,0,85,300,390,410,488,513,183,27,2322,229,282,307,328,306,99,12,1559,48,72,80,112,123,52,8,509,12,14,11,25,37,20,0,126,0,0,0,12,23,3,0,42,58,94,98,147,186,80,12,676,13,21,10,12,26,6,0,85,300,390,410,488,513,183,27,2322
LGA56580,9,45,86,164,270,155,30,767,129,259,202,204,171,54,9,1020,3,10,29,65,113,60,18,296,0,0,0,0,3,0,0,4,5,20,44,86,116,69,13,359,4,5,13,55,89,83,25,277,0,4,5,10,16,7,5,47,4,4,4,14,24,20,0,69,173,335,267,238,167,26,5,1212,0,0,4,5,16,4,0,36,76,186,153,222,212,75,15,937,1254,2205,2072,1894,1334,396,52,9217,74,63,79,92,88,23,3,424,1671,2980,2800,2799,2287,814,134,13482,1303,2322,2172,2024,1458,449,63,9786,261,496,449,556,567,236,49,2612,34,85,83,111,131,86,18,547,0,5,12,18,50,24,7,121,295,591,546,687,747,341,74,3278,74,63,79,92,88,23,3,424,1671,2980,2800,2799,2287,814,134,13482
LGA56620,0,0,0,5,3,5,0,9,0,5,3,0,8,0,0,19,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,9,4,0,20,0,0,0,0,11,3,0,14,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,25,0,0,0,0,3,0,0,3,0,0,3,3,6,0,0,13,16,32,29,27,34,9,0,138,0,0,3,0,0,0,0,10,16,39,37,46,72,21,0,233,16,27,30,30,37,13,0,150,0,5,10,10,16,5,0,47,0,0,0,3,5,0,0,13,0,0,0,0,11,0,0,14,0,5,10,13,31,5,0,71,0,0,3,0,0,0,0,10,16,39,37,46,72,21,0,233
LGA56730,0,17,38,92,150,72,10,377,61,80,79,107,77,22,6,431,4,3,15,20,46,33,7,121,0,0,0,0,0,0,0,0,3,8,26,48,98,51,7,246,4,4,12,29,69,33,3,156,3,8,4,4,13,8,0,31,0,0,4,12,24,14,0,54,82,83,116,139,94,24,0,541,0,0,0,0,8,12,0,23,26,49,53,112,90,27,3,361,492,570,596,644,551,154,14,3014,27,19,22,39,31,7,0,152,677,783,891,1072,1028,343,36,4828,508,589,630,704,600,167,14,3208,127,139,181,240,287,95,10,1082,14,25,43,76,80,53,8,299,0,6,7,15,38,18,0,84,143,172,233,329,402,171,21,1473,27,19,22,39,31,7,0,152,677,783,891,1072,1028,343,36,4828
LGA56790,0,0,4,15,37,32,6,98,16,18,17,7,19,3,0,83,0,0,0,9,10,9,3,32,0,0,0,0,0,0,0,0,0,0,0,3,22,10,4,44,0,0,3,3,9,13,6,34,0,0,0,6,3,5,0,11,0,0,0,0,7,4,0,13,15,10,17,27,14,11,0,89,0,0,0,0,0,0,0,10,6,9,11,17,11,15,5,65,75,90,136,162,192,55,17,728,7,9,8,20,12,4,0,55,110,128,188,239,304,122,32,1126,75,98,142,169,196,59,18,764,22,28,33,34,82,45,4,242,3,0,4,8,19,10,3,48,0,0,0,3,6,4,0,15,29,24,40,49,105,59,16,309,7,9,8,20,12,4,0,55,110,128,188,239,304,122,32,1126
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,4,11,12,14,6,0,48,0,0,0,0,0,0,0,0,8,6,8,10,22,9,0,65,6,4,11,10,13,3,0,51,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,8,6,8,10,22,9,0,65
LGA56930,3,5,3,13,19,11,0,48,18,24,12,14,15,3,0,89,0,0,4,3,9,4,4,27,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,15,0,0,0,5,10,3,0,22,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,6,23,29,15,13,8,4,0,95,0,0,0,0,0,0,0,4,12,13,8,17,15,5,0,70,148,145,121,146,110,34,6,713,10,9,7,12,4,3,0,40,201,208,168,212,180,64,10,1045,156,152,125,158,121,37,6,759,34,34,36,35,48,14,5,198,4,14,6,8,6,8,0,37,0,0,0,0,3,5,0,10,36,49,37,41,58,19,5,246,10,9,7,12,4,3,0,40,201,208,168,212,180,64,10,1045
LGA57000,0,0,4,11,22,8,3,54,5,18,12,16,13,0,0,61,0,0,0,0,8,4,0,14,0,0,0,0,0,0,0,0,0,5,6,8,13,9,0,31,0,0,3,5,6,8,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,5,15,14,14,12,0,0,52,0,0,0,0,0,0,0,0,0,7,5,6,14,4,0,37,50,146,132,130,102,23,4,583,3,6,11,0,3,0,0,22,60,187,181,176,166,38,12,826,50,151,135,134,112,23,6,602,5,28,33,26,45,15,5,158,0,9,7,8,0,3,3,27,0,0,0,3,3,0,0,11,7,34,34,42,50,13,7,194,3,6,11,0,3,0,0,22,60,187,181,176,166,38,12,826
LGA57080,82,514,998,1904,2413,855,116,6874,1159,3629,3838,2943,1676,384,37,13676,28,190,496,849,1049,423,66,3105,0,0,4,3,5,0,8,28,69,310,841,1318,1578,539,54,4701,33,70,230,653,1067,528,80,2657,18,65,111,153,129,59,12,558,23,51,87,160,288,136,23,759,1752,4679,4134,2828,1440,229,22,15080,10,30,72,99,125,48,16,403,760,2460,3120,2864,2178,531,45,11970,11340,32148,35411,24745,13218,2633,166,119651,422,1009,1039,1077,637,148,21,4352,14973,42836,47657,36482,22504,5345,477,170275,11795,33611,37468,26629,14470,2913,187,127085,2394,6989,7682,7009,5520,1585,158,31336,339,1132,1298,1455,1462,528,75,6291,31,89,166,309,408,171,37,1211,2763,8214,9151,8774,7391,2288,267,38839,422,1009,1039,1077,637,148,21,4352,14973,42836,47657,36482,22504,5345,477,170275
LGA57140,0,0,0,6,11,10,5,34,0,3,4,7,11,0,0,23,0,0,0,7,4,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,18,0,0,0,0,8,5,6,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,0,11,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,9,14,3,0,29,23,29,33,47,47,16,4,206,0,5,3,0,4,0,0,12,33,41,51,72,101,35,15,347,21,32,33,50,56,12,4,218,7,4,13,12,22,8,4,81,0,0,0,9,9,6,0,28,0,0,0,0,3,0,0,3,7,4,13,23,38,22,11,113,0,5,3,0,4,0,0,12,33,41,51,72,101,35,15,347
LGA57210,3,6,11,28,60,44,13,164,24,32,25,53,29,14,7,178,0,0,0,12,24,20,7,61,0,0,0,0,0,0,3,3,0,0,3,22,16,23,8,82,0,3,3,12,14,29,13,75,0,0,0,4,0,0,0,4,0,0,0,3,4,6,0,20,29,41,29,43,30,3,3,180,0,0,0,0,0,0,7,10,13,15,23,43,33,21,3,148,201,217,278,307,278,92,14,1400,12,8,14,13,12,9,0,67,265,307,370,489,451,208,53,2143,206,232,287,331,299,105,14,1479,42,53,58,113,106,66,17,456,8,8,14,26,17,26,5,112,0,0,0,3,12,4,5,35,47,67,69,148,136,102,34,596,12,8,14,13,12,9,0,67,265,307,370,489,451,208,53,2143
LGA57280,6,36,70,99,155,48,4,411,68,224,228,135,117,32,0,808,0,5,22,29,56,21,0,139,0,0,0,0,0,0,0,0,4,16,53,114,151,47,0,392,0,7,14,58,82,25,5,187,0,10,13,12,10,4,0,52,0,7,9,10,23,8,0,58,69,212,196,110,67,8,0,663,0,0,0,5,17,9,0,33,29,114,123,107,92,26,0,498,825,2122,2080,1480,893,125,3,7522,44,91,90,63,57,11,0,358,1024,2739,2763,2074,1501,289,11,10399,838,2196,2164,1544,943,140,3,7826,120,398,433,379,383,89,0,1804,18,45,73,72,82,28,4,322,0,7,9,15,34,12,0,85,139,456,510,465,506,139,5,2213,44,91,90,63,57,11,0,358,1024,2739,2763,2074,1501,289,11,10399
LGA57350,3,0,0,0,4,7,0,19,0,5,5,4,3,0,0,17,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,18,0,0,0,4,7,9,7,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,4,4,3,0,5,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,11,12,40,38,42,41,14,4,195,6,3,0,0,6,0,0,11,23,55,48,55,73,30,13,302,12,46,38,42,41,15,4,204,6,0,12,6,17,5,3,56,0,0,0,3,7,5,3,22,0,0,0,0,4,4,0,11,9,5,12,8,27,13,9,84,6,3,0,0,6,0,0,11,23,55,48,55,73,30,13,302
LGA57420,6,3,10,24,38,7,8,91,13,26,38,19,17,4,0,118,0,0,6,4,15,3,0,36,0,0,0,0,0,0,0,0,5,3,10,15,28,9,3,63,0,0,3,3,20,9,3,39,0,0,0,3,0,0,0,3,0,0,6,0,6,0,0,15,9,27,34,23,18,0,0,108,0,0,0,6,0,0,0,7,3,12,19,15,26,5,0,77,116,330,227,259,190,38,4,1166,9,9,4,12,19,0,0,50,152,394,324,360,327,66,18,1650,119,339,236,270,206,42,4,1217,15,44,66,62,76,21,9,295,4,6,10,17,17,8,0,63,0,0,3,3,16,0,0,22,27,52,79,78,107,26,13,382,9,9,4,12,19,0,0,50,152,394,324,360,327,66,18,1650
LGA57490,40,143,277,631,792,253,24,2157,587,740,710,569,373,87,9,3069,7,27,75,162,263,85,17,643,0,4,3,0,0,0,3,3,39,57,131,326,404,131,19,1107,6,31,45,131,272,115,15,625,7,21,23,26,33,19,5,122,7,19,28,58,119,40,4,272,712,1051,923,721,392,48,3,3858,0,3,14,30,42,21,3,111,333,434,517,598,482,93,6,2467,5210,5308,4959,4170,2738,486,50,22923,249,199,232,264,185,39,5,1168,6870,7489,7289,6815,5109,1122,118,34820,5410,5539,5263,4538,3002,525,59,24335,1033,1456,1440,1507,1335,385,41,7190,168,259,282,394,443,125,13,1689,10,32,70,114,144,48,9,429,1208,1750,1790,2016,1922,554,64,9307,249,199,232,264,185,39,5,1168,6870,7489,7289,6815,5109,1122,118,34820
LGA57630,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,3,10,18,0,0,45,0,0,0,0,0,0,0,0,9,9,3,9,21,5,3,63,9,9,3,10,18,0,0,47,0,0,0,0,6,4,0,10,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,8,4,3,12,0,0,0,0,0,0,0,0,9,9,3,9,21,5,3,63
LGA57700,16,21,50,83,141,65,13,386,92,113,138,93,83,17,3,541,4,0,13,29,42,27,7,125,0,0,0,0,0,0,0,0,4,12,34,71,79,33,8,241,6,7,10,25,53,34,12,154,4,0,0,8,7,3,0,30,0,4,6,0,20,16,4,47,123,154,140,107,69,11,4,597,0,0,0,0,10,4,4,22,61,77,84,92,78,19,4,415,928,1010,896,730,541,129,25,4255,54,46,32,44,35,13,0,221,1231,1376,1288,1160,991,293,55,6392,969,1046,942,782,582,145,18,4489,182,228,249,261,260,84,22,1295,25,47,59,59,86,40,10,329,3,0,10,14,16,11,5,65,214,283,316,330,366,138,34,1685,54,46,32,44,35,13,0,221,1231,1376,1288,1160,991,293,55,6392
LGA57770,0,0,6,9,10,4,0,28,4,4,6,7,9,0,0,36,0,0,0,7,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,3,5,0,23,0,0,0,0,8,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,11,7,3,0,36,0,0,0,0,0,0,0,0,3,5,3,4,5,0,0,18,38,106,60,60,62,18,0,345,0,4,3,0,11,0,0,22,51,121,83,103,109,26,9,495,42,111,60,67,63,18,0,347,8,9,18,18,28,6,0,92,0,0,5,15,10,0,0,21,0,0,0,3,0,0,0,3,9,14,21,34,37,8,0,119,0,4,3,0,11,0,0,22,51,121,83,103,109,26,9,495
LGA57840,7,27,77,151,237,142,26,669,150,236,236,193,199,62,10,1085,4,17,31,69,89,63,11,277,0,0,0,0,0,0,0,3,7,26,35,82,118,82,24,375,5,5,20,43,84,79,19,246,0,0,12,6,15,6,3,44,0,9,12,13,22,21,8,84,209,302,251,222,129,36,5,1152,0,0,8,5,12,12,0,45,89,141,187,176,232,87,13,921,1666,2243,2244,1944,1336,416,48,9893,86,61,73,97,67,33,5,406,2147,2923,2989,2807,2249,865,122,14107,1716,2329,2356,2069,1484,467,56,10483,320,434,464,526,539,266,37,2584,24,87,82,91,123,80,17,508,0,9,12,20,39,23,14,115,351,531,557,643,703,367,66,3207,86,61,73,97,67,33,5,406,2147,2923,2989,2807,2249,865,122,14107
