POW_LGA_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
LGA58050,11,70,153,95,189,198,44,64,7,825,30,49,94,128,399,342,87,89,20,1236,44,55,80,96,488,605,166,224,26,1791,32,36,30,54,319,508,160,238,14,1388,11,22,34,32,253,440,141,275,19,1244,22,15,15,15,148,241,114,272,4,839,36,21,15,21,137,239,167,565,5,1213,19,5,3,0,15,33,15,122,5,207,15,0,0,0,13,32,9,99,0,175,0,5,6,3,21,17,10,12,26,95,268,644,719,552,2178,2873,964,2056,161,10415,3,13,6,5,5,4,0,0,0,38,21,337,9,3,0,0,0,3,7,383,19,359,56,4,3,0,0,0,3,451,19,235,94,10,7,15,0,5,6,395,20,233,144,40,13,3,7,10,11,489,29,234,307,104,65,21,9,28,9,804,48,165,327,185,171,66,20,28,13,1021,44,90,222,218,334,116,16,38,12,1098,35,48,130,174,330,156,38,88,19,1015
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3
LGA58330,0,0,0,0,0,4,0,0,0,10,0,0,0,0,7,0,0,0,0,10,0,5,5,0,10,4,0,5,0,27,0,0,0,0,0,6,0,3,0,15,0,0,0,0,0,6,0,6,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,12,3,24,31,3,27,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,14,0,4,4,0,0,5,0,0,0,8,0,0,5,4,3,0,0,0,0,14,0,7,0,0,4,4,0,0,0,17
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,8,21,66,28,71,66,21,9,7,302,11,26,42,53,149,134,34,31,9,487,16,24,26,39,247,212,34,49,7,656,14,17,18,26,138,199,53,59,0,517,13,13,9,12,104,144,41,68,6,413,7,3,7,7,32,96,25,68,0,255,11,0,9,9,49,88,44,129,0,336,9,0,4,3,3,21,4,35,0,89,10,3,3,0,5,10,10,44,0,87,0,4,4,0,0,3,0,0,8,20,131,276,295,215,865,1046,275,514,55,3680,8,8,4,0,0,0,0,0,0,27,17,229,7,4,0,0,0,0,6,261,25,292,48,0,3,5,0,0,6,367,10,243,73,16,8,0,0,3,10,366,20,224,139,20,9,5,3,0,0,424,28,223,243,83,42,18,4,3,5,646,29,130,252,150,75,38,8,15,0,698,31,81,195,186,210,69,17,34,13,838,38,65,134,186,281,145,31,54,11,943
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,6,3,15,0,12,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA58570,6,26,47,34,70,46,9,22,4,254,10,22,39,28,125,104,18,18,4,360,4,20,26,24,132,154,27,51,3,449,10,10,18,17,78,121,38,57,5,344,9,7,9,15,55,93,28,60,8,280,3,3,9,0,30,68,12,42,0,169,14,5,7,10,51,97,33,67,5,289,3,0,4,0,4,15,10,29,0,59,0,0,0,4,9,6,6,12,0,40,0,0,0,0,0,5,0,0,8,10,82,224,257,160,599,752,184,368,36,2662,7,7,0,3,0,4,0,0,0,19,17,142,7,0,0,0,0,0,4,173,11,201,12,6,0,6,0,0,6,241,16,167,43,10,3,0,0,0,3,242,14,138,103,16,8,4,0,6,5,288,15,132,172,45,21,14,0,6,3,418,9,73,141,82,78,28,0,11,4,433,18,39,89,77,131,71,15,16,6,452,13,20,51,60,117,100,32,29,4,431
LGA58610,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,3,7,0,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,6,8,13,8,9,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,14,0,5,5,5,0,0,0,0,0,10,0,0,4,4,4,0,0,0,0,11,0,0,0,0,3,0,0,4,0,5
LGA58680,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,7,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,17,70,118,86,187,215,38,75,12,814,34,45,100,110,413,372,69,100,11,1259,51,70,66,98,537,556,135,178,21,1717,48,30,40,51,321,475,123,220,14,1312,41,25,30,43,191,436,108,237,5,1106,14,19,6,17,100,244,87,220,10,711,36,14,5,17,92,199,87,324,9,787,11,0,5,3,24,21,7,88,3,162,3,0,4,3,10,14,4,68,0,106,0,4,3,6,14,25,3,11,36,108,314,728,651,551,2140,2800,720,1591,147,9636,13,16,3,8,0,9,0,4,0,49,19,360,22,0,0,0,0,0,6,404,16,294,54,10,5,4,0,0,3,394,23,276,116,13,3,3,0,6,3,433,14,238,171,36,15,9,0,11,7,505,35,225,410,120,53,36,4,11,8,894,46,135,401,210,151,55,13,20,8,1056,39,92,251,261,354,118,25,44,7,1197,33,47,122,145,274,100,14,52,8,801
LGA58820,0,6,5,7,5,3,0,9,0,41,0,0,6,5,10,11,0,7,0,35,0,3,0,8,15,7,3,6,0,47,4,0,0,0,7,7,0,8,0,34,0,0,0,0,8,16,9,14,0,47,5,0,6,3,29,5,7,9,0,64,19,5,3,3,77,30,37,65,8,245,11,0,0,0,14,4,12,27,0,65,0,0,0,0,9,0,6,8,0,23,0,0,0,0,0,4,0,4,0,9,38,25,34,28,181,93,85,167,11,664,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,14,0,3,3,3,5,0,0,0,0,19,3,0,4,14,0,0,0,0,0,26,0,0,3,4,8,0,0,0,0,15,0,0,0,0,5,0,0,0,0,11
LGA58890,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,7,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,9,0,20,0,0,0,0,0,0,3,10,0,12,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,34,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,12,4,8,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,3,0,24,0,35,7,0,0,0,0,0,9,34,0,49,28,0,3,0,8,9,11,106,0,166,12,4,0,3,3,0,5,48,0,74,5,0,0,0,0,0,8,36,0,47,0,0,0,0,0,0,0,3,0,4,57,14,11,3,16,10,29,274,7,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9
LGA59310,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,4,0,0,0,6,0,5,0,0,0,6,0,5,0,20,0,0,0,0,4,0,3,0,0,14,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,7,14,26,8,12,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,8,0,0,3,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA59340,0,4,0,0,0,9,0,3,0,20,4,0,3,0,13,9,3,3,0,40,3,4,0,0,14,20,6,15,0,62,3,4,0,0,13,10,9,15,0,54,0,4,0,0,7,14,3,11,0,48,4,0,0,0,10,9,0,17,0,35,9,0,0,0,8,13,8,33,0,67,0,0,0,4,0,0,0,14,0,18,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,3,0,7,18,30,18,19,71,91,40,132,5,421,0,0,0,5,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,12,0,5,0,0,0,3,0,0,0,7,0,4,10,5,0,0,0,0,0,13,0,7,9,6,10,9,0,0,4,48,4,4,10,3,4,6,0,3,0,29,5,7,8,11,17,16,0,12,0,73,3,3,7,17,27,20,5,14,0,94
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,0,3,7,0,18,0,0,0,0,0,0,0,15,0,22,5,3,3,0,5,0,6,66,3,96,3,0,0,0,4,0,4,24,0,41,5,0,0,0,0,0,0,22,0,21,0,0,0,0,0,0,0,0,0,5,24,11,6,0,9,3,20,138,4,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59360,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,7,3,0,0,0,0,0,0,4,0,10,0,0,0,0,0,4,5,6,0,16,6,0,0,0,0,3,4,9,0,27,0,0,0,0,0,0,0,18,0,22,6,0,4,0,10,0,7,61,0,91,11,0,0,0,5,0,3,44,4,63,3,0,5,0,0,0,4,43,0,58,0,0,0,0,0,0,0,5,0,8,28,12,16,0,21,16,28,193,10,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
LGA59370,3,0,4,4,8,0,0,0,0,24,0,3,3,3,5,3,0,6,0,20,0,0,0,3,6,0,6,0,4,17,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,6,0,5,0,13,0,0,0,0,5,7,3,3,0,13,0,0,0,0,0,12,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,14,15,21,33,9,34,5,155,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,5,0,3,3,0,0,0,0,0,0,9,4,5,3,4,0,0,0,0,0,19,0,4,9,0,0,4,0,0,0,20,4,3,3,7,11,0,0,0,0,38,0,0,0,6,3,3,0,5,0,16
LGA59499,61,147,229,163,220,275,45,94,21,1257,91,174,242,195,356,469,97,181,31,1839,127,132,212,266,491,809,175,312,43,2566,98,92,138,206,378,865,230,388,26,2424,120,64,83,153,324,732,249,553,21,2292,74,27,47,67,154,487,155,519,13,1547,219,58,48,71,190,478,259,1211,32,2569,105,10,16,7,35,69,42,418,10,715,127,20,24,16,37,54,33,414,11,736,13,7,11,7,18,49,13,40,53,206,1207,1578,1510,1386,2492,4670,1363,4253,304,18753,17,17,7,3,5,4,0,3,0,47,39,389,4,0,0,5,0,0,5,446,34,379,50,6,0,3,0,0,3,477,34,357,72,3,3,4,0,4,12,488,36,342,154,27,10,5,0,7,6,594,64,378,294,67,32,19,6,8,12,881,58,288,343,132,59,39,12,20,9,962,47,145,271,180,92,74,21,31,13,868,43,99,152,162,129,103,33,60,3,788
