POW_LGA_CODE_2021,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000_3499_Mng,NS_3000_3499_Pro,NS_3000_3499_TecTW,NS_3000_3499_CoPSW,NS_3000_3499_ClAW,NS_3000_3499_SWks,NS_3000_3499_MaOpDv,NS_3000_3499_Lab,NS_3000_3499_IDNS,NS_3000_3499_Tot,NS_3500mo_Mng,NS_3500mo_Pro,NS_3500mo_TecTW,NS_3500mo_CoPSW,NS_3500mo_ClAW,NS_3500mo_SWks,NS_3500mo_MaOpDv,NS_3500mo_Lab,NS_3500mo_IDNS,NS_3500mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot
LGA53220,0,0,7,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,26,36,5,4,25,10,5,4,15,8,101,179,5,0,9,10,0,3,11,7,10,53,4,4,8,12,3,13,5,18,3,62,4,39,8,24,6,13,3,23,6,131,3,3,3,8,4,7,11,10,10,68,3,6,10,12,9,5,5,18,5,69,3,11,26,28,11,20,20,37,14,164,9,6,37,30,18,12,27,52,7,190,12,13,54,41,32,27,50,77,23,330,17,38,122,64,60,30,178,182,18,700,59,56,235,50,93,11,259,289,23,1072,50,89,360,55,126,17,511,183,25,1416,61,148,469,54,94,7,741,156,19,1752,177,615,2170,121,167,10,2444,367,55,6128,104,380,1203,24,49,0,669,71,30,2540,428,399,1144,6,69,3,353,47,31,2487
LGA53290,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,4,0,0,6,15,4,0,8,0,4,5,4,9,61,102,50,5,7,0,10,9,0,12,3,90,11,0,4,22,8,73,4,52,3,177,22,11,5,26,31,38,8,36,6,180,33,9,16,30,32,29,13,53,3,222,35,16,27,37,36,36,15,52,5,250,36,24,58,71,67,45,20,80,8,413,57,44,81,99,83,73,25,92,9,556,93,53,98,103,107,64,54,87,17,682,145,87,143,70,107,50,92,99,18,805,102,109,93,31,79,21,94,61,11,596,132,106,91,26,59,19,94,42,5,574,97,92,60,11,25,13,66,36,6,403,183,174,118,23,41,24,126,38,11,732,53,30,22,5,10,3,13,7,4,149,93,47,25,0,10,8,6,12,12,208
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,6,0,0,0,4,17,28,0,0,0,0,0,0,0,0,0,3,0,5,0,6,5,18,0,9,0,44,0,0,6,6,10,13,0,13,0,46,0,0,3,3,6,7,0,11,0,33,3,9,4,11,15,8,3,13,0,68,9,16,13,23,18,18,4,26,4,129,7,20,18,42,23,18,0,37,10,170,21,14,30,46,33,28,8,41,4,232,40,34,35,44,40,20,9,34,6,253,26,34,47,16,20,7,7,13,5,179,29,27,26,15,14,0,13,14,3,143,18,25,36,9,12,0,4,3,0,112,45,36,52,14,7,0,6,11,5,185,11,8,12,3,4,0,0,0,0,35,21,12,18,0,4,0,7,4,0,76
LGA53430,3,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,34,48,10,18,24,24,5,3,16,16,121,249,28,22,13,18,21,15,6,16,9,155,10,38,29,231,26,254,20,175,16,799,28,72,43,244,66,188,40,149,8,836,43,98,91,266,90,153,35,166,13,962,61,127,126,279,124,182,43,176,18,1143,122,201,220,482,222,255,84,270,11,1855,149,281,290,515,323,231,92,293,23,2195,250,469,453,495,404,205,183,302,40,2808,389,695,620,423,622,182,240,270,49,3488,346,770,433,239,618,142,216,167,33,2959,371,956,357,166,421,98,167,112,42,2697,333,840,210,118,228,70,127,92,19,2036,865,1562,306,168,290,59,175,237,27,3689,304,237,51,5,50,23,11,33,3,713,449,409,32,11,34,36,9,16,13,1006
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,3,0,0,5,10,16,37,20,0,0,0,4,0,0,12,5,41,8,0,0,3,6,15,0,18,3,59,7,4,7,5,8,8,0,30,0,80,31,3,9,9,14,6,11,21,0,100,26,3,11,13,3,5,3,33,0,102,32,11,17,13,21,9,6,74,6,187,42,9,17,13,27,12,13,111,3,237,48,14,14,8,27,10,22,160,8,317,72,15,34,0,34,3,34,85,0,284,38,16,23,6,19,7,30,65,4,204,60,12,26,4,20,0,21,13,3,155,37,17,17,4,4,0,15,8,0,105,55,25,21,8,0,0,49,9,9,172,21,6,10,0,0,5,0,8,0,46,24,11,11,0,0,5,0,0,3,51
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,4,0,12,5,3,0,6,5,0,0,3,0,23,0,0,0,0,0,4,0,0,0,9,9,3,4,4,0,5,0,7,0,34,19,0,5,3,4,0,0,4,0,41,8,4,0,0,3,3,5,8,0,41,4,0,4,3,11,0,10,11,0,43,29,6,14,12,13,3,13,22,0,111,26,10,5,0,9,3,7,15,0,78,25,14,0,0,10,0,13,0,0,69,18,5,7,0,0,0,0,6,0,38,30,8,12,0,0,4,9,3,0,69,10,0,3,0,3,0,0,0,0,18,14,0,0,0,0,3,0,0,0,17
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,12,5,0,0,6,0,0,0,0,0,15,6,0,4,0,0,5,0,4,0,18,6,0,3,3,3,4,6,7,0,32,10,3,7,6,6,0,0,0,0,38,14,0,8,3,13,0,4,3,0,53,13,6,3,3,6,0,4,5,0,39,13,3,5,4,0,0,0,0,0,31,12,8,0,0,0,0,0,0,0,25,11,6,0,0,0,0,0,3,0,22,10,3,0,5,0,0,0,0,0,20,5,0,0,0,4,0,0,0,0,7,3,5,0,0,0,0,0,0,0,15
LGA53780,4,3,3,0,0,0,0,0,8,23,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,3,10,3,0,0,4,3,52,73,7,35,43,26,11,14,30,27,167,358,28,16,21,21,21,33,11,33,16,199,24,77,35,126,44,340,43,266,17,959,20,70,76,190,92,284,63,218,13,1038,54,72,121,220,128,249,59,223,20,1143,62,100,196,305,120,262,71,214,17,1338,105,159,318,478,261,358,121,313,25,2140,138,264,439,615,347,302,200,372,17,2694,229,336,625,695,402,294,366,379,41,3361,325,509,712,642,563,246,491,329,59,3871,289,555,589,328,405,158,360,200,35,2918,337,676,484,421,201,108,251,115,25,2611,229,568,301,236,98,54,137,58,28,1709,578,850,364,224,127,75,150,41,27,2437,159,101,70,19,23,21,17,15,9,429,221,194,48,13,28,15,17,8,13,554
LGA53800,7,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,21,26,14,3,15,16,4,3,7,11,84,157,19,12,11,14,13,15,4,16,13,100,16,21,14,118,19,222,18,134,9,576,14,23,37,88,35,153,19,129,8,520,21,36,53,95,61,89,25,116,17,511,34,44,88,122,73,123,32,155,10,674,52,80,197,268,166,202,48,180,16,1210,91,137,223,327,224,236,97,234,16,1577,139,186,295,377,325,207,141,253,17,1941,224,289,346,351,421,158,177,224,28,2216,171,408,316,186,282,73,150,123,22,1733,194,483,272,177,184,49,138,104,16,1613,170,427,185,142,76,38,149,41,27,1257,403,642,420,152,123,35,237,76,21,2116,117,78,62,13,26,12,50,12,3,368,125,168,43,12,16,17,19,12,5,417
LGA53920,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,3,3,36,45,0,0,0,3,0,0,0,0,4,8,0,3,0,6,0,0,0,0,0,12,0,5,5,10,0,4,0,15,10,50,0,9,8,7,0,3,0,10,5,51,4,3,4,12,4,3,0,5,3,28,0,5,9,19,8,0,4,8,4,58,4,7,3,14,7,0,5,16,4,54,15,9,8,24,11,6,5,14,0,87,12,12,21,33,9,7,0,12,5,117,10,25,10,18,13,4,12,3,5,115,26,33,7,25,6,3,8,10,9,118,18,31,3,6,6,0,19,8,0,89,30,73,38,17,5,0,31,13,0,206,14,14,17,0,0,0,9,0,0,56,12,9,5,0,0,0,17,0,0,48
LGA53990,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,3,11,0,0,4,3,12,46,86,12,13,11,5,3,0,0,14,6,65,19,15,10,60,15,75,4,86,3,288,17,22,16,49,19,53,5,58,6,248,32,26,22,44,31,51,6,44,6,269,23,30,33,67,45,49,10,53,8,300,49,37,75,133,53,56,16,117,14,538,46,62,85,145,71,89,20,179,6,710,60,68,116,134,89,70,73,246,13,876,103,88,171,92,115,34,109,261,20,991,69,113,145,43,80,15,108,113,15,705,81,145,151,33,52,15,109,106,12,713,79,136,171,21,23,17,91,89,6,631,134,243,381,27,38,7,163,97,21,1109,48,58,81,4,11,3,21,18,5,254,92,69,57,4,5,5,9,6,0,248
LGA54060,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,14,25,5,0,0,0,0,3,0,3,4,23,0,0,0,12,0,18,0,13,0,46,3,3,4,3,6,3,0,7,0,38,10,0,8,5,3,12,3,13,0,55,3,7,7,14,6,16,0,12,0,71,12,9,12,15,9,18,4,23,0,96,9,9,11,15,13,9,3,15,0,89,7,8,14,15,11,14,9,22,0,97,13,15,39,13,16,10,3,17,5,132,16,20,16,0,7,0,5,11,0,75,14,15,17,0,9,3,10,12,0,81,18,19,8,0,9,5,8,6,0,68,29,20,31,3,11,0,5,0,4,106,4,5,14,0,0,0,3,4,0,30,16,5,3,0,0,0,0,5,0,39
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,8,21,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,6,8,0,0,6,3,0,0,7,0,19,0,4,0,0,0,0,0,9,0,16,0,3,0,0,0,3,0,3,0,15,11,0,5,3,6,0,0,8,0,38,18,0,12,7,9,0,0,10,0,50,24,3,4,3,5,0,5,8,3,66,33,0,6,7,10,0,11,11,0,75,23,3,8,0,0,0,7,13,0,59,26,5,11,0,3,0,4,10,0,63,10,8,3,0,0,0,4,4,0,35,36,5,6,0,0,3,8,0,0,55,17,4,0,0,3,0,0,0,0,24,10,0,0,0,0,3,0,0,0,14
LGA54170,0,5,7,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,6,3,14,10,6,0,4,3,3,82,123,11,30,41,29,24,19,22,35,236,458,46,42,32,45,50,48,11,36,25,328,41,116,60,644,108,1093,68,640,22,2791,55,170,108,657,196,923,68,496,25,2688,84,224,180,590,246,645,49,347,24,2399,95,239,259,728,297,679,43,350,35,2720,208,394,461,1058,547,852,78,429,32,4058,266,593,555,1092,682,702,101,444,45,4489,406,764,617,1341,832,623,163,402,64,5212,638,1337,827,1168,980,409,191,373,66,5981,508,1428,623,517,764,213,125,156,51,4386,479,1766,522,309,508,154,110,109,57,4019,358,1665,254,269,226,67,39,50,44,2967,877,2735,321,343,248,120,48,76,39,4802,270,383,70,16,60,39,5,7,10,865,311,799,63,14,50,78,8,17,24,1363
LGA54200,5,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,0,0,28,43,4,8,30,22,5,8,16,13,94,209,16,9,13,8,26,10,13,20,4,114,19,52,23,135,30,174,22,139,15,612,24,53,40,148,57,144,35,147,8,657,42,42,49,111,71,93,19,95,12,536,51,57,99,125,76,120,28,120,4,672,60,92,162,246,146,132,75,194,12,1104,100,109,215,287,191,137,111,193,10,1356,115,158,310,282,303,100,303,227,22,1820,193,239,380,246,399,98,477,205,31,2282,166,324,329,95,304,76,343,127,31,1802,170,345,329,70,203,41,241,86,23,1505,147,343,264,31,114,48,168,50,10,1184,427,486,383,57,97,56,180,50,24,1757,134,93,59,8,23,10,25,14,0,362,210,114,42,4,25,30,14,5,14,456
LGA54280,0,0,3,0,0,0,6,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,4,3,0,37,53,4,4,22,13,0,5,22,8,113,199,8,3,9,10,14,4,15,17,10,89,5,10,14,55,13,134,10,83,4,331,15,26,21,44,26,59,18,71,9,276,9,22,23,42,31,60,12,80,9,297,12,28,40,66,47,77,27,84,8,382,22,46,105,126,101,108,45,131,13,695,48,47,130,180,162,129,48,145,14,913,69,80,198,212,208,132,117,152,17,1192,127,165,284,197,366,98,202,185,22,1647,123,230,309,128,264,66,230,109,21,1478,139,363,347,142,210,33,378,111,27,1744,123,323,335,93,106,13,401,110,35,1545,366,668,1005,124,125,39,942,125,38,3421,166,157,342,22,29,4,187,27,13,934,255,155,248,14,24,19,139,19,9,885
LGA54310,0,0,0,0,0,0,0,0,6,12,0,0,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,4,0,18,28,0,13,18,7,7,3,10,10,60,126,9,9,10,6,4,4,8,14,11,69,10,6,16,47,13,102,7,69,8,275,4,9,17,41,18,61,16,50,3,213,9,21,15,46,22,32,10,44,0,184,7,18,13,39,15,40,6,27,4,165,15,30,55,71,37,50,14,61,5,337,21,44,87,94,84,59,30,92,0,516,45,67,130,133,124,75,34,104,8,723,85,109,195,167,185,62,75,160,20,1052,72,150,196,91,189,49,118,164,9,1031,103,221,270,92,165,27,182,127,21,1204,112,258,315,79,155,32,181,138,15,1288,372,546,1090,129,209,20,656,331,71,3424,131,206,579,23,80,3,218,80,30,1349,360,389,935,17,68,12,221,64,50,2113
LGA54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,5,0,3,0,6,30,47,3,0,4,0,0,0,0,7,4,16,0,8,0,6,8,13,0,12,0,43,6,0,0,8,9,12,0,14,0,47,7,7,9,11,6,9,3,16,5,65,10,5,21,15,10,4,0,25,6,86,9,6,23,23,17,20,6,36,3,149,12,15,27,32,19,34,5,86,7,231,25,15,35,34,46,30,19,85,3,291,36,35,46,21,42,14,16,44,3,261,22,33,37,16,28,8,14,27,3,183,29,41,22,15,8,0,0,6,0,128,24,41,20,4,9,8,9,0,0,110,37,53,15,13,7,5,4,0,0,141,6,9,0,0,0,0,0,0,0,18,15,7,3,0,0,3,4,0,0,32
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,10,0,0,0,6,0,0,0,10,0,11,4,0,3,0,0,0,0,0,0,10,3,0,0,4,0,0,0,7,0,20,3,0,11,0,3,5,0,12,0,29,0,0,3,18,3,0,0,8,0,32,15,4,6,12,4,3,8,12,0,61,13,5,18,11,8,4,6,11,0,67,14,4,3,5,4,0,5,0,0,40,12,10,8,0,0,0,6,0,0,35,7,5,0,3,0,0,4,0,0,15,8,12,9,0,0,0,0,4,0,27,3,0,0,0,0,0,0,0,0,4,13,3,0,0,3,0,0,0,0,16
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,3,0,0,9,0,0,5,0,0,0,0,0,0,9,13,0,0,0,0,0,0,4,0,18,9,0,0,7,0,0,3,8,0,20,18,3,0,0,5,0,7,10,0,50,10,0,0,0,0,0,10,8,0,29,24,3,4,0,0,0,0,5,0,40,11,0,4,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,13
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,15,19,14,0,4,0,0,0,0,3,6,24,4,0,0,0,3,0,0,3,0,10,13,0,0,0,6,0,0,11,0,27,15,0,0,5,0,6,0,3,0,27,8,0,5,4,3,0,5,9,0,44,15,8,13,8,11,7,5,11,0,69,26,0,14,6,11,3,4,14,0,78,32,9,12,4,14,6,5,18,0,109,36,14,17,7,14,5,16,39,0,158,24,7,4,3,8,3,6,11,0,71,32,11,9,3,5,0,5,10,0,82,28,12,3,5,0,0,6,4,0,66,48,12,4,0,4,3,11,4,0,81,10,0,4,0,0,0,0,0,0,24,31,7,5,0,0,5,3,3,0,58
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,5,0,3,3,0,0,0,4,0,0,0,0,15,8,0,0,0,0,0,0,0,0,12,3,0,0,0,5,0,3,3,0,19,9,3,3,9,9,3,0,7,0,40,16,3,5,7,6,0,7,13,0,55,20,0,0,8,3,0,3,10,3,47,12,4,12,3,8,9,4,13,0,62,22,4,5,5,3,0,9,8,0,59,22,7,17,4,3,0,11,6,0,74,20,11,17,0,4,0,22,7,0,81,18,20,50,3,3,0,52,0,4,151,0,11,19,0,0,0,7,0,0,35,13,8,20,0,0,0,0,0,0,48
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,9,0,0,0,0,4,0,0,5,0,12,3,0,3,0,0,0,0,0,0,10,3,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,3,3,0,17,8,0,0,0,4,0,6,9,0,21,14,0,0,0,0,0,8,6,0,24,3,0,0,0,0,0,7,0,0,14,3,0,0,0,0,0,5,4,0,17,20,0,5,0,4,0,3,0,0,27,3,0,3,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,11
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,7,3,0,0,0,3,0,4,0,0,12,5,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,5,0,13,4,0,0,4,0,0,0,5,0,6,8,3,0,0,0,0,0,3,0,21,13,0,4,0,0,0,0,4,0,17,9,4,0,3,3,7,0,0,0,27,19,0,0,5,4,0,10,7,0,40,27,8,8,0,3,3,9,5,0,54,16,0,0,0,3,0,7,7,0,39,18,8,3,0,3,0,4,4,0,37,19,6,3,0,0,0,0,5,0,34,28,6,0,4,0,4,0,3,0,42,11,0,0,0,0,0,0,0,0,16,10,0,3,0,0,0,0,0,0,12
LGA54830,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,23,42,8,11,14,10,4,4,12,22,93,175,5,5,17,3,10,8,5,13,8,83,3,25,20,56,22,142,5,83,8,366,13,26,33,68,21,110,16,102,4,394,13,18,38,78,41,77,27,107,8,416,27,39,52,108,48,69,33,102,8,481,29,45,137,190,92,118,42,165,12,831,51,78,160,203,123,111,72,242,13,1049,91,128,260,241,144,97,183,280,19,1441,127,173,392,206,278,58,354,271,40,1895,126,262,401,166,258,31,306,215,39,1810,134,362,470,206,183,28,299,168,32,1881,126,316,399,166,117,10,285,148,23,1601,435,614,1061,163,182,16,585,190,66,3317,185,170,296,16,42,3,98,21,22,849,394,204,252,4,40,6,45,10,11,971
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,0,4,0,4,0,0,0,0,18,0,0,0,0,0,4,0,0,0,12,9,0,0,3,0,0,0,4,0,16,14,3,0,0,3,0,4,8,0,35,8,0,0,3,8,0,3,6,0,28,19,5,6,0,5,4,5,6,3,57,12,0,10,12,4,4,3,11,0,61,32,0,8,3,11,7,8,17,0,87,26,14,14,10,9,3,12,10,10,110,35,7,3,7,10,3,11,8,0,81,34,8,8,0,3,7,14,10,3,84,21,8,3,0,4,0,7,4,0,52,47,12,11,0,3,6,9,0,0,87,16,3,0,0,3,0,0,0,0,20,18,7,4,0,0,0,0,0,0,27
LGA54970,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,3,9,15,0,3,6,0,0,0,0,9,18,38,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,8,6,25,0,3,7,4,0,0,4,3,4,26,3,3,14,6,3,0,8,19,0,60,4,8,27,10,3,0,19,31,3,104,6,5,27,7,18,0,58,60,0,191,15,16,63,9,47,0,95,33,0,275,11,28,77,4,29,0,175,27,3,353,27,195,426,9,24,0,638,52,14,1377,23,72,176,4,0,0,82,6,8,381,91,58,109,6,10,0,68,0,4,344
