POW_LGA_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA57420,46,23,4,506,4,0,6,5,0,13,11,0,0,5,0,14,20,0,4,0,0,24,26,0,4,6,0,32,23,4,18,4,4,40,38,0,12,12,5,60,43,0,8,5,0,58,62,7,15,0,0,82,100,4,22,6,0,138,105,3,12,3,0,125,135,4,9,0,0,155,161,6,8,0,0,173,439,17,12,0,0,466,129,4,0,0,0,132,76,10,9,0,0,98,33,0,0,0,0,35,1407,60,127,43,18,1650
LGA57490,1352,237,72,19922,139,7,40,86,0,270,1500,13,99,33,3,1650,1409,17,156,27,5,1628,1249,43,172,31,8,1502,1499,36,176,32,6,1753,2393,82,261,33,17,2788,2840,102,263,28,18,3253,3334,151,292,17,11,3807,3649,192,333,20,12,4204,2853,153,205,14,15,3238,2613,191,184,10,11,3018,1989,141,124,12,8,2276,3249,220,183,12,7,3670,517,78,43,6,0,645,541,145,90,8,4,790,251,19,28,0,28,333,30042,1608,2638,369,164,34820
LGA57630,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,4,0,3,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,7,4,0,0,0,0,4,42,6,11,0,0,63
LGA57700,384,125,25,3347,20,4,16,44,0,80,290,0,35,15,0,335,233,9,43,13,0,296,215,17,60,13,7,301,224,21,68,15,6,333,396,36,67,23,4,526,534,38,74,9,6,665,578,54,81,16,5,737,604,72,123,23,0,821,438,37,74,7,3,568,398,71,65,16,6,546,277,41,53,8,3,374,376,70,49,5,0,492,48,26,21,0,0,95,48,46,22,6,3,129,49,10,7,0,10,79,4732,550,845,216,47,6392
LGA57770,14,5,0,238,7,0,0,0,0,7,9,0,0,3,0,10,7,3,0,0,0,14,9,0,3,4,0,12,14,0,4,0,0,19,24,5,8,0,0,36,41,0,3,0,0,51,65,0,6,0,0,70,65,9,5,0,0,72,35,0,4,0,0,41,26,3,0,0,0,35,22,0,0,0,0,26,49,10,0,0,0,62,5,3,0,0,0,6,10,0,0,0,3,18,11,0,0,0,0,16,397,37,49,10,9,495
LGA57840,535,95,31,8218,36,11,13,33,0,92,423,3,40,12,3,484,500,15,33,9,8,566,421,19,58,12,5,519,486,32,63,8,5,590,784,55,75,6,4,925,1031,53,88,13,6,1194,1309,79,115,15,4,1524,1411,93,129,13,9,1656,1106,107,90,12,0,1305,1019,131,85,13,5,1250,821,99,63,4,0,989,1415,229,102,11,10,1767,270,116,45,3,0,438,353,256,98,13,0,716,75,5,0,0,8,89,11458,1297,1110,172,67,14107
LGA57910,2594,450,179,42714,256,35,45,143,13,481,2387,23,152,41,3,2608,2538,65,276,55,19,2954,2421,105,338,56,26,2944,3082,119,358,52,25,3628,4781,197,506,73,33,5588,5947,292,507,50,40,6839,8192,434,658,51,61,9389,9767,608,752,64,48,11239,7788,528,600,41,24,8992,6490,705,479,47,24,7747,4551,544,343,29,16,5488,7628,1085,520,39,23,9293,1317,425,161,11,9,1920,1807,1027,307,37,14,3189,563,61,43,21,50,741,69510,6252,6039,813,420,83038
LGA57980,507,83,38,11319,50,8,7,21,0,86,405,4,20,3,0,436,475,15,29,8,3,527,459,14,44,10,4,532,544,17,37,10,3,611,880,44,57,9,8,994,1064,35,54,11,9,1171,1405,74,95,12,4,1593,2168,88,102,11,5,2372,1960,98,74,10,0,2137,1787,136,83,3,3,2015,1308,111,64,3,10,1487,2442,262,138,6,7,2853,563,142,59,3,3,769,1135,538,191,17,0,1885,134,11,9,5,12,163,16764,1588,1056,150,77,19630
LGA58050,1706,458,128,29048,209,19,40,162,3,433,1889,17,111,57,10,2087,1964,49,196,61,10,2285,1851,78,228,77,16,2250,2166,78,272,58,13,2588,3597,160,388,69,23,4235,4523,254,395,60,38,5268,6444,306,472,58,53,7332,8065,469,522,60,35,9141,6030,395,383,37,22,6862,5202,479,336,30,25,6075,3926,337,218,18,11,4503,6152,575,297,31,15,7065,1022,222,74,12,9,1334,1139,418,143,22,3,1729,498,35,35,20,54,642,54669,3900,4112,826,341,63848
LGA58190,7,11,0,54,0,0,0,4,0,3,4,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,12,8,0,4,0,0,9,15,5,0,0,0,18,15,6,4,0,0,22,7,3,0,0,0,16,4,0,0,0,0,9,0,0,4,0,0,12,6,7,4,0,0,15,0,5,0,0,0,7,0,3,0,0,0,8,0,0,0,0,0,0,79,28,20,15,0,146
LGA58260,8,14,0,114,0,0,0,0,0,3,4,0,0,0,0,7,3,0,0,0,0,6,6,0,0,0,0,12,3,0,0,0,0,4,12,0,4,0,0,14,13,0,3,0,0,17,21,3,9,0,0,30,25,3,0,6,0,32,27,3,0,0,0,31,26,0,4,0,0,23,17,4,0,3,0,25,37,0,0,0,0,43,0,3,0,0,0,6,0,3,3,3,0,11,0,0,0,0,0,0,191,26,25,25,0,271
LGA58330,68,26,3,426,3,0,0,12,0,16,24,0,6,0,0,32,21,0,7,5,3,39,25,4,8,3,0,40,33,10,10,3,0,60,45,8,33,3,0,93,50,9,15,4,0,78,62,0,11,4,0,74,79,12,23,5,4,129,50,12,9,4,0,76,46,11,10,4,0,74,25,3,5,4,0,39,38,15,5,4,0,64,3,8,3,5,4,14,9,4,10,0,0,20,13,3,3,0,0,20,529,101,166,56,9,871
LGA58400,5,6,0,60,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,10,11,0,4,0,0,12,12,5,0,0,0,16,14,0,3,0,0,15,11,0,0,0,0,15,6,0,0,3,0,13,7,0,0,3,0,12,5,0,0,0,0,6,8,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,17,18,17,5,128
LGA58470,3,3,0,35,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,4,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,6,11,0,0,0,0,11,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,44,9,6,3,0,67
LGA58510,505,108,44,15427,84,8,4,25,4,127,838,9,32,15,4,899,934,8,67,15,12,1038,914,36,78,18,5,1055,1095,38,88,18,8,1238,1911,64,127,15,10,2121,2139,89,127,7,12,2375,2911,126,142,13,7,3207,3845,139,181,14,13,4189,3063,127,100,5,13,3314,2761,140,85,11,5,2999,1893,125,64,3,9,2092,3221,229,116,8,11,3587,683,104,32,0,0,823,1003,200,52,3,0,1261,197,9,11,9,19,242,27499,1455,1301,181,122,30553
LGA58540,21,24,3,160,0,0,0,8,0,10,6,0,0,5,0,6,9,0,0,5,0,11,7,0,0,6,0,14,15,3,6,7,0,23,15,0,0,3,0,25,17,3,0,4,0,27,26,7,4,0,0,40,30,4,15,5,0,52,37,6,0,0,0,50,36,4,8,0,0,51,11,4,5,4,0,28,31,9,7,6,0,53,6,0,0,0,0,11,3,13,7,3,0,18,3,0,5,0,3,8,251,57,61,56,5,428
LGA58570,774,113,49,12936,55,10,13,44,0,122,530,3,31,15,4,591,674,18,55,14,3,769,673,20,89,15,6,800,800,41,113,12,4,962,1327,79,117,21,4,1557,1555,100,142,18,13,1826,2024,140,162,20,13,2357,2563,169,175,13,9,2929,2276,152,139,9,10,2591,1998,234,152,9,5,2396,1528,167,99,7,5,1806,2928,368,165,5,10,3474,615,149,54,0,0,825,660,383,111,13,7,1178,122,9,4,7,10,155,20341,2046,1620,220,97,24327
LGA58610,30,27,4,308,8,0,0,3,0,11,12,0,4,3,0,22,9,0,0,0,0,16,17,5,0,5,0,27,23,0,3,0,0,28,32,3,3,9,0,42,40,0,6,6,0,55,56,7,10,4,0,78,68,12,18,4,0,104,43,11,13,5,0,72,29,4,7,0,0,38,27,5,4,7,0,44,25,10,9,3,0,55,6,5,6,0,0,17,8,5,3,3,0,15,0,0,0,5,0,11,414,56,97,54,4,626
LGA58680,10,8,3,62,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,4,4,0,0,0,0,4,7,0,5,5,0,11,5,0,0,0,0,11,5,0,3,0,0,14,15,0,3,5,0,19,11,3,7,0,0,19,10,3,0,0,0,12,5,3,4,0,0,22,3,5,0,0,0,7,15,0,4,0,4,19,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,12,100,21,26,21,4,171
LGA58760,2210,456,134,24625,148,24,61,165,7,395,1946,32,169,58,15,2223,1757,55,287,52,11,2169,1754,96,296,63,18,2219,1970,110,304,59,9,2457,3368,179,453,77,23,4103,4045,284,512,63,25,4922,5501,357,586,51,36,6535,5837,505,669,56,38,7107,4176,449,513,30,27,5193,3508,566,425,19,10,4525,2499,437,298,16,14,3263,3390,676,358,19,12,4458,557,207,95,8,3,873,577,418,196,18,4,1211,412,43,64,14,56,594,41435,4443,5290,772,303,52245
LGA58820,44,22,8,750,9,0,0,3,3,15,28,0,0,4,0,33,24,0,10,0,0,33,34,0,8,0,0,41,69,4,8,0,0,89,89,0,8,5,0,113,106,11,13,4,3,129,125,7,8,5,0,147,159,3,15,3,0,187,155,14,11,4,3,183,158,15,6,0,0,186,204,10,4,0,0,224,631,14,9,0,0,650,141,3,0,0,0,150,98,5,9,3,6,122,24,0,0,0,4,29,2061,79,114,47,24,2327
LGA58890,19,36,0,139,0,0,4,4,0,13,4,0,3,3,0,7,7,0,5,4,0,19,0,0,4,3,0,10,0,7,0,6,0,10,13,3,6,8,0,33,13,0,0,3,0,28,19,7,6,3,0,34,31,10,15,8,0,56,20,0,5,4,0,27,9,10,7,12,0,37,5,4,7,4,0,20,14,8,3,3,0,35,0,0,0,0,0,6,0,3,4,0,0,11,0,0,4,0,0,5,137,58,77,70,9,345
LGA59030,8,7,0,47,0,0,0,4,0,4,5,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,11,5,0,0,0,0,7,8,0,3,0,0,11,8,3,0,0,0,14,8,3,0,0,0,15,23,0,0,0,0,24,20,0,9,0,0,29,64,0,0,0,0,66,32,4,0,0,0,36,20,0,0,0,0,26,0,0,0,0,0,0,204,16,20,21,7,255
LGA59100,18,22,0,112,0,0,3,3,5,7,0,0,0,0,0,0,0,4,0,0,0,8,6,0,0,0,0,11,6,0,4,0,0,15,9,0,7,0,0,18,10,3,4,7,0,23,19,8,5,3,0,39,19,10,6,8,0,40,11,0,4,7,0,25,12,7,0,0,0,21,9,4,10,0,0,18,11,7,0,0,0,22,0,0,0,0,0,3,4,4,4,0,0,14,0,0,3,4,0,4,122,47,53,41,7,269
LGA59170,36,20,10,208,0,0,4,0,0,5,7,0,0,0,0,11,9,0,0,5,0,20,9,4,0,4,3,20,14,0,4,0,5,18,22,0,10,3,0,30,30,3,9,0,0,39,43,3,11,9,0,62,52,4,15,0,0,68,35,5,9,3,0,53,31,10,8,6,0,60,17,5,18,5,0,43,11,7,17,3,0,41,4,6,8,0,0,13,0,9,3,0,3,17,4,4,0,0,0,3,285,56,110,40,13,508
LGA59250,3,8,0,292,6,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,9,8,0,0,0,0,9,13,0,3,0,0,16,11,0,0,0,0,13,22,0,0,0,0,27,61,3,0,3,0,67,77,0,0,0,0,79,121,0,0,0,0,121,205,0,3,0,0,213,491,0,3,3,0,496,173,0,0,0,3,177,151,0,3,0,0,155,14,0,3,0,0,12,1354,13,21,10,8,1403
LGA59310,29,27,0,287,0,0,3,6,0,7,7,0,0,0,0,9,18,0,4,0,0,20,17,0,6,3,0,22,24,3,0,0,0,23,42,3,16,3,3,66,41,5,8,0,0,57,52,3,5,5,0,64,60,8,15,8,0,94,48,8,9,3,0,66,29,14,11,0,0,49,35,8,3,0,0,50,49,8,4,11,0,72,9,5,4,0,0,14,3,5,0,4,0,11,5,0,0,0,4,6,429,67,93,44,4,638
LGA59320,13,8,0,74,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,6,8,0,0,4,0,16,9,0,0,0,0,8,11,0,3,0,0,17,30,3,0,3,0,33,31,0,0,0,0,31,14,8,4,0,0,25,5,5,8,0,0,16,10,7,8,5,0,27,8,0,0,0,0,6,7,3,3,0,0,18,0,0,4,4,0,9,0,0,0,0,0,4,0,0,0,0,0,4,135,28,41,20,5,223
LGA59330,3,15,0,100,0,0,0,3,0,10,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,10,4,0,0,0,0,8,13,4,0,0,3,27,18,0,0,0,0,18,15,10,0,0,0,21,17,4,0,0,0,28,16,0,3,3,0,28,9,0,3,0,0,13,6,4,0,0,0,7,13,10,0,6,0,30,0,0,0,3,0,4,0,3,0,0,0,8,0,0,0,0,0,0,130,33,22,28,0,213
LGA59340,58,26,8,1733,18,4,3,3,0,31,43,0,5,4,0,51,35,5,8,3,0,49,57,4,4,0,0,61,71,0,4,3,3,80,163,5,13,4,0,184,166,3,7,0,0,186,313,13,13,0,3,341,462,24,24,4,3,515,437,20,9,5,0,474,353,26,8,5,0,400,292,15,8,0,0,317,462,28,14,0,3,511,77,19,0,7,0,97,97,25,13,0,0,139,73,0,0,0,7,88,3119,191,141,48,27,3522
LGA59350,3,0,0,99,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,3,3,3,0,0,8,3,0,0,0,0,6,5,0,0,3,0,7,16,0,0,0,0,19,24,0,0,0,0,26,29,0,0,0,0,28,53,3,0,0,0,58,70,0,0,0,0,75,240,0,0,0,0,247,87,0,0,0,0,87,81,0,0,0,0,82,4,0,0,0,0,4,627,10,8,6,0,654
LGA59360,15,11,0,309,4,0,0,8,0,22,8,0,0,0,0,8,13,0,4,0,0,11,10,0,3,0,0,13,8,0,3,0,0,12,20,4,9,7,0,34,27,5,4,4,0,38,36,6,9,0,0,50,54,9,7,0,4,74,90,0,7,0,0,99,109,10,0,0,0,134,106,8,3,6,0,122,369,0,11,0,0,383,120,0,7,0,0,124,111,7,0,0,0,118,11,0,0,0,0,14,1099,55,70,31,16,1273
LGA59370,53,44,4,537,3,0,0,10,0,14,32,0,3,3,0,40,27,0,6,11,0,44,23,7,18,3,0,50,31,4,8,4,0,52,75,9,16,6,0,101,64,11,13,7,5,101,100,14,21,14,0,151,100,7,11,0,10,129,58,14,5,0,4,87,68,17,12,0,0,102,31,6,4,0,0,45,68,10,8,0,0,90,6,4,0,0,0,15,6,10,0,0,0,19,5,3,6,3,0,23,707,116,142,82,12,1064
LGA59499,4638,479,197,17965,223,43,113,197,8,579,967,31,440,61,14,1514,1180,67,829,63,40,2176,1370,128,941,79,43,2562,1747,150,1139,84,59,3175,2620,208,1627,88,66,4604,2847,334,1737,80,88,5089,3344,462,2054,93,109,6056,4090,691,2356,57,71,7263,3359,635,1870,43,51,5954,3164,744,1513,49,42,5518,2533,492,988,33,36,4081,5207,735,1060,47,38,7083,1420,226,213,14,0,1875,1527,343,323,33,17,2245,467,60,149,26,82,776,36070,5347,17340,1043,767,60566
LGA59799,8,0,4,144,9,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,12,11,0,0,0,0,11,7,0,0,0,4,10,10,0,3,0,0,14,14,0,0,0,0,18,49,0,0,0,6,54,30,3,0,0,0,33,63,4,4,0,0,65,80,0,3,0,0,89,313,3,0,0,0,321,196,0,0,0,0,198,518,7,0,0,0,525,16,0,0,0,0,18,1334,16,17,4,11,1386
