POW_LGA_CODE_2021,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000_3499_A_15_19,Tot_3000_3499_A_20_24,Tot_3000_3499_A_25_34,Tot_3000_3499_A_35_44,Tot_3000_3499_A_45_54,Tot_3000_3499_A_55_64,Tot_3000_3499_A_65_74,Tot_3000_3499_A_75ov,Tot_3000_3499_Tot,Tot_3500mo_A_15_19,Tot_3500mo_A_20_24,Tot_3500mo_A_25_34,Tot_3500mo_A_35_44,Tot_3500mo_A_45_54,Tot_3500mo_A_55_64,Tot_3500mo_A_65_74,Tot_3500mo_A_75ov,Tot_3500mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
LGA55530,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,7,0,0,0,6,0,0,0,0,13,0,6,4,4,7,4,0,0,20,0,9,4,5,0,0,0,0,19,0,0,7,5,12,3,3,0,31,0,5,3,3,4,7,5,0,28,0,0,4,4,9,5,5,0,27,0,5,0,4,3,7,0,0,22,0,0,0,5,10,9,3,0,26,0,0,3,0,0,6,0,0,10,0,0,0,4,0,4,5,0,8,0,0,0,0,0,0,0,0,6,3,19,34,45,54,49,17,0,227
LGA55600,6,4,0,26,0,0,5,7,11,13,0,0,41,5,0,4,0,7,5,3,0,30,5,3,4,15,22,11,11,0,74,7,9,10,17,19,24,16,7,102,5,21,17,22,25,23,9,5,124,0,16,28,20,41,34,15,4,158,0,10,15,24,22,32,9,3,121,0,7,23,19,17,26,15,4,111,0,0,11,22,26,18,6,0,84,0,0,13,24,28,29,14,0,106,0,0,0,3,0,11,3,0,23,0,0,0,15,3,3,4,0,34,0,0,0,0,3,4,0,4,12,49,69,144,190,244,250,111,31,1083
LGA55670,0,0,0,14,0,0,0,0,0,5,0,0,7,0,0,6,0,6,4,4,0,14,0,0,8,7,4,3,6,0,32,0,0,6,6,0,3,4,5,21,0,0,5,6,10,7,4,0,34,0,4,10,3,14,17,0,0,46,0,8,7,3,7,10,3,0,31,0,0,0,5,11,5,0,0,28,0,4,4,5,7,9,0,0,25,0,5,4,6,17,4,0,0,41,0,0,0,5,6,0,0,0,9,0,0,6,4,0,0,3,0,19,0,0,0,0,0,0,0,0,3,12,21,53,54,83,76,30,9,333
LGA55740,10,0,0,116,17,26,15,31,18,11,12,0,140,10,32,29,16,17,21,13,5,137,9,40,41,22,32,28,12,0,184,5,42,53,46,49,43,14,3,258,0,40,83,60,55,51,29,0,319,6,30,94,89,66,63,27,0,375,0,19,51,55,56,29,15,3,235,0,4,56,48,62,50,12,4,228,0,3,47,37,51,23,3,0,167,0,0,41,71,92,58,14,0,283,0,0,4,11,19,17,3,0,55,0,0,3,24,55,29,15,4,132,0,3,5,3,3,3,3,0,17,173,287,539,518,588,444,175,31,2755
LGA55810,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,3,10,0,0,0,13,0,4,0,0,0,5,3,0,12,0,3,0,3,3,4,0,0,18,0,0,0,0,0,11,3,0,21,0,0,11,7,9,9,4,0,36,0,0,8,6,6,9,4,0,36,0,3,14,9,6,9,4,0,48,0,3,27,20,20,16,3,0,91,4,20,76,43,44,39,9,0,226,0,4,13,25,13,18,0,0,70,0,0,11,19,18,15,0,0,67,0,0,0,3,0,3,0,0,14,7,48,161,144,137,131,31,0,661
LGA55880,0,3,0,11,0,0,0,7,0,0,3,0,13,0,0,0,4,0,0,0,0,3,0,0,4,5,0,7,0,0,22,0,0,5,0,3,3,0,0,14,0,0,0,0,4,9,3,3,21,0,4,7,6,8,13,3,0,36,0,0,4,3,9,4,0,0,24,0,0,8,5,7,3,5,0,24,0,0,0,5,8,0,0,0,16,0,0,5,0,17,12,0,0,31,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,41,63,59,24,8,237
LGA55950,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,3,3,0,5,0,0,16,4,0,4,0,5,3,4,0,20,0,0,0,3,0,10,7,0,23,0,0,10,6,9,4,3,0,34,0,0,6,0,6,7,0,3,27,0,0,4,5,3,7,0,0,22,0,0,0,10,4,0,3,0,25,0,0,8,6,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,3,13,11,39,45,40,48,31,13,242
LGA56090,48,20,5,404,57,56,42,52,57,77,29,4,364,61,75,51,61,83,72,40,10,448,60,93,97,117,126,134,59,13,700,47,100,128,126,155,124,70,12,761,30,111,193,176,222,201,66,10,1007,11,87,233,243,280,243,73,5,1176,3,51,197,194,218,214,54,6,926,0,34,189,194,226,220,51,18,926,0,15,135,162,186,162,35,0,700,0,6,129,237,266,209,60,12,920,0,0,21,41,51,42,7,0,166,0,0,19,43,73,60,19,0,213,11,12,18,22,23,25,6,3,119,748,713,1498,1757,2042,1858,607,96,9324
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,8,0,0,5,5,0,0,3,0,15,0,0,0,0,5,0,0,0,5,0,0,3,3,3,7,0,0,14,0,0,3,0,0,4,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,11,17,11,8,0,65
LGA56230,23,11,0,202,35,32,21,29,32,41,17,0,210,28,35,40,42,32,42,21,4,245,44,59,56,71,63,79,54,7,428,47,61,72,72,82,65,29,4,430,20,62,86,87,98,86,27,10,482,9,66,111,127,113,97,24,12,548,0,43,98,91,96,85,21,4,436,0,21,110,109,115,114,14,3,501,0,20,99,97,145,113,16,0,483,0,25,256,341,421,309,51,0,1404,0,0,49,97,76,61,3,0,294,0,5,14,61,90,63,6,0,242,5,5,5,11,13,21,5,3,65,454,467,1055,1278,1418,1218,323,54,6257
LGA56300,7,4,0,22,0,0,0,0,11,11,3,0,34,0,0,0,0,3,10,11,0,26,0,0,11,8,10,13,10,3,51,4,0,7,8,14,21,9,6,61,6,0,3,9,11,14,10,5,56,0,0,3,13,20,25,5,3,73,0,0,8,13,10,15,8,0,45,0,0,6,8,7,4,6,0,35,0,0,0,4,9,3,9,0,26,0,0,0,5,8,5,7,0,28,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,9,0,16,0,0,4,3,0,0,0,0,9,20,6,44,87,112,132,82,15,500
LGA56370,3,0,0,3,0,0,3,0,0,0,3,0,14,0,0,3,0,0,0,4,0,13,5,0,6,10,5,0,3,0,27,0,0,8,4,3,7,3,0,33,0,4,8,8,13,14,5,0,52,0,9,12,13,12,22,4,5,65,0,6,13,5,5,7,3,0,40,0,5,6,10,12,9,4,0,45,0,0,8,3,6,4,0,0,20,0,0,9,7,15,8,3,0,42,0,0,0,4,3,4,0,0,11,0,0,5,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,15,18,87,64,77,89,32,14,399
LGA56460,4,0,3,52,5,0,9,9,10,10,10,3,50,10,12,17,15,21,28,9,6,110,12,19,33,31,31,39,21,0,191,22,33,44,40,39,52,17,0,243,15,39,52,53,52,57,23,0,300,4,27,62,72,71,72,34,0,348,3,15,43,47,38,47,19,0,216,0,14,52,38,46,51,12,0,214,0,7,28,40,48,31,9,0,154,0,0,38,43,63,79,16,0,246,0,0,3,3,19,7,7,0,42,0,0,5,6,20,8,15,0,54,0,0,0,6,7,11,3,0,28,121,185,390,410,488,513,183,27,2322
LGA56580,33,18,0,372,53,106,48,43,49,37,21,3,372,39,117,92,59,50,53,33,9,457,30,147,157,142,113,108,62,13,770,13,140,215,156,141,155,61,13,898,19,138,292,214,227,174,70,18,1155,5,126,452,336,339,295,77,15,1641,0,119,467,367,324,243,64,11,1600,0,47,391,339,270,255,81,4,1387,0,20,312,283,284,181,53,7,1132,0,8,366,533,512,369,105,11,1906,0,0,45,101,119,84,30,9,378,8,0,45,150,323,250,112,20,895,0,11,21,16,22,19,9,0,103,504,1166,2980,2800,2799,2287,814,134,13482
LGA56620,4,0,0,9,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,5,0,4,0,0,9,0,3,4,3,4,9,0,0,20,0,4,0,0,4,4,3,0,12,0,0,10,3,5,9,0,0,35,0,0,0,9,5,11,3,0,32,0,0,4,7,6,3,0,0,24,0,6,7,10,12,18,3,0,56,0,0,3,5,4,4,0,0,9,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,12,39,37,46,72,21,0,233
LGA56730,18,15,0,146,23,17,13,15,25,24,18,3,141,36,16,27,36,29,46,25,8,217,43,33,46,45,56,65,43,8,327,25,58,52,56,88,65,28,9,379,19,83,110,100,120,117,33,0,572,10,67,151,158,145,173,40,6,744,4,42,113,110,115,122,30,0,537,0,24,105,81,110,106,26,0,445,0,7,54,82,88,85,32,0,356,0,5,75,127,172,137,39,3,570,0,0,0,22,29,20,4,0,83,0,3,7,22,33,18,7,0,93,5,10,9,4,14,12,5,0,57,299,381,783,891,1072,1028,343,36,4828
LGA56790,16,8,0,51,5,0,4,5,15,16,3,8,72,8,0,8,11,13,12,9,3,68,4,12,10,13,22,19,13,3,100,3,8,13,13,23,25,17,6,118,4,9,13,23,26,36,14,0,129,0,7,19,26,29,45,14,0,151,0,5,15,10,26,27,16,0,102,0,3,14,24,18,25,3,0,86,0,0,6,12,13,10,8,0,56,0,0,3,21,25,28,4,0,76,0,0,0,3,3,9,0,0,24,0,0,0,10,4,10,5,0,30,0,0,0,0,3,7,0,0,18,46,56,128,188,239,304,122,32,1126
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,4,0,0,0,0,12,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,8,10,22,9,0,65
LGA56930,0,0,0,60,6,17,4,3,3,0,0,0,43,10,13,11,8,3,9,0,0,45,0,12,14,7,9,6,5,0,67,0,12,11,4,11,11,0,0,58,6,10,22,17,13,11,7,0,81,0,8,32,13,21,20,9,0,102,0,0,35,18,27,21,4,0,103,0,4,26,26,15,13,10,0,87,0,3,17,14,26,12,5,0,71,0,3,14,37,45,30,3,5,140,0,0,0,9,8,10,3,0,26,0,0,5,16,30,26,9,4,83,0,0,5,0,0,0,0,0,8,82,119,208,168,212,180,64,10,1045
LGA57000,4,0,0,6,0,0,3,0,0,5,0,0,8,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,4,15,0,0,0,3,0,6,3,0,22,0,0,8,0,8,6,8,0,33,0,6,14,3,10,4,3,0,45,0,9,10,13,8,7,8,0,48,0,10,23,11,14,17,0,0,83,0,7,14,11,15,23,3,3,66,4,8,83,68,70,66,6,0,307,0,0,20,37,24,12,0,0,101,0,5,8,26,19,9,3,0,69,0,0,0,0,0,3,0,0,9,15,45,187,181,176,166,38,12,826
LGA57080,136,64,13,2081,315,796,534,301,200,196,88,22,2447,259,832,736,470,274,239,123,32,2969,213,1147,1418,957,577,523,247,37,5125,182,1216,1921,1439,866,719,303,35,6692,157,1589,3095,2184,1424,1153,387,44,10036,73,2264,5294,3714,2477,1984,540,38,16392,44,1725,6099,4182,2875,2107,543,36,17624,25,901,6122,4793,3362,2280,503,42,18036,7,350,4555,4416,3217,2049,437,20,15047,11,406,8463,12048,8764,4870,852,45,35465,0,44,1895,3992,3123,1578,289,15,10941,11,43,1905,8446,8823,4394,868,77,24562,35,126,285,286,264,158,43,18,1211,2458,12518,42836,47657,36482,22504,5345,477,170275
LGA57140,0,0,0,8,0,0,0,0,3,0,5,0,11,0,0,0,0,6,3,0,0,18,0,3,4,11,5,6,3,4,41,0,3,0,0,4,14,4,3,42,0,0,3,4,12,11,6,0,39,0,4,12,9,9,13,5,0,39,0,0,5,4,5,10,0,0,26,0,6,3,4,13,8,4,0,32,0,0,0,3,5,4,0,0,18,0,0,8,3,7,8,0,0,29,0,0,0,6,0,4,0,0,9,0,0,0,0,0,0,3,5,13,0,0,0,4,0,0,4,0,6,16,15,41,51,72,101,35,15,347
LGA57210,13,7,5,58,3,9,15,6,14,23,12,0,89,12,9,15,25,21,20,12,0,113,24,8,21,28,30,33,22,9,164,11,20,24,40,42,44,15,6,208,16,38,43,53,52,56,37,10,306,10,23,76,60,91,72,25,0,358,3,15,33,45,57,40,25,8,212,0,9,25,21,52,32,14,0,157,0,0,14,28,37,32,13,5,132,0,0,6,29,43,49,11,0,143,0,3,9,6,11,3,0,0,30,0,0,10,7,14,21,8,0,64,0,0,0,4,7,6,4,6,20,129,143,307,370,489,451,208,53,2143
LGA57280,11,0,0,134,22,9,20,33,16,16,5,0,123,30,11,33,36,20,15,3,0,140,34,21,54,68,41,22,12,0,246,42,44,82,80,55,32,9,0,345,30,53,121,95,62,62,16,0,436,34,83,205,172,121,105,28,0,748,18,102,241,184,148,116,31,0,839,14,88,316,217,192,143,19,0,994,0,64,309,220,195,158,33,0,983,4,95,704,803,570,398,74,3,2650,0,18,316,337,243,165,29,0,1104,4,12,258,456,362,243,39,0,1373,11,14,25,28,32,15,0,0,130,407,613,2739,2763,2074,1501,289,11,10399
LGA57350,0,0,0,5,0,0,0,0,0,3,3,0,16,0,0,5,0,3,0,4,0,13,4,0,5,8,0,5,0,0,17,0,4,7,9,5,10,0,0,29,0,0,6,8,6,3,0,0,33,0,0,11,4,5,5,0,3,36,0,0,12,10,6,8,4,4,30,0,0,9,7,0,7,4,0,33,0,0,8,0,6,0,0,0,20,0,0,0,10,4,9,0,4,21,0,0,0,0,3,5,3,0,7,0,0,0,0,3,9,0,0,14,0,0,0,0,0,3,0,0,8,14,10,55,48,55,73,30,13,302
LGA57420,5,4,0,24,0,0,8,7,5,11,6,5,32,3,0,8,4,10,11,5,0,40,10,6,15,14,8,5,4,0,60,0,9,11,5,9,13,4,6,58,0,11,18,12,10,18,14,0,82,3,6,29,24,28,32,13,0,138,5,13,31,21,21,29,3,3,125,5,18,38,25,42,28,0,0,155,3,16,51,25,40,30,3,4,173,3,23,124,113,106,81,15,0,466,0,5,35,23,44,15,5,0,132,0,0,16,31,31,17,0,0,98,0,0,3,4,5,16,0,0,35,40,111,394,324,360,327,66,18,1650
LGA57490,116,45,7,1628,313,280,214,245,193,169,69,12,1502,244,310,286,286,264,280,76,6,1753,236,475,521,513,513,394,114,16,2788,149,518,688,647,624,483,134,14,3253,81,489,942,799,753,582,144,12,3807,51,424,1025,919,934,699,132,15,4204,26,401,905,712,651,453,85,4,3238,10,233,923,663,633,469,79,4,3018,10,75,618,619,514,379,61,4,2276,4,83,771,1092,985,635,93,0,3670,0,10,115,192,171,125,22,0,645,0,14,81,219,264,178,30,0,790,26,43,71,46,72,58,16,3,333,3221,3650,7489,7289,6815,5109,1122,118,34820
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,6,0,0,0,0,0,4,0,0,3,0,0,5,0,4,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,4,0,0,4,4,5,9,3,9,21,5,3,63
LGA57700,23,10,0,296,49,50,50,57,41,39,15,5,301,36,43,52,53,63,52,29,3,333,52,84,104,105,76,71,31,6,526,39,111,140,131,112,105,27,5,665,32,103,173,131,130,121,30,4,737,10,88,202,152,174,132,47,9,821,4,34,163,139,112,84,23,0,568,3,16,157,136,109,114,19,0,546,0,7,110,89,77,70,22,0,374,0,10,87,153,124,101,12,0,492,0,4,16,26,24,17,7,0,95,0,5,24,27,34,24,4,0,129,4,8,18,15,12,15,3,0,79,616,613,1376,1288,1160,991,293,55,6392
LGA57770,0,0,0,14,0,0,3,0,3,7,0,0,12,0,5,0,4,5,4,0,0,19,0,5,5,6,5,6,4,0,36,0,12,16,0,8,14,0,0,51,5,6,26,12,10,8,3,0,70,0,8,35,13,9,10,4,0,72,0,0,9,9,11,6,5,0,41,0,0,7,8,13,8,0,0,35,0,0,3,0,6,5,0,0,26,0,0,6,24,12,18,0,0,62,0,0,0,0,0,5,3,0,6,0,0,0,3,5,0,0,0,18,0,5,3,0,0,3,5,0,16,18,36,121,83,103,109,26,9,495
LGA57840,38,29,5,566,82,132,85,64,56,59,30,9,519,60,137,115,91,71,61,36,12,590,40,182,195,161,122,132,77,15,925,26,214,280,225,189,181,65,10,1194,21,178,393,343,280,212,91,12,1524,4,152,464,345,334,243,110,9,1656,0,75,355,278,269,237,74,3,1305,0,37,289,310,303,234,71,6,1250,0,12,260,270,234,167,46,7,989,4,16,289,501,485,356,109,17,1767,0,5,40,104,138,107,38,6,438,0,3,51,164,248,181,70,9,716,9,18,12,15,13,16,3,0,89,771,1381,2923,2989,2807,2249,865,122,14107
LGA57910,226,113,27,2954,472,689,468,464,321,323,169,33,2944,363,815,653,554,501,481,234,35,3628,402,1033,1094,960,835,811,376,70,5588,227,1116,1598,1279,1118,999,431,65,6839,150,1333,2454,1814,1751,1330,479,61,9389,61,1039,3168,2422,2166,1820,529,42,11239,28,558,2607,2170,1859,1390,358,21,8992,15,260,2053,2027,1763,1290,302,32,7747,3,91,1302,1571,1368,904,219,24,5488,8,77,1536,2781,2711,1752,393,41,9293,6,13,208,611,602,381,91,13,1920,0,5,253,877,1103,666,228,48,3189,37,95,164,145,158,105,34,9,741,4777,8089,18050,18218,16709,12619,4040,535,83038
LGA57980,32,20,6,527,73,156,95,70,52,63,23,4,532,59,148,124,84,83,67,34,11,611,38,218,209,173,159,116,62,17,994,29,220,324,236,179,125,52,7,1171,17,253,448,341,267,184,86,9,1593,12,300,759,464,382,342,99,17,2372,0,155,789,456,364,285,78,10,2137,3,61,652,523,396,294,60,16,2015,0,42,441,404,325,218,56,3,1487,0,18,637,867,743,450,117,12,2853,0,0,113,274,208,116,46,3,769,0,5,129,513,666,428,124,18,1885,7,12,35,38,35,17,11,4,163,750,1793,4840,4521,3944,2771,861,142,19630
LGA58050,185,80,19,2285,444,454,358,348,271,243,109,29,2250,364,507,497,399,336,322,140,31,2588,430,731,807,705,662,605,242,48,4235,258,911,1142,1036,866,747,274,33,5268,197,991,1839,1491,1454,1042,299,24,7332,127,848,2407,1978,1884,1503,352,40,9141,27,456,1867,1650,1488,1090,249,24,6862,14,269,1574,1488,1426,1049,238,20,6075,9,114,1077,1185,1165,817,141,6,4503,3,92,1322,1990,1989,1413,230,21,7065,0,14,228,356,411,250,55,11,1334,6,9,174,500,574,339,105,26,1729,41,89,128,126,133,96,25,6,642,4521,6048,13836,13651,12993,9835,2610,353,63848
LGA58190,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,5,0,0,0,12,0,0,0,3,0,3,0,0,9,0,0,8,0,3,3,6,0,18,0,0,6,3,10,3,0,0,22,0,0,8,0,0,3,3,0,16,0,0,3,0,5,0,0,0,9,0,0,5,0,10,0,0,0,12,0,0,3,4,3,3,0,4,15,0,0,0,0,0,5,0,0,7,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,8,6,26,23,32,33,17,4,146
LGA58260,0,0,0,6,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,4,0,4,0,0,0,6,0,3,3,0,14,0,3,3,0,0,0,0,0,17,4,3,4,3,9,7,0,0,30,0,0,0,3,8,9,4,0,32,0,0,7,10,9,0,0,0,31,0,3,4,9,0,7,0,0,23,0,0,0,12,4,3,5,0,25,0,0,3,12,9,14,0,0,43,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,14,34,64,58,67,19,11,271
LGA58330,6,9,0,39,9,0,4,4,10,11,7,0,40,4,5,3,5,9,21,12,0,60,6,9,10,8,25,18,21,4,93,4,0,4,18,18,18,10,0,78,0,10,8,14,15,12,15,6,74,0,5,25,19,22,35,15,0,129,0,3,16,12,17,22,5,4,76,0,6,16,3,27,18,3,0,74,0,0,6,7,7,12,10,0,39,0,0,12,13,15,18,3,0,64,0,0,3,0,5,0,0,0,14,0,0,0,0,6,11,5,0,20,0,5,0,0,0,0,6,4,20,49,50,121,114,164,220,119,26,871
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,10,0,0,7,0,0,0,0,3,12,0,3,0,0,0,9,4,0,16,0,0,5,0,5,5,8,0,15,0,0,3,0,4,5,7,0,15,0,0,0,0,8,5,0,0,13,0,0,4,0,4,3,0,0,12,0,0,0,0,0,0,0,0,6,0,0,3,0,3,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,8,20,9,29,32,20,3,128
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,5,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,11,0,0,3,0,0,0,0,0,10,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,12,14,22,7,0,67
LGA58510,60,34,11,1038,145,299,190,161,100,102,52,4,1055,134,310,268,176,136,143,62,14,1238,127,485,516,380,262,248,97,13,2121,95,445,640,462,336,268,114,6,2375,51,475,946,675,525,410,109,15,3207,19,362,1278,1074,748,538,160,17,4189,0,197,1087,864,588,463,95,13,3314,11,107,824,829,665,456,104,7,2999,0,42,455,667,516,329,72,6,2092,0,37,581,1217,994,630,117,4,3587,0,8,93,272,256,154,33,5,823,0,10,105,322,427,319,68,10,1261,16,46,47,53,41,30,15,6,242,1453,3350,7257,7315,5700,4193,1160,131,30553
LGA58540,0,0,0,11,4,0,0,5,0,0,0,4,14,4,0,4,0,3,8,3,3,23,0,0,5,0,0,13,3,0,25,5,0,3,4,3,7,0,0,27,0,4,7,0,3,15,3,0,40,0,3,6,3,14,17,0,0,52,0,3,8,4,15,14,3,0,50,0,3,8,7,12,14,4,0,51,0,0,4,0,0,11,0,4,28,0,0,6,8,17,13,3,3,53,0,0,0,0,0,4,0,0,11,0,0,0,6,5,3,0,0,18,0,0,3,0,0,0,0,0,8,20,19,63,55,81,122,47,20,428
LGA58570,50,25,4,769,121,191,164,124,94,76,35,3,800,93,235,246,138,89,114,34,12,962,83,357,409,246,178,178,86,14,1557,60,324,502,349,259,220,94,12,1826,35,370,706,487,358,300,92,13,2357,27,347,940,688,464,355,99,22,2929,8,152,866,610,485,351,110,9,2591,3,78,723,669,461,370,77,10,2396,0,25,438,547,424,286,75,5,1806,0,20,591,1160,922,613,153,16,3474,0,0,62,240,294,173,50,3,825,3,0,84,338,405,265,72,7,1178,13,12,51,27,28,15,8,8,155,1084,2386,5957,5764,4598,3379,1028,133,24327
LGA58610,0,0,0,16,5,0,5,5,4,4,5,0,27,3,0,6,0,3,5,0,0,28,0,5,6,3,14,7,9,3,42,0,9,6,8,17,6,5,0,55,5,6,16,11,20,18,8,0,78,3,0,23,23,19,19,4,3,104,0,8,18,14,5,20,11,0,72,0,0,10,7,8,12,0,0,38,0,0,0,8,16,12,6,0,44,0,0,0,14,17,11,6,0,55,0,0,0,4,0,8,0,0,17,0,0,0,0,12,4,3,0,15,0,0,0,3,0,0,5,0,11,32,25,103,119,133,134,66,11,626
LGA58680,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,0,3,11,0,4,0,0,0,5,0,0,11,0,4,0,3,0,4,0,0,14,0,0,0,0,7,3,0,0,19,0,0,7,0,5,6,0,0,19,0,0,0,0,4,9,3,0,12,0,0,0,8,0,8,3,0,22,0,0,0,0,0,5,0,6,7,0,0,6,0,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,12,6,10,21,23,39,48,23,9,171
