POW_LGA_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
LGA56790,0,0,6,182,65,253,0,0,0,0,0,0,23,4,29,0,0,4,205,82,285,5,0,5,0,0,0,0,0,0,11,0,10,27,4,29,0,0,0,42,7,51,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,22,5,0,5,58,3,60,84,7,88,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,5,4,0,0,0,7,5,9,11,26,35,10,30,36,0,0,0,22,60,90,0,0,0,36,61,99,37,50,83,75,114,190,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,30,8,36,0,0,0,0,0,0,0,0,0,0,0,0,30,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,3,0,0,11,0,9,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,3,3,12,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,43,0,0,0,15,0,15,47,12,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,38,25,64,5,20,19,0,0,0,41,41,85,0,0,0,0,3,3,33,42,77,36,48,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,78,27,105,0,0,0,0,0,0,0,0,0,7,0,7,82,27,108,12,0,18,0,0,0,0,0,0,343,40,381,0,0,3,127,19,150,488,67,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,22,15,0,15,30,9,41,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,13,16,3,14,25,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0
LGA57080,5,5,7,71,54,129,10,3,15,23,21,44,5,0,6,7,8,19,123,94,226,458,232,684,219,151,364,4068,1996,6062,7741,3618,11358,258,131,386,1195,534,1732,13930,6660,20584,57,20,70,75,119,197,167,66,233,18,30,42,0,0,0,6,0,3,168,79,246,8,6,12,111,60,176,0,0,0,54,30,89,67,27,88,25,7,34,108,33,140,199,67,267,192,164,357,1260,698,1959,71,36,104,694,514,1207,230,172,401,13,18,33,19,11,35,1030,745,1775,291,94,384,1080,374,1449,1817,750,2561,1045,384,1431,4226,1600,5834,25,11,37,395,197,592,347,126,470,0,0,5,26,28,51,47,101,144,6,0,12,853,461,1314,82,96,180,26,19,44,410,247,650,283,289,576,1069,2010,3076,4,7,12,1872,2663,4537,9,9,22,917,1211,2133,2881,3159,6045,3816,4380,8193,92,28,116,219,50,265,565,166,735,210,64,268,99,50,150,162,81
LGA57140,0,0,0,90,35,124,0,0,0,0,0,0,0,0,0,9,5,12,96,44,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,8,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,0,0,0,0,0,3,0,0,0,8,9,13,0,9,9,0,0,0,6,17,23,0,0,0,0,0,0,3,10,14,3,14,16,5,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0
LGA57210,3,7,13,405,169,571,0,0,0,4,0,4,0,0,0,22,0,24,436,177,615,0,0,0,0,0,0,0,0,0,3,0,9,4,0,4,0,0,0,7,0,10,0,0,3,259,79,339,47,25,76,4,4,8,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,323,117,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,22,0,19,10,3,14,40,11,53,69,15,83,0,0,0,16,4,18,0,0,0,0,0,0,6,0,6,0,0,0,5,9,10,21,10,33,3,0,4,0,0,3,0,5,5,28,54,83,10,13,24,0,0,0,39,79,123,0,0,0,9,22,31,8,32,42,20,54,74,4,0,10,61,19,78,0,0,0,0,0,0,0,0,3,0,0
LGA57280,0,0,0,16,10,26,3,0,3,0,0,0,0,0,0,10,0,11,23,16,42,86,23,108,49,10,60,9,0,12,2354,566,2918,82,15,98,65,12,79,2638,642,3277,14,4,15,7,9,10,0,0,0,0,4,4,0,0,0,0,0,0,0,4,9,0,0,0,15,8,20,15,3,14,16,0,26,30,3,32,157,21,179,9,0,16,20,3,21,5,0,6,284,62,347,6,0,6,23,11,39,3,0,3,24,0,22,82,26,107,137,36,171,39,5,51,67,5,76,273,38,303,336,65,399,712,112,831,5,0,8,52,22,76,108,29,142,54,7,66,0,0,0,0,0,0,0,0,0,220,66,282,4,10,15,31,7,37,12,22,29,60,127,186,63,142,206,0,0,0,166,314,474,0,0,0,38,65,100,148,194,344,184,253,442,51,6,59,594,85,679,23,5,28,40,8,42,16,9,24,9,0
LGA57350,0,0,0,91,34,124,0,0,0,0,0,0,0,0,0,12,4,17,102,39,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,10,14,4,0,3,0,0,0,7,13,16,0,0,0,3,0,3,0,0,3,0,4,9,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,147,63,212,0,0,0,0,0,0,0,0,0,6,3,12,162,65,226,57,6,62,0,0,0,0,0,0,373,60,433,78,16,93,103,24,127,612,107,724,3,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,3,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,5,52,5,56,13,4,14,32,3,37,52,9,60,152,13,168,0,0,0,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,3,9,13,4,16,23,0,9,11,0,0,0,13,38,48,0,0,0,9,12,26,17,30,48,29,43,69,3,0,7,14,5,23,0,0,0,0,0,0,0,0,0,0,0
LGA57490,0,0,0,105,99,203,0,0,0,0,0,0,10,3,15,7,3,11,115,112,226,42,18,58,16,8,21,6,0,9,165,50,217,9,6,11,35,8,37,273,85,360,85,36,117,123,157,284,16,9,28,7,30,37,46,8,56,0,4,0,12,7,17,12,0,9,29,17,46,24,10,34,23,0,25,270,55,326,87,19,111,162,34,203,48,17,71,65,18,81,1010,440,1449,6,0,6,5,0,5,3,0,3,5,6,3,47,23,72,61,28,86,108,18,131,446,112,555,195,51,247,1273,273,1548,2024,454,2481,7,9,10,144,41,181,36,16,51,65,11,78,11,10,20,13,22,36,0,3,3,278,111,386,23,41,65,238,93,333,77,109,187,632,1197,1828,658,1792,2454,7,8,16,1624,3254,4878,0,4,5,30,66,97,1180,1687,2872,1215,1762,2975,15,11,25,422,112,540,22,0,23,8,4,12,5,0,7,5,5
LGA57630,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,3,0,3,21,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,3,7,4,233,198,433,0,0,0,5,0,8,0,0,0,24,10,38,265,216,481,16,4,24,0,0,0,0,0,0,29,13,37,15,3,20,9,3,9,69,22,96,26,5,34,45,47,93,20,14,28,5,8,11,22,0,23,0,0,0,0,5,4,0,0,0,6,0,3,0,0,3,42,0,46,9,0,10,10,0,10,11,0,11,8,5,8,4,4,7,194,93,284,0,0,0,4,0,9,0,0,0,5,0,5,7,4,8,17,4,23,28,3,38,126,23,142,51,14,66,533,101,635,745,138,885,4,0,4,28,31,58,12,7,19,0,0,0,3,3,6,3,7,12,0,0,0,52,49,97,4,18,20,5,4,8,14,18,31,114,225,342,42,106,142,0,0,4,175,369,546,0,0,0,5,9,22,239,330,561,242,341,582,11,6,16,112,40,151,0,0,0,0,0,0,0,0,0,0,0
LGA57770,0,0,4,6,0,3,0,0,0,0,0,0,8,0,8,0,0,3,11,5,15,7,0,5,0,0,0,0,0,0,0,0,0,39,15,53,7,0,3,45,15,67,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,5,5,0,5,7,0,11,10,4,10,10,0,10,36,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,4,0,0,0,5,10,8,5,16,20,7,3,6,0,0,0,15,29,45,0,0,0,39,58,98,9,17,26,49,81,127,0,0,0,4,0,4,0,0,0,0,0,0,5,0,3,3,6
LGA57840,0,0,0,34,23,55,0,0,0,6,6,6,5,6,10,6,10,16,48,40,85,17,9,28,0,0,3,12,7,19,238,116,355,5,0,5,55,30,81,330,159,483,6,4,8,12,14,22,3,12,8,0,4,3,0,0,0,0,0,0,7,0,7,0,0,0,0,4,3,0,0,0,0,0,0,3,5,4,0,0,0,6,0,6,12,18,27,11,4,11,52,59,113,0,0,0,3,0,5,3,0,3,0,0,0,11,7,19,17,7,33,21,4,25,240,60,295,19,0,22,296,52,344,571,115,683,0,3,5,4,9,17,9,3,16,0,0,3,13,12,27,0,12,14,0,3,0,31,42,76,13,13,24,9,3,10,17,12,30,234,253,491,68,189,262,3,0,4,343,483,823,0,5,4,90,132,224,573,681,1255,667,814,1487,15,9,14,46,16,53,0,0,0,0,0,0,3,0,3,0,0
LGA57910,3,0,8,228,121,349,0,0,0,9,0,12,10,0,9,17,0,24,272,128,401,125,41,169,14,6,13,38,12,53,252,93,337,23,6,36,203,83,287,656,242,898,229,98,326,917,689,1604,16,0,11,51,145,197,32,11,40,29,25,58,134,100,235,0,4,9,86,80,159,51,17,69,69,18,87,72,15,88,92,23,118,75,24,102,364,123,478,189,61,250,2406,1435,3840,16,4,18,210,21,233,16,12,24,308,288,597,59,20,79,612,338,950,333,101,431,2624,1092,3722,554,146,698,3907,709,4620,7413,2047,9464,62,59,122,264,113,379,585,217,799,114,30,145,215,159,373,183,197,381,7,0,15,1432,779,2214,121,127,242,543,169,705,100,83,180,1596,1730,3329,2223,3869,6093,35,33,61,4607,6011,10624,7,7,10,112,171,281,2302,2687,4984,2418,2862,5282,59,21,78,674,82,759,23,0,23,17,3,15,11,15,23,11,3
LGA57980,0,0,0,9,9,22,3,0,5,0,0,0,3,0,4,0,0,0,23,16,32,42,17,55,4,0,8,13,0,19,727,349,1072,20,8,32,158,69,222,967,440,1407,13,0,14,34,49,86,15,16,33,0,16,16,0,3,4,0,0,0,11,12,26,0,0,0,3,0,8,6,0,6,0,4,7,6,4,10,5,0,5,0,0,0,20,8,27,12,11,21,124,136,259,4,0,4,3,3,9,3,0,3,3,3,9,14,16,34,32,24,53,33,6,40,377,97,480,31,8,42,297,75,366,745,177,926,0,6,11,10,15,25,22,23,53,0,0,0,10,9,19,8,32,38,3,0,3,55,85,141,12,21,39,32,30,54,4,4,13,185,184,369,208,466,679,4,4,6,444,713,1164,0,0,0,26,29,54,449,472,923,475,500,972,4,0,4,24,12,35,9,3,11,9,0,9,0,4,3,3,0
LGA58050,6,4,15,387,361,747,0,0,0,3,0,5,3,0,0,54,23,71,452,390,844,346,77,430,29,3,37,33,6,41,337,72,409,35,10,44,750,165,909,1529,333,1870,555,134,687,367,277,639,200,109,301,86,161,248,96,18,115,26,10,34,72,63,136,4,0,3,39,35,73,126,59,181,544,81,631,292,52,338,255,61,310,428,50,480,469,138,607,193,44,235,3736,1288,5024,10,0,13,72,12,87,22,7,26,130,30,157,297,117,409,525,169,693,247,65,313,1025,247,1269,626,144,769,3175,650,3831,5070,1109,6181,71,38,109,309,146,455,1512,486,1997,230,54,285,219,110,328,193,169,361,21,20,42,2549,1021,3572,94,85,174,354,120,473,95,103,193,992,1360,2353,1449,2432,3876,12,7,26,2992,4102,7101,10,8,15,132,194,326,1660,2188,3848,1801,2394,4195,133,42,168,2044,459,2501,127,31,151,15,0,11,52,20,71,15,7
LGA58190,0,0,0,74,27,101,0,0,0,0,0,0,0,0,0,0,0,0,78,27,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,73,32,108,0,0,0,0,0,0,0,0,0,0,0,0,79,32,111,0,0,0,0,0,0,5,0,5,0,0,0,6,4,12,0,0,0,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,6,0,6,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,12,0,10,12,0,10,0,0,0,5,0,5,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,7,4,7,0,0,0,0,0,3,0,3,3,5,3,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,88,45,133,0,0,0,0,0,0,0,0,0,0,3,4,93,43,139,3,4,5,0,0,0,0,0,0,6,3,8,3,0,3,21,6,28,31,10,45,9,0,9,6,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,4,0,4,4,4,0,30,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,5,5,0,11,17,5,22,52,15,60,77,18,96,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,3,3,10,9,30,43,8,14,21,0,0,0,25,46,72,0,0,0,5,14,20,11,25,28,15,40,52,0,0,0,12,3,19,0,0,3,0,0,0,0,0,0,0,0
LGA58400,0,0,0,40,14,53,0,0,0,0,0,0,0,0,0,0,0,0,40,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,13,13,24,0,0,0,0,0,0,0,0,0,0,0,0,13,13,24,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,0,0,0,7,0,11,0,4,4,0,0,0,0,0,0,0,0,0,9,4,12,36,7,49,0,0,0,32,13,40,88,17,106,9,9,21,75,23,101,242,69,315,60,23,82,87,77,161,13,14,29,5,30,38,11,0,15,0,0,4,12,13,26,0,0,0,256,178,433,10,3,13,24,8,25,33,10,44,18,9,23,30,8,37,86,18,106,25,11,38,655,404,1064,0,3,7,216,115,335,0,3,4,9,6,13,4,4,6,234,128,362,71,11,83,313,87,395,670,330,1000,786,222,1006,1835,657,2487,21,9,33,59,28,85,84,29,109,40,8,52,33,26,55,17,20,46,0,0,3,259,124,379,32,18,47,431,145,575,20,15,33,233,268,495,248,367,615,5,8,9,953,821,1776,8,4,10,191,216,406,1050,1068,2121,1247,1285,2538,10,14,20,134,17,150,3,0,3,0,0,0,8,0,8,0,0
LGA58540,0,4,6,155,55,211,0,0,0,0,0,0,0,0,0,17,3,21,178,57,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,30,0,4,0,0,0,0,0,3,5,0,0,0,0,4,4,0,0,0,4,10,9,0,0,0,0,3,6,0,11,13,3,15,14,0,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0
LGA58570,0,0,6,12,6,17,0,0,0,0,0,0,0,6,3,0,0,0,14,16,33,19,10,29,3,0,3,10,7,14,71,26,97,6,0,6,40,18,54,139,60,206,18,4,26,65,92,161,10,3,9,15,28,45,4,3,5,4,3,8,58,28,89,0,0,0,3,9,12,27,10,38,23,0,23,3,0,3,7,8,12,7,3,6,20,20,41,10,7,16,280,208,486,0,0,7,24,13,33,7,6,10,995,762,1758,11,3,18,1038,790,1825,46,11,65,677,399,1079,89,30,114,362,58,421,1176,499,1673,9,6,15,16,9,22,40,16,53,14,0,16,100,59,162,24,56,82,0,0,0,204,147,351,26,32,58,187,65,245,24,15,40,361,369,732,264,491,754,6,9,16,868,973,1845,5,3,10,65,55,116,1295,1382,2675,1366,1438,2800,29,17,44,61,11,72,716,340,1057,3,0,3,7,3,11,5,0
