POW_LGA_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA54280,0,0,0,0,0,0,0,0,24,31,14,12,16,3,0,90,1324,2481,2479,2293,1746,405,27,10763,443,278,176,143,106,25,3,1182,6,38,33,27,30,3,0,139,17,5,9,14,14,3,0,70,21,11,18,17,18,3,0,85,43,80,59,53,41,9,0,280,110,113,85,70,113,28,0,510,2039,3108,2958,2690,2134,488,30,13445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,4,5,5,0,0,24,0,0,0,6,0,0,0,11,0,0,6,0,0,0,0,9,7,6,8,11,7,0,0,44,45,44,27,14,10,4,0,149,52,52,42,35,15,5,0,200
LGA54310,0,0,0,0,0,0,0,0,4,14,14,13,0,0,0,48,728,1931,2283,1751,975,161,6,7832,265,247,236,212,102,32,0,1084,5,17,28,17,21,4,0,91,7,13,16,19,11,0,0,57,24,15,19,14,9,0,0,77,40,144,173,134,92,11,0,598,76,143,111,101,69,10,3,510,1198,2677,3086,2453,1410,239,5,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,3,4,0,0,30,3,3,0,4,0,0,0,13,3,3,8,4,4,0,0,25,7,20,14,17,5,0,0,71,11,39,40,31,18,6,0,146,21,67,61,42,28,3,0,226
LGA54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,245,235,259,261,99,11,1273,43,28,14,15,17,0,0,122,0,5,0,3,7,0,0,17,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,9,24,14,16,10,19,6,0,88,237,303,273,295,300,107,15,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,14,4,3,4,0,0,0,0,13
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,57,55,56,11,0,234,0,0,3,0,0,0,0,6,0,0,3,0,3,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,6,7,4,3,9,9,0,41,32,49,65,64,76,21,3,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,32,23,23,10,3,127,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,0,0,5,8,11,7,0,37,18,34,48,35,29,16,5,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,99,119,93,113,35,0,523,11,0,3,5,5,0,0,19,0,0,5,0,4,4,0,12,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,7,0,12,11,39,28,3,93,73,108,135,113,161,72,3,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,6
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,51,49,75,50,17,3,279,10,10,7,5,4,4,0,33,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,11,0,11,16,5,14,0,0,48,7,4,8,16,21,8,5,67,56,96,97,106,92,39,16,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,3,0,4,0,0,0,11,0,3,3,4,0,0,0,19
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,18,34,27,14,0,118,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,12,13,23,41,25,21,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,47,36,34,10,3,167,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,0,15,10,8,9,11,8,12,4,56,23,39,61,58,44,26,11,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,0,0,0,0,0,0,0,16,12,8,6,5,0,0,37,1234,2801,3312,3227,2352,444,29,13399,329,132,88,95,54,8,4,704,7,17,14,20,21,0,0,79,0,10,14,18,11,4,0,51,3,6,0,11,3,0,0,22,8,20,19,19,15,0,0,85,43,18,17,22,20,11,0,126,1700,3057,3492,3435,2487,474,37,14674,24,17,4,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,20,11,14,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,11,11,4,5,0,0,0,0,17,0,5,0,0,0,0,0,3,12,10,5,0,0,0,0,30,7,21,17,17,12,0,0,81,51,47,36,30,12,3,0,182
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,81,91,89,73,23,9,409,14,3,3,6,3,0,0,29,0,0,0,5,3,0,3,14,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,7,0,13,12,16,14,17,20,9,0,87,69,103,116,118,107,44,10,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,9,4,0,0,0,0,6,0,9
LGA54970,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,15,31,86,108,84,94,14,0,426,28,74,62,68,34,8,0,271,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,65,211,153,134,81,14,0,660,20,26,26,33,30,0,0,133,188,520,482,451,333,52,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,4,11,11,7,3,0,0,44,4,18,16,7,3,0,0,53,11,24,30,24,20,0,0,112,16,45,43,35,25,0,0,170
LGA55040,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,12,24,131,151,140,98,13,0,566,32,65,54,52,30,4,0,232,0,8,7,5,5,0,0,22,0,0,0,0,0,0,0,0,3,4,5,3,3,0,0,14,45,174,136,102,72,11,0,535,18,43,28,29,36,0,0,153,164,542,485,414,306,45,4,1960,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,20,12,4,0,0,0,40,5,21,12,4,3,0,0,50,11,41,28,22,15,0,0,112,21,55,38,30,17,0,0,162
LGA55110,0,0,0,0,0,0,0,0,17,13,9,4,6,0,4,51,2578,3142,3583,3891,3072,670,58,16986,741,164,132,135,106,22,4,1300,0,10,13,21,33,16,4,105,13,6,8,6,8,4,0,48,23,21,6,22,18,4,0,92,14,25,19,15,21,0,0,99,91,40,38,61,54,25,0,305,3625,3465,3853,4186,3352,741,66,19293,32,22,8,7,7,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,8,3,10,3,0,33,7,0,0,0,0,0,0,8,0,3,4,4,0,0,0,7,43,27,21,17,18,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,22,9,3,0,3,0,0,36,8,0,0,0,0,0,0,14,34,14,4,3,5,3,0,64,39,25,24,15,12,0,0,123,115,65,53,41,32,8,0,313
LGA55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,422,496,634,643,192,21,2726,120,45,27,29,22,9,0,258,0,0,9,11,13,7,0,38,0,0,0,3,4,0,0,16,0,6,5,8,5,0,0,25,0,7,0,8,12,6,0,29,26,32,25,43,55,36,8,237,476,527,568,738,750,254,33,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,3,0,5,0,4,0,0,21
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,72,55,82,66,20,0,313,13,42,25,25,21,0,0,126,0,0,6,5,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,93,86,64,33,6,0,307,11,40,32,20,33,11,5,150,78,295,248,240,179,54,5,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,18,4,3,3,5,0,0,0,23,5,14,15,14,6,0,0,50,6,21,22,17,9,0,0,75
LGA55320,0,0,0,0,0,0,0,0,29,31,21,4,3,6,0,97,3992,6605,6751,6344,4660,1220,112,29680,829,290,246,218,205,61,5,1861,3,10,16,30,22,14,3,98,5,16,6,26,25,3,0,88,29,40,62,53,37,3,5,226,27,58,62,39,36,10,0,230,190,68,57,84,69,19,3,496,5371,7460,7458,6992,5230,1358,131,34008,128,151,112,92,64,15,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,26,39,22,4,0,139,6,6,11,9,5,4,0,40,0,4,6,0,0,0,0,10,157,192,151,147,93,18,6,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,15,14,8,9,0,100,27,8,9,9,8,3,0,59,10,7,3,3,0,0,0,19,53,48,25,32,17,8,0,181,46,56,41,48,33,8,0,237,257,300,220,219,146,38,0,1181
LGA55390,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,14,11,44,37,26,26,0,0,147,13,30,24,24,7,5,0,97,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,65,58,58,27,7,0,231,6,3,14,14,27,0,0,73,61,192,178,154,118,21,3,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,11,4,4,4,4,0,0,0,21,3,10,12,4,7,0,0,29,7,17,13,10,7,0,0,49
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,194,194,207,203,57,8,982,26,7,3,8,9,0,0,58,0,10,6,7,6,0,0,26,5,0,0,0,0,0,0,3,0,0,0,6,3,0,0,9,0,0,0,6,0,0,0,7,26,17,16,15,12,5,3,91,182,227,214,245,231,68,7,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,3,0,0,6,0,0,0,5
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,28,35,35,11,0,138,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,3,0,20,19,24,35,42,45,11,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,110,141,170,151,63,12,733,10,9,4,4,4,3,0,30,0,0,0,3,5,3,0,10,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,7,0,0,0,6,4,3,0,10,7,11,11,13,20,10,3,82,91,130,160,194,193,85,17,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,44,46,7,0,176,4,4,5,6,0,0,0,14,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,11,5,6,3,13,7,3,5,37,22,45,40,64,56,14,3,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
LGA55740,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,267,383,374,394,287,102,5,1814,28,12,7,9,12,0,0,66,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,3,0,0,8,5,0,0,14,0,3,0,0,0,3,0,6,37,15,11,17,14,0,3,97,353,434,404,429,324,104,14,2052,6,12,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,10,11,12,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,12,12,17,11,10,4,0,0,55
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,43,47,33,8,0,164,3,9,12,9,12,0,0,43,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,27,25,15,23,0,0,101,5,4,7,11,15,8,0,50,35,109,97,101,93,21,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,5,4,7,4,3,0,0,18,5,8,7,4,8,0,0,25
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,18,29,24,8,0,111,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,13,3,5,0,31,14,28,28,45,34,14,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,28,20,22,14,4,119,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,4,0,0,9,0,0,7,0,3,3,10,6,4,0,33,19,27,36,37,38,23,7,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
