POW_LGA_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
LGA57840,47,204,325,271,336,205,46,80,16,1524,54,113,235,196,485,365,75,107,19,1656,49,72,130,130,379,307,102,130,7,1305,53,69,104,116,354,328,88,137,12,1250,50,39,51,75,287,266,71,145,0,989,79,62,77,74,409,461,188,415,10,1767,15,19,19,24,65,115,58,125,0,438,17,43,58,42,47,175,57,275,5,716,0,3,3,5,7,10,0,3,49,89,522,2678,2179,1266,2640,2396,724,1515,188,14107
LGA57910,287,879,1546,1324,2813,1649,321,435,133,9389,339,654,1104,1171,3561,2884,612,798,122,11239,275,354,657,691,2740,2566,641,972,96,8992,226,269,395,521,2103,2334,706,1118,79,7747,192,173,257,325,1258,1629,582,1018,43,5488,347,266,314,382,1755,2667,1065,2444,58,9293,44,73,73,83,211,542,235,647,12,1920,70,168,150,173,259,716,343,1281,28,3189,11,55,57,27,95,84,18,70,324,741,2834,13915,11012,6811,16766,16342,4799,9286,1264,83038
LGA57980,49,198,330,238,382,258,38,79,27,1593,80,167,341,253,681,586,99,145,19,2372,61,108,198,223,638,594,138,155,20,2137,87,90,151,196,529,576,131,251,5,2015,67,53,92,116,368,417,140,213,23,1487,104,84,134,154,556,885,301,639,14,2853,34,32,34,39,92,209,81,243,5,769,33,66,90,78,139,443,259,774,3,1885,6,12,15,8,19,24,0,18,64,163,706,2872,2484,1636,3678,4182,1228,2589,250,19630
LGA58050,222,514,951,936,2416,1454,323,412,105,7332,289,364,737,745,2818,2505,626,920,136,9141,233,195,398,415,1816,2019,690,1024,80,6862,178,179,253,316,1434,1811,615,1217,59,6075,177,86,138,187,920,1292,497,1165,38,4503,320,149,176,190,1099,1969,913,2207,41,7065,49,35,37,43,129,332,151,536,12,1334,63,58,60,80,155,387,174,739,11,1729,9,60,46,28,66,83,24,56,267,642,2248,9467,7590,4699,12592,13018,4278,8908,1059,63848
LGA58190,3,0,4,6,0,9,0,5,0,18,0,0,3,0,4,5,0,6,0,22,0,0,0,0,0,4,0,12,0,16,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,4,0,8,0,12,3,4,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,10,21,15,13,8,18,12,50,3,146
LGA58260,0,3,0,8,5,9,0,7,0,30,4,0,4,0,4,3,0,7,0,32,0,3,0,0,4,13,0,15,0,31,0,0,0,0,3,9,0,12,0,23,0,0,0,3,0,6,0,4,0,25,3,3,0,0,0,8,12,17,0,43,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,14,27,18,17,25,52,20,93,4,271
LGA58330,0,8,18,6,18,18,3,4,5,74,0,13,13,7,31,34,6,22,0,129,0,14,9,6,12,11,11,16,0,76,9,0,4,8,9,9,3,34,3,74,4,3,0,0,3,5,8,16,0,39,0,5,0,0,6,9,10,31,0,64,0,0,0,3,0,5,0,6,0,14,0,0,0,0,0,0,0,13,0,20,0,4,0,0,5,3,0,5,5,20,29,186,116,61,103,128,36,176,20,871
LGA58400,0,0,0,0,5,0,0,3,0,15,0,6,0,0,6,3,0,5,0,15,0,4,0,0,0,3,0,0,0,13,0,3,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,4,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,18,9,4,14,21,3,39,3,128
LGA58470,0,0,0,0,0,5,0,7,0,7,0,0,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,4,31,0,67
LGA58510,98,324,611,483,849,504,97,190,39,3207,132,273,443,481,1308,1022,189,299,49,4189,109,131,234,298,1019,975,229,294,28,3314,130,117,143,209,857,901,238,377,19,2999,80,55,67,99,548,695,200,328,16,2092,134,92,112,135,778,1079,387,840,27,3587,25,21,19,22,109,251,97,268,3,823,35,38,42,28,133,302,143,538,12,1261,4,17,17,8,21,41,5,14,114,242,1113,5028,3978,2499,6240,6219,1696,3337,454,30553
LGA58540,0,7,6,3,6,7,4,7,0,40,4,3,0,5,10,9,3,14,0,52,0,8,5,0,0,13,7,14,0,50,3,0,0,0,0,9,6,28,0,51,0,0,0,0,3,4,4,14,0,28,4,5,3,0,3,6,8,20,0,53,0,3,0,0,0,0,0,10,0,11,0,0,0,0,0,4,0,11,0,18,0,0,0,0,0,0,0,0,0,8,22,49,51,21,28,81,32,133,8,428
LGA58570,66,230,421,302,669,443,80,108,32,2357,90,166,338,297,814,793,180,233,25,2929,71,82,201,238,753,753,180,288,22,2591,92,74,116,185,675,712,180,345,22,2396,74,49,85,99,428,606,161,282,11,1806,134,83,99,157,817,1174,337,645,18,3474,23,30,33,41,123,258,98,214,0,825,21,30,62,45,119,270,164,452,7,1178,0,12,16,6,11,21,3,14,71,155,824,3603,3123,1910,4936,5406,1452,2752,316,24327
LGA58610,4,5,11,10,11,17,8,15,4,78,7,5,6,10,27,25,4,19,0,104,6,7,5,6,5,10,4,22,4,72,3,0,5,0,3,13,9,8,0,38,3,4,8,3,4,7,3,12,0,44,4,0,3,3,3,13,5,15,0,55,3,5,0,0,0,5,0,5,0,17,0,0,0,0,5,4,5,6,0,15,0,3,0,0,0,0,0,0,5,11,50,102,70,44,72,100,43,126,12,626
LGA58680,0,0,4,0,3,5,3,5,0,19,0,4,0,0,0,4,4,7,0,19,3,0,0,0,3,3,4,0,0,12,3,0,0,0,0,9,0,6,0,22,0,0,0,0,0,6,0,3,0,7,0,0,3,0,0,4,3,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,7,5,12,7,23,18,13,10,31,16,53,3,171
LGA58760,173,471,912,826,2038,1369,269,392,89,6535,213,346,597,611,2141,1890,487,734,87,7107,163,170,320,323,1351,1607,459,764,39,5193,162,146,188,257,934,1374,486,935,39,4525,103,84,96,134,540,1026,374,876,23,3263,174,90,112,168,612,1208,565,1481,47,4458,24,24,42,30,109,182,78,378,3,873,29,53,58,51,112,270,113,509,11,1211,19,63,47,35,64,68,24,44,234,594,1722,9005,7065,4095,9602,10160,3090,6661,835,52245
LGA58820,5,14,26,17,45,21,0,7,9,147,7,16,16,14,45,44,12,36,3,187,12,6,17,11,49,32,20,45,0,183,5,11,5,9,47,32,23,52,0,186,22,3,11,5,80,31,19,43,8,224,45,11,10,6,208,104,110,157,9,650,16,0,4,0,33,15,21,58,0,150,0,0,3,0,20,18,14,50,3,122,0,7,0,0,0,4,0,12,8,29,129,236,182,124,546,337,235,481,57,2327
LGA58890,0,4,8,0,5,7,3,6,0,34,0,3,6,0,9,6,6,18,0,56,0,4,3,0,5,10,0,7,0,27,0,0,0,0,7,7,5,13,0,37,5,0,0,0,3,0,0,6,0,20,0,9,3,0,3,7,4,12,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,3,0,0,5,16,34,52,20,41,51,22,107,6,345
LGA59030,0,0,3,0,4,0,0,9,0,11,0,0,0,0,0,5,0,8,0,14,0,0,0,0,6,3,0,0,4,15,0,5,0,0,6,0,3,15,0,24,0,0,0,0,3,5,4,19,0,29,5,4,0,0,6,3,12,40,0,66,0,0,0,0,0,0,10,25,0,36,5,0,0,0,0,0,3,22,0,26,0,0,0,0,0,0,0,0,0,0,13,17,10,9,15,19,28,145,4,255
LGA59100,0,4,0,4,11,0,3,12,0,39,3,0,4,0,8,15,4,12,0,40,3,0,0,0,3,5,0,10,0,25,0,0,0,0,0,5,4,15,0,21,0,3,0,0,0,4,5,5,0,18,0,4,3,0,3,5,0,7,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,6,4,4,19,33,24,10,22,47,20,89,4,269
LGA59170,9,4,9,4,12,13,4,9,0,62,11,0,8,3,3,13,10,17,0,68,0,3,4,4,3,5,12,23,0,53,3,8,0,6,5,18,8,21,0,60,5,4,0,0,0,11,4,16,0,43,4,3,3,0,0,7,5,29,0,41,0,0,0,0,0,0,0,12,0,13,4,3,0,0,0,4,0,7,0,17,0,0,0,0,0,0,0,4,0,3,32,59,52,36,35,81,48,164,10,508
LGA59250,0,4,0,0,5,0,0,9,0,27,11,0,0,5,12,3,3,28,5,67,12,0,7,5,4,9,5,43,5,79,12,3,5,0,3,9,6,88,0,121,19,4,9,0,6,10,9,149,3,213,76,6,10,0,19,12,29,325,6,496,17,3,3,3,12,7,12,119,0,177,13,0,0,0,4,6,19,113,5,155,0,0,0,0,0,0,0,7,0,12,165,36,39,16,74,50,92,891,36,1403
LGA59310,3,6,11,3,8,20,8,10,0,64,10,10,4,8,10,18,7,30,0,94,3,0,3,3,7,25,5,20,0,66,0,5,3,0,3,15,7,16,0,49,0,0,0,3,3,11,6,20,0,50,0,0,3,3,0,21,6,34,0,72,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,4,4,6,31,87,59,46,54,138,47,174,10,638
LGA59320,0,0,4,3,15,4,0,0,0,31,0,0,4,0,7,8,0,9,0,25,0,0,0,6,0,3,0,5,0,16,5,0,0,0,0,3,3,15,0,27,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,12,0,18,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,4,12,27,29,18,28,34,12,58,5,223
LGA59330,0,0,0,5,3,4,0,9,0,21,5,0,0,3,5,7,3,5,0,28,6,0,3,4,3,7,3,9,0,28,0,0,0,0,0,4,0,9,0,13,0,0,0,0,3,0,0,3,0,7,0,0,4,0,3,0,0,14,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,11,25,20,19,25,36,13,57,0,213
LGA59340,13,24,29,38,100,71,23,54,6,341,18,23,29,38,128,115,54,104,10,515,26,11,11,22,124,118,31,115,3,474,17,18,14,22,87,90,34,103,4,400,16,6,4,14,66,69,30,101,3,317,35,14,7,14,62,123,46,206,7,511,6,0,0,6,8,14,5,51,0,97,6,3,4,9,12,24,17,61,0,139,4,6,5,9,7,10,3,13,30,88,185,278,211,228,693,707,257,889,81,3522
LGA59350,5,0,0,0,0,0,0,7,0,19,0,0,0,3,3,0,0,16,0,26,4,0,0,0,4,0,0,21,5,28,10,0,0,0,7,3,7,32,0,58,7,0,0,0,4,5,4,55,0,75,26,9,7,0,7,7,19,168,3,247,8,5,3,0,8,0,14,52,0,87,13,0,0,0,3,4,10,54,0,82,0,0,0,0,0,0,0,0,4,4,72,23,22,3,34,24,54,409,18,654
LGA59360,0,0,6,8,6,9,0,10,0,50,10,4,4,0,9,7,11,23,3,74,14,0,3,0,4,15,10,48,0,99,16,6,6,4,5,5,26,64,0,134,11,7,10,0,0,13,10,80,0,122,26,6,12,0,24,13,19,277,5,383,17,3,0,0,5,5,3,93,3,124,3,3,7,0,5,5,6,88,0,118,0,0,0,0,0,0,0,5,4,14,98,63,81,29,73,94,94,713,28,1273
LGA59370,11,20,15,24,29,22,6,27,0,151,4,12,12,16,27,27,8,30,4,129,7,0,8,0,15,20,13,20,0,87,3,0,4,4,10,22,15,40,0,102,0,0,0,0,9,14,4,19,0,45,4,4,0,0,10,26,11,31,0,90,0,0,0,0,0,0,0,7,0,15,0,0,4,0,0,3,4,9,0,19,4,0,0,0,0,0,0,3,6,23,52,191,132,92,127,154,64,227,23,1064
LGA59499,327,820,1120,808,993,1068,262,548,113,6056,394,604,829,829,1268,1789,459,951,139,7263,335,335,449,504,964,1636,483,1155,91,5954,359,249,289,353,762,1431,490,1500,85,5518,320,148,192,188,454,951,363,1408,62,4081,756,241,227,238,534,1173,532,3273,102,7083,254,56,50,43,112,227,122,984,32,1875,332,112,99,73,111,275,127,1076,42,2245,57,68,41,30,57,91,28,135,274,776,4409,11147,7411,4605,6534,10124,3133,11844,1359,60566
LGA59799,3,0,0,0,3,3,0,10,0,18,3,0,0,4,9,3,3,22,0,54,3,0,0,0,0,3,0,19,6,33,6,0,0,0,0,4,3,41,3,65,8,0,0,0,4,11,3,49,0,89,55,5,11,4,7,10,8,221,3,321,33,5,0,0,3,5,5,146,3,198,113,8,3,5,6,22,9,371,5,525,0,0,0,0,4,0,0,9,3,18,235,39,21,17,40,63,31,905,27,1386
