POW_LGA_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
LGA54280,33,17,157,27,59,18,51,24,12,406,29,28,200,46,47,5,84,26,8,471,28,24,231,18,25,0,118,37,8,501,89,48,782,31,33,9,274,50,20,1342,52,13,276,0,7,0,51,12,6,432,60,8,198,0,8,6,39,7,0,327,0,0,14,4,3,0,7,0,8,42,364,194,2132,382,388,134,706,273,81,4662,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,13,0,0,0,3,0,0,0,3,0,14,3,0,0,4,3,3,0,4,0,17,3,0,0,5,0,5,0,0,0,15,0,0,4,7,8,3,0,0,0,27,0,0,11,4,10,11,4,4,6,47,0,0,3,9,9,8,4,3,0,46,7,3,7,9,14,3,5,8,0,52,0,3,5,9,14,0,5,4,0,42,4,0,12,10,6,0,14,6,0,45,4,0,9,4,4,0,8,8,0,32
LGA54310,19,19,98,21,52,11,37,27,7,295,37,13,164,26,38,3,46,34,9,372,32,18,216,13,44,9,52,45,0,437,88,57,805,31,67,4,225,125,34,1433,40,22,445,3,25,0,80,27,16,669,101,48,672,3,26,5,96,32,20,1010,5,0,30,0,0,0,3,0,6,46,376,202,2602,263,383,95,579,388,112,5005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,0,9,0,0,0,0,0,7,0,0,0,13,0,0,0,3,0,9,0,0,0,14,0,0,0,0,0,5,0,3,0,6,0,0,0,3,3,3,0,0,0,10,0,0,7,0,3,0,0,0,0,23,0,0,12,0,3,4,3,0,0,26,0,0,0,4,14,0,3,6,0,44,3,0,8,0,14,0,5,13,0,38,0,0,5,4,4,0,4,3,0,21,0,0,5,4,6,0,0,0,0,17
LGA54340,0,9,20,6,5,0,4,3,0,54,4,0,16,5,6,0,0,0,0,32,4,0,12,0,5,0,0,5,0,31,9,0,14,0,5,8,0,0,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,23,135,55,43,32,13,47,7,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,14,0,3,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA54410,4,0,3,3,0,0,0,0,0,11,3,0,4,0,0,0,0,0,0,10,4,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,30,22,4,0,7,15,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,0,4,4,3,4,9,7,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,8,0,5,0,0,0,0,3,0,17,7,0,7,0,6,0,0,0,0,20,3,0,5,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,48,6,49,16,11,7,15,22,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,6,4,0,11,10,0,4,0,0,0,3,3,0,19,0,0,10,0,0,0,7,0,0,20,0,0,47,0,0,0,13,0,0,62,0,0,13,0,0,0,0,0,0,15,4,0,10,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,3,31,3,103,7,8,0,27,20,7,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,10,0,8,0,10,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,3,0,0,0,0,0,0,7,0,13,6,0,0,0,4,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,4,13,6,6,0,7,14,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,34,26,225,46,50,9,71,48,13,528,33,28,326,76,38,4,89,53,7,654,45,24,283,65,31,0,96,50,5,608,100,43,706,52,51,3,224,69,25,1286,46,10,208,3,13,0,45,9,10,349,69,6,156,0,11,6,18,9,3,270,3,0,22,10,0,0,7,10,11,52,404,184,2394,654,384,125,713,446,116,5424,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,15,0,0,0,5,0,4,0,11,0,25,0,0,0,5,0,7,0,7,0,26,0,0,0,5,5,7,4,0,0,14,0,0,4,6,0,5,0,5,0,26,0,0,8,4,0,3,3,7,0,27,0,0,11,4,3,5,11,7,0,43,3,3,7,4,9,5,14,10,0,55,0,0,4,5,11,0,5,6,0,32,0,0,6,9,4,0,6,7,0,23,0,3,0,6,5,0,4,4,0,23
LGA54900,9,0,5,0,0,0,8,0,0,20,4,0,4,0,0,0,3,0,0,17,5,0,3,0,0,0,0,0,0,9,6,3,11,0,0,3,3,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,6,41,10,7,5,27,15,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,15,4,6,0,14,15,0,58,5,5,34,5,5,0,28,10,0,88,4,4,43,0,4,0,49,8,3,112,8,20,328,0,14,0,206,19,6,603,10,7,142,0,0,0,19,5,0,184,8,5,69,0,0,0,23,0,4,109,0,0,5,0,0,0,0,0,3,13,34,45,654,9,31,0,362,68,14,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,14
LGA55040,5,3,15,4,3,0,16,6,0,50,5,0,44,4,5,0,20,8,0,88,4,0,61,0,12,0,53,11,0,131,17,6,280,0,3,0,153,18,7,492,8,10,135,0,4,0,35,4,4,190,15,5,62,0,0,0,29,4,0,116,3,0,3,0,0,0,3,0,0,15,53,20,630,17,27,6,326,83,13,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9,0,0,3,0,0,0,0,0,0,8
LGA55110,62,33,215,97,64,15,41,31,11,567,64,25,169,50,38,15,38,26,3,420,51,11,85,29,17,16,30,15,0,253,53,17,130,24,20,8,21,16,0,287,15,0,24,0,0,5,5,5,4,55,21,3,19,0,0,17,3,0,0,68,6,0,20,12,5,0,0,0,7,60,507,242,1562,1614,613,576,290,503,76,5975,0,0,0,3,0,0,0,4,0,3,0,0,0,12,0,11,3,13,0,42,4,0,3,12,0,20,10,11,0,61,0,0,8,7,6,7,3,10,0,45,0,4,3,16,12,16,0,18,0,70,7,0,19,21,10,26,5,22,0,98,8,0,5,16,11,14,0,15,0,68,3,0,9,23,14,21,3,13,0,88,6,5,6,12,15,11,0,8,0,65,3,0,6,11,0,5,3,4,0,33,5,0,0,4,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,10
LGA55180,24,0,56,10,6,0,13,9,3,119,17,8,47,4,0,7,8,6,0,92,16,0,9,0,0,3,7,3,3,40,12,0,19,5,0,0,6,0,0,52,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,6,178,39,283,157,98,52,62,110,24,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,10,0,0,0,0,5,3,0,3,0,18,0,0,6,3,3,4,0,6,0,24,0,0,5,0,0,0,0,3,0,19,0,0,0,0,4,5,8,3,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA55250,0,0,9,3,3,0,3,4,0,25,5,0,28,3,3,0,15,3,0,51,3,5,18,0,0,0,27,7,5,61,9,8,134,0,0,0,50,7,0,207,0,6,51,0,0,0,17,0,0,76,7,4,33,0,0,0,20,0,0,61,0,0,0,0,0,0,0,0,0,4,28,22,275,14,15,3,132,36,11,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0
LGA55320,68,35,315,94,113,35,39,35,6,736,84,34,261,43,75,21,38,27,5,595,45,37,161,31,35,13,25,14,6,353,108,43,251,47,34,14,32,19,11,559,22,9,47,0,5,3,13,6,6,119,52,11,50,9,4,5,5,0,4,142,8,3,11,9,3,4,7,3,6,45,588,299,2025,1275,816,485,292,460,90,6329,0,0,0,0,0,5,0,0,0,5,0,8,0,3,0,12,0,5,0,34,0,6,0,10,5,23,0,8,0,57,0,0,3,11,0,17,0,16,0,53,0,0,4,9,3,17,4,7,0,51,7,5,7,16,9,15,0,15,0,72,6,4,10,18,5,8,5,11,0,70,0,6,11,14,15,14,3,17,0,80,11,0,3,19,32,3,13,9,0,92,4,0,10,8,10,5,4,3,0,54,0,0,4,0,6,5,0,0,0,22,0,0,3,5,0,0,0,0,0,18
LGA55390,0,0,3,0,0,0,3,4,0,14,4,0,11,0,8,0,6,5,0,34,0,0,13,0,0,0,18,5,0,39,7,6,84,0,0,0,66,0,0,170,0,3,51,0,0,0,18,8,0,74,5,0,35,0,0,0,4,0,0,51,0,0,0,0,0,0,0,0,0,0,18,14,210,5,16,0,119,27,4,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,6,0,11,3,6,0,5,4,0,33,6,0,18,0,0,0,3,0,0,30,8,0,16,0,3,0,3,0,0,30,12,3,30,5,3,0,12,0,0,58,0,0,3,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,48,9,139,46,38,12,34,28,3,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55530,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,9,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,4,0,0,7,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,6,0,6,0,0,0,3,7,0,24,5,0,13,0,6,0,3,0,0,38,5,0,9,0,4,0,0,0,0,18,3,3,14,0,0,0,4,0,3,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,68,30,36,15,27,16,6,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,3,0,4,0,0,0,0,10,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,0,20,10,8,4,7,8,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,6,3,16,8,4,0,0,0,0,39,6,0,8,11,0,0,0,0,0,30,0,0,10,3,3,0,0,0,0,19,5,0,6,5,0,0,0,3,0,21,0,0,6,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,20,98,144,39,20,9,26,3,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55810,4,0,9,0,0,0,0,5,0,15,0,0,5,0,0,0,8,0,0,15,0,0,10,0,4,0,11,0,0,28,0,0,50,0,0,0,31,3,0,91,0,0,25,0,0,0,4,0,0,26,5,0,12,0,0,0,3,4,0,26,0,0,0,0,0,0,0,0,0,5,6,6,112,0,13,0,57,18,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,3,0,3,0,8,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0,7,0,8,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
