POW_LGA_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA54280,7,1401,1104,73,34,5,3,1215,1129,116,35,5,7,1284,1002,103,42,10,0,1165,922,100,45,5,6,1073,625,57,40,0,0,735,244,18,22,4,0,297,47,9,13,0,0,75,9,5,0,6,3,21,10490,637,318,40,38,11520,479,0,0,3,0,486,259,0,3,0,0,262,267,5,5,3,0,284,353,14,25,5,0,400,349,12,17,4,0,387,273,13,20,3,0,313,231,15,13,4,0,258,219,13,20,3,3,258,218,17,19,8,4,271,200,13,16,11,0,241,108,15,15,3,0,146,38,7,10,4,0,56,15,9,0,0,0,22,3005,135,164,66,15,3380,729,7,20,3,19,789,283,10,5,9,19,321,14513,791,504,122,84,16013
LGA54310,3,1576,1259,55,21,3,4,1335,1217,48,18,3,4,1286,1035,42,24,7,0,1112,782,49,18,0,4,853,498,24,10,0,4,534,160,7,5,6,0,188,33,4,3,6,0,41,0,0,0,0,0,0,9663,334,165,27,30,10215,373,0,0,4,0,378,132,0,0,0,0,139,197,0,3,3,0,200,310,4,22,4,0,342,369,8,29,7,0,408,244,7,12,3,3,274,243,6,12,6,4,267,155,5,12,3,0,175,121,7,6,4,0,135,86,12,4,0,0,107,29,3,6,0,0,38,16,0,0,0,0,18,6,0,0,0,0,10,2278,56,113,28,15,2492,1122,18,13,0,8,1162,211,5,4,0,9,230,13268,413,298,65,62,14098
LGA54340,0,92,78,6,11,3,0,105,74,9,20,6,0,100,91,9,13,4,5,117,106,16,14,0,0,142,66,6,23,6,0,93,29,7,9,0,0,48,3,3,0,0,0,13,3,0,3,0,0,10,883,75,107,18,10,1093,65,0,0,0,0,65,42,0,0,0,0,46,36,0,0,0,0,39,47,0,3,0,0,51,50,3,4,0,0,56,45,3,7,3,0,55,41,0,3,0,0,50,37,7,0,0,0,42,39,0,11,0,0,56,45,0,0,0,0,54,39,3,7,4,0,56,6,0,4,4,0,16,3,0,3,6,0,11,513,19,35,21,9,593,76,0,6,0,5,91,34,3,3,0,8,44,1499,99,156,40,24,1820
LGA54410,0,23,17,0,0,4,0,19,22,0,6,0,0,23,16,11,9,0,0,35,18,0,6,0,0,29,18,0,3,0,0,30,9,3,5,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,164,36,37,6,4,243,11,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,0,0,8,17,0,3,0,0,21,11,0,0,0,0,14,12,0,0,0,0,10,9,0,0,0,0,11,15,0,3,0,0,18,14,6,3,0,0,17,5,0,0,0,0,4,0,0,0,6,0,7,0,0,4,0,0,5,110,6,16,7,5,138,13,0,5,0,0,17,5,0,0,5,0,9,294,44,53,19,4,411
LGA54480,0,15,10,9,18,0,0,35,5,8,3,5,0,22,15,5,0,0,0,20,6,0,5,0,0,15,6,0,3,0,0,15,0,0,5,4,3,12,0,0,0,0,0,0,0,0,3,0,0,4,95,36,36,19,4,188,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,4,0,0,10,6,0,0,0,0,11,3,3,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,5,0,0,3,0,0,3,33,7,6,9,0,52,0,3,0,5,0,14,0,0,0,3,0,8,133,44,49,33,7,267
LGA54550,0,55,28,12,11,4,5,61,20,7,14,7,0,44,28,12,12,11,0,59,44,13,17,11,0,85,23,3,20,9,0,56,10,7,19,4,4,40,0,3,3,7,0,17,0,3,4,0,0,11,300,83,112,55,17,572,8,0,0,3,0,9,11,0,0,0,0,11,12,0,4,0,0,12,10,0,7,3,0,21,25,0,6,0,0,33,20,0,0,0,0,25,17,0,0,6,0,23,23,0,5,0,0,30,22,4,9,4,0,38,21,3,5,4,0,38,8,3,12,10,0,26,3,0,7,3,0,11,0,0,0,12,0,9,172,22,46,47,8,293,36,6,8,3,0,52,18,4,0,9,0,29,529,105,167,110,25,945
LGA54620,0,48,36,9,6,0,0,53,46,10,10,5,0,65,45,3,10,8,0,62,42,6,8,3,0,56,28,7,7,3,0,49,7,8,0,5,0,21,7,3,0,4,0,13,0,4,0,6,0,13,369,55,65,26,11,525,4,0,0,0,0,3,9,0,0,0,0,9,8,0,0,0,0,8,14,0,0,3,0,17,16,3,7,0,0,22,0,0,3,0,0,10,8,3,4,0,0,17,8,0,0,0,0,10,3,0,4,3,0,13,5,0,0,0,0,8,10,0,0,0,0,11,0,0,0,0,0,10,3,4,3,0,0,10,95,12,25,11,0,143,30,7,3,0,0,45,12,0,3,0,7,22,510,75,91,39,16,727
LGA54690,0,3,0,0,4,0,0,8,10,0,3,3,0,24,7,3,0,0,0,13,9,0,3,5,0,11,8,0,10,3,0,19,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,72,20,20,13,7,132,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,4,7,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,31,3,9,12,0,52,0,0,0,0,0,4,4,0,0,0,0,4,109,26,27,18,7,190
LGA54760,0,26,13,11,5,0,0,37,13,6,4,0,0,25,8,3,10,6,0,31,15,7,11,3,0,33,7,8,8,3,3,28,0,0,4,6,0,17,0,0,0,3,0,10,0,0,0,3,0,6,110,58,53,39,5,262,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,8,0,4,0,0,9,10,0,0,3,0,10,8,0,0,0,0,7,8,0,0,3,0,11,5,3,0,0,0,6,5,0,4,3,0,17,4,0,0,0,0,6,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,8,51,13,22,22,4,99,17,0,3,0,0,24,8,0,6,0,0,9,179,66,82,57,10,394
LGA54830,3,1524,1407,56,58,12,5,1531,1470,58,49,5,4,1583,1405,60,43,6,3,1518,1217,53,51,3,4,1324,809,44,39,4,4,900,276,18,14,0,0,315,35,11,8,5,0,58,6,6,4,0,0,12,11423,405,413,39,30,12314,563,0,6,4,3,572,378,0,17,0,0,394,327,3,27,0,0,360,355,9,57,11,0,425,384,13,51,11,0,464,363,9,56,15,4,438,324,20,44,11,5,400,294,13,34,10,4,354,239,15,32,3,0,293,188,12,24,9,0,229,111,14,20,0,3,142,43,3,10,4,0,62,17,3,0,5,0,26,3578,112,374,78,29,4172,717,13,20,5,3,757,241,4,12,9,25,293,15959,534,822,133,84,17533
LGA54900,0,46,26,14,15,0,0,57,28,11,21,5,0,64,28,4,15,7,0,51,20,15,21,7,3,59,25,14,17,4,0,61,8,3,15,4,0,28,5,0,3,3,0,20,0,3,3,10,0,13,278,88,125,45,12,541,9,0,0,0,0,13,11,0,0,0,0,15,9,0,0,0,0,13,17,0,0,4,0,21,26,0,4,3,0,31,13,3,0,3,0,14,8,5,4,0,0,13,13,5,4,0,0,18,11,0,0,0,0,16,12,0,4,0,0,14,4,6,0,6,0,14,0,0,3,3,0,10,0,0,3,0,0,5,141,13,24,24,0,205,24,6,7,6,0,42,7,0,0,5,0,14,441,103,155,80,15,796
LGA54970,0,324,273,0,0,0,0,271,288,0,3,0,0,292,292,5,4,0,3,304,252,0,3,0,0,257,159,3,8,0,0,168,53,4,0,0,0,59,6,0,0,0,0,6,0,0,0,0,0,0,2483,20,14,0,4,2519,8,0,0,0,0,8,10,0,0,0,0,10,28,0,0,0,0,28,31,0,0,0,0,31,30,0,0,0,0,30,28,0,0,0,0,29,21,0,0,0,0,21,21,0,0,0,0,20,21,0,0,0,0,21,14,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,6,0,231,373,0,0,0,0,378,66,0,3,0,6,77,3147,23,21,6,17,3209
LGA55040,0,346,287,6,6,0,0,293,260,0,3,0,0,268,239,5,6,0,0,246,213,3,0,0,0,225,137,0,0,0,0,145,32,0,0,0,0,37,5,0,4,0,0,10,0,0,5,0,0,5,2397,23,26,0,10,2452,9,0,0,0,0,9,15,0,4,0,0,17,29,0,0,0,0,34,39,0,0,0,0,39,41,4,0,0,0,40,28,0,0,0,4,29,42,0,0,0,0,41,22,0,0,0,0,23,20,0,0,0,0,17,10,0,0,0,0,14,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,256,7,11,5,4,278,305,0,4,0,8,314,62,5,3,0,5,78,3028,30,41,8,21,3130
LGA55110,5,1190,986,117,98,9,0,1212,1109,160,127,15,9,1413,1123,140,143,10,9,1423,910,135,160,13,3,1220,588,95,98,12,10,800,175,48,33,8,0,265,37,24,12,8,3,81,3,5,0,0,0,19,8997,936,952,95,46,11019,1925,0,7,6,3,1940,1327,4,28,4,6,1371,761,9,64,11,6,851,865,23,92,17,5,995,924,46,115,11,0,1096,849,34,105,18,9,1010,866,34,101,17,4,1031,862,60,127,19,9,1075,824,59,112,21,8,1017,703,61,140,27,5,936,318,53,91,26,3,485,118,25,55,11,6,215,47,15,21,15,4,98,10389,423,1060,200,60,12129,907,31,60,15,14,1033,327,8,33,13,47,432,20620,1406,2098,329,165,24614
LGA55180,0,199,162,31,22,8,0,227,188,32,31,12,5,268,194,47,39,14,5,296,215,38,52,17,8,320,147,31,37,16,3,233,53,20,29,8,4,111,9,13,20,5,0,52,0,9,10,3,0,25,1711,259,292,94,26,2375,174,0,0,4,0,173,62,0,0,4,0,72,86,0,4,4,3,98,100,0,9,3,0,118,97,4,14,0,4,122,96,4,16,3,0,123,124,3,10,3,5,143,124,9,20,8,4,163,135,6,21,10,4,170,132,9,26,13,4,179,71,5,24,14,6,121,22,4,26,11,0,61,9,5,10,8,0,43,1240,48,184,83,22,1581,166,18,22,10,0,219,57,7,13,6,4,87,3177,328,501,196,51,4260
LGA55250,0,131,133,9,3,0,0,149,123,3,3,0,0,133,132,0,8,0,0,141,106,11,0,0,0,119,60,0,9,0,0,70,29,4,5,3,0,42,13,0,0,0,0,14,0,0,0,0,0,3,1135,32,29,13,4,1215,8,0,0,0,0,8,7,0,0,0,0,7,17,0,0,0,4,17,17,0,0,0,0,18,21,0,0,0,0,21,14,3,0,0,0,15,12,0,0,0,0,15,6,0,0,0,0,10,14,0,0,0,0,14,9,0,0,5,0,11,7,0,3,0,0,4,0,0,0,0,0,3,5,0,0,0,0,5,130,5,6,3,7,145,141,5,0,0,0,147,30,0,0,5,0,39,1439,39,33,20,10,1547
LGA55320,4,2792,2342,261,150,5,6,2763,2271,318,171,11,6,2783,2276,301,179,21,15,2793,1750,258,135,15,3,2169,1190,187,111,14,4,1516,424,89,70,9,0,586,85,40,28,3,0,151,13,14,6,5,0,41,20008,1878,1180,114,57,23234,2473,0,33,12,0,2521,2452,5,56,10,0,2520,1367,14,62,5,5,1453,1435,41,135,20,9,1634,1540,96,162,23,6,1832,1450,97,173,21,7,1754,1310,102,164,32,4,1608,1174,84,187,33,3,1477,1247,91,173,30,9,1545,1022,121,190,32,5,1374,555,99,157,32,7,853,219,66,104,49,0,442,71,52,56,26,0,204,16319,871,1655,334,46,19229,1788,43,63,12,18,1935,470,31,38,17,51,608,38581,2828,2935,480,175,44999
LGA55390,0,112,97,0,0,0,0,96,100,0,4,0,0,101,103,0,0,0,0,103,87,0,5,0,0,92,40,0,0,0,0,43,15,0,0,3,0,20,0,0,0,0,0,3,3,0,0,0,0,3,832,7,3,4,0,847,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,20,10,0,0,0,0,10,10,0,0,0,0,13,16,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,10,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,92,3,0,0,0,93,105,0,0,0,0,105,19,0,0,0,4,25,1056,10,8,4,4,1075
LGA55460,0,82,61,13,4,6,0,86,68,12,14,6,0,95,79,17,16,3,0,108,66,12,12,5,0,92,63,10,5,6,0,85,28,4,0,0,0,39,11,3,0,3,0,16,0,0,0,0,0,5,696,92,64,33,0,887,58,0,0,3,0,63,33,0,0,0,0,33,39,0,4,0,0,40,23,4,4,0,0,35,32,0,5,0,0,44,23,3,0,3,0,26,31,5,4,4,0,38,35,0,4,0,0,39,29,0,5,9,0,43,34,0,5,5,0,44,12,5,0,5,0,23,6,0,0,3,0,12,0,0,0,0,0,7,358,18,34,32,3,449,62,0,11,7,0,74,24,3,6,5,0,30,1141,111,108,75,4,1439
LGA55530,0,15,11,4,0,0,0,9,12,3,4,4,0,23,6,0,6,3,0,17,15,0,8,0,0,23,9,0,9,0,0,24,0,4,6,4,0,6,0,0,0,0,0,5,0,0,0,0,0,0,100,29,34,9,0,168,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,5,3,0,0,0,0,7,5,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,4,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,3,6,0,47,3,0,0,0,0,7,0,0,0,0,0,3,137,31,35,19,0,227
LGA55600,0,53,39,13,4,0,6,64,54,16,13,3,0,87,60,5,9,10,0,79,53,10,16,11,0,90,55,14,9,0,0,86,17,0,12,3,0,33,6,6,0,5,0,18,4,0,0,0,0,7,473,84,77,40,12,688,28,0,0,0,0,23,12,0,0,0,0,12,13,0,0,0,0,12,18,0,3,0,0,19,23,6,0,0,0,22,33,0,4,0,0,38,26,0,6,0,0,32,23,0,7,3,0,34,25,0,0,3,0,32,28,0,3,5,0,33,25,0,4,3,0,30,4,0,3,4,0,13,3,5,5,5,0,18,255,20,39,28,0,336,28,3,6,4,0,38,15,0,3,5,0,19,770,107,120,73,12,1083
LGA55670,0,23,12,0,0,0,0,19,12,10,6,0,0,23,22,4,7,0,0,34,21,4,5,4,0,26,15,0,0,3,0,25,5,0,7,0,0,10,0,4,4,0,0,4,0,0,0,3,0,9,148,30,29,19,0,225,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,9,0,0,0,0,7,7,0,0,5,0,8,4,0,4,0,0,3,3,0,0,0,0,7,7,0,0,0,0,11,11,0,0,0,0,11,7,0,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,62,7,7,8,0,80,7,0,0,0,0,15,3,0,0,5,4,15,225,42,33,30,0,333
LGA55740,0,138,115,18,7,0,0,143,111,21,14,0,0,156,129,33,13,3,0,181,99,16,15,0,0,135,65,9,10,3,0,85,19,7,4,0,0,31,4,5,3,0,0,9,0,3,0,0,0,8,1026,146,96,13,3,1277,156,0,0,0,0,156,183,0,4,0,0,186,88,0,6,0,0,92,91,5,11,0,0,114,96,6,15,4,0,119,75,3,10,5,0,91,76,10,18,4,0,108,88,11,20,10,0,125,71,12,20,4,0,106,64,6,19,3,0,97,48,15,15,7,0,79,15,8,11,6,0,43,13,0,3,6,0,26,1073,87,147,34,0,1348,73,6,5,3,0,94,26,0,0,0,3,38,2199,238,255,54,11,2755
LGA55810,0,65,50,0,5,0,0,54,48,0,4,0,0,50,46,0,3,0,0,53,54,3,0,0,0,58,36,0,4,0,0,38,13,0,0,0,0,13,3,4,0,0,0,8,0,0,0,0,0,0,484,11,13,4,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,5,6,0,0,0,0,6,9,0,0,0,0,9,5,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,44,0,3,3,0,47,66,0,3,0,0,69,26,0,0,0,0,28,615,14,19,11,5,661
LGA55880,3,14,3,6,0,0,0,15,14,0,6,0,0,27,4,4,6,3,0,15,10,4,0,8,0,22,8,8,0,4,0,17,3,0,6,4,0,12,0,0,3,0,0,5,0,0,0,7,0,5,75,31,41,26,9,175,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,0,9,7,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,25,9,8,5,0,50,5,0,3,0,0,9,6,0,0,0,0,6,111,34,54,32,9,237
LGA55950,0,17,7,0,3,0,0,15,14,0,4,0,0,24,7,4,0,3,0,10,3,4,4,0,0,14,6,10,4,0,0,17,3,3,3,0,0,12,0,0,0,3,0,5,0,0,7,0,0,4,84,22,35,22,3,163,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,8,6,0,6,0,0,9,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,0,5,0,0,9,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,4,0,7,33,0,18,9,0,58,10,0,0,0,0,10,3,0,5,0,0,10,125,26,57,32,7,242
LGA56090,0,538,420,72,50,3,0,540,434,86,78,14,0,614,478,97,76,11,0,668,442,99,79,9,0,631,299,50,49,7,3,412,112,31,24,7,0,180,19,14,13,3,0,51,8,7,10,4,0,23,3922,552,487,60,26,5043,582,0,12,3,0,598,331,4,23,0,0,358,194,0,28,4,0,233,170,13,38,0,0,221,217,21,56,11,0,298,213,19,54,10,0,300,216,25,69,9,0,318,244,27,77,10,5,365,243,36,81,16,0,373,180,49,76,17,3,319,114,31,69,15,3,237,38,23,37,8,0,107,23,8,32,6,3,71,2761,256,643,110,22,3788,297,15,31,4,0,347,96,7,11,13,16,137,7074,832,1175,183,59,9324
LGA56160,0,4,6,0,0,0,0,6,3,0,0,0,0,6,6,0,0,5,0,11,4,0,0,0,0,5,4,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,39,0,7,8,0,53,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,5,0,0,0,0,6,0,0,0,0,0,0,55,0,10,8,0,65
LGA56230,0,448,373,33,28,0,4,433,441,42,29,3,4,519,465,34,30,6,0,539,415,30,35,12,0,487,229,17,22,4,0,277,74,7,18,5,0,100,13,4,0,13,0,32,0,7,5,7,0,12,3423,206,217,58,16,3923,326,0,5,0,0,329,170,0,12,0,0,181,120,4,11,0,0,128,118,13,14,0,0,150,145,0,24,5,0,180,127,7,20,6,0,154,119,11,24,3,0,154,110,6,18,3,0,143,135,12,15,7,3,179,105,19,19,9,4,152,67,6,21,8,0,101,24,10,14,11,0,57,10,0,13,9,3,34,1564,89,196,70,16,1946,259,4,7,8,6,287,77,5,5,10,8,106,5330,304,434,144,52,6257
LGA56300,0,28,23,0,0,0,0,28,21,5,5,0,0,36,17,0,5,0,3,27,28,0,11,0,0,35,21,0,0,3,0,34,8,3,3,6,0,16,0,4,0,0,0,9,0,0,3,4,0,9,169,25,34,23,8,256,10,0,0,0,0,10,4,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,16,11,0,4,3,0,12,19,0,0,0,0,19,12,0,0,0,0,15,24,0,6,0,0,28,25,0,4,0,0,29,18,3,9,0,0,33,14,0,6,8,0,29,6,3,7,0,0,16,0,4,6,5,0,10,136,13,44,22,0,212,17,0,4,0,0,27,4,0,3,0,0,10,330,41,86,40,7,500
LGA56370,0,27,10,8,0,3,0,16,11,6,5,0,0,22,14,8,10,0,0,37,4,6,4,3,0,19,22,11,5,5,0,45,0,7,0,3,0,11,3,0,0,7,0,10,0,4,0,0,0,4,152,61,41,24,7,286,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,13,0,0,3,0,17,8,3,0,0,0,12,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,8,8,3,0,3,0,15,12,0,3,0,0,17,4,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,53,13,8,11,0,89,12,0,0,0,0,12,4,0,4,0,0,10,223,74,52,40,11,399
LGA56460,0,123,93,15,10,0,3,122,106,12,17,0,0,146,133,20,13,0,0,171,115,16,16,5,5,156,120,10,12,0,0,146,48,5,7,9,0,72,0,7,3,4,0,14,0,3,0,0,0,7,1088,115,108,33,11,1354,56,0,0,3,0,58,59,0,0,0,0,59,54,0,0,0,0,57,62,0,3,3,0,65,67,4,7,3,3,78,54,4,5,6,0,59,54,3,8,4,0,69,75,4,9,3,0,90,80,3,5,0,0,91,64,9,10,0,0,90,45,8,13,0,0,63,13,6,7,5,0,27,7,0,3,3,0,16,679,37,75,28,10,822,94,5,4,0,3,104,40,0,0,3,4,43,1896,150,187,63,24,2322
LGA56580,0,859,687,72,38,0,0,798,725,96,46,4,3,873,751,108,57,7,0,922,630,94,60,4,0,787,409,73,42,17,3,534,165,41,14,6,0,230,43,25,15,4,0,82,11,11,5,3,0,28,6443,617,339,44,14,7459,417,0,7,3,0,425,673,0,19,0,0,696,414,7,29,0,0,445,408,11,23,5,0,439,447,22,39,9,0,514,399,24,37,0,0,469,346,40,45,7,0,437,364,30,61,11,6,475,348,33,56,6,4,449,297,40,53,13,0,406,219,45,47,0,0,317,84,30,29,10,0,148,35,24,19,18,0,95,4448,303,459,90,14,5312,491,18,17,7,4,532,135,10,10,10,12,180,11516,949,820,151,46,13482
LGA56620,0,16,15,0,0,0,0,15,8,0,0,0,0,12,24,0,0,0,0,24,32,0,0,0,0,32,19,0,0,0,0,19,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,37,19,0,0,0,0,19,7,0,0,0,0,8,225,0,0,0,0,233
LGA56730,0,292,245,20,17,3,0,287,295,13,17,7,0,325,310,35,23,7,3,378,289,18,19,9,8,334,241,23,31,9,0,309,91,11,16,8,0,127,20,7,6,7,0,41,0,0,4,5,0,12,2557,171,175,52,20,2974,173,0,0,0,0,174,105,0,3,0,0,106,86,0,3,0,0,92,97,4,6,4,0,107,117,4,11,4,0,137,104,6,7,0,0,115,123,3,13,0,0,146,137,6,17,4,0,170,133,6,17,5,3,156,148,4,13,6,0,175,71,11,10,11,0,99,25,6,3,9,0,44,9,3,3,10,0,17,1326,52,107,57,12,1549,199,7,5,4,0,215,55,4,6,5,18,94,4136,228,295,120,44,4828
