POW_LGA_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
LGA53430,35,3,10,16,0,64,284,4,11,9,4,307,292,3,31,8,3,334,278,11,39,12,3,341,351,21,41,6,9,427,529,34,70,10,3,651,628,48,90,5,7,776,984,86,102,13,7,1191,1392,110,139,11,7,1658,1249,103,122,3,4,1482,1205,134,91,4,9,1441,978,139,58,15,4,1192,2000,282,106,7,4,2411,361,106,41,6,3,516,412,254,74,11,0,750,91,11,15,6,15,127,11074,1351,1031,146,69,13677,45,4,7,33,5,91,456,6,29,4,0,493,447,6,45,0,0,501,525,9,68,13,5,618,613,18,63,16,4,714,1070,35,85,11,8,1205,1247,41,113,12,9,1417,1436,46,111,13,12,1610,1663,56,94,11,3,1826,1341,55,71,7,0,1481,1122,58,69,4,0,1250,755,44,34,0,0,843,1107,108,68,3,0,1284,127,38,21,0,0,191,145,68,35,5,0,254,93,3,4,0,4,101,12202,601
LGA53570,8,0,0,10,0,17,9,0,0,0,0,20,25,0,0,7,0,35,28,6,11,9,0,47,16,7,8,8,0,39,45,11,13,13,0,77,64,5,12,3,0,85,108,6,16,8,0,146,131,17,20,3,0,170,90,9,21,4,0,124,80,18,8,0,0,109,52,10,3,0,3,78,91,10,12,3,5,118,24,8,3,0,0,40,14,9,14,4,0,44,9,6,4,0,4,27,801,118,153,72,27,1177,4,0,0,17,0,19,26,0,5,3,0,36,26,0,8,10,0,41,30,0,7,13,0,54,49,3,4,0,0,56,83,6,12,10,0,108,128,8,7,8,3,157,155,13,3,4,0,173,98,6,8,7,0,115,63,4,5,3,0,73,26,7,7,0,0,44,17,3,8,0,0,26,36,8,9,5,0,52,0,0,0,0,0,5,3,8,4,0,0,12,13,3,0,4,3,16,754,62
LGA53640,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,10,0,0,0,0,13,7,3,8,0,0,17,10,0,4,0,0,12,15,0,0,0,6,21,45,7,8,0,5,61,40,6,7,4,0,54,27,8,6,0,0,47,17,5,4,0,0,27,37,13,7,0,0,59,3,3,6,4,0,16,6,8,4,0,0,14,0,0,0,0,4,10,215,57,58,17,17,372,0,0,0,8,0,8,4,0,0,0,0,9,12,0,0,0,0,16,3,0,0,0,0,7,13,0,6,0,0,20,13,6,8,0,0,23,18,0,7,0,0,24,21,0,0,4,0,21,36,7,4,4,0,47,19,3,0,0,0,22,14,4,3,0,0,23,3,0,4,0,0,10,11,5,0,0,0,15,0,0,0,0,0,4,5,0,4,0,0,3,0,0,0,0,0,3,169,24
LGA53710,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,3,0,0,4,0,10,0,7,4,6,0,10,10,0,5,3,0,20,15,4,8,0,4,25,11,3,3,4,0,25,15,5,0,0,0,17,3,7,3,0,0,16,4,5,0,3,0,10,5,0,5,0,0,8,0,5,5,0,0,6,0,4,5,0,0,7,0,0,0,3,0,4,69,36,40,24,10,170,0,0,0,3,3,5,0,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,11,5,5,3,0,0,12,22,0,0,4,0,21,13,0,4,0,0,17,22,0,0,0,0,25,13,0,0,0,0,18,10,4,0,0,0,9,5,3,0,0,0,8,9,0,0,0,0,11,3,0,4,0,0,10,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,8,118,9
LGA53780,44,9,9,31,0,94,354,0,29,3,3,391,308,10,37,17,0,378,256,26,71,10,0,371,332,36,86,12,11,473,557,64,131,23,3,774,778,93,143,13,9,1035,1242,132,190,19,14,1589,1709,178,190,14,7,2089,1427,169,148,10,10,1759,1347,153,104,5,5,1622,933,104,73,0,0,1115,1367,197,94,3,7,1672,239,60,33,5,0,339,224,146,50,4,8,430,105,20,7,3,12,146,11222,1391,1394,175,91,14282,48,4,10,29,0,101,479,4,62,18,6,569,540,13,77,23,9,663,616,26,97,27,8,769,717,33,97,20,6,871,1189,36,116,15,9,1368,1476,65,96,23,8,1661,1626,46,85,3,0,1770,1622,57,87,7,3,1779,1040,49,53,4,5,1151,904,42,41,5,0,988,516,34,33,0,0,591,672,55,29,5,0,762,63,12,18,0,0,89,55,53,17,0,3,126,88,4,4,3,8,110,11656,535
LGA53800,18,5,3,24,0,48,186,5,0,8,0,193,142,4,15,10,4,167,113,8,17,4,3,155,170,4,29,8,0,214,300,10,38,11,7,360,445,23,51,13,9,534,645,39,78,16,7,780,823,72,87,9,7,991,698,62,67,18,4,853,724,79,57,7,0,870,644,54,44,8,3,752,1306,114,59,14,3,1496,216,45,22,0,0,285,166,103,34,4,0,313,42,4,8,5,5,67,6645,632,608,158,44,8088,26,5,3,18,0,53,351,0,14,15,0,378,311,10,26,12,0,356,302,14,33,14,0,364,404,10,40,9,3,466,766,17,50,11,6,849,943,29,53,15,7,1041,1043,30,62,14,7,1160,1109,40,53,16,4,1221,792,28,39,16,4,877,659,41,30,14,0,744,460,24,16,11,3,502,533,42,40,5,0,620,53,14,11,3,0,91,62,30,17,6,0,106,56,0,0,5,3,70,7874,325
LGA53920,5,0,0,0,0,5,0,0,0,0,0,4,31,0,0,0,0,33,22,0,0,0,0,22,11,0,3,0,0,15,24,0,0,0,0,26,18,3,0,0,0,27,31,0,0,0,0,33,51,0,0,3,0,50,48,5,3,0,0,51,51,0,0,0,0,53,48,3,0,0,0,50,127,3,0,0,0,129,41,0,0,0,0,46,46,0,0,0,0,45,8,0,0,0,0,10,570,19,3,4,8,609,9,0,0,0,0,9,10,0,0,0,0,7,15,0,0,0,0,15,24,0,0,0,6,23,16,0,0,0,0,15,28,0,0,0,4,35,27,0,0,0,0,28,49,0,0,0,0,49,59,0,0,0,0,64,64,0,0,0,0,65,57,0,0,0,3,63,40,0,0,0,0,40,66,0,3,0,0,73,9,0,0,0,0,12,0,0,0,0,0,5,12,0,0,0,0,12,491,7
LGA53990,13,3,3,10,0,36,82,0,11,10,0,103,50,3,9,9,5,69,46,0,10,5,6,66,60,8,10,12,4,85,111,5,23,7,0,148,166,7,32,4,5,212,303,17,29,8,0,356,437,39,40,7,4,532,360,13,41,0,4,425,410,24,27,0,4,471,423,22,22,0,0,468,845,34,25,0,4,906,191,18,10,0,0,217,171,23,11,8,3,220,35,5,6,4,4,55,3700,236,309,91,38,4372,8,0,4,15,0,31,149,3,20,9,0,187,149,4,13,12,0,181,161,5,24,9,0,199,173,3,31,6,0,219,327,13,40,7,3,389,455,15,26,7,0,503,461,19,30,9,0,513,406,17,26,5,4,461,253,9,19,0,5,284,199,17,14,3,0,239,147,7,4,0,0,167,177,11,11,0,0,199,19,4,4,0,0,32,23,4,7,0,0,36,17,0,3,0,0,24,3119,130
LGA54060,0,0,0,8,0,14,19,0,0,0,0,24,6,4,0,6,0,15,10,0,3,3,0,19,12,0,3,4,0,17,17,0,4,0,0,26,10,0,9,0,0,26,25,0,10,0,0,36,50,14,5,3,0,62,29,4,10,0,0,40,34,10,8,0,5,55,23,14,3,0,0,38,41,12,10,3,0,58,19,4,0,0,0,29,14,6,9,0,0,26,5,0,0,0,0,12,319,62,74,33,15,495,3,0,0,7,0,9,27,0,0,0,0,25,23,0,3,0,0,29,27,0,5,7,0,34,46,0,5,0,0,55,56,5,8,0,0,70,53,3,9,4,0,63,55,0,3,0,0,61,55,9,0,0,0,62,22,0,6,0,0,35,19,4,4,0,4,28,19,9,5,0,0,24,28,7,9,0,0,42,0,0,0,0,0,6,0,6,0,0,0,8,4,0,0,0,0,4,432,45
LGA54130,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,4,4,0,0,0,0,6,8,0,5,6,0,14,12,0,4,3,0,25,15,6,8,0,0,39,22,7,15,3,0,44,25,3,8,0,0,41,22,4,6,3,0,38,14,0,4,0,0,24,24,5,9,0,0,36,6,3,5,0,0,16,0,4,0,0,0,11,0,0,5,0,0,8,164,46,69,42,8,320,0,0,0,12,0,12,0,0,0,0,0,4,8,0,3,4,0,15,10,0,0,0,0,10,6,0,0,0,0,10,14,0,0,3,0,26,18,5,0,0,0,29,20,0,5,3,0,30,19,3,3,0,0,32,15,0,3,4,0,19,14,0,0,0,4,18,7,0,0,0,0,7,6,6,3,5,0,18,3,0,0,3,0,13,3,3,0,0,0,3,4,0,0,3,0,9,155,24
LGA54170,61,15,12,34,3,132,1022,11,30,11,0,1078,737,14,44,16,5,812,540,27,71,22,4,667,563,37,95,17,4,722,775,71,155,21,0,1026,858,94,198,19,3,1173,1156,116,247,22,11,1547,1617,208,300,28,7,2162,1249,223,252,7,7,1739,1153,300,239,11,6,1712,922,200,141,5,5,1276,1819,384,240,15,9,2460,282,157,81,0,0,529,458,328,189,12,5,986,150,20,22,5,23,216,13364,2204,2306,249,91,18225,89,10,15,91,0,198,1556,11,117,30,5,1712,1655,15,172,24,7,1877,1425,51,208,42,7,1732,1738,51,168,27,11,1994,2689,97,210,28,10,3030,2939,110,232,23,11,3313,3306,102,215,26,10,3663,3422,133,228,17,8,3818,2373,111,144,15,0,2646,2060,123,109,17,3,2307,1504,80,91,9,4,1695,2090,121,121,8,4,2351,229,56,46,6,0,335,215,89,67,3,0,380,244,10,24,3,16,297,27538,1165
LGA54200,10,3,6,35,0,58,206,9,9,5,0,234,194,6,18,3,3,225,118,8,25,10,0,169,170,24,35,3,6,232,258,27,53,7,7,342,366,40,71,9,4,491,662,61,112,12,0,849,1093,98,110,11,7,1315,931,93,80,9,0,1118,817,98,74,5,0,991,684,92,66,3,0,849,1080,139,78,3,4,1313,224,51,22,0,0,304,217,97,40,10,7,368,73,6,9,3,10,98,7108,850,813,123,49,8944,21,0,5,31,0,59,321,7,35,17,0,380,351,12,58,12,0,430,276,13,67,11,0,366,356,14,53,14,5,441,625,36,74,14,9,760,723,46,78,10,0,858,837,37,74,13,5,964,851,51,62,13,0,968,591,36,40,9,4,681,424,46,43,3,0,513,291,28,17,6,0,338,362,40,35,0,0,443,33,16,11,4,0,65,30,37,21,4,4,84,62,0,8,3,0,70,6151,403
LGA54280,22,0,3,11,0,36,126,0,0,3,0,131,71,4,4,3,0,81,66,6,4,3,0,73,88,0,6,0,0,102,155,8,14,9,0,179,214,21,13,6,3,249,341,20,29,3,0,396,571,36,35,0,8,646,631,36,20,0,4,691,874,67,27,3,0,971,944,50,21,0,6,1029,2590,101,45,3,5,2743,739,70,6,0,5,818,633,111,19,0,5,769,115,5,0,0,9,123,8175,529,247,47,49,9044,25,0,6,21,0,52,180,0,9,0,3,201,169,3,20,3,5,198,197,9,9,3,0,223,242,12,17,9,5,285,475,9,16,12,4,518,623,16,17,0,4,663,750,16,26,3,0,796,934,30,33,0,8,1005,742,21,20,0,0,786,698,39,19,8,0,775,476,20,14,0,5,515,617,36,20,3,0,678,87,20,7,3,0,116,68,26,10,3,0,113,49,3,3,0,5,61,6340,256
LGA54310,22,3,0,4,0,32,116,0,0,0,0,119,75,0,0,0,0,76,33,0,0,0,0,38,26,7,0,5,0,36,71,3,3,6,0,82,119,6,11,4,0,138,203,13,8,6,0,225,373,20,11,0,4,404,437,20,10,0,0,469,616,19,11,0,0,659,747,27,18,0,0,793,2590,66,27,4,5,2691,1178,33,6,0,5,1227,1818,69,28,0,4,1920,85,0,3,0,4,94,8514,292,141,32,32,9006,24,3,0,12,4,41,151,0,5,0,0,157,116,0,15,0,0,137,136,3,9,0,0,151,116,7,3,0,0,130,231,4,19,0,0,256,357,8,14,0,0,379,463,13,12,5,9,500,616,15,15,3,3,647,532,7,15,0,0,560,514,15,13,0,0,545,462,16,8,0,0,493,704,11,13,4,0,731,121,3,0,0,0,122,177,10,4,0,0,197,39,0,5,0,6,51,4754,125
LGA54340,5,0,3,0,0,9,18,0,0,0,0,16,7,4,4,0,0,11,17,0,0,3,3,23,22,0,3,0,0,28,44,3,9,0,6,55,91,3,11,0,0,106,130,8,15,4,0,152,114,9,18,0,0,140,81,5,8,4,0,101,52,4,5,0,0,62,54,12,9,0,0,75,67,3,13,0,0,83,11,4,0,0,0,11,8,9,4,0,0,23,6,0,0,0,0,8,715,69,102,19,16,911,5,0,3,4,0,13,20,0,0,0,0,24,24,0,4,0,0,32,34,0,0,3,0,41,52,0,3,6,0,58,82,0,10,0,0,96,111,3,10,0,0,118,118,3,6,3,3,137,109,7,3,4,3,121,72,5,6,0,0,83,54,3,7,0,0,66,36,0,0,0,0,42,48,0,3,0,0,59,4,0,0,0,0,6,4,0,0,0,0,7,7,0,0,0,0,8,791,30
LGA54410,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,8,3,0,3,0,0,12,8,0,5,0,0,10,4,0,0,0,0,9,18,4,3,6,0,31,36,3,5,0,0,46,16,3,6,0,0,26,10,4,5,0,0,22,13,4,4,0,0,16,9,4,4,0,0,14,3,0,0,0,0,8,0,4,0,0,0,8,0,0,0,0,0,3,134,34,39,11,5,222,0,0,0,3,0,0,8,0,0,0,0,5,11,0,0,0,0,11,0,0,0,0,0,3,9,0,0,0,0,12,15,0,0,0,0,20,26,0,0,0,0,26,27,0,5,0,0,29,21,0,0,0,0,20,12,0,3,0,0,14,10,0,0,0,0,17,7,0,0,0,0,7,13,0,0,0,0,15,0,0,0,0,0,0,4,0,3,0,0,9,4,0,0,0,0,4,159,5
LGA54480,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,13,7,0,4,0,0,11,16,8,3,3,0,27,19,0,9,0,0,22,12,6,4,0,0,27,8,0,0,0,0,15,6,3,3,0,0,13,0,4,0,0,0,4,0,4,3,0,0,8,0,0,0,0,0,3,76,30,32,21,8,168,0,0,0,4,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,4,0,0,0,0,5,3,0,0,0,0,8,6,0,0,0,0,8,16,6,0,0,0,23,3,4,0,0,0,10,7,4,0,3,0,13,4,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,59,16
LGA54550,0,0,0,8,0,12,0,0,0,3,0,5,0,0,0,4,0,8,4,0,7,3,0,11,7,3,0,0,0,21,18,4,3,6,0,32,15,3,5,7,0,33,32,6,12,6,0,60,59,18,16,4,0,93,27,0,14,0,0,41,26,4,8,5,5,46,19,3,8,3,0,43,23,10,16,5,0,56,0,3,4,4,0,19,4,14,9,0,0,34,6,0,0,0,0,8,253,73,109,59,19,512,0,0,0,9,0,7,0,0,0,0,0,6,13,0,0,6,0,15,9,0,0,4,0,15,17,0,4,3,0,27,29,0,0,0,0,39,40,0,9,0,0,49,40,3,5,7,0,50,47,4,9,9,0,69,22,0,5,0,0,29,23,5,4,4,0,36,16,6,0,0,0,21,11,4,5,4,0,24,6,0,0,0,0,9,4,0,4,10,4,23,0,0,0,0,0,6,276,32
LGA54620,0,0,0,0,0,4,5,0,0,4,0,3,0,0,0,0,0,3,0,3,0,0,0,7,0,4,3,0,0,7,3,0,5,3,0,16,16,4,3,0,0,25,11,7,3,4,0,29,20,3,10,0,0,31,22,5,6,0,0,38,36,8,11,0,0,51,51,5,9,0,0,67,128,3,3,0,0,134,31,6,0,0,0,37,36,3,0,0,0,39,0,0,0,0,0,7,360,53,57,20,7,499,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,11,5,0,0,0,0,9,5,0,0,0,0,13,18,3,0,4,0,25,23,3,7,0,3,36,14,8,5,0,0,23,22,3,5,0,0,27,20,0,0,0,3,24,16,0,3,4,0,19,10,3,0,0,0,15,12,0,4,0,0,15,0,0,0,0,0,3,0,3,0,0,0,6,3,0,7,0,0,10,156,25
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,4,0,3,0,0,11,13,0,6,0,0,15,11,11,0,0,0,23,6,0,4,0,0,12,3,0,0,0,0,7,13,3,4,0,0,18,3,0,4,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,58,18,24,11,5,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,6,0,0,0,0,6,4,0,4,0,0,3,3,0,0,0,0,7,3,0,0,0,0,3,9,0,0,4,0,12,6,0,0,0,0,7,3,0,0,0,0,3,3,4,0,0,0,8,7,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,7
LGA54760,0,0,0,7,0,7,0,0,0,0,0,5,0,0,3,0,0,4,4,0,0,0,0,3,0,4,6,3,0,6,5,4,0,3,0,11,8,0,3,6,0,13,9,3,0,4,0,24,18,6,9,4,0,37,15,3,4,0,0,23,10,11,8,0,0,28,8,5,9,0,0,25,14,3,6,4,0,26,5,3,6,0,0,10,0,4,0,0,0,10,4,0,0,0,0,10,98,49,50,28,8,230,0,0,0,0,0,7,4,0,0,3,0,4,4,0,0,3,0,9,5,0,0,0,0,6,7,0,0,0,0,10,3,0,0,4,0,7,12,0,5,0,0,14,9,0,4,0,0,17,6,0,4,5,0,19,6,0,0,3,0,15,8,4,0,0,0,11,10,0,0,0,0,11,7,3,9,0,0,15,0,0,3,0,0,5,0,0,0,5,0,3,0,0,0,0,0,0,81,13
LGA54830,23,6,5,5,0,41,129,0,8,5,0,138,105,5,11,4,0,125,100,4,19,3,0,128,111,5,27,3,0,148,246,4,40,4,0,294,303,19,44,9,7,377,580,33,50,3,4,665,986,48,76,0,12,1121,1030,41,62,6,9,1140,1285,45,36,6,5,1371,1165,42,26,0,4,1231,2659,72,39,6,4,2786,732,20,11,0,0,771,814,50,28,0,3,892,99,0,6,0,9,115,10368,398,473,47,49,11339,23,4,3,14,0,46,185,4,25,15,4,226,207,5,42,13,0,269,240,3,30,15,0,285,284,12,27,6,9,332,465,8,51,5,5,536,610,15,45,0,4,678,712,10,42,8,6,775,725,13,22,6,4,775,612,14,33,4,0,664,475,17,6,0,3,507,358,7,6,0,0,361,506,10,11,0,0,529,71,3,0,0,0,80,62,9,6,0,0,84,40,3,4,0,0,48,5590,132
LGA54900,0,0,3,8,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,16,3,0,3,3,0,7,13,0,8,3,0,22,14,4,4,0,0,33,22,4,11,4,0,43,31,5,15,0,4,56,27,6,9,3,0,49,36,4,10,0,0,56,22,8,8,3,0,42,36,15,15,5,0,65,4,5,0,0,0,11,4,5,6,3,0,18,3,3,4,0,4,13,225,70,101,42,9,459,0,0,0,7,0,12,5,0,0,4,3,9,3,0,3,4,0,10,11,0,6,0,0,20,14,0,7,0,0,22,23,0,3,4,0,27,28,3,0,0,0,36,26,7,9,0,0,40,43,6,5,0,0,47,19,5,3,7,0,28,13,0,6,0,0,22,11,6,4,0,0,13,12,6,5,0,0,21,0,4,0,4,0,5,0,0,6,0,0,10,0,0,3,0,0,7,213,29
LGA54970,5,0,0,0,0,3,4,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,16,32,0,0,0,0,35,56,0,0,0,0,59,105,0,0,0,3,108,172,0,3,0,0,180,259,6,0,0,0,267,1209,5,0,0,4,1215,351,4,0,0,0,356,318,10,3,0,0,329,34,0,7,0,0,41,2585,21,15,5,11,2628,3,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16,11,0,0,0,0,11,25,0,0,0,0,24,35,0,0,0,0,41,81,0,0,0,0,81,95,0,0,0,0,100,84,0,0,0,0,91,159,0,0,0,0,158,20,0,0,0,0,20,12,0,0,0,0,12,4,0,0,0,8,11,562,0
LGA55040,7,0,0,0,0,9,6,0,0,0,0,6,11,0,0,0,0,11,8,0,0,0,0,8,9,0,0,0,0,10,10,4,0,0,0,15,9,0,3,0,0,18,25,0,3,0,0,23,61,0,0,0,0,69,83,5,4,0,0,98,162,0,4,0,0,167,309,5,0,0,0,315,1004,0,0,0,6,1014,357,0,0,0,0,357,319,5,4,0,0,332,24,0,0,0,0,23,2397,24,31,4,7,2462,3,0,0,0,0,0,5,0,0,0,0,5,5,0,7,0,0,13,5,0,5,0,0,7,15,0,0,0,0,13,16,0,0,0,0,21,27,0,0,0,0,35,24,0,0,0,0,30,73,0,0,0,0,74,87,0,0,0,0,91,93,0,0,0,0,93,74,0,0,0,0,78,142,0,0,0,0,145,30,0,0,0,0,30,22,0,0,0,0,20,5,5,0,0,0,9,628,7
LGA55110,40,8,6,15,0,71,431,5,17,10,3,460,332,3,23,10,4,375,255,13,37,15,0,318,319,23,49,3,3,401,501,33,84,11,3,630,568,57,99,3,4,734,752,56,98,13,7,921,954,102,156,14,9,1236,632,97,122,14,6,869,575,91,90,3,5,764,407,61,65,6,5,551,707,128,105,3,6,940,108,52,31,0,0,194,147,129,68,8,0,346,65,12,5,3,16,103,6773,857,1071,138,82,8919,53,9,5,45,0,109,736,5,39,20,4,800,770,18,98,14,7,912,828,24,99,18,3,978,1014,30,92,20,6,1163,1602,32,135,7,10,1781,1826,51,115,17,10,2019,1884,41,106,12,8,2050,1785,66,116,12,9,1984,1056,47,58,7,7,1177,846,61,38,4,0,949,545,35,34,4,3,617,665,64,38,3,0,772,71,19,12,0,0,100,65,56,28,3,3,150,111,3,13,4,8,145,13846,548
LGA55180,6,4,11,8,0,27,42,0,0,4,0,50,34,4,10,8,0,63,27,4,10,12,0,56,54,3,13,13,0,88,102,14,35,7,4,166,131,12,27,3,3,177,236,26,34,12,4,306,248,26,44,6,0,324,168,28,31,10,3,240,157,33,29,7,3,235,101,19,11,3,6,133,130,29,19,0,4,186,19,3,3,0,0,27,11,6,10,5,0,35,14,3,4,0,4,23,1476,226,290,102,32,2128,5,0,7,24,0,33,80,0,3,3,0,89,84,3,15,12,0,112,83,5,18,7,0,119,105,4,17,8,0,134,199,13,35,7,0,257,242,16,23,5,0,282,295,12,16,4,5,330,228,14,32,9,0,283,126,13,12,6,0,154,87,15,13,5,4,119,58,3,3,0,0,69,76,3,12,6,0,97,11,6,0,0,0,12,8,4,5,0,0,20,17,0,3,3,0,26,1697,106
LGA55250,3,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,8,0,0,0,0,10,7,3,0,0,0,11,20,3,0,0,0,28,48,0,3,0,0,57,49,0,5,0,0,55,122,8,3,0,0,133,133,7,0,0,0,148,419,6,0,0,0,425,143,0,0,0,0,142,155,6,0,0,0,165,16,3,0,0,4,18,1126,32,26,11,4,1200,0,0,0,0,0,5,3,0,0,0,0,5,7,0,0,0,0,6,3,0,0,0,0,9,4,0,0,0,0,4,12,0,0,3,0,13,13,0,0,0,0,13,22,0,0,4,0,22,39,0,0,3,0,44,50,0,0,0,0,51,37,0,0,0,0,41,36,0,0,0,5,35,61,0,0,0,0,60,11,0,0,0,0,11,6,0,0,0,0,8,13,0,0,0,0,13,315,9
