POW_LGA_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
LGA57910,33,15,16,19,50,43,86,0,3,257,69,21,43,39,76,86,55,0,3,397,509,156,161,226,444,411,272,5,31,2215,102,15,43,50,97,55,24,0,5,384,881,197,299,352,732,805,279,6,31,3581,262,55,60,105,181,149,83,4,9,920,870,185,288,431,802,703,492,0,40,3813,263,94,121,255,600,600,609,5,34,2577,186,55,66,112,203,191,246,3,7,1066,142,34,44,53,96,81,38,0,9,510,236,42,67,74,107,66,35,0,4,624,200,40,29,51,80,69,28,0,6,496,692,176,261,349,514,446,298,9,32,2771,245,61,94,116,261,274,403,0,17,1470,596,119,149,218,336,222,73,4,14,1734,996,222,272,323,479,411,199,0,23,2930,1366,349,438,718,1439,1194,869,9,50,6432,113,26,39,53,80,73,39,0,7,427,353,102,100,133,365,377,227,0,21,1674,396,102,117,235,381,394,327,5,86,2036
LGA57980,0,0,0,4,0,0,0,0,0,12,129,30,54,69,143,87,58,0,4,580,24,7,4,16,28,23,18,0,0,123,4,3,0,0,7,5,0,0,0,23,82,30,22,53,72,85,39,0,8,384,16,5,3,3,10,7,8,0,0,54,74,21,28,52,86,74,94,0,5,436,35,12,16,33,92,130,135,3,3,469,15,4,0,3,5,3,4,0,0,43,35,10,14,17,32,38,22,0,0,166,107,20,27,33,63,38,24,0,5,323,76,8,20,35,32,39,14,0,0,235,330,80,128,165,255,253,138,4,9,1373,52,6,17,25,41,43,57,0,0,253,55,23,17,25,41,22,11,0,4,188,93,11,38,37,66,56,29,0,5,328,642,124,171,247,431,361,225,4,23,2235,42,12,10,16,26,33,16,0,0,162,74,13,28,34,62,76,42,0,3,333,48,17,21,42,70,60,68,0,20,338
LGA58050,107,16,11,24,54,47,110,0,15,380,145,35,41,71,178,128,57,4,6,664,579,158,156,197,548,441,212,4,29,2322,66,19,23,26,81,61,25,0,4,303,527,126,168,215,553,458,204,9,27,2289,351,86,111,160,291,239,116,0,10,1366,547,114,154,229,546,428,292,3,25,2333,213,80,69,154,498,412,309,3,26,1768,455,79,134,161,489,368,231,3,20,1948,47,20,16,27,53,37,30,0,3,234,63,7,11,28,42,27,8,0,3,184,95,10,14,31,49,59,22,0,0,279,262,50,98,113,200,188,94,8,10,1021,184,39,49,59,136,131,115,0,3,717,505,89,130,183,286,192,84,6,18,1486,530,99,137,164,301,235,92,0,9,1568,761,195,223,390,903,802,462,12,36,3793,55,3,15,25,39,39,16,0,0,199,289,86,76,104,271,232,136,0,28,1227,361,108,111,146,412,308,189,3,77,1717
LGA58190,0,0,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58260,4,0,0,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,4,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0,3,0,0,8,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,6,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,8,0,3,0,5,0,0,0,0,17,5,0,0,0,3,0,0,0,0,13,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,8,12,0,0,0,4,0,0,0,0,13,7,0,0,0,0,0,0,0,0,10,9,0,0,7,4,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,8,0,0,0,0,4,0,0,0,15
LGA58400,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,0,0,0,0,0,0,0,0,0,6,33,0,12,21,28,23,17,0,3,136,137,36,55,48,138,116,85,0,7,618,54,7,12,22,38,14,15,0,0,173,208,62,90,117,206,220,94,0,8,1007,44,6,6,13,29,29,19,0,0,155,140,28,41,66,161,146,126,0,7,721,125,57,47,111,330,306,523,5,27,1525,52,35,43,46,82,65,77,0,5,396,18,6,3,15,21,17,25,0,0,106,53,13,21,27,45,31,24,0,4,216,55,11,14,24,41,53,19,0,3,216,183,43,63,101,171,157,101,0,3,825,90,21,30,61,111,139,224,0,7,683,124,24,29,32,76,63,37,0,8,397,644,193,232,325,492,449,310,13,16,2676,354,77,122,165,446,409,307,3,12,1897,482,134,157,241,486,379,234,4,31,2144,78,19,30,54,104,128,74,0,7,491,98,22,45,77,130,104,118,3,33,624
LGA58540,9,3,9,4,3,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,3,0,0,0,0,0,3
LGA58570,6,3,0,0,0,0,0,0,0,12,19,4,7,4,16,19,8,0,0,87,63,13,16,20,45,35,30,5,0,224,199,61,69,124,177,116,62,0,0,819,136,26,41,62,140,133,56,0,10,609,54,3,7,13,36,26,23,0,5,169,146,47,54,66,144,154,166,0,13,789,167,46,70,121,266,310,489,0,22,1490,182,43,50,73,141,102,55,0,8,645,35,8,11,8,10,19,9,0,0,102,56,15,25,18,35,20,4,0,0,175,68,15,24,21,32,39,12,4,0,211,319,58,88,140,210,178,128,0,10,1131,80,14,21,38,68,79,123,5,3,430,133,33,22,35,62,55,41,0,9,384,208,35,56,65,109,103,73,4,11,667,337,71,89,137,280,314,278,5,11,1526,56,3,6,22,15,26,27,0,5,163,132,31,32,56,107,122,70,0,5,564,67,21,29,38,107,88,99,3,26,479
LGA58610,3,0,3,0,0,0,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,10,3,0,0,4,6,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,16
LGA58680,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA58760,168,59,28,47,71,70,133,20,15,605,97,29,37,36,109,74,40,0,12,435,484,154,156,262,505,399,180,4,22,2168,62,11,16,28,44,35,18,0,4,207,758,190,249,411,894,740,202,5,38,3498,157,47,53,84,150,127,61,0,7,692,516,140,195,371,745,530,204,0,20,2734,144,56,67,204,637,470,255,3,29,1857,232,61,78,86,205,125,103,0,13,901,18,0,4,20,24,31,17,0,0,118,66,11,13,35,79,43,20,0,6,280,54,11,16,31,66,28,7,0,0,215,229,61,83,139,250,185,113,6,7,1070,151,39,57,83,181,155,100,3,7,767,203,38,62,95,183,97,53,0,8,745,643,165,242,373,610,443,149,3,12,2634,484,147,179,360,785,631,397,0,31,3019,58,10,14,32,77,34,21,0,0,263,262,63,87,169,361,306,136,0,15,1402,288,88,121,197,378,268,180,5,63,1583
LGA58820,4,0,0,4,6,0,12,0,0,24,25,4,3,7,13,5,0,0,3,52,53,6,5,12,18,19,5,0,0,121,0,0,0,0,3,4,0,0,0,10,14,4,3,0,20,17,0,0,0,59,4,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,0,0,0,14,4,0,0,0,0,0,4,0,0,9,3,0,0,0,3,3,0,0,0,14,8,0,0,0,0,0,0,0,0,11,10,4,0,0,8,7,6,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,5,0,0,0,3,5,0,0,5,14
LGA58890,12,5,0,0,0,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,3,3,0,0,0,0,0,10,13,9,0,3,7,7,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA59100,3,0,3,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,3,0,0,5,7,11,6,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59250,0,0,0,0,0,0,0,0,0,3,57,16,33,39,59,50,27,0,12,288,14,4,12,5,18,13,9,0,0,73,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,4,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,0,0,4,4,0,0,0,0,11,0,4,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11
LGA59310,5,0,7,3,0,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,4,0,0,8,3,0,0,0,0,0,0,0,0,7,4,0,0,0,3,0,0,0,0,10,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,14,5,0,0,0,0,0,0,0,0,6,0,0,0,0,4,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA59320,0,4,0,4,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,9,5,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,14,4,5,3,7,12,52,26,0,112,13,0,0,7,0,5,10,0,0,37,0,0,0,0,0,0,3,0,0,10,4,0,0,0,3,0,0,0,0,9,18,0,0,0,7,7,0,0,0,34,0,0,0,0,0,0,0,0,0,3,10,5,3,0,0,14,21,0,0,59,22,8,0,6,14,14,53,6,4,130,6,0,0,0,8,6,3,0,0,38,3,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,14,15,0,0,0,4,9,3,0,0,35,21,6,4,7,14,16,9,0,0,75,23,8,10,3,12,10,8,0,0,71,41,12,7,12,46,31,26,0,3,171,0,0,0,0,0,0,0,0,0,8,10,0,0,0,5,3,4,0,0,23,7,0,4,0,7,6,6,0,0,34
LGA59350,0,0,0,0,0,0,0,0,0,0,30,3,13,11,28,22,7,0,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA59360,8,0,0,0,0,0,4,0,0,16,62,10,21,30,73,44,17,0,7,255,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,8,4,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,17,8,3,0,0,7,6,8,0,0,29,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,5,0,0,0,8,3,0,0,0,0,0,0,0,0,3,8,0,0,0,5,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,4,0,0,0,13
LGA59370,9,0,5,0,0,6,5,0,0,25,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,4,0,0,13,4,0,0,3,4,0,0,0,0,5,7,0,0,0,6,0,0,0,4,18,4,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,10,10,0,0,0,5,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,14,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,9,4,0,3,0,0,0,0,0,18,11,3,7,0,4,9,9,0,0,41,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,12
LGA59499,89,20,24,31,38,23,54,6,7,293,399,99,126,185,373,323,127,4,39,1670,129,22,30,43,91,64,42,0,9,426,46,6,12,23,15,23,7,0,0,131,1757,348,502,674,1317,1130,366,7,102,6214,91,16,21,26,54,38,14,0,7,276,172,29,31,43,105,88,58,4,6,544,93,25,36,55,108,101,112,0,9,536,456,114,173,203,478,446,678,4,39,2576,52,9,14,28,41,31,21,0,0,200,65,10,21,23,22,29,16,0,6,181,61,14,17,15,33,22,19,0,4,174,354,67,80,110,142,111,117,9,16,1007,702,108,173,208,481,436,439,4,38,2586,115,29,25,57,79,74,46,0,3,431,212,50,62,107,161,117,87,0,17,807,688,119,195,269,448,370,266,9,30,2388,54,10,21,19,42,29,21,0,4,192,283,46,71,97,200,143,83,0,7,933,284,49,73,132,241,190,165,9,66,1211
LGA59799,0,0,0,0,0,4,0,0,0,7,46,10,7,21,40,32,13,0,0,169,11,0,0,0,3,5,0,0,0,20,3,0,0,0,4,3,0,0,0,13,13,9,0,11,9,11,9,0,0,56,0,0,0,0,0,0,0,0,0,3,8,0,3,3,3,0,0,0,0,14,8,3,3,6,5,7,10,0,0,41,5,0,6,0,7,6,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,12,4,3,3,5,5,0,8,0,5,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,4,11,6,4,0,0,64
