LGA_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
LGA56730,37,0,0,0,0,0,0,0,0,40,73,0,0,0,0,0,0,0,0,74,37,0,0,0,0,0,0,0,0,35,55,13,0,0,0,0,0,0,0,69,22,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,123,19,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,12,241,27,0,0,0,0,0,0,0,269,1391,7,0,11,12,0,0,21,4,1426,1405,7,0,0,0,0,0,0,7,1421,270,32,5,0,0,0,0,0,0,312,87,53,0,0,0,0,0,0,0,140,262,8,5,0,0,0,0,0,0,274,5,3,0,0,0,0,0,0,0,14,46,9,0,0,0,0,0,0,0,55,6,0,0,0,0,0,0,0,0,6
LGA56790,17,0,0,0,0,0,0,0,3,21,19,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,63,3,0,0,0,0,0,0,0,72,512,26,0,26,0,0,0,29,9,575,228,3,0,6,0,0,0,6,4,242,40,13,0,0,0,0,0,0,0,54,15,3,0,0,0,0,0,0,0,15,95,10,0,0,0,0,0,3,5,105,6,0,0,0,0,0,0,0,0,6,16,4,0,6,0,0,0,6,0,28,5,0,0,0,0,0,0,0,0,3
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,45,0,0,0,0,0,0,4,0,50,12,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,231,21,9,0,0,0,0,0,0,260,127,10,9,0,0,0,0,0,0,146,22,14,34,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,55,0,0,0,0,0,0,0,4,62,26,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA57080,0,0,6,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,14,0,8,80,0,0,0,0,0,0,93,0,0,9,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,18,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,105,0,0,0,0,0,3,125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,11,132,0,0,0,0,0,3,150,148,214,1528,0,0,0,0,0,0,1889,77,165,1908,0,0,0,0,0,0,2155,70,272,5553,0,0,0,0,0,10,5903,5,16,375,0,0,0,0,0,0,396,35,89,1067,0,0,0,0,0,9,1200,6,5,122,0,0,0,0,0,0,128,16,19,155,0,0,0,0,0,0,193,0,3,36,0,0,0,0,0,0,37
LGA57140,7,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,43,3,0,0,0,0,0,0,0,46,197,0,0,0,0,0,0,0,0,196,94,0,0,0,0,0,0,0,0,94,12,0,0,0,0,0,0,0,0,12,7,6,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,29,17,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA57210,24,0,0,0,0,0,0,0,0,24,21,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,83,0,0,0,0,0,0,0,0,82,856,0,0,9,7,0,0,19,0,876,562,0,0,4,0,0,0,5,0,566,133,0,0,0,0,0,0,0,0,138,22,7,0,0,0,0,0,0,0,28,115,0,0,0,0,0,0,0,0,115,7,10,4,0,0,0,0,0,0,20,39,0,0,0,0,0,0,5,0,42,5,0,0,0,0,0,0,0,0,5
LGA57280,59,4,3,0,0,0,0,4,0,68,117,6,0,0,0,0,3,3,0,125,101,33,17,0,0,0,0,0,3,156,206,65,0,0,0,0,0,0,0,275,11,5,0,0,0,0,0,0,0,14,38,10,0,0,0,0,0,0,0,52,196,58,30,0,0,0,0,0,0,285,5,0,0,0,0,0,0,0,0,5,562,176,50,0,0,0,0,0,3,792,17,6,6,5,0,0,0,7,3,34,19,5,3,0,0,0,0,0,0,35,777,198,60,9,0,0,3,8,9,1058,191,50,17,14,0,5,3,17,4,282,622,75,8,7,0,0,7,11,4,723,444,220,169,0,0,0,0,4,3,842,226,49,23,0,0,0,0,0,0,300,95,27,12,0,6,0,0,6,4,137,41,3,3,0,0,0,0,0,0,48,764,209,132,6,0,0,0,13,7,1122,7,8,0,0,0,0,0,0,0,11
LGA57350,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,26,166,3,0,0,0,0,0,0,5,174,56,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0
LGA57420,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,46,0,0,0,0,0,0,0,0,46,259,0,0,10,0,3,0,10,0,272,116,0,0,0,0,0,0,0,0,117,62,0,3,0,0,0,0,0,0,59,13,3,3,0,0,0,0,0,0,18,58,0,0,0,0,0,0,4,0,60,3,0,0,0,0,0,0,0,0,3,46,0,5,0,3,0,0,9,0,50,3,0,0,0,0,0,0,0,0,3
LGA57490,172,5,0,0,0,0,0,0,0,182,673,11,0,0,0,0,0,0,0,687,366,15,27,0,0,0,0,0,0,413,91,9,3,0,0,0,0,0,0,106,133,10,9,0,0,0,0,0,0,149,0,4,3,0,0,0,0,0,0,10,33,0,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,6,627,40,45,0,4,0,0,3,0,715,12,4,0,0,0,0,0,0,0,14,26,0,6,0,0,0,0,0,0,28,1508,56,54,4,3,0,0,8,5,1626,10731,678,286,102,44,4,35,183,6,11883,21701,424,213,7,0,0,0,13,25,22369,5718,663,636,0,0,0,0,0,5,7026,321,232,149,0,0,0,0,0,0,697,2519,239,138,0,4,0,0,9,0,2902,47,65,38,0,0,0,0,0,0,152,421,39,24,20,18,0,7,47,5,533,37,10,5,0,0,0,0,0,0,49
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,4,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57700,41,0,0,0,0,0,0,3,0,45,251,0,0,0,0,0,0,0,0,251,49,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,6,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,376,6,0,0,0,0,0,3,0,384,2029,7,24,5,76,0,5,83,4,2146,6179,30,5,0,0,0,4,5,6,6225,654,16,0,0,0,0,0,0,0,672,4,0,0,0,0,0,0,0,0,6,450,11,3,0,0,0,4,4,0,465,3,10,0,0,0,0,0,0,0,12,36,5,6,0,5,0,3,9,0,49,12,0,0,0,0,0,0,0,0,12
LGA57770,11,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,21,7,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,44,0,0,3,5,0,0,3,0,56,76,0,0,38,0,0,0,40,0,118,28,7,0,5,0,0,0,5,0,38,20,0,4,0,0,0,0,0,0,28,18,0,0,0,0,0,0,0,0,16,11,4,0,0,0,0,0,4,0,16,0,4,0,3,0,0,0,3,0,12,27,0,0,0,0,0,0,3,0,36,0,3,0,0,0,0,0,0,0,3
LGA57840,16,0,0,0,0,0,0,0,0,17,27,11,4,0,0,0,0,0,0,44,32,37,11,0,0,0,0,0,0,75,57,21,5,0,0,0,0,0,0,80,10,12,3,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,76,20,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,149,83,27,0,0,0,0,0,4,263,3456,1595,507,0,0,0,0,0,3,5559,3103,1381,475,0,0,0,0,0,7,4964,1009,1891,1090,0,0,0,0,0,3,3991,275,180,116,0,0,0,0,0,0,572,477,651,327,0,0,0,0,0,0,1451,13,47,36,0,0,0,0,0,0,90,37,31,28,0,0,0,0,0,0,99,9,13,5,0,0,0,0,0,0,32
LGA57910,99,27,0,0,0,0,0,0,0,131,211,78,12,0,0,0,0,0,0,308,198,134,52,0,0,0,0,0,0,382,126,149,20,0,0,0,0,0,0,292,93,51,13,0,0,0,0,0,0,154,9,24,5,0,0,0,0,0,0,30,7,4,5,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,5,428,360,93,0,0,0,0,0,0,881,7,8,0,0,0,0,0,0,0,13,15,25,5,0,0,0,0,0,0,44,760,498,112,0,0,0,0,0,0,1371,19632,5666,1098,35,0,3,0,41,10,26447,20402,8894,1555,0,0,0,0,5,7,30865,6061,7460,3714,0,0,0,3,7,13,17255,650,1795,468,0,0,0,0,0,5,2911,3135,2867,998,0,0,0,0,0,11,7010,95,296,200,0,0,0,0,0,0,590,437,324,163,3,0,0,0,4,0,931,67,90,28,0,0,0,0,0,0,186
LGA57980,7,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,13,7,8,15,0,0,0,0,0,0,33,0,0,6,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,15,25,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,32,0,0,0,0,0,0,78,1554,340,425,0,0,0,0,0,0,2324,1157,313,369,0,0,0,3,3,0,1841,435,453,1105,0,0,0,4,4,0,2002,5,38,238,0,0,0,0,0,0,282,183,144,268,0,0,0,0,0,5,597,0,0,33,0,0,0,0,0,0,39,10,11,29,0,0,0,0,0,0,46,0,0,9,0,0,0,0,0,0,11
LGA58050,171,7,0,0,4,0,0,4,0,178,884,30,0,0,0,0,0,0,0,914,373,75,24,0,0,0,0,0,0,469,200,89,5,0,0,0,0,0,0,296,134,20,0,0,0,0,0,0,0,158,27,6,0,0,0,0,0,0,0,31,17,4,0,0,4,0,0,4,0,21,11,4,0,0,0,0,0,0,0,15,753,192,34,0,0,0,0,3,0,990,22,0,0,0,0,0,0,0,0,19,35,9,3,0,0,0,0,0,0,49,1862,238,48,0,6,0,0,9,3,2152,10250,804,68,40,105,0,5,160,8,11290,26193,1121,120,10,0,0,3,10,24,27458,4355,1153,512,0,0,0,3,3,11,6041,460,542,81,0,0,0,0,0,4,1082,2381,397,58,0,0,0,6,6,9,2846,96,109,19,0,0,0,0,4,0,230,283,55,8,9,18,0,0,32,3,385,41,17,3,0,0,0,0,0,0,65
LGA58190,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,10,66,0,0,0,0,0,0,0,0,66,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA58260,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,81,0,0,0,0,0,0,0,3,84,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
