LGA_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
LGA54170,51,710,252,910,155,49,221,2354,593,1794,631,2587,97,74,528,6299,1080,2358,1202,3002,64,134,700,8540,1267,2332,1417,2900,48,173,755,8899,992,1707,1381,3202,42,171,595,8087,828,1618,1721,3674,56,276,1031,9214,4814,10527,6637,16646,676,891,3988,44175,0,0,0,6,0,0,5,11,0,0,0,19,0,0,0,22,7,9,12,26,6,4,6,59,3,17,5,14,7,0,6,60,6,8,11,15,0,0,5,52,6,3,0,6,0,3,0,18,3,7,0,0,0,0,0,16,22,45,34,81,17,9,23,229,3,3,43,350,166,34,51,649,93,904,336,610,131,57,81,2212,967,2877,929,1246,89,107,187,6404,1647,3773,1440,1463,136,233,278,8953,1418,2957,1836,1519,115,415,337,8602,989,1917,1789,1312,158,436,406,7001,574,1579,1536,875,178,552,1233,6521,5679,14009,7909,7372,966,1839,2577,40348,0,0,0,0,0,0,71,71,0,0,0,0,0,0,91,89
LGA54200,18,142,83,379,93,18,98,820,134,394,207,1168,64,28,244,2250,276,629,433,1219,32,46,293,2929,272,564,425,1176,22,57,276,2800,209,363,331,1119,16,61,263,2371,274,567,532,1391,17,104,447,3336,1183,2657,2031,6582,326,324,1706,14814,0,0,0,5,5,0,5,14,0,0,3,11,6,5,0,27,0,3,14,25,0,0,5,55,6,4,6,20,5,5,0,39,0,10,11,14,4,0,3,44,3,5,6,4,3,4,0,24,0,0,3,0,0,0,5,9,14,31,44,79,17,9,17,210,0,0,11,143,102,12,27,299,18,196,119,287,81,16,23,742,268,821,341,689,60,39,93,2317,465,1057,519,645,69,75,107,2943,342,732,549,607,63,135,110,2546,222,500,519,439,55,132,139,2009,204,584,601,350,47,173,593,2554,1523,3901,2664,3171,476,583,1098,13409,0,0,0,0,0,0,53,53,0,0,0,0,0,0,43,42
LGA54280,15,57,15,251,72,12,149,566,118,272,99,911,38,22,323,1784,120,236,159,831,18,27,298,1694,81,146,118,751,14,30,254,1397,46,98,115,583,9,23,242,1114,21,60,50,345,3,16,261,766,411,863,559,3714,190,138,1606,7477,0,0,0,4,3,0,10,20,0,0,0,15,6,0,5,29,0,5,4,19,9,0,12,55,0,9,6,25,7,4,11,55,3,13,8,13,0,4,19,55,0,3,5,11,0,0,16,38,0,8,0,3,0,0,32,41,8,33,24,91,23,9,106,287,0,0,3,51,48,4,12,115,15,108,37,159,69,10,20,419,158,442,182,419,59,42,62,1352,170,366,211,328,34,30,41,1190,89,203,187,257,31,51,69,885,70,123,141,153,13,39,70,618,16,54,59,52,0,24,125,345,524,1306,825,1415,259,202,403,4926,0,0,0,0,0,0,56,56,0,0,0,0,0,0,78,86
LGA54310,3,14,0,157,43,0,131,348,75,184,76,819,26,11,458,1650,101,201,207,867,20,25,490,1921,59,140,154,614,7,23,340,1338,25,60,94,360,11,10,234,797,8,14,20,112,0,6,99,258,271,616,557,2966,142,84,1863,6501,0,0,0,0,8,5,9,18,0,0,0,22,7,0,3,28,3,4,5,39,10,0,12,76,3,4,11,34,5,4,8,61,3,8,15,23,3,5,10,62,0,3,3,8,3,0,5,24,0,0,0,0,0,0,7,11,8,24,40,132,31,13,49,295,0,0,3,18,24,5,6,55,12,60,28,87,26,4,9,224,148,408,172,298,50,23,41,1136,151,397,196,282,41,28,45,1134,97,189,151,188,27,32,36,720,29,66,86,72,15,24,22,308,6,23,23,9,5,4,28,96,442,1143,654,963,184,115,179,3679,0,0,0,0,0,0,61,61,0,0,0,0,0,0,90,87
LGA54340,0,0,0,42,9,4,12,66,7,13,9,80,8,4,46,154,4,16,12,62,7,6,45,144,6,11,19,54,3,5,28,123,3,17,14,60,7,0,32,128,3,15,17,56,3,4,51,144,20,71,60,349,34,27,235,803,0,0,0,3,0,0,4,6,0,0,0,4,0,0,0,7,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,11,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8,5,0,4,6,10,3,4,11,43,0,0,0,10,7,0,3,18,0,13,3,29,4,0,9,62,14,33,15,48,4,3,6,123,8,36,8,39,7,7,8,115,11,20,18,18,7,3,8,85,8,21,18,18,5,5,14,89,0,13,19,15,5,5,45,109,49,136,91,165,39,24,90,597,0,0,0,0,0,0,15,15,0,0,0,0,0,0,8,9
LGA54410,0,0,0,0,0,0,5,6,0,0,5,17,0,0,10,31,0,0,4,17,0,0,7,33,0,5,4,17,0,0,9,34,0,6,7,22,0,0,20,57,0,0,5,20,0,0,27,58,3,14,23,103,4,3,78,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,9,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,12,9,14,0,4,0,0,0,31,0,14,0,8,0,5,0,34,0,13,0,6,0,3,6,29,0,8,5,13,0,3,3,34,0,9,8,5,0,5,21,50,13,52,19,53,7,15,31,186,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3
LGA54480,0,0,0,3,0,0,3,9,0,0,0,12,0,0,6,19,0,3,4,5,0,0,7,24,0,6,0,11,0,0,4,24,0,0,4,9,0,0,4,13,0,0,0,5,0,0,6,12,5,17,11,39,4,6,28,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,13,0,4,0,0,0,19,4,11,0,7,0,0,0,23,4,7,4,4,0,0,0,14,0,0,4,0,0,4,0,6,0,5,0,3,0,0,0,4,7,30,13,21,0,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,7,0,11,0,0,3,18,0,8,4,31,5,0,9,53,4,21,16,37,0,0,12,89,0,14,10,20,0,0,18,60,0,9,3,26,0,0,31,68,5,12,16,17,0,8,34,88,11,62,48,142,11,8,105,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,13,0,0,0,5,0,0,0,7,0,8,0,7,4,0,0,19,4,33,6,15,0,0,0,56,3,39,17,10,3,3,0,75,6,22,7,20,5,3,0,63,5,18,16,9,0,0,9,57,0,16,17,12,5,5,36,85,18,136,64,68,20,11,45,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
LGA54620,0,4,0,4,0,0,4,11,0,4,0,12,0,0,6,32,0,3,4,22,0,0,8,40,0,0,0,12,0,3,4,18,0,4,0,11,0,0,10,27,0,0,4,9,0,0,15,27,0,13,12,66,5,9,54,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,11,6,7,0,0,0,18,5,6,6,8,3,0,0,33,3,8,5,6,0,0,0,24,0,5,8,7,0,0,6,22,0,9,4,6,0,0,10,25,8,45,31,33,3,3,11,131,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,4,3,0,0,0,7,0,3,0,8,0,0,4,18,0,0,0,8,0,0,0,8,0,0,0,14,0,0,6,21,0,3,4,32,0,0,18,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,0,0,0,4,0,0,0,13,0,4,4,0,0,0,0,10,0,0,0,3,5,0,3,15,0,0,0,0,0,0,8,11,0,12,9,15,6,4,11,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,3,0,6,3,0,5,11,0,5,0,8,3,0,7,25,0,3,4,13,0,3,7,36,0,9,6,14,0,0,12,30,0,0,4,5,0,4,8,24,0,0,5,17,0,0,11,31,0,21,16,62,11,8,42,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,12,7,5,0,0,0,24,8,15,8,3,0,0,0,34,4,12,5,7,4,0,3,36,0,6,8,3,0,3,0,24,0,7,4,0,0,0,5,19,15,54,24,26,5,4,12,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,8,99,58,364,97,12,105,742,124,447,301,1165,91,34,327,2503,304,659,350,1053,40,53,339,2797,97,316,297,824,23,49,256,1860,66,130,148,615,17,32,159,1162,47,88,121,565,16,32,200,1066,656,1737,1279,4665,352,216,1490,10393,0,0,0,8,0,0,3,9,0,3,9,17,10,0,5,34,0,8,7,39,10,0,4,67,0,5,9,19,7,0,3,45,3,10,3,10,3,0,0,34,0,3,9,7,0,5,0,28,0,6,0,0,0,0,4,14,12,33,35,99,25,8,17,233,0,0,5,106,62,10,25,207,23,136,117,326,89,20,47,753,314,861,414,790,115,54,88,2646,381,863,497,614,66,71,121,2608,177,392,328,427,52,121,102,1601,87,174,201,297,46,61,97,962,37,151,148,138,20,64,192,750,1015,2590,1713,2682,439,397,673,9523,0,0,0,0,0,0,54,54,0,0,0,0,0,0,52,55
LGA54900,0,0,0,9,0,0,3,16,3,3,0,35,6,0,4,44,0,9,8,24,0,0,10,52,5,7,3,22,0,0,10,51,0,4,5,19,0,6,19,46,0,0,0,18,0,3,10,33,3,26,22,134,3,6,64,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,3,5,0,0,0,0,10,6,25,10,15,0,0,0,54,0,30,3,14,0,4,3,55,0,18,11,7,0,0,0,37,4,9,9,3,0,3,4,36,0,4,5,9,0,3,7,29,8,92,54,46,0,16,17,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
LGA54970,0,3,0,10,0,0,27,40,0,15,5,36,8,0,99,163,4,7,9,29,0,0,82,133,3,9,10,14,0,0,83,121,0,4,3,28,0,0,56,90,0,0,4,10,0,0,17,28,13,35,36,125,5,7,373,590,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,15,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,4,6,4,0,0,30,0,7,9,0,0,0,0,15,0,6,0,0,0,0,0,7,5,9,3,3,3,0,5,26,3,0,0,0,0,0,0,5,9,27,14,21,4,7,12,90,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,9
LGA55040,0,4,4,14,4,0,45,77,0,8,14,48,3,0,112,193,3,4,11,42,4,0,74,136,4,8,3,30,0,0,54,95,0,3,6,24,0,3,37,72,0,0,3,17,0,0,14,38,16,34,33,173,18,4,348,623,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,14,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,7,9,13,9,11,0,0,5,49,0,7,6,12,0,0,4,36,3,4,12,9,0,0,7,30,0,0,4,5,0,0,5,23,0,4,3,0,0,0,3,12,15,32,42,46,10,3,10,154,0,0,0,0,0,0,5,5,0,0,0,0,0,0,19,19
LGA55110,12,107,81,557,122,22,181,1085,71,347,259,1659,94,45,436,2909,183,431,423,1620,45,54,527,3285,208,423,490,1783,33,67,547,3556,228,409,571,1907,37,80,484,3711,297,668,928,2946,45,212,1152,6251,1003,2384,2767,10658,525,496,3471,21304,0,0,0,11,10,0,3,26,0,4,4,21,8,0,9,58,0,5,18,58,3,0,7,97,0,9,3,42,3,4,5,76,0,7,9,30,6,0,4,58,8,7,9,17,0,0,5,46,0,3,4,9,0,6,7,25,13,42,55,194,27,15,39,381,0,0,18,218,96,31,48,419,25,192,149,508,135,38,66,1113,226,830,537,1147,144,96,135,3115,330,975,715,1081,121,137,166,3521,354,830,789,1095,92,170,182,3509,282,620,858,939,103,212,277,3285,251,738,937,731,134,312,1414,4510,1468,4183,3996,5717,825,995,2282,19475,0,0,0,0,0,0,94,94,0,0,0,0,0,0,116,116
LGA55180,0,3,0,60,18,0,18,105,0,43,19,146,18,6,49,287,15,37,23,129,3,3,42,259,20,31,33,181,3,12,82,369,14,54,55,189,5,23,65,414,20,68,48,210,3,20,139,502,75,247,187,942,61,69,427,2008,0,0,0,0,0,0,5,3,0,0,0,3,4,0,0,5,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,9,0,0,0,4,0,0,3,6,0,0,0,4,0,0,0,6,0,0,0,0,0,0,3,6,0,0,4,23,4,0,8,44,0,0,4,15,22,4,5,48,0,14,6,34,16,4,3,82,29,76,36,100,17,10,12,287,29,87,49,95,7,13,19,296,42,72,56,98,16,21,13,319,27,84,64,93,10,27,29,340,24,91,74,69,9,18,103,383,154,425,293,502,106,87,183,1754,0,0,0,0,0,0,27,27,0,0,0,0,0,0,15,15
LGA55250,0,4,0,10,0,0,25,40,4,16,6,39,0,0,58,126,3,3,3,21,0,3,33,70,0,0,5,12,0,0,34,54,0,0,4,25,0,0,24,57,0,0,3,9,0,0,16,31,9,28,27,115,6,5,199,389,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,15,0,0,0,3,4,0,7,17,0,0,0,0,0,0,3,10,0,0,0,0,0,0,10,9,0,0,3,6,0,0,4,14,0,0,3,0,0,0,5,7,0,5,3,9,7,0,35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,5,3,0,0,0,37,0,4,0,3,0,0,3,12,0,0,6,3,0,0,0,11,3,5,9,0,0,0,0,13,0,0,0,0,0,0,0,5,12,38,16,19,3,0,0,87,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6
LGA55320,65,645,163,386,102,28,136,1517,704,1943,403,985,44,35,347,4460,1171,2228,608,993,44,64,395,5500,1191,1880,771,1107,32,91,410,5479,975,1439,683,1228,23,107,397,4853,1098,1881,1213,1751,48,190,836,7019,5200,10014,3856,6614,394,532,2625,29236,0,0,0,0,3,0,9,13,0,5,3,4,0,0,4,23,4,12,7,8,6,0,0,32,6,4,3,13,3,0,6,35,5,8,7,0,0,0,8,28,7,6,6,0,0,6,9,35,0,7,0,0,0,0,0,13,21,48,32,33,13,6,34,179,0,0,33,191,113,19,55,414,71,840,173,329,82,19,77,1605,1051,2525,428,469,53,38,101,4670,1525,2975,752,524,73,95,149,6093,1280,2358,954,642,71,199,179,5688,919,1550,1029,568,83,256,233,4626,727,1703,1409,503,104,402,1007,5844,5573,11960,4780,3224,572,1032,1800,28938,0,0,0,0,0,0,67,64,0,4,0,0,0,0,69,77
LGA55390,0,3,0,4,6,0,16,32,5,3,3,26,3,0,40,83,0,4,3,23,0,0,37,72,0,0,3,21,0,0,19,45,0,4,3,5,0,0,11,25,0,0,4,6,0,0,10,22,7,16,17,82,11,0,142,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,4,0,0,5,4,9,0,0,0,0,0,0,0,0,5,8,0,6,3,4,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
LGA55460,0,4,0,28,5,0,14,53,13,13,8,70,6,0,36,133,3,17,16,56,5,0,36,124,12,15,9,51,0,6,31,120,5,15,7,63,0,7,31,126,5,6,7,56,0,9,54,138,35,64,43,324,19,13,211,722,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,9,3,0,0,10,24,0,0,0,13,0,0,3,14,0,3,6,10,8,0,0,33,9,35,10,25,8,5,0,94,12,32,8,34,11,7,12,104,9,27,17,17,6,4,9,87,0,20,19,21,4,7,6,79,3,12,20,8,0,3,41,90,32,125,75,127,38,26,78,502,0,0,0,0,0,0,15,16,0,0,0,0,0,0,5,5
LGA55530,0,0,0,5,0,0,3,7,0,0,0,12,0,0,0,8,4,0,0,8,0,3,0,15,0,4,0,4,0,0,4,12,0,3,0,4,0,0,10,23,0,0,0,6,0,0,20,28,4,8,3,34,0,7,39,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,11,0,12,0,6,0,0,0,22,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,7,0,3,0,0,0,0,7,10,6,23,5,16,0,3,10,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,18,3,0,13,28,0,6,0,39,0,0,26,81,7,12,6,33,0,0,16,73,0,14,5,40,4,5,29,91,0,7,3,39,0,0,29,78,4,6,13,38,0,0,33,94,9,50,28,217,6,11,152,464,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,7,4,0,0,10,0,0,0,6,0,0,0,7,0,0,0,0,0,0,6,10,0,0,0,0,0,0,5,8,0,0,0,0,0,0,3,7,0,0,6,8,6,0,20,39,0,0,0,3,0,0,0,6,0,4,0,3,6,0,0,24,7,21,6,20,0,0,0,63,8,27,7,19,0,0,7,66,4,22,7,22,4,3,4,67,8,16,19,15,0,4,7,66,0,17,12,18,0,3,32,82,33,116,51,99,8,16,53,370,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6
LGA55670,0,0,0,0,0,0,6,8,0,0,0,11,0,0,7,20,0,3,0,7,0,0,3,19,0,3,0,15,0,0,4,26,0,0,7,8,0,0,8,17,0,0,4,14,0,6,13,35,3,8,8,52,4,3,56,138,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,7,0,0,0,28,3,7,0,3,3,0,0,22,6,4,3,3,0,0,0,16,0,4,5,8,0,0,0,20,3,6,3,3,0,0,10,25,14,20,18,30,7,0,13,109,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0
LGA55740,14,63,16,28,0,0,17,135,83,189,37,51,0,0,46,412,144,205,51,47,6,0,50,503,153,223,59,54,0,4,47,543,122,180,39,58,0,3,52,457,115,229,93,99,0,17,83,645,636,1098,297,348,12,26,306,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,14,0,0,0,15,0,0,4,27,5,74,15,14,8,8,4,128,115,240,34,38,3,0,8,441,182,251,40,29,0,3,12,517,162,263,79,40,0,11,19,572,121,173,81,34,0,9,19,435,114,195,119,31,11,35,97,600,696,1196,366,202,29,68,163,2713,0,0,0,0,0,0,9,9,0,0,0,0,0,0,15,15
