LGA_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
LGA53800,62,133,200,1206,1948,3153,12,20,33,1289,2104,3389,167,270,434,1274,1698,2968,16,18,33,1458,1980,3432,30,29,65,598,582,1182,0,5,6,636,619,1252,13,14,26,148,186,337,4,7,7,161,209,374,166,198,365,1001,835,1839,10,9,17,1179,1042,2216,87,85,169,881,579,1465,10,10,21,981,675,1652,29,42,70,212,194,400,3,4,6,238,235,475,32,45,76,371,348,723,4,12,9,408,405,816,122,227,347,1265,1963,3229,8,13,23,1404,2198,3601,12,21,35,167,169,333,0,3,4,175,195,369,129,140,269,1124,1469,2596,18,14,31,1272,1627,2897,1022,1101,2120,9822,9550,19373,58,56,110,10904,10697,21603,292,185,476,715,697,1407,1684,1523,3210,2696,2401,5090,1863,1949,3814,15849,16407,32254,1794,1628,3421,19505,19992,39489,1104,1143,2248,10419,10198,20615,62,56,116,11581,11396,22984,325,375,698,3180,3624,6810,33,31,57,3537,4030,7569,78,144,214,978,1183,2161,12,8
LGA53920,8,22,34,11,14,23,0,3,3,20,39,56,29,61,90,14,24,33,3,4,4,43,90,131,3,13,17,3,3,5,0,0,0,4,13,21,3,8,10,0,0,0,0,0,0,4,8,11,67,108,170,20,6,30,0,0,0,83,115,203,38,52,92,15,0,19,0,0,0,51,59,109,8,22,28,0,0,0,0,0,0,8,22,28,10,7,20,4,5,7,0,0,0,14,13,28,27,24,52,15,19,31,0,0,0,44,41,82,5,11,15,0,4,3,0,0,0,3,16,23,48,58,111,14,21,35,0,0,0,64,75,143,954,926,1875,182,160,339,25,19,39,1161,1104,2264,222,233,450,11,12,22,141,114,252,368,355,725,1354,1417,2774,262,232,495,166,136,304,1788,1789,3574,988,960,1950,194,170,367,25,19,39,1205,1151,2352,124,158,283,40,42,75,3,3,4,159,197,363,20,53,71,20,11,27,0,0
LGA53990,17,32,53,987,1614,2597,6,23,31,1011,1671,2680,52,55,108,988,1272,2267,4,10,12,1048,1338,2383,6,3,15,419,449,873,0,7,8,434,466,896,4,0,4,63,79,139,0,0,5,66,78,142,24,22,49,754,560,1309,5,8,13,785,588,1372,12,11,17,626,383,1014,7,0,12,648,392,1037,0,3,3,124,94,217,0,0,0,125,93,225,10,8,10,263,249,505,0,4,5,269,257,526,50,50,98,936,1484,2420,3,7,9,996,1539,2535,0,4,7,128,92,221,3,0,5,130,95,227,30,34,67,898,1129,2025,6,4,13,941,1171,2108,247,245,492,8387,7975,16362,38,42,82,8679,8262,16939,20,22,43,561,532,1102,714,495,1207,1297,1048,2348,410,408,815,13097,13304,26403,775,576,1354,14285,14286,28567,270,268,533,8873,8506,17374,46,48,86,9183,8822,18000,93,73,172,2578,2868,5445,10,18,28,2674,2959,5633,16,27,44,733,953,1687,6,13
LGA54060,8,8,13,177,249,425,0,3,4,183,256,438,3,7,13,88,158,248,0,0,0,96,165,262,0,0,5,77,62,139,0,0,0,77,69,147,0,0,0,21,8,28,0,0,0,21,8,28,3,10,14,130,87,214,4,3,5,139,95,230,0,0,4,114,59,181,7,0,7,121,63,185,0,0,0,22,17,38,0,0,0,22,17,47,0,0,0,51,55,106,0,4,4,53,58,109,4,13,15,112,145,256,0,0,4,116,158,276,0,0,0,18,20,39,0,0,0,18,23,37,0,11,11,110,123,231,0,0,3,111,126,241,49,45,91,907,924,1826,10,9,18,962,981,1936,3,3,7,68,61,124,195,162,353,267,221,490,64,81,146,1554,1595,3146,215,175,387,1831,1851,3680,49,49,99,953,968,1924,10,9,18,1010,1032,2043,9,15,25,353,356,704,4,3,10,364,373,739,0,5,8,122,145,266,4,0
LGA54130,0,0,0,49,53,96,0,0,0,49,51,95,0,0,3,43,45,86,0,0,0,46,47,92,0,0,0,9,15,26,0,0,0,10,15,24,0,0,0,0,4,4,0,0,0,0,4,4,0,4,4,24,15,35,0,0,0,24,14,40,0,0,0,28,8,42,0,0,0,33,16,44,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,16,4,21,0,0,0,16,10,21,3,0,4,25,50,75,0,0,0,25,45,75,0,0,0,3,0,8,0,0,0,3,3,5,0,0,6,30,36,64,0,0,0,29,40,67,16,8,26,363,316,679,0,0,0,383,321,701,3,0,5,25,15,40,50,48,97,77,63,140,27,12,39,543,480,1024,50,48,97,621,541,1160,18,5,26,381,330,709,0,0,0,397,338,737,3,3,7,102,93,192,0,0,0,105,94,199,0,0,0,26,33,59,0,0
LGA54170,40,44,79,4741,8160,12899,25,38,65,4800,8240,13042,90,80,173,5286,6448,11734,18,20,32,5394,6544,11941,8,13,16,2359,2626,4984,10,19,22,2376,2651,5022,3,5,6,395,595,984,0,4,7,402,604,999,29,36,66,3432,2562,5997,12,12,26,3478,2610,6087,30,12,43,3836,2114,5955,25,12,37,3896,2142,6035,3,6,9,573,435,1011,4,0,5,575,440,1023,16,6,22,1013,1161,2178,10,4,16,1030,1181,2212,88,93,178,4719,7391,12109,18,24,47,4829,7502,12330,3,3,7,672,527,1197,5,7,11,681,535,1217,53,48,99,5221,6992,12213,18,31,48,5287,7073,12361,421,427,846,50608,48939,99540,131,133,269,51160,49496,100657,47,40,92,2717,2836,5556,2394,1667,4058,5162,4545,9703,706,681,1386,75882,78221,154104,2613,1904,4517,79198,80810,160003,447,445,891,53657,52590,106252,137,152,289,54246,53188,107434,154,129,279,14234,16243,30474,51,59,107,14434,16432,30862,32,38,71,3731,4669,8396,13,17
LGA54200,16,45,62,1822,3185,5007,5,18,23,1849,3252,5094,67,84,152,1939,2409,4344,7,5,13,2015,2496,4511,9,5,19,829,976,1810,0,4,7,842,987,1829,3,0,4,175,220,396,3,0,3,180,218,397,35,33,67,1612,1242,2847,3,3,11,1648,1275,2925,25,23,43,1477,861,2341,3,9,15,1505,893,2392,4,3,5,258,212,466,0,0,3,261,221,481,9,9,23,492,548,1044,3,4,4,503,561,1066,58,82,135,1901,3018,4919,0,7,11,1964,3106,5068,0,4,12,303,260,554,0,0,0,302,264,567,41,51,89,1945,2515,4462,6,10,13,1992,2573,4560,450,421,873,17513,16937,34443,59,46,104,18019,17397,35422,31,41,73,1025,985,2006,1135,852,1984,2194,1879,4067,663,688,1350,27228,28031,55263,1216,938,2152,29108,29654,58762,469,447,915,18646,18169,36815,59,45,111,19170,18666,37837,115,138,251,5342,6085,11430,15,21,41,5473,6243,11719,31,41,68,1506,1914,3419,7,10
LGA54280,30,48,83,633,911,1545,14,8,22,673,968,1646,51,85,139,823,947,1766,4,4,11,876,1038,1914,17,16,30,255,266,522,3,0,3,269,286,556,3,13,20,32,63,92,0,0,5,41,77,114,85,96,178,602,442,1048,3,4,7,700,540,1240,29,36,65,413,237,655,4,3,11,448,277,721,21,25,41,100,92,197,6,0,6,131,120,245,14,16,31,178,151,329,5,3,6,194,168,363,48,76,123,659,1106,1762,0,5,11,708,1189,1899,14,11,26,79,66,146,0,0,0,84,84,166,61,63,125,663,837,1498,4,5,10,729,904,1629,652,604,1250,9019,7819,16836,38,30,65,9709,8452,18160,293,160,452,593,499,1094,1441,1104,2549,2332,1758,4091,1205,1037,2244,12728,11674,24408,1510,1155,2661,15441,13864,29306,684,624,1310,9417,8240,17652,39,34,71,10143,8894,19040,169,151,316,2042,2035,4078,19,6,24,2229,2191,4416,30,67,98,436,625,1060,5,0
LGA54310,26,49,79,257,272,530,3,6,3,289,325,611,65,120,191,475,531,1004,3,3,3,546,651,1201,11,14,26,97,109,207,0,0,0,107,121,229,5,3,5,11,5,18,0,0,0,16,9,30,98,100,201,233,130,362,5,0,5,334,235,566,43,30,70,128,49,183,0,0,0,169,83,255,12,18,32,28,18,48,0,0,0,44,35,77,7,8,17,55,35,93,0,0,0,58,47,104,55,67,121,388,577,959,7,0,7,451,639,1093,6,11,14,31,11,40,0,0,0,36,18,52,62,66,131,356,397,754,0,0,4,423,464,888,877,802,1683,6632,5625,12257,32,31,60,7541,6451,13998,225,71,299,370,259,631,1988,1387,3367,2585,1720,4302,1394,1205,2594,8610,7540,16152,2034,1422,3455,12032,10166,22199,920,837,1756,6866,5878,12748,31,32,61,7822,6746,14569,188,201,389,1124,1131,2258,11,5,16,1327,1342,2669,41,63,105,185,212,396,0,0
LGA54340,12,18,31,153,234,382,0,5,7,163,260,420,18,22,40,120,134,258,3,0,0,144,162,301,0,0,4,42,56,101,0,0,0,50,62,106,0,7,7,11,14,26,0,0,0,11,25,32,16,24,38,107,105,208,0,0,0,121,125,244,9,6,18,90,48,133,0,0,0,99,54,151,3,3,9,18,23,31,0,0,0,21,25,39,3,4,7,20,33,55,0,0,0,22,39,63,11,25,33,98,177,276,0,3,3,121,202,322,0,0,4,20,21,39,0,0,0,22,18,43,3,13,15,107,128,241,4,5,4,115,148,259,109,108,211,1131,948,2079,16,21,35,1256,1071,2322,11,14,29,73,54,128,172,154,332,265,228,488,171,186,356,1712,1608,3316,198,180,380,2085,1970,4057,107,114,217,1189,1009,2190,16,18,41,1314,1136,2452,36,36,76,304,325,632,10,0,4,354,361,715,9,14,20,87,159,244,0,3
LGA54410,4,5,16,56,96,151,3,6,9,69,103,170,9,6,19,45,69,113,4,5,11,65,73,134,0,0,0,19,15,32,0,0,0,19,16,36,0,0,0,12,13,26,0,0,0,12,13,26,6,8,15,31,23,56,0,0,3,39,28,72,5,3,12,33,27,59,5,0,5,47,30,76,0,0,0,7,5,12,0,0,0,6,9,15,0,0,6,10,21,28,0,3,3,16,21,40,4,7,11,40,51,86,0,0,6,46,56,99,0,0,0,6,5,12,0,0,5,10,3,13,5,0,10,45,52,99,4,3,7,59,62,114,26,17,35,261,233,498,5,0,11,286,250,541,4,5,10,15,15,26,60,49,114,80,66,145,50,35,85,462,462,926,73,61,136,584,554,1138,28,14,42,280,260,544,5,4,10,312,281,596,9,10,11,101,108,205,4,3,6,109,117,220,4,4,4,45,54,98,5,0
LGA54480,0,0,0,13,17,31,0,0,0,18,17,28,0,0,0,19,19,37,0,0,0,19,19,37,0,0,0,6,3,6,0,0,0,6,3,6,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,18,14,31,0,0,0,18,14,31,0,0,0,12,9,15,0,0,0,12,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,8,0,0,0,10,12,30,0,0,0,10,12,30,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,14,13,29,0,0,0,14,13,29,0,0,0,171,131,301,0,4,8,176,135,312,0,0,0,4,6,15,24,23,46,33,29,67,0,0,3,245,191,432,28,24,59,275,219,491,0,0,0,176,132,312,0,4,8,186,138,324,0,0,0,38,36,77,0,0,0,39,36,75,0,0,0,11,8,21,0,0
LGA54550,0,5,6,100,118,215,3,3,5,102,123,227,9,13,23,61,78,137,0,4,8,71,91,163,0,0,0,45,36,79,0,0,6,44,37,86,0,0,0,12,6,14,0,0,0,12,11,16,0,5,4,53,41,98,0,0,3,58,48,103,0,0,0,41,32,80,0,0,0,45,37,80,0,0,0,8,3,9,0,0,0,8,5,16,0,0,0,14,14,31,0,4,4,14,19,30,0,10,11,65,80,143,0,4,4,67,91,155,0,0,0,15,7,16,0,0,0,15,7,18,0,0,0,57,61,124,0,3,3,60,67,123,26,20,45,516,486,1003,4,0,5,542,510,1052,3,11,14,38,31,65,65,63,127,108,97,204,42,50,99,858,804,1667,71,69,141,981,921,1901,26,20,45,542,514,1056,0,3,5,578,540,1112,6,17,24,193,181,373,0,0,0,201,192,395,0,6,6,52,55,108,0,0
LGA54620,3,4,8,34,44,78,0,0,0,33,51,85,3,14,15,23,25,55,0,0,0,29,37,71,0,0,3,6,6,13,0,0,0,13,6,16,0,0,0,0,4,4,0,0,0,0,4,4,0,3,6,21,11,36,0,0,0,22,23,47,5,0,5,18,12,26,0,0,0,25,12,35,0,0,0,4,4,11,0,0,0,4,4,11,3,0,9,4,11,17,0,0,0,10,11,21,5,9,8,25,37,60,0,0,0,27,45,78,0,0,0,7,5,5,0,0,0,7,5,5,0,9,7,24,14,39,0,0,0,25,23,45,16,13,32,241,182,419,0,0,0,261,195,457,0,0,4,16,13,24,51,45,98,68,57,124,30,31,63,374,307,684,51,44,101,457,388,847,16,13,30,254,185,438,0,0,0,276,201,471,3,5,10,75,77,156,0,0,0,79,85,162,0,6,11,19,24,42,0,0
LGA54690,0,0,0,26,23,51,0,0,0,26,25,52,0,0,3,23,14,36,0,0,0,23,17,36,0,0,0,11,9,18,0,0,0,11,9,18,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,18,8,28,0,0,0,18,10,32,0,0,0,14,9,20,0,0,0,14,9,20,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,10,0,11,0,0,0,10,0,11,0,0,0,21,15,34,0,0,0,21,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,22,0,0,0,16,9,23,0,4,6,111,87,200,0,0,0,114,89,201,0,0,0,4,0,8,7,0,5,12,7,18,0,10,9,198,148,346,7,0,7,201,159,361,0,4,6,119,89,207,0,0,0,119,97,213,0,0,3,39,37,80,0,0,0,41,36,82,0,0,0,21,9,35,0,0
LGA54760,0,3,3,30,35,66,0,0,0,30,42,70,0,4,4,38,30,62,0,0,0,38,30,73,0,0,0,6,12,26,0,0,0,6,17,23,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,21,7,30,0,0,0,21,7,30,0,0,0,13,3,15,0,0,0,14,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,10,6,14,0,5,5,23,30,56,0,0,0,25,37,57,0,0,0,3,0,8,0,0,0,0,0,3,0,3,3,19,14,30,0,0,0,19,17,37,4,3,4,226,205,435,0,0,0,229,208,444,5,4,6,10,13,18,43,36,78,53,50,106,6,13,23,348,326,669,40,36,75,398,373,769,4,3,4,240,216,450,0,0,0,241,219,458,0,4,4,73,68,142,0,0,0,77,72,145,0,7,5,24,25,49,0,0
LGA54830,28,57,85,1086,1901,2988,3,13,15,1112,1968,3087,79,100,177,1536,2004,3544,7,6,15,1630,2116,3739,6,9,18,392,446,835,5,3,4,400,462,861,5,5,11,83,115,199,0,0,0,85,121,207,45,59,105,1131,973,2105,3,5,8,1187,1036,2221,28,18,45,775,483,1268,8,4,8,813,504,1316,10,13,25,175,151,324,0,0,0,187,164,358,3,13,19,351,385,737,0,0,7,359,391,755,80,130,211,1613,2619,4232,6,8,11,1694,2754,4450,9,3,10,158,141,299,4,0,4,172,145,313,59,80,139,1430,1873,3302,12,0,14,1491,1958,3453,486,414,898,13631,13024,26656,42,42,83,14161,13478,27633,537,41,581,1530,691,2224,1122,855,1979,3190,1594,4785,1267,751,2016,21030,20712,41740,1194,912,2107,23482,22379,45867,518,441,956,14414,13860,28273,44,42,85,14981,14341,29316,154,176,331,3621,4101,7724,17,13,27,3782,4285,8075,39,64,101,974,1373,2349,10,6
LGA54900,0,0,0,42,54,90,0,0,0,42,49,92,0,0,0,42,42,86,0,0,0,42,47,86,0,0,0,20,11,32,0,0,0,20,20,34,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,31,25,55,0,0,0,31,25,55,0,0,0,22,5,27,0,0,0,27,5,34,0,0,0,3,9,7,0,0,0,3,9,7,0,0,0,9,4,8,0,0,0,9,4,8,0,0,4,28,35,69,0,0,0,32,40,68,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,19,23,50,0,0,0,19,28,51,13,12,21,439,357,796,0,3,3,454,372,821,0,0,0,17,21,40,41,34,72,60,52,112,11,13,29,626,529,1160,37,37,75,680,582,1265,13,12,21,454,369,820,0,4,4,465,385,846,0,0,3,120,104,226,0,0,0,123,111,235,0,0,0,24,32,56,0,0
LGA54970,3,9,14,19,16,32,0,0,0,18,28,46,6,27,37,28,21,47,0,0,0,37,42,82,0,3,0,3,5,12,0,0,0,8,5,16,0,3,3,0,0,0,0,0,0,0,3,3,27,28,57,10,11,21,0,0,0,38,41,82,13,13,28,11,4,15,0,0,0,26,21,43,3,4,10,4,0,4,0,0,0,8,4,10,3,0,5,9,4,8,0,0,0,13,7,22,3,9,7,18,15,34,0,0,0,18,18,47,0,3,7,0,0,0,0,0,0,3,3,3,10,13,22,16,9,27,0,0,0,29,23,50,112,101,215,284,104,378,6,0,4,393,204,595,3,3,7,23,5,23,357,104,461,382,104,491,166,160,325,391,151,542,359,104,464,916,419,1333,115,109,224,292,107,395,6,0,4,416,213,629,33,21,54,65,28,90,0,0,3,97,52,150,11,14,26,7,8,15,0,0
LGA55040,9,5,12,24,20,43,0,0,0,35,27,56,5,12,19,47,33,78,0,0,0,57,41,100,0,0,0,9,9,13,0,0,0,9,9,13,0,0,0,0,0,3,0,0,0,4,4,6,6,11,19,12,14,28,0,0,0,25,20,48,0,3,3,13,7,21,0,0,0,15,5,27,0,5,5,7,0,7,0,0,0,7,5,8,0,0,0,6,3,12,0,0,0,12,3,14,5,5,9,31,37,75,0,0,0,36,41,81,0,0,0,8,0,8,0,0,0,7,0,9,5,4,7,29,23,49,0,0,0,29,23,54,44,60,99,391,271,659,5,0,8,431,331,767,0,3,6,32,18,54,355,133,483,385,158,542,73,83,159,554,385,939,361,134,487,979,606,1588,48,61,108,408,285,692,5,0,8,457,350,803,19,8,19,86,58,146,0,0,3,103,64,171,8,10,13,12,20,36,0,0
LGA55110,62,102,161,3927,6763,10690,39,60,104,4025,6929,10954,141,206,345,2838,4223,7059,16,30,44,2992,4456,7453,28,27,52,1856,1743,3599,19,22,42,1904,1789,3694,0,4,7,319,415,730,4,9,13,326,429,753,71,83,151,2828,2245,5074,27,27,51,2926,2351,5275,46,32,79,3072,1827,4897,26,25,49,3136,1878,5018,14,11,22,545,474,1023,0,5,0,556,493,1052,21,26,50,1100,1242,2345,7,19,21,1128,1287,2412,144,227,374,3239,5232,8476,16,30,43,3404,5492,8896,4,15,19,651,552,1202,4,7,11,656,573,1235,136,128,257,3163,4298,7462,19,28,45,3317,4455,7770,748,775,1528,23230,23992,47223,109,98,210,24090,24867,48956,91,93,185,1795,1925,3727,2344,1798,4142,4226,3821,8049,1262,1361,2620,39552,43544,83095,2558,2032,4593,43372,46934,90306,814,822,1637,24747,25803,50547,121,110,232,25681,26734,52415,244,275,524,8322,9968,18293,52,59,112,8619,10303,18930,71,105,175,2932,3807,6741,26,41
LGA55180,7,8,19,363,589,949,3,4,13,378,603,982,13,21,32,270,400,675,4,0,4,290,426,714,0,3,3,154,151,301,0,0,0,155,154,312,0,0,0,29,52,83,0,0,0,35,52,81,11,9,16,260,205,466,0,4,3,280,212,491,9,6,10,256,138,391,3,0,8,266,143,411,4,0,4,37,25,61,0,3,3,43,32,70,0,5,9,92,92,185,0,0,0,95,97,192,14,16,32,321,504,828,3,9,9,338,533,869,0,0,0,44,50,93,0,0,0,48,50,89,15,8,14,336,355,687,5,5,6,355,365,714,97,92,185,2511,2342,4854,12,13,25,2621,2448,5070,5,9,14,165,134,295,312,289,598,480,429,903,153,152,302,4083,4055,8132,343,316,659,4574,4522,9093,103,94,194,2683,2495,5173,18,13,33,2801,2601,5401,31,31,60,825,924,1750,6,10,19,868,964,1829,10,15,20,269,333,598,0,0
