LGA_CODE_2021,Rel_a_SecB_OSB_NRA_No_In_F,Rel_a_SecB_OSB_NRA_No_In_P,Rel_a_SecB_OSB_NRA_In_st_nsM,Rel_a_SecB_OSB_NRA_In_st_nsF,Rel_a_SecB_OSB_NRA_In_st_nsP,Rel_a_SecB_OSB_NRA_TotM,Rel_a_SecB_OSB_NRA_TotF,Rel_a_SecB_OSB_NRA_TotP,Rel_a_Rel_a_ns_Ind_M,Rel_a_Rel_a_ns_Ind_F,Rel_a_Rel_a_ns_Ind_P,Rel_a_Rel_a_ns_No_In_M,Rel_a_Rel_a_ns_No_In_F,Rel_a_Rel_a_ns_No_In_P,Rel_a_Rel_a_ns_In_st_nsM,Rel_a_Rel_a_ns_In_st_nsF,Rel_a_Rel_a_ns_In_st_nsP,Rel_a_Rel_a_ns_TotM,Rel_a_Rel_a_ns_TotF,Rel_a_Rel_a_ns_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M,HYSC_Y10_e_No_In_F,HYSC_Y10_e_No_In_P,HYSC_Y10_e_In_s_nsM,HYSC_Y10_e_In_s_nsF,HYSC_Y10_e_In_s_nsP,HYSC_Y10_e_TotM,HYSC_Y10_e_TotF,HYSC_Y10_e_TotP,HYSC_Y9_e_Ind_M,HYSC_Y9_e_Ind_F,HYSC_Y9_e_Ind_P,HYSC_Y9_e_No_In_M,HYSC_Y9_e_No_In_F,HYSC_Y9_e_No_In_P,HYSC_Y9_e_In_st_nsM,HYSC_Y9_e_In_st_nsF,HYSC_Y9_e_In_st_nsP,HYSC_Y9_e_TotM,HYSC_Y9_e_TotF,HYSC_Y9_e_TotP,HYSC_Y8_bel_Ind_M,HYSC_Y8_bel_Ind_F,HYSC_Y8_bel_Ind_P,HYSC_Y8_bel_No_Ind_M,HYSC_Y8_bel_No_Ind_F,HYSC_Y8_bel_No_Ind_P,HYSC_Y8_be_In_st_nsM,HYSC_Y8_be_In_st_nsF,HYSC_Y8_be_In_st_nsP,HYSC_Y8_bel_TotM,HYSC_Y8_bel_TotF,HYSC_Y8_bel_TotP,HYSC_Dng_to_sc_Ind_M,HYSC_Dng_to_sc_Ind_F,HYSC_Dng_to_sc_Ind_P,HYSC_Dng_to_sc_No_In_M,HYSC_Dng_to_sc_No_In_F,HYSC_Dng_to_sc_No_In_P,HYSC_Dng_sc_In_st_nsM,HYSC_Dng_sc_In_st_nsF,HYSC_Dng_sc_In_st_nsP,HYSC_Dng_to_sc_TotM,HYSC_Dng_to_sc_TotF,HYSC_Dng_to_sc_TotP,Tpe_ur_occ_pvte_dwg_Sh_Indi_M,Tpe_ur_occ_pvte_dwg_Sh_Indi_F,Tpe_ur_occ_pvte_dwg_Sh_Indi_P,Tpe_ur_occ_pte_dw_Sh_No_Ind_M,Tpe_ur_occ_pte_dw_Sh_No_Ind_F,Tpe_ur_occ_pte_dw_Sh_No_Ind_P,T_ur_occ_pte_dw_Sh_In_st_nsM,T_ur_occ_pte_dw_Sh_In_st_nsF,T_ur_occ_pte_dw_Sh_In_st_nsP,Tpe_ur_occ_pvte_dwg_Sh_TotM,Tpe_ur_occ_pvte_dwg_Sh_TotF,Tpe_ur_occ_pvte_dwg_Sh_TotP,T_ur_oc_p_dw_im_h_t_s_o_In_M,T_ur_oc_p_dw_im_h_t_s_o_In_F,T_ur_oc_p_dw_im_h_t_s_o_In_P,T_ur_o_pr_d_I_h_t_s_o_No_In_M,T_ur_o_pr_d_I_h_t_s_o_No_In_F,T_ur_o_pr_d_I_h_t_s_o_No_In_P,T_ur_o_p_d_I_h_t_s_o_i_s_nsM,T_ur_o_p_d_I_h_t_s_o_i_s_nsF,T_ur_o_p_d_I_h_t_s_o_i_s_nsP,T_ur_o_p_d_I_h_t_s_o_TotM,T_ur_o_p_d_I_h_t_s_o_TotF,T_ur_o_p_d_I_h_t_s_o_TotP,Ty_ur_oc_p_dw_Ot_p_dw_In_M,Ty_ur_oc_p_dw_Ot_p_dw_In_F,Ty_ur_oc_p_dw_Ot_p_dw_In_P,Ty_ur_o_pr_d_Ot_pr_d_No_In_M,Ty_ur_o_pr_d_Ot_pr_d_No_In_F,Ty_ur_o_pr_d_Ot_pr_d_No_In_P,Ty_ur_o_p_d_O_p_d_In_st_nsM,Ty_ur_o_p_d_O_p_d_In_st_nsF,Ty_ur_o_p_d_O_p_d_In_st_nsP,Ty_ur_oc_pr_dw_Ot_pr_dw_TotM,Ty_ur_oc_pr_dw_Ot_pr_dw_TotF,Ty_ur_oc_pr_dw_Ot_pr_dw_TotP,ty_ur_occ_pri_dw_Tot_Ind_M,ty_ur_occ_pri_dw_Tot_Ind_F,ty_ur_occ_pri_dw_Tot_Ind_P,ty_ur_occ_pri_dw_Tot_No_Ind_M,ty_ur_occ_pri_dw_Tot_No_Ind_F,ty_ur_occ_pri_dw_Tot_No_Ind_P,ty_ur_oc_pr_dw_Tot_In_st_nsM,ty_ur_oc_pr_dw_Tot_In_st_nsF,ty_ur_oc_pr_dw_Tot_In_st_nsP,ty_ur_occ_pri_dw_Tot_TotM,ty_ur_occ_pri_dw_Tot_TotF,ty_ur_occ_pri_dw_Tot_TotP
LGA53920,89,209,0,3,8,353,312,664,164,178,340,5,9,17,142,113,260,320,304,620,24,20,42,0,0,0,0,0,0,21,20,41,239,215,455,9,10,13,0,3,9,252,223,472,64,54,118,0,5,5,0,0,0,64,56,126,3,0,0,3,0,0,0,0,0,4,0,4,0,9,3,5,15,20,0,0,5,8,19,33,134,197,330,141,161,305,6,3,14,285,369,644,137,165,304,32,20,56,0,4,4,169,191,355,290,346,635,56,30,87,3,3,12,351,385,733,94,94,178,6,4,5,0,4,4,96,98,192,136,110,245,5,0,9,0,0,0,143,115,253,38,31,68,0,0,0,0,0,3,37,32,73,1186,1256,2445,119,110,232,69,77,146,1379,1441,2821,3,4,4,9,0,8,3,3,3,12,5,16,75,75,148,39,56,94,13,13,28,126,142,266,1262,1329,2591,164,162,327,87,94,183,1517,1592,3103
LGA53990,6228,13048,27,25,54,7139,6515,13655,13,26,37,385,327,716,713,496,1211,1116,845,1962,14,10,20,256,206,458,0,5,3,271,213,485,115,91,208,1985,1828,3809,13,12,20,2109,1926,4038,28,29,55,610,629,1240,4,0,3,647,659,1300,5,0,7,88,119,206,0,0,0,90,124,216,3,19,25,197,477,673,0,0,3,200,496,697,75,76,150,4228,5189,9413,14,21,36,4311,5285,9596,37,51,93,1394,1430,2823,5,5,8,1439,1491,2923,95,92,188,3384,3058,6436,16,20,33,3488,3169,6656,30,25,61,679,547,1223,9,5,11,715,578,1296,8,0,4,336,311,648,8,7,12,344,321,663,0,0,0,24,24,47,0,0,0,27,25,54,372,367,743,11734,12105,23841,386,397,778,12494,12868,25364,0,0,0,16,6,21,9,0,13,28,6,29,9,12,21,366,473,843,58,55,117,441,542,984,386,375,762,12124,12586,24706,453,455,904,12961,13420,26377
LGA54060,703,1521,10,9,15,869,761,1628,8,0,5,57,52,114,197,157,359,266,212,481,0,4,7,13,12,26,0,0,0,13,14,28,11,14,24,166,172,342,0,0,0,180,193,374,5,5,12,62,46,105,0,0,0,67,54,122,0,0,0,5,6,11,0,0,0,6,6,14,0,3,3,9,40,51,0,0,0,9,44,52,6,17,24,434,562,996,4,5,6,446,584,1031,8,7,16,175,195,373,0,0,5,191,205,394,11,26,38,464,421,884,3,6,9,483,455,931,6,7,11,135,88,224,4,0,3,145,99,237,0,6,6,74,51,124,0,0,0,75,51,128,0,0,0,0,3,3,0,0,0,0,3,3,45,73,121,1243,1319,2566,133,123,252,1423,1516,2935,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,129,141,269,24,18,48,164,167,330,56,76,130,1375,1457,2834,157,142,297,1589,1682,3266
LGA54130,270,590,0,0,0,346,283,631,0,0,0,24,18,42,50,49,95,80,67,142,0,0,3,9,4,10,0,0,0,9,4,15,6,5,7,63,68,128,0,0,0,67,70,135,0,0,0,9,7,23,0,0,0,11,7,21,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,4,15,20,0,0,0,0,15,13,3,5,9,222,220,445,0,0,0,226,228,454,0,0,0,36,51,83,0,0,0,36,51,87,10,0,10,121,91,207,0,0,0,128,91,220,0,5,0,32,10,39,0,0,0,28,12,42,0,0,0,13,3,17,0,0,0,14,3,18,0,0,0,0,0,0,0,0,0,0,0,0,22,12,28,451,397,852,38,41,76,513,451,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,45,0,0,0,25,26,50,22,9,33,475,427,901,40,41,80,533,481,1013
LGA54170,33368,70627,122,81,200,37821,33861,71681,31,25,59,1870,1647,3515,2375,1638,4017,4274,3315,7585,17,13,36,1421,1330,2750,4,0,6,1438,1343,2787,158,174,333,10461,9789,20251,36,23,59,10660,9989,20645,50,47,95,4201,4118,8318,11,17,26,4259,4183,8440,12,19,26,1964,1991,3950,5,9,10,1980,2014,3991,18,21,38,1907,3141,5049,5,11,15,1928,3172,5099,211,212,425,38459,41899,80361,103,95,203,38775,42204,80984,59,61,122,6324,6140,12462,17,19,36,6397,6222,12618,125,105,234,12140,11874,24012,40,56,98,12305,12034,24340,41,18,59,2387,2212,4602,10,15,25,2435,2248,4688,23,11,32,871,1107,1973,4,10,17,898,1124,2021,0,7,7,137,178,312,8,0,10,143,184,331,587,599,1185,67184,69091,136276,1088,1084,2169,68857,70780,139632,0,0,0,0,0,0,0,0,0,0,0,0,60,44,104,4963,6174,11141,211,253,468,5232,6470,11707,638,642,1285,72152,75271,147416,1294,1341,2632,74085,77255,151339
LGA54200,12064,25335,40,31,68,13726,12483,26212,40,46,82,773,701,1478,1134,842,1980,1947,1588,3537,18,27,39,470,435,907,0,0,4,482,462,946,177,147,324,3743,3581,7329,14,12,21,3934,3737,7675,54,56,108,1298,1302,2601,8,3,12,1354,1362,2718,8,14,20,549,567,1114,0,3,3,563,580,1137,10,32,45,612,1101,1718,6,4,5,627,1138,1766,138,176,316,11672,13352,25016,29,33,59,11840,13555,25395,61,75,142,2522,2414,4938,6,6,13,2593,2493,5089,123,129,252,5416,5054,10471,24,13,37,5562,5201,10765,45,35,84,1186,996,2184,9,8,13,1235,1037,2276,19,15,34,564,567,1123,3,8,7,582,592,1171,7,0,10,112,133,244,0,0,6,123,136,259,590,599,1187,24848,25654,50503,657,630,1285,26090,26884,52970,0,3,6,8,9,18,0,0,0,10,11,20,17,21,45,855,1191,2041,49,64,118,922,1280,2204,607,627,1235,25705,26855,52559,706,695,1404,27023,28176,55195
LGA54280,5417,11986,25,16,40,7156,5919,13075,280,144,426,455,324,780,1439,1099,2545,2179,1572,3749,21,26,48,252,265,514,0,0,0,273,291,565,231,202,435,1706,1627,3331,5,6,11,1938,1834,3768,35,53,95,456,394,853,3,0,4,498,453,947,4,3,13,142,132,279,0,0,0,148,140,284,13,23,39,375,589,964,4,0,0,394,615,1010,199,180,382,4509,4992,9497,14,20,34,4725,5189,9913,88,109,196,1399,1107,2514,14,0,18,1502,1225,2731,293,231,528,3040,2155,5196,20,13,33,3359,2397,5760,71,53,121,572,403,970,3,8,7,643,464,1104,62,32,92,240,240,474,0,3,4,301,269,566,22,8,34,50,34,79,0,3,3,69,46,114,802,782,1591,10078,9536,19611,786,686,1469,11666,11005,22678,0,0,0,0,0,0,0,0,0,0,0,0,122,114,241,1617,1439,3055,333,265,598,2077,1819,3896,935,898,1831,11698,10979,22671,1115,952,2070,13743,12828,26573
LGA54310,4034,8993,30,24,58,5707,4751,10458,311,154,463,257,165,429,1985,1382,3369,2554,1704,4261,32,22,59,224,193,417,0,0,0,262,216,474,251,232,486,1356,1292,2652,12,5,15,1626,1532,3152,62,54,112,328,274,599,0,0,4,397,324,719,5,7,16,49,70,123,0,0,0,56,81,135,17,36,53,219,420,641,0,0,0,240,455,693,264,256,524,3409,3682,7090,16,18,29,3686,3952,7640,158,158,318,938,606,1545,4,0,6,1106,765,1871,373,261,632,1625,966,2591,12,7,16,2003,1232,3235,72,61,132,283,181,470,3,3,9,357,247,603,63,43,111,77,64,143,4,5,5,144,110,257,24,3,31,26,10,34,0,0,0,46,15,65,901,867,1760,6584,6117,12702,992,922,1917,8477,7900,16380,4,4,7,0,3,7,0,0,0,9,6,9,210,201,412,1068,908,1977,364,313,674,1639,1429,3067,1116,1064,2182,7656,7030,14687,1355,1236,2591,10124,9337,19463
LGA54340,559,1228,6,11,17,765,669,1433,11,6,19,73,56,132,178,157,338,265,223,489,3,0,4,26,20,49,0,0,0,27,30,51,28,35,56,191,167,355,3,8,8,220,207,427,12,12,24,55,55,108,3,3,0,71,67,142,0,0,0,18,18,40,0,0,0,20,18,36,0,5,5,21,64,90,0,0,0,21,67,92,25,38,55,536,580,1112,3,9,9,561,616,1175,22,24,42,159,162,329,0,6,6,187,193,377,32,45,77,372,307,674,5,5,10,415,353,767,13,16,24,99,78,174,5,0,5,111,94,208,14,7,15,105,93,196,0,3,4,121,104,223,0,3,0,56,56,115,0,0,0,59,56,121,148,157,303,1508,1421,2925,169,154,321,1820,1724,3547,0,0,0,0,0,0,0,0,0,0,0,0,15,17,31,92,81,172,9,12,28,116,114,236,160,176,336,1601,1499,3098,176,170,341,1936,1843,3775
LGA54410,190,427,9,8,12,274,203,480,4,0,3,17,21,37,61,53,110,83,72,156,0,0,0,5,4,6,0,0,0,5,4,6,7,4,9,41,34,74,0,0,3,45,33,81,0,6,3,15,25,34,0,0,0,14,26,43,0,0,0,4,5,4,0,0,0,4,5,4,0,0,0,3,12,19,0,0,0,3,12,19,5,0,8,151,164,315,0,0,3,162,163,329,4,0,7,43,47,90,0,0,0,45,55,98,14,8,25,123,126,246,0,0,0,133,141,272,10,4,9,33,28,66,0,0,0,44,35,79,0,0,5,31,16,48,6,0,9,37,21,56,0,0,0,0,0,3,0,0,0,3,0,5,33,23,55,396,392,788,59,47,107,491,462,952,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,13,13,27,3,0,3,18,23,39,37,27,67,409,403,810,62,48,112,508,479,994
LGA54480,106,249,0,4,8,140,108,255,0,0,0,14,3,17,24,24,48,34,32,63,0,0,0,3,5,4,0,0,0,3,4,11,0,0,0,39,31,68,0,0,3,40,29,69,0,0,0,11,3,17,0,0,0,11,3,17,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,13,0,0,0,0,10,13,0,0,0,100,88,191,0,0,0,105,88,192,0,0,0,20,14,30,0,0,0,20,15,30,0,0,0,51,27,74,0,0,0,51,29,80,0,0,0,9,0,7,0,0,0,8,0,13,0,0,0,8,0,7,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,211,179,387,23,22,47,235,200,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,13,5,10,0,0,3,217,178,389,31,23,55,242,201,450
LGA54550,334,719,3,0,6,424,372,792,0,0,0,34,21,54,65,64,124,95,85,181,0,0,0,16,12,29,0,0,0,12,10,28,7,12,19,112,111,224,0,0,0,119,120,237,0,0,0,13,13,33,0,0,0,13,19,32,0,0,0,0,7,10,0,0,0,0,7,10,0,4,4,8,26,30,0,0,0,8,28,33,5,10,14,344,369,714,3,0,4,348,383,734,0,4,4,71,64,134,0,0,4,75,71,144,8,11,20,193,144,340,3,5,9,209,163,371,5,0,4,37,21,58,0,0,4,42,18,60,5,5,5,24,28,57,0,0,0,26,31,62,0,0,0,0,0,0,0,0,0,0,0,0,43,42,84,766,705,1470,61,60,122,866,812,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,24,36,0,3,6,18,25,49,42,46,97,777,732,1510,65,62,122,889,841,1728
LGA54620,115,300,3,0,3,202,135,337,4,6,8,21,15,31,49,45,93,71,61,130,0,0,0,4,0,6,0,0,0,4,0,6,7,8,16,31,30,61,0,0,0,45,38,82,0,0,0,4,9,10,0,0,0,3,9,15,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,0,16,11,0,0,0,0,14,13,0,3,3,136,141,282,0,0,0,136,148,284,0,0,0,35,29,63,0,0,0,34,32,64,8,13,19,93,63,155,4,0,6,105,70,176,3,3,6,20,11,29,0,0,0,22,14,41,0,3,6,18,6,28,0,0,0,24,10,29,0,0,0,4,0,4,0,0,0,4,0,4,22,27,51,301,258,556,37,41,80,359,324,690,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,6,13,4,0,3,13,11,22,25,27,52,308,263,571,38,43,81,372,335,707
LGA54690,71,165,0,0,0,93,80,176,0,0,0,9,10,18,7,0,5,17,10,26,0,0,0,4,4,5,0,0,0,4,4,5,0,0,0,26,18,45,0,0,0,31,17,48,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,4,0,0,0,3,3,8,0,0,0,63,65,127,0,0,0,63,63,125,0,4,5,18,9,31,0,0,0,19,14,33,0,0,0,49,36,86,0,0,0,49,35,87,0,4,4,12,9,21,0,0,0,12,8,22,0,0,0,11,3,14,0,0,0,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,173,136,305,0,0,5,180,143,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,176,136,308,4,0,4,181,143,320
LGA54760,139,322,0,0,0,186,148,334,0,0,0,7,8,15,43,36,78,47,47,92,0,0,0,3,10,12,0,0,0,7,10,16,0,3,3,48,47,97,0,0,0,48,50,99,0,0,0,5,5,10,0,0,0,5,8,12,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,6,15,19,0,0,0,6,15,19,6,3,6,155,151,304,0,0,0,158,151,312,0,0,0,23,29,52,0,0,0,23,26,53,0,4,0,69,46,120,0,0,0,76,49,124,0,0,5,10,12,18,0,0,0,14,10,21,0,0,0,17,4,22,0,0,0,17,4,22,0,0,0,0,0,3,0,0,0,3,0,0,6,10,19,299,275,575,38,31,71,340,313,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,0,3,7,5,11,23,6,12,19,303,283,585,42,35,74,347,328,675
LGA54830,9151,19052,47,34,77,10480,9700,20180,522,19,542,1371,570,1941,1119,845,1965,3014,1437,4443,23,30,51,455,509,960,0,0,0,478,532,1010,201,156,364,3008,2762,5770,10,14,22,3219,2934,6154,46,45,91,885,843,1725,5,3,3,934,893,1824,5,7,16,361,430,792,0,0,0,370,437,807,21,43,59,627,1125,1755,0,4,5,645,1165,1812,185,197,377,8328,9399,17723,18,26,42,8523,9616,18139,63,77,143,1864,1714,3580,9,4,17,1934,1796,3730,526,146,671,4294,3518,7811,16,12,32,4831,3682,8510,51,48,101,836,720,1557,9,3,7,888,775,1666,53,22,72,418,429,843,4,6,8,471,457,926,50,3,49,97,111,210,0,0,5,153,116,261,678,676,1354,18595,19150,37748,750,707,1458,20021,20534,40559,0,0,0,0,0,4,0,0,0,0,0,4,42,44,85,752,868,1616,82,81,168,878,985,1862,719,718,1437,19348,20018,39364,834,787,1622,20899,21523,42426
LGA54900,254,554,0,0,0,317,262,576,0,5,5,22,15,35,41,35,72,60,54,111,0,0,3,13,11,21,0,0,0,10,10,25,3,4,11,75,60,138,0,0,0,79,66,138,0,0,0,11,21,30,0,0,0,11,21,30,0,0,0,5,9,8,0,0,0,5,9,8,0,0,0,3,4,9,0,0,0,3,4,9,4,7,11,265,249,511,0,0,0,268,255,521,0,3,3,45,50,98,0,0,0,45,54,100,3,0,9,134,98,233,0,0,0,138,100,239,0,0,0,25,20,40,0,0,3,30,16,43,0,0,0,11,8,22,0,0,0,9,8,21,0,0,0,0,0,0,0,0,0,0,4,3,9,13,30,542,448,987,31,33,60,582,493,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,32,0,0,0,19,15,30,9,13,30,556,463,1023,28,33,65,599,511,1106
LGA54970,83,293,6,0,4,313,177,492,3,3,9,10,4,9,357,104,461,368,103,472,0,0,0,0,0,4,0,0,0,0,6,9,31,22,56,6,5,11,0,0,0,41,31,68,14,6,17,0,0,0,0,0,0,14,6,17,0,0,0,4,0,5,0,0,0,4,0,7,0,0,0,22,3,23,0,0,0,22,3,26,24,21,44,194,86,281,0,0,0,216,112,327,27,23,52,58,24,84,0,0,0,85,46,135,51,51,102,81,21,107,0,0,0,137,73,213,6,12,18,13,0,16,0,0,0,20,16,37,10,13,20,13,0,7,0,0,0,17,11,33,0,0,0,5,0,5,0,0,0,5,0,6,124,139,267,70,64,131,29,27,54,224,231,457,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,8,10,16,3,4,3,23,22,40,133,145,283,79,77,156,37,33,61,245,251,495
LGA55040,207,530,0,0,3,362,255,621,3,6,8,21,11,28,355,132,486,378,143,525,6,0,5,6,9,21,0,0,0,12,14,21,23,14,31,59,46,102,0,0,0,77,53,131,0,3,5,4,5,11,0,0,0,7,10,14,0,0,0,9,10,12,0,0,0,4,9,15,3,0,3,16,16,30,0,0,0,14,16,35,14,11,24,226,160,390,0,0,0,240,172,409,6,13,18,62,34,102,0,0,0,70,49,119,14,16,31,120,73,192,0,0,0,133,92,226,4,7,8,31,11,45,5,0,5,35,16,57,5,15,19,10,9,16,0,0,0,9,22,36,0,0,0,5,0,6,0,0,0,3,0,7,57,65,121,250,257,504,61,53,109,362,371,739,0,0,0,0,0,0,0,0,0,0,0,0,4,14,19,33,40,73,3,16,27,41,72,118,63,73,137,282,295,577,62,72,136,410,449,851
LGA55110,19453,39652,104,99,202,21128,20438,41562,52,40,88,1281,1373,2650,2329,1791,4113,3658,3201,6858,43,34,76,636,619,1259,7,0,5,685,663,1344,333,340,671,4782,4736,9519,25,28,51,5137,5109,10242,79,96,179,1655,1698,3351,3,8,11,1739,1801,3543,14,29,43,471,673,1148,0,0,7,482,703,1189,22,27,53,703,1652,2350,0,11,11,721,1687,2410,232,287,524,14226,16960,31187,63,68,131,14523,17318,31840,119,114,239,4068,4498,8566,21,23,46,4214,4637,8846,260,285,544,9821,10482,20306,54,62,115,10140,10826,20963,88,83,171,2274,2207,4479,24,14,43,2385,2300,4688,31,34,66,1225,1238,2456,20,18,32,1270,1281,2554,14,10,18,108,102,209,0,5,3,116,110,225,1052,1139,2197,32443,35927,68375,1133,1229,2362,34629,38299,72931,0,0,0,10,5,17,0,0,0,10,9,17,88,106,196,3748,4824,8577,258,286,543,4095,5214,9310,1148,1249,2392,36204,40761,76961,1388,1516,2902,38739,43517,82255
LGA55180,2019,4261,16,8,28,2359,2135,4497,7,11,13,152,132,288,307,289,601,467,434,904,0,0,5,65,43,116,0,0,0,67,50,117,38,39,77,459,421,877,0,5,4,493,461,955,7,13,29,152,159,311,0,0,3,164,176,341,0,0,0,20,18,36,0,0,0,22,20,39,0,4,7,42,98,134,0,0,0,45,101,143,32,33,67,1348,1641,2988,8,8,13,1381,1683,3071,14,15,31,410,484,894,3,3,11,424,504,929,36,28,68,1114,883,2000,4,7,19,1156,920,2078,11,4,17,268,196,467,3,0,0,284,205,486,0,3,3,162,138,293,5,3,5,163,139,304,0,0,0,39,17,56,0,0,0,37,19,59,130,136,261,3512,3501,7006,234,247,481,3872,3878,7748,0,0,0,8,7,9,0,0,0,8,7,9,16,7,23,127,140,266,15,9,27,160,157,320,142,142,284,3641,3644,7286,250,259,508,4040,4042,8080
LGA55250,66,233,3,0,8,263,180,444,48,51,102,13,5,13,159,88,246,219,144,365,8,6,5,0,0,0,0,0,0,5,4,7,35,37,70,6,8,14,0,0,0,43,42,85,9,10,23,0,0,0,0,0,0,9,12,23,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,13,13,25,0,0,0,13,15,27,16,43,58,151,83,236,3,0,7,174,129,300,12,28,38,41,20,59,0,0,0,56,43,101,45,55,101,100,27,127,4,0,4,147,88,238,18,13,23,15,10,22,0,0,0,30,21,48,23,18,34,9,0,15,0,0,0,37,14,52,0,3,3,6,0,6,0,0,0,6,3,5,173,198,369,113,76,187,44,53,99,331,322,648,0,0,0,0,0,0,0,0,0,0,0,0,15,21,34,21,23,47,6,5,16,48,44,98,187,217,399,134,94,232,57,60,110,376,369,750
LGA55320,20215,41614,51,51,105,21715,20557,42271,32,49,78,1173,1235,2411,1544,1297,2833,2746,2578,5322,12,12,27,827,775,1604,3,3,6,843,792,1626,77,81,159,6276,6037,12314,18,10,28,6375,6129,12502,37,29,63,2713,2850,5564,9,5,9,2752,2883,5635,21,21,37,1637,1748,3377,4,5,11,1657,1768,3430,17,20,41,1543,2245,3786,0,0,5,1556,2270,3827,136,170,307,27758,30426,58190,68,57,127,27958,30661,58620,50,29,80,2877,3076,5951,10,15,27,2934,3124,6059,66,79,153,5472,6606,12079,24,43,61,5568,6728,12294,26,26,54,1252,1406,2655,8,8,15,1288,1440,2730,18,12,23,658,996,1657,3,13,19,678,1023,1703,0,3,3,133,206,332,0,0,0,130,202,342,305,326,635,37870,40055,77928,613,671,1283,38792,41052,79845,0,0,0,0,0,0,0,0,0,0,0,0,93,104,193,7256,9298,16546,290,346,635,7631,9745,17376,401,430,828,45124,49352,94477,905,1012,1919,46427,50799,97221
