LGA_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
LGA58680,3,4,10,198,163,361,47,44,85,249,209,463,0,0,0,145,92,235,0,0,0,148,90,242,3,0,3,4,0,3,0,0,0,8,0,8,0,0,0,154,94,247,0,0,0,156,92,253,0,4,3,42,73,114,0,0,0,42,79,126,0,0,0,0,0,0,47,36,83,48,38,90,75,0,75,3.3,1.1,2.5,0,0,0,5.1,1.1,3.6,80,0,44.4,77.3,55.2,67.2,2,2.5,2.2,62.7,44,54.2,20,0,11.1,74.7,54.5,65.6,2,2.5,2.2,59.5,43.5,52.3,0,0,0,8,18,28,0,0,0,8,18,26,0,0,0,141,70,210,0,0,0,142,70,212,0,0,0,7,13,14,0,0,0,7,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,4,4,18,24,0,0,0,9,18,26,0,0,0,11,24,33,0,0,0,12,24,38,0,0,0,61,24,82,0,0
LGA58760,1110,1288,2401,74295,79932,154231,3726,2646,6365,79132,83860,162994,618,573,1185,53336,49847,103182,130,101,228,54083,50519,104601,126,103,230,3036,3048,6084,16,6,27,3187,3161,6347,744,678,1414,56374,52894,109268,147,105,255,57268,53677,110941,343,590,941,17060,26008,43067,114,150,265,17518,26749,44270,26,20,43,863,1028,1893,3463,2381,5846,4345,3437,7784,17.1,15.4,16.3,5.4,5.8,5.6,11.6,7.5,9.8,5.6,5.9,5.7,66.7,52.4,59.1,75.9,66.2,70.8,3.9,4,4,72.4,64,68.1,55.3,44.4,49.4,71.8,62.4,66.9,3.5,3.7,3.6,68.3,60.2,64.2,53,137,190,4754,7934,12687,13,13,28,4825,8084,12913,544,421,968,47842,41386,89230,111,77,184,48495,41888,90380,26,19,43,4018,2494,6516,11,3,11,4055,2517,6572,6,5,13,2307,2429,4731,0,0,0,2310,2435,4753,11,23,27,814,1935,2746,4,4,5,826,1952,2779,28,79,108,7950,12564,20516,11,22,37,7993,12664,20656,34,99,136,6730,9712,16438,15,17,32,6782,9828,16604,264,226,493,21595,11810,33408,82,38
LGA58820,57,54,106,1575,1603,3182,139,100,245,1775,1756,3533,32,24,60,926,759,1683,9,5,13,967,790,1750,5,4,16,54,59,109,0,0,0,60,64,124,41,32,75,973,816,1792,9,5,13,1029,847,1879,11,19,36,560,741,1298,10,3,15,581,768,1347,0,0,6,43,44,91,123,92,217,174,139,313,20.9,12.5,17.3,5.4,7.2,6.3,0,0,0,6,7.4,6.7,75.4,60.4,68.2,61.9,50.8,56.3,5,3.9,4.5,57.8,48.4,53.1,59.6,52.8,56.4,58.5,47.1,52.8,5,3.9,4.5,54.3,44.8,49.6,9,7,15,37,113,146,0,0,0,39,117,161,28,20,48,872,631,1502,9,4,10,905,656,1556,0,4,3,58,36,95,0,0,0,60,39,96,0,0,4,10,12,25,0,0,0,7,12,24,0,0,0,7,23,29,0,0,0,8,23,34,0,0,5,63,128,191,0,0,0,65,132,192,3,6,3,89,155,244,0,0,0,93,155,252,12,17,25,535,280,817,5,0
LGA58890,11,10,19,294,257,552,32,34,67,343,300,636,9,3,14,213,153,368,0,0,0,220,158,378,0,0,0,0,3,7,0,0,0,0,3,8,11,3,12,214,155,370,0,0,0,225,161,386,0,5,5,79,91,165,0,0,0,81,94,175,0,0,0,4,4,12,32,34,67,37,37,76,22.2,0,14.3,0.5,3.1,1.6,0,0,0,1.4,3,2.1,81.8,62.5,73.7,71.7,62.4,67.4,0,0,0,65.1,55.4,60.6,63.6,62.5,63.2,71.4,60.4,66.3,0,0,0,64.2,53.7,59.3,0,0,0,9,23,37,0,0,0,9,26,34,9,8,10,199,130,331,0,0,0,212,133,343,0,0,4,26,13,41,0,0,0,27,14,41,0,0,0,5,4,6,0,0,0,5,4,6,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,17,39,58,0,0,0,17,39,58,0,0,0,10,27,39,0,0,0,10,27,39,0,5,6,70,28,108,0,0
LGA59030,0,3,4,95,87,179,9,12,20,102,102,203,0,0,5,66,49,112,0,0,0,64,52,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,52,116,0,0,0,65,50,115,0,0,0,30,37,61,0,0,0,29,35,64,0,0,0,3,0,3,9,12,20,10,14,21,0,0,0,1.5,2,1.7,0,0,0,1.5,2,1.7,50,50,50,70.2,56.3,63.5,0,0,0,63.8,50,57.1,50,50,50,69.1,55.2,62.4,0,0,0,62.9,49,56.1,0,0,0,7,15,22,0,0,0,7,15,22,0,0,5,57,38,94,0,0,0,58,38,100,0,0,0,12,6,16,0,0,0,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,0,0,0,3,12,14,0,0,0,6,8,16,0,0,0,6,8,16,0,0,0,21,17,37,0,0
LGA59100,4,3,6,238,216,457,51,38,88,294,263,552,0,3,3,179,138,311,0,0,0,180,136,322,0,0,0,6,4,16,0,0,0,12,4,12,0,3,10,183,136,322,0,0,0,192,143,337,3,0,0,54,77,126,0,0,0,53,74,132,0,0,0,0,0,0,43,42,87,47,43,83,100,0,50,3.8,3.6,3.7,0,0,0,5.3,3.4,4.5,60,75,66.7,77.7,64.8,71.6,4.1,4.9,4.4,65.1,55.6,60.6,0,75,33.3,74.8,62.5,68.9,4.1,4.9,4.4,61.6,53.6,57.9,0,0,0,18,32,49,0,0,0,18,36,51,0,0,0,157,102,260,0,0,4,160,102,266,0,0,0,14,13,27,0,0,0,14,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,15,31,44,0,0,0,10,31,44,0,0,0,9,26,33,0,0,0,9,26,33,0,0,0,52,35,79,0,0
LGA59170,3,3,10,362,342,705,42,44,89,408,389,803,0,3,5,292,237,526,3,4,4,298,240,537,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,299,237,535,3,4,4,298,240,541,0,3,6,63,105,161,0,0,0,64,104,171,0,0,0,5,4,8,44,39,80,44,44,89,0,33.3,16.7,0.7,0,0.4,0,0,0,0.7,0.4,0.6,75,60,66.7,81.8,68.5,75.4,4.7,4.7,4.7,73.7,61.4,67.7,75,40,55.6,81.3,68.5,75.1,4.7,4.7,4.7,73.2,61.1,67.3,0,0,5,16,46,63,0,0,0,15,45,65,0,0,5,273,182,465,0,0,3,282,189,470,0,0,0,38,17,51,0,0,0,38,17,51,0,0,0,0,8,12,0,0,0,0,8,12,0,0,0,0,11,13,0,0,0,0,11,13,0,0,0,26,65,92,0,0,0,29,65,95,0,0,0,30,39,69,0,0,0,30,41,72,0,0,0,82,55,138,0,0
LGA59250,48,49,99,152,58,211,104,35,142,303,140,452,12,9,24,131,45,175,0,0,0,143,57,196,6,0,6,0,0,5,0,0,0,4,0,9,14,9,24,133,42,178,0,0,0,147,53,203,33,44,77,18,6,25,0,0,0,49,54,98,0,0,0,5,3,3,108,35,137,113,31,148,20,0,12,2.3,2.2,2.2,0,0,0,4.1,1.8,3.4,32.6,19.2,25.5,86.9,79.3,84.8,0,0,0,48.2,39.4,45.4,26.1,19.2,22.4,85,77.6,82.9,0,0,0,46.3,38.7,43.9,0,6,3,9,14,22,0,0,0,9,19,29,9,3,16,117,32,152,0,0,0,124,37,160,0,0,0,5,0,4,0,0,0,5,0,4,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,0,0,5,0,0,0,0,0,5,0,4,4,15,12,24,0,0,0,15,11,27,0,0,0,15,8,22,0,0,0,15,8,25,6,5,5,58,9,66,0,0
LGA59310,26,20,47,489,426,917,58,38,93,569,486,1058,17,8,25,350,268,613,4,0,10,372,273,648,0,0,0,4,12,15,0,0,0,4,11,17,17,6,26,356,276,631,4,0,10,380,287,666,3,13,19,130,146,279,0,0,3,145,163,304,0,0,0,3,6,8,47,35,79,54,36,89,0,22.2,7.7,2,3.6,2.7,0,0,0,1.9,4.2,2.9,68,40.9,55.3,72.2,64.6,68.7,10.7,8.3,9.8,66,59.4,63,68,31.8,51.1,70.8,62.3,66.8,10.7,8.3,9.8,64.8,56.9,61.2,4,3,5,28,65,93,0,0,0,33,71,101,14,4,22,318,199,514,4,3,7,333,207,544,0,0,0,25,14,34,3,0,3,25,14,40,0,0,0,9,5,12,0,0,0,9,5,12,0,0,0,5,14,18,0,0,0,5,14,18,0,0,0,25,47,70,0,0,0,25,47,71,0,0,0,16,45,61,0,0,0,18,47,59,3,0,11,141,63,209,4,0
LGA59320,3,0,7,160,150,312,19,13,36,187,167,357,0,0,4,115,88,203,3,0,8,122,90,210,0,0,0,0,5,6,0,0,0,0,5,6,0,0,4,117,92,207,3,0,8,123,95,217,0,0,0,42,56,98,0,0,0,42,59,101,0,0,0,0,3,4,16,16,33,18,17,36,0,0,0,3.4,3.3,3.3,0,0,0,3.3,3.2,3.2,50,50,50,72.7,60.9,67,18.2,6.7,13.5,65.8,56,61.1,50,50,50,70.2,58.9,64.7,18.2,6.7,13.5,63.6,54.2,59.2,0,0,0,3,23,26,0,0,0,3,23,30,0,0,0,110,62,169,3,0,8,113,60,173,0,0,0,14,5,26,0,0,0,14,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,14,20,31,0,0,0,12,23,30,0,0,0,5,22,29,0,0,0,5,22,29,0,0,0,38,28,64,0,0
LGA59330,14,8,21,184,164,350,18,26,39,216,194,409,3,4,8,111,93,203,0,0,0,116,96,208,0,0,0,4,3,6,0,0,0,8,4,11,7,3,4,114,91,207,0,0,0,123,94,222,4,6,14,69,67,132,0,0,0,75,71,145,0,0,0,0,0,8,16,26,37,22,28,50,20,33.3,25,5.1,3.2,4.3,0,0,0,5.7,4.1,5,41.7,33.3,38.1,63.2,57.7,60.6,0,0,0,56.7,50,53.5,33.3,22.2,28.6,60,55.8,58,0,0,0,53.5,47.9,50.9,0,0,0,14,35,47,0,0,0,16,32,50,3,0,4,93,62,151,0,0,0,91,61,156,0,0,0,8,6,8,0,0,0,8,6,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,11,20,28,0,0,0,11,22,33,0,0,0,6,12,16,0,0,0,7,12,23,3,0,10,38,23,60,0,0
LGA59340,784,915,1700,1575,1538,3113,482,467,946,2836,2921,5761,280,264,553,1311,1309,2624,17,6,23,1615,1580,3198,47,36,80,22,18,42,0,0,0,76,54,124,329,302,633,1340,1323,2664,17,4,29,1690,1636,3321,409,567,970,215,204,423,6,16,21,625,783,1410,53,48,101,16,12,31,455,445,898,527,501,1023,14.6,11.6,13.1,1.9,1.2,1.5,0,12.5,3.7,4.3,3.2,3.8,41.9,33.1,37.2,85.1,86,85.5,4,1.7,2.9,59.5,56,57.7,35.8,29.3,32.3,83.5,84.9,84.2,4,1.5,2.8,56.9,54.2,55.5,43,47,88,228,352,578,3,5,3,273,402,671,220,209,429,1074,946,2013,15,4,18,1309,1152,2463,0,0,4,53,31,85,0,0,0,57,35,87,5,0,10,59,97,151,0,0,0,58,98,158,0,3,3,31,68,91,0,0,0,32,68,102,14,18,33,200,416,621,6,0,6,221,435,657,18,32,49,122,192,317,4,0,3,140,228,367,105,79,186,525,214,740,3,0
LGA59350,22,24,46,89,37,117,111,27,143,224,86,313,10,11,23,77,24,99,0,0,0,88,35,120,6,0,3,0,0,0,0,0,0,6,0,3,11,10,28,77,24,99,0,0,0,94,38,126,6,14,21,6,7,18,0,0,0,20,16,36,0,0,0,3,0,7,111,27,143,120,28,147,21.4,16.7,19.2,0,0,0,0,0,0,3.3,5.6,4,63.6,50,56.5,86.4,72.7,82.6,0,0,0,40,41.9,40.5,50,41.7,45.7,86.4,72.7,82.6,0,0,0,38.7,39.5,38.9,7,5,12,6,5,10,0,0,0,11,14,24,7,4,11,69,17,88,0,0,0,75,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,9,4,15,0,0,0,5,0,4,0,0,0,5,0,4,0,0,3,39,6,48,0,0
LGA59360,9,8,21,519,325,844,144,47,190,671,388,1055,3,3,6,394,209,610,3,3,5,401,218,620,0,0,0,12,11,21,0,0,0,14,14,20,9,5,7,410,223,627,3,3,5,413,225,645,6,7,11,96,103,200,0,0,0,99,107,210,3,0,3,14,4,11,143,42,184,157,48,201,20,25,22.2,2.9,4.5,3.5,0,0,0,3.1,4.8,3.7,45.5,36.4,40.9,78.9,67.8,74.6,1.4,6.1,2.6,61.8,59.1,60.8,36.4,27.3,31.8,76.6,64.7,72,1.4,6.1,2.6,59.9,56.2,58.6,0,0,0,35,48,75,0,0,0,35,43,80,3,3,6,356,161,517,3,0,5,360,165,528,0,0,0,30,7,36,0,0,0,30,11,37,0,0,0,0,3,13,0,0,0,0,3,13,0,0,0,0,0,6,0,0,0,0,3,11,0,0,0,32,46,72,0,0,0,32,46,72,0,0,0,26,34,62,0,0,0,26,34,62,0,0,0,131,39,166,0,0
LGA59370,44,56,94,1299,1314,2610,142,112,255,1487,1476,2964,23,29,52,696,648,1346,5,3,15,726,682,1408,6,8,11,43,32,69,0,0,0,46,35,88,28,37,64,737,683,1420,9,3,12,777,720,1496,12,20,29,544,615,1163,7,9,15,567,641,1211,0,0,0,14,17,35,129,97,225,145,112,263,23.3,20,21.5,5.6,4.7,5.2,12.5,0,7.7,6.3,5.4,5.9,68.2,66,67,56.7,51.8,54.2,5.6,4.5,5.1,52.1,48.7,50.4,52.3,52.8,52.6,53.5,49.3,51.4,4.9,4.5,4.7,48.8,46.1,47.5,0,8,8,70,148,214,0,0,0,70,158,224,24,21,43,620,484,1097,6,0,10,643,509,1154,0,0,0,69,46,111,0,0,0,69,44,106,0,3,3,24,34,60,0,0,0,24,38,60,0,0,0,8,45,53,0,0,0,10,42,52,0,6,3,99,162,254,0,0,0,97,161,262,3,0,5,95,169,263,3,0,0,98,171,266,6,10,16,347,163,509,4,0
LGA59499,749,597,1349,2772,2019,4792,731,417,1145,4247,3030,7285,47,33,79,844,681,1526,8,0,8,899,715,1614,25,25,51,201,136,339,0,4,3,227,160,392,74,56,132,1040,820,1859,7,6,17,1125,875,2000,90,94,179,886,870,1758,14,10,24,990,967,1955,583,454,1038,843,337,1180,708,405,1111,2132,1193,3326,38.2,39.6,38.8,19.1,16.7,18.1,11.1,75,30.8,20.3,18.4,19.5,10.2,8.9,9.6,37.6,40.5,38.8,1.2,1,1.1,26.5,28.8,27.5,6.3,5.4,5.9,30.4,33.7,31.8,1.1,0.2,0.8,21.1,23.5,22.1,6,5,6,43,91,134,0,0,0,46,95,142,38,25,63,792,586,1377,8,0,8,839,610,1447,0,6,7,52,27,81,0,0,0,52,30,87,0,3,0,60,87,145,0,0,0,64,90,148,0,0,0,29,50,74,0,0,0,29,49,77,4,3,9,223,333,560,0,0,0,227,340,563,5,4,11,142,182,323,0,0,0,143,190,335,34,15,54,616,268,888,4,3
LGA59799,7,3,9,256,38,294,193,19,218,455,61,516,6,3,11,242,27,267,3,0,3,246,29,277,0,0,0,3,0,3,0,0,0,3,0,3,6,3,11,241,27,269,3,0,3,252,29,277,0,0,0,12,9,19,0,0,0,12,9,18,0,0,0,3,0,3,191,19,214,195,19,220,0,0,0,1.2,0,1.1,0,0,0,1.2,0,1.1,87.5,100,90,94.1,80,92.4,1,0,0.9,54.6,50.8,54.2,87.5,100,90,93,80,91.4,1,0,0.9,53.9,50.8,53.6,0,0,0,4,0,4,0,0,0,4,0,4,6,3,11,237,27,264,3,0,3,244,29,273,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,31,9,37,0,0,0,36,9,39,0,0,3,22,5,28,0,0,0,24,7,35,5,0,5,96,3,101,0,0
