LGA_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
LGA57420,39,47,88,958,858,1817,101,80,184,1095,987,2085,6,9,13,73,57,134,0,8,13,76,78,155,8,6,17,107,101,202,3,13,16,112,120,234,3,6,11,61,59,113,13,6,11,77,70,139,10,10,17,250,243,492,30,21,45,294,267,561,12,12,22,294,235,527,45,25,70,347,266,615,4,3,5,176,169,345,11,15,24,194,182,373,33,43,81,877,764,1643,86,65,150,996,879,1879,0,0,0,5,4,9,0,0,0,5,4,12,0,0,0,10,0,14,0,0,0,10,0,12,0,0,0,8,0,10,0,0,0,10,0,12,0,0,0,16,3,17,0,0,0,16,3,21,0,0,0,6,0,10,0,0,0,6,0,10,12,6,13,404,85,486,119,16,133,527,101,634,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,1771,1829,3605,61083,63892,124966,4230,2872,7108,67085,68591,135678,220,235,459,4402,3930,8331,191,168,355,4816,4335,9148,493,478,974,9404,9040,18448,430,432,860,10329,9951,20284,318,320,634,7810,7516,15330,553,383,937,8679,8217,16896,450,460,913,15847,17586,33433,1513,853,2363,17806,18897,36703,226,265,493,15174,16079,31247,1105,599,1706,16506,16940,33449,60,76,131,8445,9734,18183,440,445,877,8948,10253,19198,1652,1739,3389,57476,61629,119110,2563,2398,4965,61693,65770,127467,9,0,12,109,77,190,15,7,27,135,87,225,3,0,3,71,31,100,23,8,25,94,34,130,0,0,0,24,20,50,6,0,6,35,25,55,3,0,0,31,27,64,8,5,13,43,34,77,0,0,0,20,9,27,3,0,3,27,9,33,51,63,120,1246,1211,2460,220,135,357,1523,1410,2938,0,0,0,12,17,30,0,0,0,11,20,31,0,3,3,7,8,14,9,0,9,19,11,31,0,0,0,16,0,21,9,0
LGA57630,0,0,0,40,29,72,24,7,34,70,37,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,5,5,8,12,4,18,19,10,22,0,0,0,15,16,31,6,9,13,23,21,41,0,0,0,26,13,31,4,0,5,26,13,37,0,0,0,40,24,60,24,7,34,68,33,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,3,9,4,10,0,0,0,9,4,16,0,0,0,9,4,16,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,8,4,0,5,37,17,50,76,13,94,113,34,149,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,472,448,920,14832,15099,29929,766,556,1325,16069,16102,32173,80,62,145,1284,1283,2572,35,26,59,1407,1370,2777,130,120,252,2492,2319,4808,98,81,183,2718,2519,5235,63,79,142,1686,1738,3425,80,58,144,1832,1877,3704,127,119,247,4305,4686,8988,249,174,430,4682,4987,9664,53,58,108,3472,3506,6986,226,134,364,3758,3702,7459,12,6,27,1593,1559,3155,74,75,151,1683,1645,3326,444,425,871,14101,14625,28725,449,448,895,14996,15493,30488,0,0,3,18,15,31,0,0,0,22,20,32,0,0,0,3,9,12,0,0,0,3,9,12,0,0,0,10,13,15,0,0,0,10,9,20,0,0,4,4,6,12,0,0,0,6,11,10,0,0,0,0,5,6,0,0,0,0,5,6,9,6,21,224,278,503,13,17,33,251,300,550,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57770,67,38,101,377,398,774,81,79,158,520,507,1031,6,0,8,19,18,42,4,5,12,35,29,61,16,6,18,27,31,61,9,11,19,51,49,109,0,4,7,24,26,48,5,12,11,31,44,73,15,4,20,108,126,234,18,17,38,135,150,289,18,9,31,103,112,213,24,20,45,148,140,288,12,7,14,89,76,166,17,10,34,115,98,215,55,31,87,342,367,705,71,71,138,467,466,930,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,26,22,44,4,9,10,30,29,55,0,0,0,53,46,100,16,13,34,69,63,130,0,3,5,32,31,60,10,8,19,47,37,88,0,0,0,29,27,55,8,6,17,36,35,66,9,9,14,720,650,1370,150,122,278,881,782,1657,0,0,0,9,4,15,0,0,0,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,327,309,636,20035,21001,41033,877,857,1732,21244,22163,43405,23,29,48,990,924,1914,29,39,67,1042,981,2025,87,59,143,2118,1812,3932,59,63,122,2260,1934,4194,100,64,163,2883,2679,5563,97,88,185,3079,2830,5914,59,72,136,5749,5903,11655,290,244,532,6102,6222,12325,49,67,116,4647,5254,9897,226,192,424,4919,5511,10434,17,15,30,3645,4424,8069,170,229,408,3827,4676,8505,312,287,595,19109,20148,39257,574,680,1248,19993,21111,41108,0,0,0,32,39,71,0,0,3,33,43,71,0,0,0,26,13,37,0,0,0,25,13,41,0,0,0,22,20,42,0,3,3,23,20,48,0,0,3,16,14,35,6,0,8,26,14,41,0,0,0,6,7,14,3,0,3,13,7,13,27,28,58,549,548,1100,57,65,128,638,649,1284,0,0,0,4,8,9,0,0,0,9,8,12,0,0,0,4,4,4,0,0,0,4,3,5,0,0,0,9,4,8,4,5
LGA57910,1255,1349,2606,103492,110649,214137,5119,4509,9626,109870,116500,226369,139,111,250,6514,6127,12639,234,235,468,6893,6465,13360,246,207,456,12059,11516,23575,456,422,878,12761,12143,24903,248,232,476,11484,11646,23133,480,465,944,12213,12341,24550,337,416,750,33058,35042,68101,2062,1593,3652,35454,37053,72507,225,294,519,24197,25623,49817,1191,874,2067,25612,26793,52402,60,88,150,16185,20696,36876,700,915,1614,16939,21698,38644,1151,1265,2415,99338,107229,206570,3696,3756,7448,104183,112258,216435,8,0,4,117,133,255,4,12,13,128,149,276,4,0,4,52,68,120,9,7,7,60,71,130,4,0,3,76,78,155,4,3,12,84,79,164,0,0,5,46,23,68,14,3,16,54,25,88,0,0,0,20,21,39,4,0,3,25,19,45,75,96,169,1823,1902,3726,127,129,258,2022,2129,4154,0,0,0,17,20,41,4,3,7,23,26,52,0,0,0,9,8,12,4,0,5,6,11,17,0,0,0,14,14,18,0,0
LGA57980,62,65,128,7768,8644,16417,389,334,726,8219,9044,17267,9,5,14,388,381,771,9,17,28,405,404,814,8,6,20,912,929,1831,34,24,57,950,960,1913,14,15,22,829,892,1721,29,26,61,870,936,1807,15,23,43,2245,2542,4784,121,126,246,2382,2685,5069,16,11,25,1859,2080,3938,97,68,161,1963,2160,4128,0,3,4,1539,1818,3364,100,72,167,1643,1893,3544,59,56,118,7449,8304,15749,300,264,564,7808,8631,16437,0,0,0,11,7,21,0,0,0,11,7,21,0,0,0,11,9,19,0,0,0,11,9,19,0,0,0,12,11,26,0,0,3,12,14,25,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,3,0,3,0,0,0,3,0,6,8,19,33,167,206,373,94,90,182,277,317,595,0,0,0,3,8,7,0,3,3,3,6,13,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,0,3,3,0,4
LGA58050,2568,2733,5302,69777,71421,141209,3647,2826,6471,75992,76981,152974,338,289,628,5344,4952,10290,170,169,340,5851,5412,11262,695,655,1350,10239,9564,19803,424,390,811,11366,10604,21970,458,469,927,9080,8452,17534,373,368,738,9912,9290,19203,622,771,1399,20641,22013,42655,1276,870,2144,22537,23655,46189,373,429,793,16484,17588,34067,1017,642,1659,17870,18655,36524,80,117,196,7993,8856,16850,385,386,779,8461,9362,17822,2408,2598,5007,66734,69437,136174,2334,2337,4675,71482,74378,145854,7,6,12,103,95,204,4,3,8,116,106,223,3,4,10,28,18,49,0,0,0,35,19,53,3,3,8,40,39,81,11,0,10,58,41,101,0,0,0,28,18,51,4,0,4,38,18,58,0,0,0,18,11,33,6,0,6,20,15,36,288,288,575,1473,1382,2853,140,139,277,1898,1808,3705,0,0,0,8,8,19,0,0,0,8,8,19,4,0,4,14,4,19,0,0,0,15,7,27,0,0,0,0,3,6,0,0
LGA58190,10,17,29,170,131,306,27,21,54,217,172,386,0,0,0,8,6,20,0,0,0,8,10,18,5,3,10,20,16,38,6,8,9,32,23,50,5,0,3,17,10,23,0,6,3,23,10,34,0,8,8,37,32,69,3,4,7,39,42,79,3,0,5,56,37,101,17,6,25,77,56,129,0,3,5,32,25,57,3,0,6,34,31,68,10,17,29,162,118,275,26,19,53,197,159,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,10,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,25,28,50,232,204,436,43,42,91,296,274,575,3,5,7,17,14,29,3,8,10,24,24,44,10,12,12,21,26,44,6,8,15,32,41,76,0,3,7,20,13,28,0,0,3,22,22,43,9,7,6,51,55,107,13,15,27,72,72,143,8,5,10,62,56,118,14,7,17,77,74,148,0,6,3,67,44,108,10,10,18,78,52,127,22,24,48,217,185,404,40,42,83,278,253,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,21,18,38,12,14,27,38,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,73,60,136,2015,1947,3959,283,222,508,2370,2229,4601,3,3,14,64,68,133,5,5,14,77,85,158,16,12,28,199,179,382,36,30,65,255,216,471,18,10,28,159,138,298,22,8,33,202,152,359,9,17,22,311,330,644,43,48,86,359,393,753,20,20,38,678,710,1386,117,81,197,806,807,1624,6,3,10,603,518,1121,64,55,119,662,577,1245,71,58,129,1818,1822,3642,215,207,422,2108,2088,4195,0,0,0,3,5,12,0,0,0,8,7,13,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,5,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,65,142,20,4,23,98,69,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58400,9,8,15,128,120,243,18,17,32,151,137,298,0,0,0,0,3,3,0,0,0,0,8,9,3,0,3,8,7,8,5,0,4,14,8,22,3,0,0,12,11,23,0,4,4,10,16,27,0,4,4,25,17,45,0,4,8,22,24,47,3,0,4,43,40,86,8,8,17,56,46,102,0,0,0,41,35,80,4,0,4,50,39,85,6,4,10,117,101,219,20,17,33,141,124,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,0,0,0,6,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,54,38,95,34,33,61,7,3,15,95,79,170,10,4,14,0,0,4,0,4,4,8,10,19,9,10,21,3,3,4,0,0,3,10,12,25,5,8,14,3,0,3,0,0,0,8,10,21,10,5,15,6,14,21,0,0,0,20,30,42,15,11,30,15,7,23,0,0,0,37,14,56,3,0,5,9,0,5,3,0,3,9,3,15,54,38,92,27,27,60,5,4,10,86,74,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,10,4,12,0,0,4,6,8,12,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,57,111,8,9,16,67,62,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,338,318,656,16998,17307,34306,1071,852,1921,18416,18477,36889,24,21,43,932,981,1914,38,39,74,991,1044,2039,53,40,91,1501,1405,2913,61,51,116,1623,1502,3122,66,56,127,2030,2150,4186,132,96,230,2229,2304,4533,103,102,205,6424,6266,12690,463,333,802,6992,6700,13690,72,75,150,3790,3639,7430,258,186,441,4119,3892,8017,15,27,43,2314,2865,5179,116,138,259,2452,3029,5482,319,304,617,16278,16696,32978,805,719,1530,17407,17718,35122,0,0,0,28,30,58,3,5,3,28,28,61,0,0,0,15,27,39,0,4,8,17,28,41,0,0,0,10,10,25,5,4,8,19,13,34,0,0,0,10,6,16,7,0,6,14,7,22,0,0,0,10,0,6,5,3,11,17,5,20,29,24,51,532,588,1114,178,235,413,729,842,1573,0,0,0,9,4,17,6,0,8,17,8,23,0,0,0,0,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0
LGA58540,14,18,31,357,317,673,47,49,98,424,381,802,0,5,5,14,13,29,0,3,3,17,15,37,5,0,9,36,37,76,5,11,18,47,51,97,4,3,3,25,20,45,5,4,6,34,24,57,3,0,8,68,79,143,8,12,26,83,87,174,0,4,8,127,114,236,16,17,31,141,127,271,0,3,3,86,63,146,8,3,17,99,70,166,16,13,28,318,290,609,40,46,82,372,342,716,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,16,8,24,7,11,16,26,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,151,160,318,17107,17375,34483,981,754,1734,18240,18293,36537,4,4,9,981,858,1837,24,30,55,1007,889,1896,23,26,49,1615,1593,3209,48,41,93,1679,1668,3345,21,32,56,1725,1897,3617,80,88,167,1828,2009,3842,51,64,119,6811,6821,13638,491,363,857,7359,7251,14612,31,30,67,4100,3967,8064,229,130,366,4360,4132,8494,16,8,22,1889,2236,4122,102,99,204,1999,2346,4348,133,157,294,16245,16680,32928,684,614,1300,17069,17447,34515,0,0,0,13,27,37,0,0,0,20,27,42,0,0,0,11,8,24,5,0,7,18,10,30,0,0,0,23,15,32,3,0,5,22,13,39,0,0,0,11,4,13,4,0,8,19,4,26,0,0,0,4,0,4,4,0,4,0,0,6,25,18,48,312,314,629,58,45,98,402,372,770,0,0,0,3,3,4,4,0,3,3,3,7,0,0,0,3,9,4,0,0,0,3,9,11,0,0,0,0,0,4,0,0
LGA58610,24,24,49,764,747,1513,97,103,202,888,869,1761,0,3,8,47,31,76,3,3,3,50,35,86,4,9,8,86,71,159,11,17,24,102,94,192,8,4,12,55,65,116,13,16,22,75,80,149,7,3,6,150,152,304,23,19,47,183,175,360,3,4,8,210,226,437,20,25,48,231,253,489,3,0,8,212,206,426,23,28,55,247,235,481,26,20,43,697,694,1387,82,86,168,801,798,1601,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,43,0,0,4,24,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58680,3,6,11,227,200,428,57,43,97,290,250,535,0,0,0,9,16,22,0,0,0,8,16,23,0,0,0,20,23,40,4,5,10,27,27,51,0,0,0,23,9,37,4,4,9,34,16,49,0,0,0,42,43,82,11,8,17,55,47,106,4,0,4,80,65,143,20,18,34,101,82,182,0,3,3,59,45,105,12,6,21,67,61,128,0,6,8,207,190,392,48,41,88,254,235,490,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,0,3,5,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,1910,2060,3971,96412,100920,197334,4485,3324,7809,102807,106304,209111,279,282,569,6969,6787,13760,237,190,425,7494,7257,14748,521,487,1004,15146,14205,29349,529,490,1015,16189,15183,31364,376,359,734,13072,12609,25682,527,397,923,13977,13360,27334,448,537,981,26885,29629,56511,1509,1006,2514,28836,31173,60006,233,310,545,23211,24643,47859,1285,766,2049,24730,25727,50457,61,80,142,11135,13043,24178,400,473,877,11595,13603,25200,1814,1973,3787,92279,98301,190579,2751,2787,5536,96845,103061,199903,4,0,4,109,95,204,0,5,11,119,104,213,0,0,0,23,19,50,0,0,0,23,19,50,0,3,3,21,29,53,0,0,0,21,34,56,0,0,0,24,21,48,0,5,3,26,26,55,0,0,0,8,8,19,0,0,0,8,8,19,78,55,134,1425,1399,2819,65,48,111,1564,1504,3064,0,0,0,8,5,17,0,0,0,5,5,16,0,0,0,7,9,16,0,0,0,7,3,14,0,0,0,0,4,7,0,0
LGA58820,85,71,159,1878,1927,3800,159,122,280,2114,2120,4234,12,7,12,83,93,175,0,5,11,94,107,202,19,14,32,212,229,439,12,13,23,243,253,500,21,16,35,182,165,349,12,22,30,216,200,417,13,16,30,358,395,751,46,17,68,416,431,843,17,16,36,541,567,1102,56,40,96,613,624,1238,4,6,4,503,474,975,23,26,50,531,506,1036,82,68,146,1717,1818,3532,104,98,201,1901,1979,3885,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,6,3,6,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,84,64,144,29,12,41,110,70,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA58890,16,8,27,348,303,644,49,48,102,414,362,773,0,0,0,9,11,16,6,4,13,15,15,26,4,0,8,41,33,76,11,14,25,59,49,107,3,0,3,31,23,52,4,6,9,35,23,63,0,4,3,53,49,101,16,15,28,70,65,136,5,4,3,125,110,238,8,13,25,135,125,264,3,4,9,89,67,156,4,8,11,97,79,176,15,8,26,324,272,594,50,48,99,390,329,713,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,26,0,0,0,14,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,3,4,114,111,222,10,14,22,123,125,248,0,0,0,5,12,14,0,0,0,5,12,18,0,0,0,14,8,28,0,0,5,14,16,28,0,0,0,7,4,13,0,0,0,7,8,16,0,0,0,24,23,46,6,9,14,27,29,61,0,3,4,33,35,62,0,0,0,37,33,67,0,0,0,37,28,57,0,4,4,39,27,65,0,3,4,104,100,204,6,11,17,110,115,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,80,13,98,53,8,62,140,22,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,9,9,20,292,274,562,59,50,105,366,329,690,0,0,0,19,16,32,0,0,3,20,19,42,6,8,12,39,39,78,12,3,15,54,50,105,0,0,0,22,20,44,4,3,10,28,20,49,0,3,7,54,63,120,9,7,19,67,75,139,3,0,3,84,81,167,18,20,38,110,98,213,0,0,0,71,57,126,18,9,22,89,62,153,8,8,15,266,246,507,51,45,98,326,301,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,10,3,14,24,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,6,11,18,455,437,893,53,56,110,521,500,1021,0,0,0,27,35,61,0,5,5,24,41,68,5,5,5,67,58,125,11,8,21,78,73,153,3,0,3,40,27,63,5,0,3,43,29,71,0,3,5,117,106,225,17,15,27,133,122,261,0,5,5,127,129,251,6,11,19,130,141,273,0,0,0,89,80,166,13,20,33,98,97,202,6,11,18,426,412,837,45,50,101,476,470,951,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37,3,4,3,19,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
