LGA_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
LGA53990,17,13,26,248,209,457,0,5,3,259,224,488,82,58,139,1337,1221,2552,7,9,17,1424,1287,2706,50,49,98,1097,1086,2183,3,6,11,1149,1139,2293,3,8,6,45,45,89,0,0,0,45,53,102,0,3,3,15,54,71,0,0,0,13,60,78,4,5,6,105,63,165,0,0,0,114,59,173,0,5,4,80,173,253,0,0,0,81,177,257,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25,245,338,580,3,0,3,260,352,609,0,0,0,33,84,114,0,0,0,33,78,116,0,0,0,12,71,83,0,0,0,12,73,84,0,0,0,13,22,37,0,0,0,13,22,37,5,9,7,67,122,186,0,0,0,66,130,197,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,123,303,427,0,0,0,125,314,440,12,27,36,367,643,1007,3,0,0,384,668,1046,10,7,9,92,97,184,0,0
LGA54060,4,4,6,12,19,31,0,0,0,19,21,43,9,7,17,100,105,209,0,0,0,111,117,227,3,11,15,111,99,206,0,0,0,113,110,224,0,0,0,5,3,5,0,0,0,5,3,5,0,0,0,0,4,4,0,0,0,0,3,3,5,0,0,6,3,14,0,0,0,7,9,14,0,0,0,4,13,14,0,0,0,4,13,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,10,24,37,0,0,0,14,25,46,0,0,0,0,4,5,0,0,0,0,3,8,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,12,17,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,32,0,0,0,4,26,35,5,3,9,21,51,69,0,0,0,19,52,73,0,0,0,8,10,18,0,0
LGA54130,4,0,5,12,10,19,0,0,0,15,8,24,3,5,5,46,49,95,0,0,0,52,51,100,7,0,7,22,22,41,0,0,0,27,22,43,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,0,0,0,3,8,14,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,9,8,0,0,0,3,15,22,0,0,0,8,15,25,0,0,0,0,4,4,0,0
LGA54170,19,12,29,1363,1237,2592,0,3,0,1378,1247,2633,107,122,232,7093,6651,13748,27,16,35,7224,6790,14020,89,83,178,6258,5921,12180,17,21,38,6362,6026,12395,4,0,6,330,310,638,0,0,3,333,319,651,4,0,3,157,286,437,0,0,0,158,285,442,3,5,8,591,227,818,0,3,3,596,231,832,6,3,13,418,673,1089,6,5,5,428,678,1106,0,0,0,0,0,5,0,0,0,0,0,6,16,12,31,1494,1500,2989,8,9,13,1517,1513,3033,4,18,19,1800,2189,3983,9,4,12,1806,2206,4016,3,6,10,527,646,1168,0,4,4,526,650,1181,4,6,9,296,369,665,0,3,3,299,375,676,0,3,7,591,1100,1691,0,3,3,595,1109,1703,0,0,0,9,5,16,0,0,0,9,5,16,13,32,41,3218,4306,7521,9,13,20,3235,4351,7591,30,44,75,4714,5813,10523,10,22,33,4754,5873,10632,8,11,16,533,744,1281,3,0
LGA54200,17,22,33,478,457,935,0,0,4,493,477,975,118,90,214,2541,2425,4964,8,6,17,2665,2528,5188,99,98,197,2099,2002,4103,10,7,13,2207,2107,4311,3,4,8,114,108,218,0,0,0,118,109,229,0,0,4,62,123,184,0,0,0,64,122,183,9,7,14,224,120,347,5,0,5,234,124,364,4,11,15,194,286,477,0,0,0,200,295,492,0,0,0,0,3,3,0,0,0,0,3,3,18,19,38,587,640,1227,5,5,10,609,662,1272,4,11,10,405,541,950,0,3,4,413,546,958,4,5,5,115,188,304,0,0,0,116,192,312,0,5,8,77,118,200,0,0,0,76,126,203,5,15,22,167,357,518,0,3,0,170,372,543,0,0,0,0,0,0,0,0,0,0,0,0,9,29,38,770,1204,1976,3,0,9,780,1235,2016,27,49,75,1359,1842,3203,6,5,16,1395,1898,3292,4,10,11,198,257,452,0,0
LGA54280,30,23,56,261,280,539,3,0,3,297,304,599,140,134,281,1219,1144,2364,0,0,3,1361,1281,2647,103,114,218,780,768,1540,0,0,8,883,882,1769,3,3,7,35,30,67,0,0,0,41,37,80,3,3,5,34,30,62,0,0,0,33,33,69,8,8,10,129,73,204,0,0,0,138,84,221,7,9,12,135,237,372,0,0,0,146,243,389,0,0,0,5,0,4,0,0,0,5,0,4,21,18,43,333,373,710,3,0,4,357,395,750,0,0,0,64,60,121,0,0,0,64,60,121,3,4,6,67,66,135,0,0,0,70,68,143,0,0,0,9,23,35,0,0,0,13,23,36,0,5,10,90,170,263,0,0,0,89,179,270,0,0,0,3,3,8,0,0,0,3,3,8,3,10,15,235,323,557,0,0,0,235,335,570,27,27,56,567,706,1272,3,0,4,597,736,1332,11,11,18,96,118,217,0,0
LGA54310,41,26,67,227,192,421,0,0,0,267,223,493,182,158,343,996,939,1937,8,5,14,1188,1102,2293,109,119,229,623,562,1178,4,0,6,733,675,1418,4,0,6,17,17,35,0,0,0,17,22,40,0,5,9,19,22,43,0,0,0,21,25,45,10,7,16,64,40,107,0,0,0,71,53,120,9,11,21,105,185,285,0,0,0,111,195,304,0,0,0,5,0,5,0,0,0,4,0,4,24,25,42,205,269,474,0,0,0,226,291,516,0,0,0,10,25,27,0,0,0,8,25,34,5,4,5,10,32,48,0,0,0,13,37,49,0,0,4,6,17,19,0,0,0,3,17,19,5,9,15,68,132,203,0,0,0,77,148,215,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,94,205,300,0,0,0,100,224,325,33,36,70,299,475,774,0,3,3,333,508,841,3,11,18,48,70,123,0,0
LGA54340,7,4,8,22,25,48,0,0,0,24,27,54,13,29,46,138,122,263,3,8,8,159,155,318,20,12,32,94,90,181,3,3,0,119,106,221,4,0,0,4,3,6,0,0,0,8,3,10,0,0,0,0,8,12,0,0,0,0,8,12,0,0,0,15,12,28,0,0,0,15,12,28,0,3,3,9,35,46,0,0,0,9,36,46,0,0,0,3,0,3,0,0,0,3,0,3,4,3,6,30,61,89,0,0,0,38,63,96,0,0,0,0,3,7,0,0,0,0,6,8,0,0,0,0,4,4,0,0,0,0,5,6,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,6,6,18,0,0,0,6,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,23,28,0,0,0,9,20,36,4,6,8,44,81,123,0,0,0,49,86,130,0,0,0,8,15,22,0,0
LGA54410,0,0,0,5,0,8,0,0,0,5,0,8,4,0,5,31,25,57,0,0,3,31,25,58,3,5,12,16,25,43,0,0,0,24,28,50,0,0,0,4,3,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,0,0,0,6,10,15,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,9,17,0,0,0,11,21,30,0,0,0,11,21,30,0,0,0,3,0,0,0,0
LGA54480,0,0,0,6,3,10,0,0,0,6,9,10,0,0,0,28,20,50,0,0,3,31,22,46,0,0,0,15,14,32,0,0,0,15,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,5,11,0,0,0,3,11,10,0,0,0,3,12,13,0,0,0,0,0,0,0,0
LGA54550,5,3,5,19,13,31,0,0,0,24,18,40,4,4,9,90,86,175,0,0,0,92,92,185,4,0,4,31,36,62,0,0,0,32,39,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,0,11,14,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,21,0,0,0,7,17,22,0,0,0,0,10,8,0,0,0,0,10,8,0,0,0,0,4,3,0,0,0,0,5,9,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,8,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,25,0,0,0,4,22,26,0,4,4,8,33,43,0,0,0,8,38,50,0,0,0,0,0,4,0,0
LGA54620,0,0,0,3,0,7,0,0,0,3,5,7,6,0,9,28,29,51,0,0,0,32,29,61,4,3,5,12,8,22,0,0,0,13,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,9,11,0,0,0,7,12,19,0,0,0,7,16,20,0,0,0,0,7,8,0,0
LGA54690,0,0,0,5,3,10,0,0,0,5,3,10,0,0,0,25,14,38,0,0,0,25,17,43,0,0,0,3,5,7,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,5,4,5,0,0,0,5,4,9,0,0,0,5,7,9,0,0,0,3,0,3,0,0
LGA54760,0,0,0,6,10,8,0,0,0,5,10,10,0,3,3,42,42,86,0,0,0,42,46,84,0,0,0,14,11,20,0,0,0,14,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,4,6,9,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,9,14,0,0,0,4,14,19,0,0,0,4,14,19,0,0,0,0,0,5,0,0
LGA54830,24,28,49,464,483,949,0,0,0,484,507,997,134,115,250,2142,2001,4139,8,6,14,2281,2123,4405,101,73,170,1428,1295,2720,10,3,11,1537,1371,2908,6,0,13,104,108,207,0,0,0,107,109,218,3,0,3,95,166,262,0,0,0,100,168,271,3,8,11,152,108,266,0,0,0,160,121,275,3,9,10,160,318,478,0,0,0,164,322,486,0,0,0,0,4,9,0,0,0,0,4,9,15,24,36,513,709,1220,0,0,6,532,728,1260,0,7,8,245,369,608,0,0,0,247,369,620,0,5,9,117,215,337,0,0,0,119,226,343,0,4,6,64,57,119,0,0,0,64,65,129,4,11,15,156,259,413,0,0,0,162,270,426,0,0,0,0,4,5,0,0,0,0,4,5,11,29,44,578,900,1485,0,0,0,594,933,1526,29,51,76,1094,1614,2710,0,4,7,1126,1669,2791,14,19,31,204,276,476,0,0
LGA54900,0,0,0,14,9,24,0,0,0,14,7,27,3,0,4,60,52,108,0,0,0,62,55,111,3,0,6,21,22,43,0,0,0,26,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,8,3,8,0,0,0,0,8,7,0,0,0,0,8,7,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,12,14,0,0,0,7,20,26,0,0,0,7,20,26,0,0,0,0,3,3,0,0
LGA54970,0,4,4,0,3,3,0,0,0,0,9,11,25,15,38,6,6,6,0,0,0,30,23,52,15,14,29,0,5,0,0,0,0,16,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,4,9,0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,5,11,0,0,0,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,0,0,0,11,6,11,3,0,3,17,6,24,0,0,0,25,8,27,0,0,0,0,0,4,0,0
LGA55040,0,3,8,9,8,22,0,0,0,8,11,23,13,8,20,44,35,82,0,0,0,54,44,102,9,3,12,19,9,31,0,0,0,24,16,38,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,5,14,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,0,0,0,15,11,23,0,0,0,0,5,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,0,0,0,6,13,18,0,0,6,16,24,39,0,0,0,18,27,43,0,0,0,3,4,6,0,0
LGA55110,44,29,77,626,628,1252,3,3,10,671,667,1337,227,231,459,3213,3278,6484,21,15,35,3452,3527,6978,164,185,345,2715,2543,5263,9,16,25,2885,2745,5631,4,16,20,149,178,329,0,0,0,154,191,345,4,0,10,70,212,285,0,0,0,76,219,295,9,11,20,290,172,465,5,0,0,299,185,491,9,6,12,236,487,721,0,3,3,239,499,739,0,0,0,0,0,3,0,0,0,0,0,5,27,34,57,749,1054,1805,5,6,8,781,1092,1875,4,15,20,319,629,947,0,0,0,326,646,970,4,7,10,99,284,387,0,0,0,101,293,397,0,3,3,66,112,175,0,0,0,66,118,177,4,15,15,190,408,599,0,0,0,198,415,617,0,0,0,0,5,10,0,0,0,0,5,10,11,39,50,677,1432,2108,0,0,0,689,1477,2161,40,66,109,1426,2496,3924,5,5,10,1471,2569,4043,15,13,30,263,437,701,0,0
LGA55180,7,4,4,64,50,114,0,0,0,64,52,121,21,25,51,297,285,583,0,0,0,321,313,633,23,26,43,274,254,534,0,0,3,302,279,581,0,0,0,11,4,14,0,0,0,11,3,13,0,0,0,7,3,8,0,0,0,7,3,8,3,3,7,38,14,53,0,0,0,40,16,58,0,0,0,15,51,69,0,0,0,15,51,64,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,64,75,137,0,4,4,66,82,147,0,0,0,0,9,12,0,0,0,0,10,19,0,0,4,5,9,12,0,0,0,7,12,16,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,8,19,29,0,0,0,12,24,31,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,17,42,59,0,0,0,16,50,68,4,8,10,84,120,200,0,6,6,87,128,212,0,0,4,18,25,50,0,0
LGA55250,3,4,7,0,0,0,0,0,0,5,6,9,20,32,47,6,6,7,0,0,0,26,31,62,23,17,40,0,0,0,0,0,0,23,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,0,4,4,12,0,0,0,13,13,23,0,0,0,13,13,20,0,0,0,3,0,3,0,0
LGA55320,16,10,22,895,795,1686,0,0,4,904,808,1713,52,55,99,4149,4074,8219,13,4,22,4211,4128,8340,54,47,94,3832,3735,7564,6,9,13,3889,3791,7674,15,4,9,150,156,308,0,0,0,161,158,321,0,6,7,130,192,322,0,0,0,131,199,328,8,0,7,286,123,406,0,0,0,294,122,416,0,4,7,246,452,694,0,0,0,249,455,706,0,0,0,6,3,11,0,0,0,8,3,14,20,16,32,817,925,1742,0,0,0,841,941,1775,9,29,36,1681,2085,3770,3,9,14,1697,2119,3812,10,8,14,497,539,1036,0,0,0,504,549,1046,5,3,3,300,262,565,0,0,3,306,266,568,4,5,4,521,763,1287,0,0,0,525,767,1293,0,0,0,6,11,18,0,0,0,6,11,18,22,36,55,3006,3665,6671,8,8,18,3033,3707,6741,41,50,92,3834,4600,8427,8,11,20,3877,4661,8540,8,4,15,294,444,740,0,0
LGA55390,0,0,4,0,0,0,0,0,0,0,0,4,8,9,10,0,0,0,0,0,0,5,9,11,0,5,7,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,9,0,8,0,0,0,5,0,10,0,0,0,0,0,0,0,0
