LGA_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,79,57,139,45,5,51,127,71,197,11,5,18,84,57,141,45,5,51,131,74,206,127,138,261,847,807,1646,8,10,18,977,946,1931,7,0,5,0,0,0,0,0,0,5,0,7,0,0,0,30,41,76,0,0,0,33,44,76,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,5,0,7,0,0,0,0,4,4,0,0,0,0,4,4,57,71,129,423,493,911,6,4,10,488,571,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,0,0,0,0,0,0,10,8,10,0,0,0,3,7,7,0,0,0,3,7,7,10,8,10,3,7,7,0,0,0,6,11,16,72,70,137,422
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,30,27,55,43,21,57,73,45,125,4,6,10,32,27,57,43,21,57,79,53,125,36,33,68,226,207,442,0,0,6,265,246,508,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,14,19,0,0,0,4,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,14,22,104,104,205,0,0,0,113,120,235,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,25,128
LGA55740,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,106,130,234,3,0,5,113,139,252,8,3,9,115,152,263,3,0,5,126,155,281,42,48,89,3471,3815,7288,9,12,23,3520,3876,7397,5,4,12,0,0,0,0,0,0,5,4,12,0,0,4,558,691,1251,3,0,5,563,697,1260,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,5,7,9,0,0,0,108,128,235,0,0,0,111,128,240,21,17,43,1683,2169,3848,3,8,16,1706,2200,3906,0,0,0,38,51,90,0,0,0,38,51,90,0,0,0,48,41,94,0,0,0,48,44,95,0,0,0,8,5,17,0,0,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,52,0,0,0,25,33,52,0,0,0,25,33,52,0,0,0,25,33,52,23,32,58,2044
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16,293,98,387,264,68,332,567,168,733,11,3,11,293,100,390,264,68,332,571,171,734,31,21,49,137,117,255,0,0,0,164,138,304,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,6,21,0,0,0,16,8,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,3,3,6,10,12,21,74,61,137,0,0,0,84,72,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,19,12,34,70
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,24,0,0,0,20,4,26,0,0,0,17,5,21,0,0,0,20,9,28,10,9,19,203,190,396,0,0,0,220,197,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,111,110,217,0,0,0,113,109,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,90
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,46,4,5,9,30,25,52,0,0,0,28,24,50,4,5,9,27,24,57,12,13,24,255,216,471,0,0,6,267,233,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,7,13,19,132,141,275,0,0,0,148,152,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,114
LGA56090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18,342,420,760,15,28,42,365,450,818,11,5,18,375,451,827,14,27,44,406,483,892,402,363,771,16059,16406,32466,75,79,157,16541,16846,33392,19,23,47,0,0,0,0,0,0,22,23,45,14,5,17,934,1185,2120,0,3,5,951,1192,2143,0,0,0,0,0,0,0,0,0,0,0,0,17,24,46,0,0,0,0,0,0,21,24,43,3,0,8,114,234,347,0,0,0,121,234,357,143,160,300,6703,7904,14610,51,49,98,6896,8104,15001,0,0,5,39,52,98,0,0,0,46,55,98,0,0,0,44,57,95,0,0,0,43,57,95,0,0,0,18,23,37,0,0,0,15,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,127,223,0,0,0,96,127,224,0,3,3,96,127,223,0,0,0,96,128,223,286,218,507,9572
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,60,4,4,8,30,41,69,0,0,3,27,31,60,4,7,15,34,46,72,21,7,32,25,26,49,0,0,0,48,37,83,4,7,7,0,0,0,0,0,0,4,7,7,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,9,15,24,0,0,0,18,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,4,9,15
LGA56230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,24,273,278,554,29,26,52,315,311,629,10,15,24,303,307,606,29,28,54,339,343,682,232,213,449,7705,7902,15609,55,61,118,8003,8182,16182,5,8,8,0,0,0,0,0,0,5,8,15,0,5,0,230,296,524,0,0,0,232,298,532,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,0,5,9,11,0,0,0,44,76,122,5,0,7,44,79,125,74,74,144,3282,3853,7137,26,43,67,3377,3970,7348,0,0,0,9,7,21,0,0,0,13,7,22,0,0,0,17,14,35,0,0,0,17,14,35,0,0,0,4,0,6,0,0,0,4,0,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,21,32,51,0,0,0,22,36,54,6,4,9,21,32,51,0,0,0,21,36,60,160,158,315,4422
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,61,49,111,8,14,26,74,69,138,3,0,4,64,52,116,8,14,24,76,70,142,25,16,40,641,608,1245,3,3,7,661,634,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,48,0,0,0,24,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,0,0,0,3,13,12,10,4,15,249,250,506,0,0,0,260,260,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,14,12,21,380
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,25,14,42,14,3,19,40,23,67,0,5,8,31,15,49,14,3,19,46,25,73,14,11,19,308,279,591,5,4,9,324,300,624,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,17,25,38,0,0,0,15,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,174,189,361,0,0,0,174,192,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,18,149
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,33,147,105,253,21,15,37,187,134,325,18,20,34,161,113,271,27,17,38,204,144,346,105,129,236,1752,1819,3566,22,22,42,1881,1965,3848,3,5,7,0,0,0,0,0,0,3,3,7,0,0,0,198,203,403,0,3,5,205,206,412,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,3,5,7,0,0,0,7,15,25,0,0,0,7,15,25,35,52,85,960,1158,2122,8,14,22,1007,1225,2231,0,0,0,10,13,22,0,0,0,10,14,23,0,0,0,12,8,18,0,0,0,12,8,18,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,24,0,0,0,9,17,26,0,0,0,13,14,24,0,0,0,9,17,26,73,69,143,920
LGA56580,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,382,424,802,39,47,88,432,473,905,9,9,15,391,431,825,39,47,88,438,487,929,30,49,77,8954,8938,17889,35,33,68,9023,9016,18036,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1555,1863,3425,4,8,8,1563,1871,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,152,247,398,0,0,0,152,247,400,18,19,35,4816,5610,10434,36,22,55,4864,5655,10524,0,0,0,197,183,374,0,0,0,197,179,376,0,0,0,93,116,205,0,0,0,93,116,205,0,0,0,55,44,96,0,0,0,55,44,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,63,141,0,0,0,75,69,145,0,0,0,77,63,141,0,0,0,75,69,145,17,23,47,4825
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,51,42,39,77,29,9,38,88,74,158,20,36,59,42,39,77,41,15,51,106,86,186,15,8,23,57,54,117,0,0,0,73,64,135,513,574,1090,0,0,0,0,0,0,513,574,1090,3,3,7,3,8,13,0,0,0,13,12,26,41,34,77,0,0,0,0,0,0,41,34,77,464,529,991,0,0,0,0,0,0,464,529,991,0,0,0,0,0,0,0,0,0,0,0,0,224,218,443,20,21,43,0,0,0,247,236,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,81,85,163,0,0,0,0,0,0,81,85,163,0,0,0,0,0,0,0,0,0,0,0,0,81,85,163,0,0,0,0,0,0,81,85,163,130,167,303,43
LGA56730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,42,184,152,333,41,15,62,248,192,438,20,25,48,205,160,361,42,15,58,268,207,470,320,326,645,4225,4387,8608,42,39,80,4585,4752,9341,17,20,31,0,3,4,0,0,0,16,17,35,4,6,4,258,311,564,3,4,3,262,313,579,0,0,0,0,0,0,0,0,0,0,0,0,10,19,28,0,3,4,0,0,0,15,19,29,5,0,6,21,37,59,0,0,0,22,42,58,133,181,320,2026,2376,4403,27,26,48,2188,2586,4775,0,0,0,19,15,31,0,0,0,16,14,37,0,0,0,33,30,61,0,0,0,33,30,61,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,20,28,51,0,0,0,25,25,51,9,4,10,20,28,51,0,0,0,30,30,56,191,159,347,2273
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,19,633,615,1250,108,93,198,748,721,1469,9,10,21,652,625,1274,102,95,202,766,729,1493,80,83,158,1335,1179,2510,19,18,38,1434,1277,2708,3,0,7,0,0,0,0,0,0,3,0,7,0,0,3,26,43,69,0,0,0,26,46,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,0,0,4,8,17,29,0,0,0,9,21,31,38,35,76,611,660,1273,10,13,26,660,709,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,0,0,0,8,5,13,0,0,0,8,7,9,0,0,0,8,5,13,45,40,85,682
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,6,13,13,12,25,0,5,3,7,0,12,0,6,13,13,14,27,6,8,6,96,78,170,7,3,10,105,88,190,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,10,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,36,37,70,0,0,0,39,41,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,59
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,37,49,0,8,8,14,50,68,0,9,9,14,37,49,0,8,8,14,50,68,0,26,26,595,752,1343,0,3,6,592,780,1377,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,61,96,154,0,0,0,63,96,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,5,9,0,0,0,3,5,9,0,6,6,344,449,796,4,0,5,348,458,804,0,0,0,4,10,8,0,0,0,4,10,8,0,0,0,12,13,25,0,0,0,12,13,25,0,0,0,10,8,18,0,0,0,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,10,9,19,0,0,0,10,9,19,0,0,0,10,9,19,0,14,14,258
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,224,51,273,177,32,209,409,80,485,4,0,4,225,46,277,177,32,209,407,77,487,5,13,18,216,160,380,3,0,3,232,168,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,37,0,0,0,27,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,8,11,106,89,193,0,0,4,111,98,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,130
LGA57080,13,27,16,38,0,0,0,4,3,11,0,0,6,3,6,11,160,173,340,1855,1363,3220,1173,773,1945,3186,2314,5502,164,174,346,1910,1413,3325,1193,787,1980,3270,2382,5646,150,157,307,8037,6548,14588,27,19,46,8214,6717,14938,12,14,27,0,0,0,0,0,0,10,12,22,7,6,14,5109,5594,10702,5,6,6,5118,5608,10726,0,0,0,0,0,0,0,0,0,0,0,0,12,14,27,0,0,0,0,0,0,10,14,22,3,4,3,534,752,1284,0,0,0,537,757,1287,40,64,106,4156,4243,8400,15,9,26,4216,4314,8532,0,0,0,624,645,1274,0,0,0,624,645,1274,0,0,0,616,565,1178,0,0,0,616,568,1183,0,0,0,62,56,121,0,0,0,65,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,121,131,254,0,0,0,118,135,260,0,3,3,121,131,254,0,0,0,118,135,260,114,108,222,6730
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,22,24,0,0,6,15,26,43,4,4,9,10,19,32,0,0,6,17,24,47,41,43,82,437,394,829,3,4,9,485,442,931,9,3,6,0,0,0,0,0,0,9,3,6,0,0,0,14,19,32,3,3,3,16,20,37,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,19,26,41,204,217,423,0,0,0,226,244,467,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,10,0,0,0,0,0,3,3,3,3,3,3,10,21,29,52,233
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,100,75,172,19,7,26,124,92,214,5,10,15,108,90,194,19,7,26,131,102,232,71,88,159,2145,2073,4221,28,23,52,2244,2181,4425,3,3,6,0,0,0,0,0,0,5,4,12,0,0,0,156,153,313,4,10,13,159,166,326,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,5,0,8,0,0,0,9,14,20,0,0,0,10,14,22,19,39,59,877,946,1820,15,20,29,908,1001,1908,0,0,0,9,0,11,0,0,0,9,0,11,0,0,0,60,49,104,6,5,6,63,48,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,0,0,3,17,10,27,0,0,0,15,11,26,0,0,3,17,10,27,58,51,113,1277
LGA57280,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,138,116,255,1610,626,2233,1231,289,1524,2982,1028,4008,140,124,266,1626,639,2265,1232,292,1526,3001,1049,4053,1114,1157,2279,4566,4013,8579,24,25,49,5708,5200,10907,166,168,328,0,3,5,0,5,5,163,169,331,40,17,55,922,955,1877,13,4,16,966,975,1944,10,12,24,0,0,0,0,0,0,10,11,27,151,145,302,0,3,5,0,0,0,152,150,303,3,5,9,71,130,199,0,0,0,77,138,213,460,583,1049,2039,2002,4040,23,15,40,2523,2608,5128,0,0,0,111,98,205,0,0,0,112,97,208,15,3,24,242,215,458,0,0,3,259,225,483,0,0,0,3,0,10,0,0,0,3,0,10,23,17,46,0,0,0,0,0,0,23,17,46,4,0,4,37,28,64,0,0,0,38,29,70,30,20,47,37,28,64,0,0,0,61,45,114,803,740,1547,2901
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,15,33,11,5,18,25,22,55,0,4,5,15,19,33,11,5,18,25,29,54,30,33,60,289,331,619,0,0,0,324,364,685,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,11,11,18,0,0,0,11,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,3,4,18,12,32,153,183,339,0,0,0,177,195,371,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,31,136
