LGA_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
LGA54310,..,123,18,4,0,0,142,..,..,77,115,73,51,326,..,41,54,39,18,0,154,..,11,8,0,0,0,15,..,167,153,160,95,56,635,..,..,..,10,4,25,38,..,167,153,169,98,80,672,164,..,..,..,..,..,164,..,16,5,3,0,0,27,164,189,160,168,98,80,862,..,1317,58,8,3,0,1387,..,..,678,1037,479,117,2310,..,124,102,57,12,5,293,..,21,4,0,0,0,28,..,1463,845,1104,487,120,4021,..,..,..,7,14,29,48,..,1463,845,1112,500,146,4065,1197,..,..,..,..,..,1197,..,138,34,3,0,3,182,1197,1596,877,1121,500,151,5446
LGA54340,..,34,6,0,0,0,41,..,..,11,10,8,5,34,..,8,11,9,5,3,34,..,0,0,0,0,0,3,..,44,30,17,12,11,114,..,..,..,0,0,7,10,..,44,30,21,12,16,116,26,..,..,..,..,..,26,..,0,0,0,0,0,5,26,45,35,21,12,16,153,..,375,28,0,0,0,402,..,..,103,126,45,43,325,..,47,33,15,7,0,102,..,8,6,0,0,0,18,..,432,164,142,52,47,841,..,..,..,3,4,18,25,..,432,164,151,56,64,863,387,..,..,..,..,..,387,..,33,14,0,0,0,47,387,465,174,150,55,65,1304
LGA54410,..,5,0,0,0,0,5,..,..,4,0,0,0,7,..,0,3,0,0,0,7,..,3,0,0,0,0,3,..,11,12,5,0,0,29,..,..,..,0,0,0,0,..,11,12,5,0,0,29,13,..,..,..,..,..,13,..,0,0,0,0,0,0,13,11,12,5,0,0,37,..,131,3,0,0,0,137,..,..,32,23,9,5,79,..,13,10,7,0,0,27,..,4,0,0,0,0,4,..,148,47,33,9,9,246,..,..,..,0,0,0,5,..,148,47,33,14,14,252,133,..,..,..,..,..,133,..,11,0,0,0,0,12,133,158,46,33,16,14,394
LGA54480,..,6,0,0,0,0,6,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,6,..,..,..,0,0,0,0,..,6,0,0,0,0,6,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,6,0,0,0,0,6,..,42,0,0,0,0,42,..,..,15,34,19,0,70,..,0,0,0,0,0,5,..,0,0,0,0,0,0,..,42,19,34,15,0,113,..,..,..,0,0,0,0,..,42,19,34,15,0,113,52,..,..,..,..,..,52,..,4,0,0,0,0,4,52,44,19,34,15,0,170
LGA54550,..,8,0,0,0,0,8,..,..,10,3,5,0,16,..,4,3,4,5,0,18,..,0,0,0,0,0,0,..,11,10,3,3,0,38,..,..,..,0,0,0,0,..,11,10,3,3,0,38,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,11,10,3,3,0,46,..,209,3,0,0,0,216,..,..,56,77,44,14,186,..,13,11,3,0,0,29,..,0,0,0,0,0,0,..,222,68,78,42,14,428,..,..,..,0,0,3,3,..,222,68,79,42,17,439,240,..,..,..,..,..,240,..,11,0,0,0,0,17,240,242,67,84,48,17,694
LGA54620,..,4,3,0,0,0,8,..,..,0,0,0,0,3,..,3,0,0,0,0,6,..,0,0,0,0,0,0,..,11,5,4,0,0,13,..,..,..,0,0,0,0,..,11,5,4,4,0,18,10,..,..,..,..,..,10,..,0,0,0,0,0,3,10,9,3,4,4,0,29,..,90,6,0,0,0,95,..,..,18,24,9,0,64,..,14,0,4,0,0,15,..,3,0,0,0,0,3,..,108,28,28,9,0,178,..,..,..,0,0,0,3,..,108,28,32,9,4,181,91,..,..,..,..,..,91,..,3,0,0,0,0,3,91,113,28,32,9,4,270
LGA54690,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,6,..,..,..,0,0,0,0,..,0,0,0,0,0,6,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,6,..,47,0,0,0,0,50,..,..,11,10,13,0,30,..,0,0,3,0,0,9,..,0,0,0,0,0,0,..,50,12,15,13,0,85,..,..,..,0,0,0,0,..,50,12,15,13,4,88,55,..,..,..,..,..,55,..,4,0,0,0,0,4,55,54,12,15,13,4,148
LGA54760,..,3,0,0,0,0,3,..,..,3,0,0,0,3,..,4,0,0,0,0,3,..,0,0,0,0,0,0,..,3,3,0,0,0,9,..,..,..,0,0,0,0,..,3,3,0,0,0,9,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,3,0,0,0,9,..,93,0,0,0,0,96,..,..,17,31,21,10,79,..,5,3,0,0,0,6,..,3,0,0,0,0,3,..,103,23,31,21,10,183,..,..,..,0,0,0,3,..,103,23,30,21,7,186,73,..,..,..,..,..,73,..,6,0,0,0,0,6,73,101,23,30,21,7,263
LGA54830,..,77,13,0,0,0,93,..,..,57,71,39,28,198,..,59,64,41,25,16,197,..,14,0,0,0,0,16,..,149,129,116,60,45,505,..,..,..,4,7,23,28,..,149,129,121,68,62,531,91,..,..,..,..,..,91,..,26,0,0,0,0,36,91,175,134,122,68,62,657,..,3102,165,24,8,0,3297,..,..,1771,2212,944,383,5314,..,890,618,253,92,52,1907,..,129,37,10,0,0,170,..,4124,2588,2496,1042,434,10687,..,..,..,58,81,176,317,..,4124,2588,2557,1123,615,11004,3506,..,..,..,..,..,3506,..,408,66,16,10,0,501,3506,4532,2651,2571,1135,617,15009
LGA54900,..,3,0,0,0,0,3,..,..,0,0,0,0,5,..,3,3,0,0,0,8,..,0,0,0,0,0,0,..,3,3,0,0,0,16,..,..,..,0,0,0,0,..,3,3,0,0,0,16,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,3,0,0,0,17,..,152,5,0,0,0,150,..,..,34,61,32,11,143,..,3,3,0,0,0,11,..,0,0,0,0,0,0,..,156,46,61,34,11,305,..,..,..,0,0,0,0,..,156,46,61,34,9,311,134,..,..,..,..,..,134,..,6,0,0,0,0,8,134,165,43,61,34,9,453
LGA54970,..,11,3,0,0,0,16,..,..,3,0,0,8,19,..,0,5,5,0,5,14,..,7,4,0,0,0,6,..,19,17,7,8,14,63,..,..,..,0,0,4,4,..,19,17,8,9,15,65,25,..,..,..,..,..,25,..,0,0,0,0,0,0,25,22,17,8,9,15,90,..,29,0,0,0,0,30,..,..,6,6,0,0,10,..,3,0,0,0,0,6,..,0,0,0,0,0,0,..,32,6,8,0,0,46,..,..,..,0,0,0,0,..,32,6,8,0,0,46,39,..,..,..,..,..,39,..,0,0,0,0,0,0,39,32,6,8,0,0,91
LGA55040,..,4,0,0,0,0,10,..,..,8,0,0,0,15,..,0,3,0,0,5,12,..,0,0,0,0,0,0,..,5,13,5,4,11,36,..,..,..,0,0,0,0,..,5,13,5,9,5,35,7,..,..,..,..,..,7,..,3,0,0,0,0,3,7,11,13,5,9,5,50,..,75,0,0,0,0,82,..,..,19,32,12,5,73,..,10,5,0,0,0,14,..,0,0,0,0,0,0,..,87,24,30,12,5,171,..,..,..,0,0,0,0,..,87,24,33,12,5,173,89,..,..,..,..,..,89,..,3,0,0,0,0,3,89,91,24,33,12,5,269
LGA55110,..,180,19,7,0,0,207,..,..,96,118,89,63,363,..,97,119,68,42,23,350,..,22,3,0,0,0,20,..,294,235,190,132,90,942,..,..,..,12,16,25,58,..,294,235,203,148,117,1003,131,..,..,..,..,..,131,..,37,9,7,0,0,54,131,333,249,210,147,115,1184,..,10685,313,30,6,0,11037,..,..,2899,3503,1398,452,8254,..,1711,1202,511,146,74,3636,..,229,37,7,0,0,269,..,12629,4446,4041,1547,533,23193,..,..,..,111,126,181,425,..,12629,4446,4157,1673,712,23615,9784,..,..,..,..,..,9784,..,661,88,14,11,0,770,9784,13281,4539,4170,1683,712,34172
LGA55180,..,19,0,0,0,0,25,..,..,9,23,11,6,45,..,9,17,6,5,4,33,..,0,0,0,0,0,6,..,27,29,26,13,10,112,..,..,..,0,3,0,3,..,27,29,26,14,9,114,24,..,..,..,..,..,24,..,8,0,0,0,0,6,24,41,32,26,14,9,145,..,1098,30,5,0,0,1131,..,..,277,296,144,44,766,..,139,64,37,10,7,260,..,31,0,0,0,0,35,..,1264,372,342,156,54,2184,..,..,..,7,7,10,21,..,1264,372,348,161,63,2206,1096,..,..,..,..,..,1096,..,54,7,0,0,5,66,1096,1318,382,347,161,67,3367
LGA55250,..,23,0,0,0,0,20,..,..,13,11,0,8,26,..,4,18,7,6,3,36,..,12,0,0,0,0,11,..,35,24,18,10,12,94,..,..,..,0,0,5,7,..,35,24,12,12,15,99,28,..,..,..,..,..,28,..,7,0,0,0,0,7,28,39,28,12,9,15,135,..,40,3,0,0,0,42,..,..,7,3,0,0,14,..,0,0,0,0,0,6,..,0,0,0,0,0,0,..,40,11,4,0,0,64,..,..,..,0,0,0,4,..,40,11,7,3,4,64,74,..,..,..,..,..,74,..,0,0,0,0,0,0,74,41,11,7,3,4,138
LGA55320,..,74,5,0,0,0,79,..,..,44,54,30,10,137,..,38,28,27,13,5,104,..,3,7,0,0,0,13,..,113,83,81,40,14,335,..,..,..,3,5,11,18,..,113,83,90,46,27,354,80,..,..,..,..,..,80,..,20,10,0,3,0,33,80,136,91,89,50,27,467,..,10067,339,48,14,5,10478,..,..,4279,6102,2162,492,13033,..,1761,1161,353,83,19,3378,..,327,60,17,6,0,408,..,12155,5841,6523,2263,515,27298,..,..,..,119,157,228,503,..,12155,5841,6639,2416,750,27803,9289,..,..,..,..,..,9289,..,639,233,87,33,16,1008,9289,12795,6074,6727,2458,763,38100
LGA55390,..,0,0,0,0,0,7,..,..,0,0,0,0,3,..,0,0,0,0,0,3,..,0,0,0,0,0,5,..,6,4,5,3,0,15,..,..,..,0,0,0,0,..,6,4,6,3,3,17,7,..,..,..,..,..,7,..,0,0,0,0,0,0,7,6,4,6,3,3,27,..,12,0,0,0,0,15,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,12,0,0,0,0,15,..,..,..,0,0,0,0,..,12,0,0,0,0,15,26,..,..,..,..,..,26,..,0,0,0,0,0,0,26,10,5,0,0,0,41
LGA55460,..,14,0,0,0,0,14,..,..,13,7,3,3,30,..,4,4,4,0,0,18,..,0,0,0,0,0,0,..,19,20,14,6,5,57,..,..,..,0,0,0,0,..,19,20,14,6,7,59,13,..,..,..,..,..,13,..,4,0,0,0,0,9,13,26,18,14,6,7,81,..,328,6,0,0,0,337,..,..,91,100,60,21,266,..,51,27,9,4,0,87,..,4,0,0,0,0,3,..,383,123,111,62,21,694,..,..,..,0,0,0,0,..,383,123,111,62,20,701,344,..,..,..,..,..,344,..,23,3,0,0,0,27,344,406,129,111,62,20,1069
LGA55530,..,4,0,0,0,0,4,..,..,3,0,0,0,3,..,4,0,0,0,0,4,..,0,0,0,0,0,0,..,4,3,0,0,0,8,..,..,..,0,0,0,0,..,4,3,0,0,0,8,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,4,3,0,0,0,13,..,40,0,0,0,0,40,..,..,11,18,12,0,42,..,3,0,0,0,0,3,..,0,0,0,0,0,0,..,45,14,14,12,0,90,..,..,..,0,0,0,0,..,45,14,20,12,0,94,39,..,..,..,..,..,39,..,0,0,0,0,0,0,39,45,14,20,12,0,130
LGA55600,..,10,0,0,0,0,13,..,..,12,5,6,8,26,..,10,3,8,4,4,32,..,3,0,0,0,0,3,..,24,16,13,9,6,71,..,..,..,3,0,0,10,..,24,16,18,12,7,75,27,..,..,..,..,..,27,..,0,0,0,0,0,4,27,25,14,18,12,7,106,..,227,4,0,0,0,238,..,..,54,79,31,8,171,..,25,11,4,0,0,50,..,7,4,0,0,0,6,..,262,80,91,32,8,463,..,..,..,0,0,6,6,..,262,80,89,39,6,469,235,..,..,..,..,..,235,..,7,6,0,0,0,11,235,264,80,89,39,6,712
LGA55670,..,0,0,0,0,0,0,..,..,3,0,0,0,6,..,0,0,0,0,0,5,..,0,0,0,0,0,0,..,7,4,0,0,0,15,..,..,..,0,0,4,4,..,7,4,0,0,4,17,11,..,..,..,..,..,11,..,0,0,0,0,0,0,11,7,4,0,0,4,27,..,60,6,0,0,0,64,..,..,12,14,11,7,41,..,8,0,0,0,0,12,..,0,0,0,0,0,0,..,68,19,14,9,7,116,..,..,..,0,0,0,3,..,68,19,11,9,9,119,65,..,..,..,..,..,65,..,7,0,0,0,0,7,65,73,19,11,9,9,189
LGA55740,..,6,0,0,0,0,6,..,..,3,4,4,0,7,..,5,4,0,3,0,8,..,0,0,0,0,0,0,..,7,3,5,8,0,21,..,..,..,0,0,0,0,..,7,3,5,8,0,23,15,..,..,..,..,..,15,..,6,0,0,0,0,4,15,16,3,3,8,0,45,..,821,23,3,0,0,847,..,..,338,491,220,38,1083,..,128,86,21,3,0,241,..,20,4,4,0,0,27,..,978,449,514,224,43,2199,..,..,..,15,10,8,29,..,978,449,525,231,49,2226,1132,..,..,..,..,..,1132,..,88,23,10,6,0,119,1132,1057,467,536,236,49,3475
LGA55810,..,3,0,0,0,0,9,..,..,0,0,0,0,5,..,4,3,0,0,0,5,..,0,0,0,0,0,0,..,8,7,3,0,0,21,..,..,..,0,0,0,0,..,8,7,3,0,0,21,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,8,7,3,0,0,22,..,32,0,0,0,0,32,..,..,5,3,3,0,17,..,3,0,3,0,0,9,..,0,0,0,0,0,0,..,38,8,5,3,0,55,..,..,..,0,0,0,0,..,38,8,5,3,0,55,44,..,..,..,..,..,44,..,10,0,0,0,0,10,44,47,8,5,3,0,110
LGA55880,..,6,0,0,0,0,6,..,..,0,0,0,0,4,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,6,5,5,0,0,7,..,..,..,0,0,0,0,..,6,5,5,0,0,7,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,6,5,5,0,0,12,..,41,0,0,0,0,46,..,..,14,19,14,0,44,..,9,0,0,0,0,10,..,0,0,0,0,0,0,..,48,15,16,14,0,101,..,..,..,0,0,0,3,..,48,15,18,14,4,101,58,..,..,..,..,..,58,..,5,0,0,0,0,5,58,54,15,18,14,4,165
LGA55950,..,0,0,0,0,0,4,..,..,0,0,0,0,4,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,0,0,0,3,0,6,..,..,..,0,0,0,0,..,0,0,0,3,3,10,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,3,3,9,..,75,0,0,0,0,75,..,..,17,27,6,4,52,..,10,0,0,0,0,7,..,4,0,0,0,0,4,..,86,19,27,6,3,139,..,..,..,0,0,0,0,..,86,19,29,6,8,142,60,..,..,..,..,..,60,..,0,0,0,0,0,0,60,84,19,29,6,8,208
LGA56090,..,63,9,0,0,0,74,..,..,42,55,38,24,154,..,26,21,12,6,3,73,..,7,5,0,0,0,11,..,101,72,65,48,31,314,..,..,..,6,5,9,23,..,101,72,69,55,47,344,26,..,..,..,..,..,26,..,8,4,0,0,0,13,26,107,75,74,59,47,375,..,4065,180,9,4,0,4255,..,..,1483,1859,778,218,4340,..,580,421,151,41,10,1203,..,75,13,0,0,0,88,..,4717,2090,2022,823,233,9885,..,..,..,69,76,115,262,..,4717,2090,2091,906,345,10150,2774,..,..,..,..,..,2774,..,207,33,3,0,0,241,2774,4925,2125,2096,906,344,13162
LGA56160,..,3,0,0,0,0,3,..,..,0,0,5,0,5,..,0,0,0,0,0,4,..,0,0,0,0,0,0,..,0,0,3,5,0,8,..,..,..,0,0,0,0,..,0,0,3,5,0,7,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,0,0,3,5,0,13,..,7,0,0,0,0,9,..,..,4,0,0,0,5,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,12,0,0,0,0,18,..,..,..,0,0,0,0,..,12,0,0,0,4,19,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,12,0,0,0,4,20
LGA56230,..,47,4,3,0,0,54,..,..,23,27,20,9,78,..,20,16,11,5,3,54,..,5,0,0,0,0,5,..,74,38,40,26,11,189,..,..,..,5,4,3,14,..,74,38,41,30,17,206,26,..,..,..,..,..,26,..,7,0,0,0,0,9,26,80,42,41,30,17,240,..,2082,59,8,0,0,2150,..,..,558,696,313,148,1716,..,298,225,92,23,15,647,..,38,4,0,0,0,43,..,2417,846,789,335,161,4556,..,..,..,44,29,46,122,..,2417,846,834,367,208,4675,1600,..,..,..,..,..,1600,..,109,9,4,0,0,123,1600,2520,862,841,369,208,6399
LGA56300,..,9,0,0,0,0,9,..,..,5,0,0,0,8,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,10,7,0,0,0,19,..,..,..,0,0,0,0,..,10,7,4,0,0,20,7,..,..,..,..,..,7,..,0,0,0,0,0,0,7,13,7,4,0,0,29,..,226,10,3,0,0,237,..,..,51,34,18,6,104,..,24,7,3,5,0,32,..,0,0,0,0,0,6,..,245,64,37,16,6,374,..,..,..,0,0,0,4,..,245,64,41,23,6,378,182,..,..,..,..,..,182,..,13,0,0,0,0,13,182,264,64,41,23,6,573
LGA56370,..,4,0,0,0,0,4,..,..,0,3,0,0,4,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,4,0,3,0,0,6,..,..,..,0,0,0,0,..,4,0,3,0,0,6,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,4,0,3,0,0,7,..,96,4,0,0,0,97,..,..,28,23,16,3,72,..,7,6,0,0,0,13,..,0,0,0,0,0,0,..,100,33,26,16,3,180,..,..,..,0,0,0,0,..,100,33,25,15,3,185,69,..,..,..,..,..,69,..,4,0,0,0,0,4,69,106,33,25,15,3,258
LGA56460,..,21,0,0,0,0,19,..,..,3,12,4,7,31,..,5,5,6,4,0,27,..,0,0,0,0,0,5,..,25,19,20,9,10,76,..,..,..,0,0,0,0,..,25,19,23,9,10,79,30,..,..,..,..,..,30,..,3,0,0,0,0,4,30,21,14,19,9,10,113,..,479,15,0,0,0,498,..,..,126,144,77,15,365,..,91,57,18,4,0,179,..,14,0,0,0,0,19,..,583,205,158,84,22,1051,..,..,..,0,4,5,11,..,583,205,164,85,24,1061,601,..,..,..,..,..,601,..,34,9,8,0,0,46,601,620,210,167,89,24,1710
LGA56580,..,4,0,0,0,0,4,..,..,5,6,6,0,18,..,0,3,3,0,0,7,..,0,0,0,0,0,0,..,10,12,5,6,0,35,..,..,..,0,0,0,0,..,10,12,5,6,0,36,0,..,..,..,..,..,0,..,3,0,0,0,0,9,0,11,11,8,6,0,44,..,1992,52,11,0,0,2047,..,..,819,1465,677,132,3087,..,259,209,62,19,3,559,..,43,10,5,4,0,52,..,2292,1080,1543,699,132,5750,..,..,..,23,23,36,83,..,2292,1080,1568,724,171,5825,1476,..,..,..,..,..,1476,..,113,63,55,17,4,251,1476,2409,1144,1619,730,174,7559
LGA56620,..,24,9,0,0,0,34,..,..,15,21,23,16,78,..,16,19,6,4,5,50,..,3,9,0,0,0,10,..,39,45,32,29,28,174,..,..,..,3,13,43,58,..,39,45,36,39,68,231,32,..,..,..,..,..,32,..,4,0,0,0,0,4,32,47,45,36,39,68,265,..,15,0,0,0,0,17,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,14,0,0,0,0,22,..,..,..,0,0,0,0,..,14,0,0,0,0,22,48,..,..,..,..,..,48,..,0,0,0,0,0,0,48,21,0,0,0,0,72
LGA56730,..,40,5,0,0,0,45,..,..,18,23,6,22,72,..,19,25,22,9,11,85,..,0,5,0,0,0,6,..,63,47,44,20,29,204,..,..,..,7,0,13,18,..,63,47,50,20,37,219,37,..,..,..,..,..,37,..,9,0,0,0,0,9,37,68,47,50,20,37,269,..,1128,40,0,0,0,1175,..,..,290,358,169,79,899,..,197,127,45,22,10,396,..,30,3,0,0,0,33,..,1348,460,407,194,86,2501,..,..,..,18,10,19,55,..,1348,460,426,208,103,2552,1145,..,..,..,..,..,1145,..,89,14,3,0,0,104,1145,1442,472,426,208,103,3808
LGA56790,..,9,0,0,0,0,9,..,..,8,12,5,4,26,..,3,0,5,0,4,16,..,0,0,0,0,0,0,..,10,10,22,9,4,49,..,..,..,0,0,3,4,..,10,10,22,8,7,53,20,..,..,..,..,..,20,..,0,0,0,0,0,0,20,9,10,22,8,7,72,..,466,7,0,0,0,471,..,..,76,69,43,15,205,..,39,12,8,0,0,59,..,9,0,0,0,0,8,..,510,98,82,43,15,746,..,..,..,0,0,7,7,..,510,98,82,43,22,748,356,..,..,..,..,..,356,..,19,0,0,0,0,19,356,527,98,82,43,22,1122
LGA56860,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,0,0,0,0,0,6,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,0,0,0,0,0,4,..,26,0,0,0,0,27,..,..,11,3,3,0,20,..,5,0,5,0,0,8,..,0,0,0,0,0,0,..,34,13,5,3,0,59,..,..,..,0,0,0,0,..,34,13,5,3,0,59,26,..,..,..,..,..,26,..,0,0,0,0,0,0,26,34,13,5,3,0,86
LGA56930,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,5,..,..,..,0,0,0,0,..,0,0,0,0,0,5,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,5,..,150,5,0,0,0,164,..,..,57,72,47,19,194,..,19,10,3,0,3,37,..,4,0,0,0,0,4,..,171,76,78,44,20,397,..,..,..,4,0,0,7,..,171,76,78,44,26,402,115,..,..,..,..,..,115,..,4,0,0,0,0,4,115,172,76,80,44,26,522
