SEX,AGE,REGION,YEAR,POPULATION
Female,65-69,Bunbury,2012,3988
Female,65-69,Bunbury,2013,4268
Female,65-69,Bunbury,2014,4591
Female,65-69,Bunbury,2015,4913
Female,65-69,Bunbury,2016,5253
Female,65-69,Bunbury,2017,5332
Female,65-69,Bunbury,2018,5562
Female,65-69,Bunbury,2019,5695
Female,65-69,Bunbury,2020,5934
Female,65-69,Bunbury,2021,6176
Female,65-69,Bunbury,2022,6346
Male,80-84,Perth - South West,2012,2976
Male,80-84,Perth - South West,2013,2950
Male,80-84,Perth - South West,2014,3007
Male,80-84,Perth - South West,2015,3110
Male,80-84,Perth - South West,2016,3250
Male,80-84,Perth - South West,2017,3376
Male,80-84,Perth - South West,2018,3528
Male,80-84,Perth - South West,2019,3694
Male,80-84,Perth - South West,2020,3817
Male,80-84,Perth - South West,2021,4004
Male,80-84,Perth - South West,2022,4255
Female,30-34,Perth - Inner,2012,6923
Female,30-34,Perth - Inner,2013,7370
Female,30-34,Perth - Inner,2014,7637
Female,30-34,Perth - Inner,2015,7844
Female,30-34,Perth - Inner,2016,7995
Female,30-34,Perth - Inner,2017,7973
Female,30-34,Perth - Inner,2018,7995
Female,30-34,Perth - Inner,2019,8017
Female,30-34,Perth - Inner,2020,8093
Female,30-34,Perth - Inner,2021,8071
Female,30-34,Perth - Inner,2022,8058
Total,30-34,Mandurah,2012,4827
Total,30-34,Mandurah,2013,5281
Total,30-34,Mandurah,2014,5489
Total,30-34,Mandurah,2015,5600
Total,30-34,Mandurah,2016,5715
Total,30-34,Mandurah,2017,5874
Total,30-34,Mandurah,2018,5917
Total,30-34,Mandurah,2019,6035
Total,30-34,Mandurah,2020,6066
Total,30-34,Mandurah,2021,6021
Total,30-34,Mandurah,2022,5975
Female,25-29,Perth - South West,2012,14338
Female,25-29,Perth - South West,2013,15247
Female,25-29,Perth - South West,2014,15591
Female,25-29,Perth - South West,2015,15801
Female,25-29,Perth - South West,2016,15772
Female,25-29,Perth - South West,2017,15460
Female,25-29,Perth - South West,2018,15293
Female,25-29,Perth - South West,2019,15200
Female,25-29,Perth - South West,2020,15136
Female,25-29,Perth - South West,2021,14957
Female,25-29,Perth - South West,2022,14882
Total,30-34,Western Australia - Wheat Belt,2012,7459
Total,30-34,Western Australia - Wheat Belt,2013,7833
Total,30-34,Western Australia - Wheat Belt,2014,7932
Total,30-34,Western Australia - Wheat Belt,2015,7880
Total,30-34,Western Australia - Wheat Belt,2016,7776
Total,30-34,Western Australia - Wheat Belt,2017,7794
Total,30-34,Western Australia - Wheat Belt,2018,7670
Total,30-34,Western Australia - Wheat Belt,2019,7629
Total,30-34,Western Australia - Wheat Belt,2020,7661
Total,30-34,Western Australia - Wheat Belt,2021,7619
Total,30-34,Western Australia - Wheat Belt,2022,7498
Male,15-19,Perth - North West,2012,18257
Male,15-19,Perth - North West,2013,18355
Male,15-19,Perth - North West,2014,18355
Male,15-19,Perth - North West,2015,18082
Male,15-19,Perth - North West,2016,17926
Male,15-19,Perth - North West,2017,17680
Male,15-19,Perth - North West,2018,17635
Male,15-19,Perth - North West,2019,17797
Male,15-19,Perth - North West,2020,18082
Male,15-19,Perth - North West,2021,18418
Male,15-19,Perth - North West,2022,18977
Total,All ages,Perth - South East,2012,473535
Total,All ages,Perth - South East,2013,486207
Total,All ages,Perth - South East,2014,493728
Total,All ages,Perth - South East,2015,500726
Total,All ages,Perth - South East,2016,506051
Total,All ages,Perth - South East,2017,513045
Total,All ages,Perth - South East,2018,520107
Total,All ages,Perth - South East,2019,530351
Total,All ages,Perth - South East,2020,542587
Total,All ages,Perth - South East,2021,549135
Total,All ages,Perth - South East,2022,557013
Female,35-39,Perth - North East,2012,8585
Female,35-39,Perth - North East,2013,8537
Female,35-39,Perth - North East,2014,8720
Female,35-39,Perth - North East,2015,8867
Female,35-39,Perth - North East,2016,9116
Female,35-39,Perth - North East,2017,9445
Female,35-39,Perth - North East,2018,9840
Female,35-39,Perth - North East,2019,10190
Female,35-39,Perth - North East,2020,10691
Female,35-39,Perth - North East,2021,11103
Female,35-39,Perth - North East,2022,11628
Female,50-54,Western Australia - Wheat Belt,2012,5247
Female,50-54,Western Australia - Wheat Belt,2013,5360
Female,50-54,Western Australia - Wheat Belt,2014,5282
Female,50-54,Western Australia - Wheat Belt,2015,5232
Female,50-54,Western Australia - Wheat Belt,2016,5066
Female,50-54,Western Australia - Wheat Belt,2017,4980
Female,50-54,Western Australia - Wheat Belt,2018,4880
Female,50-54,Western Australia - Wheat Belt,2019,4908
Female,50-54,Western Australia - Wheat Belt,2020,4891
Female,50-54,Western Australia - Wheat Belt,2021,4924
Female,50-54,Western Australia - Wheat Belt,2022,4948
Total,70-74,Western Australia - Outback (South),2012,3488
Total,70-74,Western Australia - Outback (South),2013,3568
Total,70-74,Western Australia - Outback (South),2014,3720
Total,70-74,Western Australia - Outback (South),2015,3812
Total,70-74,Western Australia - Outback (South),2016,3870
Total,70-74,Western Australia - Outback (South),2017,4099
Total,70-74,Western Australia - Outback (South),2018,4396
Total,70-74,Western Australia - Outback (South),2019,4605
Total,70-74,Western Australia - Outback (South),2020,4857
Total,70-74,Western Australia - Outback (South),2021,5160
Total,70-74,Western Australia - Outback (South),2022,5227
Total,20-24,Perth - Inner,2012,16156
Total,20-24,Perth - Inner,2013,16066
Total,20-24,Perth - Inner,2014,15445
Total,20-24,Perth - Inner,2015,14976
Total,20-24,Perth - Inner,2016,14637
Total,20-24,Perth - Inner,2017,14367
Total,20-24,Perth - Inner,2018,14161
Total,20-24,Perth - Inner,2019,14274
Total,20-24,Perth - Inner,2020,14341
Total,20-24,Perth - Inner,2021,13915
Total,20-24,Perth - Inner,2022,14051
Male,75-79,Western Australia - Outback (North),2012,254
Male,75-79,Western Australia - Outback (North),2013,284
Male,75-79,Western Australia - Outback (North),2014,276
Male,75-79,Western Australia - Outback (North),2015,279
Male,75-79,Western Australia - Outback (North),2016,264
Male,75-79,Western Australia - Outback (North),2017,282
Male,75-79,Western Australia - Outback (North),2018,312
Male,75-79,Western Australia - Outback (North),2019,320
Male,75-79,Western Australia - Outback (North),2020,331
Male,75-79,Western Australia - Outback (North),2021,329
Male,75-79,Western Australia - Outback (North),2022,369
Total,25-29,Perth - South West,2012,29529
Total,25-29,Perth - South West,2013,31244
Total,25-29,Perth - South West,2014,31702
Total,25-29,Perth - South West,2015,31989
Total,25-29,Perth - South West,2016,31582
Total,25-29,Perth - South West,2017,31042
Total,25-29,Perth - South West,2018,30575
Total,25-29,Perth - South West,2019,30409
Total,25-29,Perth - South West,2020,30327
Total,25-29,Perth - South West,2021,29988
Total,25-29,Perth - South West,2022,30217
Total,0-4,Western Australia - Wheat Belt,2012,8910
Total,0-4,Western Australia - Wheat Belt,2013,8891
Total,0-4,Western Australia - Wheat Belt,2014,8810
Total,0-4,Western Australia - Wheat Belt,2015,8631
Total,0-4,Western Australia - Wheat Belt,2016,8492
Total,0-4,Western Australia - Wheat Belt,2017,8351
Total,0-4,Western Australia - Wheat Belt,2018,8127
Total,0-4,Western Australia - Wheat Belt,2019,7853
Total,0-4,Western Australia - Wheat Belt,2020,7637
Total,0-4,Western Australia - Wheat Belt,2021,7502
Total,0-4,Western Australia - Wheat Belt,2022,7560
Male,70-74,Perth - North East,2012,3352
Male,70-74,Perth - North East,2013,3476
Male,70-74,Perth - North East,2014,3661
Male,70-74,Perth - North East,2015,3778
Male,70-74,Perth - North East,2016,3924
Male,70-74,Perth - North East,2017,4303
Male,70-74,Perth - North East,2018,4635
Male,70-74,Perth - North East,2019,4822
Male,70-74,Perth - North East,2020,5055
Male,70-74,Perth - North East,2021,5265
Male,70-74,Perth - North East,2022,5272
Total,30-34,Bunbury,2012,10580
Total,30-34,Bunbury,2013,11097
Total,30-34,Bunbury,2014,11260
Total,30-34,Bunbury,2015,11313
Total,30-34,Bunbury,2016,11215
Total,30-34,Bunbury,2017,11254
Total,30-34,Bunbury,2018,11217
Total,30-34,Bunbury,2019,11280
Total,30-34,Bunbury,2020,11307
Total,30-34,Bunbury,2021,11346
Total,30-34,Bunbury,2022,11474
Female,40-44,Perth - Inner,2012,6003
Female,40-44,Perth - Inner,2013,6120
Female,40-44,Perth - Inner,2014,6089
Female,40-44,Perth - Inner,2015,6009
Female,40-44,Perth - Inner,2016,5796
Female,40-44,Perth - Inner,2017,5765
Female,40-44,Perth - Inner,2018,5756
Female,40-44,Perth - Inner,2019,5809
Female,40-44,Perth - Inner,2020,5985
Female,40-44,Perth - Inner,2021,6133
Female,40-44,Perth - Inner,2022,6367
Male,70-74,Perth - North West,2012,7163
Male,70-74,Perth - North West,2013,7326
Male,70-74,Perth - North West,2014,7655
Male,70-74,Perth - North West,2015,7889
Male,70-74,Perth - North West,2016,8281
Male,70-74,Perth - North West,2017,9113
Male,70-74,Perth - North West,2018,9868
Male,70-74,Perth - North West,2019,10353
Male,70-74,Perth - North West,2020,11048
Male,70-74,Perth - North West,2021,11555
Male,70-74,Perth - North West,2022,11503
Total,5-Sep,Perth - North West,2012,33733
Total,5-Sep,Perth - North West,2013,35054
Total,5-Sep,Perth - North West,2014,35926
Total,5-Sep,Perth - North West,2015,36948
Total,5-Sep,Perth - North West,2016,37478
Total,5-Sep,Perth - North West,2017,37890
Total,5-Sep,Perth - North West,2018,38282
Total,5-Sep,Perth - North West,2019,38708
Total,5-Sep,Perth - North West,2020,38997
Total,5-Sep,Perth - North West,2021,39474
Total,5-Sep,Perth - North West,2022,39540
Male,80-84,Perth - North West,2012,3618
Male,80-84,Perth - North West,2013,3635
Male,80-84,Perth - North West,2014,3708
Male,80-84,Perth - North West,2015,3766
Male,80-84,Perth - North West,2016,3871
Male,80-84,Perth - North West,2017,3976
Male,80-84,Perth - North West,2018,4230
Male,80-84,Perth - North West,2019,4577
Male,80-84,Perth - North West,2020,4836
Male,80-84,Perth - North West,2021,5027
Male,80-84,Perth - North West,2022,5285
Total,65-69,Western Australia - Outback (North),2012,1742
Total,65-69,Western Australia - Outback (North),2013,1994
Total,65-69,Western Australia - Outback (North),2014,2002
Total,65-69,Western Australia - Outback (North),2015,1939
Total,65-69,Western Australia - Outback (North),2016,1901
Total,65-69,Western Australia - Outback (North),2017,1993
Total,65-69,Western Australia - Outback (North),2018,2092
Total,65-69,Western Australia - Outback (North),2019,2199
Total,65-69,Western Australia - Outback (North),2020,2284
Total,65-69,Western Australia - Outback (North),2021,2328
Total,65-69,Western Australia - Outback (North),2022,2493
Female,35-39,Perth - South West,2012,13761
Female,35-39,Perth - South West,2013,13793
Female,35-39,Perth - South West,2014,14005
Female,35-39,Perth - South West,2015,14172
Female,35-39,Perth - South West,2016,14561
Female,35-39,Perth - South West,2017,15063
Female,35-39,Perth - South West,2018,15804
Female,35-39,Perth - South West,2019,16476
Female,35-39,Perth - South West,2020,17125
Female,35-39,Perth - South West,2021,17557
Female,35-39,Perth - South West,2022,18006
Female,All ages,Perth - South West,2012,194822
Female,All ages,Perth - South West,2013,200874
Female,All ages,Perth - South West,2014,205008
Female,All ages,Perth - South West,2015,208091
Female,All ages,Perth - South West,2016,210931
Female,All ages,Perth - South West,2017,214055
Female,All ages,Perth - South West,2018,217948
Female,All ages,Perth - South West,2019,222333
Female,All ages,Perth - South West,2020,227607
Female,All ages,Perth - South West,2021,231746
Female,All ages,Perth - South West,2022,235937
Male,20-24,Western Australia - Wheat Belt,2012,3614
Male,20-24,Western Australia - Wheat Belt,2013,3671
Male,20-24,Western Australia - Wheat Belt,2014,3623
Male,20-24,Western Australia - Wheat Belt,2015,3548
Male,20-24,Western Australia - Wheat Belt,2016,3527
Male,20-24,Western Australia - Wheat Belt,2017,3515
Male,20-24,Western Australia - Wheat Belt,2018,3479
Male,20-24,Western Australia - Wheat Belt,2019,3423
Male,20-24,Western Australia - Wheat Belt,2020,3318
Male,20-24,Western Australia - Wheat Belt,2021,3292
Male,20-24,Western Australia - Wheat Belt,2022,3231
Total,80-84,Perth - South West,2012,7033
Total,80-84,Perth - South West,2013,6977
Total,80-84,Perth - South West,2014,7049
Total,80-84,Perth - South West,2015,7183
Total,80-84,Perth - South West,2016,7350
Total,80-84,Perth - South West,2017,7510
Total,80-84,Perth - South West,2018,7806
Total,80-84,Perth - South West,2019,8152
Total,80-84,Perth - South West,2020,8422
Total,80-84,Perth - South West,2021,8820
Total,80-84,Perth - South West,2022,9283
Total,45-49,Western Australia - Wheat Belt,2012,9777
Total,45-49,Western Australia - Wheat Belt,2013,9738
Total,45-49,Western Australia - Wheat Belt,2014,9796
Total,45-49,Western Australia - Wheat Belt,2015,9656
Total,45-49,Western Australia - Wheat Belt,2016,9478
Total,45-49,Western Australia - Wheat Belt,2017,9565
Total,45-49,Western Australia - Wheat Belt,2018,9518
Total,45-49,Western Australia - Wheat Belt,2019,9313
Total,45-49,Western Australia - Wheat Belt,2020,9117
Total,45-49,Western Australia - Wheat Belt,2021,8878
Total,45-49,Western Australia - Wheat Belt,2022,8561
Total,50-54,Perth - North East,2012,16270
Total,50-54,Perth - North East,2013,16777
Total,50-54,Perth - North East,2014,17129
Total,50-54,Perth - North East,2015,17142
Total,50-54,Perth - North East,2016,17051
Total,50-54,Perth - North East,2017,17150
Total,50-54,Perth - North East,2018,17307
Total,50-54,Perth - North East,2019,17575
Total,50-54,Perth - North East,2020,17953
Total,50-54,Perth - North East,2021,18590
Total,50-54,Perth - North East,2022,19153
Female,80-84,Mandurah,2012,1300
Female,80-84,Mandurah,2013,1282
Female,80-84,Mandurah,2014,1303
Female,80-84,Mandurah,2015,1404
Female,80-84,Mandurah,2016,1495
Female,80-84,Mandurah,2017,1572
Female,80-84,Mandurah,2018,1698
Female,80-84,Mandurah,2019,1802
Female,80-84,Mandurah,2020,1861
Female,80-84,Mandurah,2021,1960
Female,80-84,Mandurah,2022,2047
Total,15-19,Perth - South West,2012,25781
Total,15-19,Perth - South West,2013,26121
Total,15-19,Perth - South West,2014,26092
Total,15-19,Perth - South West,2015,25937
Total,15-19,Perth - South West,2016,26006
Total,15-19,Perth - South West,2017,25836
Total,15-19,Perth - South West,2018,26045
Total,15-19,Perth - South West,2019,26401
Total,15-19,Perth - South West,2020,26846
Total,15-19,Perth - South West,2021,27415
Total,15-19,Perth - South West,2022,28528
Female,15-19,Perth - South East,2012,15346
Female,15-19,Perth - South East,2013,15353
Female,15-19,Perth - South East,2014,15365
Female,15-19,Perth - South East,2015,15340
Female,15-19,Perth - South East,2016,15060
Female,15-19,Perth - South East,2017,14956
Female,15-19,Perth - South East,2018,14883
Female,15-19,Perth - South East,2019,14938
Female,15-19,Perth - South East,2020,15190
Female,15-19,Perth - South East,2021,15378
Female,15-19,Perth - South East,2022,15837
Male,70-74,Perth - South East,2012,6402
Male,70-74,Perth - South East,2013,6539
Male,70-74,Perth - South East,2014,6779
Male,70-74,Perth - South East,2015,7046
Male,70-74,Perth - South East,2016,7407
Male,70-74,Perth - South East,2017,8036
Male,70-74,Perth - South East,2018,8715
Male,70-74,Perth - South East,2019,9276
Male,70-74,Perth - South East,2020,9833
Male,70-74,Perth - South East,2021,10196
Male,70-74,Perth - South East,2022,10193
Female,80-84,Perth - South East,2012,4243
Female,80-84,Perth - South East,2013,4196
Female,80-84,Perth - South East,2014,4246
Female,80-84,Perth - South East,2015,4342
Female,80-84,Perth - South East,2016,4340
Female,80-84,Perth - South East,2017,4452
Female,80-84,Perth - South East,2018,4602
Female,80-84,Perth - South East,2019,4810
Female,80-84,Perth - South East,2020,5110
Female,80-84,Perth - South East,2021,5318
Female,80-84,Perth - South East,2022,5451
Total,85 and over,Perth - Inner,2012,3631
Total,85 and over,Perth - Inner,2013,3620
Total,85 and over,Perth - Inner,2014,3700
Total,85 and over,Perth - Inner,2015,3780
Total,85 and over,Perth - Inner,2016,4015
Total,85 and over,Perth - Inner,2017,4008
Total,85 and over,Perth - Inner,2018,4099
Total,85 and over,Perth - Inner,2019,4162
Total,85 and over,Perth - Inner,2020,4323
Total,85 and over,Perth - Inner,2021,4518
Total,85 and over,Perth - Inner,2022,4698
Total,5-Sep,Western Australia - Outback (South),2012,9066
Total,5-Sep,Western Australia - Outback (South),2013,9248
Total,5-Sep,Western Australia - Outback (South),2014,9212
Total,5-Sep,Western Australia - Outback (South),2015,9164
Total,5-Sep,Western Australia - Outback (South),2016,8885
Total,5-Sep,Western Australia - Outback (South),2017,8722
Total,5-Sep,Western Australia - Outback (South),2018,8620
Total,5-Sep,Western Australia - Outback (South),2019,8500
Total,5-Sep,Western Australia - Outback (South),2020,8400
Total,5-Sep,Western Australia - Outback (South),2021,8409
Total,5-Sep,Western Australia - Outback (South),2022,8334
Male,55-59,Western Australia - Outback (South),2012,4066
Male,55-59,Western Australia - Outback (South),2013,4269
Male,55-59,Western Australia - Outback (South),2014,4246
Male,55-59,Western Australia - Outback (South),2015,4263
Male,55-59,Western Australia - Outback (South),2016,4250
Male,55-59,Western Australia - Outback (South),2017,4354
Male,55-59,Western Australia - Outback (South),2018,4384
Male,55-59,Western Australia - Outback (South),2019,4456
Male,55-59,Western Australia - Outback (South),2020,4480
Male,55-59,Western Australia - Outback (South),2021,4457
Male,55-59,Western Australia - Outback (South),2022,4436
Total,15-19,Western Australia - Outback (South),2012,7864
Total,15-19,Western Australia - Outback (South),2013,7744
Total,15-19,Western Australia - Outback (South),2014,7635
Total,15-19,Western Australia - Outback (South),2015,7499
Total,15-19,Western Australia - Outback (South),2016,7380
Total,15-19,Western Australia - Outback (South),2017,7334
Total,15-19,Western Australia - Outback (South),2018,7234
Total,15-19,Western Australia - Outback (South),2019,7108
Total,15-19,Western Australia - Outback (South),2020,6886
Total,15-19,Western Australia - Outback (South),2021,6852
Total,15-19,Western Australia - Outback (South),2022,7204
Total,50-54,Perth - South East,2012,29631
Total,50-54,Perth - South East,2013,30041
Total,50-54,Perth - South East,2014,30250
Total,50-54,Perth - South East,2015,30305
Total,50-54,Perth - South East,2016,30165
Total,50-54,Perth - South East,2017,30137
Total,50-54,Perth - South East,2018,30187
Total,50-54,Perth - South East,2019,30985
Total,50-54,Perth - South East,2020,31893
Total,50-54,Perth - South East,2021,32918
Total,50-54,Perth - South East,2022,33817
Male,60-64,Mandurah,2012,2890
Male,60-64,Mandurah,2013,2889
Male,60-64,Mandurah,2014,2903
Male,60-64,Mandurah,2015,2922
Male,60-64,Mandurah,2016,2986
Male,60-64,Mandurah,2017,3026
Male,60-64,Mandurah,2018,3127
Male,60-64,Mandurah,2019,3199
Male,60-64,Mandurah,2020,3354
Male,60-64,Mandurah,2021,3436
Male,60-64,Mandurah,2022,3597
Male,70-74,Bunbury,2012,2860
Male,70-74,Bunbury,2013,2985
Male,70-74,Bunbury,2014,3197
Male,70-74,Bunbury,2015,3438
Male,70-74,Bunbury,2016,3714
Male,70-74,Bunbury,2017,4097
Male,70-74,Bunbury,2018,4491
Male,70-74,Bunbury,2019,4845
Male,70-74,Bunbury,2020,5227
Male,70-74,Bunbury,2021,5616
Male,70-74,Bunbury,2022,5612
Female,85 and over,Western Australia - Outback (North),2012,96
Female,85 and over,Western Australia - Outback (North),2013,103
Female,85 and over,Western Australia - Outback (North),2014,96
Female,85 and over,Western Australia - Outback (North),2015,97
Female,85 and over,Western Australia - Outback (North),2016,82
Female,85 and over,Western Australia - Outback (North),2017,88
Female,85 and over,Western Australia - Outback (North),2018,99
Female,85 and over,Western Australia - Outback (North),2019,97
Female,85 and over,Western Australia - Outback (North),2020,99
Female,85 and over,Western Australia - Outback (North),2021,91
Female,85 and over,Western Australia - Outback (North),2022,115
Female,All ages,Western Australia - Wheat Belt,2012,67093
Female,All ages,Western Australia - Wheat Belt,2013,68008
Female,All ages,Western Australia - Wheat Belt,2014,68362
Female,All ages,Western Australia - Wheat Belt,2015,68387
Female,All ages,Western Australia - Wheat Belt,2016,68028
Female,All ages,Western Australia - Wheat Belt,2017,68283
Female,All ages,Western Australia - Wheat Belt,2018,68316
Female,All ages,Western Australia - Wheat Belt,2019,68438
Female,All ages,Western Australia - Wheat Belt,2020,68945
Female,All ages,Western Australia - Wheat Belt,2021,69448
Female,All ages,Western Australia - Wheat Belt,2022,70192
Total,60-64,Western Australia - Outback (South),2012,6448
Total,60-64,Western Australia - Outback (South),2013,6622
Total,60-64,Western Australia - Outback (South),2014,6602
Total,60-64,Western Australia - Outback (South),2015,6636
Total,60-64,Western Australia - Outback (South),2016,6658
Total,60-64,Western Australia - Outback (South),2017,6814
Total,60-64,Western Australia - Outback (South),2018,7124
Total,60-64,Western Australia - Outback (South),2019,7350
Total,60-64,Western Australia - Outback (South),2020,7742
Total,60-64,Western Australia - Outback (South),2021,8042
Total,60-64,Western Australia - Outback (South),2022,8116
Total,Oct-14,Western Australia - Wheat Belt,2012,9227
Total,Oct-14,Western Australia - Wheat Belt,2013,8962
Total,Oct-14,Western Australia - Wheat Belt,2014,8684
Total,Oct-14,Western Australia - Wheat Belt,2015,8544
Total,Oct-14,Western Australia - Wheat Belt,2016,8464
Total,Oct-14,Western Australia - Wheat Belt,2017,8662
Total,Oct-14,Western Australia - Wheat Belt,2018,8839
Total,Oct-14,Western Australia - Wheat Belt,2019,8891
Total,Oct-14,Western Australia - Wheat Belt,2020,8996
Total,Oct-14,Western Australia - Wheat Belt,2021,8998
Total,Oct-14,Western Australia - Wheat Belt,2022,9034
Total,15-19,Perth - North West,2012,35521
Total,15-19,Perth - North West,2013,35695
Total,15-19,Perth - North West,2014,35692
Total,15-19,Perth - North West,2015,35298
Total,15-19,Perth - North West,2016,35032
Total,15-19,Perth - North West,2017,34627
Total,15-19,Perth - North West,2018,34529
Total,15-19,Perth - North West,2019,34731
Total,15-19,Perth - North West,2020,35074
Total,15-19,Perth - North West,2021,35546
Total,15-19,Perth - North West,2022,36724
Total,15-19,Bunbury,2012,10788
Total,15-19,Bunbury,2013,10723
Total,15-19,Bunbury,2014,10807
Total,15-19,Bunbury,2015,10859
Total,15-19,Bunbury,2016,11071
Total,15-19,Bunbury,2017,11102
Total,15-19,Bunbury,2018,11145
Total,15-19,Bunbury,2019,11178
Total,15-19,Bunbury,2020,11162
Total,15-19,Bunbury,2021,11322
Total,15-19,Bunbury,2022,12071
Male,0-4,Western Australia - Outback (North),2012,4074
Male,0-4,Western Australia - Outback (North),2013,4166
Male,0-4,Western Australia - Outback (North),2014,4181
Male,0-4,Western Australia - Outback (North),2015,4223
Male,0-4,Western Australia - Outback (North),2016,4222
Male,0-4,Western Australia - Outback (North),2017,4164
Male,0-4,Western Australia - Outback (North),2018,4133
Male,0-4,Western Australia - Outback (North),2019,4109
Male,0-4,Western Australia - Outback (North),2020,4144
Male,0-4,Western Australia - Outback (North),2021,4136
Male,0-4,Western Australia - Outback (North),2022,4029
Male,70-74,Mandurah,2012,2393
Male,70-74,Mandurah,2013,2433
Male,70-74,Mandurah,2014,2533
Male,70-74,Mandurah,2015,2618
Male,70-74,Mandurah,2016,2729
Male,70-74,Mandurah,2017,2965
Male,70-74,Mandurah,2018,3190
Male,70-74,Mandurah,2019,3341
Male,70-74,Mandurah,2020,3556
Male,70-74,Mandurah,2021,3741
Male,70-74,Mandurah,2022,3685
Female,0-4,Western Australia - Wheat Belt,2012,4397
Female,0-4,Western Australia - Wheat Belt,2013,4370
Female,0-4,Western Australia - Wheat Belt,2014,4355
Female,0-4,Western Australia - Wheat Belt,2015,4220
Female,0-4,Western Australia - Wheat Belt,2016,4150
Female,0-4,Western Australia - Wheat Belt,2017,4049
Female,0-4,Western Australia - Wheat Belt,2018,3948
Female,0-4,Western Australia - Wheat Belt,2019,3800
Female,0-4,Western Australia - Wheat Belt,2020,3706
Female,0-4,Western Australia - Wheat Belt,2021,3650
Female,0-4,Western Australia - Wheat Belt,2022,3638
Total,40-44,Perth - North East,2012,18460
Total,40-44,Perth - North East,2013,18762
Total,40-44,Perth - North East,2014,18646
Total,40-44,Perth - North East,2015,18588
Total,40-44,Perth - North East,2016,18431
Total,40-44,Perth - North East,2017,18026
Total,40-44,Perth - North East,2018,17907
Total,40-44,Perth - North East,2019,18167
Total,40-44,Perth - North East,2020,18546
Total,40-44,Perth - North East,2021,19319
Total,40-44,Perth - North East,2022,20190
Female,All ages,Western Australia - Outback (North),2012,42415
Female,All ages,Western Australia - Outback (North),2013,43297
Female,All ages,Western Australia - Outback (North),2014,43281
Female,All ages,Western Australia - Outback (North),2015,43221
Female,All ages,Western Australia - Outback (North),2016,43181
Female,All ages,Western Australia - Outback (North),2017,43340
Female,All ages,Western Australia - Outback (North),2018,43680
Female,All ages,Western Australia - Outback (North),2019,44111
Female,All ages,Western Australia - Outback (North),2020,44690
Female,All ages,Western Australia - Outback (North),2021,44998
Female,All ages,Western Australia - Outback (North),2022,45171
Female,25-29,Bunbury,2012,5092
Female,25-29,Bunbury,2013,5299
Female,25-29,Bunbury,2014,5341
Female,25-29,Bunbury,2015,5276
Female,25-29,Bunbury,2016,5177
Female,25-29,Bunbury,2017,5148
Female,25-29,Bunbury,2018,5101
Female,25-29,Bunbury,2019,5053
Female,25-29,Bunbury,2020,5013
Female,25-29,Bunbury,2021,4868
Female,25-29,Bunbury,2022,4692
Male,30-34,Mandurah,2012,2312
Male,30-34,Mandurah,2013,2556
Male,30-34,Mandurah,2014,2684
Male,30-34,Mandurah,2015,2732
Male,30-34,Mandurah,2016,2781
Male,30-34,Mandurah,2017,2861
Male,30-34,Mandurah,2018,2857
Male,30-34,Mandurah,2019,2921
Male,30-34,Mandurah,2020,2917
Male,30-34,Mandurah,2021,2877
Male,30-34,Mandurah,2022,2869
Male,40-44,Perth - Inner,2012,6157
Male,40-44,Perth - Inner,2013,6163
Male,40-44,Perth - Inner,2014,6029
Male,40-44,Perth - Inner,2015,5885
Male,40-44,Perth - Inner,2016,5640
Male,40-44,Perth - Inner,2017,5625
Male,40-44,Perth - Inner,2018,5735
Male,40-44,Perth - Inner,2019,5921
Male,40-44,Perth - Inner,2020,6122
Male,40-44,Perth - Inner,2021,6261
Male,40-44,Perth - Inner,2022,6457
Female,80-84,Perth - North East,2012,2071
Female,80-84,Perth - North East,2013,2111
Female,80-84,Perth - North East,2014,2104
Female,80-84,Perth - North East,2015,2058
Female,80-84,Perth - North East,2016,2057
Female,80-84,Perth - North East,2017,2170
Female,80-84,Perth - North East,2018,2278
Female,80-84,Perth - North East,2019,2412
Female,80-84,Perth - North East,2020,2544
Female,80-84,Perth - North East,2021,2656
Female,80-84,Perth - North East,2022,2818
Female,40-44,Western Australia - Outback (North),2012,3335
Female,40-44,Western Australia - Outback (North),2013,3363
Female,40-44,Western Australia - Outback (North),2014,3333
Female,40-44,Western Australia - Outback (North),2015,3314
Female,40-44,Western Australia - Outback (North),2016,3162
Female,40-44,Western Australia - Outback (North),2017,3137
Female,40-44,Western Australia - Outback (North),2018,3146
Female,40-44,Western Australia - Outback (North),2019,3187
Female,40-44,Western Australia - Outback (North),2020,3211
Female,40-44,Western Australia - Outback (North),2021,3300
Female,40-44,Western Australia - Outback (North),2022,3387
Male,5-Sep,Perth - South East,2012,14411
Male,5-Sep,Perth - South East,2013,15160
Male,5-Sep,Perth - South East,2014,15748
Male,5-Sep,Perth - South East,2015,16392
Male,5-Sep,Perth - South East,2016,16880
Male,5-Sep,Perth - South East,2017,17254
Male,5-Sep,Perth - South East,2018,17667
Male,5-Sep,Perth - South East,2019,18036
Male,5-Sep,Perth - South East,2020,18544
Male,5-Sep,Perth - South East,2021,19015
Male,5-Sep,Perth - South East,2022,19400
Male,Oct-14,Western Australia - Outback (North),2012,3019
Male,Oct-14,Western Australia - Outback (North),2013,3032
Male,Oct-14,Western Australia - Outback (North),2014,2988
Male,Oct-14,Western Australia - Outback (North),2015,2962
Male,Oct-14,Western Australia - Outback (North),2016,2953
Male,Oct-14,Western Australia - Outback (North),2017,2994
