SA2_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
511011275,201,29,22,254,121,58,17,5,195,0,7,5,203,26,26,250,159,48,12,4,216,0,0,3,218,25,38,285,172,57,11,4,247,5,0,4,251,44,35,326,139,42,16,0,205,4,4,4,208,31,40,285,125,43,10,10,189,7,4,9,198,77,35,310,49,33,3,4,83,0,0,0,87,102,22,215,12,12,3,0,32,0,0,0,32,126,17,171,23,21,0,5,47,0,0,0,47,155,20,224,1312,505,126,52,2003,22,27,51,2049,764,334,3154
511021276,197,29,66,292,138,42,6,3,183,6,4,8,189,30,45,271,155,55,9,5,228,11,0,11,239,45,57,340,174,52,13,5,245,14,9,17,261,55,69,387,153,58,8,7,228,10,0,13,239,69,42,350,118,51,16,7,190,3,3,8,198,100,42,340,73,24,8,8,113,0,6,4,122,149,37,297,22,24,5,0,53,0,0,0,53,139,32,219,8,3,0,6,16,0,0,6,17,227,60,309,1351,531,101,66,2050,78,38,115,2162,1083,715,3958
511021277,298,43,50,393,187,62,7,4,256,3,5,4,262,23,32,320,175,56,9,10,245,3,9,7,251,22,28,303,153,58,15,8,233,3,0,9,243,33,33,307,139,59,19,5,223,0,0,3,229,58,37,316,103,62,7,4,176,4,3,10,180,94,39,309,30,24,12,0,69,0,0,0,67,137,27,224,7,10,3,0,27,0,0,0,27,156,24,208,5,3,0,0,18,0,0,0,18,147,32,197,1561,700,159,75,2496,34,27,64,2561,859,425,3840
511031278,351,93,92,536,230,68,5,9,317,16,3,16,330,92,74,492,226,71,8,7,311,12,3,17,325,79,82,482,269,60,18,9,360,0,6,6,361,74,61,502,240,67,23,9,326,8,6,16,339,72,72,487,186,53,12,3,259,3,3,11,267,92,78,436,70,38,3,3,113,4,0,0,119,124,53,291,19,14,0,0,31,0,0,0,31,138,31,201,0,8,0,0,12,0,0,0,12,144,25,179,2250,756,124,77,3202,91,66,160,3359,1364,888,5607
511031279,839,109,88,1038,535,142,13,19,711,16,9,23,728,80,93,908,591,113,32,7,746,17,4,21,765,67,63,898,517,125,33,11,680,17,3,22,706,97,99,899,478,123,37,15,648,15,4,21,670,112,63,846,321,103,32,0,455,8,7,10,467,141,68,677,136,68,5,0,205,5,0,4,209,199,42,456,28,30,0,3,70,0,0,0,67,224,43,337,10,10,0,0,19,0,0,0,19,367,61,448,5150,1561,323,132,7170,161,83,247,7415,1946,989,10353
511031280,639,91,39,773,371,85,17,3,486,3,8,10,497,51,47,595,397,68,20,7,489,10,0,9,502,36,37,571,327,69,24,9,422,7,4,9,434,58,33,529,304,74,27,5,404,5,3,5,414,62,34,506,215,71,13,4,306,7,0,7,313,104,29,444,80,37,6,0,126,0,4,4,126,142,29,289,23,16,4,0,39,0,0,0,39,147,13,193,3,7,0,0,18,0,0,0,18,214,29,251,3490,1005,218,77,4791,78,52,131,4929,1268,443,6631
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,167,44,82,291,130,27,8,3,170,3,0,6,173,35,87,300,126,23,15,3,170,6,4,11,184,48,67,288,160,53,5,8,233,6,0,9,239,50,93,380,117,46,15,8,187,11,0,8,201,70,62,323,105,38,12,10,168,5,3,9,179,101,60,343,42,25,4,0,74,3,0,3,76,125,42,245,12,9,3,0,24,0,0,0,24,110,30,165,6,10,0,0,13,0,0,0,13,103,37,155,1210,374,105,67,1757,75,27,103,1858,905,849,3609
511031283,209,97,129,443,122,31,11,3,164,7,4,18,177,87,116,371,118,26,8,4,156,11,0,9,163,84,100,347,120,30,9,4,163,8,0,13,171,81,107,359,125,22,11,4,161,7,3,9,169,82,96,343,89,16,8,9,118,4,0,4,122,61,69,253,40,12,0,0,56,0,0,0,54,52,32,146,11,0,4,0,16,0,0,0,16,58,3,78,10,3,0,0,12,0,0,0,12,48,16,73,1235,263,106,54,1658,104,31,136,1794,1107,1185,4082
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,461,109,87,656,269,136,21,10,438,27,9,33,475,98,81,654,322,141,23,9,493,23,13,35,529,113,74,713,339,156,27,8,529,18,10,30,562,149,92,797,312,169,35,8,527,13,19,33,558,167,65,792,253,170,22,3,453,19,16,34,491,296,83,869,105,114,19,0,243,6,10,13,254,438,60,752,33,46,4,0,78,0,0,0,85,533,70,692,17,28,4,9,57,0,0,0,54,1216,227,1505,2847,1785,268,88,4985,198,159,351,5335,3663,1085,10084
511041286,312,110,70,493,211,91,9,4,323,12,10,21,344,75,58,483,249,100,24,10,377,10,12,21,401,91,53,544,257,135,22,3,421,21,7,26,440,84,48,576,236,108,14,3,366,8,8,21,385,122,50,560,160,107,15,3,288,8,7,19,307,150,48,502,47,46,9,4,105,0,6,3,106,221,23,353,15,31,0,3,45,0,0,0,45,242,27,312,3,11,0,0,18,0,0,0,18,338,30,377,1884,1143,181,72,3275,143,107,255,3528,1951,679,6161
511041287,434,55,55,545,267,101,20,9,394,4,8,14,405,51,51,508,306,113,31,7,457,7,7,17,466,50,61,573,315,134,29,9,483,14,3,19,501,76,54,635,270,108,23,3,407,10,0,11,417,91,43,554,159,111,24,0,292,9,5,11,304,132,30,467,56,61,12,0,134,0,0,0,134,271,21,424,24,21,0,0,46,0,0,0,47,284,28,357,6,9,0,0,13,0,0,0,13,376,35,423,2501,1294,242,53,4087,90,66,160,4254,1759,552,6556
511041288,594,81,39,717,395,166,14,0,579,4,10,18,598,68,47,704,395,185,18,12,610,0,4,7,619,66,43,724,381,142,25,6,556,12,8,19,577,79,38,695,324,108,30,5,475,9,3,11,484,111,40,636,221,124,30,0,377,3,10,13,393,201,23,618,102,77,10,0,191,3,3,10,201,293,28,525,20,42,3,0,71,0,0,0,72,331,25,431,8,22,0,5,36,0,0,0,40,499,64,598,3174,1760,239,55,5229,90,94,185,5416,2129,505,8048
511041289,127,25,29,182,78,41,3,8,132,8,0,7,141,19,22,178,113,54,11,0,179,3,0,3,185,27,21,232,117,46,7,7,177,0,3,3,180,36,28,242,119,64,12,4,198,8,6,8,206,71,36,313,84,65,9,5,155,9,3,9,169,130,38,333,44,40,12,0,101,0,0,0,101,234,33,370,14,15,0,4,39,0,0,0,39,234,33,302,10,17,4,7,36,0,0,0,36,347,64,440,809,521,84,45,1465,36,27,58,1520,1255,352,3126
511041290,96,37,94,224,83,15,9,10,107,0,0,0,116,39,79,229,73,16,3,0,105,3,0,3,107,25,80,208,93,14,11,4,123,6,0,6,131,41,80,254,78,20,9,0,109,8,3,5,121,31,63,211,73,22,4,0,96,0,0,0,104,43,53,202,41,3,5,0,48,7,0,4,54,74,32,168,21,11,0,0,33,0,0,3,36,61,39,132,3,9,0,0,13,0,0,0,22,69,28,115,890,170,66,45,1170,36,19,61,1233,584,895,2710
511041291,196,12,52,262,100,28,5,3,142,6,5,6,147,14,43,209,111,34,10,3,157,6,0,8,161,30,44,233,125,43,8,0,176,5,0,5,181,26,39,247,129,53,5,3,186,4,0,11,197,37,54,283,147,51,12,0,209,5,8,10,222,93,57,375,69,33,8,4,110,5,0,9,121,166,56,343,24,21,0,0,50,0,0,0,50,162,36,246,26,12,0,4,47,0,0,0,47,235,74,356,1123,423,89,29,1658,50,25,73,1736,916,586,3238
511041292,210,34,57,299,146,63,9,5,231,5,8,11,236,35,52,327,146,66,18,3,237,5,4,12,245,44,60,353,197,88,19,12,324,10,0,11,336,59,55,447,189,124,19,9,337,4,9,11,351,93,63,505,159,120,10,6,301,7,7,9,311,161,47,520,83,73,12,0,174,3,0,5,177,243,65,479,31,41,3,5,76,0,0,0,76,284,64,423,23,30,4,0,63,0,3,3,64,384,63,514,1401,825,140,72,2437,72,39,114,2548,1528,667,4742
597979799,52,0,39,92,36,0,0,0,40,0,0,0,43,0,39,82,30,0,0,0,29,0,0,0,29,3,29,57,24,0,0,0,29,0,0,0,29,5,18,54,8,0,4,0,13,0,0,5,15,0,11,26,12,0,5,0,15,0,0,0,15,3,14,34,3,0,0,0,3,0,0,0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,243,18,13,5,277,5,0,3,277,18,220,516
599999499,236,167,364,769,90,45,22,0,163,35,13,46,208,126,435,770,78,29,20,0,125,38,8,47,168,122,390,680,84,25,10,3,126,24,10,35,161,132,339,631,71,34,12,0,124,16,9,24,145,165,248,552,47,37,14,0,94,17,7,22,123,230,236,588,16,16,6,0,35,5,0,5,40,296,137,478,4,7,0,0,10,0,6,6,13,176,96,281,0,0,0,0,0,0,0,0,3,101,79,189,915,484,181,33,1614,274,117,392,2000,1955,3326,7285
