POA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6490,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,3,0,0,11,7,0,0,4,0,0,3,0,0,12,9,0,4,0,0,0,0,0,0,9,3,3,0,4,0,0,0,4,0,19,13,4,5,3,7,0,3,0,0,29,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,10,12,10,3,13,12,0,98
POA6501,0,0,11,0,0,6,0,8,0,27,0,3,9,6,0,3,9,3,0,30,7,10,13,5,5,3,10,9,4,71,12,13,13,9,10,0,12,8,3,80,21,13,18,14,14,4,18,24,3,130,22,7,25,6,15,9,14,13,3,105,6,0,0,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,6,70,46,97,37,52,22,62,62,18,467
POA6502,0,0,5,8,0,4,0,3,0,20,0,0,4,3,0,4,4,0,0,18,3,7,13,10,10,4,10,9,0,62,9,8,17,9,13,0,8,9,0,85,19,16,16,22,16,4,22,11,0,126,22,17,20,9,20,8,16,11,0,126,14,9,6,3,0,6,8,5,0,44,6,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,81,63,78,64,53,25,66,58,5,497
POA6503,3,0,10,5,0,8,5,17,0,40,5,0,16,6,3,7,7,23,0,76,36,11,28,12,20,3,28,87,3,230,62,20,32,7,30,9,23,43,0,233,70,21,34,9,20,12,25,38,9,246,68,28,21,6,31,14,42,41,0,252,42,5,6,0,6,5,12,22,0,96,21,0,0,0,0,0,0,0,7,27,0,0,0,0,0,0,0,0,0,5,316,83,145,52,127,50,136,279,19,1208
POA6504,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,4,0,0,16,0,5,0,0,0,0,5,4,0,13,11,0,6,4,0,0,0,3,0,23,6,0,0,0,6,0,3,8,0,25,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,4,4,7,4,8,12,0,93
POA6505,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,15,5,0,0,0,0,0,0,3,0,13,6,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,3,4,0,22,8,0,0,0,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,42,0,3,4,4,3,7,16,0,78
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,3,0,7,0,3,0,0,3,0,0,0,0,8,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,3,6,7,0,36
POA6507,0,0,0,0,0,0,3,3,0,7,0,5,0,0,0,3,0,0,0,18,11,8,6,0,6,0,5,4,0,42,16,8,9,5,10,0,4,0,0,51,22,3,7,0,3,3,12,5,0,52,19,3,6,0,5,3,21,4,0,68,24,3,0,0,5,0,3,3,0,40,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,102,31,25,8,25,8,50,33,3,286
POA6509,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,0,0,6,0,14,9,0,4,0,0,0,0,0,0,11,8,0,3,0,0,0,5,7,0,19,9,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,30,5,11,9,3,3,4,14,3,85
POA6510,0,0,16,7,0,7,0,10,0,44,6,5,20,6,5,7,3,15,0,68,15,20,20,16,16,11,8,30,3,136,31,33,16,15,20,10,7,8,0,144,25,11,25,18,28,6,21,19,5,170,43,19,24,17,28,13,34,24,3,214,28,6,7,5,10,5,19,7,0,85,6,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,162,102,131,91,108,62,97,116,9,878
POA6511,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,7,0,4,11,4,3,0,3,14,0,44,5,10,0,0,3,0,0,3,0,30,5,0,3,3,0,0,3,6,0,31,13,0,9,7,8,0,11,12,4,58,4,0,6,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,34,17,26,23,23,7,21,45,5,196
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,7,4,7,0,0,0,3,0,0,17,5,0,0,0,0,0,0,0,5,13,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,5,9,11,0,0,5,3,3,55
POA6513,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,3,7,0,0,0,3,0,0,0,0,10,13,0,0,0,3,0,0,0,0,17,16,5,3,0,5,0,5,0,0,30,11,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,4,7,3,10,0,4,16,0,89
POA6514,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,12,4,3,6,4,0,3,0,4,0,24,5,0,6,5,0,0,4,3,0,21,13,7,3,5,4,8,7,11,3,50,13,3,21,3,3,9,17,9,0,75,3,4,3,0,6,0,8,5,0,37,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,20,36,15,19,18,33,35,5,220
POA6515,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,7,3,0,0,0,3,0,6,0,0,26,9,3,4,0,8,0,0,8,0,38,8,0,0,0,3,0,3,0,0,27,19,0,0,0,6,0,7,0,0,33,14,0,0,0,3,0,0,5,0,21,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,64,14,6,6,23,7,27,14,4,163
POA6516,0,0,5,8,0,15,0,14,0,43,0,5,9,7,0,6,9,8,0,39,15,26,43,22,12,3,10,19,0,142,21,28,28,23,20,9,8,24,0,157,27,25,38,16,14,18,32,28,0,205,28,22,31,10,28,14,29,36,6,205,18,7,4,5,10,4,13,8,0,72,3,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,111,120,158,82,97,72,98,129,14,874
POA6517,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,17,6,3,7,7,4,3,5,3,0,38,17,9,5,0,4,0,7,3,0,46,11,0,0,3,3,4,3,4,0,30,15,4,4,4,8,4,4,6,0,45,7,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,18,24,17,23,10,25,23,0,186
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,0,3,0,16,4,0,0,0,0,0,5,7,0,18,4,0,0,0,3,0,0,3,0,17,11,4,3,0,0,0,0,3,0,22,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,7,3,0,3,0,9,25,0,87
POA6519,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,4,6,0,13,14,3,4,4,3,0,0,3,0,33,21,5,9,9,3,5,4,7,0,60,22,0,6,3,6,0,6,0,3,49,16,0,0,6,8,0,11,6,0,55,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,86,15,29,28,24,4,30,21,12,242
POA6521,3,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,3,0,15,9,0,5,0,5,0,0,21,0,40,14,0,0,0,5,0,0,12,0,32,22,7,5,0,4,0,6,0,0,37,21,9,6,0,5,0,7,4,0,46,13,0,0,0,0,0,7,4,0,25,7,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,85,13,20,0,15,3,15,44,3,211
POA6522,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,3,0,15,6,5,0,0,4,0,0,3,0,27,15,8,4,0,4,4,7,9,0,38,23,0,0,6,3,0,4,4,0,42,18,0,4,4,0,0,6,3,3,37,10,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,13,14,14,9,9,20,20,3,184
POA6525,0,0,17,23,0,30,0,25,6,94,6,0,20,14,4,9,9,21,0,86,8,23,31,18,8,19,20,12,5,143,30,40,56,27,30,10,23,46,0,259,57,44,66,35,42,16,42,46,11,351,55,46,71,24,35,23,52,39,13,354,44,18,12,8,18,9,17,13,5,137,8,0,4,0,4,4,0,5,10,35,0,0,0,0,0,0,0,0,0,0,211,172,282,140,137,118,156,210,42,1465
POA6528,0,0,0,4,0,0,0,3,0,12,0,3,0,0,0,0,0,0,0,5,0,5,3,3,4,0,6,4,0,29,4,5,3,0,5,0,3,0,0,27,6,11,9,6,8,0,3,0,0,32,18,4,3,0,5,0,10,8,0,46,4,0,0,0,3,0,0,0,0,21,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,29,30,11,23,4,22,22,4,182
POA6530,7,21,174,190,31,363,47,247,18,1100,48,117,291,235,108,185,73,182,15,1247,184,530,585,374,274,204,224,317,38,2732,328,634,496,370,357,199,213,291,29,2918,381,665,443,435,443,221,331,310,60,3290,320,447,380,344,354,188,367,290,40,2727,113,134,99,83,111,45,91,92,15,777,22,19,13,4,5,7,6,13,7,97,4,0,0,0,0,0,0,0,7,14,1416,2569,2475,2035,1684,1400,1346,1739,225,14898
POA6532,6,0,41,52,6,79,5,52,7,258,12,10,65,26,17,12,18,37,4,201,72,117,142,85,85,36,41,43,7,623,119,132,137,70,75,35,57,47,5,680,154,159,126,90,86,54,104,63,11,840,120,81,86,76,103,30,88,60,12,658,67,25,21,21,29,9,24,19,4,207,17,4,0,0,5,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,560,517,626,414,409,252,340,321,58,3507
POA6535,0,0,0,0,0,4,4,8,0,20,6,0,0,0,3,0,3,4,0,20,13,10,7,4,5,4,6,7,0,63,38,17,7,11,8,8,10,11,6,121,26,15,18,10,9,5,19,23,4,117,42,17,8,20,21,4,34,24,0,173,31,5,11,10,6,0,3,14,3,79,10,0,0,4,0,0,0,3,0,15,5,0,0,0,0,0,0,0,0,0,165,63,57,63,55,28,74,94,12,608
POA6536,0,0,10,4,0,0,0,8,0,34,4,0,4,5,9,4,0,9,0,36,11,12,13,8,9,7,3,9,3,79,9,11,20,4,3,6,8,29,4,101,26,19,20,15,12,7,14,24,0,144,33,22,13,12,14,20,18,42,3,170,15,4,9,4,4,3,5,14,5,58,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,97,77,89,65,49,51,49,137,18,627
POA6537,0,0,0,4,0,0,0,5,0,10,0,3,0,8,0,5,5,10,0,30,9,11,16,23,14,4,3,28,4,113,18,11,16,11,11,3,11,8,4,92,16,10,13,3,11,7,10,7,4,88,21,7,17,9,16,7,3,13,3,95,4,7,5,3,0,5,3,7,5,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,64,51,69,58,46,30,36,78,16,456
POA6556,0,0,15,3,3,17,4,28,7,78,0,3,21,3,6,12,3,10,3,66,12,17,44,17,20,7,19,5,0,139,26,38,43,29,29,8,17,8,6,189,41,38,34,35,42,18,21,13,11,257,25,51,45,31,26,16,23,20,3,236,9,15,11,3,4,11,12,4,6,65,0,4,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,112,160,212,128,130,83,103,91,30,1037
POA6558,0,0,7,5,0,12,0,9,0,35,0,0,8,3,5,3,0,0,0,26,0,5,7,4,8,3,3,0,0,42,10,14,14,3,5,3,5,0,3,56,20,13,17,9,14,0,6,4,0,85,20,16,21,11,14,8,15,8,5,110,7,3,3,3,0,0,3,0,0,30,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,60,75,47,46,28,30,28,7,393
POA6560,0,0,4,0,0,13,0,8,0,28,0,0,10,11,4,3,9,12,0,51,7,11,29,13,7,0,12,12,3,96,5,11,17,12,11,5,5,14,0,86,10,19,26,17,23,9,20,16,0,131,12,21,21,18,19,13,23,21,3,143,5,4,7,0,5,4,3,5,0,30,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,50,60,103,62,74,47,72,89,9,569
POA6562,0,0,9,5,3,7,0,10,0,33,3,0,11,11,9,6,5,4,0,40,13,15,28,3,3,4,12,9,0,89,11,15,31,17,11,5,17,5,3,117,18,27,24,26,21,12,16,12,5,161,16,14,13,19,9,3,18,10,3,107,7,9,5,8,3,0,7,6,0,52,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,74,79,124,95,62,45,71,50,18,614
POA6564,0,0,3,0,0,3,0,4,0,16,0,0,0,0,0,0,0,0,4,6,0,0,3,8,6,4,5,5,0,28,0,0,5,0,4,0,5,6,3,25,3,3,11,3,4,5,4,0,0,33,0,0,7,0,3,0,5,7,0,27,4,3,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,32,18,17,12,18,23,13,148
POA6566,0,0,18,11,0,19,0,7,4,71,0,0,14,9,4,9,12,9,3,62,13,23,39,19,17,11,15,14,5,150,32,32,29,31,18,9,23,14,6,195,52,38,46,29,43,9,43,20,3,283,60,68,55,50,57,24,61,30,6,411,23,23,13,9,22,8,16,14,4,122,0,6,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,178,191,215,157,167,84,164,115,27,1310
POA6567,0,0,0,0,0,3,0,0,0,8,0,0,4,3,0,0,0,0,0,12,0,3,5,5,0,0,5,0,0,16,0,0,4,4,0,0,3,7,0,28,9,7,10,11,3,5,8,5,4,53,7,7,7,3,4,6,7,7,0,51,7,0,10,3,0,0,0,0,0,25,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,28,25,38,22,14,15,24,24,0,191
POA6568,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,3,0,8,4,5,0,0,0,0,5,3,0,12,12,0,0,3,0,0,3,3,0,23,15,3,0,6,3,0,7,5,0,38,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,8,3,3,6,15,12,3,118
POA6569,0,0,0,0,0,5,0,5,0,9,0,0,0,0,0,0,0,0,0,10,7,5,4,0,0,3,0,4,0,24,3,0,5,0,0,0,0,3,0,19,10,0,8,0,0,0,5,5,0,22,8,0,5,0,3,0,0,0,3,24,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,25,4,6,8,11,14,3,120
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,7,3,0,0,0,0,3,0,0,8,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,6,5,0,35
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,3,0,0,4,0,0,27
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,11,9,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,4,0,0,6,4,0,39
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,18,10,0,4,0,0,0,0,0,0,12,9,0,0,0,0,0,0,5,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,7,4,3,3,0,7,4,0,57
POA6603,0,0,5,0,0,3,3,4,0,24,5,10,14,4,3,4,4,4,0,40,21,10,23,3,7,4,8,14,0,93,25,19,19,5,23,3,11,13,0,112,26,12,10,12,9,8,8,12,0,104,21,11,13,16,11,14,11,14,0,106,12,3,6,3,6,3,18,12,0,55,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,112,53,90,43,59,38,64,73,8,546
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,0,0,0,0,0,21
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,14,6,4,0,0,0,0,0,0,0,12,3,0,0,0,0,5,0,5,0,14,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,9,8,0,3,7,3,13,0,66
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,5,0,13,6,3,4,0,0,0,0,0,0,12,9,5,0,3,0,0,3,0,0,17,6,0,0,6,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,5,6,0,0,5,7,0,71
POA6609,0,0,6,3,0,0,3,0,0,20,7,4,8,0,4,5,0,4,0,29,28,21,10,4,16,6,5,5,0,89,20,15,20,8,10,9,4,4,6,94,11,4,12,6,8,7,3,7,0,54,25,4,5,6,10,4,12,6,0,77,5,0,4,0,3,3,0,5,0,28,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,103,50,62,22,53,24,43,38,10,398
POA6612,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,9,7,0,0,3,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,8,3,3,0,5,3,0,71
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,5,0,0,0,0,25
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,16
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,5,0,21
POA6620,0,0,0,0,0,0,6,3,0,3,5,0,7,0,0,0,0,8,0,23,6,4,8,4,5,0,12,6,0,46,13,6,4,3,0,0,6,4,0,43,16,8,7,3,4,0,8,0,4,55,23,7,3,4,5,0,15,5,0,56,17,0,4,4,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,81,18,27,17,24,3,51,25,4,248
POA6623,0,0,0,0,0,3,0,0,0,7,0,3,0,4,0,0,0,3,0,9,11,5,7,5,0,3,4,0,0,38,11,10,5,5,5,0,9,9,0,46,16,5,0,3,5,0,6,6,0,36,18,0,9,6,6,4,10,4,0,55,11,0,4,0,0,0,0,3,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,25,14,26,19,11,19,19,5,204
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,4,0,0,0,0,3,0,37
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,24
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6630,0,0,0,0,0,0,0,4,0,3,4,0,0,4,0,0,0,6,0,12,3,4,0,5,0,0,0,3,0,21,14,6,4,8,8,0,0,4,0,36,13,3,0,3,0,0,8,5,0,40,13,4,7,5,5,0,8,10,3,48,8,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,21,13,25,20,0,20,31,5,179
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10
POA6632,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,7,3,0,4,0,0,6,0,39
POA6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,5,5,11,0,0,0,17,0,3,43,3,0,7,0,0,0,5,3,0,19,7,4,4,5,6,0,5,4,0,32,0,0,0,4,0,0,4,0,0,15,4,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,21,10,8,0,44,16,0,129
POA6638,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,15,0,5,7,0,0,0,3,3,3,25,6,6,0,12,4,0,5,5,0,34,3,7,6,5,4,0,6,9,0,45,11,8,4,0,4,0,6,7,0,42,5,6,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,26,27,12,16,7,29,28,6,179
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,3,0,3,5,0,0,3,4,0,18,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,3,5,3,0,8,8,5,44
