POA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA6210,534,533,1065,1777,1849,3625,422,422,841,478,432,913,2683,2710,5399,1323,1202,2518,445,462,912,510,528,1038,2276,2195,4472,137,168,306,68,180,252,247,154,399,196,405,602,0,0,5,645,908,1558,262,540,805,85,235,321,48,101,151,168,319,484,0,4,3,562,1203,1764,1209,2114,3329,71,103,179,143,263,402,0,0,0,216,364,579,2539,2271,4813,9463,10186,19651
POA6211,77,60,136,254,259,517,105,106,214,24,31,46,379,400,782,171,154,327,89,101,198,43,47,85,308,302,613,12,12,18,5,18,24,29,15,47,23,37,61,0,0,0,69,74,149,29,48,78,8,28,35,8,6,14,13,52,59,0,0,0,56,132,188,127,213,341,11,14,22,20,33,55,0,0,0,26,44,79,247,165,412,1172,1185,2355
POA6213,0,0,4,16,23,39,4,0,7,7,3,5,28,23,52,19,11,27,3,3,8,3,4,9,19,22,41,0,3,3,0,0,0,6,0,6,0,0,5,0,0,0,0,6,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,8,0,13,20,0,0,0,0,3,4,0,0,0,0,3,4,35,34,65,89,96,183
POA6214,7,5,13,16,9,22,7,10,22,12,7,15,32,25,60,14,11,26,6,4,13,8,7,18,34,26,58,0,0,0,0,0,0,4,0,9,0,4,5,0,0,0,3,6,10,3,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,7,8,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,28,19,41,99,92,191
POA6215,29,30,61,82,81,160,67,67,134,7,4,9,159,146,308,81,81,165,23,24,49,17,27,45,120,137,255,10,7,17,3,6,6,26,14,36,8,27,28,0,0,0,37,49,84,4,15,19,0,5,9,0,0,5,0,15,19,0,0,0,15,40,53,46,91,136,0,9,4,0,6,8,0,0,0,4,13,13,198,172,370,548,592,1139
POA6218,7,8,8,23,18,39,8,3,10,0,0,0,26,22,47,19,9,25,0,3,4,0,0,4,22,16,35,4,0,4,0,0,0,3,0,3,0,5,5,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,7,7,9,14,3,0,3,0,3,3,0,0,0,3,3,6,22,20,45,82,75,158
POA6219,7,4,5,19,15,32,7,0,13,0,0,4,24,20,42,14,11,27,4,7,9,4,0,8,19,21,43,6,0,3,0,0,0,8,0,8,0,4,5,0,0,0,15,7,19,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,15,10,25,0,0,3,0,0,0,0,0,0,0,0,0,23,19,35,80,77,161
POA6220,28,23,52,88,73,161,68,57,132,18,23,42,183,153,331,87,71,161,23,37,58,17,27,39,127,136,266,0,6,8,0,12,17,16,5,25,9,21,32,0,0,0,33,52,84,5,4,10,0,5,5,0,4,3,7,14,19,0,0,0,13,27,39,46,77,120,0,0,0,10,14,16,0,0,0,8,14,23,146,136,281,544,535,1072
POA6221,0,0,0,5,0,7,4,0,4,5,0,5,11,0,15,18,14,33,4,0,3,3,3,9,28,23,51,0,3,3,0,0,0,0,0,0,0,4,7,0,0,0,0,9,8,0,4,9,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,4,13,19,0,0,0,0,0,5,0,0,0,0,0,5,19,8,25,65,45,108
POA6223,3,0,3,4,0,4,5,3,9,0,0,0,6,0,13,0,0,5,4,6,6,0,4,6,8,9,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,3,7,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,24,20,45
POA6224,8,7,13,28,32,59,12,8,20,10,12,15,55,45,94,25,15,40,14,5,26,8,7,10,49,31,82,3,0,4,0,3,5,5,0,4,4,4,6,0,0,0,10,11,22,0,3,3,0,0,3,0,0,0,0,3,3,0,0,0,5,3,15,14,20,34,0,0,3,0,4,3,0,0,0,3,5,3,64,56,121,190,158,351
POA6225,60,81,139,275,232,506,81,72,154,6,6,15,366,314,678,244,196,444,37,41,75,11,23,37,296,263,553,19,20,40,3,14,18,27,19,47,22,46,71,0,0,4,72,106,178,11,21,26,6,17,22,3,0,8,5,16,30,0,0,0,20,57,78,98,163,257,14,11,26,10,23,40,0,0,0,27,41,67,411,375,790,1253,1230,2488
POA6226,8,5,14,29,21,48,7,13,17,17,16,38,52,46,101,19,14,41,11,13,24,17,9,26,48,39,89,0,0,0,0,0,0,3,0,9,0,5,7,0,0,0,3,8,12,0,3,3,0,6,6,0,0,0,8,3,8,0,0,0,8,14,20,14,22,37,0,6,6,3,0,6,0,0,0,3,3,7,33,13,46,157,133,288
POA6227,4,6,10,29,21,54,16,22,34,14,9,24,53,57,103,8,12,20,12,13,23,9,7,14,23,39,61,3,0,3,0,4,3,4,0,3,0,7,10,0,0,0,7,11,16,0,5,4,3,0,0,0,0,0,0,8,8,0,0,0,3,9,14,12,18,30,0,0,0,0,5,3,0,0,0,0,5,3,24,19,45,121,132,254
POA6228,0,0,0,0,0,0,4,0,4,3,0,8,11,0,6,0,0,6,0,0,3,0,9,11,4,7,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,23,15,39
POA6229,0,0,0,0,7,4,0,0,0,0,0,0,0,7,3,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,14,29,18,16,41
POA6230,378,360,736,1264,1128,2389,290,313,602,313,256,565,1864,1700,3566,972,977,1946,322,335,659,295,299,594,1590,1609,3197,80,91,171,61,123,183,184,115,293,123,272,394,4,0,4,449,591,1043,66,166,229,64,136,205,21,53,70,100,265,363,0,0,0,255,616,871,696,1212,1912,42,51,92,94,148,242,4,0,4,137,198,340,1893,1241,3140,6564,6325,12884
POA6232,134,116,251,402,350,746,84,64,150,60,59,118,546,475,1019,268,282,549,56,68,128,52,50,95,373,397,773,25,19,45,8,37,48,51,28,76,39,71,112,4,3,4,127,150,282,18,29,42,5,31,36,8,15,19,31,55,88,0,0,0,56,131,185,180,284,467,11,12,28,21,37,60,0,0,0,33,58,88,361,288,645,1631,1609,3243
POA6233,205,177,387,828,765,1593,139,143,282,102,75,179,1065,989,2058,598,610,1204,185,167,348,72,94,166,857,871,1728,40,36,72,5,41,52,76,47,125,66,134,194,0,0,0,189,263,445,22,67,89,9,58,68,11,19,31,48,101,160,0,0,0,96,255,346,282,514,792,24,15,37,55,56,112,0,0,0,80,75,152,545,380,928,3029,3004,6036
POA6236,19,9,26,40,41,82,32,24,55,20,9,24,90,73,160,50,33,87,19,27,48,11,15,25,81,81,160,4,7,9,0,0,0,11,0,18,10,8,14,0,0,0,23,19,41,3,5,4,0,0,3,0,6,6,5,16,17,0,0,0,5,23,26,27,37,67,6,7,13,0,5,9,0,0,0,4,12,14,78,69,147,293,286,577
POA6237,17,22,38,77,62,141,22,22,40,29,31,56,131,114,244,42,55,105,22,24,44,34,24,57,101,103,207,0,9,5,0,3,3,10,4,17,4,21,25,0,0,0,15,29,50,3,8,7,0,7,7,0,3,0,7,21,31,0,0,0,11,40,51,29,73,97,0,3,4,0,4,8,3,0,6,3,13,19,97,80,177,376,401,778
POA6239,27,36,61,114,106,217,54,51,107,17,28,40,187,180,363,82,71,154,33,32,67,24,37,60,140,138,282,12,3,14,4,13,17,11,8,27,8,22,28,0,0,3,34,53,82,5,11,15,0,11,11,0,3,3,6,20,29,0,0,0,13,44,52,43,93,136,7,7,14,0,6,10,0,0,0,10,12,22,161,134,295,572,590,1165
POA6240,0,4,4,0,0,6,3,4,4,0,0,0,7,7,8,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,9,11,12,19,23,39
POA6243,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,6,5,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,15,15,28
POA6244,15,11,25,30,36,72,18,24,40,3,0,3,57,61,115,25,35,66,10,7,16,0,0,0,34,49,81,0,0,0,0,0,5,0,5,5,0,12,10,0,0,0,3,12,15,0,3,7,0,0,0,0,0,0,0,4,3,0,0,0,0,9,9,4,19,22,0,0,0,0,7,5,0,0,0,4,7,6,84,83,170,198,231,425
POA6251,3,3,4,8,7,12,5,0,9,0,0,3,14,12,20,3,0,7,4,8,9,0,0,0,4,9,22,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,13,5,19,34,31,73
POA6252,0,0,0,5,6,6,0,0,0,0,0,3,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,11,10,19
POA6253,3,0,6,18,19,39,0,0,0,3,3,3,23,24,46,13,9,17,0,0,0,7,0,7,19,9,28,0,0,0,0,0,0,4,3,3,3,5,5,0,0,0,4,10,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,3,11,19,0,0,0,0,3,7,0,0,0,0,3,7,24,15,41,75,66,138
POA6254,0,7,6,11,14,28,7,0,13,0,0,0,20,21,39,12,16,22,0,0,4,0,3,6,15,16,29,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,6,3,6,11,0,0,0,0,7,7,0,0,0,0,5,4,36,19,59,80,72,149
POA6255,30,33,64,109,95,202,70,55,120,9,3,8,186,151,333,108,109,219,9,39,50,3,6,9,124,153,280,0,4,7,0,5,5,12,11,28,7,23,36,0,0,0,23,53,75,0,3,5,0,7,8,0,3,3,3,20,18,0,0,0,10,35,38,30,85,117,3,8,13,7,8,16,0,0,0,11,16,24,158,147,307,539,586,1124
POA6256,5,4,9,22,9,30,8,4,8,4,0,0,25,13,40,14,7,18,0,0,0,0,0,0,17,8,20,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,9,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,28,14,43,70,55,122
POA6258,49,41,93,188,189,373,50,54,109,4,0,5,247,252,494,193,158,350,37,37,74,3,10,11,232,198,437,11,3,13,0,4,3,34,15,46,17,41,55,0,0,0,57,62,118,0,12,11,3,8,12,0,0,5,8,19,26,0,0,0,14,35,50,71,104,175,4,6,13,4,13,19,0,0,0,10,19,39,227,207,436,840,825,1668
POA6260,8,3,9,32,22,56,8,13,27,0,0,0,40,34,75,28,35,68,7,12,15,0,0,3,34,47,81,0,0,0,0,0,4,8,0,6,0,4,8,0,0,0,9,5,16,0,0,6,0,6,0,0,0,0,0,6,3,0,0,0,0,7,12,9,15,27,0,0,5,8,0,6,0,0,0,3,0,10,80,91,169,189,192,379
POA6262,5,7,12,20,15,35,6,3,6,0,0,0,22,22,40,14,16,29,6,0,11,0,0,0,19,24,43,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,8,0,3,0,0,0,8,0,3,47,39,89,98,97,194
POA6271,22,20,40,101,120,225,7,12,21,31,27,62,144,159,301,91,73,162,19,24,39,37,42,77,144,132,280,7,3,14,0,5,4,15,0,15,12,24,33,0,0,0,39,32,71,3,8,15,0,10,9,0,0,0,4,21,27,0,0,0,11,41,53,43,81,127,4,0,6,3,14,19,0,0,0,5,21,24,122,103,223,492,513,1000
POA6275,7,12,17,32,31,65,0,5,11,3,0,4,37,40,83,21,24,49,8,4,12,4,9,9,33,38,69,0,0,0,0,0,0,0,0,4,0,10,13,0,0,0,3,17,13,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,0,7,12,4,23,28,3,0,3,0,3,4,0,0,0,4,6,9,98,92,191,189,208,397
POA6280,245,250,496,773,705,1477,228,236,466,261,262,524,1263,1204,2460,643,573,1214,237,283,527,259,240,494,1142,1095,2238,51,29,87,21,68,89,116,68,183,85,184,270,5,0,8,268,354,628,29,85,111,24,81,102,8,29,36,43,179,221,0,0,0,107,368,474,381,719,1101,39,33,71,46,100,148,0,0,6,83,140,224,901,784,1692,4018,4191,8210
POA6281,64,66,128,263,221,487,168,150,321,40,44,87,470,418,886,120,99,222,111,109,216,53,76,133,288,284,576,9,3,13,8,16,23,28,10,39,37,43,80,0,0,0,77,75,155,5,19,29,7,26,36,4,4,8,18,57,81,0,0,0,37,116,150,119,186,304,3,0,7,11,32,46,0,0,4,14,39,56,329,260,592,1288,1254,2542
POA6282,15,9,23,43,26,71,17,16,29,14,10,21,81,48,130,20,19,44,17,22,41,10,12,26,53,53,103,3,0,3,0,0,0,8,4,9,0,3,9,0,0,0,14,12,20,0,4,3,0,3,6,0,4,4,4,16,18,0,0,0,7,24,34,22,33,51,0,0,0,0,3,5,0,0,0,0,3,7,48,60,107,203,215,420
POA6284,27,33,63,157,116,278,15,4,19,21,23,47,194,147,338,77,69,145,5,12,15,8,10,17,92,89,176,0,0,0,3,0,3,7,4,11,9,28,34,0,0,0,18,31,50,0,9,11,4,8,9,0,0,0,10,23,32,0,0,0,7,38,50,33,69,99,0,0,6,9,15,21,0,0,0,6,17,27,159,145,309,513,499,1012
POA6285,94,105,199,360,337,701,56,43,98,100,87,181,515,469,983,344,329,668,21,12,32,22,32,48,383,368,754,13,10,19,9,18,25,39,14,47,46,100,141,0,0,0,96,144,239,6,13,22,20,33,46,0,5,7,18,73,92,0,0,0,48,128,173,139,270,413,11,10,22,23,39,65,0,0,0,34,50,84,469,387,857,1638,1647,3285
POA6286,5,6,11,34,25,57,7,0,5,7,7,11,41,36,74,12,15,30,0,0,0,0,0,0,12,18,30,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,14,15,0,0,3,0,0,0,0,3,3,0,4,4,0,0,0,5,6,8,3,23,26,4,0,3,0,4,4,0,0,0,4,6,14,38,30,75,112,117,229
POA6288,3,0,0,10,20,31,3,5,6,0,6,10,18,32,46,19,16,31,0,0,0,0,0,0,21,19,37,0,0,0,0,0,0,4,5,4,9,8,10,0,0,0,7,12,20,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,14,16,26,0,0,0,0,0,0,0,0,0,0,0,0,20,22,41,70,86,156
POA6290,10,4,15,25,27,53,5,0,4,3,6,4,32,32,61,27,27,52,0,3,3,0,4,5,26,27,56,0,0,0,0,5,5,3,0,3,5,12,18,0,0,0,9,16,29,0,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,11,9,21,32,0,0,0,0,6,6,0,0,0,0,6,6,77,66,147,156,160,317
POA6302,13,17,29,102,96,200,11,16,22,8,10,22,117,120,241,58,64,115,18,16,41,6,13,14,84,85,168,0,0,0,0,0,3,3,5,7,3,16,20,0,0,0,13,18,33,5,6,7,0,3,3,0,4,4,3,12,14,0,0,0,9,22,30,19,42,61,0,0,0,3,3,10,0,0,0,3,3,10,182,147,325,421,417,845
POA6304,8,5,13,35,47,81,3,0,9,0,0,0,42,51,90,11,18,31,3,8,16,0,3,3,21,35,55,0,0,0,0,4,3,0,0,6,4,8,12,0,0,0,6,16,25,0,3,6,0,3,4,0,0,0,0,3,0,0,0,0,3,8,15,11,25,37,5,7,7,0,4,4,0,0,0,3,11,17,101,85,187,185,205,395
POA6306,8,4,13,33,36,69,0,3,3,0,0,0,32,41,75,13,16,28,0,0,0,4,0,3,13,15,31,0,0,0,0,0,0,3,0,3,6,9,12,0,0,0,4,11,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,4,8,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,49,40,88,111,120,226
POA6308,12,3,16,51,39,91,3,8,9,0,0,0,56,45,99,27,37,65,0,0,0,0,3,4,34,36,68,4,0,4,0,3,3,6,0,3,0,3,4,0,0,0,8,4,14,0,3,7,0,0,0,0,0,0,0,0,8,0,0,0,3,10,14,15,17,30,4,3,9,0,3,9,0,0,0,10,5,15,80,75,154,191,184,380
POA6309,0,0,0,5,4,10,0,0,5,0,0,0,5,7,19,5,3,10,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,13,33,32,35,63
POA6311,0,0,7,22,23,38,0,4,4,0,0,0,23,26,48,15,11,26,0,0,0,7,0,9,12,16,28,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,5,5,11,14,0,0,0,0,0,3,0,0,0,0,3,4,27,24,54,68,81,149
POA6312,22,33,55,120,114,233,41,49,90,4,0,3,162,164,323,160,165,324,0,0,0,9,3,9,162,169,332,6,6,12,7,3,15,16,9,25,10,37,43,0,0,0,40,61,95,5,12,13,3,6,14,0,9,9,5,25,33,0,0,0,20,48,68,58,110,167,3,0,3,5,6,11,0,0,0,5,6,17,267,250,517,684,729,1408
POA6313,0,0,3,9,4,12,3,3,9,0,0,0,16,11,26,5,3,7,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,9,7,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,24,38,64
POA6315,14,9,20,65,61,118,0,5,4,0,0,0,61,62,120,42,36,77,0,0,0,4,9,9,44,41,90,4,3,3,0,0,0,6,0,8,9,6,9,0,0,0,18,11,24,0,5,3,0,0,3,0,0,3,0,3,3,0,0,0,6,6,10,22,18,36,0,0,0,0,4,4,0,0,0,0,4,3,104,114,214,239,247,489
POA6316,0,10,12,14,15,33,0,0,0,0,0,0,14,16,27,17,4,24,0,0,0,0,0,0,17,9,23,0,4,4,0,0,0,0,0,0,4,0,4,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,5,6,9,0,0,0,0,0,4,0,0,0,0,0,4,22,18,44,64,58,118
POA6317,24,28,56,130,121,256,30,27,54,3,8,10,159,155,318,107,88,192,5,0,5,10,14,23,119,106,221,10,3,13,0,8,12,15,12,28,9,36,46,3,0,3,35,63,99,0,6,8,0,5,6,0,9,8,6,6,18,0,0,0,9,25,32,43,86,131,3,3,10,4,12,15,0,0,0,8,15,26,234,192,430,595,586,1180
POA6318,3,0,3,18,28,44,7,0,7,0,0,0,25,28,56,3,8,11,0,0,0,0,9,11,5,14,20,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,5,7,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,14,0,0,0,0,0,0,0,0,0,0,4,3,26,35,60,67,94,159
POA6320,7,3,6,22,28,53,0,0,0,0,0,3,26,36,58,10,15,25,0,0,0,0,5,3,15,19,30,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,34,39,74,73,107,187
POA6321,3,3,5,16,20,37,5,0,5,3,0,0,20,25,46,6,12,24,4,0,6,0,3,10,18,21,35,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,31,26,59,76,77,155
POA6322,0,0,3,7,10,17,0,0,0,0,0,0,7,10,22,3,6,12,0,0,0,0,0,3,4,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,0,6,6,0,0,0,0,4,4,0,0,0,0,4,4,6,17,26,27,39,62
POA6323,0,8,8,36,31,67,0,0,0,0,0,7,42,38,78,17,28,46,0,4,4,6,4,12,25,33,53,3,3,8,0,0,0,7,5,8,0,0,0,0,0,0,9,8,20,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,7,5,13,13,25,0,0,5,0,4,4,0,0,0,0,0,4,61,41,99,133,132,266
POA6324,20,20,46,129,118,243,11,3,8,17,15,25,150,127,279,97,79,169,0,9,9,19,11,34,109,96,209,10,5,16,3,5,6,15,10,16,8,21,33,0,0,0,33,45,78,0,7,9,4,7,4,0,5,3,0,21,28,0,0,0,10,34,49,43,81,124,3,7,14,8,3,11,0,0,0,12,14,24,270,175,448,611,518,1127
POA6326,3,6,7,10,7,22,0,0,0,7,3,14,17,13,30,8,16,21,0,3,7,6,4,3,14,23,29,0,0,7,0,0,0,0,0,0,0,4,4,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,6,9,10,0,0,0,3,0,5,0,0,0,3,0,5,31,27,65,76,73,148
POA6327,6,0,6,3,7,12,0,0,0,5,6,9,11,14,24,9,5,6,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,28,11,42,53,41,92
POA6328,0,3,10,15,14,32,0,0,0,0,5,3,20,18,36,8,8,14,0,0,0,0,4,3,10,10,19,5,0,5,0,0,0,0,0,0,0,4,4,0,0,0,5,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,5,5,5,13,15,0,0,0,0,0,0,0,0,0,0,0,0,26,13,35,56,58,114
POA6330,308,274,584,956,881,1837,127,135,267,316,359,669,1402,1377,2775,900,812,1715,129,148,277,351,393,744,1380,1360,2736,79,73,149,31,92,126,169,71,248,115,251,371,3,6,7,404,495,896,52,82,133,38,80,113,20,38,54,87,244,333,0,0,0,188,447,634,596,936,1532,26,32,58,106,125,230,0,0,3,126,164,290,1425,1004,2429,5238,5117,10351
POA6333,53,45,97,175,150,325,0,5,3,57,60,123,237,213,447,202,208,410,4,8,10,18,17,37,220,232,451,15,8,20,10,9,17,24,6,27,12,50,68,0,0,0,60,69,131,3,3,9,4,14,21,0,3,6,13,41,48,0,0,0,22,64,91,76,138,219,11,4,11,11,21,28,0,0,0,17,24,42,303,309,610,914,958,1866
POA6335,10,11,14,25,25,49,0,0,0,7,6,11,29,28,64,11,10,21,0,0,0,12,8,19,18,21,34,0,0,0,0,0,0,3,0,0,6,8,13,0,0,0,5,8,8,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,9,10,9,19,4,0,4,0,3,4,0,0,0,3,5,8,32,34,63,101,101,202
POA6336,0,4,7,14,13,22,0,0,0,0,0,0,14,13,22,0,3,3,0,0,0,0,4,4,0,4,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,8,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,22,12,37,39,40,81
POA6337,13,5,15,26,20,44,0,0,0,0,0,5,27,25,49,13,6,15,0,0,0,0,0,0,10,12,21,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,3,4,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,46,32,75,96,78,172
POA6338,6,4,4,30,32,62,0,0,0,0,0,3,37,32,68,14,10,21,0,0,0,5,10,13,18,17,33,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,19,25,40,76,85,159
POA6341,5,3,6,16,12,27,0,0,0,0,0,3,21,14,29,10,3,8,0,0,0,0,5,7,10,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,6,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,46,34,79
