POA_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA6336,5,3,3,5,0,5,0,0,5,0,0,0,3,3,7,4,0,4,4,0,3,5,5,10,11,6,14,12,10,22,4,0,6,4,0,3,11,4,13,6,0,6,3,0,3,0,0,0,0,0,0,14,0,14,0,4,5,86,40,132
POA6337,0,0,0,0,0,0,0,9,9,0,4,4,3,0,3,3,5,3,4,5,7,0,6,10,7,11,12,5,4,14,8,3,11,8,8,16,12,6,18,13,0,13,18,0,18,0,0,0,16,0,20,16,0,21,0,4,4,122,60,185
POA6338,4,3,7,3,0,3,0,0,4,0,12,14,4,11,16,7,9,13,16,8,22,13,4,15,14,12,27,16,12,28,12,4,11,9,4,15,22,5,23,9,0,9,10,4,15,7,0,7,23,5,23,31,0,31,0,3,4,191,89,284
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,7,10,4,3,9,3,3,5,6,0,3,8,0,8,13,0,12,5,0,9,4,0,4,0,0,0,5,0,6,10,0,10,0,0,0,65,27,93
POA6343,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,4,0,8,10,4,9,6,0,0,0,3,0,4,9,3,8,5,0,5,8,0,8,0,0,0,4,0,3,11,0,6,0,4,0,48,32,80
POA6346,0,3,3,0,0,0,0,0,0,3,6,6,4,12,16,4,6,6,10,4,20,10,8,15,11,4,13,9,4,13,9,7,21,15,9,24,15,11,30,21,0,19,14,4,20,10,0,10,17,3,21,25,3,28,3,0,5,194,87,276
POA6348,0,3,7,0,3,5,4,4,9,0,15,19,7,30,42,9,14,22,21,11,29,20,10,28,17,10,24,15,4,24,12,9,24,8,5,17,44,26,69,21,0,22,24,5,30,8,0,8,36,3,44,27,4,29,7,10,15,285,179,463
POA6350,0,0,0,0,0,0,0,0,6,0,3,3,0,10,13,0,3,8,12,3,12,8,3,10,12,8,15,7,0,8,8,0,11,10,0,10,5,5,10,3,0,8,3,0,3,0,0,0,0,0,0,8,0,8,0,3,9,77,46,124
POA6351,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,14,5,23
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,4,3,5,0,0,0,0,0,0,6,0,3,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,45
POA6353,3,0,3,0,0,0,0,0,0,0,0,0,3,7,13,0,5,5,9,5,16,5,9,19,7,17,23,15,8,25,14,6,21,15,5,19,34,7,37,23,0,23,17,0,15,10,0,10,22,5,23,17,0,24,0,6,13,195,91,288
POA6355,3,4,5,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,4,4,7,9,10,16,7,7,12,12,0,9,6,0,12,12,3,18,15,3,18,11,0,9,10,0,10,7,0,7,17,0,17,18,0,18,4,4,5,116,49,168
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,4,3,7,0,3,3,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,25,14,38
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,15,3,20
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,3,0,0,0,3,3,4,0,0,3,4,0,4,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,9,33
POA6359,0,0,0,0,0,0,0,6,0,0,4,4,0,6,6,5,4,3,10,0,10,3,5,4,5,9,16,8,6,16,0,0,3,3,0,3,12,0,12,0,0,3,4,0,4,5,0,5,15,0,15,15,0,15,0,3,3,91,43,129
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,19,5,26
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,23,4,28
POA6365,0,0,8,3,0,3,0,0,3,0,0,0,5,10,17,7,8,10,5,3,8,3,7,8,12,9,18,8,8,12,4,6,9,8,0,13,23,0,23,11,0,11,13,0,15,7,0,7,15,0,17,14,0,14,0,8,9,134,65,196
POA6367,0,0,3,0,4,4,0,7,3,0,5,5,4,5,11,0,3,7,8,8,11,4,9,17,4,0,5,8,0,6,3,0,3,4,0,10,5,0,12,7,0,7,8,0,9,3,0,3,3,0,3,20,0,20,7,4,3,89,52,140
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,22,7,30
POA6369,5,4,5,4,0,4,0,0,0,0,8,8,0,10,10,0,4,3,11,3,13,7,8,14,13,11,18,15,12,24,11,5,10,13,0,15,23,7,32,10,0,10,10,0,13,11,0,11,11,0,11,23,0,23,0,0,0,159,63,217
POA6370,0,0,0,4,0,4,0,0,0,0,4,4,0,10,10,4,0,5,5,7,8,8,5,16,4,5,11,11,8,14,4,5,13,6,0,13,11,0,15,11,0,11,3,0,3,3,0,3,10,0,10,12,0,12,3,0,4,104,44,152
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,0,0,4,0,6,6,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,28,17,39
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,9,0,9,4,0,4,0,0,0,4,0,4,4,0,4,6,0,6,0,0,0,28,0,26
POA6375,6,7,7,3,0,0,0,5,6,0,3,8,4,27,33,3,18,23,19,10,25,19,9,30,9,10,22,19,9,25,16,8,17,15,9,17,32,6,39,28,0,28,14,0,12,8,0,8,14,0,14,28,0,29,0,3,6,227,127,352
POA6383,4,5,9,0,0,0,0,5,10,4,13,11,0,19,26,8,14,15,22,3,28,17,12,30,19,9,25,14,7,20,14,4,16,16,0,9,17,6,20,9,0,9,10,0,8,6,0,6,16,4,15,27,0,26,4,3,8,204,104,306
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,9,0,9
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,22,3,25
POA6390,9,3,13,3,3,7,3,10,13,0,11,9,8,22,35,11,15,27,21,11,29,23,8,32,24,12,32,27,5,35,13,5,25,23,10,32,52,12,67,29,0,33,33,0,39,28,0,28,55,3,60,66,4,68,3,9,9,435,153,587
POA6391,0,0,5,0,0,0,0,0,0,0,4,4,4,20,25,3,13,11,20,11,33,6,13,22,15,7,18,20,13,30,19,6,22,20,5,23,33,4,43,27,0,27,17,3,18,17,0,17,38,0,38,23,0,23,3,10,14,266,105,371
POA6392,0,0,0,0,0,0,0,3,3,0,0,0,0,10,9,0,4,5,4,0,7,10,0,9,9,7,19,12,10,19,0,0,3,11,0,11,10,3,17,3,0,3,9,4,11,0,0,0,10,0,12,20,0,21,0,0,6,112,62,171
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,4,36,7,37
POA6394,0,4,4,3,0,3,0,0,5,0,3,3,0,8,11,0,4,7,6,5,11,6,8,14,3,11,17,18,4,24,3,5,3,14,0,12,16,5,17,8,0,8,11,0,12,3,0,3,16,0,17,11,0,16,0,0,5,132,61,190
POA6395,6,7,9,4,3,6,0,13,15,0,6,6,5,29,39,8,20,27,28,19,51,20,21,40,24,23,48,23,11,35,22,12,34,24,13,35,59,14,72,29,0,27,24,3,26,9,0,13,47,6,50,42,0,43,7,20,25,373,222,597
POA6396,0,0,0,0,0,0,0,0,0,5,8,9,0,5,9,0,3,3,0,3,5,0,4,12,8,5,14,6,3,6,4,3,12,9,0,8,19,4,16,8,0,8,7,0,7,3,0,3,9,0,9,9,0,14,3,0,0,87,56,144
POA6397,0,0,0,0,0,0,0,5,5,0,0,0,4,3,4,0,0,0,0,3,5,0,5,11,3,0,3,4,0,4,0,0,0,4,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,21,15,39
POA6398,0,4,4,0,0,4,0,5,7,0,4,9,9,29,37,6,14,20,26,7,35,12,3,20,20,10,25,16,0,18,4,4,7,7,0,7,8,4,11,8,0,8,10,3,7,3,0,3,4,0,3,15,0,14,5,5,7,157,95,252
POA6401,10,32,41,9,9,19,17,40,53,17,79,92,49,222,269,53,112,170,172,53,226,134,68,206,142,91,233,157,57,220,108,49,158,100,34,140,233,58,295,174,3,181,120,10,130,65,7,68,136,7,144,217,13,234,36,45,78,1963,1002,2965
POA6403,0,4,4,0,0,0,0,0,0,0,0,0,4,6,8,0,6,6,3,0,3,0,0,3,0,3,4,5,0,3,0,0,3,0,0,0,3,4,4,0,0,0,3,0,3,0,0,0,4,0,4,11,0,6,0,0,0,45,25,64
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,7,5,3,7,12,11,0,9,5,4,15,6,4,12,6,0,3,3,0,11,12,0,12,7,0,9,3,0,0,0,0,0,6,0,6,17,0,17,0,0,6,77,31,110
POA6407,0,4,4,0,0,3,0,3,5,0,10,10,0,21,25,0,15,15,8,5,12,14,13,23,11,5,19,19,3,25,6,9,18,23,6,28,34,7,40,21,0,28,12,0,17,9,0,7,19,0,24,29,0,29,4,3,13,218,119,334
POA6409,0,0,0,0,4,4,0,4,4,0,4,4,5,10,19,0,6,7,6,0,10,5,9,7,5,3,10,12,0,11,3,6,5,7,0,7,10,3,12,13,0,13,3,0,3,5,0,5,4,0,5,15,0,15,0,5,3,91,51,136
POA6410,5,9,16,0,6,6,0,9,10,0,10,15,3,40,41,6,16,21,29,9,36,15,10,28,11,9,24,16,9,22,11,0,12,16,5,22,32,6,35,21,0,19,11,0,12,5,0,0,9,0,14,26,0,26,8,6,12,233,144,371
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,0,0,0,0,0,0,6,4,7,0,0,0,5,0,5,3,0,7,9,0,9,0,0,0,0,0,0,9,0,9,8,0,8,0,0,0,39,11,42
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,4,12
POA6413,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,23
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,8,22
POA6415,6,8,13,0,4,5,4,12,18,6,23,30,12,62,82,15,36,51,50,24,76,33,30,68,52,31,85,54,32,88,41,24,60,42,17,63,101,19,117,60,0,60,49,0,49,29,0,29,53,7,61,67,0,71,15,9,26,675,358,1032
POA6418,0,6,9,4,0,4,0,3,3,0,3,3,3,25,27,6,8,10,16,0,24,14,13,21,6,13,19,12,5,22,12,6,16,7,3,12,24,7,26,14,0,14,14,0,13,5,0,5,10,4,17,18,0,17,0,5,6,172,93,264
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,5,0,5,0,0,0,19,9,24
POA6420,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,7,4,0,4,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,24,13,29
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,5,0,0,0,0,4,3,3,0,0,0,0,0,4,0,4,5,0,5,6,0,6,6,0,6,5,0,5,3,0,3,9,0,9,0,0,0,34,14,49
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,22,4,21
POA6423,0,0,0,0,0,0,0,4,4,0,0,0,0,10,9,0,0,3,6,3,9,4,0,4,5,0,8,6,0,6,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,3,3,38,28,66
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,3,0,0,0,13,8,26
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,5,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,0,3,3,0,3,0,0,0,28,6,27
POA6426,0,8,8,0,3,3,0,12,12,0,6,6,0,21,21,5,12,16,11,4,17,8,10,20,19,8,28,15,11,24,0,8,11,7,11,14,17,15,33,21,3,22,12,6,15,6,0,6,16,5,15,24,0,23,3,7,9,161,144,311
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,11,0,16
POA6429,0,4,3,0,0,3,0,4,4,0,12,13,6,32,37,3,6,11,17,11,25,12,7,23,12,8,17,9,7,13,13,6,17,9,8,18,24,7,31,20,0,23,6,0,10,0,0,0,18,0,19,34,0,34,4,8,10,193,116,307
POA6430,29,70,101,17,16,38,18,42,61,13,82,98,41,187,228,66,92,158,138,81,216,122,124,246,136,164,297,169,170,338,145,234,378,201,204,404,608,398,1009,577,28,607,649,113,758,418,20,433,1360,127,1481,560,64,623,92,73,166,5367,2280,7648
POA6431,0,0,0,0,0,0,0,0,0,0,5,5,0,3,6,3,0,4,10,0,12,10,0,11,11,0,11,13,4,16,16,10,22,9,9,16,11,9,16,0,0,0,4,3,10,6,0,6,9,0,4,15,0,13,3,0,3,115,51,167
POA6432,11,20,38,4,12,16,7,24,33,5,41,46,13,81,97,26,40,70,54,33,86,49,58,110,61,82,145,84,53,138,80,60,138,81,52,139,218,110,319,179,14,189,149,27,179,103,4,109,217,23,249,159,15,176,24,34,50,1522,805,2329
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8
POA6436,0,0,0,0,0,0,0,0,0,0,3,3,0,6,4,5,0,3,3,0,7,0,4,4,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,0,0,20,25,45
POA6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,3,4,9,0,0,3,20,5,28,9,0,9,13,0,13,12,0,12,20,0,20,15,0,18,0,0,0,99,21,121
POA6438,0,0,3,0,0,0,0,6,3,3,4,4,0,8,11,3,4,8,12,5,12,3,3,11,5,7,14,5,12,12,10,6,18,3,9,8,12,12,19,5,0,5,11,3,13,0,0,0,11,0,13,18,0,19,8,0,9,110,85,199
POA6440,0,3,3,0,0,0,0,8,12,6,5,13,10,8,19,3,5,5,17,6,19,12,4,16,9,5,10,3,0,5,6,4,10,6,6,12,3,3,16,10,0,10,4,0,9,5,0,5,7,3,10,12,0,12,0,3,6,115,67,183
POA6442,6,12,15,0,3,9,5,6,8,3,15,21,16,32,44,12,14,29,29,12,42,17,11,25,21,14,35,23,11,34,16,15,29,16,15,33,71,47,121,37,0,42,55,13,68,28,0,28,116,15,127,62,6,74,11,10,26,541,265,802
POA6443,7,0,5,0,0,0,0,9,9,0,9,9,9,36,42,6,13,18,13,11,25,13,19,27,4,9,13,12,0,9,3,7,10,0,4,6,8,6,16,6,0,9,5,0,4,3,0,3,8,0,11,25,6,28,9,14,17,127,136,269
POA6445,4,3,5,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,5,6,0,6,0,0,4,0,0,0,7,0,7,5,0,5,5,0,5,4,0,4,0,0,0,3,0,3,6,0,6,0,0,0,43,16,53
POA6446,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,4,4,0,5,0,3,4,6,0,3,0,0,0,6,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,36,17,48
POA6447,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,3,3,8,0,0,10,3,0,3,5,0,9,4,0,4,3,0,3,3,0,0,11,0,11,5,0,5,0,0,0,46,20,62
POA6448,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,4,7,12,5,0,5,8,6,16,3,0,0,7,6,9,8,6,8,3,0,3,18,0,15,8,0,8,7,0,4,4,0,4,4,0,6,5,0,5,4,0,3,89,28,119
POA6450,29,43,67,11,25,38,18,54,73,21,111,127,64,272,334,49,158,213,179,96,278,162,108,273,188,152,343,228,101,328,156,78,232,197,63,255,425,99,523,294,9,302,253,34,289,114,8,126,322,37,358,443,26,474,49,68,122,3213,1544,4757
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,5,9,0,0,0,0,3,4,0,7,8,3,24,27,0,13,16,17,10,31,7,14,22,7,9,17,15,3,19,8,0,16,16,0,16,22,3,28,10,0,10,7,0,4,7,0,7,19,0,15,21,0,21,9,5,14,172,113,281
POA6461,0,0,0,0,0,0,0,0,0,0,5,5,4,24,23,4,3,9,13,7,22,10,9,15,16,4,19,8,6,11,0,8,9,3,0,6,14,4,22,11,0,11,0,0,3,0,0,0,6,0,8,18,0,20,6,5,11,123,81,204
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6,0,5,0,3,3,3,0,11,6,4,9,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,10,0,10,0,0,0,43,15,58
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,12,10,22
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,17,0,18
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,6,0,13
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,4,0,3,4,0,5,4,5,5,4,3,8,3,3,7,4,0,4,5,0,10,3,0,8,4,0,4,0,0,0,4,0,4,3,0,3,0,0,0,48,21,63
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,5
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,3,3,8,0,0,0,5,0,5,8,6,4,4,0,4,3,0,0,0,0,5,7,0,7,10,0,10,0,0,0,40,15,55
POA6473,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,3,16
POA6475,3,0,3,0,0,0,0,3,7,0,4,4,3,9,8,0,9,6,14,3,16,9,0,10,3,7,8,11,4,16,3,5,8,0,5,6,8,12,17,9,0,9,0,0,4,0,0,0,8,0,14,10,0,10,4,3,5,92,57,152
POA6476,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,19
POA6477,0,0,0,0,3,3,0,0,0,0,3,5,0,3,4,3,0,0,0,0,6,5,5,6,0,0,5,3,5,10,4,0,4,3,0,6,3,0,6,4,0,4,0,4,4,0,0,0,7,0,7,9,0,9,0,0,0,54,35,89
POA6479,5,0,8,0,0,0,0,0,5,6,3,5,4,12,17,8,9,7,4,6,7,4,4,16,8,8,15,9,3,11,11,3,13,5,3,13,17,5,20,15,0,15,8,0,8,9,0,9,7,5,13,23,0,23,6,0,7,144,67,213
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,12
POA6485,0,3,3,0,0,5,0,3,3,4,9,7,0,22,22,10,11,19,17,10,26,0,9,11,4,8,18,6,10,14,0,3,6,4,0,4,13,6,16,7,0,7,4,0,5,4,0,4,11,0,11,5,0,5,0,0,0,101,97,202
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,9,15
POA6488,0,0,0,0,0,3,0,0,0,0,0,0,0,11,10,0,0,4,7,0,9,3,0,6,9,7,8,5,0,4,5,0,5,3,3,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,7,37,31,74
POA6489,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,22,22,42
POA6490,0,0,3,0,0,0,0,0,0,0,0,4,4,5,5,0,5,5,8,0,9,7,3,13,8,5,8,8,0,6,0,6,3,0,3,0,3,0,3,5,0,5,4,0,4,0,0,0,3,0,3,11,0,11,0,0,3,61,31,93
POA6501,0,6,10,3,0,3,0,0,3,3,5,6,3,12,13,4,4,9,10,0,17,19,4,20,13,7,21,12,6,16,13,4,14,15,3,15,25,4,33,20,0,20,25,0,26,19,0,19,38,0,38,28,3,33,3,5,5,259,63,323
POA6502,0,0,5,0,5,5,3,6,12,0,3,6,9,24,31,6,12,21,27,5,31,24,17,40,26,3,34,28,4,32,9,0,20,7,8,16,36,4,40,30,0,30,33,0,35,7,0,7,25,3,33,42,0,42,6,6,16,329,104,432
POA6503,9,12,18,5,0,8,6,10,12,5,11,16,5,31,44,10,17,31,35,14,56,29,18,48,33,11,45,47,16,63,30,9,34,42,17,59,75,16,88,55,0,53,31,5,37,21,0,21,45,4,53,85,4,90,12,13,26,582,218,796
POA6504,4,0,4,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,9,0,8,4,5,7,5,0,6,0,0,5,0,0,0,8,0,8,4,0,4,6,0,6,3,0,3,4,0,4,4,0,4,9,0,9,0,0,0,55,12,70
