POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6501,0,0,0,0,0,3,8,9,5,26,0,0,0,0,0,0,0,0,0,0,0,4,12,6,15,15,9,6,3,73,30,50,97,99,164,157,101,47,13,749
POA6502,0,0,0,0,0,3,5,12,3,21,0,0,4,0,0,0,0,0,0,5,7,7,13,14,18,23,15,17,4,112,23,33,91,113,164,201,184,97,28,943
POA6503,0,0,7,5,8,10,12,20,12,66,0,4,0,0,4,4,0,4,0,22,0,10,34,24,19,34,42,21,0,186,38,100,287,292,301,360,295,168,30,1881
POA6504,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,4,4,9,9,4,0,41,8,3,24,12,31,39,30,21,3,178
POA6505,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,3,17,16,7,25,14,7,0,100
POA6506,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,10,14,10,9,6,0,53
POA6507,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,6,4,31,20,10,6,4,0,0,79,17,25,81,69,64,87,64,34,4,446
POA6509,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,20,8,9,10,22,24,28,15,16,0,121
POA6510,0,0,4,0,4,3,19,19,6,54,0,0,0,0,0,0,0,0,0,0,15,16,38,28,38,35,38,19,12,231,50,106,221,200,240,288,234,125,50,1505
POA6511,0,0,0,0,0,0,3,10,4,17,0,0,0,0,0,0,0,5,0,3,0,0,5,3,5,9,10,5,0,37,9,9,55,36,49,92,92,53,16,412
POA6512,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,0,0,3,13,22,20,12,9,5,78
POA6513,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,9,11,3,9,23,35,22,13,4,0,128
POA6514,0,0,0,0,0,3,3,11,3,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,12,13,4,3,55,5,9,40,36,67,136,174,77,17,564
POA6515,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,12,10,10,0,53,8,16,47,42,36,57,41,18,6,265
POA6516,0,0,0,0,4,3,17,15,7,56,0,0,0,0,0,0,0,0,0,8,4,7,15,25,25,28,38,21,3,171,29,61,183,216,259,345,387,148,36,1668
POA6517,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,19,11,0,11,4,3,62,6,19,48,69,47,64,62,23,11,342
POA6518,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,4,3,6,5,36,3,9,19,33,24,40,31,25,6,185
POA6519,0,0,0,3,0,0,4,7,3,18,0,0,0,0,0,0,0,0,0,4,0,3,13,16,5,9,13,15,0,76,7,25,62,77,71,76,72,45,6,445
POA6521,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,7,0,4,11,10,0,37,3,15,48,38,42,54,49,27,7,286
POA6522,0,0,0,0,0,0,9,6,0,23,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,24,12,6,0,62,0,16,38,48,55,75,52,34,9,328
POA6525,0,0,3,4,6,12,31,42,17,125,0,0,0,0,0,0,0,3,0,3,17,16,31,51,52,82,64,58,11,393,86,122,222,359,479,644,673,362,78,3032
POA6528,0,0,3,0,0,0,7,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,17,16,13,40,37,48,72,61,18,10,305
POA6530,15,8,25,35,52,137,237,337,187,1033,0,6,16,21,20,25,30,37,25,178,196,178,432,450,439,380,274,249,148,2742,1068,1836,3947,4091,4474,4343,3353,1932,771,25811
POA6532,6,0,0,0,9,20,45,31,17,125,0,0,0,0,0,3,3,4,0,12,41,25,60,107,106,97,73,27,11,535,207,259,798,876,1069,947,692,229,66,5151
POA6535,0,0,0,0,3,5,29,35,11,86,0,0,0,0,0,0,0,3,0,11,4,7,25,24,19,33,36,23,6,179,25,41,101,164,176,281,304,165,61,1313
POA6536,0,0,0,0,0,6,14,12,3,35,0,0,0,0,0,0,0,3,0,7,9,8,15,23,31,37,40,17,8,191,34,52,128,149,198,301,275,109,27,1272
POA6537,0,0,0,0,0,5,11,5,0,30,0,0,0,0,0,0,0,0,0,4,3,12,13,23,18,24,15,15,5,122,16,45,148,132,122,156,135,63,8,822
POA6556,0,0,0,0,5,5,7,6,3,30,0,0,0,0,3,6,0,0,0,11,8,0,13,15,15,20,13,6,0,100,68,80,188,235,317,352,212,69,22,1552
POA6558,0,0,12,15,6,7,5,8,0,57,0,0,0,23,38,27,5,8,0,100,3,18,73,73,50,37,12,5,0,271,51,212,660,635,423,293,129,49,6,2467
POA6560,0,0,4,3,0,10,13,14,4,44,0,0,0,0,0,0,0,0,0,3,4,6,13,16,19,18,20,16,3,118,29,78,137,133,197,228,170,99,15,1083
POA6562,0,0,0,0,4,3,9,5,3,36,0,0,0,0,0,0,0,0,0,0,7,3,9,29,17,20,25,8,5,120,37,51,123,178,215,187,215,82,12,1102
POA6564,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,8,0,0,25,14,15,32,36,46,60,56,19,4,271
POA6566,0,0,3,0,8,13,29,30,16,100,0,0,0,0,3,0,0,0,0,0,13,11,34,36,65,97,66,44,12,384,74,93,249,296,437,683,618,263,63,2778
POA6567,0,0,0,4,5,4,6,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,4,7,17,24,9,7,0,68,10,17,29,40,79,108,79,47,8,420
POA6568,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,17,3,6,22,16,26,50,34,15,3,174
POA6569,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,3,4,0,29,5,10,34,29,37,39,32,13,5,208
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,13,8,11,7,4,0,52
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,5,6,8,14,4,0,0,44
POA6574,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,3,7,11,8,0,0,61
POA6575,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,11,0,3,5,11,26,15,15,14,0,83
POA6603,0,0,3,0,0,0,0,9,8,21,0,0,0,0,0,0,0,0,0,0,3,6,12,11,15,19,17,5,0,96,27,47,128,143,128,156,155,67,21,883
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,6,7,0,10,8,3,0,0,30
POA6606,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,17,17,24,27,12,3,112
POA6608,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,0,0,26,0,9,16,19,19,25,16,5,0,114
POA6609,0,0,0,0,0,8,3,8,3,24,0,0,0,0,0,0,0,0,0,0,0,9,18,26,16,13,11,11,0,108,21,54,125,132,85,105,70,43,25,648
POA6612,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,5,17,0,6,13,26,12,26,19,9,12,123
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,10,4,0,3,40
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,4,0,0,18
POA6616,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,15,0,0,0,12,8,10,13,0,0,45
POA6620,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,0,0,13,10,24,32,27,28,10,3,4,151,15,38,69,78,84,95,35,14,8,440
POA6623,0,0,0,0,0,3,6,9,0,20,0,0,0,0,0,0,0,0,0,0,21,0,9,10,4,9,28,5,3,89,31,19,49,58,56,77,89,30,22,438
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,13,4,4,3,0,41
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,9,7,11,4,3,0,41
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,14
POA6630,0,0,0,0,0,9,5,9,4,29,0,0,0,0,0,0,0,0,0,0,4,8,13,10,14,12,16,0,0,82,15,24,52,60,74,83,61,20,3,383
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13
POA6632,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,9,0,5,4,0,46
POA6635,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,20,47,29,27,11,7,0,0,145,5,36,110,51,63,31,26,3,4,326
POA6638,0,0,0,0,0,4,5,0,0,15,0,0,0,0,3,0,0,0,0,0,12,21,37,52,59,43,31,10,0,258,19,30,70,97,104,103,72,23,9,525
POA6639,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,8,8,3,3,0,36,0,4,13,7,11,31,22,15,0,113
POA6640,0,0,0,0,0,0,6,5,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,7,10,0,0,32,4,14,35,20,34,35,58,11,0,209
POA6642,4,5,7,4,4,6,6,15,0,52,0,0,4,0,0,0,0,0,0,5,11,34,80,48,50,36,15,9,0,284,42,105,270,166,152,155,81,31,0,1003
POA6646,0,0,0,0,4,3,10,3,0,23,0,0,0,0,0,0,0,0,0,0,11,12,39,42,29,13,14,0,0,158,22,46,108,95,88,42,39,13,0,447
POA6701,6,3,7,8,29,34,65,52,13,228,0,0,0,3,16,3,7,0,4,44,56,80,165,119,143,102,79,54,16,806,163,307,714,618,767,750,554,241,70,4193
POA6705,0,0,0,5,0,7,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,5,6,0,0,12,7,10,22,24,24,25,15,0,0,128
POA6707,0,0,0,3,4,5,6,17,0,33,0,3,7,0,0,0,0,0,0,6,18,17,45,57,38,45,37,10,4,273,78,175,544,494,425,378,243,101,16,2452
POA6710,0,0,5,0,3,5,7,7,3,28,0,0,0,0,0,0,7,4,0,4,0,15,44,37,27,28,7,6,0,152,9,37,190,170,126,117,54,21,6,729
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,9,10,0,0,0,42,0,3,13,10,12,8,0,0,0,45
POA6713,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,26,28,28,17,8,0,0,117,27,41,163,235,223,156,35,13,0,886
POA6714,3,0,5,17,32,27,31,7,3,127,5,4,5,10,3,3,3,7,0,37,135,187,613,625,431,271,82,18,3,2367,444,924,3358,3522,2483,1415,407,81,11,12638
POA6716,0,0,0,0,4,0,5,0,0,11,0,0,0,3,5,0,0,0,0,9,5,26,50,26,26,25,9,0,0,166,13,81,271,195,131,102,28,5,0,825
POA6718,5,4,11,9,12,11,19,14,4,82,0,0,0,6,6,3,0,3,0,17,0,4,11,7,12,15,10,4,0,64,50,92,183,149,133,100,64,26,0,803
POA6720,0,0,0,0,6,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,20,22,93,73,47,44,23,5,0,328,54,110,412,439,299,192,66,19,0,1593
POA6721,0,0,10,3,4,8,4,6,0,43,0,0,0,0,0,0,0,0,0,11,17,47,120,110,101,76,30,12,0,510,93,197,841,924,582,457,146,37,3,3270
POA6722,5,8,11,29,27,36,36,20,3,175,0,0,6,12,14,8,4,4,5,60,105,113,384,332,248,212,61,12,8,1472,364,647,2221,1914,1428,1156,330,72,23,8160
POA6725,13,7,13,17,28,25,52,39,10,193,8,0,7,11,10,12,8,4,8,63,93,99,311,241,271,198,96,40,10,1365,366,613,1883,1824,1545,1209,591,192,50,8283
POA6726,0,0,4,5,7,14,25,17,6,77,0,0,0,0,7,0,0,4,0,12,39,52,162,109,120,75,45,19,7,623,158,297,998,882,815,621,359,99,25,4247
POA6728,13,7,20,22,41,51,31,20,4,219,0,0,3,0,12,10,15,11,10,64,70,77,171,137,133,124,79,23,8,823,262,399,936,718,652,590,351,93,23,4025
POA6740,4,0,0,4,12,19,14,10,0,64,0,0,0,0,0,0,0,0,0,3,10,17,36,52,43,39,20,4,4,217,88,101,190,230,203,173,91,33,4,1116
POA6743,21,5,25,34,30,38,25,16,4,198,6,0,4,6,7,5,21,8,0,58,57,74,224,153,177,118,80,37,14,932,228,405,1190,934,879,739,343,111,22,4851
POA6751,3,0,0,0,10,12,3,0,0,34,0,0,5,9,5,3,4,3,0,25,40,38,171,159,114,72,17,0,0,606,93,193,817,818,556,375,97,22,0,2969
POA6753,7,0,0,9,23,15,11,3,3,68,0,0,3,9,13,11,4,0,0,36,46,90,393,315,231,174,31,5,0,1286,161,414,1567,1338,983,669,146,14,6,5290
POA6754,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,11,12,48,81,49,30,3,4,0,239,31,70,224,292,200,142,19,6,0,985
POA6758,0,0,0,0,0,4,0,0,3,9,0,0,4,0,0,0,0,0,0,7,3,31,137,128,103,63,10,3,3,473,14,82,324,289,230,154,22,10,4,1122
POA6760,0,0,0,0,0,6,8,4,0,20,0,0,0,0,0,0,0,0,0,10,4,15,81,68,65,47,10,0,0,297,30,58,218,195,169,129,32,12,3,849
POA6762,0,0,0,0,3,3,5,0,0,9,0,0,0,0,0,0,0,3,0,3,5,19,40,50,27,12,0,0,0,155,21,76,177,149,87,60,13,4,0,582
POA6765,6,3,19,11,11,22,22,10,0,92,0,3,4,0,5,5,9,5,9,42,16,23,42,24,10,26,7,0,0,144,86,142,330,232,197,184,72,25,9,1262
POA6770,28,16,31,22,38,30,38,9,0,208,0,0,0,4,9,4,10,24,3,54,30,40,72,75,61,49,30,9,3,371,210,262,524,445,373,257,143,49,11,2274
