POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA6290,18,77,59,482,12,641,0,0,0,11,0,16,13,0,0,0,0,13,9,0,0,0,0,6,23,0,0,0,0,29,302,91,57,510,22,983,4,0,0,0,0,4,12,0,0,0,0,7,39,0,6,52,0,99,3,0,0,4,0,10,0,0,0,0,0,0,0,4,0,0,0,7,40,19,6,108,3,176,12,4,5,18,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,6,3,0,0,0,0,4,16,3,3,0,0,21,3,0,0,0,0,3,3,0,0,5,0,9,0,0,0,0,0,0,66,13,13,122,4,220,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,3,0,3,0,18,45,9,7,16,0,82,0,0,0,5,117,126,493,135,100,957,156,1837
POA6302,23,161,108,1093,19,1409,0,9,0,118,3,138,0,0,0,0,0,4,3,0,0,14,0,24,36,11,14,15,0,74,442,149,117,877,21,1610,12,0,0,0,0,17,14,0,0,8,0,21,27,0,11,61,0,106,4,0,0,12,0,15,6,0,0,3,0,9,14,0,0,3,0,21,71,26,18,204,9,326,23,4,8,32,4,71,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,6,4,0,0,0,0,8,28,0,0,0,0,32,16,13,5,3,0,34,10,4,0,0,0,12,0,0,0,4,0,8,4,0,0,0,0,3,107,25,23,198,0,351,4,0,0,0,0,3,10,0,7,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,19,76,20,12,45,0,159,5,0,0,7,284,299,752,260,196,1951,332,3485
POA6304,12,50,62,523,18,661,0,0,0,42,4,47,0,0,0,4,0,3,0,0,0,0,0,0,16,0,0,13,0,34,217,52,47,427,13,760,20,0,3,0,0,19,0,0,5,3,0,11,18,0,5,35,0,54,4,0,0,0,0,3,4,0,0,0,0,3,10,0,0,0,0,10,31,7,10,86,4,135,11,3,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,7,20,3,0,0,0,20,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,15,12,108,0,173,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,4,7,7,0,0,8,0,14,43,6,8,9,0,65,4,0,0,6,170,181,378,87,87,908,208,1669
POA6306,11,36,30,385,6,461,0,3,0,70,0,71,0,0,3,0,0,5,0,4,0,0,0,6,4,5,0,0,0,11,63,27,28,269,5,386,3,0,0,0,0,3,0,0,0,3,0,3,7,0,3,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,4,3,53,0,72,6,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,7,11,39,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,16,11,0,3,0,37,0,0,0,3,87,94,122,56,40,659,102,976
POA6308,8,64,49,470,3,598,0,0,0,100,0,108,0,0,0,0,0,0,0,0,0,3,0,3,14,3,6,13,0,28,149,43,48,470,4,719,10,0,3,0,0,12,7,0,0,5,0,4,15,0,3,27,0,55,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,22,8,6,75,3,118,10,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,0,0,20,11,7,3,0,0,26,7,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,41,3,9,86,0,147,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,11,35,6,8,8,0,62,4,0,0,7,144,156,289,90,91,933,163,1568
POA6309,0,4,10,99,0,116,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,35,8,14,83,0,141,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,25,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,23,0,36,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,6,24,33,62,10,14,178,27,292
POA6311,3,25,11,201,0,240,0,0,0,5,0,6,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,53,38,18,196,4,315,4,0,0,0,0,6,0,0,0,0,0,0,6,0,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,44,0,66,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,8,13,47,0,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,6,0,16,0,0,0,4,43,51,89,46,30,385,54,605
POA6312,43,160,146,1322,27,1706,0,12,0,222,9,245,23,0,0,0,0,26,0,0,0,3,0,3,39,6,3,46,0,95,327,162,151,1137,43,1821,113,0,9,0,5,123,7,0,0,5,0,12,34,7,11,91,4,143,0,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,41,59,30,16,251,3,364,38,12,8,76,0,141,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,28,3,8,4,5,48,26,11,11,11,0,58,23,4,5,13,0,51,5,0,0,0,0,5,0,0,0,0,0,0,77,35,31,253,5,399,3,0,0,0,0,3,60,0,9,3,0,74,0,0,0,5,0,5,0,0,0,0,0,0,7,0,0,0,0,13,3,0,0,10,0,14,196,13,14,31,11,268,10,0,0,35,461,514,972,276,245,2515,544,4556
POA6313,0,3,12,85,4,105,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,7,101,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,21,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,14,15,28,8,14,175,21,247
POA6315,11,65,88,616,11,792,0,0,0,41,0,46,5,0,0,0,0,10,0,0,0,4,0,4,24,7,11,5,0,47,184,67,79,516,5,853,34,0,4,0,0,37,5,0,0,0,0,5,22,0,7,38,0,65,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,16,9,101,0,163,10,0,0,30,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,27,5,0,0,0,38,9,9,10,0,0,30,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,40,19,14,92,0,162,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,4,0,7,35,4,9,7,3,67,0,0,0,5,187,186,357,117,138,1059,209,1878
POA6316,0,12,12,136,0,163,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,16,46,6,6,137,3,202,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,42,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,6,0,0,4,38,40,67,17,14,262,43,391
POA6317,20,160,117,1071,23,1390,0,20,4,288,15,324,40,0,6,3,0,44,0,3,0,4,0,5,34,14,10,16,0,67,270,100,105,818,33,1331,41,0,6,4,0,46,9,0,0,7,0,15,23,4,16,98,0,142,0,0,6,4,0,4,0,0,0,0,0,0,17,0,0,0,3,21,43,18,4,155,3,221,40,16,6,60,0,128,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,19,14,0,8,101,19,18,8,5,0,45,11,0,3,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,50,19,15,165,3,250,7,0,0,0,0,7,35,5,0,0,0,38,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,6,0,0,14,0,27,502,38,30,154,25,745,25,6,5,35,355,427,1080,270,199,2082,447,4085
POA6318,3,15,11,161,7,195,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,12,12,153,6,221,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,42,0,49,4,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,35,0,48,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,6,0,21,0,0,0,4,50,55,72,20,20,326,61,493
POA6320,6,20,7,208,3,237,0,3,0,97,5,102,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6,29,10,15,112,0,175,4,0,0,0,0,4,4,0,0,0,0,4,0,5,0,11,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,28,0,39,3,8,3,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,22,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,6,0,12,0,0,0,13,57,68,67,30,17,377,63,554
POA6321,4,27,25,147,5,201,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,23,20,130,4,227,6,0,0,0,0,6,0,0,0,0,0,0,0,3,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,27,0,40,3,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,27,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,3,3,0,0,10,3,0,7,7,0,22,0,0,0,5,51,61,97,33,39,274,67,505
POA6322,3,7,12,77,0,104,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,37,10,6,79,0,129,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,10,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,25,29,43,13,13,140,28,240
POA6323,6,52,49,264,4,376,0,0,0,14,0,18,5,0,0,3,0,3,4,0,0,0,0,7,11,0,0,12,0,25,181,58,48,270,11,568,10,0,0,0,0,10,0,0,0,0,0,4,10,0,5,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,23,6,10,56,0,95,4,5,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,6,3,0,19,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,5,4,41,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,6,22,4,6,14,0,49,8,0,0,7,92,104,278,96,73,501,109,1062
POA6324,21,148,129,1130,15,1444,0,12,8,107,3,129,12,0,0,6,0,18,4,0,0,0,0,3,30,11,5,24,5,75,419,155,130,930,36,1667,44,0,10,0,0,49,9,0,0,3,0,14,54,9,7,64,0,138,0,0,0,8,0,6,7,0,0,0,0,7,3,0,0,4,0,8,62,27,16,192,7,306,11,6,0,45,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,9,0,0,0,13,5,5,0,0,0,14,9,0,5,6,0,24,3,0,0,0,0,4,0,0,0,0,0,0,106,33,33,233,14,414,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,23,6,3,10,0,40,193,16,20,18,3,247,9,0,6,10,430,457,847,248,209,1949,493,3743
POA6326,6,12,19,157,4,198,0,0,0,11,0,11,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,6,0,15,60,12,20,130,0,228,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,19,6,35,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,26,0,54,0,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,4,3,0,30,8,0,0,7,49,63,135,22,25,277,62,514
POA6327,3,4,12,78,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,19,26,13,10,54,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,12,0,27,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,8,0,3,0,0,31,39,49,18,25,128,38,268
POA6328,5,25,13,173,0,219,0,0,0,13,0,13,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,9,35,23,12,100,3,174,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,4,3,6,34,0,50,8,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,28,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,9,0,0,0,4,26,32,71,36,27,271,33,431
POA6330,346,1790,1574,11202,171,15081,4,66,34,1124,24,1248,214,5,33,39,0,302,35,17,14,70,0,135,631,191,102,474,4,1397,4556,1834,1516,9872,196,17966,653,8,49,16,3,726,106,20,16,48,0,189,429,121,123,757,13,1442,25,12,3,42,0,96,43,7,8,11,0,71,157,6,7,27,4,199,701,261,207,2076,24,3270,376,155,66,734,9,1342,16,0,8,4,0,19,5,0,0,3,0,6,6,8,0,9,0,25,22,5,4,11,0,37,117,22,28,11,0,185,142,94,47,46,0,326,206,45,28,141,3,428,29,0,3,12,0,53,3,0,0,0,0,3,1016,350,303,2155,19,3845,25,4,0,16,0,45,261,34,22,15,0,324,58,3,5,21,0,90,24,6,4,0,0,32,36,0,0,3,0,43,204,37,51,114,0,409,1331,231,229,373,18,2181,88,17,18,184,2063,2373,9390,3132,2555,20503,2465,38042
POA6333,54,301,226,1626,30,2240,0,6,4,58,0,71,18,0,0,8,0,38,19,8,3,29,0,60,104,20,16,25,0,162,1057,329,238,1391,30,3038,19,0,0,0,0,18,30,3,3,4,0,44,120,18,33,115,3,300,5,6,0,6,0,15,8,0,0,0,0,10,16,6,0,0,0,26,181,63,46,407,9,710,53,35,11,74,0,171,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,9,9,4,0,0,0,10,17,3,6,0,0,19,35,14,9,4,6,58,29,7,0,18,0,51,7,0,0,0,0,9,0,0,0,0,0,3,222,73,53,377,10,738,6,0,0,0,0,6,53,4,7,0,0,60,5,0,0,7,0,8,3,0,0,0,0,0,20,0,0,0,0,20,41,0,4,17,0,63,236,58,55,82,11,431,0,0,5,19,535,565,1813,549,394,2924,620,6310
POA6335,0,22,28,261,8,318,0,4,0,67,0,76,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,13,50,27,16,191,5,291,47,0,0,0,0,47,0,0,0,0,0,0,5,0,3,12,0,19,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,5,5,9,0,32,3,49,0,4,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,3,45,0,71,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,0,10,3,0,31,0,0,0,4,54,61,151,47,37,461,67,758
POA6336,0,11,15,111,0,141,0,0,0,8,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,17,14,14,100,0,146,5,0,0,0,0,5,0,0,0,0,0,0,4,4,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,16,0,26,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,5,0,0,0,0,7,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,28,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,5,0,7,32,41,49,26,24,215,32,343
POA6337,0,14,19,223,0,259,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,25,9,13,147,0,195,3,0,0,0,0,3,0,0,0,0,0,3,4,0,5,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,28,0,36,5,3,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,4,0,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,35,0,43,0,0,0,0,0,0,10,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,18,0,23,0,0,0,0,72,74,61,24,31,353,72,545
POA6338,5,14,26,292,4,341,0,0,0,17,0,17,3,0,0,0,0,3,0,0,0,0,0,0,12,3,0,5,0,25,51,18,23,231,0,323,0,0,0,0,0,0,3,0,0,0,0,3,9,0,4,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,48,0,65,3,3,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,5,10,48,0,69,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,17,0,10,6,0,32,0,3,0,0,29,33,115,31,43,502,37,730
POA6341,0,5,17,114,0,127,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,5,14,6,10,85,0,118,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,12,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,31,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,12,4,0,0,0,8,17,39,4,23,181,16,260
