POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6151,27,210,825,842,805,582,164,20,0,3478,165,223,195,117,110,152,181,49,7,1198,14,3,25,27,24,26,17,0,0,138,4,5,13,13,4,7,3,0,0,48,206,448,1065,999,954,765,358,69,3,4859,3,17,30,18,21,27,13,0,0,134,35,20,15,4,3,8,10,0,0,91,37,34,47,21,29,37,20,0,0,223,244,483,1107,1020,976,800,380,68,3,5083,282,80,82,50,80,197,549,347,96,1769,7,30,84,52,59,43,45,40,17,379,528,590,1280,1126,1118,1043,975,458,121,7238,16,160,676,450,514,339,81,4,0,2249,214,306,287,384,378,331,179,24,0,2113,8,19,48,56,20,33,7,0,0,193,5,5,6,11,0,8,8,0,0,44,240,487,1019,909,916,715,276,25,0,4591,0,4,19,18,15,12,3,0,0,74,25,18,17,20,8,25,8,0,0,124,28,28,37,35,22,32,15,0,0,188
POA6152,62,334,1258,1215,1004,785,195,22,0,4869,248,463,331,191,130,153,190,38,5,1744,21,22,51,39,30,33,20,0,0,210,5,14,32,13,8,5,0,4,0,94,335,839,1664,1460,1174,982,405,64,4,6921,8,23,53,33,40,35,15,0,0,210,57,46,20,4,6,11,6,4,0,154,63,66,72,34,49,45,20,4,0,361,394,905,1733,1495,1225,1028,427,61,4,7278,428,183,168,102,119,244,802,543,258,2853,16,48,121,73,72,66,55,51,64,572,843,1137,2032,1670,1418,1338,1289,665,323,10710,21,328,1002,652,670,496,95,4,0,3268,270,476,536,612,501,454,191,28,0,3070,13,35,105,72,31,36,13,0,0,307,4,8,20,15,7,8,3,0,0,63,313,844,1664,1354,1208,995,295,36,7,6714,0,15,30,30,24,18,0,0,0,120,35,40,25,33,22,27,12,0,0,189,42,55,60,56,45,46,8,0,0,311
POA6153,34,208,685,1034,1028,754,200,28,0,3973,220,247,170,119,132,179,199,58,4,1329,13,15,17,17,34,29,17,0,0,148,0,7,13,20,10,8,8,3,0,77,264,483,890,1189,1199,968,423,93,3,5522,9,23,24,24,27,30,6,3,0,140,44,28,11,0,7,20,3,0,0,120,56,52,37,26,29,41,10,3,0,258,317,534,930,1219,1228,1012,437,95,3,5781,291,90,73,80,67,237,711,520,192,2271,14,21,38,63,55,56,37,11,10,301,621,645,1035,1362,1351,1306,1183,628,209,8352,22,189,558,521,583,431,77,3,0,2386,292,327,289,577,489,439,209,33,0,2662,8,14,45,53,30,42,15,7,0,217,8,3,11,11,10,4,5,0,0,59,332,535,900,1172,1112,929,315,36,0,5324,6,4,19,20,23,14,0,0,0,87,43,19,28,16,35,19,5,0,0,160,48,22,49,34,57,30,11,0,0,249
POA6154,30,103,340,500,546,329,61,7,0,1909,139,165,69,62,53,80,67,13,0,655,9,0,7,15,10,25,4,0,0,80,3,0,11,11,4,0,0,0,0,30,181,278,424,590,613,437,130,22,0,2672,3,6,15,8,15,16,5,0,0,76,36,13,9,0,4,11,6,0,0,74,37,21,19,12,22,23,9,0,0,153,219,299,444,607,632,460,143,22,0,2824,139,34,27,31,38,105,291,293,167,1127,0,6,36,20,19,14,15,12,13,139,362,334,503,657,693,587,446,331,177,4094,4,84,235,244,334,185,20,3,0,1112,162,129,134,316,284,193,53,7,0,1284,10,10,25,30,17,21,9,0,0,121,0,0,3,4,0,3,0,0,0,19,180,217,401,602,638,407,89,12,0,2539,4,0,5,11,8,8,0,0,0,38,21,7,9,11,11,12,5,0,0,79,22,11,10,22,15,18,8,0,0,117
POA6155,166,611,1625,2846,2809,1736,339,11,0,10138,606,655,445,364,371,390,323,46,0,3204,23,30,38,86,83,106,30,0,0,394,6,20,58,41,52,18,8,0,0,209,800,1317,2167,3337,3320,2248,691,57,3,13950,26,47,81,69,89,71,15,0,0,393,159,100,35,14,15,18,12,0,0,365,188,154,122,84,108,87,24,0,0,753,981,1467,2290,3421,3426,2339,718,57,3,14707,1061,405,591,469,363,526,1475,851,242,5976,48,59,122,169,140,92,35,25,14,706,2088,1927,2994,4057,3936,2954,2228,937,262,21387,53,390,1067,1559,1598,901,127,4,0,5691,802,754,786,1434,1311,879,271,20,0,6253,20,41,105,95,76,108,18,0,0,467,8,23,50,37,32,15,3,3,0,168,882,1208,2005,3132,3019,1904,422,26,0,12591,15,31,66,65,56,29,0,0,0,262,167,55,63,111,80,43,6,0,0,526,180,89,128,177,128,74,10,0,0,784
POA6156,74,187,612,799,988,553,105,4,3,3321,234,188,131,107,132,151,116,24,0,1089,11,9,18,30,28,40,10,0,0,142,0,7,7,6,13,10,0,0,0,55,324,392,770,943,1157,749,231,31,3,4608,7,16,25,13,27,13,4,0,0,105,43,16,11,3,5,11,4,0,0,87,47,27,36,15,26,22,10,0,0,191,368,423,808,960,1190,765,245,33,3,4795,227,53,60,51,78,187,439,399,209,1706,19,6,55,72,66,66,25,30,23,362,616,486,914,1083,1331,1024,706,460,234,6865,28,138,466,421,543,350,52,0,0,1995,296,272,288,534,508,337,119,22,3,2375,5,7,75,44,34,33,7,0,0,200,3,11,13,3,10,4,3,0,0,37,330,429,835,992,1088,722,186,21,3,4614,4,6,12,16,8,9,0,0,0,60,45,13,14,26,20,18,3,0,0,137,45,18,26,40,30,29,4,0,0,201
POA6157,39,127,573,694,660,467,106,5,0,2673,155,143,121,87,86,119,91,20,0,814,9,13,25,38,32,35,11,0,0,165,3,0,11,8,5,3,4,0,0,37,206,275,732,828,788,631,211,20,0,3684,11,14,18,17,26,18,3,0,0,97,35,8,3,4,4,4,3,0,0,75,43,24,21,23,31,23,3,0,0,168,246,302,750,844,813,649,218,20,0,3854,138,38,39,39,69,162,459,326,145,1424,8,14,50,49,48,33,44,19,14,282,394,353,839,934,933,849,715,368,157,5557,13,115,475,325,450,283,56,0,0,1719,205,207,274,467,377,341,118,6,0,1992,8,14,75,47,25,36,11,0,0,225,0,0,11,7,4,4,4,0,0,32,229,338,832,841,855,663,188,11,0,3966,0,6,7,7,12,8,0,0,0,51,30,12,10,22,16,8,4,0,0,98,31,16,22,27,25,19,5,0,0,148
POA6158,17,52,215,305,423,310,72,12,0,1396,81,97,52,35,64,77,65,13,0,485,6,4,7,7,10,17,6,4,0,60,0,0,10,3,7,0,0,0,0,17,101,150,279,350,496,406,146,29,0,1961,5,8,10,8,12,9,3,0,0,51,16,3,3,3,0,7,7,0,0,46,20,14,13,8,11,20,13,0,0,98,124,165,293,362,510,429,153,25,0,2057,129,22,36,22,40,69,269,171,88,845,5,0,19,26,23,18,19,11,13,144,256,190,347,408,576,506,438,216,103,3046,13,57,164,182,257,194,23,0,0,880,130,95,105,209,228,200,73,9,0,1059,4,3,29,21,11,15,9,0,0,95,3,0,0,0,7,0,0,0,0,25,144,161,308,412,504,414,112,13,0,2060,0,4,4,7,9,8,0,0,0,24,23,9,4,5,6,7,3,0,0,54,24,4,10,7,10,13,3,0,0,73
POA6159,10,20,134,173,146,168,47,7,0,694,20,40,37,31,27,59,52,14,0,282,0,0,12,13,5,9,3,3,0,37,0,0,4,7,4,3,0,0,0,20,31,63,181,213,172,241,102,22,0,1033,0,0,9,7,6,9,0,0,0,20,4,8,0,0,0,3,0,0,0,16,3,8,6,5,6,7,0,0,0,37,35,67,189,219,177,248,105,22,0,1075,41,13,9,14,25,61,146,128,46,482,0,5,8,16,17,9,12,8,0,85,76,85,207,246,223,319,266,158,51,1642,4,26,149,95,110,92,22,0,0,496,28,61,71,85,73,90,51,8,0,469,0,4,15,16,11,9,3,4,0,63,0,0,0,0,0,0,4,0,0,8,33,91,240,204,202,186,77,5,0,1039,0,0,4,4,0,7,0,0,0,12,4,4,3,3,0,0,0,0,0,16,4,4,4,5,5,7,0,0,0,32
POA6160,9,82,474,420,363,296,70,9,0,1739,47,108,123,101,71,98,79,16,3,641,0,12,20,18,18,16,4,0,0,87,0,3,14,4,7,0,0,0,0,37,64,195,640,548,459,415,148,30,0,2507,3,4,17,22,20,30,4,0,0,102,14,10,13,6,8,7,4,0,0,64,18,16,29,26,30,33,9,0,0,165,82,216,667,571,486,450,160,30,0,2670,77,39,57,50,80,145,303,198,52,1000,16,27,102,76,79,60,29,13,3,406,178,285,823,698,653,654,489,241,61,4079,7,68,408,219,267,196,40,4,0,1210,84,160,221,232,184,219,80,10,3,1193,5,17,43,21,13,18,13,0,0,121,0,8,5,3,6,4,0,0,0,20,102,251,676,473,466,440,131,16,3,2550,0,9,14,3,10,7,0,0,0,45,20,7,15,7,7,6,0,0,0,70,20,15,27,15,19,11,0,0,0,107
POA6161,0,7,17,7,11,9,0,0,0,50,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,20,14,11,15,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,14,11,15,0,0,0,64,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,12,0,6,32,15,15,16,0,0,0,84,0,3,12,3,3,7,0,0,0,31,5,5,6,3,5,0,0,0,0,24,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,20,11,8,8,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,27,84,413,531,544,386,77,10,0,2071,105,115,129,90,100,139,91,21,3,798,9,10,21,30,26,45,8,0,0,149,0,0,12,11,9,6,0,0,0,41,141,209,576,668,677,577,180,34,3,3060,3,11,18,17,18,28,3,0,0,97,25,8,11,6,14,13,8,0,0,78,30,13,27,21,35,38,12,0,0,177,173,222,607,685,710,615,195,34,3,3235,111,29,51,65,83,180,424,286,124,1351,12,14,55,48,64,38,30,13,0,283,295,258,706,802,860,839,648,339,134,4877,10,73,319,280,359,234,47,0,0,1328,140,160,219,333,348,315,102,10,0,1624,3,13,42,57,21,33,7,0,0,178,0,5,11,4,4,0,3,0,0,25,156,251,595,675,728,579,157,13,0,3152,0,0,11,15,14,11,0,0,0,50,12,14,14,11,12,18,4,0,0,92,12,23,28,22,26,26,3,0,0,136
POA6163,183,642,2377,2472,2216,1775,368,19,0,10046,419,590,571,413,376,470,317,41,4,3199,11,37,113,122,95,109,37,4,0,529,9,13,69,55,41,27,3,0,0,217,626,1292,3128,3064,2724,2377,729,60,5,14002,31,81,97,86,114,78,19,0,0,511,101,66,43,27,29,39,22,0,0,335,136,143,143,119,142,117,41,3,0,845,762,1432,3269,3183,2868,2494,766,60,5,14841,520,240,305,290,402,710,1789,1381,474,6117,53,80,266,249,194,155,119,120,85,1328,1339,1756,3842,3722,3465,3356,2676,1560,565,22282,63,510,1710,1284,1426,1025,157,7,0,6170,582,738,1124,1377,1199,1180,368,41,0,6620,20,45,225,163,69,122,30,0,0,679,16,21,41,30,29,32,6,3,0,168,673,1320,3093,2846,2724,2360,565,55,0,13638,14,25,68,54,55,41,3,0,0,257,130,55,73,63,60,62,16,0,0,459,149,81,138,117,116,101,16,0,0,717
POA6164,279,949,3703,4340,3245,1798,315,15,0,14652,650,573,559,467,373,348,225,22,0,3216,29,44,150,141,144,105,23,0,0,641,12,35,83,68,44,22,14,3,0,276,967,1601,4501,5016,3799,2275,572,43,0,18784,44,93,128,102,89,70,9,0,0,537,155,73,34,19,16,33,10,0,0,332,197,167,158,119,101,103,22,0,0,866,1166,1769,4658,5139,3902,2380,596,43,0,19651,788,246,262,218,292,488,1237,702,170,4403,65,101,265,288,197,113,53,45,14,1144,2014,2112,5187,5644,4390,2976,1885,791,189,25196,127,754,2297,2061,1908,976,125,0,0,8245,886,854,1615,2238,1504,927,262,16,0,8308,23,47,364,205,112,96,19,3,0,860,18,33,55,42,32,28,6,0,3,217,1046,1693,4333,4552,3557,2024,407,16,0,17631,26,42,83,67,51,35,8,0,0,316,154,71,81,112,73,41,8,0,0,541,183,112,166,177,125,70,15,0,0,860
POA6165,5,0,3,6,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,6,4,0,0,0,21,0,0,0,4,4,0,0,6,0,16,0,0,0,0,0,0,0,0,0,3,5,0,5,7,5,7,7,6,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,33,129,425,549,536,459,90,9,0,2239,109,80,52,55,63,106,66,15,0,540,4,8,23,18,26,29,21,0,0,131,0,7,8,15,6,8,3,0,0,49,158,228,507,630,634,602,183,21,0,2958,6,10,20,8,11,7,0,0,0,60,15,5,4,0,6,9,0,0,0,41,25,20,27,8,9,14,4,0,0,103,182,244,530,643,643,619,182,21,0,3063,108,27,36,41,58,93,367,269,74,1073,12,20,43,40,38,39,38,26,12,254,302,288,599,723,741,747,581,318,86,4386,20,97,249,237,267,194,39,0,0,1102,150,127,187,302,300,267,65,8,0,1414,8,10,32,31,26,21,3,0,0,140,3,3,8,10,12,4,0,0,0,41,182,239,474,571,613,496,105,8,0,2694,0,5,5,3,9,3,0,0,0,30,28,3,9,9,12,10,0,0,0,74,26,9,18,13,21,14,4,0,0,105
POA6167,105,370,1177,1403,1118,655,111,8,0,4946,224,186,228,181,188,172,85,12,4,1270,9,18,57,62,59,33,14,0,0,256,5,18,44,40,25,19,5,0,0,157,350,588,1511,1684,1387,874,218,11,4,6632,27,84,107,70,57,44,4,0,0,395,73,25,27,6,18,14,7,0,0,172,100,104,135,78,78,63,9,0,0,569,447,695,1642,1762,1461,940,235,18,4,7199,373,291,634,526,384,381,695,452,136,3867,46,55,154,148,117,85,52,22,14,694,862,1036,2437,2434,1966,1405,984,493,157,11763,50,216,668,704,606,359,50,0,0,2660,260,277,598,714,507,345,100,4,0,2805,12,15,119,63,56,32,16,0,0,312,11,9,32,20,12,10,3,3,0,100,335,517,1414,1505,1186,747,162,11,0,5876,27,31,51,31,41,27,0,0,0,210,78,33,64,53,26,27,7,0,0,290,102,66,114,83,70,54,7,0,0,495
POA6168,109,432,864,757,887,834,145,10,0,4041,150,119,179,138,115,196,104,20,0,1010,3,28,58,46,54,79,18,4,0,299,11,21,28,18,16,13,6,0,0,112,273,606,1123,960,1077,1123,268,27,0,5460,27,52,104,63,80,61,8,0,0,397,46,25,21,15,14,13,10,0,0,146,76,76,123,79,95,69,21,0,0,544,350,679,1247,1034,1170,1201,296,27,5,6006,249,79,145,137,223,485,1120,824,256,3506,44,206,234,171,126,126,94,85,69,1164,646,964,1632,1344,1521,1804,1510,933,324,10684,45,225,408,421,527,430,66,3,0,2126,217,214,353,401,439,473,144,11,0,2253,5,32,60,44,53,69,15,0,0,286,6,16,18,15,16,12,0,0,0,80,277,482,842,885,1031,982,228,15,0,4746,15,36,32,33,50,24,0,0,0,194,45,20,36,32,37,34,14,0,0,228,61,54,66,70,86,60,14,3,0,421
POA6169,132,432,1226,1330,1456,1255,189,12,0,6033,282,232,234,184,176,257,126,22,0,1502,10,25,88,71,96,128,36,3,0,451,11,14,38,39,16,15,4,0,3,136,443,703,1587,1614,1748,1646,350,34,8,8132,64,78,101,55,75,64,14,0,0,449,95,22,31,10,20,25,10,0,0,217,155,103,132,74,93,93,23,0,0,668,596,804,1711,1690,1841,1740,371,40,4,8799,442,134,190,171,272,603,1263,867,266,4203,40,41,176,189,166,159,70,86,49,980,1080,975,2086,2045,2280,2500,1707,990,321,13985,70,274,587,693,862,590,70,3,0,3154,383,333,574,737,755,677,177,15,0,3655,10,24,127,75,73,94,21,0,0,420,3,14,31,15,18,12,4,3,0,93,467,644,1321,1513,1712,1376,272,19,4,7322,32,35,31,40,41,31,3,0,0,215,99,25,45,79,56,45,9,0,0,358,130,64,78,118,99,68,8,0,0,572
POA6170,63,274,1055,1147,652,365,45,4,0,3606,147,149,170,138,110,63,20,7,0,813,5,13,47,34,36,27,5,0,0,156,3,6,36,34,16,0,0,0,0,104,227,440,1303,1354,812,462,76,15,0,4680,23,27,42,43,19,13,3,0,0,171,30,8,10,6,10,8,4,0,0,71,53,40,52,47,29,20,6,0,0,247,278,481,1359,1395,841,478,76,14,0,4925,208,65,82,89,87,106,220,116,23,1003,33,22,107,94,54,30,16,8,0,364,522,573,1547,1580,979,614,314,134,23,6289,30,210,591,545,410,205,21,0,0,2011,172,215,527,471,294,159,25,0,0,1867,5,18,91,47,29,20,0,0,0,218,6,16,23,14,12,3,0,0,0,67,208,457,1228,1074,750,382,51,3,0,4158,12,24,39,23,10,11,0,0,0,119,25,17,45,33,23,8,0,0,0,155,39,40,83,57,34,21,0,0,0,272
POA6171,182,527,2081,2177,1579,865,124,3,0,7536,378,200,252,183,159,128,73,9,0,1378,12,24,123,103,87,70,15,0,0,429,13,14,66,52,19,10,0,0,0,188,581,764,2528,2516,1848,1071,212,13,0,9535,32,36,65,50,40,42,3,0,0,266,114,23,16,11,3,9,7,3,0,184,139,59,82,61,44,45,10,3,0,449,726,824,2606,2578,1898,1117,219,17,0,9984,454,88,134,123,141,234,629,475,72,2345,54,55,227,219,160,97,49,33,4,890,1227,969,2968,2923,2193,1444,902,523,75,13217,79,415,1158,1100,943,427,34,0,0,4168,504,398,1014,1061,703,389,86,0,0,4167,18,29,217,101,59,51,8,3,0,489,6,13,48,23,20,18,0,0,0,126,617,857,2439,2294,1725,882,135,7,0,8943,18,21,44,54,25,10,0,0,0,190,128,36,76,61,28,20,6,0,0,354,150,61,121,119,54,38,7,0,0,547
POA6172,76,219,484,507,677,448,69,3,0,2484,128,88,87,51,77,82,38,0,0,552,7,11,40,31,33,51,13,0,0,184,7,10,20,12,9,10,0,0,0,69,216,330,629,604,799,587,120,3,0,3283,21,28,34,32,16,20,0,0,0,164,50,10,11,3,0,4,4,0,0,89,77,41,51,37,20,28,4,0,0,250,285,367,672,635,824,620,132,3,0,3538,200,65,72,54,72,144,300,233,74,1209,25,32,65,88,78,40,17,15,8,367,513,461,808,772,974,802,448,246,83,5116,29,106,240,273,380,223,18,0,0,1269,216,167,201,278,356,241,37,0,0,1502,13,17,51,41,24,31,5,0,0,175,0,4,8,10,6,9,0,0,0,41,256,296,505,603,770,500,56,0,0,2987,13,5,23,19,19,12,0,0,0,88,53,9,26,23,15,10,0,0,0,140,69,18,50,40,36,22,0,0,0,228
POA6173,122,190,418,724,795,423,42,0,0,2715,186,103,61,50,68,61,24,4,0,555,11,5,29,52,35,31,6,0,0,168,0,3,13,7,15,7,0,0,0,48,319,308,526,830,916,519,74,3,0,3494,20,14,20,13,10,16,0,0,0,92,50,15,8,0,5,0,0,0,0,74,63,27,25,21,13,12,0,0,0,166,385,332,548,847,932,536,77,3,0,3659,216,30,30,38,42,81,171,98,18,731,10,20,51,78,66,33,7,0,0,269,609,377,630,966,1034,645,260,104,23,4651,26,119,223,323,458,180,4,0,0,1344,276,143,209,401,399,168,32,0,0,1633,4,14,34,34,33,19,8,0,0,144,3,9,12,6,9,4,0,0,0,44,316,284,481,769,899,372,45,0,0,3164,9,8,7,13,20,3,0,0,0,62,25,11,22,22,9,9,0,0,0,97,34,15,26,38,27,15,0,0,0,155
POA6174,32,125,272,280,223,125,14,0,0,1063,71,42,36,32,37,25,21,3,0,268,9,4,28,21,13,14,0,0,0,87,6,5,8,7,8,0,0,0,0,35,114,175,350,335,274,161,37,3,0,1458,4,8,10,14,3,4,0,0,0,46,18,4,4,3,0,6,5,0,0,28,23,12,14,12,3,4,6,0,0,74,140,187,364,348,281,171,36,3,0,1534,84,12,27,21,32,53,84,56,8,373,11,19,29,31,30,14,4,0,0,135,241,218,420,394,335,235,122,61,9,2042,16,69,156,152,161,79,9,0,0,643,92,66,146,171,114,68,12,0,0,677,0,12,27,18,14,8,0,0,0,68,0,0,12,4,4,0,0,0,0,23,114,147,348,350,288,151,20,0,0,1413,0,16,11,11,7,3,0,0,0,35,11,6,0,10,13,5,7,0,0,46,14,16,14,17,20,7,7,0,0,86
POA6175,25,60,136,212,214,127,3,0,0,771,55,29,27,16,25,35,9,0,0,194,0,8,10,9,20,11,3,0,0,66,0,0,5,3,0,4,0,0,0,16,81,97,173,243,253,176,21,6,0,1050,3,3,3,8,10,5,6,0,0,33,12,4,3,0,4,0,0,0,0,17,8,11,7,8,11,7,3,0,0,53,91,102,182,246,265,184,23,6,0,1102,55,14,13,17,10,36,99,53,9,305,6,4,18,19,14,15,3,0,0,78,147,117,217,281,293,230,126,59,15,1488,10,39,82,82,142,61,5,0,0,420,69,48,90,125,96,65,12,3,0,504,5,3,14,11,7,9,0,0,0,53,4,3,0,4,0,0,0,0,0,12,94,87,186,221,244,140,18,3,0,991,6,7,3,6,4,4,0,0,0,25,13,5,7,7,5,3,0,0,0,39,16,9,9,8,6,6,0,0,0,62
POA6176,15,31,137,80,77,61,10,0,0,416,16,15,20,7,4,12,3,3,0,77,0,4,8,10,3,6,0,0,0,34,0,0,5,6,4,0,0,0,0,8,25,45,169,103,87,78,14,8,0,539,4,0,4,3,6,0,0,0,0,11,3,4,0,0,0,0,0,0,0,8,5,0,4,3,6,0,0,0,0,22,36,48,171,106,95,82,17,8,0,555,27,9,7,10,7,12,48,22,4,149,7,0,8,11,9,4,3,0,0,54,71,54,189,126,110,100,68,31,8,756,5,13,57,40,45,22,6,0,0,196,26,18,81,55,35,33,14,0,0,262,0,0,15,3,5,0,4,0,0,28,0,0,3,0,0,0,0,0,0,9,28,39,156,105,87,58,16,0,0,500,3,0,5,0,0,0,0,0,0,14,5,0,3,4,4,0,0,0,0,17,10,5,5,4,5,0,0,0,0,30
