POA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
POA6286,0,0,0,0,18,18,0,0,0,0,3,3,10,0,0,0,35,43,32,0,3,0,39,73,30,9,6,0,26,63,39,4,9,3,16,77,35,0,3,0,3,50,17,0,0,0,0,14,0,0,0,3,0,3,161,14,24,4,139,344,0,0,0,0,15,15,0,0,0,0,10,10,13,0,3,0,39,51,38,3,6,0,30,76,20,0,3,0,13,41,38,0,15,3,8,72,32,0,6,7,0,50,10,0,0,6,0,18,0,0,0,3,0,6,160,6,33,19,115,330,0,0,0,0,32,32,0,0,0,0,15,15,20,0,3,0,71,95,67,8,3,0,67,149,52,9,10,0,32,102,82,10,28,3,30,149,75,0,7,7,12,97,25,0,4,9,0,34,0,0,0,4,0,5,322,24,59,26,251,678
POA6288,0,0,0,0,21,21,0,0,0,0,12,14,7,0,0,0,18,28,11,0,3,0,17,31,32,3,9,0,22,63,28,4,11,0,6,48,26,3,4,8,10,47,16,0,0,3,0,16,0,0,0,0,0,0,124,8,25,7,105,265,0,0,0,0,18,18,0,0,0,0,6,6,6,0,0,0,23,28,26,0,0,0,12,38,20,0,5,5,14,46,31,0,9,0,3,49,27,0,4,0,6,42,7,0,0,0,0,16,0,0,0,0,0,0,118,8,24,11,82,233,0,0,0,0,38,38,0,0,0,0,23,19,17,0,0,0,36,50,35,3,8,0,33,72,51,0,11,5,39,106,60,4,20,0,16,95,59,3,7,9,9,85,22,0,0,3,0,37,0,0,0,0,0,3,244,13,48,16,184,505
POA6290,0,0,0,0,19,19,0,0,0,0,25,25,17,0,0,0,24,42,20,6,0,0,39,70,48,4,15,0,29,94,98,14,18,0,34,168,161,8,33,13,17,228,83,0,15,14,8,120,25,0,0,19,0,50,459,36,85,50,195,808,0,0,0,0,23,23,0,0,0,0,8,8,11,0,6,0,32,48,30,6,4,5,33,73,59,7,17,4,31,111,121,11,25,14,21,189,150,4,34,25,5,211,62,0,11,36,4,114,10,0,0,43,6,58,449,30,97,117,157,849,0,0,0,0,39,39,0,0,0,0,35,35,25,0,6,0,58,94,59,11,10,3,74,148,109,18,27,4,52,210,226,20,41,15,52,353,312,13,64,33,18,442,151,0,26,45,5,235,34,0,3,66,3,106,906,58,175,168,345,1660
POA6302,0,0,0,0,74,74,0,0,0,0,48,43,30,4,0,0,91,130,93,3,6,0,49,150,101,9,23,0,58,192,180,18,57,11,46,312,223,12,77,14,27,353,119,7,44,11,8,189,26,0,3,14,5,52,778,57,216,54,401,1502,0,0,0,0,54,54,0,0,0,0,45,50,42,0,0,0,76,121,104,12,10,0,55,179,119,13,29,4,28,205,195,21,66,16,23,319,209,15,62,27,14,331,76,3,31,67,0,179,15,0,3,38,0,54,769,53,211,153,298,1487,0,0,0,0,129,129,5,0,0,0,91,92,68,5,0,0,170,250,201,13,13,0,95,330,222,20,54,9,86,391,376,39,124,28,69,634,437,27,146,41,40,686,192,8,75,81,11,371,41,0,11,57,5,108,1551,114,425,204,695,2992
POA6304,0,0,0,0,39,39,0,0,0,0,22,22,16,0,3,0,48,66,42,3,6,0,27,80,62,0,12,0,30,103,81,6,19,5,26,137,97,4,41,14,23,181,57,7,10,15,3,94,19,0,4,4,0,31,368,28,91,42,220,751,0,0,0,0,34,34,0,0,0,0,18,27,20,0,0,0,28,55,50,5,6,0,19,79,67,5,16,0,28,106,98,8,21,10,20,147,101,7,40,13,0,163,34,0,15,22,3,73,7,0,0,19,0,27,377,31,93,60,153,714,0,0,0,0,75,75,0,0,0,0,44,44,39,0,4,0,74,117,90,13,9,0,47,161,125,8,23,0,58,212,173,20,40,15,44,290,200,15,75,26,27,348,92,6,22,41,9,168,28,0,4,23,0,58,750,59,182,101,374,1468
POA6306,0,0,0,0,15,15,0,0,0,0,21,21,8,0,0,0,21,32,27,4,4,0,21,51,44,10,4,0,20,75,47,5,14,0,14,82,43,12,12,3,11,81,31,0,4,5,0,40,9,0,0,11,0,19,209,20,32,25,121,407,0,0,0,0,21,21,0,0,0,0,13,17,19,5,0,0,21,42,34,4,4,0,13,57,44,0,6,0,9,69,43,3,5,4,5,65,39,0,8,0,3,55,22,0,0,18,0,54,5,0,0,15,0,22,220,17,27,44,88,397,0,0,0,0,36,36,0,0,0,0,39,35,26,5,0,0,45,76,59,3,5,0,37,109,89,10,12,0,28,139,96,8,21,6,13,142,89,9,18,5,11,135,54,0,4,29,3,93,12,0,0,26,4,41,431,35,64,62,211,810
POA6308,0,0,0,0,38,38,0,0,0,0,43,42,10,3,0,0,44,64,41,0,3,0,27,85,61,12,11,4,24,108,74,9,27,0,22,143,86,3,23,5,0,127,43,8,5,6,8,72,16,0,0,0,0,15,335,35,80,25,209,689,0,0,0,0,30,30,0,4,0,0,21,27,25,0,0,0,48,74,41,0,9,0,17,70,73,9,11,0,10,110,79,11,18,3,12,124,73,3,15,18,0,116,40,0,7,27,0,74,0,0,0,13,0,19,339,31,64,62,137,637,0,0,0,0,62,62,0,3,0,0,63,69,38,0,0,0,90,134,84,7,21,0,47,154,132,22,26,7,36,218,157,14,50,5,34,266,166,8,34,26,5,240,83,4,18,33,8,153,16,0,4,17,0,37,678,62,144,85,345,1326
POA6309,0,0,0,0,10,10,0,0,0,0,8,9,0,0,0,0,12,12,5,0,0,0,5,10,15,0,0,0,10,30,15,0,4,0,5,25,18,6,6,0,0,31,5,0,0,5,0,12,6,0,0,0,0,5,66,7,14,8,47,138,0,0,0,0,6,6,0,0,0,0,6,12,3,3,0,0,3,8,9,0,0,0,5,12,12,3,4,3,4,30,14,5,0,0,0,24,14,0,0,5,0,20,5,0,0,3,0,8,5,0,0,0,0,5,65,7,5,7,33,117,0,0,0,0,11,11,0,0,0,0,17,16,3,3,0,0,17,19,17,0,0,0,8,24,28,4,3,0,16,57,35,4,5,0,8,46,32,6,4,3,3,50,15,0,0,3,0,21,4,0,0,0,0,7,128,18,14,17,74,256
POA6311,0,0,0,0,6,6,0,0,0,0,10,10,11,0,0,0,16,25,21,0,0,0,9,32,24,0,5,0,18,50,40,0,6,0,4,55,36,4,7,3,4,54,17,3,6,6,0,29,3,0,0,3,0,7,145,6,25,11,73,267,0,0,0,0,6,6,0,0,0,0,19,19,15,0,0,0,13,28,13,6,0,0,3,20,27,5,7,0,4,43,44,0,9,0,7,59,30,0,5,7,0,45,7,0,0,5,0,16,0,0,0,0,0,0,143,5,21,18,51,238,0,0,0,0,17,17,0,0,0,0,27,27,25,0,0,0,26,57,33,6,0,0,16,51,51,3,13,0,23,89,88,0,8,0,11,114,64,7,10,15,0,98,25,3,10,7,0,39,6,0,0,3,0,10,292,15,45,25,126,506
POA6312,0,0,0,0,161,163,3,0,0,0,118,126,69,0,0,0,189,265,125,17,0,0,86,227,152,15,35,0,83,287,178,11,56,10,34,294,197,16,30,19,29,289,87,7,20,21,14,147,33,0,0,17,6,59,853,65,138,75,724,1858,0,0,0,0,151,151,3,0,0,0,122,126,82,6,3,0,156,254,151,19,15,7,82,275,135,23,36,3,65,265,195,11,58,23,37,327,156,13,28,42,12,251,58,7,26,70,3,166,18,0,5,73,0,98,805,86,175,219,630,1915,0,0,0,0,314,320,13,0,0,0,246,254,159,12,3,0,348,519,272,35,24,6,166,501,290,37,71,9,147,552,374,22,115,34,68,617,350,30,65,60,43,545,150,12,37,89,20,311,48,0,6,90,5,154,1656,155,310,286,1356,3770
POA6313,0,0,0,0,6,6,0,0,0,0,3,3,4,0,0,0,3,8,12,0,0,0,0,11,15,0,0,0,4,22,12,0,0,0,4,22,8,0,3,0,6,15,10,0,0,0,0,12,0,0,0,0,0,0,66,3,3,0,19,94,0,0,0,0,8,8,0,0,0,0,6,6,9,0,0,0,6,14,14,0,0,0,4,17,15,0,3,0,0,24,19,4,3,0,0,24,3,0,7,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,65,0,13,3,21,104,0,0,0,0,16,16,0,0,0,0,9,9,13,0,0,0,7,23,20,0,0,0,4,31,36,0,4,0,0,42,32,3,7,0,4,48,13,0,5,0,6,25,19,0,0,0,0,18,0,0,0,0,0,0,129,9,19,5,42,203
POA6315,0,0,0,0,43,43,0,0,0,0,32,34,27,0,0,0,61,93,55,4,6,0,42,108,53,3,9,0,44,108,81,8,29,4,24,150,103,6,24,3,18,150,44,3,17,11,8,78,5,0,0,9,0,14,381,28,86,27,262,780,0,0,0,0,47,47,0,0,0,0,37,41,33,0,0,0,54,92,56,5,13,0,20,94,59,8,14,5,36,116,103,3,30,9,15,161,94,3,21,21,0,144,27,0,10,38,0,71,7,0,0,20,0,31,378,23,90,93,211,791,0,0,0,0,83,83,0,0,0,4,68,67,63,0,0,0,117,181,119,11,14,0,60,204,111,11,29,5,75,226,188,17,59,10,39,308,200,11,41,30,14,297,73,3,26,44,8,153,8,0,5,24,3,47,758,45,171,118,476,1577
POA6316,0,0,0,0,4,4,0,0,0,0,9,9,8,0,3,0,11,18,11,0,4,0,0,14,14,3,0,0,7,23,25,0,15,0,4,40,8,0,5,5,5,24,6,0,0,0,0,15,3,0,0,0,0,4,75,7,30,6,45,157,0,0,0,0,8,8,0,0,0,0,8,4,10,0,0,0,15,20,17,0,0,0,5,26,15,0,5,0,7,21,17,6,3,0,0,27,14,0,7,0,3,26,5,0,0,7,0,13,0,0,0,5,0,5,79,6,19,8,39,151,0,0,0,0,18,18,0,0,0,0,14,12,16,0,3,0,24,37,32,3,7,0,8,42,30,3,4,0,10,43,47,3,15,0,5,68,27,0,14,7,11,53,12,0,6,5,0,22,3,0,0,0,0,3,157,14,47,13,82,313
POA6317,0,0,0,0,128,128,3,0,0,0,124,126,87,6,0,0,186,279,139,7,4,0,109,259,146,16,19,3,73,250,172,19,32,8,51,281,157,7,21,5,25,213,76,4,10,15,5,111,20,0,4,7,0,32,806,50,94,35,702,1684,0,0,0,0,126,128,13,0,0,0,102,118,101,3,5,0,134,248,128,4,14,8,61,218,140,13,25,6,48,240,160,15,26,15,31,244,143,3,30,32,8,219,59,0,14,50,3,120,14,0,4,49,0,64,757,53,117,156,523,1605,0,0,0,0,256,263,17,0,0,0,228,249,189,9,8,0,321,531,271,14,23,8,172,483,285,25,43,9,122,485,330,29,64,20,73,523,300,12,52,40,31,430,133,3,21,62,11,232,34,0,0,53,3,100,1562,99,214,195,1227,3293
POA6318,0,0,0,0,8,8,0,0,0,0,8,8,9,0,0,0,19,27,19,0,0,0,8,30,24,0,9,0,8,36,22,8,9,0,7,39,15,6,7,0,5,31,8,0,0,0,0,13,0,0,0,0,0,0,104,11,20,0,54,192,0,0,0,0,9,9,0,0,0,0,3,3,10,0,0,0,12,24,27,0,0,0,4,34,18,0,6,0,3,29,25,5,9,0,5,38,16,0,10,9,0,26,6,0,0,4,0,13,0,0,0,4,0,0,101,7,23,13,43,186,0,0,0,0,19,19,0,0,0,0,12,13,21,0,0,0,32,53,46,0,0,0,16,65,41,0,9,0,12,64,43,6,13,0,10,80,34,6,14,9,3,64,16,0,0,7,0,26,0,0,0,4,0,0,208,19,43,17,100,380
POA6320,0,0,0,0,17,17,0,0,0,0,19,13,4,0,0,0,23,27,19,0,0,0,8,28,17,4,0,5,8,35,36,4,0,0,10,53,14,8,6,0,0,29,10,0,0,3,0,16,0,0,0,0,0,4,105,21,11,8,91,225,0,0,0,0,17,19,0,0,0,0,9,15,11,0,0,0,17,33,19,5,0,0,10,35,18,0,0,0,0,27,33,0,4,3,6,49,9,0,0,3,0,19,9,0,0,8,0,21,0,0,0,0,0,3,99,6,15,14,75,210,0,0,0,0,38,38,3,0,0,0,29,33,14,0,0,0,42,56,32,3,0,0,17,57,42,5,5,5,17,67,70,4,7,3,19,102,26,7,7,3,0,46,16,0,0,12,4,34,4,0,0,0,0,8,207,24,20,22,163,435
POA6321,0,0,0,0,12,12,0,0,0,0,3,3,0,3,0,0,15,23,19,0,0,0,6,23,15,0,4,0,7,35,21,0,3,0,14,43,25,0,3,0,3,32,16,0,3,0,0,19,0,0,0,0,0,0,105,8,16,0,70,196,0,0,0,0,8,8,3,0,0,0,8,9,3,3,0,0,8,22,23,0,0,0,15,39,14,0,3,0,12,31,24,0,5,3,0,32,24,0,3,3,0,29,14,0,0,3,0,21,0,0,0,3,0,5,101,3,14,14,53,191,0,0,0,0,25,25,3,0,0,0,15,18,14,9,0,0,23,40,41,0,0,0,20,63,29,0,8,0,18,62,45,0,12,3,12,72,44,0,3,3,4,62,32,0,4,3,0,44,0,0,0,3,0,4,204,13,30,16,128,393
POA6322,0,0,0,0,8,8,0,0,0,0,5,5,0,0,0,0,3,7,4,0,0,0,0,9,5,0,4,0,8,15,12,0,5,0,0,14,18,0,0,0,0,28,8,0,4,0,0,9,0,0,0,0,0,3,54,0,16,0,20,92,0,0,0,0,8,8,0,0,0,0,0,6,6,0,0,0,3,11,6,0,0,0,8,12,11,4,0,0,4,18,16,0,4,0,0,21,12,0,5,0,0,18,6,0,0,0,0,9,0,0,0,0,0,0,56,5,11,7,24,101,0,0,0,0,13,13,7,0,0,0,6,11,6,0,0,0,8,14,16,0,0,0,5,25,14,4,8,0,7,34,28,0,9,0,0,30,30,0,7,0,0,41,14,0,5,3,0,23,4,0,0,0,0,7,113,5,27,6,41,198
POA6323,0,0,0,0,38,38,0,0,0,0,8,12,8,0,0,0,21,33,21,0,4,0,13,39,36,5,13,0,25,76,61,15,17,3,18,110,70,5,21,8,12,114,33,0,8,6,0,49,0,0,5,0,0,4,235,28,56,16,131,469,0,0,0,0,24,24,0,0,0,0,13,13,14,0,0,0,13,28,26,0,4,0,15,49,39,3,10,0,18,75,66,3,12,4,8,91,60,0,13,11,6,101,24,0,7,9,0,42,0,0,0,0,0,0,233,15,42,25,99,427,0,0,0,0,57,57,4,0,0,0,23,23,19,0,0,0,39,60,49,5,7,0,26,87,76,14,21,0,39,147,133,17,24,5,31,203,129,11,32,20,18,205,55,0,18,17,0,98,0,0,5,4,0,7,462,49,100,49,224,890
POA6324,0,0,0,0,122,122,9,0,0,0,71,77,64,0,0,0,102,169,125,7,9,0,84,232,159,9,25,0,65,261,185,14,43,3,35,284,173,9,51,8,17,262,82,5,22,13,6,123,21,0,0,16,6,48,822,44,156,43,506,1568,0,0,0,0,93,93,7,3,0,0,53,61,76,5,5,0,86,173,110,11,9,4,66,201,150,12,43,4,57,262,204,17,55,6,26,308,156,7,47,36,16,264,56,0,12,36,0,107,12,0,7,40,0,59,775,53,172,126,403,1529,0,0,0,0,212,212,17,3,0,0,125,140,141,5,5,0,192,339,238,19,15,4,147,432,313,18,66,4,118,525,388,33,99,12,63,589,327,16,98,50,33,521,136,3,29,46,11,225,35,0,8,60,6,106,1593,96,327,172,907,3100
POA6326,0,0,0,0,13,13,0,0,0,0,6,10,13,0,0,0,13,28,15,3,0,0,9,23,30,0,4,0,6,39,33,4,4,4,7,45,27,0,9,0,3,42,10,0,0,0,0,13,0,0,0,0,0,0,132,5,22,4,58,224,0,0,0,0,18,18,0,0,0,0,14,10,3,0,0,0,14,22,25,0,0,0,5,29,28,0,0,0,0,42,30,5,12,0,3,55,17,0,3,6,0,29,5,0,0,0,0,9,0,0,0,0,0,0,126,10,21,11,54,221,0,0,0,0,27,27,3,0,0,0,23,26,17,0,0,0,31,53,38,3,0,0,11,52,59,0,6,0,10,82,70,8,14,4,11,106,47,0,17,10,3,75,17,0,8,0,0,24,3,0,0,0,0,8,254,15,43,14,113,441
POA6327,0,0,0,0,10,10,0,0,0,0,8,8,0,0,0,0,4,11,6,3,0,0,0,16,17,4,0,0,4,29,11,0,7,0,3,21,13,3,9,0,0,18,7,0,0,0,0,11,3,0,0,0,0,3,59,4,18,0,33,121,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,13,5,0,0,0,3,17,17,0,3,0,0,22,5,0,0,0,0,17,17,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,4,61,3,6,5,15,91,0,0,0,0,11,11,0,0,0,0,8,8,13,0,0,0,11,28,19,0,0,0,6,32,33,4,6,0,11,51,16,0,9,0,5,31,30,5,7,0,0,35,14,0,0,3,0,17,3,0,0,0,0,5,120,8,22,6,46,212
POA6328,0,0,0,0,15,15,0,0,0,0,6,11,14,0,0,0,22,38,15,0,0,0,5,29,11,0,0,0,0,14,31,0,9,0,8,44,14,0,0,0,4,23,11,0,0,0,0,16,0,0,0,0,0,0,100,0,13,0,69,184,0,0,0,0,7,7,3,0,0,0,4,12,17,0,0,0,11,33,17,0,0,0,5,24,8,0,3,0,9,20,34,0,5,0,4,39,20,0,0,4,0,19,4,0,0,3,0,7,0,0,0,0,0,0,98,0,10,4,43,159,0,0,0,0,20,20,3,0,0,0,9,22,37,0,0,0,37,71,37,0,0,0,12,50,24,0,0,0,11,37,67,0,9,0,11,86,34,0,7,4,4,44,13,0,5,7,0,20,0,0,0,0,0,0,207,4,19,8,112,347
POA6330,0,0,0,0,1241,1245,44,0,0,0,854,903,657,36,25,0,1392,2106,1077,93,87,8,739,2003,1310,117,280,13,571,2295,1538,118,404,54,387,2503,1652,94,383,97,165,2386,961,39,130,144,46,1312,308,3,29,141,11,500,7545,507,1359,451,5395,15249,0,0,0,0,1135,1135,67,6,0,3,723,798,746,50,47,0,1096,1944,1169,138,185,23,627,2142,1447,162,397,50,527,2589,1618,128,590,133,344,2817,1538,92,435,336,132,2522,737,24,200,545,28,1540,156,11,47,437,8,664,7482,606,1899,1537,4625,16149,6,0,0,0,2374,2376,115,3,0,0,1572,1704,1406,77,73,3,2486,4054,2243,234,270,28,1368,4146,2763,281,682,68,1096,4882,3155,249,998,186,734,5324,3190,183,825,430,294,4911,1696,57,330,685,77,2852,463,16,84,578,20,1156,15029,1108,3258,1993,10015,31396
POA6333,0,0,0,0,208,212,0,0,0,0,61,61,48,0,3,0,117,169,175,9,7,0,111,308,220,29,42,0,99,390,277,24,113,7,109,520,335,24,104,14,44,512,197,10,38,30,10,277,33,0,6,23,0,67,1285,97,309,73,762,2529,0,0,0,0,183,183,0,0,0,0,61,60,81,7,5,0,130,226,209,15,16,4,133,376,244,24,56,8,108,441,309,25,96,26,73,533,303,5,124,42,46,528,150,5,45,64,9,260,20,0,10,58,0,86,1327,82,344,198,748,2695,0,0,0,0,393,395,0,0,0,0,126,126,135,8,6,0,250,393,386,28,26,4,250,691,469,53,96,10,205,833,584,51,208,32,176,1055,636,28,222,56,90,1042,341,9,79,85,20,542,57,0,12,79,0,155,2616,180,658,274,1506,5225
POA6335,0,0,0,0,12,12,4,0,0,0,11,14,25,0,0,0,22,47,33,0,4,0,16,48,35,3,4,0,3,41,38,7,8,0,14,67,37,4,4,3,3,48,7,0,0,4,0,13,0,0,0,5,0,4,165,10,26,17,91,305,0,0,0,0,18,18,4,0,0,0,11,11,38,3,0,0,25,63,32,0,0,0,14,51,24,0,0,0,8,35,33,0,8,3,6,48,27,0,4,5,4,36,5,0,0,4,0,8,0,0,0,7,0,7,162,8,17,19,82,282,0,0,0,0,33,33,10,0,0,0,29,33,58,3,0,0,51,110,63,3,3,0,25,97,60,5,5,0,16,81,67,3,15,7,23,109,58,4,14,12,9,87,10,0,0,10,0,25,0,0,0,9,0,12,329,15,40,29,178,585
POA6336,0,0,0,0,9,9,0,0,0,0,9,9,7,0,0,0,17,29,15,0,0,0,6,22,18,0,4,0,4,29,13,3,10,0,10,31,13,0,6,0,4,26,0,0,0,0,0,4,0,0,0,0,0,0,74,8,18,3,55,159,0,0,0,0,0,0,0,0,0,0,11,11,14,0,0,0,12,24,10,3,0,0,3,19,17,0,0,4,4,23,21,0,0,0,3,27,11,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,69,6,7,6,33,117,0,0,0,0,8,8,0,0,0,0,18,18,27,4,0,0,26,53,22,3,0,0,11,39,33,4,0,4,5,48,31,3,11,0,12,61,25,0,5,3,4,35,4,0,0,0,0,7,0,0,0,0,0,0,144,15,31,8,89,277
POA6337,0,0,0,0,13,13,0,0,0,0,14,14,16,0,0,0,24,37,31,0,0,0,14,42,25,5,0,0,6,35,27,0,8,0,15,51,17,0,0,0,3,14,3,0,0,0,0,5,0,0,0,3,0,0,115,3,7,3,94,224,0,0,0,0,11,11,0,0,0,0,10,14,19,0,0,0,19,42,32,0,0,0,4,34,28,0,0,0,3,32,23,0,7,0,6,33,15,0,0,0,0,18,3,0,0,3,0,7,0,0,0,0,0,0,108,5,12,6,52,183,0,0,0,0,17,17,0,0,0,0,30,28,28,0,0,0,42,77,57,0,0,0,16,81,48,4,6,0,13,71,53,3,14,0,21,82,29,0,3,0,3,32,5,0,0,3,0,10,0,0,0,3,0,0,223,9,18,11,146,414
POA6338,0,0,0,0,13,13,0,0,0,0,20,20,11,0,0,0,17,32,31,3,0,0,15,42,31,4,0,0,7,42,35,4,15,0,8,63,47,5,16,0,4,69,15,0,3,0,0,28,0,0,0,0,0,3,167,12,38,6,82,306,0,0,0,0,9,9,0,0,0,0,6,6,11,0,0,0,23,39,23,0,3,0,11,45,33,0,7,0,11,51,40,0,4,0,3,55,27,0,9,14,0,50,9,0,3,0,0,17,0,0,0,5,0,3,155,4,30,15,69,278,0,0,0,0,25,25,0,0,0,0,24,24,28,0,0,0,45,67,51,3,3,0,27,89,62,0,3,0,22,93,73,4,23,0,11,114,75,5,27,14,5,119,30,0,5,0,0,39,0,0,0,4,0,6,325,18,69,23,155,585
POA6341,0,0,0,0,11,11,0,0,0,0,12,10,7,0,0,0,7,10,19,0,0,0,6,27,13,0,0,0,10,20,8,5,0,0,4,18,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,56,0,4,0,47,108,0,0,0,0,6,6,0,0,0,0,3,4,6,0,0,0,4,15,13,0,0,0,0,18,16,0,0,0,4,22,7,0,0,0,0,10,9,0,0,3,0,11,0,0,0,0,0,4,0,0,0,0,0,0,53,0,3,4,18,87,0,0,0,0,14,14,0,0,0,0,13,19,15,0,0,0,13,23,35,0,3,0,10,42,27,0,6,0,13,40,18,5,7,0,4,25,14,0,0,3,0,18,3,3,0,0,0,10,0,0,0,0,0,0,109,4,13,4,61,195
POA6343,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,7,18,13,0,0,0,11,20,13,4,3,0,8,26,9,0,0,0,5,11,4,0,0,0,0,9,3,0,0,5,0,6,0,0,0,0,0,0,45,3,6,5,43,102,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,13,18,18,0,0,0,3,17,7,0,0,0,4,14,7,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,47,0,4,0,23,80,0,0,0,0,10,10,0,0,0,0,5,5,10,0,0,0,24,31,22,0,0,0,9,35,19,4,3,0,16,43,14,0,0,0,5,24,14,0,0,0,0,15,3,0,0,5,0,7,0,0,0,0,0,0,91,4,6,4,74,174
