POA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6112,34801,35768,70564,3178,3053,6229,5942,5611,11552,1988,1975,3958,1973,2043,4015,5301,6054,11350,6188,6262,12452,3981,3875,7856,2995,3172,6165,2008,2300,4309,984,1062,2046,258,370,626,33081,34752,67833,1716,1019,2732,981,1035,2022,17,15,28,19,25,43,1014,1082,2094,19952,20258,40206,12998,13961,26964,23409,23959,47364,9406,10119,19532,28510,29067,57575,894,799,1692,5541,5258,10801,1438,1507,2948,551,687,1239,947,1693,2639,13866,15785,29645,2618,2696,5314,5576,5277,10848,1224,1142,2364,571,632,1207,148,177,333,32399,34045,66440,1383,1424,2811
POA6121,1576,1521,3101,63,64,128,244,210,454,114,118,228,110,84,192,120,133,251,178,197,375,230,271,495,273,243,517,155,153,307,71,48,117,20,8,24,1473,1478,2946,98,51,147,24,21,46,0,0,0,0,0,0,26,21,49,1180,1163,2343,331,326,651,1398,1389,2784,109,103,203,1436,1416,2853,25,17,43,235,202,436,75,85,163,39,33,70,30,50,77,488,652,1144,170,139,304,397,327,721,93,67,160,46,24,70,3,0,7,1480,1491,2964,32,35,67
POA6122,10664,11143,21803,1088,1094,2184,1994,1872,3867,629,669,1298,555,602,1161,1706,2046,3754,1754,1751,3508,1206,1219,2424,879,969,1854,555,593,1149,237,227,467,57,91,139,9942,10743,20680,721,404,1123,285,319,604,11,10,21,18,14,33,313,341,652,7379,7734,15115,2833,3059,5897,8760,9161,17922,1418,1582,3004,9158,9592,18747,306,274,583,1907,1776,3686,427,479,908,111,173,288,225,487,713,3464,4435,7904,1011,1022,2032,2055,1901,3958,455,329,783,137,134,273,21,17,46,9857,10636,20489,233,305,541
POA6123,1129,1118,2253,108,106,216,173,158,327,64,70,136,79,70,152,193,220,412,126,132,259,132,133,263,122,124,239,90,69,157,34,30,64,9,11,21,1045,1070,2115,82,55,138,31,40,74,0,0,0,0,0,0,31,45,74,825,823,1645,212,238,450,993,1008,1998,50,49,102,958,973,1938,21,18,36,159,145,309,32,52,86,12,13,21,21,51,69,322,386,708,112,121,233,244,221,471,60,47,110,32,22,51,0,0,0,1013,1050,2060,62,45,103
POA6124,594,603,1205,45,30,75,97,84,186,28,41,63,18,24,45,46,59,106,66,92,154,101,103,205,106,87,194,45,47,95,35,38,68,7,9,16,558,580,1140,42,26,68,7,11,18,0,0,0,0,0,0,5,11,24,415,412,832,136,139,274,538,536,1076,19,22,43,518,534,1051,14,11,17,87,80,169,15,23,45,0,11,15,9,12,24,187,255,444,61,72,130,126,104,242,25,10,40,12,7,22,0,3,3,548,562,1106,32,38,71
POA6125,1991,1630,3622,102,69,172,205,185,389,123,113,240,100,85,184,212,150,366,257,193,445,385,262,648,283,263,548,202,177,380,107,104,211,18,25,47,1870,1549,3415,122,79,204,94,22,112,0,0,0,0,0,0,93,22,121,1465,1138,2608,393,381,773,1478,1490,2972,44,58,101,1450,1465,2917,26,19,48,189,178,361,90,83,177,24,24,48,9,47,53,566,641,1205,187,173,358,636,367,1001,82,63,146,35,19,55,19,4,24,1479,1528,3005,434,80,507
POA6126,150,115,265,8,3,8,18,12,26,8,10,12,10,7,14,7,6,11,20,11,33,18,21,38,34,22,48,25,18,45,13,4,19,0,0,3,140,109,250,8,5,12,0,3,3,0,0,0,0,0,0,0,3,3,92,80,172,48,28,69,116,89,201,23,17,41,124,96,225,7,0,7,12,12,26,3,4,6,0,0,0,3,0,7,54,49,105,8,10,19,32,24,55,8,4,14,4,0,6,0,0,0,104,105,206,43,8,53
POA6147,7547,7494,15038,482,443,925,925,915,1841,429,354,773,522,430,957,1100,1064,2161,1155,1110,2263,911,891,1803,820,945,1761,750,808,1560,366,410,774,89,128,216,7244,7269,14513,304,223,525,126,150,280,5,0,6,0,3,3,127,158,280,3580,3437,7019,3622,3752,7375,4180,4119,8301,2989,3015,6006,5812,5684,11495,148,116,263,862,852,1713,343,279,620,237,189,431,308,440,750,3641,3682,7327,543,495,1036,1027,1061,2086,266,227,492,242,252,490,90,117,203,7150,7163,14314,222,223,446
POA6148,9204,9768,18974,456,418,874,1373,1258,2629,674,659,1328,572,545,1117,828,870,1694,1222,1388,2609,1238,1320,2562,1087,1103,2194,936,1084,2015,586,778,1360,234,348,583,8808,9438,18251,399,329,728,75,73,146,0,0,0,3,0,4,78,72,153,4742,4946,9677,4186,4549,8735,5823,6047,11869,3082,3426,6512,7629,8001,15629,157,137,297,1337,1225,2565,592,602,1196,299,311,611,260,432,695,4975,5404,10374,556,568,1126,1047,1231,2275,284,302,583,158,211,372,37,48,83,8704,9240,17951,249,364,613
POA6149,9252,9660,18905,443,432,876,1324,1248,2571,611,541,1149,504,486,992,841,819,1662,1210,1304,2513,1140,1230,2373,1127,1320,2445,1281,1352,2632,574,611,1191,190,320,512,8817,9379,18204,429,275,705,50,34,86,0,0,0,0,0,0,53,34,86,5411,5413,10824,3575,4042,7616,6656,6790,13446,2332,2641,4972,8000,8243,16240,176,152,329,1299,1213,2512,517,484,1002,261,275,536,253,399,645,5142,5431,10582,578,589,1162,1122,1249,2371,216,238,453,110,154,265,27,56,84,8814,9283,18094,149,232,380
POA6150,6384,6820,13201,258,259,514,738,740,1477,473,534,1009,518,500,1021,691,611,1306,689,764,1453,739,863,1601,761,882,1641,827,878,1705,474,506,975,208,287,492,6092,6605,12699,289,214,506,22,44,67,0,0,0,3,0,3,23,47,75,3329,3517,6844,2798,3050,5849,4227,4296,8526,1872,2215,4089,5285,5592,10880,92,84,179,712,722,1434,419,482,904,297,339,645,249,280,529,3898,4104,7998,315,313,626,620,790,1413,151,168,323,93,143,237,27,46,71,5857,6124,11986,705,1103,1809
POA6151,8571,8653,17226,427,359,783,910,740,1648,528,443,978,590,641,1233,1280,1280,2552,1126,1156,2279,1118,1171,2292,1043,1169,2210,975,1035,2012,458,482,937,121,172,290,8020,8146,16165,548,502,1055,96,85,185,4,3,3,4,0,4,99,92,194,5323,5192,10517,2815,3020,5839,6747,6615,13364,1375,1593,2973,7189,7148,14336,142,108,257,864,701,1563,465,393,860,304,356,654,376,468,854,5288,5521,10809,441,508,953,826,826,1651,179,173,355,77,75,155,17,19,37,7766,7954,15715,638,544,1184
POA6152,12704,13528,26227,621,626,1245,1373,1202,2573,843,656,1498,1137,1095,2229,2032,2026,4051,1670,1768,3441,1418,1566,2985,1338,1603,2939,1289,1473,2760,665,897,1564,323,615,942,12003,12979,24985,696,549,1246,215,203,415,6,8,12,11,10,23,233,219,451,7689,8077,15764,4391,4843,9239,9284,9703,18992,2756,3170,5924,10532,11235,21768,188,200,389,1319,1145,2458,707,578,1284,662,625,1289,583,746,1327,7744,8172,15916,660,681,1347,1112,1428,2544,300,299,598,159,231,394,37,82,115,11386,12318,23706,1009,1076,2082
POA6153,10273,11143,21419,498,496,997,1425,1309,2728,621,629,1246,645,662,1307,1035,1132,2168,1362,1551,2909,1351,1495,2856,1306,1487,2796,1183,1390,2570,628,692,1325,209,301,510,9815,10757,20574,458,382,847,83,87,172,3,3,7,5,0,6,94,86,182,6159,6476,12633,3791,4369,8161,7651,8117,15766,2273,2675,4947,8864,9575,18441,172,171,349,1372,1269,2642,550,551,1094,363,365,728,308,436,747,6244,6713,12957,509,587,1096,907,1259,2168,216,255,471,106,146,253,23,37,57,9750,10716,20466,265,271,530
POA6154,5090,5526,10621,254,235,496,743,724,1468,362,315,671,334,259,593,503,471,979,657,750,1412,693,781,1475,587,611,1193,446,555,1000,331,432,763,177,383,568,4840,5364,10208,248,161,412,39,32,74,0,0,3,0,4,3,44,39,85,3263,3425,6692,1686,1951,3636,4082,4315,8399,856,1073,1925,4482,4829,9310,90,80,167,719,705,1428,306,280,587,184,151,331,131,217,350,2850,3079,5927,272,287,565,551,670,1217,137,167,307,87,142,229,13,17,28,4772,5186,9962,155,278,436
POA6155,26924,26839,53765,1371,1303,2672,4171,4066,8235,2088,1992,4085,1927,1620,3550,2994,2787,5786,4057,4353,8409,3936,3948,7887,2954,3112,6065,2228,2295,4522,937,977,1913,262,389,647,25871,26240,52112,1047,600,1647,467,250,723,8,3,11,11,11,25,483,266,754,12924,12229,25153,13271,14097,27364,14213,14213,28429,10911,11793,22701,20639,21067,41703,460,458,918,4044,3948,7989,1778,1772,3546,943,914,1861,806,1196,1997,13922,14605,28517,1612,1609,3220,3637,3147,6787,747,763,1508,437,520,961,163,206,371,24762,25872,50644,1508,736,2249
POA6156,8596,9639,18238,475,480,954,1253,1277,2532,616,677,1291,486,521,1005,914,1046,1963,1083,1264,2345,1331,1382,2713,1024,1139,2158,706,844,1546,460,608,1071,234,408,641,8079,9308,17389,517,333,850,133,146,284,0,4,8,3,0,0,139,153,286,6085,6837,12918,2112,2456,4565,7295,8120,15413,881,1149,2030,7689,8638,16323,139,154,295,1192,1213,2401,515,565,1083,237,283,519,228,375,601,4390,5096,9485,573,608,1187,1082,1244,2334,263,329,588,117,169,291,19,21,40,7943,9010,16944,326,572,897
POA6157,6852,7746,14603,436,388,823,865,793,1658,394,412,810,353,416,768,839,1011,1848,934,1074,2010,933,1063,1996,849,957,1811,715,853,1573,368,502,874,157,281,439,6299,7356,13657,553,399,949,64,67,128,0,0,0,4,9,15,69,76,147,4930,5506,10435,1625,1953,3578,5980,6673,12652,571,780,1349,6165,6962,13126,117,111,228,825,765,1583,310,361,676,171,213,386,218,344,563,3632,4415,8039,464,475,939,842,1003,1839,209,186,392,89,150,241,29,24,54,6249,7228,13479,211,294,508
POA6158,3721,4102,7819,188,177,368,480,526,1006,256,278,534,190,184,378,347,369,717,408,517,925,576,626,1198,506,573,1081,438,438,876,216,259,471,103,149,254,3473,3916,7393,243,181,424,35,35,65,0,0,0,0,0,0,35,37,69,2630,2951,5574,920,977,1890,3299,3607,6902,260,322,586,3356,3695,7051,63,62,124,458,509,968,228,251,477,104,109,212,95,182,273,2095,2406,4496,215,199,418,388,419,801,97,99,196,55,53,107,9,3,7,3388,3761,7146,210,241,454
POA6159,1874,2073,3947,80,90,167,150,147,301,76,75,154,85,113,200,207,291,501,246,259,507,223,253,471,319,320,637,266,286,560,158,180,338,51,63,114,1692,1899,3593,177,171,352,31,18,47,0,0,0,0,0,0,33,18,48,1259,1403,2668,507,577,1087,1646,1790,3439,119,190,306,1653,1810,3464,13,21,38,140,135,270,63,64,124,38,67,109,65,107,170,1159,1318,2477,117,117,230,184,191,371,33,39,74,18,32,46,0,3,3,1632,1807,3439,142,166,309
POA6160,4571,4674,9251,177,170,349,323,319,637,178,192,367,285,348,633,823,871,1690,698,600,1293,653,640,1293,654,623,1278,489,550,1040,241,260,499,61,102,166,4184,4379,8562,387,302,683,77,69,150,0,0,3,0,0,0,82,79,156,2796,2927,5720,1356,1444,2803,3644,3738,7387,486,636,1124,3659,3915,7579,43,47,95,299,306,604,118,149,273,122,162,284,202,323,526,2700,2976,5679,263,227,486,471,451,925,105,97,202,82,95,175,21,27,40,3827,4160,7984,1000,630,1629
POA6161,91,71,166,4,0,4,6,0,6,0,0,7,6,11,18,32,23,52,15,11,19,15,9,23,16,7,19,0,0,3,0,0,0,0,0,0,83,62,144,15,15,23,0,0,0,0,0,0,0,0,0,0,0,0,40,37,75,40,33,66,61,50,112,20,10,30,52,48,103,0,0,5,6,0,6,0,0,0,0,4,4,6,0,5,50,49,100,4,6,15,12,5,20,0,0,4,0,0,0,0,0,0,62,54,120,143,148,291
POA6162,5864,6209,12074,372,339,717,615,609,1226,295,280,573,258,326,585,706,748,1453,802,869,1667,860,909,1766,839,881,1713,648,691,1339,339,369,705,134,196,330,5439,5863,11307,421,348,772,81,105,189,4,0,4,0,3,5,89,117,198,3827,4059,7892,1746,1898,3643,4756,4986,9737,800,956,1762,5130,5471,10605,116,101,214,587,580,1166,228,226,456,99,180,277,198,357,554,3134,3606,6745,376,310,687,674,647,1315,152,153,300,182,219,406,35,54,89,5314,5736,11047,320,303,630
POA6163,26641,28060,54704,1619,1403,3027,2739,2667,5402,1339,1365,2700,1756,1734,3489,3842,4047,7888,3722,3758,7481,3465,3597,7066,3356,3728,7086,2676,3037,5715,1560,1812,3372,565,912,1479,25089,27002,52088,1551,1062,2612,509,535,1048,10,10,19,9,17,24,535,560,1093,16731,17314,34045,8435,9484,17918,20101,20804,40905,5014,5948,10963,22542,23969,46515,461,371,834,2565,2532,5100,986,1087,2070,676,789,1461,892,1516,2408,12512,14192,26704,2031,1921,3949,4315,4295,8611,947,975,1918,832,1032,1864,158,182,335,24519,26345,50868,1180,1299,2479
POA6164,32739,33393,66124,2608,2432,5040,4931,4722,9652,2014,1902,3917,2112,2168,4283,5187,5504,10692,5644,5816,11468,4390,4448,8838,2976,3168,6148,1885,2005,3894,791,854,1637,189,371,560,30990,32361,63344,1745,1036,2782,586,596,1183,12,6,14,16,10,27,614,615,1224,20104,20189,40294,11363,12217,23580,24060,24174,48230,7305,8089,15395,27564,28036,55599,805,729,1532,4727,4516,9244,1521,1527,3050,699,871,1570,983,1678,2664,15042,16914,31959,2651,2418,5065,4671,4288,8963,969,889,1860,467,536,1003,108,150,258,30742,31976,62719,807,927,1735
POA6165,36,25,64,0,0,0,0,0,0,5,0,4,0,0,3,5,0,3,7,3,10,5,4,17,7,0,11,7,3,11,6,0,3,0,0,0,30,22,57,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,14,40,12,9,19,27,18,46,7,3,8,30,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,23,0,0,0,26,9,27,0,0,0,0,0,0,0,0,0,35,28,58,11,9,18
POA6166,5352,5438,10792,298,306,600,665,654,1317,302,300,605,288,284,568,599,616,1215,723,741,1462,741,778,1513,747,766,1513,581,609,1195,318,298,619,86,88,180,5046,5256,10297,308,183,493,63,52,119,4,0,4,0,0,0,67,52,121,3560,3571,7133,1487,1632,3124,4182,4189,8369,857,996,1858,4711,4828,9541,102,99,201,625,620,1240,231,244,478,108,133,235,112,179,296,2151,2444,4600,462,440,904,1059,960,2014,215,196,408,196,180,379,23,33,57,4928,5164,10096,265,223,488
POA6167,14833,13644,28476,1053,1021,2077,2014,1814,3827,862,771,1630,1036,789,1825,2437,2114,4549,2434,2172,4603,1966,1705,3668,1405,1434,2837,984,1053,2039,493,557,1043,157,214,373,14092,13176,27261,746,465,1214,960,472,1433,7,14,21,43,12,52,1009,499,1506,9585,8431,18011,4442,4541,8986,10451,10391,20842,2316,2562,4875,11260,11264,22521,267,302,567,1872,1672,3543,572,530,1106,209,236,446,334,638,977,4924,5539,10461,1262,1133,2396,3601,2523,6129,616,557,1175,389,351,732,111,68,175,12535,12838,25371,1846,629,2478
POA6168,12454,12459,24913,538,548,1090,1234,1143,2383,646,593,1236,964,758,1720,1632,1392,3019,1344,1351,2696,1521,1555,3077,1804,1818,3622,1510,1720,3229,933,1083,2022,324,501,825,11462,11791,23246,997,667,1664,332,326,662,18,12,27,15,16,32,365,354,719,7444,7453,14892,3762,4153,7908,10229,10338,20568,979,1246,2226,10114,10414,20522,148,129,281,1134,1063,2199,397,372,771,121,199,321,252,481,731,4124,4462,8582,1277,1255,2525,3029,2995,6031,619,643,1257,322,392,718,57,50,104,10584,11231,21817,1761,1084,2844
POA6169,17475,17839,35317,1061,947,2003,2437,2303,4738,1080,1019,2096,975,931,1905,2086,2060,4145,2045,2242,4285,2280,2421,4704,2500,2510,5012,1707,1870,3579,990,1109,2096,321,443,762,16036,17118,33155,1441,721,2159,474,508,982,11,22,30,25,22,48,512,552,1063,11530,11561,23092,4822,5356,10176,15232,15556,30790,1113,1328,2441,14873,15271,30147,264,225,494,2250,2120,4365,744,753,1491,223,274,499,333,732,1068,5829,6924,12754,1820,1786,3603,4015,3774,7788,844,784,1632,356,400,753,38,50,86,15715,16747,32457,708,803,1506
POA6170,8615,8709,17329,882,855,1734,1438,1330,2767,522,460,982,573,621,1194,1547,1748,3297,1580,1520,3100,979,1006,1990,614,666,1283,314,356,667,134,125,258,23,21,49,8077,8450,16529,529,265,794,234,250,484,11,3,10,10,7,14,250,261,511,4774,4876,9650,3385,3522,6908,5749,5808,11558,2380,2551,4929,6887,6907,13795,215,235,447,1345,1257,2601,360,355,710,158,201,360,305,524,830,3590,4067,7657,674,662,1335,1210,1148,2354,272,215,490,87,105,191,43,46,88,7919,8329,16248,304,261,567
POA6171,18386,19316,37697,1796,1607,3407,3373,3347,6721,1227,1207,2432,969,1147,2116,2968,3461,6423,2923,3112,6035,2193,2195,4389,1444,1506,2955,902,1078,1986,523,549,1073,75,97,169,16973,18626,35599,1415,685,2104,397,415,813,4,9,11,19,18,30,418,433,851,11563,12283,23850,5772,6268,12041,15406,16251,31662,1872,2258,4130,15001,16021,31021,526,434,963,3204,3167,6374,896,927,1828,243,313,556,423,960,1384,6647,8001,14645,1766,1752,3516,3033,3055,6087,585,635,1216,216,205,418,28,38,62,16740,18373,35118,546,595,1134
POA6172,6671,6813,13477,474,404,878,1080,1014,2099,513,510,1021,461,402,866,808,820,1628,772,898,1672,974,1039,2011,802,850,1646,448,492,944,246,258,510,83,128,216,6146,6557,12710,519,249,774,192,197,387,5,4,5,0,0,5,196,198,395,4409,4443,8849,1849,2073,3922,5814,5984,11791,412,525,934,5553,5740,11286,129,110,243,988,948,1931,339,387,725,101,127,233,119,268,387,2222,2558,4781,663,728,1389,1377,1410,2790,317,270,591,116,137,253,25,12,31,6018,6406,12426,258,283,542
POA6173,6273,6198,12474,419,384,802,1199,1136,2338,609,515,1127,377,357,738,630,682,1315,966,1034,2001,1034,1095,2136,645,569,1215,260,276,526,104,128,231,23,26,46,5710,5956,11670,565,241,808,131,123,252,4,0,3,4,0,4,140,129,265,3877,3887,7763,2122,2161,4277,5662,5661,11318,306,386,691,5338,5361,10693,137,118,252,1169,1103,2267,438,413,847,126,141,265,115,276,391,2372,2745,5121,653,601,1247,1094,947,2040,203,186,381,40,53,89,7,8,17,5704,5962,11667,99,96,199
POA6174,2813,2870,5681,262,208,469,504,467,969,241,213,449,218,203,425,420,479,899,394,457,853,335,400,742,235,235,473,122,127,253,61,67,125,9,10,15,2611,2755,5367,203,110,316,58,77,138,0,4,3,3,0,8,67,85,157,1945,2006,3954,705,745,1450,2495,2548,5045,148,186,332,2359,2464,4826,78,56,131,460,428,893,163,148,314,45,48,94,60,150,219,946,1219,2163,276,245,525,541,501,1041,96,91,192,38,28,72,5,3,11,2556,2717,5276,98,91,194
POA6175,1986,2038,4021,154,138,291,345,351,698,147,139,288,117,115,232,217,265,483,281,296,579,293,312,607,230,220,453,126,127,248,59,56,117,15,18,35,1812,1929,3740,177,108,282,53,43,94,0,0,0,0,0,0,51,43,95,1427,1455,2885,467,518,984,1820,1883,3702,79,96,173,1763,1806,3566,57,38,91,332,329,666,114,99,212,35,33,65,36,85,130,699,845,1552,201,179,381,391,405,794,81,65,145,26,15,44,0,0,0,1808,1916,3729,44,44,87
POA6176,1022,1074,2096,112,104,216,148,186,338,71,65,132,54,56,111,189,221,413,126,136,258,110,124,233,100,95,187,68,69,140,31,16,48,8,4,15,947,1041,1984,76,32,110,24,38,63,0,0,0,0,3,3,24,42,69,678,762,1445,270,271,544,889,973,1862,60,62,122,833,915,1751,28,31,58,146,178,323,45,47,92,16,9,19,11,54,65,354,409,767,92,96,193,194,184,374,37,45,79,15,8,26,6,5,5,928,1024,1952,37,34,69
POA6180,3268,3504,6777,262,275,544,591,580,1174,235,210,447,177,193,371,461,555,1019,492,518,1005,373,390,760,265,287,548,213,313,523,169,166,341,30,17,46,3004,3353,6353,272,158,426,71,84,158,7,0,9,3,9,9,81,90,168,2140,2266,4403,976,1132,2099,2748,2981,5732,351,402,756,2771,2997,5770,73,68,140,565,556,1120,177,163,337,42,53,97,69,180,247,1104,1371,2476,314,344,655,650,624,1282,125,125,246,61,62,122,7,3,12,3007,3339,6349,59,78,141
POA6181,224,246,469,5,8,14,26,36,63,20,24,46,16,5,20,12,14,28,28,31,55,49,46,102,39,44,83,22,25,45,4,4,10,0,6,6,211,231,442,19,12,27,9,11,16,0,0,0,0,0,0,9,11,16,161,192,358,54,48,99,220,239,458,0,3,3,211,233,443,0,4,5,26,36,63,17,22,40,5,0,6,3,8,11,71,87,159,38,46,80,58,46,107,15,12,31,7,8,10,0,0,0,212,236,446,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,618,622,1243,42,48,91,102,88,189,27,37,70,26,23,51,53,77,129,88,91,175,102,93,194,85,92,183,60,51,115,23,20,39,6,5,7,563,580,1150,59,37,90,10,5,19,0,0,0,0,0,0,10,11,22,452,450,902,105,110,211,550,553,1100,9,9,17,529,533,1061,9,4,9,87,75,164,15,25,45,9,9,20,0,24,26,154,225,382,58,65,128,158,123,280,24,17,41,18,5,20,0,0,0,541,552,1090,45,58,103
POA6208,6365,6580,12946,368,315,689,862,863,1719,338,397,739,302,289,590,653,672,1328,679,745,1423,741,770,1510,839,867,1701,866,941,1806,558,557,1117,163,166,325,5681,6141,11825,686,436,1123,190,189,380,4,5,10,5,0,5,199,187,387,4807,4897,9708,1056,1259,2316,5665,5904,11572,193,238,433,5580,5833,11411,84,89,170,783,793,1574,218,277,490,45,54,100,65,227,295,1737,2046,3789,633,741,1368,1648,1651,3300,396,353,752,218,172,391,17,4,25,5572,5989,11560,329,365,697
POA6209,1046,961,2002,34,29,62,102,83,184,65,73,132,51,54,109,79,87,163,92,89,185,140,134,274,165,148,310,184,158,337,108,96,196,29,23,50,926,900,1832,113,62,177,24,15,35,0,0,0,0,0,0,24,14,37,746,697,1446,189,192,383,919,871,1789,20,29,47,899,842,1745,11,13,17,97,78,173,42,53,92,14,14,28,8,21,35,250,298,547,94,120,216,310,271,587,71,43,117,65,30,95,5,4,10,890,871,1760,78,69,149
POA6210,35850,39182,75034,1902,1903,3810,4284,4262,8544,2038,1983,4027,1877,1930,3805,3531,3853,7379,3742,4214,7957,4305,4810,9115,4772,5477,10254,5100,5557,10654,3276,3623,6895,1028,1558,2584,32330,36801,69133,3520,2378,5900,1057,1142,2193,22,31,54,19,21,39,1094,1190,2283,23949,25996,49938,9435,11002,20441,31209,34132,65343,2183,2869,5047,30658,33751,64407,533,528,1062,4012,3971,7981,1369,1456,2830,400,599,1006,594,1349,1939,12061,14340,26402,3486,3854,7339,8408,9232,17635,2031,1975,4000,1102,1155,2257,103,101,209,31682,35857,67537,1755,2166,3920
POA6211,4250,4250,8498,227,199,425,580,609,1185,263,223,488,157,171,330,357,424,786,486,517,1003,553,543,1102,555,600,1156,671,667,1335,348,264,615,52,31,80,3751,3973,7717,503,280,779,85,72,159,0,4,5,0,0,0,87,79,164,2936,2913,5846,1063,1177,2243,3846,3857,7697,171,233,401,3723,3774,7493,84,56,138,556,576,1125,189,176,366,43,46,86,59,160,220,1357,1603,2962,410,441,848,1078,970,2050,235,205,440,109,66,171,0,5,3,3740,3950,7686,109,119,219
POA6213,321,334,654,10,16,23,38,45,87,14,20,34,6,8,15,28,34,57,33,31,67,50,51,106,60,52,107,59,45,102,26,11,39,6,13,18,290,305,594,34,26,64,8,5,16,0,0,0,0,0,0,8,11,18,233,255,490,52,42,95,282,295,570,10,6,15,274,287,562,7,6,3,37,43,78,9,12,25,0,0,0,3,11,15,97,115,214,33,30,63,89,76,166,12,13,24,16,9,23,0,0,0,278,295,571,53,48,100
POA6214,360,326,684,23,21,43,56,41,99,25,20,44,20,19,40,23,31,52,51,44,95,43,51,94,46,50,99,53,38,88,15,9,25,3,0,4,328,315,640,30,13,42,5,8,9,0,0,0,0,0,0,5,8,9,300,261,559,26,48,74,332,305,638,3,6,8,324,298,625,9,6,13,51,40,91,16,11,25,3,6,11,0,10,11,106,107,209,44,43,84,76,78,150,25,4,28,13,10,20,0,0,0,321,314,631,27,22,48
