POA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6488,90,79,162,0,0,4,7,6,17,4,4,5,5,3,5,13,8,26,7,4,12,6,14,17,22,13,37,17,10,28,8,12,14,0,0,0,76,62,142,11,12,24,3,4,11,0,0,0,0,0,0,3,8,11,65,55,127,10,11,24,72,71,141,4,0,3,73,62,141,0,0,0,7,3,12,0,0,5,0,0,0,0,0,0,19,18,40,5,8,9,35,27,65,7,3,13,3,4,10,0,0,0,70,60,132,15,13,24
POA6489,46,43,86,0,0,0,3,0,3,0,0,3,0,3,0,4,0,5,0,0,5,3,4,13,11,6,17,14,7,22,4,5,9,0,0,0,47,42,85,0,0,9,4,0,4,0,0,0,0,0,0,4,0,4,32,30,57,10,4,14,35,33,66,0,4,4,32,30,67,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,9,23,3,0,5,10,15,27,3,3,10,0,3,9,0,0,0,33,34,73,9,13,18
POA6490,136,120,255,3,6,8,13,11,24,10,6,12,14,9,19,8,6,17,12,8,20,14,24,37,23,24,46,22,21,44,3,5,14,5,0,4,116,112,230,17,10,27,8,9,11,0,0,0,0,0,0,8,9,11,92,82,175,14,5,20,105,88,190,8,9,10,104,90,192,0,0,0,14,5,16,3,0,5,0,3,3,0,5,5,39,39,70,9,12,23,28,21,51,8,7,13,0,0,3,0,0,0,102,92,188,25,35,57
POA6501,467,458,921,27,23,56,48,44,94,22,26,50,31,17,50,37,50,97,52,45,99,79,85,164,79,78,157,52,49,101,20,29,47,7,6,13,436,434,864,27,27,55,3,7,14,0,0,0,0,0,0,3,7,14,335,306,649,89,104,197,421,412,832,13,14,30,409,396,806,3,0,11,46,39,87,17,11,28,9,3,9,0,13,17,129,161,293,50,55,103,121,103,229,28,21,45,17,9,30,0,0,0,431,421,852,28,28,54
POA6502,605,611,1221,27,25,56,70,83,159,50,42,86,26,11,33,39,48,91,51,63,113,78,83,167,99,98,201,90,88,188,55,42,97,12,17,28,542,566,1109,62,48,113,48,46,95,0,0,0,0,0,4,48,45,95,414,410,819,103,138,240,494,528,1019,47,33,82,501,525,1024,11,12,15,64,81,144,36,32,65,3,0,5,9,16,22,172,209,385,57,65,124,155,135,289,45,26,77,14,9,25,0,3,5,477,510,989,109,80,195
POA6503,1251,1110,2354,70,62,130,148,133,278,52,58,111,65,42,100,146,147,287,151,138,292,148,156,301,196,172,360,164,127,295,100,67,168,15,18,30,1117,1033,2155,127,76,202,29,27,52,0,0,0,0,0,0,29,31,57,833,717,1555,294,292,587,1007,887,1888,142,141,278,1014,912,1928,23,11,34,136,116,259,38,43,80,6,8,16,9,24,33,394,444,836,109,89,202,305,229,539,56,45,100,42,21,70,13,8,22,1051,962,2019,141,127,269
POA6504,110,100,213,5,3,9,14,12,25,5,8,13,3,0,3,16,9,24,3,11,12,20,11,31,18,25,39,18,13,30,12,8,21,3,0,3,104,96,204,4,3,13,0,0,3,0,0,0,0,0,0,0,0,3,64,60,127,20,21,44,78,69,149,8,7,13,73,72,151,0,0,0,11,8,18,0,6,6,0,0,0,0,6,3,39,39,78,7,7,18,22,16,37,0,9,9,5,0,4,0,0,0,84,82,165,32,22,51
POA6505,74,63,134,6,0,7,10,15,20,0,3,6,5,0,3,10,8,17,16,7,16,6,10,7,13,9,25,5,6,14,6,4,7,0,0,0,63,54,119,8,6,18,3,0,8,0,0,0,0,0,0,3,0,8,64,51,113,4,5,13,69,61,126,0,0,0,71,61,125,0,0,0,10,15,20,0,0,4,0,0,0,0,0,0,19,25,45,8,4,12,15,12,26,0,4,4,3,0,3,0,0,0,61,52,111,5,3,6
POA6506,32,28,58,0,0,3,0,5,5,0,0,0,0,0,0,3,0,3,9,4,10,3,4,14,6,3,10,8,3,9,0,3,6,0,0,0,30,28,59,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,27,21,45,5,8,10,31,19,51,0,0,0,30,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,23,0,0,0,9,5,19,3,0,3,0,0,5,0,0,0,31,19,51,7,4,3
POA6507,305,220,530,19,12,31,34,17,50,12,10,19,17,11,25,44,37,81,44,23,69,34,34,64,50,40,87,42,24,64,18,16,34,3,6,4,275,201,480,25,22,45,14,13,21,0,0,0,0,0,0,14,13,21,205,168,369,40,33,69,227,188,415,12,13,26,226,181,412,6,0,6,31,17,48,3,5,6,0,0,3,3,5,5,102,110,211,30,14,49,51,32,77,12,6,19,9,4,10,0,0,0,210,181,389,257,101,358
POA6509,78,68,152,3,0,7,6,10,19,0,0,7,4,3,9,3,4,10,7,13,22,14,10,24,10,13,28,10,0,15,12,5,16,0,0,0,74,65,140,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,56,31,85,10,22,36,57,47,102,4,13,16,57,45,101,0,0,0,8,11,12,0,6,4,0,0,0,0,0,0,36,28,69,5,3,9,11,11,24,0,0,0,0,3,4,0,0,0,53,51,105,33,29,62
POA6510,972,971,1940,54,50,104,133,141,275,56,49,103,61,44,106,117,108,225,93,105,200,118,123,240,151,137,288,118,112,234,61,60,125,14,34,50,881,907,1789,88,68,160,127,148,270,0,0,5,0,0,4,131,149,278,752,727,1476,90,117,212,826,815,1636,29,34,70,813,807,1619,12,15,30,110,114,223,39,25,61,9,9,13,6,25,31,274,344,623,94,93,190,213,165,374,53,39,91,27,27,53,0,0,0,784,794,1578,213,167,377
POA6511,255,227,480,16,9,24,24,18,36,10,3,12,4,4,9,32,27,55,19,21,36,26,24,49,47,42,92,49,44,92,24,29,53,5,8,16,212,191,401,47,30,78,7,3,12,0,0,0,0,0,0,7,3,12,198,159,363,35,40,74,230,195,422,6,11,21,225,187,407,3,0,3,23,13,36,4,0,8,0,0,0,0,4,13,57,73,133,27,31,61,85,51,137,14,17,34,15,6,17,3,0,3,197,182,386,74,62,136
POA6512,49,42,92,0,0,0,8,3,12,0,3,0,0,0,0,0,0,3,4,4,13,16,10,22,10,7,20,6,7,12,3,0,9,0,0,5,45,37,83,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,35,31,64,5,8,11,41,34,72,0,0,5,36,40,76,0,0,0,5,3,9,0,3,3,0,0,0,0,0,0,15,21,35,4,0,7,11,4,17,0,0,3,0,0,4,0,0,0,43,38,77,8,4,7
POA6513,85,80,162,3,3,9,7,17,24,5,7,10,4,0,3,8,3,9,17,8,23,15,19,35,17,12,22,11,5,13,6,0,4,0,0,0,72,71,146,11,5,18,13,8,16,0,0,0,0,0,0,13,8,16,72,57,130,5,13,14,76,67,142,3,0,6,76,72,149,0,0,0,7,17,24,0,4,9,0,0,0,0,5,5,37,37,71,7,6,11,21,10,36,0,0,0,0,0,4,0,0,0,78,76,152,6,8,13
POA6514,350,288,639,12,6,17,25,19,40,6,12,18,10,4,9,18,22,40,19,18,36,32,36,67,76,61,136,99,77,174,41,30,77,6,11,17,292,251,540,56,45,101,5,12,18,0,0,0,0,0,0,5,12,18,288,221,504,37,38,76,313,262,577,3,6,6,307,246,556,0,0,5,21,15,35,8,10,15,0,0,0,3,11,8,92,73,161,20,34,59,133,102,235,25,20,47,18,10,22,0,0,0,280,239,522,44,51,94
POA6515,176,142,323,14,15,31,12,10,27,3,0,3,9,7,16,24,25,47,22,25,42,25,14,36,38,23,57,18,25,41,13,9,18,3,0,6,166,138,308,9,10,18,3,8,10,0,0,0,0,0,0,3,8,10,128,109,238,17,13,29,138,111,256,8,12,12,134,116,252,5,3,7,12,11,26,0,0,0,0,0,0,0,3,3,57,60,113,17,4,21,34,26,57,6,4,9,5,4,3,0,0,0,147,123,267,39,32,69
POA6516,1016,965,1985,43,42,84,108,83,191,36,33,69,28,31,61,83,98,183,98,115,216,149,111,259,159,183,345,208,180,387,81,68,148,13,29,36,860,862,1727,158,104,259,28,31,57,0,0,0,0,0,0,23,31,54,768,721,1493,138,152,288,886,857,1744,33,37,64,875,833,1709,10,7,26,98,75,175,16,22,42,0,4,8,10,21,33,260,325,589,99,90,189,292,272,561,90,52,136,36,18,57,0,9,8,829,839,1668,167,142,310
POA6517,219,185,407,21,9,24,14,22,40,9,3,11,5,11,19,20,25,48,33,31,69,27,17,47,35,33,64,37,22,62,15,7,23,3,4,11,201,173,372,19,16,33,3,4,14,0,0,0,0,0,0,3,4,14,165,129,293,18,21,41,177,147,324,10,3,12,174,142,316,3,5,6,8,15,26,5,0,5,0,5,9,0,5,3,60,66,127,14,8,28,51,40,96,13,4,16,9,4,13,0,0,0,178,145,328,51,40,87
POA6518,107,104,209,3,0,7,3,8,9,3,3,11,6,4,9,10,10,19,18,17,33,16,9,24,17,25,40,18,12,31,9,11,25,4,3,6,95,88,181,13,18,29,4,4,11,0,0,0,0,0,0,4,4,11,67,62,132,16,23,34,81,81,163,7,7,11,79,74,152,0,0,0,6,4,8,0,4,3,0,4,4,0,3,3,31,39,74,7,11,17,28,23,50,13,0,9,6,0,5,0,0,0,72,72,149,48,31,76
POA6519,296,274,575,24,24,44,32,41,76,11,11,19,8,8,25,28,38,62,38,36,77,34,39,71,44,38,76,41,29,72,25,19,45,4,3,6,278,253,531,24,21,40,21,23,50,0,0,0,0,0,0,25,28,50,219,191,409,37,38,71,247,221,467,9,8,16,235,211,445,4,9,9,25,30,55,10,5,14,0,0,0,4,9,13,85,95,180,27,21,52,70,40,104,15,5,18,12,8,21,0,0,4,244,221,458,85,66,151
POA6521,201,149,347,13,6,21,21,10,27,5,8,11,7,3,15,26,23,48,23,22,38,25,20,42,28,25,54,29,26,49,17,16,27,3,0,7,169,134,299,36,12,47,0,4,4,0,0,0,0,0,0,4,4,9,143,100,244,32,30,66,161,120,281,15,12,30,162,123,279,6,0,5,23,10,25,3,5,3,0,0,4,0,0,6,78,76,158,17,13,24,40,19,62,10,5,16,4,0,3,3,0,5,148,124,266,62,39,101
POA6522,230,185,407,15,22,38,25,17,47,6,0,3,12,9,16,20,22,38,21,28,48,29,26,55,49,26,75,34,17,52,17,13,34,8,3,9,203,169,377,21,11,31,10,12,23,0,0,0,0,0,0,10,12,23,177,139,321,10,14,23,184,155,343,0,0,5,188,146,337,4,0,12,24,16,39,0,0,4,0,0,3,0,8,7,75,59,130,21,11,30,38,29,67,11,8,18,13,8,23,0,0,0,187,152,341,104,86,190
POA6525,1831,1851,3680,63,65,127,208,214,424,104,82,181,70,53,122,111,116,222,160,196,359,229,253,479,323,321,644,344,330,673,184,182,362,41,45,78,1613,1685,3300,218,160,381,61,80,140,3,0,3,0,0,5,64,81,146,1381,1394,2773,204,259,461,1581,1636,3207,34,41,74,1560,1601,3156,13,14,28,180,193,374,67,54,122,6,6,14,9,44,52,446,584,1031,191,205,394,483,455,931,145,99,237,75,51,128,0,3,3,1518,1616,3137,434,326,758
POA6528,192,184,378,6,12,21,27,21,42,4,12,21,5,4,13,19,21,40,24,15,37,25,27,48,39,35,72,34,24,61,13,9,18,0,10,10,175,169,340,21,12,39,6,6,13,0,0,0,0,0,0,6,6,13,148,132,282,28,41,72,170,157,327,14,12,27,172,158,329,0,5,6,18,16,41,4,7,9,0,3,3,0,6,4,47,61,116,22,32,49,59,35,90,16,9,29,9,4,13,0,0,0,166,174,337,21,21,42
POA6530,16415,16963,33378,947,989,1930,2356,2238,4595,1082,1017,2096,907,932,1836,1966,1978,3945,1978,2112,4089,2147,2329,4477,2195,2157,4343,1618,1732,3357,893,1035,1932,324,447,771,15013,15954,30965,1404,1005,2410,1645,1724,3369,12,11,23,27,12,40,1682,1754,3439,12554,12844,25395,2241,2601,4843,13393,13952,27343,1217,1424,2638,13847,14527,28375,222,234,458,2086,1961,4051,629,661,1290,117,190,304,295,690,986,4695,5864,10559,1675,1821,3498,3792,3379,7172,852,762,1617,583,484,1063,80,92,178,13996,15049,29039,2221,2035,4258
POA6532,3512,3403,6915,256,191,444,542,524,1060,234,225,459,135,121,259,373,425,798,424,450,883,547,524,1069,472,472,947,353,342,692,132,95,229,31,33,66,3155,3201,6360,359,197,555,173,176,352,0,0,0,6,7,12,180,181,368,2760,2651,5412,408,468,880,3015,2930,5945,148,180,332,3035,2971,6007,58,52,105,481,478,960,147,159,309,19,27,48,57,156,212,959,1283,2241,389,373,761,829,612,1437,165,109,274,76,56,139,6,6,12,2989,3053,6037,471,395,873
POA6535,843,767,1609,28,33,65,123,89,209,31,23,49,26,15,41,46,57,101,80,85,164,89,80,176,143,135,281,168,139,304,95,72,165,20,34,61,743,689,1432,103,72,176,50,53,106,0,0,0,0,0,0,56,53,107,629,552,1186,81,99,179,711,656,1368,12,19,27,705,654,1360,9,5,13,102,70,170,16,8,27,0,0,5,5,16,19,190,236,425,50,70,124,236,170,406,58,39,99,55,36,90,0,6,11,686,643,1332,206,193,401
POA6536,782,701,1478,28,30,59,64,57,127,38,19,62,25,27,52,63,64,128,78,76,149,116,85,198,154,149,301,145,126,275,61,48,109,14,11,27,671,629,1303,110,69,175,29,27,48,0,0,0,0,0,0,29,25,49,551,473,1023,111,132,246,654,577,1234,17,30,50,658,567,1222,6,4,8,56,53,105,16,10,25,5,5,8,10,13,19,219,236,459,74,69,140,217,173,386,49,29,74,16,11,35,9,3,7,625,574,1205,631,622,1254
POA6537,500,492,995,34,25,55,51,49,101,9,14,29,20,26,45,59,84,148,70,61,133,62,55,122,80,78,156,78,63,135,39,22,63,0,3,8,448,451,903,50,43,92,65,38,100,0,0,0,0,0,0,65,38,100,331,302,636,92,114,208,387,364,745,42,46,90,385,354,739,0,3,9,39,35,77,3,12,12,5,3,4,5,17,25,139,179,316,47,44,89,133,98,225,24,18,47,18,13,25,0,0,4,387,385,772,1000,937,1936
POA6556,1014,957,1969,51,46,96,130,101,233,98,61,160,45,35,80,94,99,188,110,128,235,147,170,317,185,167,352,107,106,212,35,34,69,8,17,22,912,914,1822,104,48,145,21,12,32,0,0,0,0,0,0,22,12,40,726,685,1408,205,227,432,912,890,1801,30,38,62,887,861,1751,16,11,27,117,97,215,68,44,110,12,7,21,9,50,64,321,430,750,126,101,222,239,192,429,55,37,90,19,9,34,5,0,11,898,904,1802,36,31,67
POA6558,2225,391,2613,11,12,23,50,49,99,52,31,86,186,23,212,636,30,660,586,49,635,361,61,423,213,75,293,89,42,129,34,15,49,7,0,6,2183,365,2550,43,21,70,559,0,565,4,0,4,28,0,28,592,0,596,1732,263,2002,440,101,545,335,358,686,17,16,27,327,339,661,3,0,5,43,46,90,25,26,51,0,11,12,4,18,17,385,181,566,39,33,71,1312,72,1388,28,17,44,51,6,59,98,0,100,323,355,680,1864,15,1880
POA6560,681,691,1372,31,32,62,103,80,187,33,41,73,43,26,78,71,69,137,63,72,133,85,117,197,108,118,228,83,87,170,49,49,99,8,7,15,638,674,1315,42,16,59,40,30,69,0,0,0,0,0,0,40,30,69,498,483,981,112,135,252,588,600,1194,31,23,53,583,593,1171,8,9,13,96,64,156,19,26,47,8,5,13,8,25,31,161,201,358,58,73,136,179,187,370,47,45,90,31,15,44,0,0,3,608,629,1240,46,58,106
POA6562,712,702,1413,35,48,79,104,79,193,42,34,78,20,29,51,64,59,123,82,97,178,101,117,215,95,99,187,113,100,215,44,33,82,6,11,12,643,657,1300,70,42,113,8,8,20,0,0,0,0,0,0,8,8,20,520,500,1021,111,125,240,617,603,1219,15,25,41,596,591,1193,7,9,20,89,71,155,25,16,50,3,5,11,3,23,28,166,248,411,75,62,138,193,157,348,50,30,84,24,11,39,0,0,0,605,622,1226,65,62,127
POA6564,169,158,330,10,3,15,25,13,35,6,10,18,7,7,15,12,21,32,20,13,36,20,19,46,25,33,60,31,25,56,11,7,19,5,0,4,162,149,306,10,19,21,5,6,14,0,0,0,0,0,0,9,6,14,117,107,224,37,41,75,154,154,308,0,0,0,153,137,294,6,0,5,18,10,31,3,5,11,0,0,0,3,10,12,44,55,100,23,25,46,41,44,84,9,7,16,8,0,8,0,0,0,159,142,301,8,8,11
POA6566,1694,1611,3296,63,52,116,183,151,331,79,73,153,54,40,93,113,131,249,139,158,296,214,220,436,344,342,683,333,285,618,141,123,263,29,27,63,1518,1521,3039,173,88,259,58,48,106,0,0,0,0,0,0,58,48,106,1125,1070,2190,346,348,694,1411,1366,2780,55,56,109,1385,1317,2701,13,17,26,146,131,275,53,48,103,5,6,14,14,58,73,499,588,1089,150,165,315,432,350,783,93,69,168,64,47,109,4,0,0,1396,1400,2792,218,186,401
POA6567,259,227,485,4,9,11,29,19,49,16,3,21,8,7,17,10,17,29,20,16,40,32,42,79,57,52,108,42,36,79,28,21,47,3,3,8,226,215,430,34,16,54,4,3,12,0,0,0,0,0,0,4,3,12,153,130,277,59,65,123,215,188,403,5,12,12,201,165,367,0,0,0,26,16,42,7,4,13,0,0,0,0,10,13,67,77,138,24,28,49,66,55,125,20,6,24,11,9,17,0,0,0,198,192,394,37,33,72
POA6568,113,97,210,0,9,10,10,4,16,6,3,9,5,0,6,16,6,22,4,8,16,13,14,26,26,20,50,20,17,34,5,8,15,5,0,3,92,82,173,19,16,36,4,0,4,0,0,0,0,0,0,5,0,5,94,79,174,6,8,17,99,90,187,0,5,4,100,86,185,0,3,4,10,4,16,6,3,5,0,0,0,7,3,10,41,27,66,0,10,12,30,28,65,6,0,14,0,4,8,3,0,3,87,82,167,9,6,13
POA6569,146,125,270,11,8,15,26,18,44,10,6,14,3,5,10,16,22,34,14,15,29,22,17,37,23,16,39,18,15,31,10,11,13,3,3,5,130,116,243,18,9,29,8,8,14,0,0,0,0,0,0,8,8,14,111,81,195,21,20,41,132,107,237,0,0,0,120,88,209,0,0,0,23,17,34,4,3,10,0,0,0,0,0,0,35,36,72,16,14,28,49,23,69,0,7,8,4,4,9,0,0,0,117,99,215,18,19,36
POA6571,32,33,67,0,0,0,4,3,6,0,0,0,0,0,0,0,6,4,12,9,13,4,4,8,4,6,11,4,0,7,0,5,4,0,0,0,29,32,58,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,20,18,43,3,11,11,25,29,50,4,5,7,25,23,50,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,18,17,30,4,8,8,7,3,13,0,0,3,0,0,0,0,0,0,27,26,51,5,5,5
POA6572,29,33,61,5,0,5,8,12,16,0,3,3,0,0,0,0,4,5,0,6,6,3,4,8,7,6,14,4,3,4,0,0,0,0,0,0,29,29,57,0,3,3,3,3,5,0,0,0,0,0,0,3,3,5,25,26,47,0,6,5,24,22,51,0,0,0,24,29,52,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,8,3,9,7,0,3,4,13,20,3,0,3,0,0,0,0,0,0,29,26,51,0,0,5
POA6574,28,35,64,4,0,3,0,0,4,0,3,3,0,9,4,9,3,15,0,8,3,8,5,7,10,3,11,0,4,8,3,3,0,0,0,0,29,29,62,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,25,30,50,5,6,11,28,33,60,0,3,3,28,29,53,0,0,0,0,0,4,0,4,4,0,0,0,0,3,3,15,19,35,0,4,0,6,4,13,0,0,0,6,0,4,0,0,0,38,28,66,0,0,0
POA6575,55,46,101,0,0,6,11,0,14,0,0,0,0,3,3,3,6,5,4,5,11,13,8,26,13,5,15,4,6,15,5,9,14,0,0,0,52,45,91,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,48,29,75,3,10,12,46,41,84,0,0,0,50,34,87,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,18,24,35,3,5,7,12,8,14,0,4,4,0,5,4,0,0,0,44,36,86,20,9,28
POA6603,591,519,1110,42,25,64,78,75,147,22,19,38,27,30,47,75,56,128,73,74,143,75,55,128,80,78,156,84,76,155,35,28,67,4,11,21,547,495,1037,40,28,70,37,32,66,0,0,0,3,0,3,37,32,65,448,416,865,77,60,140,514,457,972,23,21,42,496,448,939,12,8,20,69,68,134,7,12,17,3,0,6,8,15,24,193,186,387,44,34,81,148,118,265,18,20,40,9,11,22,0,0,0,516,459,971,78,56,134
POA6605,25,15,41,0,0,0,0,6,8,0,0,3,5,0,6,0,4,7,0,0,0,8,5,10,3,5,8,3,0,3,0,0,0,0,0,0,27,13,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,6,29,0,4,6,16,15,34,0,0,0,17,14,29,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,10,4,17,4,4,4,5,0,5,0,0,0,0,0,0,0,0,0,18,12,28,5,5,9
POA6606,75,58,133,3,8,8,7,9,10,0,0,0,4,0,4,5,7,13,9,14,17,8,9,17,14,8,24,18,9,27,6,3,12,0,3,3,64,57,127,7,0,9,0,0,5,0,0,0,0,0,0,0,0,5,64,49,113,7,9,14,71,58,127,0,3,3,67,55,120,0,0,3,7,9,10,0,0,0,0,0,0,0,0,0,27,25,52,8,5,10,27,9,36,3,4,8,0,4,8,0,0,0,71,62,124,0,0,3
POA6608,77,69,150,3,8,10,14,13,22,3,0,6,3,0,9,10,12,16,9,13,19,6,12,19,23,8,25,15,6,16,0,6,5,0,0,0,72,60,136,6,8,13,0,12,13,0,0,0,0,0,0,0,12,13,64,50,108,0,3,11,61,55,115,0,0,0,65,55,117,0,0,0,14,8,21,3,0,3,0,0,0,0,0,0,31,18,46,0,5,7,12,14,22,0,0,3,5,0,5,0,0,0,56,49,108,20,18,33
POA6609,441,414,852,31,45,76,56,59,119,23,9,33,20,27,54,64,56,125,69,55,132,47,41,85,57,46,105,39,27,70,18,25,43,9,19,25,412,385,800,27,24,53,23,21,52,0,0,0,0,0,0,29,21,51,281,278,559,93,82,173,310,298,613,64,55,116,328,323,644,7,8,18,47,50,97,13,13,21,3,0,6,3,8,12,161,155,317,31,23,53,63,78,143,14,3,18,15,10,24,0,0,0,361,337,701,104,83,188
POA6612,80,78,162,5,12,14,11,14,21,0,0,0,6,3,6,7,9,16,16,7,26,10,0,12,19,13,26,11,9,19,0,8,9,0,4,12,70,62,129,11,16,29,12,9,15,0,0,0,0,4,4,12,14,22,65,61,123,9,3,7,64,62,129,4,0,0,68,64,130,0,3,3,8,12,19,0,0,0,0,0,0,0,4,6,27,24,55,9,9,21,14,13,27,0,0,4,0,0,4,0,0,0,55,55,117,44,31,76
POA6613,29,20,51,6,0,4,8,5,7,0,0,0,0,0,0,0,7,4,4,0,7,3,0,4,5,3,10,3,0,4,0,0,0,0,3,3,25,18,40,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,26,15,41,3,5,7,29,20,54,0,0,0,28,20,48,0,0,0,8,5,7,0,0,0,0,0,0,0,0,0,15,14,30,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,30,21,45,0,0,0
POA6614,11,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,3,0,5,0,6,4,0,0,0,0,0,0,8,9,13,5,0,5,0,3,3,0,0,0,0,0,0,0,3,3,11,5,17,0,0,0,8,10,22,0,0,0,11,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,9,13,0,0,0
POA6616,28,31,61,0,3,5,3,0,6,0,4,3,0,0,0,0,0,0,3,5,12,3,5,8,10,7,10,10,0,13,0,0,0,0,0,0,26,24,55,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,16,18,35,0,0,0,17,18,29,0,0,0,16,18,35,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,9,0,0,0,3,8,12,4,0,4,6,4,4,0,0,0,12,17,32,11,11,22
POA6620,325,187,518,6,7,13,30,25,56,11,8,19,21,16,38,53,18,69,56,28,78,62,33,89,64,31,95,19,20,35,7,4,14,4,0,8,317,180,498,13,9,22,5,8,17,0,0,0,0,0,0,5,8,17,161,108,273,46,28,76,187,137,322,22,6,33,186,125,311,0,4,3,17,17,40,3,4,7,4,0,3,8,11,17,94,53,148,24,20,49,50,29,72,7,8,15,10,0,12,0,0,0,122,118,241,600,144,741
POA6623,286,289,575,16,18,34,52,46,98,23,18,38,10,12,19,25,25,49,34,26,58,30,30,56,40,37,77,42,46,89,15,15,30,12,12,22,269,269,543,17,23,35,22,28,50,0,0,0,0,0,0,22,28,50,205,200,400,21,29,49,222,213,433,6,13,19,215,208,420,0,3,7,35,31,60,4,8,11,0,0,0,0,12,11,75,87,163,24,30,50,56,45,99,13,12,23,10,6,20,0,0,0,215,213,428,116,103,216
