POA_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA6074,31,0,0,0,0,0,0,8,34,18,0,0,0,0,0,0,0,21,11,8,0,0,0,0,0,0,15,3,9,11,0,0,0,0,3,24,6,6,10,3,0,0,0,0,24,3,5,12,0,5,0,0,0,32,0,3,17,13,4,0,0,0,40,5,4,15,7,5,0,0,0,30,4,5,18,5,6,0,0,0,34,3,3,22,5,3,0,0,0,43,0,4,13,8,4,0,0,0,35,0,0,11,15,5,0,0,0,33,3,0,4,9,5,0,0,0,17,0,0,6,4,0,0,0,0,13,0,0,5,3,3,0,0,0,13,86,45,142,74,29,4,0,17,398
POA6076,654,0,0,0,0,0,0,39,698,446,9,3,0,0,0,0,25,488,237,51,39,6,0,0,0,23,351,158,101,110,45,12,6,0,9,441,102,101,236,117,31,4,0,23,614,82,75,304,187,33,12,7,19,705,86,94,351,165,54,7,5,19,790,120,90,360,182,55,9,5,21,847,88,89,327,183,63,12,11,40,810,82,66,304,159,56,25,8,20,725,63,66,288,193,74,14,8,27,732,73,51,327,207,86,23,7,27,802,40,39,210,158,63,19,8,37,572,24,26,112,127,47,20,9,47,416,23,28,82,91,72,28,20,58,400,2276,888,3051,1818,653,178,90,432,9385
POA6077,40,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,48,21,5,0,0,0,0,0,0,21,6,3,4,4,0,0,0,0,23,6,7,10,7,0,3,0,0,34,0,4,3,13,0,0,0,4,29,4,0,20,10,0,5,0,5,43,3,3,27,14,3,4,3,0,60,8,4,24,17,5,0,0,4,69,3,8,30,18,10,0,5,0,71,3,13,28,26,4,0,0,0,78,8,0,35,19,3,0,0,5,74,0,4,20,22,7,4,0,7,66,0,0,11,9,6,5,0,7,45,0,0,0,4,3,0,0,4,13,157,57,219,163,54,20,8,47,724
POA6078,28,0,0,0,0,0,0,0,31,20,0,0,0,0,0,0,6,25,4,0,4,0,0,0,0,0,16,8,4,3,0,0,0,0,0,22,5,3,6,11,0,0,0,5,28,0,0,13,10,6,0,0,0,25,5,5,12,4,5,0,0,3,28,0,3,12,10,5,0,0,0,36,3,0,11,11,4,0,3,9,46,4,4,15,9,4,0,0,4,43,0,7,16,5,4,0,0,0,34,0,4,9,3,3,0,0,3,26,0,0,5,4,0,0,0,0,10,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,79,38,106,71,30,5,4,25,368
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,10
POA6081,179,0,0,0,0,0,0,10,185,87,0,0,0,0,0,0,3,91,73,16,6,0,0,0,0,11,115,34,25,39,15,0,0,0,0,128,27,19,55,20,5,0,0,6,138,14,20,82,35,13,0,3,9,170,17,25,81,38,15,3,4,5,184,36,21,102,30,14,4,4,3,218,26,19,78,54,12,9,4,3,203,28,16,74,47,15,7,0,9,192,13,13,52,26,19,3,3,0,137,12,14,50,32,8,5,0,3,119,8,6,23,24,12,0,0,4,77,0,4,11,10,7,4,0,0,35,0,0,3,5,5,0,0,0,20,560,202,661,350,120,34,24,75,2017
POA6082,113,0,0,0,0,0,0,4,121,64,0,0,0,0,0,0,11,73,39,14,8,0,0,0,0,0,68,27,29,36,18,3,0,0,3,115,16,20,48,16,12,0,0,10,118,11,10,44,32,10,0,0,5,108,14,14,39,16,6,0,0,0,102,24,19,52,26,8,0,3,4,143,16,15,50,33,13,3,4,7,144,14,11,41,34,16,3,0,6,122,3,12,33,24,15,3,6,9,99,6,9,38,17,4,3,0,10,75,0,3,28,10,6,0,0,3,54,0,0,11,8,4,0,0,0,21,0,0,3,3,5,3,0,3,17,352,146,423,234,107,25,7,87,1383
POA6083,120,0,0,0,0,0,0,16,134,66,0,0,0,0,0,0,7,78,36,11,5,4,0,0,0,7,57,21,14,22,3,6,0,0,5,67,14,14,33,14,3,0,0,5,89,23,10,39,19,12,0,0,10,116,26,22,57,25,11,0,5,10,155,32,26,71,43,11,4,0,12,186,22,20,66,42,18,0,4,15,178,22,25,43,42,11,5,0,5,147,13,14,36,31,9,3,0,5,108,14,5,31,19,7,5,0,0,83,4,4,21,24,8,0,0,3,67,0,0,12,6,4,0,3,5,24,0,0,5,6,0,4,0,0,20,405,148,435,275,102,27,14,96,1513
POA6084,253,4,0,0,0,0,0,33,291,209,18,3,0,0,0,0,24,258,117,59,43,7,0,0,0,16,243,65,52,75,36,10,7,0,17,259,45,57,81,63,20,10,0,9,287,48,32,113,59,20,5,3,16,293,45,44,136,63,30,17,0,31,364,53,43,141,70,26,9,12,20,367,39,41,137,74,42,15,8,26,372,23,16,115,66,30,14,0,17,279,21,16,91,50,25,9,7,15,229,7,11,60,50,15,3,5,11,163,4,9,31,29,16,7,7,6,106,0,3,10,16,9,3,3,9,44,5,3,4,10,4,4,3,8,37,929,396,1032,597,239,83,45,259,3587
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6100,298,5,0,0,0,0,0,25,319,604,9,6,0,0,0,0,57,678,739,44,16,3,0,0,0,71,879,524,169,94,17,0,0,0,50,855,268,179,190,53,7,4,0,48,743,181,110,169,41,4,0,0,22,539,111,98,139,47,14,5,0,23,433,134,64,146,55,12,5,0,27,443,92,60,174,68,21,3,0,30,442,84,48,135,75,32,7,0,14,391,60,53,146,58,22,7,0,19,369,38,24,100,50,22,0,0,15,251,18,15,55,29,17,3,5,6,137,15,5,36,28,13,4,3,5,110,10,4,28,32,12,5,10,8,104,3170,899,1419,539,179,50,21,421,6697
POA6101,312,0,0,0,0,0,0,27,338,598,14,4,0,0,0,0,60,682,688,85,31,4,0,0,3,78,889,530,204,89,28,4,0,0,69,928,282,185,203,48,11,0,7,48,780,184,118,218,55,18,0,8,38,638,159,116,185,59,13,6,3,30,571,137,98,158,73,17,10,9,31,528,125,56,137,62,21,3,5,32,434,97,57,115,70,17,0,0,27,380,64,41,118,51,25,8,7,17,328,40,32,105,66,25,4,6,22,306,12,11,57,38,16,7,4,22,168,9,8,37,31,12,5,3,17,132,11,8,29,28,21,17,11,21,143,3250,1034,1481,622,198,59,67,531,7244
POA6102,325,4,0,0,0,0,0,31,360,762,16,8,0,0,0,0,96,883,574,70,29,9,3,0,0,91,770,350,152,83,21,7,5,4,74,691,171,109,135,29,12,3,3,39,511,104,67,104,40,9,9,3,29,366,78,38,81,38,12,4,3,35,298,58,39,88,30,8,3,4,17,247,56,44,70,43,10,6,6,22,262,50,34,59,40,7,10,0,23,222,47,32,66,35,14,8,4,25,230,35,33,81,41,20,8,3,24,244,26,18,67,45,29,14,7,54,258,16,13,64,37,29,10,3,76,256,24,11,51,86,47,26,16,233,507,2675,680,986,508,215,98,64,869,6094
POA6103,150,0,0,0,0,0,0,12,163,406,10,4,0,0,0,0,35,450,544,57,23,3,0,0,0,49,679,412,123,73,18,3,6,0,37,675,202,100,92,29,7,6,3,38,484,122,71,100,33,8,0,3,25,357,65,54,98,26,11,5,0,12,270,70,41,79,29,9,9,4,22,255,61,40,90,48,11,0,0,11,264,45,50,89,47,26,3,4,17,284,40,19,74,54,16,3,0,12,219,25,7,57,36,21,0,3,11,163,16,12,27,28,13,4,3,7,107,11,4,23,29,17,8,9,15,106,6,12,21,19,9,6,8,0,82,2167,597,846,403,156,51,36,311,4570
POA6104,266,0,0,0,0,0,0,26,293,398,16,10,0,0,0,0,49,475,401,68,27,13,4,0,0,67,577,346,140,95,32,15,10,0,55,687,186,121,166,61,12,10,4,45,607,117,78,166,69,22,6,6,33,492,133,78,159,54,16,4,4,34,486,91,84,130,70,15,6,9,34,438,85,71,145,67,37,8,3,29,446,62,67,139,75,35,11,5,28,423,42,68,118,88,18,10,12,14,372,30,30,111,69,37,14,4,32,320,16,25,57,49,20,11,6,21,198,8,12,28,39,24,12,11,31,164,12,18,33,50,46,20,17,77,275,2191,868,1379,731,311,110,91,583,6261
POA6105,359,4,0,0,0,0,0,42,407,463,34,14,4,0,0,0,61,578,504,99,49,19,0,0,0,80,749,347,195,131,52,15,3,0,54,802,191,140,190,80,25,11,6,51,695,106,83,177,67,39,10,4,35,524,96,75,155,78,39,18,9,31,502,90,78,122,62,33,13,4,23,428,58,65,123,74,27,4,4,28,394,61,41,112,71,40,6,4,14,352,44,54,118,89,25,12,6,14,366,28,19,96,63,40,8,3,27,287,28,18,67,53,25,5,6,10,211,14,6,60,63,29,9,4,22,205,11,14,48,52,36,26,15,19,212,2418,927,1461,821,372,124,71,519,6708
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA6107,1031,10,0,0,0,0,0,119,1153,1584,105,31,8,4,0,0,206,1930,1517,416,162,40,19,4,0,203,2355,932,676,493,162,32,16,10,157,2476,538,459,752,237,85,28,22,136,2249,318,267,544,247,75,40,30,80,1597,235,195,445,244,77,35,42,68,1345,192,192,393,182,106,29,33,65,1184,145,177,363,211,82,32,24,63,1093,141,153,355,242,95,33,14,39,1073,79,116,277,193,77,18,21,33,817,52,75,265,184,76,28,18,31,740,37,44,136,118,75,18,17,37,483,23,17,87,85,48,25,21,27,329,24,20,85,73,59,32,33,47,361,6825,2914,4391,2234,912,332,281,1299,19194
POA6108,648,8,0,0,0,0,0,54,703,585,50,17,6,0,0,0,44,701,428,117,82,24,4,5,0,44,698,283,176,208,86,34,11,3,37,833,162,168,271,131,47,28,11,43,855,130,103,269,156,46,12,20,38,787,113,140,257,153,51,25,20,29,784,86,98,279,146,58,16,24,26,735,75,101,277,134,56,24,19,19,709,64,82,277,180,69,29,26,32,753,61,69,275,180,59,22,5,21,694,35,55,245,152,43,14,10,27,576,19,29,140,100,52,12,13,19,388,10,7,79,66,39,18,12,19,252,11,20,39,48,28,15,20,11,190,2704,1209,2714,1556,598,232,174,470,9663
POA6109,319,6,0,0,0,0,0,37,362,345,41,18,0,0,0,0,37,439,237,96,68,27,0,6,0,51,485,159,119,124,56,22,4,0,40,514,89,97,177,85,34,11,4,35,536,78,71,132,62,28,17,16,24,427,52,56,111,69,36,20,12,23,389,55,46,85,65,23,11,23,28,330,48,44,100,62,32,17,13,24,349,50,34,90,63,34,13,12,19,319,19,25,100,61,37,7,10,18,286,19,39,89,66,28,12,6,14,266,24,16,57,49,14,8,9,10,174,4,10,36,39,21,4,6,15,142,3,3,32,30,17,6,15,27,137,1507,698,1216,737,331,134,130,398,5144
POA6110,1274,15,0,0,0,0,0,116,1403,1137,116,44,13,5,0,0,97,1403,732,268,210,84,16,4,4,108,1427,452,373,472,189,75,11,0,88,1656,278,359,681,325,116,35,22,84,1906,229,230,583,325,126,34,27,79,1642,191,224,520,269,109,48,29,61,1455,179,191,476,283,118,49,29,59,1393,116,114,433,283,129,34,32,46,1176,114,112,397,267,114,31,25,38,1098,67,97,325,232,93,31,22,58,929,51,83,319,213,81,28,11,69,858,36,46,186,154,71,25,16,61,592,32,25,103,108,62,38,20,75,454,20,22,69,95,81,34,39,137,499,4899,2264,4808,2832,1199,410,282,1182,17881
POA6111,645,3,0,0,0,0,0,61,708,513,49,15,4,0,0,0,53,635,360,115,90,28,8,0,0,33,640,229,156,178,86,30,6,5,50,737,143,138,265,120,46,22,9,50,795,128,116,249,132,49,24,13,47,764,112,108,269,149,67,23,14,56,791,112,98,315,128,66,24,10,48,805,98,80,288,177,74,24,16,36,800,67,79,303,180,81,28,13,37,786,60,68,276,187,97,22,15,21,757,50,44,238,187,72,19,16,29,661,22,39,141,91,50,18,14,28,394,16,13,64,57,34,20,8,35,248,9,6,46,45,31,14,22,41,206,2562,1128,2731,1565,705,243,157,624,9718
POA6112,1776,19,0,0,0,0,0,180,1975,1573,207,73,28,0,0,0,161,2043,1386,538,356,125,46,6,0,182,2637,909,845,1015,324,111,20,22,169,3420,572,656,1437,503,174,49,23,170,3592,359,402,1031,489,162,62,42,113,2671,265,281,717,427,138,55,41,88,2006,229,241,703,338,176,67,29,73,1868,150,173,585,393,193,53,46,63,1647,131,166,511,385,151,63,42,67,1523,99,116,474,300,149,49,37,67,1293,61,91,349,255,126,34,29,59,1006,32,48,182,172,80,27,24,55,618,17,20,103,106,66,44,25,50,442,12,27,71,75,64,34,39,49,370,7570,3850,7605,3924,1641,547,415,1543,27112
POA6121,105,0,0,0,0,0,0,4,118,74,3,0,0,0,0,0,0,84,38,10,6,8,0,0,0,0,64,30,7,14,6,6,0,0,4,67,10,14,40,16,3,0,0,4,88,8,19,45,27,4,3,0,7,111,13,10,49,28,4,5,4,0,122,21,14,62,34,9,5,4,10,142,16,16,53,36,13,4,0,3,137,9,12,51,21,11,0,0,0,105,12,7,30,23,12,0,0,0,84,7,6,34,17,9,0,6,3,69,0,0,19,3,3,4,0,0,26,0,0,6,9,0,0,3,3,17,0,0,3,0,0,0,0,0,8,348,114,395,236,72,22,17,41,1245
POA6122,621,3,0,0,0,0,0,39,669,464,59,29,6,0,0,0,43,602,408,204,185,57,13,6,0,39,909,251,235,382,168,50,9,0,42,1142,151,163,395,182,57,18,15,42,1031,104,95,273,142,59,17,13,16,718,80,76,224,143,52,11,17,23,635,66,72,210,142,41,17,18,23,587,42,50,189,138,61,24,12,29,529,26,46,158,105,52,26,12,12,438,20,18,150,100,44,10,10,15,361,18,16,89,62,24,12,7,6,231,3,11,41,40,18,11,9,9,136,0,9,22,24,14,5,6,13,93,4,5,20,25,14,9,9,5,91,2259,1060,2368,1332,509,170,128,348,8173
POA6123,64,0,0,0,0,0,0,10,70,47,14,9,0,0,0,0,5,70,39,32,15,14,4,0,0,5,111,29,15,30,14,4,3,0,6,111,13,10,10,20,7,3,0,3,63,4,6,23,11,6,4,3,5,65,7,5,20,24,0,0,0,6,65,0,11,24,16,9,0,0,3,71,9,5,14,14,4,0,0,0,59,3,6,20,16,4,3,0,7,65,8,3,9,3,6,4,0,0,34,0,0,11,6,6,0,0,4,34,0,0,4,4,0,0,0,3,19,0,0,4,3,7,0,6,0,13,0,0,0,4,4,0,0,0,11,237,112,199,149,67,19,14,63,854
POA6124,33,0,0,0,0,0,0,5,41,26,0,0,0,0,0,0,0,24,10,6,3,0,0,0,0,0,23,9,5,8,9,3,0,0,0,33,11,0,12,3,6,0,0,9,43,4,4,19,3,3,4,0,0,44,7,7,19,5,5,4,0,6,42,9,6,25,12,0,0,0,10,60,11,7,15,13,4,0,0,0,52,0,0,15,9,6,0,0,0,35,7,0,9,11,5,0,0,3,31,5,0,13,0,0,0,0,0,17,0,0,10,6,0,0,0,0,21,0,0,4,3,0,0,0,4,10,0,0,0,4,0,0,0,0,9,132,46,154,79,25,11,4,37,491
POA6125,101,0,0,0,0,0,0,13,113,64,8,4,0,0,0,0,8,85,41,12,18,3,0,0,0,5,81,17,12,28,10,0,0,0,5,76,24,11,34,15,13,3,0,6,94,13,5,45,14,4,0,0,9,93,13,10,41,29,18,3,5,4,114,15,17,62,29,7,0,0,4,147,14,15,48,31,16,4,0,4,134,14,10,43,30,16,4,6,12,133,8,7,30,25,15,0,0,3,89,7,9,32,22,10,3,3,8,88,0,4,15,13,9,0,3,6,57,0,0,11,26,4,0,0,4,45,0,0,5,3,4,3,0,5,25,338,126,413,241,106,26,23,103,1373
POA6126,5,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,4,11,0,0,0,0,0,0,0,0,7,4,0,3,4,0,0,0,0,12,4,0,5,5,0,0,0,3,14,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,8,0,0,6,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,28,11,7,3,0,7,100
POA6147,319,0,0,0,0,0,0,29,354,348,23,5,0,0,0,0,46,430,319,82,42,10,0,0,0,27,488,240,125,120,46,10,3,0,31,574,137,114,204,84,25,9,4,31,607,84,94,171,93,23,6,8,16,503,73,78,165,63,33,7,9,28,455,66,78,157,72,21,13,9,19,436,72,78,169,86,26,11,0,21,467,63,57,175,94,49,8,15,14,472,40,49,163,104,43,13,3,17,426,32,34,150,85,38,13,11,17,384,17,19,77,60,40,10,5,15,238,13,20,45,41,25,12,7,6,173,6,8,28,35,16,8,18,6,128,1840,860,1676,869,347,125,97,313,6127
POA6148,627,0,0,0,0,0,0,36,659,505,8,4,0,0,0,0,23,545,311,36,13,3,0,0,0,18,389,191,101,119,31,11,7,0,22,480,116,137,292,89,15,0,0,18,674,77,117,341,128,29,7,3,21,712,58,99,337,133,29,7,3,13,680,56,84,267,164,38,9,3,15,642,54,80,232,130,34,10,7,15,568,60,72,207,126,48,9,0,19,538,59,67,212,139,37,15,3,16,555,47,64,210,133,33,10,7,18,532,40,32,167,105,40,12,12,22,438,24,17,88,112,57,14,8,36,342,34,22,66,87,53,25,24,42,348,2264,936,2572,1367,435,121,67,328,8092
POA6149,524,4,0,0,0,0,0,12,541,460,7,0,0,0,0,0,20,486,296,27,22,0,0,0,0,14,359,198,114,101,32,0,0,0,3,459,104,121,312,97,11,3,0,12,661,70,87,301,138,28,4,3,4,640,45,84,339,130,36,4,5,9,664,46,93,285,98,23,5,0,11,565,56,79,284,175,39,7,0,9,655,32,86,312,161,56,4,5,13,667,61,86,337,189,57,12,5,15,744,43,58,298,144,37,4,0,18,606,23,29,146,99,18,3,7,17,338,21,18,84,63,49,12,8,26,276,17,15,88,74,41,18,12,55,320,1996,914,2908,1397,397,83,46,246,7982
POA6150,511,0,0,0,0,0,0,25,534,472,9,0,0,0,0,0,28,500,222,18,8,4,4,0,0,28,282,141,67,67,19,0,0,0,31,328,76,70,148,42,11,5,0,20,372,54,59,162,76,19,0,0,15,392,33,58,191,78,22,4,3,23,407,36,54,205,111,20,6,0,11,457,38,48,186,95,32,9,5,14,422,27,49,216,125,31,5,0,10,457,36,50,192,124,42,14,7,21,483,42,28,161,111,26,10,3,21,394,16,31,121,82,25,7,4,17,303,17,11,57,70,32,9,0,11,201,13,18,72,71,39,15,8,50,287,1723,552,1785,1013,308,82,32,325,5828
POA6151,422,0,0,0,0,0,0,24,443,588,9,0,0,0,0,0,45,641,542,31,12,0,0,0,0,55,637,411,97,73,7,8,0,0,46,642,217,141,179,44,5,0,0,26,620,136,93,200,70,9,3,0,23,535,133,91,205,86,19,4,0,31,568,115,79,264,97,17,4,0,21,602,117,81,224,111,24,3,3,32,599,118,82,202,119,22,9,3,24,574,103,80,198,120,27,5,3,25,566,82,48,180,98,23,5,4,31,470,47,27,88,72,31,0,7,26,290,26,9,57,55,19,7,4,19,195,13,9,45,35,20,6,4,32,172,3061,879,1930,910,225,49,27,461,7549
POA6152,624,0,0,0,0,0,0,25,656,1016,12,3,0,0,0,0,66,1095,904,49,18,11,0,0,0,50,1026,537,222,137,25,3,4,3,56,993,313,219,303,95,10,4,4,50,994,182,151,291,92,22,0,4,32,777,150,127,292,121,29,9,4,25,766,161,164,289,106,35,3,11,38,799,136,130,304,143,29,7,9,36,788,121,129,290,166,51,10,8,33,813,147,99,307,173,41,12,6,44,822,80,59,252,135,57,20,10,41,655,54,36,161,124,47,10,16,52,494,32,33,116,96,48,11,10,59,406,26,41,121,128,87,35,34,153,615,4474,1476,2887,1412,471,109,112,760,11702
POA6153,593,0,0,0,0,0,0,36,629,604,5,0,0,0,0,0,41,662,454,36,12,0,0,0,0,30,534,315,119,101,34,3,0,0,28,596,175,152,299,96,15,3,0,19,756,107,125,379,123,35,4,3,25,795,86,107,333,144,25,3,5,22,713,121,101,344,148,38,8,4,20,781,99,121,328,136,28,6,0,34,761,94,87,298,170,40,6,0,17,726,85,78,295,222,45,10,0,25,755,64,62,278,157,40,6,3,18,628,39,36,150,133,41,10,6,15,421,22,20,96,71,46,11,9,8,278,20,14,85,87,53,26,16,10,301,2875,1061,2993,1522,405,97,38,356,9337
POA6154,310,0,0,0,0,0,0,8,315,257,0,0,0,0,0,0,5,259,199,9,8,3,0,0,0,7,222,117,64,43,11,0,0,0,11,248,64,66,149,53,6,4,0,10,346,45,64,187,70,16,3,0,14,400,44,65,166,81,18,0,0,8,386,55,60,170,72,20,0,0,8,398,51,44,152,63,20,3,0,8,337,38,30,120,59,11,3,0,8,275,34,24,118,69,15,6,4,10,278,38,25,120,58,18,3,5,16,280,23,20,84,53,22,11,5,18,234,15,9,64,47,32,6,7,8,197,27,31,90,108,61,24,10,38,383,1310,504,1479,751,240,62,30,185,4564
