POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6151,..,179,127,27,11,10,12,12,0,379,..,69,206,146,139,233,246,186,95,1317,7,41,35,14,12,25,12,9,0,163,1034,1025,1167,1079,1103,1077,924,433,135,7976,..,12,541,1241,1341,1235,1137,466,85,6059,..,127,596,288,207,148,104,27,0,1489,..,0,34,100,152,108,54,18,19,491,2228,..,..,..,..,..,..,..,..,2228,..,872,..,..,..,..,..,..,..,872,..,313,214,59,27,19,4,0,0,632,..,146,80,13,17,28,28,17,9,337,..,36,34,12,5,5,5,0,0,100,..,320,321,50,26,30,28,23,5,803,..,139,408,320,319,424,425,283,122,2435,17,65,73,32,29,39,26,8,4,296,2251,2027,2310,2118,2125,2026,1810,838,246,15746
POA6152,..,281,206,33,22,26,29,8,0,602,..,109,223,166,163,319,432,328,200,1938,7,58,34,21,15,20,26,10,9,201,1735,1575,1910,1687,1498,1496,1343,729,320,12288,..,37,1009,2007,1758,1640,1504,678,165,8795,..,215,980,392,238,189,124,31,4,2178,..,8,59,187,266,171,64,48,33,843,3546,..,..,..,..,..,..,..,..,3546,..,1197,..,..,..,..,..,..,..,1197,..,490,379,116,65,38,7,0,0,1092,..,329,161,41,33,54,48,65,26,756,..,98,104,19,16,12,3,0,0,251,..,589,512,99,57,49,57,16,6,1375,..,194,466,352,328,513,649,436,260,3210,19,96,77,37,39,32,43,10,9,365,3569,3258,3743,3239,2793,2707,2502,1289,508,23613
POA6153,..,84,74,24,12,15,13,4,4,233,..,50,116,79,84,204,304,250,177,1261,17,26,16,15,12,13,11,4,0,115,1764,1241,1075,1504,1437,1392,1287,665,294,10670,..,14,649,1973,1965,1822,1700,825,194,9133,..,114,413,253,167,161,75,32,8,1218,..,3,32,159,239,141,58,34,40,713,3614,..,..,..,..,..,..,..,..,3614,..,1382,..,..,..,..,..,..,..,1382,..,525,388,105,70,34,16,0,0,1137,..,107,87,20,18,44,51,34,21,384,..,41,62,14,4,7,4,0,0,133,..,149,187,55,34,25,24,12,4,489,..,85,208,177,192,345,423,322,227,1969,31,46,32,23,19,27,21,10,0,208,3650,2468,2059,2780,2707,2601,2368,1258,496,20382
POA6154,..,36,20,11,8,7,6,9,0,87,..,14,39,31,59,83,124,191,171,711,10,9,15,3,5,3,11,3,7,55,935,564,450,731,760,580,514,392,255,5174,..,9,283,962,996,740,610,379,117,4105,..,27,237,116,119,91,40,7,3,636,..,0,9,95,121,80,28,21,32,384,1901,..,..,..,..,..,..,..,..,1901,..,720,..,..,..,..,..,..,..,720,..,307,147,56,31,30,11,0,0,582,..,49,22,8,13,15,23,20,14,146,..,23,26,8,4,3,3,0,0,66,..,79,76,21,18,13,11,5,0,227,..,27,92,82,105,134,181,247,204,1067,19,14,18,12,12,9,16,7,6,110,1917,1250,912,1351,1409,1116,927,686,381,9943
POA6155,..,65,82,26,29,35,20,13,0,268,..,49,92,92,123,196,355,261,90,1254,30,47,43,31,36,35,30,13,4,261,5289,3505,2621,4211,3821,3005,2219,912,260,25828,..,61,1942,6066,5815,4395,3286,1172,208,22946,..,172,601,409,373,278,107,27,6,1969,..,26,142,423,567,314,118,68,47,1694,10666,..,..,..,..,..,..,..,..,10666,..,4452,..,..,..,..,..,..,..,4452,..,1834,1388,290,135,61,17,0,0,3716,..,303,270,92,73,156,220,128,74,1306,..,126,231,78,56,32,8,0,0,535,..,153,210,92,61,77,49,24,0,662,..,83,209,220,253,360,515,348,137,2124,61,87,72,60,54,63,39,27,8,479,10728,7282,5061,7736,7388,5733,4361,1788,470,50545
POA6156,..,85,70,11,13,24,9,6,0,218,..,28,93,64,95,205,253,228,174,1139,17,23,16,11,10,16,8,10,3,123,1659,1093,989,1209,1318,1069,784,545,297,8966,..,7,516,1480,1693,1211,881,523,170,6477,..,84,555,274,224,152,60,17,0,1374,..,8,45,146,267,139,40,41,52,742,3283,..,..,..,..,..,..,..,..,3283,..,1132,..,..,..,..,..,..,..,1132,..,576,270,69,44,46,21,0,0,1017,..,101,57,15,21,30,39,46,18,314,..,28,32,11,11,5,0,0,0,93,..,129,157,32,24,47,25,14,3,425,..,39,173,145,214,341,355,305,232,1800,33,52,35,32,26,28,14,13,3,240,3316,2159,1830,2200,2527,1990,1431,952,488,16886
POA6157,..,54,79,18,13,15,12,6,6,194,..,39,131,105,137,216,304,237,142,1311,14,17,25,9,5,11,17,0,4,107,1142,784,928,1016,1018,895,786,453,226,7237,..,6,442,1119,1088,905,761,387,120,4819,..,91,560,275,204,155,71,28,6,1394,..,4,30,127,220,127,40,23,20,591,2352,..,..,..,..,..,..,..,..,2352,..,777,..,..,..,..,..,..,..,777,..,355,175,53,27,26,7,0,0,650,..,60,46,4,13,19,24,14,19,209,..,19,18,3,8,4,5,5,0,61,..,89,147,38,23,27,31,10,4,365,..,59,216,198,261,358,453,322,186,2046,30,40,42,32,17,32,20,6,9,232,2380,1492,1676,1862,1874,1654,1406,790,362,13489
POA6158,..,23,29,9,4,7,9,3,0,91,..,20,53,41,42,93,106,73,45,474,4,14,8,5,8,4,6,0,0,59,677,449,337,481,604,531,398,209,76,3769,..,0,127,528,713,628,514,227,43,2788,..,30,198,115,148,121,65,20,0,700,..,0,11,48,108,48,9,12,13,259,1316,..,..,..,..,..,..,..,..,1316,..,524,..,..,..,..,..,..,..,524,..,192,89,26,23,15,0,0,0,348,..,23,15,0,4,6,3,4,9,80,..,10,19,10,7,4,3,0,0,50,..,42,70,18,10,18,16,6,0,191,..,28,98,74,94,148,148,112,63,772,15,31,12,14,15,10,15,0,0,112,1328,892,651,840,1130,1004,786,389,139,7144
POA6159,..,17,49,14,0,0,5,0,0,87,..,12,26,39,32,58,79,54,17,315,3,5,12,9,6,9,10,3,0,48,208,177,260,239,230,295,249,138,24,1821,..,3,76,229,201,329,268,148,23,1281,..,19,167,93,56,90,50,13,4,495,..,0,5,19,40,26,13,10,4,115,417,..,..,..,..,..,..,..,..,417,..,163,..,..,..,..,..,..,..,163,..,71,33,15,8,3,0,0,0,126,..,20,6,0,0,0,3,4,0,33,..,5,10,3,0,0,0,0,0,17,..,31,82,17,12,6,0,0,0,147,..,20,53,73,77,110,129,78,16,562,3,13,16,7,5,9,11,11,0,81,425,337,446,462,413,575,482,267,52,3445
POA6160,..,98,166,21,14,11,16,3,0,329,..,33,111,84,97,156,209,105,55,849,0,20,26,12,7,15,9,3,6,96,471,464,735,535,558,577,504,230,81,4158,..,0,184,430,461,516,414,209,31,2242,..,77,467,282,175,133,71,14,0,1225,..,0,16,65,127,58,19,20,22,329,922,..,..,..,..,..,..,..,..,922,..,305,..,..,..,..,..,..,..,305,..,141,66,22,20,24,7,0,0,287,..,42,18,11,7,17,18,15,3,120,..,12,34,11,4,4,7,0,0,73,..,158,288,62,27,31,35,21,0,630,..,58,241,212,241,313,354,157,75,1649,7,37,56,27,23,25,22,5,6,209,924,842,1372,1123,1086,1119,936,445,137,7992
POA6161,..,8,0,0,0,0,0,0,0,10,..,3,4,0,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,8,0,13,13,9,5,5,0,0,0,52,..,0,3,4,8,11,0,0,0,32,..,5,4,3,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,8,9,0,0,0,0,0,0,15,..,3,13,6,0,6,0,0,0,26,0,3,6,3,5,0,0,0,0,13,17,14,32,15,20,18,3,0,0,112
POA6162,..,71,117,23,26,27,24,6,3,304,..,19,37,58,82,171,183,139,66,758,12,22,18,19,19,20,9,8,10,131,912,572,686,804,864,814,639,327,144,5763,..,4,252,763,849,777,632,326,84,3690,..,52,417,322,273,188,122,32,0,1406,..,0,39,112,146,111,44,35,29,523,1828,..,..,..,..,..,..,..,..,1828,..,497,..,..,..,..,..,..,..,497,..,283,141,61,55,33,9,0,0,574,..,41,27,4,17,24,33,7,17,171,..,26,66,26,14,8,4,0,0,143,..,113,233,78,44,54,47,16,3,577,..,35,88,131,198,335,330,205,100,1423,31,45,41,25,30,28,21,11,9,252,1860,1095,1312,1524,1623,1565,1238,630,246,11092
POA6163,..,315,320,108,74,102,64,18,9,1006,..,118,337,312,389,659,792,639,348,3596,43,96,74,67,33,60,40,29,20,471,3916,2947,3771,3578,3428,3549,2876,1646,622,26340,..,61,1899,3491,3452,3740,3213,1742,377,17971,..,429,2071,1209,814,558,251,48,11,5386,..,27,257,582,781,523,248,161,86,2664,8002,..,..,..,..,..,..,..,..,8002,..,2260,..,..,..,..,..,..,..,2260,..,1650,992,354,271,128,27,0,0,3428,..,298,202,77,85,156,147,92,76,1136,..,152,191,75,49,36,22,8,0,524,..,598,739,260,202,207,139,38,13,2195,..,222,731,741,851,1183,1247,926,470,6380,99,179,156,132,85,110,66,51,36,902,8102,5868,7244,6919,6587,6635,5361,3065,1064,50849
POA6164,..,162,208,57,46,44,36,7,0,561,..,160,384,273,232,399,425,245,111,2228,82,85,65,46,40,38,32,15,3,399,6945,3935,5275,5593,4279,2996,1888,756,245,31926,..,99,3754,7202,5704,3828,2382,846,134,23961,..,711,2670,1298,756,402,163,39,0,6044,..,57,357,780,783,395,136,77,36,2631,14148,..,..,..,..,..,..,..,..,14148,..,3383,..,..,..,..,..,..,..,3383,..,2290,1184,279,137,59,12,0,0,3962,..,351,293,109,102,172,190,119,60,1398,..,225,227,86,64,34,14,3,0,651,..,345,565,194,119,105,72,21,0,1423,..,263,866,704,571,684,632,329,153,4205,141,151,146,101,76,55,55,28,4,761,14292,7877,10075,10750,8313,5735,3656,1463,404,62563
POA6165,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,0,0,25,..,0,0,0,5,6,3,4,0,18,..,0,3,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,5,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,11,3,4,13,12,9,3,0,56
POA6166,..,6,9,5,9,9,4,0,0,48,..,13,37,26,39,79,108,75,49,420,10,13,4,9,9,12,7,6,0,78,921,560,580,708,737,714,571,271,84,5153,..,10,357,882,988,980,779,376,72,4435,..,45,311,214,132,97,54,11,0,866,..,0,40,82,86,62,30,21,11,339,1825,..,..,..,..,..,..,..,..,1825,..,533,..,..,..,..,..,..,..,533,..,395,218,53,44,25,7,0,0,742,..,49,35,18,11,32,25,15,11,184,..,23,15,14,17,3,4,0,0,72,..,21,40,17,27,19,12,5,0,131,..,23,75,71,98,157,174,124,72,797,13,29,16,23,12,22,18,12,5,150,1840,1119,1114,1373,1410,1396,1106,567,170,10085
POA6167,..,44,72,37,51,45,33,0,0,275,..,45,143,126,157,278,259,201,81,1300,35,49,46,23,20,27,11,4,5,219,2697,1474,1977,2068,1612,1354,989,492,156,12817,..,50,1262,2188,1674,1292,1016,480,93,8054,..,324,870,603,423,224,99,16,0,2560,..,60,278,378,387,225,101,57,38,1522,5556,..,..,..,..,..,..,..,..,5556,..,1097,..,..,..,..,..,..,..,1097,..,977,451,164,118,47,6,0,0,1764,..,171,125,53,55,91,95,51,24,665,..,111,93,45,25,28,7,0,0,310,..,107,181,100,120,100,74,14,5,712,..,96,351,371,429,551,454,301,125,2673,63,93,111,49,37,47,17,13,4,433,5616,3098,3721,3955,3261,2609,1867,932,282,25338
POA6168,..,62,41,17,44,48,37,9,6,269,..,64,135,104,182,399,490,441,225,2038,26,53,26,24,28,40,32,17,8,255,1595,1143,1222,1249,1444,1675,1595,976,373,11268,..,36,565,985,1273,1642,1640,963,198,7302,..,304,646,406,342,296,128,32,7,2166,..,43,202,300,346,198,105,71,47,1315,3196,..,..,..,..,..,..,..,..,3196,..,745,..,..,..,..,..,..,..,745,..,712,407,144,118,58,23,0,0,1459,..,109,74,45,45,81,80,43,21,498,..,61,51,29,31,25,14,0,0,213,..,114,128,54,95,112,77,25,7,608,..,118,343,307,469,796,828,664,312,3833,59,91,67,51,45,53,49,27,14,458,3257,2327,2477,2325,2762,3265,2945,1836,615,21800
POA6169,..,47,58,23,55,59,35,18,4,297,..,52,115,114,204,363,426,383,170,1835,38,65,36,20,24,23,27,14,7,259,3078,1840,1918,2109,2288,2357,1743,1019,346,16687,..,26,1045,1963,2320,2836,2060,1084,232,11566,..,398,1041,668,586,385,170,47,3,3302,..,52,296,468,500,252,113,83,60,1816,6320,..,..,..,..,..,..,..,..,6320,..,1441,..,..,..,..,..,..,..,1441,..,1220,612,195,138,84,17,0,0,2267,..,189,104,35,64,106,104,63,45,711,..,86,63,44,31,21,15,3,0,259,..,124,152,66,106,116,69,36,13,690,..,130,319,365,477,709,687,561,256,3497,99,123,77,63,51,53,61,26,12,554,6418,3787,3712,3872,4263,4566,3286,1897,617,32418
POA6170,..,47,51,24,10,12,6,0,0,166,..,29,89,56,66,86,66,30,6,432,21,25,25,13,13,10,3,0,0,114,2108,1037,1658,1460,962,626,341,123,20,8326,..,38,1212,1885,1189,691,370,140,10,5545,..,283,806,382,197,85,27,10,0,1786,..,33,161,225,177,97,47,14,4,762,4286,..,..,..,..,..,..,..,..,4286,..,731,..,..,..,..,..,..,..,731,..,569,271,55,27,13,0,0,0,939,..,131,109,30,37,70,63,37,7,486,..,59,70,44,18,7,0,0,0,197,..,104,140,63,32,32,15,7,0,397,..,63,222,177,139,156,98,49,10,915,44,47,47,26,24,14,5,5,0,215,4329,2060,3039,2885,1843,1176,632,254,38,16256
POA6171,..,48,74,28,28,27,24,8,0,234,..,50,177,122,123,189,244,174,33,1110,66,65,58,26,19,29,18,5,3,292,4774,2243,3252,2979,2091,1418,1006,519,91,18372,..,97,2346,3526,2652,1726,1178,627,73,12221,..,516,1782,826,455,211,71,38,4,3906,..,60,368,538,359,163,56,36,15,1586,9627,..,..,..,..,..,..,..,..,9627,..,1838,..,..,..,..,..,..,..,1838,..,1196,400,96,49,23,4,0,0,1771,..,159,129,67,59,95,92,26,25,659,..,105,98,29,18,25,7,0,0,288,..,120,213,79,66,57,45,16,0,597,..,106,408,297,289,321,355,236,49,2065,121,94,82,54,42,52,27,17,3,492,9743,4293,5839,5514,3991,2674,1829,1001,161,35053
POA6172,..,23,18,9,13,9,12,5,0,78,..,12,19,27,36,84,83,81,36,384,27,33,18,14,8,14,12,0,0,119,1357,877,773,851,986,802,455,228,79,6405,..,23,460,798,1170,1008,598,278,57,4394,..,145,423,257,235,143,38,8,0,1246,..,19,130,203,193,91,34,17,12,697,2787,..,..,..,..,..,..,..,..,2787,..,739,..,..,..,..,..,..,..,739,..,616,237,53,32,11,7,0,0,964,..,64,46,18,30,57,33,24,14,284,..,42,48,18,9,3,0,0,0,125,..,54,53,20,28,23,14,6,0,203,..,34,62,94,120,154,120,115,54,751,47,56,40,30,18,24,21,6,0,240,2833,1802,1497,1500,1832,1512,864,462,140,12433
POA6173,..,17,14,3,0,7,9,4,0,56,..,9,38,14,31,49,42,33,3,212,20,29,10,3,5,9,4,3,0,85,1475,848,646,996,1054,534,257,116,26,5953,..,24,429,1204,1450,864,335,130,17,4447,..,79,322,284,204,72,27,10,0,1009,..,11,80,176,162,49,14,8,14,506,3018,..,..,..,..,..,..,..,..,3018,..,847,..,..,..,..,..,..,..,847,..,641,151,32,19,11,0,0,0,855,..,52,33,10,19,18,25,23,10,183,..,41,20,10,0,5,0,0,0,83,..,22,37,10,12,10,17,4,0,109,..,22,78,68,74,73,64,45,9,439,45,45,28,16,18,14,3,3,0,176,3059,1791,1174,1809,1965,1117,493,214,46,11673
POA6174,..,13,15,0,5,4,0,0,0,37,..,11,35,21,32,47,29,23,5,207,16,12,6,0,5,0,5,3,0,46,640,388,454,434,375,225,123,64,10,2713,..,26,246,415,380,264,140,77,6,1550,..,95,276,151,68,25,3,4,5,625,..,9,73,121,115,23,13,3,4,363,1348,..,..,..,..,..,..,..,..,1348,..,289,..,..,..,..,..,..,..,289,..,260,56,19,5,10,0,0,0,348,..,34,20,15,13,18,13,8,4,117,..,18,5,4,0,0,3,0,0,35,..,39,37,12,6,7,3,0,0,103,..,28,91,51,65,76,58,24,5,404,23,25,17,4,12,4,8,0,0,90,1376,816,825,784,665,427,241,125,15,5274
POA6175,..,8,9,0,3,4,0,0,0,19,..,3,14,5,14,25,20,21,3,97,6,10,3,0,5,8,0,3,0,42,464,247,248,288,294,205,113,50,18,1930,..,7,158,353,375,259,159,60,16,1392,..,51,128,81,61,36,14,3,0,371,..,3,35,48,54,26,5,0,9,186,937,..,..,..,..,..,..,..,..,937,..,189,..,..,..,..,..,..,..,189,..,186,42,12,6,4,0,0,0,249,..,31,11,0,4,7,12,4,4,67,..,10,13,4,0,4,0,0,0,29,..,3,12,3,4,3,3,0,0,30,..,13,31,18,34,49,28,30,6,209,7,17,7,12,9,7,0,6,0,63,946,503,439,530,552,397,226,104,31,3728
POA6176,..,3,4,0,3,0,0,0,0,13,..,6,12,4,4,8,5,3,0,41,3,0,3,0,0,0,0,0,0,14,283,113,214,131,110,88,62,16,4,1024,..,4,181,125,136,122,96,30,4,683,..,36,120,56,25,17,3,4,0,260,..,3,24,24,12,8,7,0,0,81,525,..,..,..,..,..,..,..,..,525,..,82,..,..,..,..,..,..,..,82,..,69,22,3,11,0,0,0,0,109,..,13,5,3,7,6,6,0,3,37,..,9,8,3,0,0,0,0,0,22,..,3,4,0,3,3,0,0,0,19,..,7,23,14,17,15,10,6,3,89,7,4,3,4,0,0,0,0,0,24,534,229,391,233,206,175,124,42,15,1941
POA6180,..,15,14,5,6,5,3,3,0,39,..,17,20,13,24,37,80,30,4,230,6,9,5,0,7,0,4,3,0,47,835,387,528,499,372,263,279,153,13,3328,..,11,352,551,407,329,299,225,19,2198,..,101,272,165,82,34,13,14,0,680,..,13,76,96,91,34,22,3,4,332,1664,..,..,..,..,..,..,..,..,1664,..,320,..,..,..,..,..,..,..,320,..,216,61,22,17,0,0,0,0,312,..,28,23,10,13,18,13,7,5,120,..,21,30,12,11,6,4,0,0,84,..,26,45,14,6,10,6,5,0,111,..,27,54,46,48,57,106,55,11,405,13,20,12,11,18,6,7,3,0,86,1671,786,924,924,697,481,478,311,38,6317
POA6181,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,49,32,14,31,48,37,20,4,6,231,..,0,11,30,71,58,31,4,0,212,..,0,6,16,14,7,4,0,0,40,..,0,3,3,0,0,0,0,0,10,73,..,..,..,..,..,..,..,..,73,..,39,..,..,..,..,..,..,..,39,..,19,5,9,0,3,0,0,0,36,..,7,0,0,0,0,0,5,6,15,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,4,0,0,0,4,..,0,0,0,9,4,3,0,0,13,0,0,0,0,0,0,0,0,0,8,77,64,31,55,91,74,39,10,6,447
POA6182,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,..,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,3,0,6,3,0,5,0,4,3,4,0,0,12,122,53,70,82,76,80,46,13,5,554,..,3,57,102,102,102,71,27,3,455,..,5,33,25,30,28,7,6,0,125,..,4,0,7,7,8,5,0,0,35,251,..,..,..,..,..,..,..,..,251,..,41,..,..,..,..,..,..,..,41,..,35,16,8,0,0,0,0,0,67,..,3,0,0,0,5,3,5,0,26,..,8,0,0,0,0,0,0,0,6,..,0,0,0,8,4,0,3,0,12,..,0,3,6,7,12,8,3,0,44,4,0,4,4,8,10,4,0,0,28,253,105,119,143,162,162,100,36,10,1092
POA6208,..,18,9,9,13,21,14,6,0,97,..,8,24,29,66,96,154,172,67,621,18,31,17,10,10,24,29,11,6,147,1104,618,626,684,701,792,836,513,123,6006,..,28,388,612,716,922,1016,625,127,4423,..,151,316,246,178,164,108,35,8,1198,..,14,106,158,160,74,46,21,15,589,2201,..,..,..,..,..,..,..,..,2201,..,428,..,..,..,..,..,..,..,428,..,399,154,70,48,22,3,0,0,698,..,44,30,14,14,20,49,21,14,209,..,33,40,14,4,11,3,0,0,106,..,28,43,19,25,39,23,11,5,207,..,25,73,87,155,214,295,276,103,1230,46,43,28,21,28,35,50,27,7,287,2243,1190,1179,1242,1335,1504,1593,1022,270,11573
POA6209,..,0,0,0,5,0,3,0,0,12,..,3,3,3,7,21,21,19,8,91,4,7,9,4,7,0,0,3,0,29,112,114,75,85,125,134,132,84,23,881,..,0,33,80,139,147,167,106,14,687,..,11,32,20,26,30,15,8,0,137,..,0,12,18,26,20,5,9,3,93,233,..,..,..,..,..,..,..,..,233,..,80,..,..,..,..,..,..,..,80,..,83,29,17,12,5,0,0,0,146,..,7,8,5,5,3,9,0,7,47,..,7,3,0,3,0,0,0,0,24,..,10,7,3,5,3,8,0,0,34,..,3,4,12,20,53,80,41,16,236,10,8,11,7,8,3,3,4,0,55,239,212,143,156,240,278,287,177,43,1777
POA6210,..,121,116,69,96,139,101,42,7,697,..,132,252,227,450,926,1281,1216,675,5155,92,135,69,56,76,116,125,76,31,774,5879,3661,3593,3955,4489,5018,4976,3227,1147,35932,..,97,1915,3613,4428,5289,5801,3634,762,25542,..,762,1834,1191,1008,850,550,200,40,6430,..,127,608,903,972,536,235,154,114,3645,11581,..,..,..,..,..,..,..,..,11581,..,2774,..,..,..,..,..,..,..,2774,..,2220,886,372,239,136,43,3,0,3901,..,366,178,100,118,202,196,126,85,1374,..,209,146,75,65,48,19,6,0,570,..,251,305,150,221,255,223,86,20,1498,..,242,608,573,964,1624,2144,1791,943,8881,184,252,181,131,156,208,198,124,34,1476,11763,7294,6655,7117,8161,9161,9409,6120,1992,67672
POA6211,..,0,6,3,9,14,9,5,0,42,..,5,10,9,30,56,98,58,7,266,8,15,10,4,12,13,15,5,0,81,768,369,402,481,512,540,606,251,28,3958,..,7,237,499,586,661,852,402,40,3284,..,46,220,162,133,110,68,25,0,769,..,12,60,93,84,43,21,8,9,323,1545,..,..,..,..,..,..,..,..,1545,..,347,..,..,..,..,..,..,..,347,..,236,89,35,22,17,0,0,0,398,..,43,8,12,20,16,17,8,5,135,..,16,12,6,4,3,5,0,0,45,..,5,12,9,20,21,18,9,6,92,..,15,47,58,73,125,189,100,14,621,8,23,17,14,21,16,26,16,3,150,1556,751,703,884,962,1012,1195,575,71,7713
