POA_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
POA6285,25,154,14,75,22,15,4,16,0,335,25,168,3,78,13,13,0,19,0,321,84,41,13,37,96,50,3,30,5,356,31,77,13,99,32,19,7,27,0,314,24,31,9,24,13,20,0,12,0,131,13,3,50,24,16,17,6,17,0,158,0,0,0,0,0,0,0,0,0,0,0,12,4,8,0,0,0,4,0,29,5,10,4,10,7,0,0,10,4,54,263,578,136,374,221,166,22,165,13,1944,29,93,19,5,14,8,4,25,0,208,12,12,10,0,0,3,0,11,5,48,64,62,227,10,13,11,41,50,13,495,63,26,170,8,4,9,24,30,0,330,41,53,42,14,3,17,16,29,0,220,37,216,21,83,25,15,11,21,4,430,44,229,12,81,18,18,9,19,0,423,143,82,31,59,114,61,21,50,4,561,56,117,31,118,33,21,10,38,0,431,26,52,22,27,15,21,7,21,0,201
POA6286,4,12,0,0,0,0,0,3,0,21,0,15,0,3,0,0,0,0,0,27,3,8,0,7,11,0,0,0,0,26,5,8,0,9,0,3,0,4,0,32,0,0,0,0,0,6,0,0,0,12,0,0,3,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,18,42,11,26,16,15,0,11,0,140,5,13,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,4,7,5,29,0,0,0,9,5,0,50,0,0,8,0,0,0,6,6,0,25,7,4,6,0,0,0,0,4,0,23,4,11,0,0,0,0,0,4,0,21,3,15,4,8,0,0,0,0,0,36,10,8,0,7,11,0,0,5,0,43,5,3,0,16,9,4,0,8,0,35,0,0,4,3,0,6,0,0,0,14
POA6288,4,6,0,0,0,0,0,0,0,10,0,10,0,5,0,0,0,0,0,20,3,0,0,0,4,0,0,0,0,12,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,13,4,13,10,4,0,4,0,84,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,5,22,0,0,0,3,0,0,39,4,0,4,0,0,0,0,4,0,15,16,0,10,7,0,0,0,8,0,32,3,7,0,0,0,0,0,3,0,18,4,8,0,5,0,0,0,0,0,18,8,4,0,0,0,3,0,3,0,22,3,4,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,8
POA6290,3,19,0,11,3,0,0,9,0,41,6,13,0,15,0,3,0,4,0,32,12,3,3,4,18,8,0,3,0,47,7,7,3,11,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,7,0,0,9,4,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,31,53,20,45,34,18,0,16,0,222,5,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,7,24,3,0,4,3,4,0,65,6,0,16,0,0,0,4,3,0,39,0,0,11,3,0,0,0,0,0,25,4,27,0,11,3,0,0,9,4,55,5,12,7,13,0,3,0,3,0,44,16,8,4,6,18,9,0,5,0,70,3,7,3,11,4,0,0,0,0,34,6,3,0,0,0,0,0,0,0,16
POA6302,5,43,6,16,4,0,0,4,0,86,9,43,0,21,8,0,0,0,0,89,15,14,0,13,23,7,0,4,0,74,6,9,0,29,4,4,0,7,0,59,4,6,0,6,4,0,0,0,0,21,5,0,3,10,3,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,6,4,5,0,0,4,16,53,132,27,89,67,27,0,22,7,432,3,5,4,0,7,0,0,0,0,24,3,0,0,0,0,0,0,0,0,7,21,0,72,3,4,5,23,11,0,141,6,0,26,0,3,0,8,3,0,47,27,22,4,3,7,8,0,4,0,83,12,51,12,19,4,0,0,4,0,97,14,57,0,21,7,5,3,0,0,118,21,20,4,9,27,9,3,10,0,112,14,11,7,36,4,0,3,9,0,81,9,8,0,6,4,0,0,3,0,25
POA6304,5,12,6,12,5,0,0,4,0,31,9,23,0,4,3,0,0,0,0,40,17,3,0,5,10,6,0,0,0,43,6,10,0,10,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,9,6,0,0,5,4,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,42,54,15,32,21,10,4,16,4,199,5,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,15,3,25,0,0,6,9,8,0,64,0,3,8,0,0,0,5,7,0,19,25,8,6,0,3,0,3,5,0,49,6,14,6,9,5,0,0,4,0,32,9,23,3,4,3,0,0,0,0,50,19,3,0,5,10,7,0,0,0,50,11,6,0,7,0,0,0,5,0,40,0,0,0,0,0,0,0,0,0,7
POA6306,7,5,0,5,0,0,0,0,0,19,4,8,0,7,0,0,0,0,0,19,5,5,0,4,18,0,0,5,0,32,8,4,0,3,3,0,3,6,0,20,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,24,19,6,22,23,5,4,16,0,125,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,5,3,6,0,38,0,0,4,0,0,0,0,0,0,13,8,3,0,0,0,5,0,8,0,28,7,3,0,5,0,0,0,0,0,17,4,9,0,7,0,0,0,0,0,27,5,3,0,4,16,0,0,3,0,48,6,4,0,9,3,0,4,6,0,26,0,0,0,0,3,0,0,0,0,10
POA6308,0,11,0,8,5,0,0,0,0,31,15,12,0,0,3,0,0,0,0,32,13,4,0,0,18,0,0,8,0,44,0,0,0,9,3,0,0,8,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,32,35,5,24,28,7,0,17,3,160,3,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,7,15,0,34,0,0,3,11,3,0,70,6,0,0,0,0,0,0,5,0,10,20,0,10,0,3,0,3,10,4,50,0,19,0,7,5,0,0,0,0,33,18,14,0,3,3,0,0,0,0,38,19,11,0,0,19,0,0,8,0,57,6,0,0,13,3,0,0,6,0,26,5,0,0,0,0,0,0,0,0,7
POA6309,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,6,0,13,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,12,3,0,3,0,0,0,0,0,0,10,13,0,0,0,0,0,0,3,0,18,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6311,0,3,0,4,4,0,0,3,0,19,6,10,0,0,0,0,0,0,0,14,5,0,0,0,7,0,0,0,0,15,0,0,0,7,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,5,15,16,5,0,7,0,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,5,4,0,0,31,0,0,0,0,0,0,0,3,0,8,9,0,3,0,4,0,3,4,0,23,0,8,0,4,4,0,0,3,0,14,6,10,3,0,0,0,0,0,0,17,5,7,0,0,3,0,0,0,0,22,0,0,0,7,3,0,0,0,0,16,0,0,0,0,3,0,0,0,0,6
POA6312,13,84,3,38,12,0,0,3,0,151,13,67,0,26,6,3,0,0,0,115,18,11,3,14,43,15,0,10,0,111,10,21,9,39,14,8,0,5,0,103,3,9,0,4,3,0,0,0,0,11,7,0,10,15,4,7,0,4,0,50,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,4,5,18,69,208,31,141,97,43,5,34,7,634,8,8,0,0,0,0,0,0,0,22,3,0,8,0,4,0,0,3,0,16,25,8,113,4,12,5,28,23,4,218,13,5,33,0,0,0,8,8,0,66,37,15,18,3,8,4,8,18,0,109,13,110,3,44,12,0,0,7,0,193,21,90,0,30,9,3,0,0,0,153,33,23,9,16,51,22,5,11,0,166,16,28,10,50,16,9,4,10,0,144,8,9,3,4,5,3,0,0,0,25
POA6313,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,14,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,9,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,12,4,6,0,0,5,0,0,0,0,15,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA6315,9,24,0,9,7,3,0,0,0,48,7,20,0,14,3,0,0,0,0,41,9,7,0,5,19,0,0,4,0,45,0,3,0,8,6,4,0,0,0,25,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,51,11,40,38,10,5,17,4,211,4,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,6,20,3,38,0,0,0,14,26,0,100,5,0,5,0,0,0,0,3,0,18,27,0,4,0,4,0,0,4,0,47,8,26,4,9,7,3,3,0,0,61,16,18,0,14,3,0,0,0,0,43,15,7,0,5,22,5,0,6,0,53,0,12,6,15,3,4,0,0,0,34,0,0,0,0,0,0,4,0,0,6
POA6316,0,4,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,9,3,0,0,0,9,0,0,0,0,17,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,9,5,11,13,0,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,5,0,11,0,4,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,12,6,0,0,0,13,0,0,0,0,18,3,0,0,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0
POA6317,0,46,7,14,3,0,0,0,0,70,9,53,6,26,6,0,0,4,7,101,15,3,4,3,27,8,0,4,0,68,3,15,6,26,13,0,0,10,0,69,0,0,0,0,0,0,0,0,0,8,5,0,12,11,7,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9,0,25,38,132,33,90,64,23,0,42,8,439,0,4,3,0,0,0,0,5,0,10,0,0,0,4,0,0,4,0,0,13,20,7,94,4,3,7,13,26,4,183,3,3,18,0,0,3,0,8,0,45,27,14,19,4,8,8,8,19,0,107,3,50,5,19,10,0,0,0,0,90,15,59,6,26,6,0,0,3,5,125,28,16,7,7,32,15,4,14,0,124,6,17,5,32,13,4,0,13,0,92,0,6,0,0,0,0,4,0,0,16
POA6318,5,7,0,4,0,0,0,0,0,9,4,8,0,0,0,0,0,0,0,18,5,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,3,14,14,5,0,0,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,6,0,7,0,0,0,3,5,0,18,0,0,0,0,0,0,0,0,0,4,13,0,4,0,3,0,0,4,0,21,5,10,0,4,0,0,0,0,0,12,4,8,0,5,0,0,0,0,0,15,11,0,0,0,3,0,0,3,0,28,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
POA6320,3,9,0,4,0,0,0,0,0,10,3,7,0,3,4,0,0,0,0,20,5,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,7,7,6,0,0,3,0,57,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,3,0,15,4,0,0,0,0,0,0,0,0,9,15,0,3,0,0,0,0,6,0,30,3,9,0,4,0,0,0,0,0,10,3,7,0,3,4,0,0,0,0,20,10,0,0,0,3,0,0,0,0,14,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6321,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,3,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,15,6,5,12,8,0,3,7,0,58,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,12,0,0,3,0,0,0,0,0,0,4,14,0,4,0,0,0,0,9,0,29,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,4,3,0,0,6,0,4,0,0,16,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0
POA6322,3,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,5,6,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,15,3,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6323,3,6,0,3,0,0,0,3,0,20,6,11,0,3,0,0,0,0,0,24,10,3,0,0,9,0,0,0,0,21,0,3,0,13,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,18,31,5,20,21,10,4,15,0,122,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,8,5,14,0,0,0,8,5,4,43,5,0,3,0,0,0,0,0,0,8,11,0,4,0,0,0,0,4,0,26,3,6,3,3,0,0,3,5,0,21,9,17,0,7,0,0,0,3,0,35,11,3,0,0,11,3,0,5,0,30,0,3,0,11,3,0,0,5,0,27,0,0,0,0,0,0,0,0,0,5
POA6324,7,45,9,19,13,0,0,4,4,98,22,36,4,26,3,4,0,5,0,104,31,11,0,8,36,10,4,8,0,114,9,19,3,27,12,9,0,8,0,86,3,0,0,0,0,0,0,0,0,7,4,0,9,3,11,13,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,3,0,0,7,0,0,0,0,0,12,90,120,31,93,90,40,3,41,5,511,5,5,3,0,4,0,0,5,0,18,3,4,0,0,0,3,0,4,0,13,36,0,84,3,6,0,18,23,0,173,16,0,22,0,0,0,4,7,0,56,46,8,6,3,6,0,11,22,0,100,6,58,7,25,16,0,0,8,4,123,21,52,4,25,3,8,0,7,0,119,48,17,9,10,37,14,4,13,0,151,10,29,5,47,16,10,0,10,0,127,0,0,0,0,0,0,0,0,0,10
POA6326,4,3,4,0,0,0,0,0,0,15,3,5,0,0,0,0,0,0,0,10,0,5,0,0,4,5,0,0,0,20,0,0,0,3,4,0,0,0,0,8,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,8,8,8,4,0,8,0,67,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,5,0,6,16,0,0,0,0,0,0,0,5,0,9,13,5,0,0,5,0,0,10,0,31,9,4,4,0,0,0,0,0,0,18,5,5,0,0,0,0,0,0,0,11,6,14,0,0,4,5,0,0,0,25,0,4,0,3,3,0,0,0,0,14,6,0,0,5,0,0,0,0,0,3
POA6327,0,0,0,3,0,0,0,0,0,8,6,4,0,0,0,0,0,0,0,7,0,0,0,4,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,4,6,9,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,15,0,0,0,3,0,0,0,0,0,10,5,4,0,0,0,0,0,0,0,9,0,0,0,4,8,0,0,0,0,12,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6328,0,6,0,0,0,0,0,0,0,8,6,0,0,4,0,0,0,0,0,14,4,0,0,0,6,3,0,0,0,13,0,0,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,3,14,14,0,0,13,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,9,8,3,5,0,0,0,0,4,0,27,0,6,0,0,0,0,0,0,0,8,6,0,0,4,0,0,0,0,0,14,15,0,0,0,6,3,0,4,0,19,3,0,0,3,0,0,0,3,0,13,0,3,0,0,0,0,0,0,0,5
POA6330,66,665,52,305,93,44,9,42,9,1278,78,462,16,229,64,24,4,25,6,911,166,175,35,118,454,144,12,78,7,1187,86,245,25,448,126,73,11,66,11,1097,20,59,11,30,33,20,0,12,0,190,44,15,104,98,65,48,6,40,5,425,0,0,0,0,0,3,0,7,0,11,9,13,9,19,13,0,0,4,0,56,12,12,10,33,20,19,3,19,9,127,542,1776,336,1336,942,418,54,360,54,5822,59,122,33,22,21,11,9,15,0,303,17,35,44,12,12,15,15,38,0,196,219,131,865,85,45,53,212,162,32,1795,111,54,455,25,20,23,63,52,7,814,139,117,103,47,43,48,76,108,8,684,91,909,62,358,101,44,13,60,7,1636,122,664,29,258,68,24,20,43,6,1233,318,304,67,160,514,217,50,118,14,1761,115,352,59,585,139,92,33,94,15,1476,30,99,37,50,39,33,5,34,0,319
POA6333,19,96,9,35,15,3,0,8,0,183,19,101,0,28,21,0,0,5,5,186,36,23,5,17,41,12,3,6,0,149,24,40,5,40,19,12,3,16,0,153,5,22,6,6,9,3,0,8,0,61,11,0,9,17,3,4,0,5,0,51,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,21,0,0,4,8,0,4,0,3,7,29,142,315,56,167,137,53,6,72,10,960,29,38,4,8,6,0,0,11,0,94,3,6,0,0,3,0,0,0,0,21,44,28,106,12,12,10,22,28,6,260,32,10,73,4,4,6,10,11,0,146,38,18,25,6,8,5,12,28,3,152,19,121,12,40,13,3,0,18,0,234,37,139,8,29,20,5,3,8,9,250,66,33,8,22,46,19,4,16,4,217,38,63,6,49,28,12,10,16,0,220,12,32,6,9,9,6,4,9,4,92
