POA_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
POA6510,7,17,0,8,3,0,0,0,0,36,11,24,0,6,7,0,0,0,0,57,4,10,0,8,25,5,0,0,0,57,4,12,0,17,8,0,0,4,0,40,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,38,64,12,48,52,19,5,15,0,249,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,13,11,52,0,3,3,11,18,3,101,3,0,12,0,0,0,0,5,0,25,24,0,3,0,0,0,6,8,0,52,7,22,0,8,9,0,0,0,0,46,11,33,0,6,7,0,0,3,0,61,16,15,0,8,32,5,0,0,0,68,8,10,3,17,8,0,0,4,0,51,0,0,0,0,0,0,0,0,0,8
POA6511,6,5,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,7,9,6,0,4,5,0,49,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,5,8,0,40,0,0,4,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,3,6,0,0,5,3,0,0,0,0,17,0,8,0,0,0,0,0,0,0,8,3,0,4,5,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6512,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6513,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,3,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6514,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,13,5,0,0,0,7,3,0,0,0,14,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,3,10,6,10,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,0,0,0,6,5,0,38,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,16,5,3,0,0,7,3,3,0,0,18,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
POA6515,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,13,0,0,0,0,7,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,0,5,15,0,0,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,4,0,0,0,8,0,0,24,3,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,11,3,0,0,0,7,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA6516,0,10,0,9,7,0,0,0,0,27,0,26,0,8,3,0,0,0,0,45,12,9,0,4,27,11,0,5,0,61,3,4,0,13,6,0,0,5,0,32,0,0,0,5,0,0,0,0,0,7,3,0,3,10,10,3,0,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,22,62,15,43,50,22,5,15,3,244,3,0,3,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,13,15,64,0,0,3,17,15,4,127,7,3,21,0,0,0,0,3,0,37,3,10,3,4,0,0,3,3,0,25,4,17,0,9,7,0,0,3,0,37,6,36,4,8,3,0,0,0,0,58,20,5,4,7,29,13,6,5,0,85,3,5,0,14,6,4,0,5,0,34,3,5,0,5,0,0,0,0,0,13
POA6517,4,0,0,3,4,0,0,0,0,9,3,7,0,0,0,0,0,0,0,16,4,0,0,0,3,0,0,0,0,12,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,8,14,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,6,0,0,0,35,4,0,3,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,10,3,0,0,3,4,0,0,0,0,14,3,7,0,5,0,0,0,0,0,13,8,3,0,0,3,0,0,0,0,19,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6518,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,0,0,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6519,0,3,0,8,0,0,0,0,0,15,3,3,0,0,3,0,0,0,0,8,3,0,0,0,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,13,16,0,5,4,3,62,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,3,3,0,29,0,0,3,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,23,0,4,0,8,0,0,0,0,0,16,4,3,0,0,3,0,0,0,0,7,8,0,0,0,3,0,0,0,0,16,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
POA6521,5,0,0,0,0,0,0,0,0,6,3,6,0,0,3,0,0,0,0,16,0,3,0,0,4,0,0,0,0,8,0,5,0,0,4,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,12,0,0,11,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,4,4,0,20,0,0,0,0,0,0,0,0,0,6,15,4,0,0,5,0,0,0,0,21,5,0,0,0,0,0,0,0,0,6,3,6,0,0,3,0,0,0,0,16,4,3,0,0,4,0,0,0,0,20,0,5,0,0,4,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0
POA6522,0,9,0,0,0,0,0,0,0,8,4,0,0,0,0,6,0,0,0,9,3,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,8,9,3,0,3,0,49,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,7,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,19,0,9,0,0,0,0,0,0,0,8,4,0,0,0,0,6,0,0,0,9,5,0,0,0,6,0,0,0,0,20,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6525,7,42,4,27,10,4,7,0,0,93,14,42,3,15,7,0,0,0,0,83,11,9,3,5,36,17,0,7,0,89,5,7,0,16,5,0,0,8,0,46,3,0,0,0,4,0,0,0,0,3,3,0,7,6,7,6,0,11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,55,107,22,81,64,39,12,33,5,409,6,6,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,9,23,21,112,3,7,3,33,30,0,228,15,0,28,0,0,4,12,4,5,65,17,9,7,0,4,0,0,7,4,53,9,47,5,29,6,4,3,0,0,103,21,48,3,15,7,0,0,0,0,93,15,12,11,6,36,20,4,10,0,112,5,14,0,26,5,0,0,6,0,56,3,0,0,0,4,0,0,0,0,11
POA6528,0,10,4,0,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,4,10,8,0,0,3,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,4,3,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,12,0,10,4,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,16,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
POA6530,47,574,44,211,79,35,8,16,0,1012,60,474,8,238,55,20,5,6,3,869,127,161,23,104,436,110,13,53,15,1045,55,194,9,338,101,46,9,36,6,795,14,29,15,18,24,27,0,17,0,146,31,9,85,102,55,35,9,38,0,362,0,0,6,0,0,5,0,0,0,7,0,4,0,13,9,3,0,7,0,34,11,13,3,23,17,10,0,17,19,116,379,1560,251,1102,812,330,70,218,57,4773,26,70,37,24,17,7,9,12,0,198,16,36,20,10,19,10,14,10,0,143,209,198,1024,69,52,57,243,219,24,2097,68,40,343,30,18,20,70,78,14,676,44,49,49,23,22,42,28,48,9,322,62,767,53,240,88,34,19,29,3,1287,97,615,21,254,53,25,15,18,7,1101,240,254,68,135,499,155,60,83,23,1517,90,265,17,421,109,55,19,56,8,1047,19,48,27,26,26,41,3,24,0,223
POA6532,23,135,9,44,23,10,0,4,0,247,25,102,3,60,22,7,0,6,0,225,41,40,7,18,113,23,5,5,4,254,16,36,3,66,18,3,3,6,6,156,0,12,4,0,3,7,0,3,0,18,16,0,25,13,21,11,3,9,0,92,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,9,0,3,5,3,5,0,0,0,0,19,137,340,68,226,216,63,15,44,11,1132,9,15,7,8,3,0,5,4,0,46,8,5,0,0,4,0,0,0,0,19,78,38,296,11,18,12,66,38,11,558,23,0,75,11,0,5,17,19,4,157,42,9,15,9,15,3,13,12,0,130,27,149,9,52,23,10,0,4,3,279,31,130,6,68,23,6,3,5,0,277,75,62,17,22,122,22,6,15,7,344,22,52,5,88,19,9,3,3,6,207,0,16,4,3,3,7,0,5,0,33
POA6535,3,20,0,12,6,0,0,0,0,46,4,22,0,13,4,0,0,0,0,44,3,4,0,4,11,0,0,0,0,29,0,0,0,11,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,29,46,11,42,34,6,6,7,0,177,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,22,4,16,6,3,0,17,12,0,71,4,0,6,0,0,0,0,0,0,16,11,0,5,0,0,0,0,0,0,24,3,19,0,12,10,0,5,0,0,44,7,28,0,16,4,0,0,0,0,49,12,4,0,4,11,3,3,6,0,44,0,0,0,15,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5
POA6536,0,16,0,9,0,0,0,0,0,25,0,16,0,4,3,0,0,0,0,21,8,0,0,3,15,5,0,9,0,37,3,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,10,19,32,5,25,23,13,0,10,5,133,0,7,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,7,20,7,0,4,10,14,0,71,6,0,19,0,0,0,4,9,0,43,0,5,4,0,4,0,0,0,0,17,0,17,0,9,0,0,0,0,0,32,3,20,0,7,3,0,0,0,0,29,14,5,4,3,15,5,0,9,0,47,3,5,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,8,0,9
POA6537,0,6,0,3,0,3,0,0,0,16,4,9,0,10,0,0,0,0,0,19,3,3,0,3,13,0,0,4,0,28,4,3,0,9,0,3,0,0,0,27,0,0,0,3,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,24,3,33,27,11,0,17,3,137,5,5,3,3,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,6,12,24,0,4,0,9,8,0,73,5,0,10,0,0,0,4,0,0,20,3,4,0,4,0,0,0,0,0,15,0,6,0,3,0,3,0,4,0,17,5,11,0,10,3,0,0,0,0,21,6,8,3,9,13,4,6,5,0,50,9,3,0,8,3,3,0,4,0,35,0,0,0,3,4,0,0,5,0,9
POA6556,9,36,8,8,8,3,0,0,0,63,5,19,0,11,10,0,3,5,0,46,18,11,0,11,29,3,0,3,0,76,3,18,4,20,7,0,0,3,0,63,3,0,0,0,0,0,0,0,0,8,0,0,6,6,4,0,5,3,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,13,41,105,25,67,61,17,12,10,3,339,0,5,3,5,6,0,6,0,0,20,0,0,0,0,0,0,0,0,0,7,19,14,100,5,9,0,18,6,3,176,0,3,20,6,3,0,7,4,0,38,14,4,0,0,0,0,6,6,3,32,9,38,8,12,8,3,3,0,0,75,6,25,4,11,10,0,3,5,0,65,24,16,3,17,33,4,3,3,0,103,3,22,4,33,7,3,0,4,0,75,4,7,7,0,0,0,0,0,0,17
POA6558,3,9,0,7,6,0,0,0,0,23,0,6,0,7,0,0,0,0,0,15,3,4,0,3,8,0,0,0,0,20,3,5,0,7,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,13,32,7,23,25,4,3,3,0,115,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,13,30,0,3,0,8,4,0,74,4,0,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,13,3,13,0,7,6,0,0,0,0,30,0,7,0,7,0,0,0,0,0,17,5,5,0,3,8,3,0,0,0,30,3,9,0,6,5,0,0,3,0,27,0,0,0,0,0,0,0,0,0,6
POA6560,0,7,0,3,3,5,0,0,0,16,0,8,0,4,3,0,0,0,0,19,8,5,0,0,13,4,3,0,0,40,3,0,0,13,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,15,34,9,30,27,14,3,10,0,144,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,8,11,11,41,0,4,5,16,7,0,92,0,0,10,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3,0,7,0,5,3,5,0,0,0,23,0,12,0,4,3,0,0,0,0,24,7,4,0,6,17,3,0,4,0,52,3,7,3,13,0,0,0,0,0,38,0,0,0,3,0,0,0,0,0,3
POA6562,3,15,0,4,0,0,0,3,0,29,0,8,0,9,0,0,0,0,0,25,5,6,5,7,12,3,0,0,0,44,0,10,5,10,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,13,53,20,46,29,12,0,5,6,193,0,4,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,3,14,7,56,0,5,0,12,9,0,99,0,0,14,4,0,0,3,0,0,23,3,5,4,5,0,0,0,0,0,23,3,19,0,7,0,0,0,3,0,37,0,12,0,11,0,0,0,0,0,31,8,6,0,13,17,9,4,0,0,63,6,14,5,17,6,0,0,0,0,37,0,3,0,0,0,0,0,0,0,9
POA6564,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,8,8,9,9,3,0,0,4,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,29,0,0,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
POA6566,10,40,0,26,5,0,0,4,0,87,11,29,0,17,4,5,0,0,0,71,10,7,5,0,39,8,3,3,0,85,5,13,0,34,16,6,0,0,3,80,0,3,0,0,5,0,0,3,0,15,5,0,5,3,0,4,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,4,0,0,3,3,14,49,104,23,92,86,21,17,22,5,419,6,9,3,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,24,20,76,3,5,8,31,9,4,184,5,3,19,0,3,0,9,0,0,45,13,3,11,5,0,0,4,5,0,46,8,46,0,26,10,0,3,3,0,101,14,44,3,25,4,5,0,0,0,97,16,11,10,4,47,14,7,9,0,115,7,20,0,45,13,6,4,7,3,101,0,12,0,0,5,0,0,6,0,23
POA6567,0,6,0,4,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,9,0,4,0,0,3,0,0,0,0,14,0,0,0,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,12,9,3,3,5,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,11,0,4,29,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,14,0,8,0,3,0,0,5,0,0,13,0,3,0,0,3,7,0,0,0,13,4,0,5,3,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,4
