POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA6260,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,4,6,4,0,0,0,0,9,4,3,0,0,0,0,8,6,10,0,0,0,0,12,0,0,0,5,0,0,6,0,6,0,0,0,0,9,6,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,0,0,0,0,4,0,0,5,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,13,45,41,16,10,7,0,113
POA6262,3,0,3,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,3,4,0,0,0,0,11,5,0,0,0,0,0,14,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,23,11,3,0,0,67
POA6271,4,0,0,0,0,0,7,7,0,0,0,0,0,7,3,0,3,0,0,0,9,4,0,3,3,0,0,12,5,5,4,0,0,0,18,4,14,4,0,3,0,24,14,16,8,10,5,0,41,17,30,7,13,9,0,70,12,26,4,6,0,0,50,20,34,10,3,0,0,68,12,18,4,0,0,0,35,12,16,10,7,5,0,43,8,11,6,0,0,0,17,9,3,0,0,0,0,8,6,13,0,0,0,0,16,11,6,4,0,0,0,18,0,8,0,0,0,0,4,3,3,4,0,0,0,9,10,4,0,0,4,0,17,152,192,64,44,30,0,481
POA6275,8,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,6,0,0,0,8,3,7,0,0,0,0,10,8,4,0,0,0,0,15,9,3,0,0,0,0,13,6,0,4,0,0,0,8,5,0,0,0,0,0,6,4,8,0,0,3,0,16,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,5,4,4,0,0,0,0,8,0,3,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,6,0,13,65,42,13,4,7,0,137
POA6280,47,21,17,3,4,0,88,20,4,3,6,0,0,27,43,12,8,0,10,0,67,22,7,10,3,3,0,45,47,27,11,10,8,0,99,51,41,12,15,17,4,134,67,67,18,4,19,0,182,87,114,42,22,19,0,284,103,143,40,35,12,0,332,127,170,52,36,18,0,399,84,149,43,18,14,3,304,118,217,58,20,13,0,428,45,96,30,10,9,0,189,21,64,6,9,0,0,104,67,112,43,10,3,0,240,74,110,39,6,3,0,232,27,26,14,0,3,0,76,15,21,12,4,3,0,52,53,50,28,14,8,6,160,1111,1455,482,227,161,20,3456
POA6281,13,9,9,6,0,0,27,8,3,0,0,0,0,18,5,4,0,4,0,0,15,4,8,0,0,3,0,17,9,5,6,6,6,0,31,13,14,5,4,8,0,38,18,6,7,3,3,0,41,24,22,5,9,5,0,54,16,36,6,4,4,0,65,29,54,8,6,0,0,105,20,56,6,4,0,0,94,35,72,17,8,0,0,138,11,45,4,3,0,0,66,12,37,3,3,0,0,57,22,34,8,6,0,0,68,19,64,15,3,3,0,103,9,25,4,0,0,0,40,10,22,6,0,0,0,34,17,19,5,9,3,0,47,291,530,111,76,34,5,1053
POA6282,3,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,3,0,0,0,14,3,3,0,0,0,0,9,6,6,0,0,4,0,16,3,3,0,0,0,0,6,4,3,0,0,0,0,9,0,4,0,0,0,0,15,3,4,0,0,0,0,9,5,10,0,0,0,0,11,8,20,6,0,0,0,31,6,0,0,0,0,0,9,7,12,7,0,0,0,22,4,7,0,0,0,0,10,63,78,20,6,8,0,170
POA6284,9,5,0,0,0,0,9,3,0,0,0,0,0,3,3,3,0,0,0,0,8,4,5,0,0,0,0,3,0,4,3,0,0,0,13,6,4,0,0,0,0,13,8,7,3,0,0,0,16,7,10,0,8,0,0,26,9,11,0,4,6,0,30,9,21,0,9,0,0,34,11,15,3,0,0,0,26,8,36,8,0,0,0,52,4,14,0,0,0,0,25,0,7,0,0,0,0,13,13,24,5,3,0,0,39,4,22,0,3,0,0,31,0,8,0,0,0,0,11,0,8,5,0,0,0,10,6,9,4,0,0,0,22,108,214,31,19,9,0,386
POA6285,17,8,5,0,0,0,34,3,5,0,0,0,0,5,5,4,0,0,3,0,12,0,8,6,4,0,0,17,10,11,5,3,3,0,37,14,15,0,7,5,0,42,29,33,3,14,6,0,88,32,59,9,12,9,0,126,33,55,3,6,4,0,106,47,79,12,19,3,0,157,21,54,3,7,5,0,86,24,56,15,15,0,0,118,12,34,0,0,0,0,57,3,24,3,0,0,0,34,24,54,11,0,3,0,85,20,56,11,0,0,0,96,12,15,9,0,0,0,36,4,13,0,0,0,0,20,26,21,13,9,4,0,71,335,600,121,101,55,3,1229
POA6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,5,3,0,0,0,0,0,7,3,4,0,0,0,0,13,3,7,0,0,0,0,10,0,5,0,0,0,0,8,4,4,0,0,0,0,7,0,5,0,0,0,0,5,0,4,0,0,0,0,7,7,5,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,4,4,0,0,85
POA6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,8,0,0,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,22,14,9,0,5,0,50
POA6290,9,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,4,0,0,0,0,0,9,4,0,0,0,0,0,6,0,4,0,0,0,0,3,5,3,0,0,0,0,11,0,5,0,0,0,0,10,5,0,0,0,0,0,6,4,3,0,0,0,0,9,0,0,4,0,0,0,12,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,9,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,46,37,15,10,0,0,111
POA6302,8,0,0,6,0,0,16,3,0,0,0,0,0,3,6,5,0,0,0,0,8,5,0,0,0,0,0,4,9,5,0,0,0,0,15,12,9,0,0,3,0,25,9,9,0,6,0,0,27,18,12,0,7,8,0,41,15,18,3,3,0,0,37,9,17,6,0,0,0,34,0,4,4,0,4,0,12,16,9,4,4,4,0,30,6,4,4,0,0,6,17,0,6,0,0,0,0,6,9,0,0,0,5,0,15,4,3,6,0,0,0,11,0,4,0,0,0,0,4,6,0,0,0,0,0,4,6,3,6,5,0,0,19,138,102,43,21,22,5,335
POA6304,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,14,0,0,5,0,0,13,10,0,0,0,0,0,16,0,0,5,0,0,0,9,5,11,5,0,0,0,20,6,6,0,0,0,0,13,6,0,0,0,0,0,8,0,5,0,0,0,0,9,0,8,3,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,11,63,43,19,5,3,4,141
POA6306,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,4,4,0,0,0,0,8,3,0,0,0,0,0,5,9,7,0,0,0,0,16,0,0,0,0,0,0,4,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,23,4,0,4,0,61
POA6308,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,3,3,3,0,3,0,11,11,5,0,0,0,0,14,3,3,3,0,6,0,11,4,0,3,0,0,0,13,4,3,0,0,0,0,6,0,0,0,0,0,0,4,7,6,0,0,0,0,6,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,4,0,0,0,0,13,58,34,22,3,12,0,126
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,4,0,17
POA6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,24,15,9,3,0,0,52
POA6312,6,6,0,0,0,0,18,0,0,0,0,0,0,3,0,0,3,3,0,0,6,3,5,0,3,3,0,13,9,7,4,9,4,0,37,15,14,0,5,5,0,41,16,20,5,10,3,0,50,16,24,7,6,6,0,51,5,25,3,0,0,0,34,9,13,9,0,0,0,35,6,5,0,0,0,0,8,6,12,3,0,0,0,22,0,5,3,0,0,0,5,0,3,0,0,0,0,10,3,8,0,0,0,0,14,3,0,0,0,0,0,9,4,0,0,0,0,0,6,0,0,0,0,0,0,0,8,9,0,3,0,0,20,114,157,49,34,31,5,385
POA6313,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,8,10,0,0,0,22
POA6315,7,3,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,6,5,3,0,0,0,0,10,11,7,0,4,6,0,21,6,6,3,0,0,0,15,3,12,0,0,0,0,20,4,6,0,0,0,0,9,5,5,0,0,0,0,7,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,57,48,14,14,8,0,136
POA6316,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,3,3,0,27
POA6317,7,4,0,0,0,0,14,5,0,3,0,0,0,10,10,8,0,0,0,0,17,7,3,0,0,3,0,12,4,16,6,0,4,3,37,23,24,0,7,3,0,56,14,20,0,0,4,0,37,13,21,0,0,0,0,38,5,9,6,3,0,0,21,3,13,3,0,3,0,29,3,4,0,0,0,0,6,11,10,3,6,0,0,25,3,3,0,0,0,0,6,0,4,0,0,0,0,4,3,4,0,0,0,0,7,0,0,0,0,0,0,6,0,5,5,0,0,0,6,0,0,0,0,0,0,6,11,3,3,0,0,0,18,135,146,45,22,28,8,373
POA6318,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,4,0,30
POA6320,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,20,11,5,0,0,0,28
POA6321,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,0,0,26
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,13
POA6323,0,0,0,0,0,0,6,4,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,7,3,7,0,0,0,0,9,5,4,0,0,0,0,4,3,9,0,3,0,0,17,7,8,4,0,0,0,17,4,9,3,0,0,0,12,3,3,0,0,0,0,9,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,7,49,36,9,7,6,0,108
POA6324,5,3,0,0,0,0,17,0,0,0,0,0,0,6,6,3,0,0,0,0,12,4,0,3,0,0,0,9,11,3,8,0,5,0,24,9,7,3,4,0,0,22,16,12,4,4,0,0,38,16,21,6,3,0,0,39,10,10,10,0,3,0,32,10,11,3,3,0,0,27,13,7,0,0,0,0,20,14,10,0,0,0,0,22,4,3,0,0,0,0,6,0,0,0,0,0,0,6,9,5,3,0,0,0,14,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,5,3,0,0,0,6,5,8,0,0,0,0,15,129,113,55,15,17,0,321
POA6326,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,3,0,0,0,0,0,4,4,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,26,18,6,6,3,0,54
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,4,0,0,0,21
POA6328,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,26
POA6330,63,23,18,11,8,0,129,14,10,6,0,4,0,32,62,17,16,8,7,6,103,24,12,5,5,5,0,57,47,36,15,6,15,3,125,84,65,21,11,14,0,202,98,115,46,29,17,0,303,148,164,52,45,31,4,441,137,220,35,29,18,3,443,130,209,70,26,19,7,455,64,163,42,18,3,0,288,134,203,66,18,11,0,428,37,84,23,6,0,0,155,28,44,14,4,6,0,95,57,101,31,9,0,0,193,62,91,30,11,4,0,206,17,29,17,6,4,0,67,13,16,8,5,0,0,43,74,63,30,8,20,0,195,1304,1669,542,251,180,20,3964
POA6333,8,3,0,0,0,0,19,5,0,6,0,0,0,9,5,0,0,0,0,0,13,5,3,0,0,0,0,12,8,9,0,0,0,0,21,10,12,3,0,6,0,29,22,9,5,7,4,0,46,11,19,3,8,0,0,52,23,32,6,5,0,0,66,13,24,5,0,4,0,45,6,19,0,0,0,0,27,17,28,3,0,0,0,45,4,15,0,0,0,0,27,3,7,0,0,0,0,12,12,19,0,0,0,0,28,16,19,11,0,0,0,43,6,8,0,0,0,0,12,8,8,0,0,0,0,12,8,7,0,0,0,0,17,186,236,54,42,22,0,535
POA6335,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,5,4,0,0,0,0,0,7,3,0,0,0,0,0,7,0,3,0,0,0,0,7,0,3,0,0,0,0,4,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,30,6,0,4,0,58
POA6336,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,7,4,0,0,0,0,17
POA6337,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,6,0,0,0,0,7,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,3,3,0,33
POA6338,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,3,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,18,3,0,0,5,47
POA6341,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6346,3,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,4,3,0,0,43
POA6348,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,0,5,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,4,0,0,0,6,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,7,0,5,47
