POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6355,142,123,269,18,17,36,4,0,4,0,5,9,0,0,0,0,0,0,22,16,37,0,0,0,0,0,0,0,0,0,0,0,0,32,23,50,7,11,15,0,0,0,55,45,100,24,24,41,219,190,408
POA6356,36,30,69,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,7,16,0,0,0,0,0,0,0,0,0,0,0,0,12,7,20,0,0,6,0,0,0,24,11,32,3,3,11,59,48,108
POA6357,14,18,34,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,7,14,7,6,10,26,24,57
POA6358,30,25,58,8,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,13,16,25,3,10,17,49,50,96
POA6359,121,94,217,21,14,36,0,0,3,3,0,3,5,0,10,0,0,0,35,23,60,0,0,0,0,0,0,0,0,0,0,0,0,44,25,70,8,3,8,0,0,0,75,43,116,48,34,82,236,172,411
POA6361,31,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,5,0,0,0,4,3,12,14,7,23,50,42,97
POA6363,37,32,69,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,7,11,3,0,0,40,42,84
POA6365,175,158,334,20,15,33,0,0,0,0,0,0,0,0,0,0,0,0,32,33,69,0,0,3,0,0,0,0,0,0,0,0,0,36,38,78,0,0,4,0,0,3,55,64,116,30,23,53,263,240,505
POA6367,97,89,189,18,15,32,0,0,0,0,0,0,0,0,0,0,0,0,24,33,55,0,0,0,0,0,0,0,0,0,0,0,0,24,33,55,3,3,4,3,0,7,46,55,97,21,16,31,159,163,319
POA6368,33,27,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,5,6,14,0,4,8,46,35,85
POA6369,182,165,344,35,33,68,0,0,4,9,6,8,0,3,4,5,4,3,33,34,64,0,0,0,0,0,0,0,0,0,0,0,0,47,43,84,4,0,4,0,0,0,83,81,160,71,44,118,331,287,620
POA6370,144,127,264,17,25,43,0,5,4,0,5,5,0,0,0,0,0,0,24,22,46,0,0,0,0,0,0,0,0,0,0,0,0,31,27,57,0,0,0,0,0,0,47,51,97,36,30,71,226,212,434
POA6372,37,26,64,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,4,0,0,0,0,0,13,12,28,7,3,9,57,41,104
POA6373,35,25,65,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,10,11,4,0,6,42,31,79
POA6375,262,239,504,48,43,87,0,0,0,0,0,0,0,0,4,0,0,0,63,71,131,0,0,0,0,0,0,0,0,0,0,0,0,67,77,138,8,13,17,0,3,6,119,135,252,31,38,68,416,411,826
POA6383,213,238,448,34,38,73,0,0,0,0,0,0,0,3,6,0,0,0,50,61,109,0,0,0,0,0,0,0,0,0,0,0,0,48,64,112,0,5,9,0,0,0,86,108,193,119,125,238,417,469,885
POA6384,9,7,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,14,10,21
POA6385,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20
POA6386,18,16,39,0,5,8,0,0,0,0,0,0,4,0,0,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,0,0,0,0,0,0,13,13,20,20,21,47,52,54,109
POA6390,408,388,796,79,74,156,8,3,4,3,5,10,3,8,14,0,0,3,190,178,369,5,3,3,0,3,3,0,0,0,0,0,0,206,197,412,10,11,22,11,6,11,308,297,601,85,76,162,800,758,1552
POA6391,303,277,586,51,35,84,0,0,0,0,5,0,0,0,0,0,0,0,71,75,152,0,0,0,0,0,0,0,0,0,0,0,0,75,82,163,9,12,21,4,0,3,138,129,265,64,63,127,506,470,977
POA6392,141,120,257,20,24,45,0,0,0,0,0,0,0,0,0,0,0,0,22,22,48,0,0,0,0,0,0,0,0,0,0,0,0,27,27,48,0,0,0,0,0,0,48,50,97,20,31,57,211,197,412
POA6393,44,34,74,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,0,0,0,9,9,16,6,8,18,65,54,112
POA6394,172,154,324,17,12,24,3,6,0,0,0,0,0,0,0,0,0,0,22,16,33,0,0,0,0,0,0,0,0,0,0,0,0,21,20,42,6,3,10,0,4,0,42,37,77,27,20,53,246,208,450
POA6395,444,433,883,111,101,213,0,3,3,3,0,3,7,3,9,0,0,0,79,86,170,0,0,0,0,0,0,0,0,0,0,0,0,87,89,181,23,20,41,0,0,0,218,218,438,72,62,137,735,713,1450
POA6396,100,73,178,26,22,45,0,0,0,0,0,0,0,0,0,0,0,0,37,32,63,0,0,0,0,0,0,0,0,0,0,0,0,40,34,70,5,4,7,0,3,4,67,59,130,18,17,33,190,147,339
POA6397,31,26,52,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,0,0,0,0,0,0,0,0,0,0,0,0,14,8,25,0,0,0,3,0,3,19,10,26,11,7,15,53,40,93
POA6398,162,153,316,20,25,40,0,0,4,6,5,7,0,0,0,3,0,3,58,59,118,0,0,0,0,0,0,0,0,0,0,0,0,63,67,129,7,6,11,5,0,3,91,94,183,19,14,34,272,258,535
POA6401,2026,2096,4120,486,537,1021,9,10,16,21,24,43,24,19,49,9,11,14,570,669,1246,7,0,8,7,0,11,0,0,0,0,0,0,644,746,1392,34,53,95,25,17,42,1185,1365,2545,764,407,1175,3975,3870,7848
POA6403,52,53,104,11,15,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,22,20,43,7,8,14,77,83,160
POA6405,110,99,205,17,20,31,0,0,0,0,0,0,0,0,0,0,0,0,10,19,35,0,0,0,0,0,0,0,0,0,0,0,0,10,19,35,3,5,5,0,0,0,32,42,70,16,14,36,159,150,313
POA6407,257,227,487,69,66,138,0,0,0,3,5,5,3,0,4,0,0,0,96,73,167,0,0,0,0,0,0,0,0,0,0,0,0,102,78,188,10,15,18,4,0,3,182,164,349,37,39,74,474,428,904
POA6409,130,97,230,15,8,23,0,0,0,0,0,0,0,0,0,0,0,0,34,24,55,0,0,0,0,0,0,0,0,0,0,0,0,32,27,57,0,0,0,0,0,0,45,34,80,28,28,60,203,161,366
POA6410,290,289,583,27,31,58,0,0,0,0,0,0,0,0,0,3,0,3,58,55,113,0,0,0,0,0,0,0,0,0,0,0,0,65,58,118,11,6,18,0,3,5,98,97,198,69,58,127,459,444,909
POA6411,44,44,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,0,0,0,0,0,11,5,16,18,13,25,61,60,126
POA6412,20,14,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,0,0,0,9,9,14,13,8,18,34,21,57
POA6413,22,15,39,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,4,4,3,5,9,34,22,59
POA6414,27,20,45,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,7,8,9,4,15,36,34,74
POA6415,716,673,1390,185,184,374,5,4,8,4,4,10,0,7,4,0,0,0,225,223,450,0,0,0,0,0,0,0,0,0,0,0,0,236,237,479,21,18,36,6,0,10,451,449,897,169,147,311,1335,1262,2598
POA6418,223,199,425,28,42,74,4,0,6,0,0,0,5,4,10,4,0,4,47,42,89,0,0,0,0,0,0,0,0,0,0,0,0,60,51,105,3,0,5,4,3,11,92,100,189,43,41,88,359,337,700
POA6419,21,14,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,7,0,13,4,4,3,33,19,53
POA6420,32,24,55,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,10,7,15,0,0,0,38,32,74
POA6421,48,50,103,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0,0,0,0,0,0,16,8,22,17,16,34,81,77,159
POA6422,16,22,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,4,9,14,6,4,9,29,28,58
POA6423,40,38,77,6,10,13,0,0,0,0,0,0,0,0,4,0,0,0,14,9,22,0,0,0,0,0,0,0,0,0,0,0,0,14,14,31,0,0,0,0,0,0,20,24,46,11,9,16,76,66,137
POA6424,19,12,29,6,6,11,0,0,0,3,0,3,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,0,0,0,0,0,0,12,10,28,3,4,6,39,29,68
POA6425,30,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,0,0,6,0,0,0,7,6,9,4,8,9,38,37,75
POA6426,254,166,417,31,38,75,0,5,4,9,0,9,7,4,14,6,0,6,88,71,160,0,0,0,0,0,0,0,0,0,0,0,0,110,78,190,17,16,32,0,0,4,166,129,296,114,41,152,528,336,868
POA6427,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,20,4,19,4,3,3,0,0,0,19,9,28,42,4,46,82,16,93
POA6428,14,17,28,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,3,3,10,7,15,25,27,52
POA6429,225,158,380,23,18,41,0,0,0,8,9,15,9,4,11,7,10,18,101,82,184,4,0,8,0,0,0,0,0,0,0,0,0,134,106,237,3,10,12,4,6,8,168,137,298,145,96,238,536,387,917
POA6430,4895,4471,9367,1014,990,2004,131,116,245,123,123,247,188,169,355,57,60,111,2269,2259,4524,33,40,75,38,32,71,5,3,8,0,0,0,2843,2795,5635,616,582,1194,128,107,237,4596,4476,9073,964,799,1758,10455,9744,20198
POA6431,292,250,544,11,14,22,4,4,9,3,0,5,11,5,14,9,8,16,88,28,120,0,0,0,3,0,3,0,0,0,0,0,0,119,49,168,10,4,16,4,0,4,140,64,208,117,21,139,553,339,894
POA6432,1565,1359,2929,256,272,524,31,27,52,42,34,69,61,45,105,28,24,47,671,580,1252,11,9,24,7,0,9,0,0,0,0,0,0,840,721,1562,107,103,215,49,34,83,1255,1127,2381,833,499,1334,3655,2991,6649
POA6434,34,3,37,0,0,0,6,0,6,0,0,0,4,0,0,4,4,11,29,7,39,0,0,0,0,0,0,0,0,0,0,0,0,46,11,53,4,5,6,0,0,0,50,12,63,59,12,76,143,34,175
POA6436,35,17,51,8,15,24,0,0,5,0,0,0,0,5,3,0,0,0,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,13,6,24,0,0,4,0,0,0,23,23,55,38,10,48,94,50,150
POA6437,93,61,153,5,16,20,10,7,16,0,0,3,13,6,13,4,0,6,139,88,223,0,0,0,3,0,4,0,0,0,0,0,0,161,97,265,19,17,34,4,0,8,196,129,326,146,63,212,439,254,692
POA6438,144,123,269,22,29,48,3,7,10,0,7,11,4,3,8,0,4,8,75,50,123,0,0,0,6,0,6,0,0,0,0,0,0,90,66,164,8,10,20,0,0,0,125,106,233,229,73,303,499,304,797
POA6440,278,132,409,41,50,96,14,0,17,7,4,7,11,4,14,5,5,8,138,77,217,0,0,0,0,0,5,0,0,0,0,0,0,173,94,269,14,17,32,4,0,4,243,159,402,372,106,476,892,398,1290
POA6442,509,439,950,126,141,266,11,13,19,15,10,28,30,25,55,11,8,12,181,186,362,5,9,5,0,3,3,0,0,0,0,0,0,242,244,488,17,20,35,6,4,11,388,409,797,281,243,523,1180,1090,2275
POA6443,166,143,307,31,26,61,0,0,6,6,6,8,9,3,16,6,8,12,58,44,100,3,0,3,0,6,5,0,0,0,0,0,0,79,62,146,12,13,18,7,4,10,126,103,229,91,64,156,383,304,691
POA6445,58,50,101,6,12,19,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,0,0,0,0,8,21,31,6,7,16,75,73,151
POA6446,44,40,80,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,0,0,0,13,9,19,0,3,6,52,49,100
POA6447,62,48,113,3,0,8,0,0,0,0,0,0,0,0,4,0,0,0,14,6,18,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,5,0,8,0,0,0,22,15,34,5,7,10,92,68,157
POA6448,102,91,196,9,9,13,5,0,0,6,3,4,0,0,4,0,0,0,51,49,98,0,0,0,0,0,0,0,0,0,0,0,0,56,55,115,3,3,3,0,0,0,68,64,129,32,30,61,202,184,387
POA6450,3327,3280,6612,1022,1059,2081,28,35,67,50,42,90,46,46,100,30,15,45,770,830,1602,7,7,12,9,6,16,0,0,0,0,0,0,942,996,1940,114,131,250,43,42,83,2121,2226,4349,782,660,1439,6229,6171,12397
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
POA6460,219,214,430,21,23,47,0,0,0,0,0,0,0,0,0,0,0,0,39,36,77,0,0,0,0,0,0,0,0,0,0,0,0,39,39,78,4,0,4,0,0,0,64,65,133,51,40,96,330,317,653
POA6461,157,146,300,36,28,64,0,0,0,0,0,0,0,0,0,0,0,0,23,32,57,0,0,0,0,0,0,0,0,0,0,0,0,25,32,58,0,0,3,0,0,0,63,66,124,26,13,38,241,223,467
POA6462,56,56,112,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,3,16,11,27,7,4,12,80,77,154
POA6463,7,3,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,7,0,0,5,14,8,19
POA6465,14,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,5,0,9,3,5,4,23,22,42
POA6466,23,16,46,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,9,4,0,3,27,21,55
POA6467,11,8,22,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,6,14,0,0,0,15,15,31
POA6468,56,44,104,17,12,24,0,0,0,0,4,4,0,0,0,0,0,0,14,10,22,0,0,0,0,0,0,0,0,0,0,0,0,7,13,23,0,0,0,0,0,0,22,24,50,17,18,33,101,83,181
POA6470,10,5,13,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,13,4,15
POA6472,53,33,88,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,12,29,0,0,0,0,0,0,0,0,0,0,0,0,18,12,29,0,0,0,0,0,3,22,15,35,10,8,14,79,56,135
POA6473,16,18,31,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,3,0,3,22,30,48
POA6475,134,107,233,17,15,28,0,0,0,0,0,0,0,0,0,0,0,0,26,25,50,0,0,0,0,0,0,0,0,0,0,0,0,26,25,50,5,0,3,0,0,0,45,38,86,13,4,13,188,147,330
POA6476,19,16,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,5,22,17,38
POA6477,76,69,145,11,14,28,0,0,0,0,0,0,0,0,3,0,0,0,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27,0,0,0,0,0,0,25,32,56,9,10,27,113,108,226
POA6479,161,129,287,41,41,78,0,0,0,0,0,0,0,0,0,0,0,0,31,29,57,0,0,0,5,0,8,0,0,0,0,0,0,34,31,68,3,3,6,0,0,0,75,71,150,45,36,84,286,238,522
POA6480,10,10,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,11,4,0,9,20,16,39
POA6484,11,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,8,0,9,3,0,6,20,13,28
POA6485,130,121,252,30,22,49,0,0,0,0,0,0,0,0,0,0,0,0,40,33,73,0,0,5,0,0,0,0,0,0,0,0,0,42,35,81,5,8,10,0,0,0,74,67,138,19,21,43,224,207,431
POA6487,16,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,4,5,8,0,0,6,19,17,40
POA6488,52,44,93,6,9,15,0,0,0,3,0,3,0,0,0,0,0,0,16,14,29,0,0,0,0,0,0,0,0,0,0,0,0,19,14,28,0,0,0,0,0,0,25,24,49,10,11,26,84,80,161
POA6489,24,24,47,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,7,8,18,8,8,14,40,39,83
POA6490,62,57,121,12,9,22,0,0,0,0,0,0,0,0,4,0,0,0,22,18,37,0,0,0,0,0,0,0,0,0,0,0,0,20,18,43,0,0,0,0,0,0,36,30,64,31,22,58,126,115,242
POA6501,296,276,576,7,14,24,0,0,0,0,0,0,0,0,0,3,0,3,83,105,192,0,0,0,0,0,0,0,0,0,0,0,0,88,107,195,8,0,10,0,0,0,110,121,225,33,31,62,438,438,870
POA6502,332,326,658,18,30,49,0,0,0,0,4,4,3,5,10,0,0,0,146,147,298,0,0,0,0,5,9,0,0,0,0,0,0,153,162,317,4,10,15,0,0,0,180,205,390,63,52,114,576,587,1164
POA6503,664,593,1256,85,71,155,6,12,16,4,0,7,6,4,11,10,4,13,204,207,408,3,4,9,3,0,3,0,0,0,0,0,0,237,226,469,71,68,140,0,0,8,394,370,761,120,86,206,1175,1050,2225
POA6504,51,52,105,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,28,13,35,0,0,0,0,0,0,0,0,0,0,0,0,28,13,35,0,5,7,0,0,0,31,26,54,23,19,41,107,97,204
POA6505,39,30,71,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19,0,0,0,0,0,0,17,25,41,6,4,8,61,61,118
POA6506,20,14,31,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15,0,0,5,0,0,0,11,7,20,0,4,5,27,29,60
POA6507,145,111,257,29,17,46,0,0,0,0,0,0,3,0,9,0,0,0,37,41,75,0,0,0,0,0,5,0,0,0,0,0,0,45,44,91,7,5,10,0,0,0,81,71,149,65,21,88,288,213,497
POA6509,49,32,78,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,0,3,4,0,0,0,13,22,37,14,11,23,76,70,146
POA6510,530,495,1031,113,137,244,3,5,4,4,0,3,9,6,6,0,0,0,122,140,266,0,0,0,0,0,0,0,0,0,0,0,0,135,152,288,11,15,20,11,8,14,265,309,572,119,119,237,914,918,1836
POA6511,148,141,291,20,21,37,0,0,0,0,0,0,0,0,0,0,0,0,52,29,74,0,0,0,0,0,0,0,0,0,0,0,0,49,31,78,5,8,12,0,0,0,76,59,133,21,15,32,241,213,453
POA6512,31,34,67,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,0,0,0,0,0,8,6,16,6,5,10,45,42,88
POA6513,62,52,114,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,8,7,20,0,0,0,0,0,0,13,17,28,6,3,11,79,71,155
POA6514,221,173,397,19,13,31,0,0,0,0,0,0,0,0,0,0,0,0,57,58,119,0,0,0,0,0,0,0,0,0,0,0,0,61,62,124,0,0,3,4,0,3,82,77,160,31,25,55,338,281,618
POA6515,88,71,156,16,13,31,0,0,0,0,0,0,0,0,0,0,0,0,24,24,51,0,0,0,0,0,0,0,0,0,0,0,0,24,20,51,0,0,0,0,0,0,47,34,79,33,23,56,161,131,291
POA6516,460,416,876,121,109,230,0,0,0,9,9,15,8,6,16,0,0,4,242,259,495,0,0,0,0,0,0,0,0,0,0,0,0,260,278,530,18,20,42,4,10,12,403,414,814,106,96,203,971,927,1897
POA6517,93,79,172,26,14,47,0,0,0,0,0,0,0,0,5,0,0,0,36,39,79,0,0,0,0,0,0,0,0,0,0,0,0,41,48,89,0,0,0,0,0,0,71,67,133,40,38,72,204,174,384
POA6518,55,49,106,8,7,13,0,0,0,0,0,0,0,4,4,0,0,0,14,15,32,0,0,0,0,0,0,0,0,0,0,0,0,14,14,33,0,5,3,0,0,0,26,25,54,20,18,40,100,98,202
POA6519,147,137,284,33,36,71,0,0,0,0,0,0,0,0,0,4,0,3,35,36,69,0,0,0,0,0,0,0,0,0,0,0,0,44,34,77,6,4,9,0,0,0,85,73,162,46,41,90,276,252,531
POA6521,103,76,176,6,8,25,0,0,0,0,0,0,3,5,8,0,0,0,30,24,54,0,0,0,0,0,0,0,0,0,0,0,0,35,31,60,18,4,22,5,0,5,63,45,111,22,10,36,182,141,325
POA6522,122,89,209,21,14,35,0,0,0,0,0,0,4,0,4,0,0,0,24,25,44,3,0,4,0,0,0,0,0,0,0,0,0,24,28,54,0,0,0,0,0,0,45,44,89,39,30,72,213,158,372
POA6525,1028,1016,2041,190,217,403,7,6,14,5,12,18,11,4,17,0,4,4,259,299,558,4,4,9,4,5,6,0,0,0,0,0,0,292,340,631,14,21,34,8,3,9,501,581,1081,237,190,424,1768,1782,3549
POA6528,124,113,238,11,5,21,0,3,3,0,0,0,0,0,0,0,0,5,31,32,67,0,0,6,0,0,0,0,0,0,0,0,0,34,38,75,0,0,5,0,0,0,46,51,102,13,12,21,189,167,358
POA6530,8245,8486,16734,1309,1390,2703,87,77,161,95,112,208,81,103,190,44,38,82,3254,3656,6912,22,26,42,55,56,112,9,12,24,0,0,0,3647,4084,7729,278,322,602,137,117,248,5370,5916,11282,1854,1568,3422,15470,15972,31445
POA6532,1797,1770,3565,240,219,457,13,20,31,10,20,29,28,19,44,10,7,18,717,773,1492,0,3,7,19,20,39,3,0,4,6,4,3,808,867,1671,35,47,75,19,17,44,1099,1153,2253,358,289,645,3259,3207,6465
POA6535,495,454,949,84,82,171,0,3,5,0,0,0,0,6,5,0,0,0,88,86,174,0,0,0,5,3,7,0,0,0,0,0,0,99,91,190,9,9,14,0,0,5,191,185,374,133,95,222,814,730,1548
POA6536,414,365,778,76,56,127,3,5,6,11,9,17,8,10,19,0,0,4,106,107,220,0,0,0,0,0,3,0,0,0,0,0,3,134,134,270,10,9,20,6,6,8,219,200,422,117,99,216,753,667,1418
POA6537,188,174,363,53,42,89,6,4,7,0,4,4,4,7,6,3,3,3,104,106,212,0,0,0,0,0,0,0,0,0,0,0,5,120,124,240,30,38,62,7,7,12,201,206,409,73,94,167,467,469,938
POA6556,621,606,1227,41,42,85,0,6,7,4,3,3,0,0,3,0,0,0,201,196,402,0,0,5,0,0,0,0,0,0,0,0,0,214,209,419,14,15,25,0,0,4,267,271,540,67,42,105,961,911,1874
